Target_genes	Mef2c|Average	SRX1287946|B_cells	SRX1287948|B_cells	SRX5846336|Cardiac_fibroblasts	SRX5846337|Cardiac_fibroblasts	SRX5846338|Cardiac_fibroblasts	SRX5846339|Cardiac_fibroblasts	SRX5846348|Cardiac_fibroblasts	SRX5846349|Cardiac_fibroblasts	SRX5846350|Cardiac_fibroblasts	SRX2497449|Cardiomyocytes	SRX2497450|Cardiomyocytes	SRX2497458|Cardiomyocytes	SRX2497459|Cardiomyocytes	SRX10616116|Cerebellum	SRX10616117|Cerebellum	SRX13554136|MEF	SRX13554137|MEF	SRX13554148|MEF	SRX13554149|MEF	SRX13554160|MEF	SRX13554161|MEF	SRX13554164|MEF	SRX13554165|MEF	SRX3845111|MEF	SRX3845116|MEF	SRX3845122|MEF	SRX4933820|MEF	SRX10616112|Prefrontal_Cortex	SRX10616113|Prefrontal_Cortex	STRING
Ccar2	30.068966	0	0	0	0	0	81	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	148	269	245	0	0	0	0
Atp9a	30.068966	0	0	0	0	337	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	128	0	0	0	0
Abca9	30.068966	0	0	0	0	232	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	206	0	0	0	0	0	0	0
Zfp661	30.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	255	245	239	0	0	0	0
Tspan18	30.034483	0	0	0	0	366	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Mrps5	30.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	255	245	239	0	0	0	0
Mis18a	30.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	268	210	0	0	0	0	0	0	0	0	0	196	197	0	0	0	0
Htt	30.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	197	162	0	0	0	0	0	0	0	0	144	192	176	0	0	0	0
Fdx1	30.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	231	127	0	0	0	0	0	0	0	0	130	215	168	0	0	0	0
Trnau1ap	30.0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	130	0	0	0	0	0	0	0	0	191	197	208	0	0	0	0
Ruvbl2	30.0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	263	304	0	0	0	0
Oxct1	30.0	0	0	0	0	194	366	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Mmp19	30.0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	214	0	0	0	0	0
Gys1	30.0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	263	304	0	0	0	0
Zscan25	29.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	183	165	0	0	0	0	0	0	0	0	277	97	147	0	0	0	0
Zfp87	29.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	227	127	0	0	0	0	0	0	0	0	169	188	158	0	0	0	0
Vdac3	29.965517	0	0	0	0	0	160	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	207	162	133	0	0	0	0
Mafk	29.965517	0	0	0	0	304	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	63	0	0	0	0
Cisd2	29.965517	0	0	0	0	134	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	157	0	0	0	0
Ccdc174	29.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	138	207	0	0	0	0	0	0	0	0	184	192	148	0	0	0	0
Ccdc110	29.965517	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	196	117	0	0	0	0
Tdp2	29.931034	0	0	0	0	0	128	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	97	168	182	0	0	0	0
Primpol	29.931034	0	0	0	0	280	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	161	0	126	0	0	0	0
Ikzf3	29.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	326	244	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0
Fkbp2	29.931034	0	0	0	0	0	81	0	0	0	0	0	0	0	217	140	0	0	0	0	0	0	0	0	138	145	147	0	0	0	0
Casp3	29.931034	0	0	0	0	280	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	161	0	126	0	0	0	0
Acot13	29.931034	0	0	0	0	0	128	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	97	168	182	0	0	0	0
Ssrp1	29.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	120	155	0	0	0	0	0	0	0	0	215	219	158	0	0	0	0
Pum2	29.896552	0	0	0	0	0	158	0	0	0	0	0	0	0	311	254	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
P2rx3	29.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	120	155	0	0	0	0	0	0	0	0	215	219	158	0	0	0	0
Btrc	29.896552	0	0	0	0	0	183	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	104	205	270	0	0	0	0
Actb	29.896552	0	0	0	0	0	242	0	0	0	0	0	0	0	223	74	0	0	0	0	0	0	0	0	122	95	111	0	0	0	0
Usp13	29.862069	0	0	0	0	0	0	140	161	262	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	92	116	0	0	0	0
Ube2cbp	29.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	188	281	259	0	0	0	0
Tle3	29.862069	0	0	0	145	205	351	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo6	29.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	287	130	0	0	0	0	0	0	0	0	130	152	167	0	0	0	0
Lca5	29.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	288	225	0	0	0	0	0	0	0	0	0	133	139	0	0	81	0
Gpatch3	29.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	152	156	0	0	0	0	0	0	0	0	150	187	221	0	0	0	0
Dop1a	29.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	188	281	259	0	0	0	0
Cuedc2	29.862069	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	286	249	0	0	0	0
Cnbp	29.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	335	204	0	0	0	0	0	0	0	0	117	134	0	76	0	0	0
Vdr	29.827586	0	0	0	0	281	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0
Rabl3	29.827586	0	0	0	0	166	87	0	0	0	0	0	0	0	123	80	0	0	0	0	0	0	0	0	0	200	209	0	0	0	0
Olfr65	29.827586	0	0	0	0	194	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybpc3	29.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	160	135	0	0	0	0	0	0	0	0	279	145	146	0	0	0	0
Krtap4-6	29.827586	0	0	0	0	293	197	0	159	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl23	29.827586	0	0	0	101	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	177	90	0	0	0	0
Itga9	29.827586	0	0	0	0	0	0	307	188	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0
H4c8	29.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	293	304	0	0	0	0	0	0	0	0	0	84	0	0	0	184	0
H3c8	29.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	293	304	0	0	0	0	0	0	0	0	0	84	0	0	0	184	0
H2ac10	29.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	293	304	0	0	0	0	0	0	0	0	0	84	0	0	0	184	0
Gtf2e1	29.827586	0	0	0	0	166	87	0	0	0	0	0	0	0	123	80	0	0	0	0	0	0	0	0	0	200	209	0	0	0	0
Gm9949	29.827586	0	0	0	0	273	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Esco2	29.827586	0	0	0	0	110	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	233	125	141	0	0	0	0
Ccna2	29.827586	0	0	0	0	120	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	172	101	0	0	0	0
Ccdc25	29.827586	0	0	0	0	110	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	233	125	141	0	0	0	0
Adrb2	29.827586	0	0	0	0	273	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Tmed5	29.793103	0	0	0	0	126	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	178	101	0	0	0	0
Parn	29.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	265	158	0	0	0	0	0	0	0	0	184	147	110	0	0	0	0
Dnajc1	29.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	251	93	0	0	0	0	0	0	0	0	169	129	222	0	0	0	0
Chd1l	29.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	295	259	0	0	0	0
Ccdc18	29.793103	0	0	0	0	126	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	178	101	0	0	0	0
Bfar	29.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	265	158	0	0	0	0	0	0	0	0	184	147	110	0	0	0	0
Zdhhc2	29.758621	0	0	0	0	165	386	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	71	0	0	0
Trim45	29.758621	0	0	0	0	131	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	163	177	0	0	0	0
Mief2	29.758621	0	0	0	0	0	127	0	0	0	0	0	0	0	153	142	0	0	0	0	0	0	0	0	74	167	200	0	0	0	0
Flii	29.758621	0	0	0	0	0	127	0	0	0	0	0	0	0	153	142	0	0	0	0	0	0	0	0	74	167	200	0	0	0	0
Fam43a	29.758621	0	0	0	0	106	114	0	0	0	0	0	0	0	243	182	0	0	0	0	0	0	0	0	105	113	0	0	0	0	0
Wdr1	29.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	169	144	0	0	0	0	0	0	0	0	186	218	145	0	0	0	0
Stpg2	29.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	189	293	173	0	0	0	0
Pbx3	29.724138	0	0	0	0	213	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	133	114	0	0	0	0
Dusp10	29.724138	0	0	0	0	0	173	0	0	0	0	0	0	0	88	161	0	0	0	0	0	0	0	0	121	136	183	0	0	0	0
Dnah1	29.724138	0	0	0	0	318	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
1700056E22Rik	29.724138	0	0	0	0	0	173	0	0	0	0	0	0	0	88	161	0	0	0	0	0	0	0	0	121	136	183	0	0	0	0
Mblac1	29.689655	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	308	210	0	0	0	0
Tmed2	29.655172	0	0	0	0	0	100	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	238	221	159	0	0	0	0
Tgoln2	29.655172	0	0	0	0	0	135	0	0	0	0	0	0	0	163	141	0	0	0	0	0	0	0	0	93	194	134	0	0	0	0
Tgoln1	29.655172	0	0	0	0	0	135	0	0	0	0	0	0	0	163	141	0	0	0	0	0	0	0	0	93	194	134	0	0	0	0
Spp1	29.655172	0	0	0	0	0	0	143	375	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu1	29.655172	0	0	0	0	0	181	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	114	143	236	0	0	0	0
Jak2	29.655172	0	0	0	118	341	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Ext1	29.655172	0	0	0	0	195	554	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emc2	29.655172	0	0	0	0	0	217	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	132	241	159	0	0	0	0
Ccdc181	29.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	374	212	0	0	0	0	0	0	0	0	0	107	167	0	0	0	0
Kcnj15	29.62069	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	162	197	106	0	0	0
Rasl11b	29.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	318	131	126	0	0	0	0
Pla2g4a	29.586207	0	0	0	0	175	0	0	201	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	102	0	0	0	0
Cntrl	29.586207	0	0	0	0	266	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	111	117	249	0	0	0	0
Bcat1	29.586207	0	0	0	0	312	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	156	0	0	0	0	0
Atp6v1h	29.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	245	148	0	0	0	0	0	0	0	0	164	169	132	0	0	0	0
Ahctf1	29.586207	0	0	0	0	0	248	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	100	196	136	0	0	0	0
Smyd4	29.551724	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	207	236	0	0	0	0
Rpa1	29.551724	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	207	236	0	0	0	0
LOC114841036	29.551724	0	0	0	0	0	81	0	0	0	0	0	0	0	217	140	0	0	0	0	0	0	0	0	138	145	136	0	0	0	0
Hdhd5	29.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	256	202	0	0	0	0	0	0	0	0	100	122	177	0	0	0	0
H3c10	29.551724	0	0	0	0	0	106	0	0	0	0	0	0	0	267	210	0	0	0	0	0	0	0	0	165	109	0	0	0	0	0
Fbxl18	29.551724	0	0	0	0	0	291	0	0	0	0	0	0	0	177	153	0	0	0	0	0	0	0	0	0	111	125	0	0	0	0
Cubn	29.551724	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	201	202	0	0	0	0
Bclaf1	29.551724	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	232	263	0	0	0	0
Rpap1	29.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	187	110	0	0	0	0	0	0	0	0	82	268	209	0	0	0	0
Clk1	29.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	380	182	0	0	0	0	0	0	0	0	0	175	0	0	0	119	0
Vps37b	29.482759	0	0	0	0	140	210	0	0	0	0	0	0	0	135	159	0	0	0	0	0	0	0	0	0	115	0	0	0	96	0
Ppp3cc	29.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	297	177	0	0	0	0	0	0	0	0	230	151	0	0	0	0	0
Mtrf1	29.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	319	139	0	0	0	0	0	0	0	0	0	219	178	0	0	0	0
Kri1	29.482759	0	0	0	0	0	136	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	103	173	247	0	0	0	0
Cdkn2d	29.482759	0	0	0	0	0	136	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	103	173	247	0	0	0	0
Ccdc85c	29.482759	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	284	292	0	0	0	0
C2cd2	29.482759	0	0	0	0	380	251	0	0	0	0	0	0	0	145	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a13	29.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	197	230	0	0	0	0	0	0	0	0	89	171	167	0	0	0	0
Tnks	29.413793	0	0	0	0	0	166	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	110	211	209	0	0	0	0
Sh2d5	29.413793	0	0	0	0	194	377	0	0	128	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxxc1	29.413793	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	252	264	0	0	0	0
Cfap221	29.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	327	241	0	0	0	0
Rnf31	29.37931	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	198	271	0	0	0	0
Psme2	29.37931	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	198	271	0	0	0	0
Mapk7	29.37931	0	0	0	0	190	97	0	0	0	0	0	0	0	174	109	0	0	0	0	0	0	0	0	0	154	128	0	0	0	0
Dusp13	29.37931	0	0	0	0	0	166	0	0	0	0	0	0	0	171	154	0	0	0	0	0	0	0	0	191	0	170	0	0	0	0
Ctc1	29.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	261	253	0	0	0	0	0	0	0	0	138	98	102	0	0	0	0
Usp4	29.344828	0	0	0	0	75	0	0	0	0	0	0	0	0	96	135	0	0	0	0	0	0	0	0	215	118	212	0	0	0	0
Tmeff2	29.344828	0	0	0	0	0	0	0	0	249	0	0	0	0	290	172	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Tcn2	29.344828	0	0	0	0	139	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	114	120	0	0	0	0
Rpl22	29.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	308	254	0	0	0	0
Riox1	29.344828	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	134	0	0	0	0	0
Irak1bp1	29.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	292	95	0	0	0	0	0	0	0	0	165	196	103	0	0	0	0
Cep85l	29.344828	0	0	0	0	354	65	0	176	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Zmynd19	29.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	346	354	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Gmps	29.310345	0	0	0	0	313	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	124	0	0	0	0
Dusp1	29.310345	0	0	0	0	111	314	0	111	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
Arhgdia	29.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	384	209	0	0	0	0	0	0	0	0	146	111	0	0	0	0	0
Amz2	29.310345	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	290	253	0	0	0	0
Smim40	29.275862	0	0	0	0	136	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	131	208	167	0	0	0	0
Sertad3	29.275862	0	0	0	0	139	143	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	168	133	120	0	0	0	0
Scarb2	29.275862	0	0	0	0	0	218	0	0	0	0	0	0	0	223	125	0	0	0	0	0	0	0	0	68	112	103	0	0	0	0
Rnf216	29.275862	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	240	206	0	0	0	0
Pmpca	29.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	256	142	0	0	0	0	0	0	0	0	183	70	198	0	0	0	0
Nars2	29.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	200	106	0	0	0	0	0	0	0	0	95	248	200	0	0	0	0
Gdf11	29.275862	0	0	0	0	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Entr1	29.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	256	142	0	0	0	0	0	0	0	0	183	70	198	0	0	0	0
Cacfd1	29.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	194	155	0	0	0	0	0	0	0	0	166	147	187	0	0	0	0
Ate1	29.275862	0	0	0	0	0	121	0	0	0	0	0	0	0	181	146	0	0	0	0	0	0	0	0	132	177	92	0	0	0	0
Timeless	29.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	131	127	0	0	0	0	0	0	0	0	238	182	170	0	0	0	0
Dctpp1	29.241379	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	277	310	0	0	0	0
Ccdc71l	29.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	91	86	453	0	0	0
Aff4	29.241379	0	0	0	0	0	233	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	102	134	149	0	0	0	0
Aacs	29.241379	0	0	0	0	0	141	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	162	169	165	0	0	0	0
Zfp64	29.206897	0	0	0	0	0	217	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	133	189	225	0	0	0	0
Sumo2	29.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	319	198	0	0	0	0	0	0	0	0	151	179	0	0	0	0	0
Prox2	29.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	282	154	0	0	0	0	0	0	0	0	113	106	192	0	0	0	0
Gm45927	29.206897	0	0	0	0	202	193	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	189	0	101	0	0	0	0
Clk2	29.206897	0	0	0	0	202	193	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	189	0	101	0	0	0	0
Cenpm	29.206897	0	0	0	0	0	76	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	205	357	0	0	0	0
Atf7	29.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	269	254	0	0	0	0
Wdsub1	29.172414	0	0	0	0	0	135	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	129	226	238	0	0	0	0
Tbl1x	29.172414	0	0	0	0	222	426	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syngap1	29.172414	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	261	307	0	0	0	0
Nutf2	29.172414	0	0	0	0	0	210	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	105	215	132	0	0	0	0
Mtmr3	29.172414	0	0	0	0	0	118	0	223	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Kmt5c	29.172414	0	0	0	0	0	100	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	128	167	384	0	0	0	0
Fkbp1a	29.172414	0	0	0	0	0	127	0	0	0	0	0	0	0	403	194	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Ebag9	29.172414	0	0	0	0	123	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	159	110	0	0	0	0
Cuta	29.172414	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	261	307	0	0	0	0
Zfp451	29.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	145	91	0	0	0	0	0	0	0	0	134	175	196	104	0	0	0
Pcyt2	29.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	292	102	0	0	0	0	0	0	0	0	138	98	215	0	0	0	0
Hyou1	29.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	194	158	0	0	0	0	0	0	0	0	160	178	155	0	0	0	0
Hes6	29.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	187	157	0	108	121	0	0	0	0
Gpr137	29.137931	0	0	0	0	0	74	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	153	180	275	0	0	0	0
Erbin	29.137931	0	0	0	0	586	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creld1	29.137931	0	0	0	0	141	158	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	99	90	130	0	0	0	0
Bad	29.137931	0	0	0	0	0	74	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	153	180	275	0	0	0	0
Arhgef1	29.137931	0	0	0	0	218	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	157	0	0	0	0	0
Apon	29.137931	0	0	0	0	334	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Ywhae	29.103448	0	0	0	0	0	206	0	0	0	0	0	0	0	186	199	0	0	0	0	0	0	0	0	93	0	160	0	0	0	0
Unc119b	29.103448	0	0	0	0	136	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	148	149	0	0	0	0
Slc44a2	29.103448	0	0	0	0	411	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	69	86	0	0	0	0
Parp1	29.103448	0	0	0	0	0	100	0	0	0	0	0	0	0	143	136	0	0	0	0	0	0	0	0	111	181	173	0	0	0	0
Mamstr	29.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	190	206	311	0	0	0	0
Lrrc58	29.103448	0	0	0	0	333	0	0	114	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	102	0	0	0	0	0
Eif4g2	29.103448	0	0	0	0	162	0	0	0	0	0	0	0	0	175	149	0	0	0	0	0	0	0	0	125	137	96	0	0	0	0
Zfyve1	29.068966	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	350	269	0	0	0	0
Wdr43	29.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	251	163	168	0	0	0	0
Wdr31	29.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	255	320	141	0	0	0	0
Retsat	29.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	297	306	0	0	0	0
Ptges2	29.068966	0	0	0	0	0	159	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	159	223	198	0	0	0	0
Nfatc2	29.068966	0	0	0	0	201	261	0	0	0	0	0	0	0	216	93	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0
Leprotl1	29.068966	0	0	0	0	202	135	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	74	0	0	0	0	0
Gnpnat1	29.068966	0	0	0	0	147	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	139	164	0	0	0	0
Elmod3	29.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	297	306	0	0	0	0
Sbf2	29.034483	0	0	0	0	203	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	127	134	0	0	0	0
Pvr	29.034483	0	0	0	0	122	0	0	0	0	0	0	0	0	181	141	0	0	0	0	0	0	0	0	0	174	224	0	0	0	0
Pakap	29.034483	0	0	0	0	225	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	156	0	0	0	0
