Target_genes	Tcf7l2|Average	SRX9806209|Embryonic_intestinal_epithelial_cells	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX4891751|Heart_Ventricles	SRX14259589|Liver	SRX14259591|Liver	SRX14259606|Liver	SRX14259607|Liver	SRX14259608|Liver	SRX14259609|Liver	SRX14259610|Liver	SRX14259611|Liver	SRX5825956|Nephron_progenitor	SRX5825957|Nephron_progenitor	SRX5825978|Nephron_progenitor	SRX5825979|Nephron_progenitor	SRX5826000|Nephron_progenitor	SRX5826001|Nephron_progenitor	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	STRING
Zfp91	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	129	79	0
Zfhx2	18.434783	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	97	215	0	0	0	0	0
Usp21	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	142	0	0
Ubap2l	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	191	0	0	0
Thtpa	18.434783	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	97	215	0	0	0	0	0
T	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	340	0	0	0	0	0
Skida1	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0
Neurl4	18.434783	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Lpxn	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	129	79	0
Glt28d2	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0
Fbxl22	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0
Ctsb	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	110	178	0
Arhgef40	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	167	149	0
Ankrd45	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	99	124	0	0	0	201	0	0	0	0	0
4933434E20Rik	18.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	191	0	0	0
2810408A11Rik	18.434783	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Zfp566	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	215	0
Zfp260	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	215	0
Tcta	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	176	0
Taco1	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	212	0
Rhoa	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	176	0
Rbm12b2	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	161	0
Ndrg1	18.391304	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	133	0	0	87	0	0
Mpzl3	18.391304	0	0	0	0	0	0	88	0	0	0	0	0	126	0	0	0	0	0	209	0	0	0	0	0
Mettl6	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0
Klhl2	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0
Gm29776	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0
Eaf1	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0
Cisd3	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	315	0
Cacnb3	18.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	313	0	0	0	0	0
Adcy10	18.391304	0	0	0	0	0	0	134	0	119	0	97	0	73	0	0	0	0	0	0	0	0	0	0	0
Uchl5	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	167	129	0
Txndc12	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	128	154	0
Trmt61a	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	174	0
Tbc1d30	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	259	0	0	0	0	0
Sfxn1	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	112	233	0
Ro60	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	167	129	0
Nptx1	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0
Btf3l4	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	128	154	0
Atp2a1	18.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0
Tril	18.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0
Rragc	18.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	188	127	0
Rab28	18.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	144	125	0
Ppard	18.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0
Ndrg2	18.304348	0	0	0	0	0	0	154	0	0	0	0	0	133	0	0	0	0	0	134	0	0	0	0	0
Ten1	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	180	130	0
Prokr1	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	302	0	0	0	0	0
Pds5b	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	211	0	0
Mesd	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	131	0	0
Lum	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	218	0
Kdm4d	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	225	0
Gnb1l	18.26087	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	74	0	0
Gar1	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	136	122	0
Cwc15	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	225	0
Acox1	18.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	180	130	0
Sftpc	18.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0
Ric8b	18.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	208	0	0
Nudt3	18.217391	0	0	0	0	0	0	203	0	0	0	116	0	100	0	0	0	0	0	0	0	0	0	0	0
Maco1	18.217391	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0
Drg1	18.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	314	0	0	0	0	0
Ttll12	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	150	0
Slc2a4	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	117	118	0
Miip	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	161	101	0
Kcnk3	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0
Kcnh8	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	277	0	0	0	0	0
Fv1	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	161	101	0
Fubp3	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	114	144	0
Fgf10	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0
Efna4	18.173913	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap3	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0
Atp1a1	18.173913	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0
Ackr4	18.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0
Slc38a7	18.130435	0	0	0	0	0	0	100	0	78	0	0	0	102	0	0	0	0	0	0	0	0	137	0	0
Eid2b	18.130435	157	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Actl10	18.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0
1700003F12Rik	18.130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0
Ube3a	18.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0
Slc1a4	18.086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	196	88	0
Fyco1	18.086957	0	0	0	0	0	90	141	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0
Eepd1	18.086957	0	0	0	0	0	0	136	0	124	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Tbl2	18.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	129	94	0
Map3k5	18.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	238	0	0	0	0	0
Irf2bpl	18.043478	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0
Fam43a	18.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	285	0	0	0	0	0
Cxxc4	18.043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0
Riox1	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0
Nfic	18.0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0
Fkbp3	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	139	180	0
Fasn	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	267	0	0	0	0	0
Fancm	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	139	180	0
Slco3a1	17.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0
Rab33b	17.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	171	89	0
Phf14	17.956522	0	0	0	0	0	0	0	0	113	0	0	0	180	0	0	0	0	0	120	0	0	0	0	0
Pak7	17.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0
Dhx37	17.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	174	0
Cspg4	17.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0
Cemip	17.956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0
Vps26c	17.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	152	97	0
Unc50	17.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	177	0
Timeless	17.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	311	0	0	0	0	0
Hoxd8	17.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0
Coa5	17.913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	177	0
Tifa	17.869565	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
Slc5a6	17.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	83	193	0
Rasgef1a	17.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0
Nppc	17.869565	0	0	0	0	0	0	124	0	89	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Napa	17.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	193	0
Ces1g	17.869565	0	0	0	0	0	0	77	0	152	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0
Celsr1	17.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	326	0	0	0	0	0
Cd82	17.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	107	87	0
Atraid	17.869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	83	193	0
Uso1	17.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	229	95	0
Mis18a	17.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	178	0
Golga7	17.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	123	119	0
Fam98a	17.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	84	0
Clip3	17.826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0
Tigit	17.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	247	0	0	0	0	0
Smim19	17.782609	0	0	0	0	0	0	74	0	86	0	0	0	130	0	0	0	0	0	119	0	0	0	0	0
Slc20a2	17.782609	0	0	0	0	0	0	74	0	86	0	0	0	130	0	0	0	0	0	119	0	0	0	0	0
Prss23	17.782609	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0
Pigm	17.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	166	78	0
Mlf2	17.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0
Ddx42	17.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	177	0	0
Ccdc47	17.782609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	177	0	0
Poc1a	17.73913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	243	0
Hdgfl3	17.73913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0
Cyth2	17.73913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	152	127	0
Cpsf1	17.73913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	161	157	0
Vcpkmt	17.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0
Plod1	17.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0
Mvd	17.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	183	105	0
Mturn	17.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0
Arhgap27	17.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	229	0	0	0	0	0
2510039O18Rik	17.695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0
Ppp3cc	17.652174	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0
Nr1h4	17.652174	198	0	0	0	0	0	0	0	137	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0
Mpped2	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Limch1	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Lgr4	17.652174	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Lck	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	152	0	0
Hpcal4	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Ggnbp2	17.652174	0	0	0	0	0	0	93	0	113	0	0	0	89	0	0	0	0	0	111	0	0	0	0	0
Emsy	17.652174	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	148	0	0	98	82	0
Csde1	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	130	191	0
Adss	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	194	101	0
Adam12	17.652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0
Ssna1	17.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	162	0
Sqstm1	17.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	258	0	0	0	0	0
Sppl2a	17.608696	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Smg9	17.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	152	140	0
Pot1b	17.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	178	0
Clcn4	17.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0
Anapc2	17.608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	162	0
Zfp59	17.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0
Serpinh1	17.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	186	0
Ndufaf6	17.565217	0	0	0	0	0	0	201	0	101	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
Fkbp11	17.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0
Cpxm1	17.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	93	0	0
Cdkn1c	17.565217	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0
Ccdc33	17.565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0
Txnip	17.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	210	0
Ppp1r12a	17.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	272	0	0	0	0	0
Esrrb	17.521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	317	0	0	0	0	0
Wdfy3	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	89	0
Uba3	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	144	132	0
Tuft1	17.478261	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	177	0	0	136	0	0
Shmt1	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	168	102	0
Lrrfip1	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	155	119	0
Lrrc8a	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	126	0
Iqcc	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	161	128	0
Hmox2	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	151	0
Fcer1g	17.478261	0	0	0	0	0	0	127	0	125	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Ehmt1	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	155	0
Dcdc2b	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	161	128	0
Ccdc28b	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	161	128	0
Atp8a1	17.478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0
T2	17.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	136	0	79	0	0	0	0	0
Sbp	17.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	263	0	0	0	0	0
Pogz	17.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0
Dyrk1b	17.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	163	87	0
Ciart	17.434783	0	0	0	0	0	0	62	0	87	0	0	0	0	0	0	0	0	0	0	0	0	91	161	0
Asap3	17.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	101	149	0
Amot	17.434783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	183	0
Ncapg2	17.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	165	0
Gpi1	17.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	112	131	0
Dynlt1a	17.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	123	109	0
Cdk20	17.391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	307	0	0	0	0	0
Supt7l	17.347826	0	0	0	0	0	0	152	0	0	0	123	0	124	0	0	0	0	0	0	0	0	0	0	0
Smpd2	17.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	288	0	0	0	0	0
Slc4a1ap	17.347826	0	0	0	0	0	0	152	0	0	0	123	0	124	0	0	0	0	0	0	0	0	0	0	0
Ppil6	17.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	288	0	0	0	0	0
Nup214	17.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	140	126	0
Nfkbiz	17.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	99	97	0
Mafb	17.347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0
Xrcc6	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	133	157	0
Traf5	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	226	0
Slc38a9	17.304348	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	190	0	0	84	0	0
Slc22a3	17.304348	0	0	0	0	0	0	171	0	56	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	112	121	0
Ric1	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	240	0	0	0	0	0
Nelfe	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	112	121	0
Hvcn1	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0
Htr4	17.304348	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desi1	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	133	157	0
Cdc5l	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	111	162	0
Cacna1a	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0
Bzw2	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	111	133	0	0	0	0	0
Ankmy2	17.304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	111	133	0	0	0	0	0
Tctex1d2	17.26087	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	97	0
Senp1	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	298	0	0	0	0	0
Pfkm	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	298	0	0	0	0	0
Mrpl19	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0
Il13ra1	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0
Gsn	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	102	0
Ap1s1	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	131	0	0
Anapc10	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	197	0
Adamts2	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0
Abce1	17.26087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	197	0
Radil	17.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	116	0	0
Fabp12	17.217391	0	0	0	0	0	0	122	0	142	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Eda2r	17.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	113	0	0
Clock	17.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0
Atoh1	17.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0
Akap8	17.217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	157	0
Tgfa	17.173913	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Slc35b2	17.173913	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Sharpin	17.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	94	0
Pla2g12b	17.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	277	0	0	0	0	0
Maf1	17.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	94	0
Gm35339	17.173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	94	0
