Target_genes	Tead4|Average	SRX1817464|C2C12	SRX1817465|C2C12	SRX4153289|Carcinoma,_Basal_Cell	SRX3585309|ES_cells	SRX1885932|Liver	SRX1885933|Liver	SRX1885942|Liver	SRX1885943|Liver	SRX3459538|Liver	SRX6924463|Liver	SRX6924464|Liver	SRX6924465|Liver	SRX6924469|Liver	SRX6924470|Liver	SRX6924471|Liver	SRX6924475|Liver	SRX6924476|Liver	SRX6924477|Liver	SRX6924478|Liver	SRX1885856|MEF	SRX1472461|mESC_derived_haematopoietic_progenitor	SRX1639174|mESC_derived_haematopoietic_progenitor	SRX1817470|Muscle_Cells	SRX1884836|Skeletal_muscle	SRX142910|Trophoblast_stem_cells	SRX3585313|Trophoblast_stem_cells	SRX3730265|Trophoblast_stem_cells	SRX3730266|Trophoblast_stem_cells	SRX6605294|Trophoblast_stem_cells	SRX1639172|Unclassified	SRX1639173|Unclassified	STRING
Rps15a	40.870968	0	0	94	0	159	254	175	301	0	0	0	0	0	0	132	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
P2rx2	40.870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	0	0	0	0	0	221	0	0	0	0
Lnpk	40.870968	0	0	261	0	315	111	139	324	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lif	40.870968	0	0	226	0	114	231	113	86	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	172	0	0
Faap100	40.870968	0	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	81	0
Zfp560	40.83871	0	0	189	0	189	249	162	163	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	108	0
Neil3	40.83871	0	0	0	0	364	130	165	366	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	142	0	0
Ints3	40.83871	0	0	282	0	235	137	132	237	0	0	0	0	0	0	137	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a4	40.806452	0	200	0	0	251	0	145	242	161	0	0	0	0	0	146	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2b1	40.774194	0	0	311	0	301	245	177	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr522	40.774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	227	547	349	0	0	0
Wasf2	40.741935	0	0	0	0	121	250	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	446	0	0	0
Rabggta	40.741935	0	0	286	0	178	0	0	360	153	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	181	0	0
Mtmr2	40.741935	0	0	353	0	169	0	91	101	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	158	186	0
Swi5	40.709677	0	0	127	0	210	132	115	450	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Ramac	40.709677	0	0	295	0	134	153	159	247	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
Golga2	40.709677	0	0	127	0	210	132	115	450	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Cbx7	40.709677	0	0	165	0	114	0	0	174	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	246	0	0
Iba57	40.677419	0	0	121	0	230	216	75	222	0	0	0	0	0	0	99	0	0	0	0	193	105	0	0	0	0	0	0	0	0	0	0	0
Cfap20	40.677419	0	0	336	0	115	0	0	205	0	0	0	0	0	0	90	0	0	0	0	162	0	143	0	0	0	0	0	125	0	0	85	0
Zfp101	40.645161	0	0	0	0	255	354	185	303	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Sdccag8	40.645161	0	0	164	0	202	0	150	248	0	0	0	0	0	0	0	181	0	0	231	84	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpab	40.645161	0	0	168	0	0	0	0	209	631	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	130	0	0	0	0
Cyp17a1	40.645161	0	0	0	0	238	0	0	431	142	0	0	0	0	0	191	111	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep170	40.645161	0	0	164	0	202	0	150	248	0	0	0	0	0	0	0	181	0	0	231	84	0	0	0	0	0	0	0	0	0	0	0	0
Zfp202	40.612903	0	0	0	0	169	0	0	184	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	99	0	435	189	0
Immp1l	40.612903	0	0	105	0	267	267	209	290	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0
Fn1	40.612903	0	0	0	0	322	0	0	421	331	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp4	40.612903	0	0	105	0	267	267	209	290	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0
Colgalt1	40.612903	0	0	179	0	323	142	155	329	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef9	40.612903	0	0	241	0	366	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicn1	40.580645	0	0	0	0	261	161	155	333	0	0	0	0	0	0	0	0	0	0	0	216	0	132	0	0	0	0	0	0	0	0	0	0
Mpp6	40.580645	0	0	0	0	164	0	0	233	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	140	146	206	214	0
E2f5	40.580645	0	0	0	0	262	127	149	362	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	143	0	0	0
Atp2b1	40.580645	0	0	1028	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
Serpind1	40.548387	0	0	0	0	147	0	162	614	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	206	0	0
Pthlh	40.548387	0	0	220	0	152	0	0	258	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	73	144	276	0	0
Ints5	40.548387	0	0	152	0	182	160	150	330	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	118	0	0	0	0
Creb5	40.548387	0	0	396	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	206	168	0	0
Wdr12	40.516129	0	0	164	0	168	361	205	165	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Pdha1	40.516129	0	0	0	0	157	149	0	179	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	201	0	267	125	0
Carf	40.516129	0	0	164	0	168	361	205	165	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Gbp11	40.483871	0	0	0	0	406	187	208	198	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnb2	40.483871	0	0	0	0	148	0	0	400	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	213	142	151	0	0
Yipf4	40.451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	194	0	0	0	0	0	0	0	605	295	0
Slc4a11	40.451613	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37rt	40.451613	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	314	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppif	40.451613	0	0	268	0	152	130	107	416	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0
Melk	40.451613	0	0	0	0	270	0	0	323	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	209	164	0	0	0
Fhl2	40.451613	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	698	79	0	0
Plin4	40.419355	0	0	0	0	278	142	196	401	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm1	40.387097	0	0	259	0	75	210	116	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	111	0
Dcun1d3	40.387097	0	0	259	0	75	210	116	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	111	0
Clrn1	40.387097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	355	240	431	116	0
Arih2	40.387097	0	0	0	0	114	218	0	154	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	294	169	128	0
Stard4	40.354839	0	0	162	0	181	0	159	311	0	0	0	0	0	0	177	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	150	0
Pir	40.354839	0	0	123	0	343	118	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	125	0	0	0
Hbs1l	40.354839	0	0	213	0	196	0	105	404	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0
Spa17	40.322581	0	0	224	0	171	154	95	198	0	0	0	0	0	0	139	0	0	0	0	182	0	0	0	0	0	0	0	0	0	87	0	0
Slc17a2	40.322581	0	0	0	0	259	105	157	556	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siae	40.322581	0	0	224	0	171	154	95	198	0	0	0	0	0	0	139	0	0	0	0	182	0	0	0	0	0	0	0	0	0	87	0	0
Prnp	40.322581	0	0	0	0	128	0	136	132	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	520	245	0
Prn	40.322581	0	0	0	0	128	0	136	132	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	520	245	0
Mtfr1l	40.322581	0	0	199	0	317	0	113	341	0	0	0	0	0	0	144	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Mier3	40.322581	0	0	0	0	285	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	249	197	193	0
Bax	40.322581	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	113	0	0	0	0	0	118	0	243	110	0
Pdcd4	40.290323	0	198	530	0	123	245	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mterf2	40.290323	0	0	0	0	256	351	164	313	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Ciao2b	40.290323	0	0	141	0	159	183	206	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	126	0
Zswim9	40.258065	0	0	137	0	229	248	174	352	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Thap1	40.258065	0	0	120	0	340	0	216	364	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Rasa2	40.258065	0	0	0	0	308	175	232	281	0	0	0	0	0	0	0	0	0	0	0	140	112	0	0	0	0	0	0	0	0	0	0	0
Psmd5	40.258065	0	0	112	0	181	177	176	338	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	159	0	0	0	0
Pim2	40.258065	0	0	123	0	208	0	0	701	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isca1	40.258065	0	0	313	0	0	0	92	114	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	132	247	157	0
Il17rd	40.258065	0	0	157	0	286	0	0	441	0	0	0	0	0	0	139	116	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0
Dnajc24	40.258065	0	0	0	0	192	267	150	282	0	0	0	0	0	0	155	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Ccna2	40.258065	0	0	179	0	209	103	158	213	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	116	95	0	0
Zfp597	40.225806	0	0	811	0	0	122	113	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rap2b	40.225806	0	0	313	0	231	113	89	287	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	116	0	0
Paip2	40.225806	0	0	90	0	173	0	134	431	0	0	0	0	0	0	319	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl2	40.225806	0	0	135	0	194	0	212	379	0	0	0	0	0	0	212	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnni1	40.193548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	193	0	0	0	0	0	0	0	420	411	0
Rnps1	40.193548	0	0	144	0	269	122	0	508	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
Msl1	40.193548	0	0	186	0	141	0	218	232	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	191	84	96	0
Fap	40.193548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	580	0
Dguok	40.193548	0	0	296	0	192	97	153	206	0	0	0	0	0	0	94	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	82	0
Slc16a3	40.16129	0	0	647	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	231	0	0	0
Ranbp6	40.16129	0	0	126	0	227	174	101	342	0	0	0	0	0	0	148	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mknk1	40.16129	0	0	418	0	200	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	151	0	0	0
Hdhd3	40.16129	0	0	0	0	182	0	267	532	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl17	40.16129	0	0	96	0	228	0	182	241	116	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	171	0	0	0	0
2610528J11Rik	40.16129	0	0	284	0	159	123	165	277	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp109	40.129032	0	0	0	0	381	223	113	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem150a	40.129032	0	0	0	0	148	223	0	271	0	0	0	0	0	0	0	0	0	0	0	274	0	69	0	0	0	0	0	138	121	0	0	0
Ndufv2	40.129032	0	0	206	0	210	189	154	202	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	75	0	0
Wsb2	40.096774	0	0	369	0	161	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	198	124	0
Ptar1	40.096774	0	0	0	0	127	0	0	125	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	443	357	0
Pbld2	40.096774	0	0	266	0	200	277	0	174	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0
Itgb6	40.096774	0	0	0	0	87	103	0	142	0	0	0	0	0	0	0	0	0	0	0	248	0	155	0	0	0	0	0	0	0	273	235	0
Hnrnph3	40.096774	0	0	266	0	200	277	0	174	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	40.096774	0	0	138	0	182	160	150	330	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	118	0	0	0	0
Zbtb21	40.064516	0	0	185	0	0	0	109	125	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	135	173	190	154	0
Tvp23b	40.064516	0	0	449	0	189	0	149	233	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Ttc30b	40.064516	0	0	0	0	218	387	239	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex9	40.064516	0	0	0	0	403	139	165	290	0	0	0	0	0	0	137	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Scrn2	40.064516	0	0	238	0	121	128	0	237	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	196	0	0	86	0
Nrbp2	40.064516	0	0	277	0	243	0	0	482	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc46	40.064516	0	0	304	0	124	110	178	199	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	114	0	0	0
Ikbke	40.064516	0	0	345	0	169	0	175	385	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45gip1	40.064516	0	0	0	0	227	236	155	316	118	0	0	0	0	0	85	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Son	40.032258	0	0	181	0	259	0	0	408	0	0	0	0	0	0	114	0	0	0	0	115	0	0	0	0	0	0	0	164	0	0	0	0
Rccd1	40.032258	0	0	113	0	167	222	165	253	0	0	0	0	0	0	110	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf1	40.032258	0	0	88	0	133	0	154	309	0	0	0	0	0	0	155	0	0	0	0	203	0	0	0	0	0	0	0	199	0	0	0	0
Gm36712	40.032258	0	0	181	0	259	0	0	408	0	0	0	0	0	0	114	0	0	0	0	115	0	0	0	0	0	0	0	164	0	0	0	0
Gart	40.032258	0	0	181	0	259	0	0	408	0	0	0	0	0	0	114	0	0	0	0	115	0	0	0	0	0	0	0	164	0	0	0	0
Ctbp2	40.032258	0	0	301	0	452	152	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
Tgfbr3l	40.0	0	0	145	0	319	0	193	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0
Msantd3	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	398	615	0	0	0
Ywhaz	39.967742	0	0	301	0	122	88	0	154	214	0	0	0	0	0	0	0	0	0	0	156	0	112	0	0	0	0	0	0	0	92	0	0
Trappc6a	39.967742	0	0	0	0	119	183	94	203	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	179	229	0	0	0
Cwc25	39.967742	0	0	0	0	175	305	334	324	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s3	39.967742	0	0	0	0	119	183	94	203	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	179	229	0	0	0
Ankrd54	39.967742	0	0	0	0	136	206	140	371	0	0	0	0	0	0	142	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0
Tusc3	39.935484	0	0	182	0	403	225	220	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm14	39.935484	0	0	103	0	191	149	152	157	0	0	0	0	0	0	0	0	0	0	119	259	0	0	0	0	0	0	0	108	0	0	0	0
Pnp	39.935484	0	0	109	0	224	359	222	179	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21992	39.935484	0	0	103	0	191	149	152	157	0	0	0	0	0	0	0	0	0	0	119	259	0	0	0	0	0	0	0	108	0	0	0	0
Ccpg1os	39.935484	0	0	279	0	162	0	235	351	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Ccpg1	39.935484	0	0	279	0	162	0	235	351	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Ticam1	39.903226	0	0	0	0	161	0	246	370	0	0	0	0	0	0	0	0	0	0	0	223	0	85	0	0	0	0	0	0	0	152	0	0
Eya3	39.903226	0	0	0	0	561	0	156	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0
Mx2	39.870968	0	0	0	0	259	130	241	412	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3h	39.870968	0	0	88	0	114	0	127	378	0	0	0	0	0	0	231	0	149	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Clip4	39.870968	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0
Car15	39.870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	252	188	392	275	0
Polr3k	39.83871	0	0	80	0	266	154	202	264	0	0	0	0	0	0	146	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
Msh3	39.83871	0	0	120	0	208	325	295	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hddc3	39.83871	0	0	153	0	161	114	85	272	0	0	0	0	0	0	145	0	0	0	0	122	0	0	0	0	0	0	0	183	0	0	0	0
Dhfr	39.83871	0	0	120	0	208	325	295	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2e3	39.806452	0	0	153	0	118	0	0	82	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	184	112	177	0
Myh7	39.806452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	851	239	0
Mon2	39.806452	0	0	443	0	228	190	144	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
Grb14	39.806452	0	0	0	0	272	132	107	468	0	0	0	0	0	0	0	120	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Fry	39.806452	0	0	1108	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem242	39.774194	0	0	0	0	142	299	356	169	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Nup153	39.774194	0	0	335	0	127	121	117	203	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
Mks1	39.774194	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	264	562	0	0
Kansl2	39.774194	0	0	119	0	257	179	108	287	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	162	0	0
Frg1	39.774194	0	0	285	0	175	167	135	142	0	0	0	0	0	0	136	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	39.774194	0	0	103	0	237	214	158	249	0	0	0	0	0	0	148	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Amigo3	39.774194	0	0	93	0	155	123	164	291	0	0	0	0	0	0	198	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Zfp639	39.741935	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	236	120	0	0
Smarcd2	39.741935	0	0	358	0	131	0	0	187	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	221	0	0	0	0
Pomp	39.741935	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	131	108	0
Pogz	39.741935	0	0	456	0	168	0	0	0	147	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	167	125	0	0
Olfr849	39.741935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	510	584	0
Mavs	39.741935	0	0	150	0	109	97	202	487	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Hemk1	39.741935	0	0	149	0	180	123	153	316	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	166	0	0	0
Frmd4b	39.741935	0	0	623	0	217	0	152	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Bpnt2	39.741935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	787	180	0	0	0
6430571L13Rik	39.741935	0	0	149	0	180	123	153	316	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	166	0	0	0
Olfr304	39.709677	0	0	0	0	167	0	0	158	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	337	98	0	0	0
Magohb	39.709677	0	0	0	0	159	0	0	284	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0
Agps	39.709677	0	0	399	0	299	0	134	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Smndc1	39.677419	0	0	123	0	164	88	0	227	0	0	0	0	0	0	195	0	0	0	0	201	0	0	0	0	0	0	0	0	150	0	82	0
Slc35b2	39.677419	0	0	132	0	92	0	0	137	653	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	70	0	0	0	0
Krt79	39.677419	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	397	175	0
Fxyd6	39.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	683	303	0
Cacna1c	39.677419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	630	0
Abhd18	39.677419	0	0	384	0	157	0	0	334	0	0	0	0	0	0	109	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b5	39.645161	0	0	123	0	159	144	99	393	64	0	0	0	0	0	154	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Otub1	39.645161	0	0	127	0	274	186	113	369	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Glrx5	39.645161	0	0	154	0	172	0	0	331	194	0	0	0	0	0	118	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	136	0
Dedd2	39.645161	0	0	186	0	183	0	0	269	0	0	0	0	0	0	102	0	0	0	0	155	0	0	0	0	0	0	0	215	119	0	0	0
Zfp46	39.612903	0	0	144	0	170	230	152	302	0	0	0	0	0	0	104	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a3	39.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	114	0	0	0	0	0	172	0	505	326	0
Mydgf	39.612903	0	0	114	0	300	214	190	258	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo32	39.580645	0	0	0	0	247	147	129	274	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	106	0	0
Kif5a	39.548387	0	0	0	0	171	151	0	345	135	0	0	0	0	0	150	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0
