Target_genes	Isl1|Average	SRX5360103|E8.25-E9_embryos	SRX2408870|Embryonic_gonad	SRX2408872|Embryonic_gonad	SRX1973054|Islets_of_Langerhans	SRX146883|mESCs,_differentiated	SRX1706950|mESCs,_differentiated	SRX1706951|mESCs,_differentiated	SRX1706956|mESCs,_differentiated	SRX1706957|mESCs,_differentiated	SRX1706963|mESCs,_differentiated	SRX1706964|mESCs,_differentiated	SRX1706972|mESCs,_differentiated	SRX1706973|mESCs,_differentiated	SRX1668835|mESC_derived_cardiac_cells	SRX5360257|mESC_derived_cardiac_cells	SRX5360258|mESC_derived_cardiac_cells	SRX092471|mESC_derived_neural_cells	SRX146882|mESC_derived_neural_cells	SRX1659036|mESC_derived_neural_cells	SRX1659037|mESC_derived_neural_cells	SRX1659038|mESC_derived_neural_cells	SRX1659039|mESC_derived_neural_cells	SRX1030299|Sinoatrial_Node	SRX2480228|Sympathetic_neurons	STRING
Sacm1l	12.666667	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0
Rps8	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	172	0
Rnf114	12.666667	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Ptprn2	12.666667	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	184	0	0	0	0	0	0	0	0	0
Prdm13	12.666667	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0
LOC100861978	12.666667	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Gm2506	12.666667	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Gm13306	12.666667	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Fyn	12.666667	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	179	0	0	0	0	0	0	0	0	0
Ccl27b	12.666667	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Arf6	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	198	0	0	0	0	0	0	0	0	0
Ap3b1	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	147	0	0	0	0	0	0	0	0	0
Abcf1	12.666667	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	127	0	0	0	0	0	0	0	0	0
Vmn1r206	12.625	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Trim27	12.625	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0
Tpgs2	12.625	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
Sycp2l	12.625	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0
Slc35g1	12.625	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0
Slc35c1	12.625	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0
Sap30l	12.625	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0
Rai2	12.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0
Pgm1	12.625	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
Pcdhga7	12.625	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Pcdhga6	12.625	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Olfr859	12.625	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Olfr488	12.625	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Olfr275	12.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	169	0	0	0	0	0	0	0	0	0
Matk	12.625	0	172	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marveld3	12.625	0	0	0	0	0	158	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrit1	12.625	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0
Kcnj1	12.625	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Ift57	12.625	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Hmces	12.625	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
Grip1	12.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	206	0	0	0	0	0	0	0	0	0
D030056L22Rik	12.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0
Cobll1	12.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	202	0	0	0	0	0	0	0	0	0
AW554918	12.625	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
4931417E11Rik	12.625	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Stx3	12.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	228	0	0	0	0	0	0	0	0	0
Spg7	12.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0
Sorcs2	12.583333	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
Slc9a3r2	12.583333	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Sema3d	12.583333	0	0	66	0	130	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Prcd	12.583333	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	121	0	0	0	0	0	0	0	0	0
P2rx4	12.583333	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Olfr228	12.583333	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Ninj1	12.583333	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
N4bp2l2	12.583333	0	135	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd20	12.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	233	0	0	0	0	0	0	0	0	0
Haus4	12.583333	110	0	0	0	0	0	0	0	96	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Gosr1	12.583333	0	0	0	0	0	0	0	0	169	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggh	12.583333	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Fkbp1a	12.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0
Eva1c	12.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	138	0	0	0	0	0	0	0
Cygb	12.583333	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	121	0	0	0	0	0	0	0	0	0
Ap2a1	12.583333	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	132	0	0	0	0	0	0	0	0	0
Adam2	12.583333	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Actr5	12.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	205	0	0	0	0	0	0	0	0	0
Yy1	12.541667	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
Wdr1	12.541667	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Unc45a	12.541667	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
Strn4	12.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	197	0	0	0	0	0	0	0	0	0
Slc35d3	12.541667	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
Pibf1	12.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	167	0	0	0	0	0	0	0	0	0
Mtrf1l	12.541667	0	0	0	0	0	0	0	0	0	0	74	64	0	0	0	163	0	0	0	0	0	0	0	0	0
Lrp11	12.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	198	0	0	0	0	0	0	0	0	0
Dis3	12.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	167	0	0	0	0	0	0	0	0	0
Dcun1d5	12.541667	0	121	0	0	0	0	0	0	0	0	0	91	0	0	0	89	0	0	0	0	0	0	0	0	0
Clpx	12.541667	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0
Brpf3	12.541667	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
Aqp7	12.541667	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
Zfat	12.5	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
Tgds	12.5	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	189	0	0	0	0	0	0	0	0	0
Sp2	12.5	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	167	0	0	0	0	0	0	0	0	0
Snrpd3	12.5	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0
Rpf2	12.5	0	0	0	0	0	131	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnaset2b	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
Rnaset2a	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
Prss32	12.5	180	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppic	12.5	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Mup7	12.5	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
Msln	12.5	0	0	0	0	0	150	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd9	12.5	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
Kcnk12	12.5	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0
Gucd1	12.5	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0
Gpr180	12.5	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	189	0	0	0	0	0	0	0	0	0
Gm33989	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	80	105	0	0	0	0
Fndc7	12.5	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd1	12.5	0	0	0	0	0	0	0	0	113	0	0	82	0	0	0	105	0	0	0	0	0	0	0	0	0
Ddx47	12.5	0	0	0	0	0	0	0	0	113	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh19	12.5	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Ccdc84	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	88	0	109	0	0	0
Arhgef9	12.5	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Appbp2	12.5	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Zfp518a	12.458333	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
Ttll1	12.458333	0	0	0	0	186	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal9	12.458333	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Socs5	12.458333	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0
Slc16a6	12.458333	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
Rpl36al	12.458333	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Rpl29	12.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0
Rnf11	12.458333	0	0	0	0	0	0	0	0	88	0	0	61	0	0	0	150	0	0	0	0	0	0	0	0	0
Olfr54	12.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	204	0	0	0	0	0	0	0	0	0
Mgat2	12.458333	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Mfsd4b4	12.458333	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0
Gnal	12.458333	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0
Gatb	12.458333	0	0	0	0	0	128	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr5	12.458333	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Cmip	12.458333	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Zranb2	12.416667	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
Tspan3	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	235	0	0	0	0	0	0	0	0	0
Tmem54	12.416667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	187	0	0	0	0	0	0	0	0	0
Synrg	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	202	0	0	0	0	0	0	0	0	0
Psg16	12.416667	0	0	0	0	0	83	0	0	86	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Polk	12.416667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	187	0	0	0	0	0	0	0	0	0
Pitpnm2	12.416667	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Olfr631	12.416667	178	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptn	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	215	0	0	0	0	0	0	0	0	0
Nfic	12.416667	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0
Myo3b	12.416667	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	203	0	0	0	0	0	0	0	0
Mroh5	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	148	0	0	0	0	0	0	0	0	0
Igsf9	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	126	0	105	0	0	0
Frrs1l	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	235	0	0	0	0	0	0	0	0	0
Fam20c	12.416667	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0
Dner	12.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	230	0	0	0	0	0	0	0	0	0
Cndp1	12.416667	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
Cert1	12.416667	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	187	0	0	0	0	0	0	0	0	0
Ascl3	12.416667	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	141	0	0	0	0	0	0	0	0	0
Zcwpw1	12.375	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
Wwtr1	12.375	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0
Wnt2	12.375	0	0	0	0	0	125	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uxt	12.375	0	0	0	0	130	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50b	12.375	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Olfr1055	12.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
Nobox	12.375	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	149	0	0	0	0	0	0	0	0
Mepce	12.375	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
Klhl8	12.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
Gpx7	12.375	0	0	0	0	0	209	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr149	12.375	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Gm4736	12.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
Galnt16	12.375	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0
Ext2	12.375	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	149	0	0	0	0	0	0	0	0	0
Degs1	12.375	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Ddx4	12.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	234	0	0	0	0	0	0	0	0	0
Crxos	12.375	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	136	0	0	0	0	0	0	0	0
Crtc1	12.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
Armc9	12.375	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
Wdr93	12.333333	0	0	0	0	0	0	0	0	0	0	110	186	0	0	0	0	0	0	0	0	0	0	0	0	0
Vdac3	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	202	0	0	0	0	0	0	0	0	0
Rasl11b	12.333333	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
Prkar2a	12.333333	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
Prickle3	12.333333	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Pex11a	12.333333	0	0	0	0	0	0	0	0	0	0	110	186	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsfl1c	12.333333	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
Nags	12.333333	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	124	0	0	0	0	0	0	0	0	0
Nabp2	12.333333	0	111	90	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
Kcnq5	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	218	0	0	0	0	0	0	0	0	0
Fkrp	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	192	0	0	0	0	0	0	0	0	0
Dgki	12.333333	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0
Champ1	12.333333	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0
Ccn6	12.333333	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Tmem245	12.291667	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
Swap70	12.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	182	0	0	0	0	0	0	0	0	0
Slc41a3	12.291667	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	164	0	0	0	0	0	0	0	0	0
Rasd1	12.291667	0	172	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f2	12.291667	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Olfr220	12.291667	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Lonrf1	12.291667	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0
Ktn1	12.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	119	0	0	0	0	0	0	0	0	0
Hat1	12.291667	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Gm5936	12.291667	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0
Gipc3	12.291667	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
Fam78a	12.291667	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	126	0	0	0	0	0	0	0	0	0
Atp10d	12.291667	0	0	0	0	0	0	0	195	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700031F05Rik	12.291667	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
Trak1	12.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	131	0	0	0	0	0	0	0	0
Sv2b	12.25	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Procr	12.25	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx3	12.25	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ost4	12.25	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0
Olfr883	12.25	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0
Olfr1051	12.25	0	0	0	0	0	0	0	0	132	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lce3c	12.25	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Kcnk1	12.25	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0
Iqgap1	12.25	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0
Hspa12b	12.25	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
Gm3646	12.25	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0
Col4a2	12.25	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0
Col4a1	12.25	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0
Cdk2ap1	12.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0
Btbd18	12.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	165	0	0	0	0	0	0	0	0	0
Aaas	12.25	0	153	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tymp	12.208333	0	0	0	0	0	147	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex10	12.208333	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	154	0	0	0	0	0	0	0	0	0
Synj1	12.208333	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	172	0	0	0	0	0	0	0	0	0
Sco2	12.208333	0	0	0	0	0	147	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi2	12.208333	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0
Ranbp6	12.208333	0	0	0	0	0	0	0	0	183	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
Rae1	12.208333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	170	0	0	0	0	0	0	0	0	0
Pacsin2	12.208333	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Odf3b	12.208333	0	0	0	0	0	147	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmln	12.208333	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	200	0	0	0	0	0	0	0	0	0
Lbh	12.208333	0	0	0	0	0	0	0	171	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf16	12.208333	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Igfbp4	12.208333	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	168	0	0	0	0	0	0	0	0	0
Htr5a	12.208333	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
Hook2	12.208333	0	0	0	0	0	122	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elk3	12.208333	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Cnbp	12.208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	209	0	0	0	0	0	0	0	0	0
Btbd7	12.208333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	225	0	0	0	0	0	0	0	0	0
Arl11	12.208333	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
Abcb5	12.208333	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0
Zfp113	12.166667	0	0	0	0	0	0	0	0	116	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba2	12.166667	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0
Traf3	12.166667	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0
Tcf20	12.166667	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Skint9	12.166667	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rprd1a	12.166667	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
Retreg2	12.166667	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	172	0	0	0	0	0	0	0	0	0
Ppp6r1	12.166667	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0
Pik3r4	12.166667	0	0	0	0	0	116	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutf2	12.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	142	0	0	0	0	0	0	0	0	0
Ky	12.166667	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	127	0	0	0	0	0	0	0	0	0
