Target_genes	Sp1|Average	SRX12298596|B_cells	SRX7799915|CH12	SRX7799916|CH12	SRX7799920|CH12	SRX7799921|CH12	SRX5371688|ES_cells	SRX5371689|ES_cells	SRX5371690|ES_cells	SRX5371691|ES_cells	SRX5371692|ES_cells	SRX5371698|ES_cells	SRX5371699|ES_cells	SRX5371700|ES_cells	SRX5371701|ES_cells	SRX5850139|ES_cells	SRX5850140|ES_cells	SRX5850141|ES_cells	SRX5850142|ES_cells	SRX5850143|ES_cells	SRX5850144|ES_cells	SRX5850145|ES_cells	SRX5850146|ES_cells	SRX5850147|ES_cells	SRX5850148|ES_cells	SRX5850149|ES_cells	SRX9162528|External_genitalia	SRX9162532|External_genitalia	SRX378972|mESCs,_differentiated	SRX378973|mESC_derived_haematopoietic_progenitor	SRX5818135|Neural_Stem_Cells	SRX5818139|Neural_Stem_Cells	SRX1898479|Striatal_neurons	SRX160414|Trophoblast_stem_cells	STRING
Arhgap10	164.424242	323	370	364	200	269	103	0	88	0	0	117	0	0	0	203	159	0	134	165	0	194	0	375	0	183	992	1187	0	0	0	0	0	0	0
Mtmr1	164.363636	460	1167	1245	399	809	0	0	0	0	0	264	0	0	0	181	0	0	0	0	0	0	0	0	0	0	375	524	0	0	0	0	0	0	0
Sipa1l1	164.30303	535	707	671	244	251	0	0	0	0	0	164	0	0	0	214	0	99	130	0	105	138	0	105	116	107	729	959	0	0	0	0	148	0	0
Tspan13	164.272727	536	946	824	320	480	157	0	107	0	0	314	0	0	0	188	0	94	128	0	127	212	89	74	0	0	262	425	138	0	0	0	0	0	0
Rgs9	164.272727	117	1142	1425	413	712	86	0	0	0	0	116	0	0	0	230	0	0	0	0	101	103	0	141	0	0	0	0	597	0	0	0	238	0	0
Cabin1	164.272727	114	655	870	573	576	146	144	0	0	0	263	0	0	0	0	0	0	0	0	403	119	0	0	0	0	0	0	1179	189	0	0	190	0	0
Creb3l1	164.181818	0	790	587	255	347	0	0	110	0	0	681	0	140	178	190	0	0	0	0	0	109	0	0	0	0	882	1149	0	0	0	0	0	0	0
Ppp1r12a	164.121212	274	929	902	404	379	136	125	135	0	0	368	0	0	0	214	0	0	0	106	153	148	0	84	0	0	384	539	0	0	0	0	136	0	0
Parp2	164.0	128	1149	1206	558	795	301	230	195	0	0	554	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	206	0	0	0	0	0	0
Bloc1s6	163.909091	405	1466	1636	582	955	0	0	0	0	0	233	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr44	163.878788	279	1533	1662	605	724	0	0	107	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0
Prrc2c	163.818182	313	974	990	432	787	127	0	127	0	0	274	0	0	0	119	0	0	0	0	0	81	0	0	0	0	505	607	70	0	0	0	0	0	0
Dcp1a	163.757576	395	636	760	771	1098	189	0	126	0	0	265	0	0	0	0	0	0	0	64	246	110	0	129	0	0	0	0	456	159	0	0	0	0	0
Batf3	163.727273	314	600	870	460	768	66	0	133	0	0	299	0	0	0	298	0	0	0	124	170	147	0	171	0	0	456	527	0	0	0	0	0	0	0
Kcnb1	163.69697	159	755	739	432	749	187	92	163	0	0	558	0	0	0	97	0	0	0	0	170	80	0	115	0	0	465	641	0	0	0	0	0	0	0
LOC102633783	163.424242	0	1280	1311	1202	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130026I21Rik	163.424242	0	1280	1311	1202	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtnbp1	163.393939	0	718	812	397	745	109	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1237	1222	0	0	0	0	0	0	0
Tstd2	163.363636	230	804	801	503	719	273	217	205	0	0	547	0	115	163	0	0	0	110	115	112	124	0	0	0	0	0	195	158	0	0	0	0	0	0
Ncbp1	163.363636	230	804	801	503	719	273	217	205	0	0	547	0	115	163	0	0	0	110	115	112	124	0	0	0	0	0	195	158	0	0	0	0	0	0
Brsk1	163.272727	0	245	252	167	304	420	317	464	0	0	984	0	146	0	185	0	0	87	0	0	107	0	105	95	79	459	771	201	0	0	0	0	0	0
Ccdc126	163.181818	135	611	804	434	420	248	0	243	0	0	581	0	0	0	196	0	0	84	104	159	111	0	105	0	0	0	0	984	166	0	0	0	0	0
Zmynd12	163.151515	303	885	837	882	1022	163	119	230	0	0	326	0	0	147	0	0	0	0	93	0	159	0	0	0	0	0	0	218	0	0	0	0	0	0
Tnrc6a	163.151515	116	489	503	384	577	192	0	201	0	0	302	0	0	89	111	110	0	0	100	215	142	0	0	0	0	858	995	0	0	0	0	0	0	0
Ppcs	163.151515	303	885	837	882	1022	163	119	230	0	0	326	0	0	147	0	0	0	0	93	0	159	0	0	0	0	0	0	218	0	0	0	0	0	0
Ssu72	163.060606	276	795	936	442	636	152	123	152	0	0	487	0	0	0	177	0	172	0	128	249	196	0	0	0	0	0	0	460	0	0	0	0	0	0
Pml	163.060606	284	1109	1040	346	605	115	110	130	0	0	670	0	0	0	161	0	89	0	0	86	0	0	0	0	0	0	0	462	0	0	0	174	0	0
Glrx2	163.060606	193	512	559	674	764	176	174	141	0	0	192	0	0	0	119	0	0	0	0	0	88	0	0	0	0	765	1024	0	0	0	0	0	0	0
Pex7	163.030303	147	327	465	439	633	177	0	107	0	0	350	0	0	0	0	0	0	0	0	115	194	0	0	0	0	727	801	572	0	0	0	326	0	0
Kif19a	163.030303	900	0	0	0	0	467	175	245	0	0	646	0	0	0	628	0	396	337	172	124	316	199	381	232	0	94	68	0	0	0	0	0	0	0
Pfkm	163.0	307	634	655	443	577	244	191	174	0	0	377	0	0	0	248	0	105	128	136	180	117	0	158	127	0	150	162	191	0	0	0	75	0	0
Eif4h	163.0	199	931	828	355	527	170	0	112	0	0	460	0	0	0	168	0	73	120	0	140	116	0	74	0	0	606	500	0	0	0	0	0	0	0
Tnpo3	162.939394	295	970	1063	493	706	105	102	215	0	0	272	0	0	0	248	0	0	111	108	106	115	0	0	0	100	0	0	233	0	0	0	135	0	0
Fuz	162.939394	163	684	684	848	946	275	200	318	0	0	225	0	0	0	170	0	0	172	0	99	122	0	0	0	0	0	283	188	0	0	0	0	0	0
Esco1	162.939394	161	621	681	444	491	94	0	187	0	0	476	0	0	80	185	0	0	99	136	169	131	0	126	0	0	531	564	0	0	0	0	201	0	0
Uqcc3	162.818182	197	856	1167	1016	1373	143	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0
Slx4ip	162.818182	309	690	663	312	339	462	278	366	0	0	500	0	102	118	199	0	0	276	0	188	194	114	0	0	0	0	0	263	0	0	0	0	0	0
Mkks	162.818182	309	690	663	312	339	462	278	366	0	0	500	0	102	118	199	0	0	276	0	188	194	114	0	0	0	0	0	263	0	0	0	0	0	0
Efcab2	162.727273	215	1015	1109	568	758	223	83	115	0	0	383	0	83	0	196	0	0	0	124	130	184	0	89	0	0	0	0	95	0	0	0	0	0	0
Ugcg	162.666667	84	866	953	591	612	0	0	0	0	0	151	0	0	0	190	0	0	0	0	0	95	0	137	0	0	756	933	0	0	0	0	0	0	0
Rab37	162.575758	282	565	749	288	469	317	228	362	0	0	512	0	0	0	216	0	161	148	0	192	97	0	0	0	0	0	0	492	0	0	0	287	0	0
Cacnb4	162.424242	111	322	343	283	225	117	0	136	0	0	168	0	0	0	498	0	262	176	244	183	369	171	317	195	156	466	618	0	0	0	0	0	0	0
Thada	162.393939	158	583	519	410	680	176	0	160	0	0	538	0	0	0	0	0	104	135	0	0	0	127	87	82	127	243	566	664	0	0	0	0	0	0
Ly6e	162.393939	190	865	882	761	1031	245	142	344	0	0	107	0	0	0	251	0	79	77	123	123	0	0	139	0	0	0	0	0	0	0	0	0	0	0
H4c12	162.333333	0	278	259	227	258	97	225	132	0	0	189	0	0	0	0	186	0	158	256	194	267	0	129	0	0	0	0	1992	213	0	0	297	0	0
H2bc15	162.333333	0	278	259	227	258	97	225	132	0	0	189	0	0	0	0	186	0	158	256	194	267	0	129	0	0	0	0	1992	213	0	0	297	0	0
H2ac15	162.333333	0	278	259	227	258	97	225	132	0	0	189	0	0	0	0	186	0	158	256	194	267	0	129	0	0	0	0	1992	213	0	0	297	0	0
Bod1l	162.30303	150	655	711	437	526	0	0	0	0	0	129	0	0	0	0	0	0	0	0	90	81	0	0	0	0	835	792	764	186	0	0	0	0	0
Bmp8a	162.121212	303	165	281	190	391	464	227	400	0	0	742	0	78	125	243	0	144	117	112	235	177	0	115	0	0	278	400	163	0	0	0	0	0	0
Riox1	162.060606	0	798	704	471	702	0	0	217	0	0	180	0	0	0	116	0	0	0	66	132	126	0	0	0	0	515	669	652	0	0	0	0	0	0
Dazl	162.030303	508	0	0	0	0	116	98	248	0	0	676	0	0	0	297	0	111	195	85	252	88	196	0	131	0	1054	1292	0	0	0	0	0	0	0
Irf2bp1	161.939394	147	303	462	397	430	218	90	157	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	764	976	164	0	0	199	0	0
Fancl	161.939394	207	822	971	801	1081	193	0	179	0	0	453	0	0	0	109	0	0	0	141	114	159	0	114	0	0	0	0	0	0	0	0	0	0	0
Fanca	161.909091	214	1031	1201	835	780	170	0	131	0	0	360	0	0	0	128	0	0	0	0	114	101	0	0	0	0	0	0	116	0	0	0	162	0	0
Pfdn2	161.757576	176	671	813	679	1173	215	207	361	0	0	467	0	0	0	101	0	0	0	0	0	0	0	0	0	0	127	126	222	0	0	0	0	0	0
Nit1	161.757576	176	671	813	679	1173	215	207	361	0	0	467	0	0	0	101	0	0	0	0	0	0	0	0	0	0	127	126	222	0	0	0	0	0	0
Cd63	161.575758	0	0	0	0	0	148	206	257	0	0	748	0	118	0	480	0	453	108	200	145	138	106	302	119	125	512	718	261	0	0	0	188	0	0
Pdcd11	161.545455	113	910	1164	588	936	0	0	92	0	0	285	0	0	0	188	0	0	0	0	145	95	0	0	0	0	0	0	815	0	0	0	0	0	0
Atp5md	161.545455	113	910	1164	588	936	0	0	92	0	0	285	0	0	0	188	0	0	0	0	145	95	0	0	0	0	0	0	815	0	0	0	0	0	0
Dcaf5	161.484848	205	475	449	400	517	167	0	166	0	0	409	0	0	98	157	0	94	133	77	119	122	0	83	0	0	853	805	0	0	0	0	0	0	0
Ppp4r3a	161.333333	238	694	684	520	729	0	0	171	0	0	267	0	86	0	236	0	102	0	189	183	147	0	0	0	76	375	407	220	0	0	0	0	0	0
Ppp1r15a	161.333333	194	699	777	595	860	272	275	298	0	0	482	0	118	119	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0
Plekha4	161.333333	194	699	777	595	860	272	275	298	0	0	482	0	118	119	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0
Troap	161.30303	245	987	1112	625	868	181	107	296	0	0	465	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0
Zpbp	161.242424	116	382	402	392	661	0	0	0	0	0	0	0	0	0	153	78	128	246	288	200	230	0	121	0	116	765	735	0	0	0	0	308	0	0
Tmem164	161.151515	537	630	604	263	435	0	0	0	0	0	146	0	0	0	268	0	120	178	140	114	214	167	203	231	192	364	512	0	0	0	0	0	0	0
Commd1	161.030303	153	612	581	545	915	285	103	301	0	0	493	0	0	0	165	0	106	118	98	258	178	0	0	0	0	0	0	403	0	0	0	0	0	0
Rapgef5	161.0	729	0	0	0	0	210	91	199	0	0	268	0	0	0	477	109	301	304	184	227	233	196	325	146	212	492	610	0	0	0	0	0	0	0
Derl3	161.0	345	0	0	0	0	477	241	517	0	0	1450	0	207	237	105	0	0	104	157	399	147	0	106	0	0	0	0	711	0	0	0	110	0	0
Helz2	160.939394	729	1195	1137	951	1013	111	93	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mink1	160.878788	108	469	415	313	419	195	117	202	0	0	369	0	0	0	296	86	101	0	122	174	168	122	233	117	116	531	636	0	0	0	0	0	0	0
Mta2	160.727273	182	1305	1508	670	1064	0	0	0	0	0	176	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0
Hmgxb4	160.727273	186	247	363	319	379	0	0	0	0	0	211	0	0	0	170	0	101	183	122	204	154	111	209	119	128	830	954	314	0	0	0	0	0	0
Ulk3	160.636364	283	535	737	494	845	204	171	265	0	0	390	0	0	117	156	0	0	0	0	155	0	0	0	0	0	276	673	0	0	0	0	0	0	0
Rad51ap1	160.575758	213	1114	1038	793	952	123	0	66	0	0	287	0	0	92	0	0	0	0	0	0	118	0	95	0	0	0	0	408	0	0	0	0	0	0
D6Wsu163e	160.575758	213	1114	1038	793	952	123	0	66	0	0	287	0	0	92	0	0	0	0	0	0	118	0	95	0	0	0	0	408	0	0	0	0	0	0
Ier2	160.484848	268	1010	1074	553	880	0	0	0	0	0	279	0	0	0	0	0	0	0	0	78	75	0	82	0	0	0	0	568	154	0	0	275	0	0
Ube2q2	160.454545	136	278	261	151	365	0	124	195	0	0	241	0	0	0	267	0	170	198	99	205	167	126	151	169	117	823	869	0	0	0	0	0	183	0
Rbm14	160.454545	140	893	951	412	559	184	147	192	0	0	329	0	0	0	156	0	0	153	88	140	117	0	89	0	0	0	0	664	0	0	0	81	0	0
Gm21992	160.454545	140	893	951	412	559	184	147	192	0	0	329	0	0	0	156	0	0	153	88	140	117	0	89	0	0	0	0	664	0	0	0	81	0	0
Irx2	160.424242	0	0	0	0	0	143	0	236	0	0	425	0	121	117	474	79	265	238	156	180	153	230	200	251	119	808	712	387	0	0	0	0	0	0
Fut8	160.333333	162	493	505	388	433	122	139	147	0	0	194	0	75	0	150	0	0	79	78	119	158	0	82	87	0	609	760	511	0	0	0	0	0	0
Tmed9	160.30303	197	591	577	327	377	128	108	172	0	0	336	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	2035	236	0	0	0	0	0
Tdrkh	160.30303	96	0	0	0	0	159	0	91	0	0	537	0	0	0	162	142	111	232	252	637	467	0	187	71	85	0	0	1598	297	0	0	0	166	0
Ezr	160.272727	190	1090	1051	1109	1198	73	0	0	0	0	263	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	174	0	0	0	0	0	0	0
Mideas	160.242424	112	670	751	587	786	187	0	149	0	0	423	0	0	0	0	0	0	0	80	123	0	0	0	0	0	583	710	127	0	0	0	0	0	0
Vkorc1	160.121212	313	0	0	0	116	558	252	544	0	0	1180	0	236	144	194	0	0	0	0	127	0	0	0	0	0	0	0	1319	166	0	0	135	0	0
Rbm34	160.121212	259	769	736	478	940	164	0	170	0	0	375	0	117	0	70	0	0	0	81	137	168	0	0	0	0	0	0	632	188	0	0	0	0	0
Safb2	160.090909	318	893	1081	505	638	209	116	186	0	0	469	0	0	0	142	0	115	114	0	124	81	0	0	0	0	0	0	292	0	0	0	0	0	0
Safb	160.090909	318	893	1081	505	638	209	116	186	0	0	469	0	0	0	142	0	115	114	0	124	81	0	0	0	0	0	0	292	0	0	0	0	0	0
Naa25	160.060606	168	901	922	321	404	89	0	0	0	0	178	0	0	0	78	0	0	0	104	84	188	0	129	0	0	528	698	379	111	0	0	0	0	0
Msl3	160.060606	288	932	1080	394	521	123	0	127	0	0	296	0	0	0	136	0	0	119	0	98	0	0	0	0	0	176	422	570	0	0	0	0	0	0
Eif2s2	160.030303	273	779	822	270	351	160	0	100	0	0	207	0	0	0	181	0	103	0	0	131	81	0	0	0	0	0	0	1581	242	0	0	0	0	0
Cct4	160.030303	131	756	677	538	702	0	0	144	0	0	226	0	0	0	147	76	93	134	142	220	161	0	131	0	0	0	0	827	0	0	0	176	0	0
Cdc7	159.909091	306	1059	1089	553	655	315	0	190	0	0	632	0	0	0	162	0	0	110	0	0	95	0	0	0	0	0	0	111	0	0	0	0	0	0
Rbm5	159.878788	286	912	882	468	693	213	84	226	0	0	400	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	1001	0	0	0	0	0	0
Tox2	159.757576	440	0	0	0	0	251	0	182	0	0	446	0	0	132	477	141	220	198	108	161	185	94	261	202	235	774	765	0	0	0	0	0	0	0
Dgka	159.545455	339	1088	1080	591	799	342	165	178	0	0	295	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0
Ppm1f	159.515152	288	728	799	668	1046	252	253	333	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	165	0	0	0	0	198	0	0
Mtm1	159.484848	397	1229	1230	647	861	180	0	107	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0
Cybc1	159.393939	395	904	850	607	675	300	176	403	0	0	511	0	0	0	135	0	0	0	0	0	0	0	0	0	0	140	164	0	0	0	0	0	0	0
Cox6a1	159.393939	136	860	697	313	505	0	0	0	0	0	138	0	0	0	98	0	0	0	0	133	85	0	0	0	123	557	778	837	0	0	0	0	0	0
Tmem30b	159.363636	0	0	0	0	0	412	158	210	0	0	130	0	0	0	389	136	270	311	199	214	227	220	291	366	120	721	885	0	0	0	0	0	0	0
Edem2	159.242424	150	542	684	573	862	148	101	113	0	0	186	0	0	0	180	0	0	0	78	0	95	0	0	0	0	0	0	1347	196	0	0	0	0	0
Fblim1	159.151515	0	0	0	0	0	272	271	367	0	0	149	0	0	0	608	173	328	398	154	157	248	353	228	321	110	542	573	0	0	0	0	0	0	0
Ctsl	158.848485	507	414	369	334	608	411	294	415	0	0	656	0	208	0	0	0	0	164	125	234	110	0	0	0	0	0	0	245	0	0	0	148	0	0
Sord	158.818182	380	966	1048	788	936	161	161	254	0	0	310	0	0	0	143	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c3b	158.787879	236	801	723	749	947	228	0	219	0	0	387	0	0	0	240	0	0	0	128	94	99	0	158	0	0	0	120	111	0	0	0	0	0	0
Mn1	158.787879	0	0	0	0	0	204	185	451	0	0	592	0	119	161	356	0	143	205	165	189	209	119	160	208	0	607	874	293	0	0	0	0	0	0
Klhl10	158.787879	236	801	723	749	947	228	0	219	0	0	387	0	0	0	240	0	0	0	128	94	99	0	158	0	0	0	120	111	0	0	0	0	0	0
Fermt2	158.787879	0	0	0	0	0	161	149	94	0	0	389	0	0	0	348	172	134	240	171	147	220	284	260	201	126	1007	1137	0	0	0	0	0	0	0
Ppig	158.727273	221	303	306	246	505	176	114	138	0	0	268	0	0	0	118	0	0	0	142	186	149	0	156	96	0	754	784	576	0	0	0	0	0	0
Sp140	158.666667	98	1126	1194	1201	1385	0	0	0	0	0	0	0	0	0	133	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp110	158.666667	98	1126	1194	1201	1385	0	0	0	0	0	0	0	0	0	133	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piezo1	158.666667	250	643	836	418	484	0	0	0	0	0	259	0	0	0	87	83	0	0	0	219	0	0	0	0	0	726	796	156	0	0	0	279	0	0
Nrxn2	158.666667	158	594	798	513	702	252	144	270	0	0	332	0	0	0	169	0	0	0	0	154	159	0	0	0	0	0	0	761	0	0	0	230	0	0
Proser1	158.636364	202	734	903	373	598	0	0	0	0	0	166	0	0	0	0	0	0	0	0	91	173	0	0	0	0	233	356	957	348	0	0	0	101	0
Nhlrc3	158.636364	202	734	903	373	598	0	0	0	0	0	166	0	0	0	0	0	0	0	0	91	173	0	0	0	0	233	356	957	348	0	0	0	101	0
Draxin	158.545455	0	0	0	0	0	100	97	174	0	0	488	0	77	0	766	0	269	218	193	188	242	112	249	182	182	758	937	0	0	0	0	0	0	0
Cyc1	158.515152	103	573	477	384	667	294	114	359	0	0	664	0	125	144	0	0	0	0	0	106	0	0	0	0	0	344	513	242	0	0	0	122	0	0
Scfd2	158.484848	340	790	845	404	537	126	173	175	0	0	617	0	0	0	0	0	0	80	0	109	0	0	0	0	0	0	0	1034	0	0	0	0	0	0
Fip1l1	158.484848	340	790	845	404	537	126	173	175	0	0	617	0	0	0	0	0	0	80	0	109	0	0	0	0	0	0	0	1034	0	0	0	0	0	0
Abhd6	158.30303	641	591	635	238	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	615	684	0	0	579	785	0
Utp4	158.272727	106	455	515	365	343	88	0	111	0	0	199	0	0	0	137	0	0	0	123	228	168	103	140	120	0	1040	982	0	0	0	0	0	0	0
Pmaip1	158.272727	272	968	1042	899	1124	260	76	256	0	0	112	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	117	0	0	0	0	0	0
Derpc	158.272727	106	455	515	365	343	88	0	111	0	0	199	0	0	0	137	0	0	0	123	228	168	103	140	120	0	1040	982	0	0	0	0	0	0	0
Chtf8	158.272727	106	455	515	365	343	88	0	111	0	0	199	0	0	0	137	0	0	0	123	228	168	103	140	120	0	1040	982	0	0	0	0	0	0	0
Entpd6	158.181818	357	930	1047	676	736	166	0	202	0	0	637	0	104	0	104	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	110	0	0
Fdxacb1	158.060606	387	954	1025	541	879	160	0	98	0	0	499	0	0	0	133	0	0	0	0	0	88	0	0	0	0	0	0	275	0	0	0	177	0	0
1810010H24Rik	158.060606	0	629	858	456	686	135	136	166	0	0	329	0	0	0	0	0	0	0	0	106	0	0	0	0	0	741	974	0	0	0	0	0	0	0
1110032A03Rik	158.060606	387	954	1025	541	879	160	0	98	0	0	499	0	0	0	133	0	0	0	0	0	88	0	0	0	0	0	0	275	0	0	0	177	0	0
Vps18	158.030303	240	769	797	523	697	282	210	174	0	0	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	334	0	0
Hbegf	158.030303	299	744	864	590	739	239	0	178	0	0	418	0	0	0	332	0	123	72	81	132	130	0	97	0	0	0	0	0	0	0	0	177	0	0
Lrrc73	157.939394	80	393	464	479	949	234	0	420	0	0	651	0	180	182	0	0	0	0	0	0	0	0	0	0	0	538	642	0	0	0	0	0	0	0
Tpi1	157.909091	499	972	1051	457	652	262	121	234	0	0	269	0	0	0	215	0	109	0	93	0	0	0	0	0	0	0	0	97	0	0	0	180	0	0
Cntnap5c	157.909091	215	1351	1211	1007	1062	119	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabepk	157.878788	378	838	787	477	802	147	0	187	0	0	334	0	0	0	0	0	0	0	0	105	0	0	0	0	0	160	0	872	123	0	0	0	0	0
Zfp580	157.848485	167	513	574	708	740	148	0	195	0	0	231	0	0	0	0	0	0	85	0	112	213	0	0	0	116	554	853	0	0	0	0	0	0	0
Acot9	157.848485	269	1487	1580	506	801	105	0	83	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0
Slc27a4	157.818182	0	439	462	277	325	0	0	121	0	0	264	0	0	0	268	0	116	104	87	123	213	88	183	0	0	559	706	873	0	0	0	0	0	0
Atg5	157.818182	263	965	927	534	809	251	0	0	0	0	629	0	0	0	124	0	0	79	0	0	0	0	85	0	0	151	117	274	0	0	0	0	0	0
Rhob	157.787879	100	870	1104	336	502	0	0	156	0	0	175	0	0	0	132	0	0	0	0	131	0	0	0	0	0	404	626	566	0	0	0	105	0	0
Txndc9	157.727273	136	623	726	203	282	177	0	129	0	0	392	0	79	0	0	0	0	0	0	0	78	0	0	0	0	605	688	943	144	0	0	0	0	0
Taf15	157.727273	111	405	424	479	443	151	89	107	0	0	353	0	0	0	95	119	0	286	146	407	283	0	170	90	0	0	159	485	211	0	0	110	82	0
Kmt2e	157.727273	122	821	995	393	470	0	0	128	0	0	203	0	0	0	0	0	0	100	56	140	135	0	0	0	0	580	659	403	0	0	0	0	0	0
Eif5b	157.727273	136	623	726	203	282	177	0	129	0	0	392	0	79	0	0	0	0	0	0	0	78	0	0	0	0	605	688	943	144	0	0	0	0	0
Usp30	157.575758	186	489	648	552	607	245	66	148	0	0	289	0	0	0	87	0	0	0	0	0	208	0	0	0	0	559	729	387	0	0	0	0	0	0
Gse1	157.484848	80	983	946	301	421	0	0	0	0	0	234	0	0	0	151	0	0	0	0	134	0	0	0	0	0	560	564	562	0	0	0	261	0	0
Kcnn2	157.181818	0	0	0	0	0	357	235	605	0	0	948	0	191	246	262	0	293	224	140	89	225	218	177	146	0	163	245	423	0	0	0	0	0	0
Entpd5	157.121212	265	552	503	438	630	149	78	137	0	0	382	0	0	0	115	0	0	94	0	118	108	0	0	0	0	740	876	0	0	0	0	0	0	0
Bbof1	157.121212	265	552	503	438	630	149	78	137	0	0	382	0	0	0	115	0	0	94	0	118	108	0	0	0	0	740	876	0	0	0	0	0	0	0
Rom1	157.0	172	814	862	577	821	151	204	180	0	0	364	0	0	0	210	0	0	90	0	127	148	0	85	0	0	0	143	233	0	0	0	0	0	0
Eml3	157.0	172	814	862	577	821	151	204	180	0	0	364	0	0	0	210	0	0	90	0	127	148	0	85	0	0	0	143	233	0	0	0	0	0	0
Bcorl1	157.0	392	389	584	246	330	0	0	0	0	0	201	0	0	0	197	0	142	0	100	0	153	0	0	0	0	704	650	965	128	0	0	0	0	0
Vav1	156.939394	355	778	736	308	673	448	177	324	0	0	437	0	0	0	322	0	0	0	0	0	100	0	134	162	0	0	93	0	0	0	0	132	0	0
Hipk1	156.939394	155	594	577	329	700	0	0	127	0	0	285	0	0	0	111	0	0	0	0	140	102	0	0	0	0	833	934	292	0	0	0	0	0	0
Rcn1	156.818182	88	229	271	375	556	202	0	187	0	0	502	0	86	0	194	0	0	0	104	135	121	0	94	140	0	787	972	132	0	0	0	0	0	0
Ttc21b	156.727273	490	0	0	0	0	371	275	579	0	0	989	0	277	223	229	0	128	0	100	188	150	0	89	0	0	342	345	397	0	0	0	0	0	0
Mrto4	156.727273	179	744	955	704	898	223	174	434	0	0	409	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0
Emc1	156.727273	179	744	955	704	898	223	174	434	0	0	409	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0
Rpgr	156.69697	198	864	975	525	671	347	0	179	0	0	676	0	0	0	127	0	0	0	0	0	0	0	0	0	0	183	426	0	0	0	0	0	0	0
B4galnt3	156.69697	213	0	0	0	0	696	453	653	0	0	413	0	0	0	314	126	214	221	206	226	224	195	171	200	102	205	339	0	0	0	0	0	0	0
Snrnp70	156.666667	212	956	877	468	547	122	124	160	0	0	494	0	0	0	199	0	100	91	0	165	112	0	0	0	0	0	0	421	0	0	0	122	0	0
Jade1	156.666667	266	472	444	330	485	401	159	273	0	0	221	0	0	0	206	0	0	140	0	0	119	120	0	131	76	634	598	0	0	0	0	95	0	0
Arhgef25	156.666667	129	587	631	498	669	259	136	252	0	0	399	0	0	0	175	0	119	99	94	120	118	0	149	88	84	220	344	0	0	0	0	0	0	0
Ptpn18	156.636364	197	890	864	565	800	267	123	284	0	0	202	0	0	0	129	0	0	0	0	0	155	0	0	0	0	0	0	607	0	0	0	86	0	0
Gnptab	156.575758	173	755	898	245	548	116	100	0	0	0	141	0	0	0	0	0	0	0	56	0	0	0	0	0	0	915	1019	0	0	0	0	201	0	0
Eef2	156.545455	218	828	1055	522	775	130	101	245	0	0	585	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	313	0	0	0	283	0	0
Nsd3	156.454545	165	507	518	168	354	147	0	0	0	0	266	0	0	0	121	102	116	185	138	212	127	0	0	105	0	313	490	961	168	0	0	0	0	0
