Target_genes	Arid3a|Average	SRX2388539|ES_cells	SRX520224|ES_cells	SRX520225|ES_cells	SRX2388546|Trophoblast_stem_cells	SRX3730213|Trophoblast_stem_cells	STRING
Apoa1	49.2	0	0	0	123	123	0
Ajm1	49.2	0	0	0	123	123	0
Urod	49.0	0	0	0	122	123	0
Ubxn6	49.0	0	0	0	122	123	0
Rnf14	49.0	0	0	0	123	122	0
Hectd3	49.0	0	0	0	122	123	0
Hdgfl2	49.0	0	0	0	122	123	0
Dpp9	49.0	0	0	0	124	121	0
Zfp719	48.8	0	0	0	122	122	0
Zfp108	48.8	0	0	0	123	121	0
Wdr81	48.8	0	0	0	122	122	0
Tmem171	48.8	0	0	0	122	122	0
Stxbp3	48.8	0	0	0	122	122	0
Setdb1	48.8	0	0	0	123	121	0
Rpl35a	48.8	0	0	0	122	122	0
Rcan1	48.8	0	0	0	122	122	0
Iqcg	48.8	0	0	0	122	122	0
Igf1r	48.8	0	0	0	122	122	0
Hsd17b12	48.8	0	0	0	122	122	0
Gtse1	48.8	0	0	0	122	122	0
Errfi1	48.8	0	0	0	122	122	0
Dcxr	48.8	0	0	0	122	122	0
Dctn1	48.8	0	0	0	122	122	0
Colgalt1	48.8	0	0	0	122	122	0
Cbr2	48.8	0	0	0	122	122	0
Zmym4	48.6	0	0	0	123	120	0
Zfp418	48.6	0	0	0	122	121	0
Tex10	48.6	0	107	0	68	68	0
Slc4a9	48.6	0	0	0	121	122	0
Rpl7	48.6	0	0	0	122	121	0
Rpl36	48.6	0	0	0	122	121	0
Rdh10	48.6	0	0	0	122	121	0
Psrc1	48.6	0	0	0	122	121	0
Polr3f	48.6	0	0	0	121	122	0
Plekha7	48.6	0	0	0	121	122	0
Nans	48.6	0	0	0	122	121	0
Micos13	48.6	0	0	0	122	121	0
Klhl24	48.6	0	0	0	122	121	0
Isca1	48.6	0	0	0	122	121	0
Ier3	48.6	0	0	0	122	121	0
Idh3b	48.6	0	0	0	121	122	0
Hspa8	48.6	0	0	0	121	122	0
Herc4	48.6	0	0	0	122	121	0
Flot1	48.6	0	0	0	122	121	0
Dzank1	48.6	0	0	0	121	122	0
Cystm1	48.6	0	0	0	121	122	0
Atg16l2	48.6	0	0	0	122	121	0
Zfp712	48.4	0	0	0	121	121	0
Zdhhc24	48.4	0	0	0	121	121	0
Uchl3	48.4	0	0	0	121	121	0
Tnfaip3	48.4	0	0	0	121	121	0
Tgm1	48.4	0	0	0	121	121	0
Styk1	48.4	0	0	0	120	122	0
Smco4	48.4	0	0	0	121	121	0
Proc	48.4	0	0	0	121	121	0
Ppil2	48.4	0	0	0	121	121	0
Pak4	48.4	0	0	0	121	121	0
Lrrc25	48.4	0	0	0	121	121	0
Ipo8	48.4	0	0	0	121	121	0
Gga1	48.4	0	0	0	121	121	0
Galk1	48.4	0	0	0	121	121	0
Esrp1	48.4	0	0	0	121	121	0
Duoxa2	48.4	0	0	0	121	121	0
Duox2	48.4	0	0	0	121	121	0
Ccdc13	48.4	0	0	0	141	101	0
Borcs6	48.4	0	0	0	125	117	0
Atxn1l	48.4	0	0	0	122	120	0
Actn3	48.4	0	0	0	121	121	0
Zgpat	48.2	0	0	0	121	120	0
Rpl37	48.2	0	0	0	121	120	0
Rad18	48.2	0	0	0	120	121	0
Ifi35	48.2	0	0	0	120	121	0
H2aw	48.2	0	0	0	120	121	0
Gm3383	48.2	0	0	0	140	101	0
Esrra	48.2	0	0	0	120	121	0
Entpd7	48.2	0	0	0	121	120	0
Dohh	48.2	0	0	0	120	121	0
Catsperz	48.2	0	0	0	120	121	0
Arfrp1	48.2	0	0	0	121	120	0
Zfp87	48.0	0	0	0	120	120	0
Tbc1d9b	48.0	0	0	0	119	121	0
Taar7d	48.0	0	0	0	152	88	0
Plcb4	48.0	0	0	0	120	120	0
Osbpl3	48.0	0	0	0	120	120	0
Nptn	48.0	0	0	0	120	120	0
Myg1	48.0	0	0	0	120	120	0
Man2a2	48.0	0	0	0	120	120	0
Kdelr2	48.0	0	0	0	120	120	0
Gtf3c2	48.0	0	0	0	120	120	0
Eef1e1	48.0	0	0	0	120	120	0
Dlg4	48.0	0	0	0	120	120	0
Denr	48.0	0	0	0	121	119	0
Ddost	48.0	0	0	0	120	120	0
Csgalnact2	48.0	0	0	0	120	120	0
Casc3	48.0	0	0	0	120	120	0
Cand1	48.0	0	0	0	121	119	0
Asb16	48.0	0	0	0	120	120	0
Acadvl	48.0	0	0	0	120	120	0
Tmod3	47.8	0	0	0	120	119	0
Tctn2	47.8	0	0	0	119	120	0
Rnf181	47.8	0	0	0	119	120	0
Pianp	47.8	0	0	0	120	119	0
Nlrp10	47.8	0	0	0	120	119	0
Nfatc4	47.8	0	0	0	120	119	0
Nedd9	47.8	0	0	0	120	119	0
Immt	47.8	0	0	0	120	119	0
Gosr1	47.8	0	0	0	120	119	0
Eif3f	47.8	0	0	0	120	119	0
Coq5	47.8	0	0	0	120	119	0
Coil	47.8	0	0	0	121	118	0
Clpp	47.8	0	0	0	119	120	0
Bod1	47.8	0	0	0	120	119	0
Becn1	47.8	0	0	0	120	119	0
Tmem161b	47.6	0	0	0	119	119	0
Tfb2m	47.6	0	0	0	119	119	0
Taf15	47.6	0	0	0	119	119	0
Smim1	47.6	0	0	0	119	119	0
Slc35b2	47.6	0	0	0	119	119	0
Rtca	47.6	0	0	0	119	119	0
Ppp1r14a	47.6	0	0	0	124	114	0
Pigu	47.6	0	0	0	120	118	0
Nlrc4	47.6	0	0	0	119	119	0
Ltn1	47.6	0	0	0	119	119	0
Lgals8	47.6	0	0	0	119	119	0
Klhdc8b	47.6	0	0	0	119	119	0
Kifc5b	47.6	0	0	0	120	118	0
Fbxo42	47.6	0	0	0	119	119	0
Dbt	47.6	0	0	0	119	119	0
Crls1	47.6	0	0	0	119	119	0
Cnst	47.6	0	0	0	119	119	0
Ccdc71	47.6	0	0	0	119	119	0
Ccdc181	47.6	0	0	0	119	119	0
Slc44a3	47.4	0	0	0	118	119	0
Rrs1	47.4	0	0	0	118	119	0
Rpl12	47.4	0	0	0	114	123	0
Olfr1311	47.4	0	0	0	120	117	0
Ndufs5	47.4	0	0	0	118	119	0
Mbtps2	47.4	109	128	0	0	0	0
Lrsam1	47.4	0	0	0	114	123	0
Lrrn2	47.4	0	237	0	0	0	0
Hsbp1	47.4	0	0	0	119	118	0
Hoxc9	47.4	0	0	0	119	118	0
Dhx9	47.4	0	0	0	119	118	0
Ccar2	47.4	0	0	0	119	118	0
Akap11	47.4	0	0	0	119	118	0
Adhfe1	47.4	0	0	0	118	119	0
Abcf3	47.4	0	0	0	119	118	0
Zfp503	47.2	0	0	0	118	118	0
Wars2	47.2	0	0	0	118	118	0
Txnrd1	47.2	0	0	0	118	118	0
Tti2	47.2	0	0	0	118	118	0
Tm9sf2	47.2	0	0	0	118	118	0
Tars2	47.2	0	0	0	118	118	0
Snx5	47.2	0	132	0	52	52	0
Smad5	47.2	0	0	0	118	118	0
Serinc3	47.2	0	0	0	118	118	0
Prmt3	47.2	0	0	0	118	118	0
Pdrg1	47.2	0	0	0	118	118	0
Osbpl9	47.2	0	0	0	118	118	0
Mgme1	47.2	0	132	0	52	52	0
Map4k5	47.2	0	0	0	118	118	0
Lsg1	47.2	0	0	0	118	118	0
Llgl2	47.2	0	0	0	118	118	0
Invs	47.2	0	0	0	118	118	0
Erp44	47.2	0	0	0	118	118	0
Ddah1	47.2	0	0	0	118	118	0
Cops7a	47.2	0	0	0	118	118	0
Col4a2	47.2	0	0	0	118	118	0
Col4a1	47.2	0	0	0	118	118	0
Brap	47.2	0	0	0	117	119	0
BC016579	47.2	0	0	0	118	118	0
Atl1	47.2	0	0	0	118	118	0
Acad10	47.2	0	0	0	117	119	0
Acaa2	47.2	0	0	0	118	118	0
Zfp36l2	47.0	0	0	0	118	117	0
Wdhd1	47.0	0	0	0	118	117	0
Socs4	47.0	0	0	0	118	117	0
Riok1	47.0	0	0	0	117	118	0
Rab22a	47.0	0	0	0	118	117	0
Lrrn4cl	47.0	0	0	0	117	118	0
Eif2s1	47.0	0	0	0	118	117	0
Dclre1b	47.0	0	0	0	117	118	0
Cblc	47.0	0	0	0	118	117	0
Calcoco1	47.0	0	0	0	117	118	0
Cage1	47.0	0	0	0	117	118	0
Atp6v1d	47.0	0	0	0	118	117	0
Ap4b1	47.0	0	0	0	117	118	0
Zfp655	46.8	0	0	0	117	117	0
Unc5b	46.8	0	0	0	117	117	0
Smagp	46.8	0	0	0	117	117	0
Polq	46.8	0	0	0	117	117	0
Pold3	46.8	0	0	0	117	117	0
Pdgfra	46.8	0	0	0	117	117	0
Gale	46.8	0	0	0	117	117	0
Fbxw8	46.8	0	0	0	117	117	0
Crebzf	46.8	0	0	0	117	117	0
Usp37	46.6	0	0	0	116	117	0
Thrap3	46.6	0	0	0	117	116	0
Slc25a40	46.6	0	233	0	0	0	0
Prcd	46.6	0	0	0	116	117	0
Grik3	46.6	0	0	0	116	117	0
Def8	46.6	0	0	0	116	117	0
Dbf4	46.6	0	233	0	0	0	0
Cygb	46.6	0	0	0	116	117	0
Cnpy1	46.6	0	233	0	0	0	0
Cnot9	46.6	0	0	0	116	117	0
Cc2d1b	46.6	0	0	0	116	117	0
Zscan10	46.4	0	0	0	116	116	0
Zfp13	46.4	0	0	0	116	116	0
Wdr27	46.4	0	0	0	116	116	0
Vps37a	46.4	0	0	0	116	116	0
Txnip	46.4	0	0	0	116	116	0
Tnfsf9	46.4	0	0	0	116	116	0
Sun2	46.4	0	0	0	117	115	0
Serpinb6a	46.4	0	0	0	116	116	0
Rmi1	46.4	0	0	0	116	116	0
Ripk1	46.4	0	0	0	116	116	0
Reps1	46.4	0	0	0	116	116	0
Otud7b	46.4	0	0	0	116	116	0
Nedd8	46.4	0	0	0	116	116	0
Mis18a	46.4	0	0	0	115	117	0
Ipo5	46.4	0	0	0	116	116	0
Hnrnpk	46.4	0	0	0	116	116	0
Gramd4	46.4	0	0	0	116	116	0
Gpd1l	46.4	0	0	0	116	116	0
Got1	46.4	0	0	0	116	116	0
Gmpr2	46.4	0	0	0	116	116	0
Esd	46.4	0	0	0	116	116	0
Cnot7	46.4	0	0	0	116	116	0
Cdk7	46.4	0	0	0	115	117	0
Bicd2	46.4	0	0	0	116	116	0
1600012H06Rik	46.4	0	0	0	116	116	0
Uba2	46.2	0	0	0	116	115	0
Slc25a39	46.2	0	0	0	115	116	0
Slc1a5	46.2	0	0	0	116	115	0
Rps11	46.2	0	0	0	115	116	0
Rpl13a	46.2	0	0	0	115	116	0
Rnf115	46.2	0	0	0	116	115	0
Psmd5	46.2	0	0	0	115	116	0
Polr3c	46.2	0	0	0	116	115	0
Napb	46.2	0	0	0	115	116	0
Lrtm2	46.2	0	231	0	0	0	0
Lpar2	46.2	0	0	0	115	116	0
Kdm5c	46.2	0	0	0	116	115	0
Gm14326	46.2	0	0	0	112	119	0
Foxo3	46.2	0	0	0	115	116	0
Dbr1	46.2	0	0	0	116	115	0
Cutal	46.2	0	0	0	115	116	0
Zfp382	46.0	0	0	0	129	101	0
Ywhaz	46.0	0	0	0	115	115	0
Spic	46.0	0	230	0	0	0	0
Slc9a5	46.0	0	0	0	115	115	0
Slc66a2	46.0	0	0	0	115	115	0
Slc25a25	46.0	0	0	0	115	115	0
Rab8a	46.0	0	0	0	116	114	0
Proca1	46.0	0	0	0	115	115	0
Ndufab1	46.0	0	0	0	114	116	0
Myl12b	46.0	0	0	0	115	115	0
Itpr1	46.0	0	0	0	115	115	0
Ints3	46.0	0	0	0	115	115	0
Hsbp1l1	46.0	0	0	0	115	115	0
H3c8	46.0	0	0	0	114	116	0
H2ac10	46.0	0	0	0	114	116	0
Gpr155	46.0	0	0	0	115	115	0
Glra4	46.0	0	0	0	115	115	0
Fn1	46.0	0	230	0	0	0	0
Fhod1	46.0	0	0	0	115	115	0
Fam227b	46.0	0	0	0	115	115	0
Fam193a	46.0	0	0	0	115	115	0
Elf3	46.0	0	0	0	115	115	0
Elavl2	46.0	0	0	0	115	115	0
Eif4e	46.0	0	0	0	115	115	0
Dtwd1	46.0	0	0	0	115	115	0
Abhd17b	46.0	0	0	0	115	115	0
1110059E24Rik	46.0	0	0	0	115	115	0
Zkscan6	45.8	0	0	0	114	115	0
Taf1d	45.8	0	0	0	115	114	0
Smarca5	45.8	229	0	0	0	0	0
Mrps10	45.8	0	0	0	115	114	0
Mif	45.8	0	0	0	113	116	0
Hspbp1	45.8	0	0	0	115	114	0
Dpysl2	45.8	0	0	0	115	114	0
Als2	45.8	0	0	0	114	115	0
Abhd17a	45.8	0	0	0	113	116	0
4931406C07Rik	45.8	0	0	0	115	114	0
4833420G17Rik	45.8	0	0	0	114	115	0
Zfp2	45.6	0	0	0	114	114	0
Zc3h6	45.6	0	0	0	114	114	0
Wnt5b	45.6	0	0	0	114	114	0
Uqcc1	45.6	0	0	0	114	114	0
Ttc30b	45.6	0	0	0	114	114	0
Ttc14	45.6	0	0	0	114	114	0
Tcof1	45.6	0	0	0	114	114	0
Slc26a2	45.6	0	0	0	114	114	0
Rabep1	45.6	0	0	0	115	113	0
Ptrhd1	45.6	0	0	0	114	114	0
Ndufaf5	45.6	0	0	0	114	114	0
Mrpl58	45.6	0	0	0	114	114	0
Mea1	45.6	0	0	0	114	114	0
Lgr6	45.6	0	0	0	113	115	0
Klhdc3	45.6	0	0	0	114	114	0
Ipo13	45.6	0	0	0	114	114	0
Gm8127	45.6	0	0	0	103	125	0
Gm4925	45.6	0	0	0	113	115	0
Fam3c	45.6	0	0	0	114	114	0
Esf1	45.6	0	0	0	114	114	0
Ern1	45.6	0	0	0	114	114	0
Dnm2	45.6	0	0	0	114	114	0
Dhx34	45.6	0	0	0	114	114	0
Cenpo	45.6	0	0	0	114	114	0
Atp13a2	45.6	0	0	0	114	114	0
Arl1	45.6	0	0	0	113	115	0
Abcd4	45.6	0	0	0	114	114	0
4930430F08Rik	45.6	0	0	0	114	114	0
1700025G04Rik	45.6	0	0	0	114	114	0
1700017N19Rik	45.6	0	0	0	114	114	0
Rpe	45.4	0	93	0	67	67	0
Rffl	45.4	0	0	0	114	113	0
Pycard	45.4	0	0	0	113	114	0
Hmgxb3	45.4	0	0	0	113	114	0
Gm5458	45.4	0	0	0	136	91	0
Eif2s2	45.4	0	0	0	113	114	0
Cbl	45.4	0	0	0	114	113	0
Zfp953	45.2	0	0	0	113	113	0
Zfp770	45.2	0	0	0	113	113	0
Zfp583	45.2	0	0	0	113	113	0
Xkr5	45.2	0	0	0	113	113	0
Wdr7	45.2	0	0	0	113	113	0
Urb2	45.2	0	0	0	113	113	0
Uevld	45.2	0	0	0	113	113	0
Ubxn7	45.2	0	0	0	113	113	0
Tulp2	45.2	0	0	0	113	113	0
Ttc21b	45.2	0	0	0	113	113	0
Trappc1	45.2	0	0	0	113	113	0
Tpgs1	45.2	0	0	0	112	114	0
Tmem68	45.2	0	0	0	113	113	0
Tmem175	45.2	0	0	0	113	113	0
Tmco6	45.2	0	0	0	113	113	0
Tgs1	45.2	0	0	0	113	113	0
Taf5l	45.2	0	0	0	113	113	0
Taf10	45.2	0	0	0	113	113	0
St14	45.2	0	0	0	113	113	0
Spef1	45.2	0	0	0	113	113	0
Snrpa	45.2	0	0	0	113	113	0
Snai2	45.2	0	0	0	113	113	0
Smim13	45.2	0	0	0	113	113	0
Smim10l1	45.2	0	0	0	113	113	0
Slc25a44	45.2	0	0	0	113	113	0
Slc25a22	45.2	0	0	0	113	113	0
Scnn1g	45.2	0	0	0	113	113	0
Rpl36a	45.2	0	0	0	113	113	0
Rax	45.2	0	226	0	0	0	0
Prss32	45.2	0	0	0	113	113	0
Prim2	45.2	0	0	0	113	113	0
Prdm14	45.2	0	226	0	0	0	0
Pbx2	45.2	0	0	0	113	113	0
Pabpn1	45.2	0	0	0	113	113	0
Oxtr	45.2	0	0	0	113	113	0
Noc2l	45.2	0	0	0	113	113	0
Ncoa3	45.2	0	0	0	113	113	0
Mybl2	45.2	0	226	0	0	0	0
Mrps22	45.2	0	0	0	113	113	0
Ltbp1	45.2	0	0	0	113	113	0
Lrig2	45.2	0	0	0	113	113	0
Klhl17	45.2	0	0	0	113	113	0
Kcnab3	45.2	0	0	0	113	113	0
Ift88	45.2	0	0	0	113	113	0
Gpsm3	45.2	0	0	0	113	113	0
Gmps	45.2	0	0	0	113	113	0
Gak	45.2	0	0	0	113	113	0
Fsd1	45.2	0	0	0	113	113	0
Fktn	45.2	0	0	0	113	113	0
Eif6	45.2	0	0	0	113	113	0
Egf	45.2	0	0	0	113	113	0
Dtd2	45.2	0	0	0	113	113	0
Cttn	45.2	0	0	0	113	113	0
Ctbp1	45.2	0	0	0	113	113	0
Cntrob	45.2	0	0	0	113	113	0
Cend1	45.2	0	0	0	113	113	0
Btk	45.2	0	0	0	113	113	0
Brf2	45.2	0	0	0	113	113	0
Borcs7	45.2	0	0	0	113	113	0
BC051665	45.2	0	0	0	113	113	0
BC024978	45.2	0	0	0	113	113	0
1700123O20Rik	45.2	0	0	0	113	113	0
Wwp2	45.0	0	0	0	113	112	0
Vcp	45.0	0	0	0	113	112	0
Pla2g12b	45.0	0	0	0	117	108	0
Phlpp1	45.0	0	0	0	113	112	0
Pdlim4	45.0	0	0	0	113	112	0
Npc1	45.0	0	0	0	113	112	0
Mthfsd	45.0	0	0	0	112	113	0
Mfsd6l	45.0	0	0	0	113	112	0
Hinfp	45.0	0	0	0	112	113	0
Gsto1	45.0	0	0	0	113	112	0
Eef1g	45.0	0	0	0	112	113	0
Zfyve19	44.8	0	0	0	113	111	0
Zfp608	44.8	0	0	0	112	112	0
Zfp42	44.8	0	0	0	112	112	0
Zfp267	44.8	0	0	0	111	113	0
Ythdc2	44.8	0	0	0	112	112	0
Tial1	44.8	0	0	0	112	112	0
Supt7l	44.8	0	0	0	112	112	0
Sox9	44.8	0	0	0	112	112	0
Slc4a1ap	44.8	0	0	0	112	112	0
Rras2	44.8	0	0	0	111	113	0
Rdh13	44.8	0	0	0	112	112	0
Pik3ca	44.8	0	0	0	112	112	0
Pacc1	44.8	0	0	0	112	112	0
Olfr1412	44.8	0	0	0	108	116	0
Olfr1411	44.8	0	0	0	108	116	0
Oga	44.8	0	0	0	112	112	0
Mcl1	44.8	0	135	0	89	0	0
Limk1	44.8	0	0	0	112	112	0
Kifc1	44.8	0	0	0	112	112	0
G3bp2	44.8	0	0	0	112	112	0
Fpgs	44.8	0	0	0	112	112	0
Fetub	44.8	0	0	0	112	112	0
Ehbp1	44.8	0	0	0	112	112	0
Edc4	44.8	0	0	0	113	111	0
Dnajc17	44.8	0	0	0	113	111	0
Cdt1	44.8	0	0	0	113	111	0
Ccdc9	44.8	0	0	0	113	111	0
Bcl3	44.8	0	0	0	112	112	0
Abhd18	44.8	0	0	0	113	111	0
AI987944	44.8	0	0	0	112	112	0
Ube2d2a	44.6	0	0	0	112	111	0
Rmi2	44.6	0	0	0	111	112	0
Parp9	44.6	0	0	0	111	112	0
Ngrn	44.6	0	0	0	111	112	0
Myl12a	44.6	0	0	0	112	111	0
Man2c1	44.6	0	0	0	112	111	0
Hsd11b2	44.6	0	0	0	112	111	0
Gpn2	44.6	0	0	0	111	112	0
Dtx3l	44.6	0	0	0	111	112	0
Cldn8	44.6	0	0	0	112	111	0
Ago1	44.6	0	0	0	112	111	0
Zfp638	44.4	0	0	0	111	111	0
Zbtb49	44.4	0	0	0	111	111	0
Tmem127	44.4	0	0	0	111	111	0
Stip1	44.4	0	0	0	111	111	0
Slc38a9	44.4	0	0	0	111	111	0
Selenom	44.4	0	0	0	111	111	0
Pigt	44.4	0	0	0	111	111	0
Nsun5	44.4	0	0	0	111	111	0
Mzt2	44.4	0	0	0	111	111	0
Mrpl16	44.4	0	0	0	112	110	0
Lyar	44.4	0	0	0	111	111	0
Lrrk1	44.4	0	0	0	111	111	0
Il17re	44.4	0	0	0	111	111	0
Gfus	44.4	0	0	0	111	111	0
Fxyd2	44.4	0	0	0	111	111	0
Erich4	44.4	0	0	0	111	111	0
Dmac2	44.4	0	0	0	111	111	0
Defb36	44.4	0	0	0	111	111	0
Ciart	44.4	0	0	0	111	111	0
Ciao1	44.4	0	0	0	111	111	0
Cdkn1b	44.4	0	0	0	111	111	0
Aptx	44.4	0	0	0	111	111	0
Top2a	44.2	0	0	0	111	110	0
Srcap	44.2	0	0	0	110	111	0
Snapc4	44.2	0	0	0	110	111	0
Slx4	44.2	0	0	0	110	111	0
Sar1a	44.2	0	0	0	111	110	0
Ppp1r15b	44.2	0	0	0	110	111	0
Phc1	44.2	0	221	0	0	0	0
Noct	44.2	0	0	0	111	110	0
Nfu1	44.2	0	0	0	111	110	0
Mat2a	44.2	0	0	0	110	111	0
Cstdc2	44.2	0	0	0	110	111	0
Apobec4	44.2	0	0	0	111	110	0
Zscan21	44.0	0	0	0	111	109	0
Zfp367	44.0	0	0	0	110	110	0
Ufsp2	44.0	0	0	0	110	110	0
Ubr2	44.0	0	0	0	110	110	0
Tk1	44.0	0	0	0	110	110	0
Tjap1	44.0	0	0	0	110	110	0
Sptbn4	44.0	0	0	0	109	111	0
Sec61b	44.0	0	0	0	110	110	0
Sdhc	44.0	0	0	0	110	110	0
Rars2	44.0	0	0	0	110	110	0
Pcmtd2	44.0	0	0	0	110	110	0
Orc3	44.0	0	0	0	110	110	0
Myoz1	44.0	0	0	0	110	110	0
Mybbp1a	44.0	0	0	0	111	109	0
Mpz	44.0	0	0	0	110	110	0
Morf4l2	44.0	0	0	0	110	110	0
Map3k14	44.0	0	0	0	110	110	0
Mad2l1bp	44.0	0	0	0	109	111	0
Heca	44.0	0	0	0	110	110	0
Golm1	44.0	0	0	0	110	110	0
Gm13212	44.0	0	0	0	113	107	0
Fzd5	44.0	0	220	0	0	0	0
Fbxw11	44.0	0	0	0	110	110	0
Ddx55	44.0	0	0	0	109	111	0
Catsperg1	44.0	0	0	0	110	110	0
Atxn7l3b	44.0	0	0	0	110	110	0
Alg2	44.0	0	0	0	110	110	0
Afmid	44.0	0	0	0	110	110	0
1700029J07Rik	44.0	0	0	0	110	110	0
Zfp493	43.6	0	0	0	109	109	0
Uso1	43.6	0	0	0	110	108	0
Tnpo2	43.6	0	0	0	109	109	0
Slc39a9	43.6	0	0	0	108	110	0
Rapgef6	43.6	0	0	0	109	109	0
Pfdn2	43.6	0	0	0	109	109	0
Nit1	43.6	0	0	0	109	109	0
Mief1	43.6	0	0	0	110	108	0
Lrrc36	43.6	0	218	0	0	0	0
Hibadh	43.6	0	0	0	109	109	0
Gipc1	43.6	0	0	0	109	109	0
Fxyd3	43.6	0	0	0	109	109	0
Fam81a	43.6	0	0	0	109	109	0
Erh	43.6	0	0	0	108	110	0
Cxxc1	43.6	0	0	0	109	109	0
Cluh	43.6	0	84	0	67	67	0
Clcc1	43.6	0	0	0	109	109	0
Axin2	43.6	0	0	0	109	109	0
Atox1	43.6	0	0	0	109	109	0
Alg14	43.6	0	0	0	109	109	0
Thap7	43.4	0	0	0	108	109	0
Srm	43.4	0	0	0	109	108	0
Selenof	43.4	0	0	0	109	108	0
Psors1c2	43.4	0	0	0	108	109	0
Ppp1r15a	43.4	0	0	0	108	109	0
Plekha4	43.4	0	0	0	108	109	0
Lmna	43.4	0	0	0	109	108	0
Hs2st1	43.4	0	0	0	109	108	0
Gm13570	43.4	0	0	0	108	109	0
Gm10406	43.4	0	217	0	0	0	0
Xpot	43.2	0	0	0	108	108	0
Thbs1	43.2	0	0	0	108	108	0
Slc43a2	43.2	0	0	0	108	108	0
Ptpn21	43.2	0	216	0	0	0	0
Pitpnb	43.2	0	0	0	108	108	0
Msantd3	43.2	0	0	0	108	108	0
Lrrc45	43.2	0	0	0	108	108	0
Lima1	43.2	0	216	0	0	0	0
Kctd3	43.2	0	0	0	108	108	0
Iqgap1	43.2	0	0	0	109	107	0
Fgfr4	43.2	0	0	0	107	109	0
Dact3	43.2	0	0	0	108	108	0
Ctdsp2	43.2	0	0	0	108	108	0
Cenpx	43.2	0	0	0	108	108	0
Cdh1	43.2	0	0	0	108	108	0
Adam23	43.2	0	216	0	0	0	0
1810010H24Rik	43.2	0	0	0	108	108	0
Samm50	43.0	0	0	0	107	108	0
Rc3h2	43.0	0	0	0	108	107	0
Lck	43.0	0	0	0	108	107	0
H4c6	43.0	0	0	0	108	107	0
H1f3	43.0	0	0	0	108	107	0
Gtf2ird1	43.0	0	215	0	0	0	0
Coa4	43.0	0	0	0	108	107	0
Ccl25	43.0	0	0	0	108	107	0
Tmem98	42.8	0	0	0	107	107	0
Tedc1	42.8	0	0	0	107	107	0
Tecpr2	42.8	0	0	0	108	106	0
Tbx3	42.8	0	0	0	107	107	0
Snrnp27	42.8	0	0	0	107	107	0
Sergef	42.8	0	0	0	107	107	0
Ralbp1	42.8	0	0	0	107	107	0
Proser1	42.8	0	0	0	107	107	0
Pex16	42.8	0	0	0	107	107	0
Pcnx4	42.8	0	0	0	107	107	0
Nhlrc3	42.8	0	0	0	107	107	0
Nfkbia	42.8	0	0	0	107	107	0
Nabp2	42.8	0	0	0	107	107	0
Mybpc3	42.8	0	0	0	107	107	0
Mtfp1	42.8	0	0	0	107	107	0
Msh2	42.8	0	0	0	107	107	0
Midn	42.8	0	0	0	107	107	0
Mfsd13a	42.8	0	0	0	107	107	0
Lsm14a	42.8	0	0	0	107	107	0
Lonrf1	42.8	0	0	0	107	107	0
Large2	42.8	0	0	0	107	107	0
Heatr5a	42.8	0	0	0	107	107	0
Gcfc2	42.8	0	0	0	107	107	0
Garem1	42.8	0	0	0	107	107	0
Fasl	42.8	0	0	0	107	107	0
D2hgdh	42.8	0	0	0	107	107	0
Crip1	42.8	0	0	0	107	107	0
Cinp	42.8	0	0	0	108	106	0
Uqcc3	42.6	0	0	0	107	106	0
Trap1a	42.6	0	0	0	107	106	0
Pwp1	42.6	0	0	0	82	131	0
Pdgfd	42.6	0	0	0	107	106	0
Nufip2	42.6	0	0	0	107	106	0
Mmut	42.6	0	0	0	106	107	0
Lig3	42.6	0	0	0	106	107	0
Lbhd1	42.6	0	0	0	107	106	0
Kctd18	42.6	0	0	0	107	106	0
Hnrnpa1	42.6	0	0	0	107	106	0
Herc1	42.6	0	0	0	107	106	0
Fbxo8	42.6	0	0	0	106	107	0
Dab2	42.6	0	0	0	106	107	0
Cep44	42.6	0	0	0	106	107	0
Cenpq	42.6	0	0	0	106	107	0
Ascc1	42.6	0	0	0	107	106	0
Anapc16	42.6	0	0	0	107	106	0
Wdr47	42.4	0	0	0	106	106	0
Tmem221	42.4	0	0	0	106	106	0
Smap2	42.4	0	0	0	106	106	0
Slc10a5	42.4	0	0	0	106	106	0
Sh3bgrl2	42.4	0	0	0	106	106	0
Rnf138	42.4	0	0	0	106	106	0
Plekhm1	42.4	0	0	0	106	106	0
Pcca	42.4	0	0	0	106	106	0
Ndfip1	42.4	0	0	0	106	106	0
Mknk1	42.4	0	0	0	106	106	0
Lysmd2	42.4	0	0	0	106	106	0
Impa1	42.4	0	0	0	106	106	0
H4c2	42.4	0	0	0	107	105	0
H4c1	42.4	0	0	0	107	105	0
H3c1	42.4	0	0	0	107	105	0
H1f1	42.4	0	0	0	107	105	0
Eps8l2	42.4	0	0	0	106	106	0
Deaf1	42.4	0	0	0	106	106	0
Acly	42.4	0	0	0	106	106	0
Zdhhc16	42.2	0	0	0	106	105	0
Uck1	42.2	0	0	0	106	105	0
Ubap1	42.2	0	0	0	106	105	0
Phtf1	42.2	0	0	0	105	106	0
Exosc1	42.2	0	0	0	106	105	0
Ephx2	42.2	0	211	0	0	0	0
Ehd3	42.2	0	0	0	106	105	0
Dnajc16	42.2	0	0	0	106	105	0
Dhx32	42.2	76	135	0	0	0	0
Cdyl	42.2	0	211	0	0	0	0
Casp9	42.2	0	0	0	106	105	0
