Target_genes	Zfp57|Average	SRX10265156|ES_cells	SRX10265157|ES_cells	SRX1421936|ES_cells	SRX1421939|ES_cells	SRX14394947|ES_cells	SRX14394948|ES_cells	SRX14394949|ES_cells	SRX14394950|ES_cells	SRX1556082|ES_cells	SRX1556086|ES_cells	SRX1556090|ES_cells	SRX476210|ES_cells	SRX476211|ES_cells	SRX5140866|ES_cells	SRX5140867|ES_cells	SRX5140868|ES_cells	SRX5140869|ES_cells	SRX5140870|ES_cells	STRING
Vmn1r30	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
U2af2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Tvp23b	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Trpm3	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Tor1aip2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Tor1aip1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Tal1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Suclg2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Snx17	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Slc9a3r1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Sema3b	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Sec24b	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Rras2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Rnps1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Rhobtb1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Pcmtd1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Nsun6	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Mrpl12	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Mkln1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Mdga1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Mdfic	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Mapk7	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Lrrc57	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Lor	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Hs3st2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Hmgb1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Haus2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Gm30191	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Glb1l	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Gata5	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Fosl2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Fnbp1l	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Faf2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Eri3	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Eomes	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Entpd2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Endod1	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Eif2b4	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Dusp7	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Crip2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Cndp2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Card19	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Bcdin3d	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Aunip	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Atp5g3	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Arl5b	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Aldoart2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Adad2	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
A930033H14Rik	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
4930402H24Rik	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
2700081O15Rik	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
1700001K19Rik	11.555556	0	0	0	0	0	0	0	0	0	0	0	131	77	0	0	0	0	0	0
1110008P14Rik	11.555556	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Upk3bl	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Ugt1a5	11.5	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0
Telo2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Tctn3	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Slc29a2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Slc16a11	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Sgsm1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Rpl3l	11.5	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Prrt1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Prcc	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Ppt2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Ppp1ccb	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Polr1b	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Piezo2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Pgm2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Myc	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Mphosph6	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Miga2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Meis3	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Lingo4	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
L2hgdh	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Kif18b	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Itprip	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Iqsec1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Heatr3	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Hdac10	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Gm6569	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Fzd6	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Foxl1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Fech	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
F8a	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Epas1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Entpd1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Dmac2l	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Dlx2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Cxcl10	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Copb2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Chmp2a	11.5	0	0	0	0	0	0	0	0	0	0	0	112	95	0	0	0	0	0	0
Cdh15	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Ccin	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Cbl	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Cavin2	11.5	0	0	0	0	0	0	0	0	0	0	0	122	85	0	0	0	0	0	0
Brd3	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Atp2b1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Arl2	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Abhd17b	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Aarsd1	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
A930018P22Rik	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
1700008O03Rik	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
1110059E24Rik	11.5	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Yes1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Tmem178b	11.444444	0	0	0	0	0	0	0	0	0	0	0	149	57	0	0	0	0	0	0
Tfap2c	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Tbcb	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Tacr2	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Spata2	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Slc9a1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Slc7a6	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Slc49a4	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Slc10a7	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Sit1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Siglec15	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Sh3bp4	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Sgms2	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
S1pr3	11.444444	0	0	0	0	0	0	0	0	0	0	0	94	112	0	0	0	0	0	0
Rspry1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Rrp7a	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Rnf114	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Rbmxl1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Psme3ip1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Prrg4	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Prkca	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Ppargc1b	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Polr2i	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Plcl1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Pigyl	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Pcm1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Pawr	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Ovol3	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Nfxl1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Krt1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Kat2b	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Jcad	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Ints12	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Il17ra	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Heatr5a	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Gstcd	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Fmc1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Fam167a	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Dnm1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Col9a2	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Cfap298	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Bcap31	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Adam10	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Abcd1	11.444444	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Zfp593	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Tafa5	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Syn3	11.388889	0	0	0	0	0	128	0	0	0	0	0	77	0	0	0	0	0	0	0
Srcap	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Sct	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Rel	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Ppp1r26	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Nsmce3	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Nphp4	11.388889	0	0	0	0	0	0	0	0	0	0	0	117	88	0	0	0	0	0	0
Npdc1	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Notum	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Nos2	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Niban3	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Naa30	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Mogs	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Lrrk1	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Lefty1	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Kcnab2	11.388889	0	0	0	0	0	0	0	0	0	0	0	117	88	0	0	0	0	0	0
Hook2	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Gucy1a1	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Gpr62	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Fhl3	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Ei24	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Def6	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Cyld	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Cpt1c	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Cep170b	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Cebpg	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Cdhr5	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Cdc7	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Arl4c	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Ammecr1l	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Ambp	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Adra1a	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Adck5	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Adamts1	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Actl6a	11.388889	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Zfp36l2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Zdhhc7	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Wdr3	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Vsx2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Utp11	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Usp12	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Ubap1l	11.333333	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0
Tsg101	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Tmem200b	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Snrpb	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Slc39a9	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Slc25a46	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Slc10a5	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Scnn1g	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Scaf4	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Saysd1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Rnf111	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Qtrt1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Ptpn11	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Pou3f2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Plppr2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Plekhf2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Pex11b	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Nuak2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Nmnat1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Ncoa1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Myl12a	11.333333	0	0	0	0	0	0	0	0	0	0	0	99	105	0	0	0	0	0	0
Mme	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Lzic	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Klhl14	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Katnb1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Inpp4b	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Impa1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Il17d	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Hacd1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Glg1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Gabbr2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Foxf2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Erh	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Enpp4	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Elavl1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Dnttip1	11.333333	0	0	0	0	0	0	0	0	0	0	0	109	95	0	0	0	0	0	0
Dnajc16	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Dnaja2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
D430041D05Rik	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Col6a1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Clcn7	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Ciao3	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Ccnyl1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Casp9	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Card11	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Cacna2d1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Bean1	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Bcl2l11	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Atp1b3	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Arfgap2	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Acot11	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
4930426D05Rik	11.333333	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0
Zscan25	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Zfy1	11.277778	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpr1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Vwa8	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Uhrf1bp1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Txnl4a	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Ttc7b	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Tmem248	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Sox11	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Sox1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Snap47	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Scube1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Rpl21	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Rpl15	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Rad21	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Prr7	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Prr15	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Otx1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Olfr126	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Nkx6-3	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Nkiras1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Nek4	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Ncaph2	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Morf4l1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Mettl7a1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Man1b1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Lmf2	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Kit	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Kcmf1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Jmjd4	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Itgb1	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Inpp5j	11.277778	0	0	0	0	0	0	0	0	0	0	0	104	99	0	0	0	0	0	0
Hmgcl	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Gyg	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Grip2	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Gm16286	11.277778	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
