Target_genes	Bach1|Average	SRX7433236|ES_cells	SRX5508931|Lung_tumors	SRX5508932|Lung_tumors	SRX5508933|Lung_tumors	SRX5508934|Lung_tumors	SRX5508935|Lung_tumors	SRX5508936|Lung_tumors	SRX5508937|Lung_tumors	SRX1629384|M1	SRX2200548|Pro-B_cells	STRING
Fus	17.2	0	0	0	0	0	0	0	0	172	0	0
Fam220a	17.2	0	172	0	0	0	0	0	0	0	0	0
Eif2b5	17.2	0	0	0	0	0	0	0	0	172	0	0
C2cd5	17.2	0	0	0	0	0	0	0	0	172	0	0
Bard1	17.2	0	0	0	0	0	0	0	0	172	0	0
2310022A10Rik	17.2	0	0	0	0	0	0	0	0	172	0	0
Zfp809	17.1	0	0	0	0	0	0	0	0	171	0	0
Zfp579	17.1	0	0	0	0	0	0	0	0	171	0	0
Tdp2	17.1	0	0	0	0	0	0	0	0	171	0	0
Rnf4	17.1	0	0	0	0	0	0	0	0	171	0	0
Lrrk1	17.1	0	0	0	0	0	0	0	0	171	0	0
Kri1	17.1	0	0	0	0	0	0	0	0	171	0	0
Ippk	17.1	0	0	0	0	0	0	0	0	171	0	0
Hsf1	17.1	0	0	0	0	0	0	0	0	171	0	0
Esrp2	17.1	0	0	0	0	0	171	0	0	0	0	0
Dot1l	17.1	0	0	0	0	0	0	0	0	171	0	0
Cradd	17.1	0	0	0	0	0	0	0	0	171	0	0
Cdkn2d	17.1	0	0	0	0	0	0	0	0	171	0	0
Bop1	17.1	0	0	0	0	0	0	0	0	171	0	0
Acot13	17.1	0	0	0	0	0	0	0	0	171	0	0
Zfp639	17.0	0	0	0	0	0	0	0	0	170	0	0
Thg1l	17.0	0	0	0	0	0	0	0	0	170	0	0
Tcea1	17.0	0	0	0	0	0	0	0	0	170	0	0
Taf4b	17.0	0	0	0	0	0	0	0	0	170	0	0
Slc37a4	17.0	0	0	0	0	0	0	0	0	170	0	0
Prkdc	17.0	0	0	0	0	0	0	0	0	170	0	0
Phb2	17.0	0	0	0	0	0	0	0	0	170	0	0
Mettl14	17.0	0	0	0	0	0	0	0	0	170	0	0
Mcm4	17.0	0	0	0	0	0	0	0	0	170	0	0
Kcna3	17.0	0	0	0	0	0	0	0	0	170	0	0
Ing5	17.0	0	0	0	0	0	0	0	0	170	0	0
Higd1a	17.0	0	0	0	0	0	0	0	0	170	0	0
Gtf2b	17.0	0	0	0	0	0	0	0	0	170	0	0
Emg1	17.0	0	0	0	0	0	0	0	0	170	0	0
Dtymk	17.0	0	0	0	0	0	0	0	0	170	0	0
Dtwd2	17.0	0	0	0	0	0	0	0	0	170	0	0
D2hgdh	17.0	0	0	0	0	0	0	0	0	170	0	0
Cfap45	17.0	0	0	0	0	0	93	0	0	77	0	0
Acot7	17.0	0	0	0	0	0	0	0	0	170	0	0
Tssk6	16.9	0	0	0	0	0	0	0	0	169	0	0
Trim7	16.9	0	0	0	0	0	0	0	0	169	0	0
Tbc1d10c	16.9	0	0	0	0	0	0	0	0	169	0	0
Rsad1	16.9	0	0	0	0	0	0	0	0	169	0	0
Ptafr	16.9	0	0	0	0	0	0	0	0	169	0	0
Ppp1ca	16.9	0	0	0	0	0	0	0	0	169	0	0
Pgk1	16.9	0	0	0	0	0	0	0	0	169	0	0
Pdhx	16.9	0	0	0	0	0	0	0	0	169	0	0
Ndufa13	16.9	0	0	0	0	0	0	0	0	169	0	0
Mtfmt	16.9	0	0	0	0	0	0	0	0	169	0	0
L2hgdh	16.9	0	0	0	0	0	78	0	0	91	0	0
Il3ra	16.9	0	169	0	0	0	0	0	0	0	0	0
Guf1	16.9	0	0	0	0	0	0	0	0	169	0	0
Dmac2l	16.9	0	0	0	0	0	78	0	0	91	0	0
Dennd4a	16.9	0	0	0	0	0	0	0	0	169	0	0
Coa8	16.9	0	0	0	0	0	0	0	0	169	0	0
Bag5	16.9	0	0	0	0	0	0	0	0	169	0	0
BC048403	16.9	0	0	0	0	0	0	0	0	169	0	0
Apip	16.9	0	0	0	0	0	0	0	0	169	0	0
Adgrg3	16.9	0	0	0	0	0	0	0	0	169	0	0
Tsr3	16.8	0	168	0	0	0	0	0	0	0	0	0
Serp1	16.8	0	0	0	0	0	0	0	0	168	0	0
S1pr2	16.8	0	0	0	0	0	0	0	0	168	0	0
Rnf220	16.8	0	0	0	0	0	0	0	0	168	0	0
Rhbdf1	16.8	0	0	0	0	0	0	0	0	168	0	0
Prcd	16.8	0	0	0	0	0	0	0	0	168	0	0
Ninl	16.8	0	0	0	0	0	0	0	0	168	0	0
Mpg	16.8	0	0	0	0	0	0	0	0	168	0	0
Mob4	16.8	0	0	0	0	0	0	0	0	168	0	0
Luc7l	16.8	0	0	0	0	0	0	0	0	168	0	0
Ints11	16.8	0	0	0	0	0	0	0	0	168	0	0
Gnptg	16.8	0	168	0	0	0	0	0	0	0	0	0
Eif2a	16.8	0	0	0	0	0	0	0	0	168	0	0
Egln2	16.8	0	0	0	0	0	0	0	0	168	0	0
Cygb	16.8	0	0	0	0	0	0	0	0	168	0	0
Cptp	16.8	0	0	0	0	0	0	0	0	168	0	0
Atp1b3	16.8	0	0	0	0	0	0	0	0	168	0	0
Zfp428	16.7	0	0	0	0	0	0	0	0	167	0	0
Tinf2	16.7	0	0	0	0	0	0	0	0	167	0	0
Sp1	16.7	0	0	0	0	0	0	0	0	167	0	0
Slc25a1	16.7	0	0	0	0	0	0	0	0	167	0	0
Samd1	16.7	0	0	0	0	0	0	0	0	167	0	0
Pxmp2	16.7	0	0	0	0	0	0	0	0	167	0	0
Ppwd1	16.7	0	0	0	0	0	0	0	0	167	0	0
Pole	16.7	0	0	0	0	0	0	0	0	167	0	0
Olfr1359	16.7	0	0	0	0	0	0	0	0	167	0	0
Nde1	16.7	0	0	0	0	0	0	0	0	167	0	0
Marf1	16.7	0	0	0	0	0	0	0	0	167	0	0
Kxd1	16.7	0	0	0	0	0	0	0	0	167	0	0
Gtpbp4	16.7	0	0	0	0	0	0	0	0	167	0	0
Eif3l	16.7	0	0	0	0	0	0	0	0	167	0	0
Dnajc11	16.7	0	0	0	0	0	0	0	0	167	0	0
Dars	16.7	0	0	0	0	0	0	0	0	167	0	0
Cenpk	16.7	0	0	0	0	0	0	0	0	167	0	0
1700067K01Rik	16.7	0	0	0	0	0	0	0	0	167	0	0
Rap1b	16.6	0	0	0	0	0	0	0	0	166	0	0
Ncoa5	16.6	0	0	0	0	0	0	0	0	166	0	0
Lbhd1	16.6	0	0	0	0	0	0	0	0	166	0	0
Klhl6	16.6	0	0	0	0	0	0	0	0	166	0	0
D16Ertd472e	16.6	0	0	0	0	0	0	0	0	166	0	0
Commd3	16.6	0	0	0	0	166	0	0	0	0	0	0
Bmi1	16.6	0	0	0	0	166	0	0	0	0	0	0
1700028P14Rik	16.6	0	166	0	0	0	0	0	0	0	0	0
Zfp707	16.5	0	0	0	0	0	0	0	0	165	0	0
Wdr90	16.5	0	0	0	0	0	0	0	0	165	0	0
Trap1	16.5	0	0	0	0	0	0	0	0	165	0	0
Tbcd	16.5	0	0	0	0	0	0	0	0	165	0	0
Rpl30	16.5	0	0	0	0	0	0	0	0	165	0	0
Rad23a	16.5	0	0	0	0	0	0	0	0	165	0	0
Olfr646	16.5	0	0	0	0	0	0	0	0	165	0	0
Mvp	16.5	0	0	0	0	0	68	0	0	97	0	0
Msl1	16.5	0	0	0	0	0	0	0	0	165	0	0
Mef2c	16.5	0	0	0	0	0	0	0	0	165	0	0
Mcl1	16.5	0	0	0	0	0	0	0	0	165	0	0
Jpt2	16.5	0	0	0	0	0	0	0	0	165	0	0
Exosc2	16.5	0	0	0	0	0	0	0	0	165	0	0
Ensa	16.5	0	0	0	0	0	0	0	0	165	0	0
Dcps	16.5	0	0	0	0	0	0	0	0	165	0	0
Cmah	16.5	0	0	0	0	0	0	0	0	165	0	0
Ahi1	16.5	0	0	0	0	0	0	0	0	165	0	0
Zfp846	16.4	0	0	0	0	0	0	0	0	164	0	0
Utp25	16.4	0	0	0	0	0	0	0	0	164	0	0
Ubl7	16.4	0	0	0	0	0	0	0	0	164	0	0
Ubac2	16.4	0	0	0	0	0	0	0	0	164	0	0
Stat5b	16.4	0	0	0	0	0	0	0	0	164	0	0
Son	16.4	0	0	0	0	0	0	0	0	164	0	0
Slc30a5	16.4	0	0	0	0	0	85	0	0	79	0	0
Rpf2	16.4	0	0	0	0	0	0	0	0	164	0	0
Psmc3ip	16.4	0	0	0	0	0	0	0	0	164	0	0
Nol11	16.4	0	0	0	0	0	0	0	0	164	0	0
Me2	16.4	0	0	0	0	0	0	0	0	164	0	0
H4c1	16.4	0	0	0	0	0	0	0	0	164	0	0
Gm36712	16.4	0	0	0	0	0	0	0	0	164	0	0
Gart	16.4	0	0	0	0	0	0	0	0	164	0	0
Cct5	16.4	0	0	0	0	0	0	0	0	164	0	0
Btg2	16.4	0	0	0	0	0	0	0	0	164	0	0
Atpsckmt	16.4	0	0	0	0	0	0	0	0	164	0	0
Arhgap27	16.4	0	0	0	0	0	0	0	0	164	0	0
Ahctf1	16.4	0	0	0	0	0	0	0	0	164	0	0
Zfpl1	16.3	0	0	0	0	0	0	0	0	163	0	0
Zfp619	16.3	0	0	0	0	0	0	0	0	163	0	0
Zfp141	16.3	0	0	0	0	0	0	0	0	163	0	0
Zbed3	16.3	0	0	0	0	0	0	0	0	163	0	0
Wdr89	16.3	0	0	0	0	0	0	0	0	163	0	0
Vgf	16.3	0	163	0	0	0	0	0	0	0	0	0
Trim30b	16.3	0	0	0	0	0	0	0	0	163	0	0
Trim12c	16.3	0	0	0	0	0	0	0	0	163	0	0
Tmem175	16.3	0	0	0	0	0	0	0	0	163	0	0
Tars	16.3	0	0	0	0	0	0	0	0	163	0	0
Taf1c	16.3	0	0	0	0	0	0	0	0	163	0	0
Syncrip	16.3	0	0	0	0	0	0	0	0	163	0	0
Stoml2	16.3	0	0	0	0	0	0	0	0	163	0	0
Snx12	16.3	0	0	0	0	0	0	0	0	163	0	0
Sgms2	16.3	0	0	0	0	0	163	0	0	0	0	0
Sf3a3	16.3	0	0	0	0	163	0	0	0	0	0	0
Rpl11	16.3	0	0	0	0	0	0	0	0	163	0	0
Rnf115	16.3	0	0	0	0	0	0	0	0	163	0	0
Rnaseh1	16.3	0	0	0	0	0	0	0	0	163	0	0
Repin1	16.3	0	0	0	0	0	0	0	0	163	0	0
Ptprj	16.3	0	0	0	0	0	0	0	0	163	0	0
Pot1a	16.3	0	0	0	0	0	0	0	0	163	0	0
Polr3c	16.3	0	0	0	0	0	0	0	0	163	0	0
Pmel	16.3	0	0	0	0	0	0	0	0	163	0	0
Pinx1	16.3	0	0	0	0	0	0	0	0	163	0	0
Klra3	16.3	0	0	0	0	0	0	0	0	163	0	0
Iars	16.3	0	0	0	0	0	0	0	0	163	0	0
Hexim1	16.3	0	0	0	0	0	0	0	0	163	0	0
Hcn3	16.3	0	0	0	0	0	0	0	0	163	0	0
Gpn3	16.3	0	0	0	0	0	0	0	0	163	0	0
Gm5111	16.3	0	0	0	0	0	0	0	0	163	0	0
Gm45927	16.3	0	0	0	0	0	0	0	0	163	0	0
Gak	16.3	0	0	0	0	0	0	0	0	163	0	0
Flcn	16.3	0	0	0	0	0	0	0	0	163	0	0
Fam216a	16.3	0	0	0	0	0	0	0	0	163	0	0
Eif4h	16.3	0	0	0	0	0	0	0	0	163	0	0
Dusp2	16.3	0	0	0	0	0	0	0	0	163	0	0
Ctf1	16.3	0	0	0	0	0	0	0	0	163	0	0
Clk2	16.3	0	0	0	0	0	0	0	0	163	0	0
Cdk2	16.3	0	0	0	0	0	0	0	0	163	0	0
Cdca5	16.3	0	0	0	0	0	0	0	0	163	0	0
Ccnb1	16.3	0	0	0	0	0	0	0	0	163	0	0
Ccdc69	16.3	0	0	0	0	0	0	0	0	163	0	0
Bcl7c	16.3	0	0	0	0	0	0	0	0	163	0	0
Atp6v0a1	16.3	0	0	0	0	0	0	0	0	163	0	0
Astl	16.3	0	0	0	0	0	0	0	0	163	0	0
Zfp451	16.2	0	0	0	0	0	0	0	0	162	0	0
Wdr74	16.2	0	0	0	0	0	0	0	0	162	0	0
Vdac3	16.2	0	0	0	0	0	0	0	0	162	0	0
Usp6nl	16.2	0	0	0	0	0	0	0	0	162	0	0
Usp44	16.2	0	0	0	0	0	0	0	0	162	0	0
Uba6	16.2	0	0	0	0	0	0	0	0	162	0	0
Trim54	16.2	0	0	0	0	0	0	0	0	162	0	0
Tom1l2	16.2	0	0	0	0	162	0	0	0	0	0	0
Tecr	16.2	0	0	0	0	0	0	0	0	162	0	0
Taf1d	16.2	0	0	0	0	0	0	0	0	162	0	0
Susd1	16.2	0	162	0	0	0	0	0	0	0	0	0
Snx27	16.2	0	0	0	0	0	0	0	0	162	0	0
Sdhaf2	16.2	0	0	0	0	0	0	0	0	162	0	0
Sap30bp	16.2	0	0	0	0	0	0	0	0	162	0	0
Recql5	16.2	0	0	0	0	0	0	0	0	162	0	0
Foxj1	16.2	0	0	0	0	0	0	0	0	162	0	0
Fmnl1	16.2	0	0	0	0	0	0	0	0	162	0	0
Fancl	16.2	0	0	0	0	0	0	0	0	162	0	0
Drc3	16.2	0	0	0	0	162	0	0	0	0	0	0
Cpsf7	16.2	0	0	0	0	0	0	0	0	162	0	0
Atp13a3	16.2	0	0	0	0	0	0	0	0	162	0	0
Asns	16.2	0	0	0	0	0	0	0	0	162	0	0
4931406C07Rik	16.2	0	0	0	0	0	0	0	0	162	0	0
1700092M07Rik	16.2	0	0	0	0	0	0	0	0	162	0	0
Xpo6	16.1	0	0	0	0	0	0	0	0	161	0	0
Thoc1	16.1	0	0	0	0	0	0	0	0	161	0	0
Siah2	16.1	0	0	0	0	0	0	0	0	161	0	0
Sdc4	16.1	0	0	0	0	0	0	0	0	161	0	0
Rbm33	16.1	0	0	0	0	0	0	0	0	161	0	0
Ppil1	16.1	0	0	0	0	0	0	0	0	161	0	0
Pcmt1	16.1	0	0	0	0	0	0	0	0	161	0	0
Nipsnap2	16.1	0	0	0	0	0	0	0	0	161	0	0
Nars	16.1	0	0	0	0	0	0	0	0	161	0	0
Mrfap1	16.1	0	0	0	0	0	0	0	0	161	0	0
Mettl4	16.1	0	0	0	0	0	0	0	0	161	0	0
Lats1	16.1	0	0	0	0	0	0	0	0	161	0	0
Jade1	16.1	0	0	0	0	0	0	0	0	161	0	0
Itpr1	16.1	0	0	0	0	0	0	0	0	161	0	0
Irf2bp2	16.1	0	0	0	0	0	0	0	0	161	0	0
Gtpbp8	16.1	0	0	0	0	0	0	0	0	161	0	0
Eif3d	16.1	0	0	0	0	0	0	0	0	161	0	0
BC004004	16.1	0	0	0	0	0	0	0	0	161	0	0
Arid1b	16.1	0	0	0	0	0	0	0	0	161	0	0
Ap3d1	16.1	0	0	0	0	161	0	0	0	0	0	0
Ankrd10	16.1	0	0	0	0	0	0	0	0	161	0	0
Alg10b	16.1	0	0	0	0	0	0	0	0	161	0	0
Aldh2	16.1	0	0	0	0	0	161	0	0	0	0	0
Zc2hc1c	16.0	0	83	0	77	0	0	0	0	0	0	0
Tsc22d2	16.0	0	0	0	0	0	0	0	0	160	0	0
Tpi1	16.0	0	0	0	0	0	0	0	0	160	0	0
Tmem39a	16.0	0	0	0	0	0	0	0	0	160	0	0
Scarb1	16.0	0	0	0	0	0	0	0	0	160	0	0
Scaf8	16.0	0	0	0	0	0	0	0	0	160	0	0
Rpl6	16.0	0	0	0	0	0	0	0	0	160	0	0
Nop16	16.0	0	0	0	160	0	0	0	0	0	0	0
Lipt2	16.0	0	0	0	0	0	0	0	0	160	0	0
Kcnq5	16.0	0	0	0	0	0	0	0	0	160	0	0
Hsd17b12	16.0	0	0	0	0	0	0	0	0	160	0	0
Higd2a	16.0	0	0	0	160	0	0	0	0	0	0	0
Hace1	16.0	0	0	0	0	0	0	0	0	160	0	0
Gm7592	16.0	0	0	0	0	0	0	0	0	160	0	0
Gh	16.0	0	0	0	0	0	0	0	0	160	0	0
Fdxr	16.0	0	0	0	0	0	0	0	0	160	0	0
Fam219b	16.0	0	0	0	0	0	0	0	0	160	0	0
Dnpep	16.0	0	0	0	0	0	160	0	0	0	0	0
Coq5	16.0	0	0	0	0	0	0	0	0	160	0	0
Armc3	16.0	0	0	0	0	0	0	0	0	160	0	0
Zfp687	15.9	0	0	0	0	0	0	0	0	159	0	0
Zdhhc24	15.9	0	0	0	0	0	0	0	0	159	0	0
Trit1	15.9	0	0	0	0	0	0	0	0	159	0	0
Tpm1	15.9	0	0	0	0	0	0	0	0	159	0	0
Tmem249	15.9	0	0	0	0	0	0	0	0	159	0	0
Tas1r1	15.9	0	0	0	0	0	0	0	0	159	0	0
Tarsl2	15.9	0	0	0	0	0	0	0	0	159	0	0
Slc5a3	15.9	0	0	0	0	0	0	0	0	159	0	0
Slc52a2	15.9	0	0	0	0	0	0	0	0	159	0	0
Sfr1	15.9	0	0	0	0	0	0	0	0	159	0	0
Sass6	15.9	0	0	0	0	0	0	0	0	159	0	0
Rrnad1	15.9	0	0	0	0	0	0	0	0	159	0	0
Recql	15.9	0	0	0	0	0	0	0	0	159	0	0
Rad51c	15.9	0	0	0	0	0	0	0	0	159	0	0
Pofut1	15.9	0	0	0	0	0	0	0	0	159	0	0
Plagl2	15.9	0	0	0	0	0	0	0	0	159	0	0
Pcyox1l	15.9	0	0	0	0	0	0	0	0	159	0	0
Nol9	15.9	0	0	0	0	0	0	0	0	159	0	0
Mrps6	15.9	0	0	0	0	0	0	0	0	159	0	0
Mfsd8	15.9	0	0	0	0	0	0	0	0	159	0	0
Mettl18	15.9	0	0	0	0	0	0	0	0	159	0	0
Ltn1	15.9	0	0	0	0	0	0	0	0	159	0	0
Khdc4	15.9	0	0	0	0	0	0	0	0	159	0	0
Isg20l2	15.9	0	0	0	0	0	0	0	0	159	0	0
Ints7	15.9	0	0	0	0	0	0	0	0	159	0	0
Ints6	15.9	0	0	0	0	159	0	0	0	0	0	0
Golt1b	15.9	0	0	0	0	0	0	0	0	159	0	0
Fbxl6	15.9	0	0	0	0	0	0	0	0	159	0	0
Dtl	15.9	0	0	0	0	0	0	0	0	159	0	0
Cxcr4	15.9	0	0	0	0	0	0	0	0	159	0	0
Chmp6	15.9	0	0	0	0	0	0	0	0	159	0	0
Camkk2	15.9	0	0	0	0	0	0	0	0	159	0	0
BC055324	15.9	0	0	0	0	0	0	0	0	159	0	0
Actn3	15.9	0	0	0	0	0	0	0	0	159	0	0
Tfap4	15.8	0	0	0	0	0	0	0	0	158	0	0
Runx1	15.8	0	0	0	0	0	0	0	0	158	0	0
Rpl7a	15.8	0	0	0	0	0	0	0	0	158	0	0
Rab11b	15.8	0	0	0	0	0	0	0	0	158	0	0
Pomt2	15.8	0	0	0	0	0	0	0	0	158	0	0
Phykpl	15.8	0	0	0	0	0	0	0	0	158	0	0
Meig1	15.8	0	0	0	0	0	0	0	0	158	0	0
Med22	15.8	0	0	0	0	0	0	0	0	158	0	0
Hinfp	15.8	0	0	0	0	0	0	0	0	158	0	0
Hif3a	15.8	0	0	0	0	0	0	0	0	158	0	0
Gstz1	15.8	0	0	0	0	0	0	0	0	158	0	0
Fktn	15.8	0	0	0	0	0	0	0	0	158	0	0
Fan1	15.8	0	0	0	0	0	0	0	0	158	0	0
Fam104a	15.8	0	0	0	0	0	0	0	0	158	0	0
Dctd	15.8	0	0	0	0	0	0	0	0	158	0	0
Dclre1c	15.8	0	0	0	0	0	0	0	0	158	0	0
Dbnl	15.8	0	0	0	0	0	0	0	0	158	0	0
D11Wsu47e	15.8	0	0	0	0	0	0	0	0	158	0	0
Calr3	15.8	0	158	0	0	0	0	0	0	0	0	0
Aebp2	15.8	0	0	0	0	158	0	0	0	0	0	0
Actr3	15.8	0	0	0	0	0	0	0	0	158	0	0
Zscan29	15.7	0	0	0	0	0	0	0	0	157	0	0
Trim35	15.7	0	0	0	0	0	0	0	0	157	0	0
Timm44	15.7	0	0	0	0	0	0	0	0	157	0	0
Tcp1	15.7	0	0	0	0	0	0	0	0	157	0	0
Tcf12	15.7	0	0	0	0	0	0	0	0	157	0	0
Srsf4	15.7	0	0	0	0	0	0	0	0	157	0	0
Smarcc1	15.7	0	0	0	0	0	0	0	0	157	0	0
Rgs18	15.7	0	0	0	0	0	0	0	0	157	0	0
Nudt1	15.7	0	0	0	0	0	0	0	0	157	0	0
Nol7	15.7	0	0	0	0	0	0	0	0	157	0	0
Mrpl18	15.7	0	0	0	0	0	0	0	0	157	0	0
Mrm2	15.7	0	0	0	0	0	0	0	0	157	0	0
Lrif1	15.7	0	0	0	0	0	0	0	0	157	0	0
Hexim2	15.7	0	0	0	0	0	0	0	0	157	0	0
Gtf3c2	15.7	0	0	0	0	0	0	0	0	157	0	0
Eps15	15.7	0	0	0	0	0	0	0	0	157	0	0
Elovl6	15.7	0	0	0	0	0	0	0	0	157	0	0
Zc3h3	15.6	0	0	0	0	0	0	0	0	156	0	0
Zc3h15	15.6	0	0	0	0	0	0	0	0	156	0	0
Timm10b	15.6	0	0	0	0	0	0	0	0	156	0	0
Ticam1	15.6	0	0	0	0	0	0	0	0	156	0	0
Sltm	15.6	0	0	0	0	0	0	0	0	156	0	0
Slc7a7	15.6	0	0	0	0	0	0	0	0	156	0	0
Selenof	15.6	0	0	0	0	0	0	0	0	156	0	0
Rnf146	15.6	0	0	0	0	0	0	0	0	156	0	0
Rfc2	15.6	0	0	0	0	0	0	0	0	156	0	0
Phf14	15.6	0	0	0	0	0	0	0	0	156	0	0
Pank4	15.6	0	0	0	0	0	0	0	0	156	0	0
Pank2	15.6	0	0	0	0	0	0	0	0	156	0	0
Lrch3	15.6	0	0	0	0	0	0	0	0	156	0	0
Hs2st1	15.6	0	0	0	0	0	0	0	0	156	0	0
Hes5	15.6	0	0	0	0	0	0	0	0	156	0	0
Gsta3	15.6	0	156	0	0	0	0	0	0	0	0	0
Gnai3	15.6	0	0	0	0	0	0	0	0	156	0	0
Desi2	15.6	0	0	0	0	0	0	0	0	156	0	0
Cybc1	15.6	0	0	0	0	0	0	0	0	156	0	0
Clec2d	15.6	0	0	0	0	0	0	0	0	156	0	0
Cdh10	15.6	0	0	0	0	0	0	0	0	156	0	0
Arfip2	15.6	0	0	0	0	0	0	0	0	156	0	0
Agbl5	15.6	0	0	0	0	0	0	0	0	156	0	0
Abl2	15.6	0	0	0	0	0	0	0	0	156	0	0
Wdr77	15.5	0	0	0	0	0	0	0	0	155	0	0
Sumo2	15.5	0	0	0	0	0	0	0	0	155	0	0
Snrpg	15.5	0	0	0	0	0	0	0	0	155	0	0
Prr12	15.5	0	0	0	0	0	0	0	0	155	0	0
Oma1	15.5	0	0	0	0	0	0	0	0	155	0	0
Olr1	15.5	0	0	0	0	0	155	0	0	0	0	0
Ntmt1	15.5	0	0	0	0	0	0	0	0	155	0	0
Lemd2	15.5	0	0	0	0	0	0	0	0	155	0	0
Kdelr2	15.5	0	0	0	0	0	0	0	0	155	0	0
Iws1	15.5	0	0	0	0	0	0	0	0	155	0	0
Guk1	15.5	0	0	0	0	0	0	0	0	155	0	0
Clns1a	15.5	0	0	0	0	0	0	0	0	155	0	0
Atp5pb	15.5	0	0	0	0	0	0	0	0	155	0	0
Asrgl1	15.5	0	0	0	0	0	0	0	0	155	0	0
Zfp868	15.4	0	0	0	0	0	0	0	0	154	0	0
Zfp326	15.4	0	0	0	0	0	0	0	0	154	0	0
Zfp184	15.4	0	154	0	0	0	0	0	0	0	0	0
Unc13a	15.4	0	0	0	0	0	0	0	0	154	0	0
Tmem107	15.4	0	0	0	0	0	0	0	0	154	0	0
Tfb1m	15.4	0	0	0	0	0	0	0	0	154	0	0
Spata5l1	15.4	0	0	0	0	0	0	0	0	154	0	0
Slc6a9	15.4	0	0	0	0	0	0	0	0	154	0	0
Sf3b2	15.4	0	0	0	0	0	0	0	0	154	0	0
Rps20	15.4	0	0	0	0	0	0	0	0	154	0	0
Rps14	15.4	0	0	0	0	0	0	0	0	154	0	0
Rgs14	15.4	0	0	0	0	0	0	0	0	154	0	0
Rev3l	15.4	0	0	0	0	0	0	0	0	154	0	0
Rap1gap2	15.4	0	0	0	0	0	0	0	0	154	0	0
Ptpa	15.4	0	0	0	0	0	0	0	0	154	0	0
Psip1	15.4	0	0	0	0	0	0	0	0	154	0	0
Prpf4	15.4	0	0	0	0	0	0	0	0	154	0	0
Ppid	15.4	0	0	0	0	0	0	0	0	154	0	0
Polr3h	15.4	0	0	0	0	0	0	0	0	154	0	0
Pdia3	15.4	0	0	0	0	0	0	0	0	154	0	0
Mrps18a	15.4	0	0	0	0	0	0	0	0	154	0	0
Krt87	15.4	0	0	0	0	154	0	0	0	0	0	0
Klhl3	15.4	0	0	0	0	0	0	0	0	154	0	0
Klf11	15.4	0	0	0	0	0	0	0	0	154	0	0
Jak3	15.4	0	0	0	0	0	0	0	0	154	0	0
Ing3	15.4	0	0	0	0	0	0	0	0	154	0	0
Hnrnpr	15.4	0	0	0	0	0	0	0	0	154	0	0
Helz2	15.4	0	0	0	0	0	0	0	0	154	0	0
H3c1	15.4	0	0	0	0	0	0	0	0	154	0	0
H1f1	15.4	0	0	0	0	0	0	0	0	154	0	0
Ghrh	15.4	0	0	0	0	0	0	0	0	154	0	0
Gal3st3	15.4	0	0	0	0	0	0	0	0	154	0	0
Edem1	15.4	0	0	0	0	0	0	0	0	154	0	0
Dhx16	15.4	0	0	0	0	0	0	0	0	154	0	0
Crat	15.4	0	0	0	0	0	0	0	0	154	0	0
Cdkn1b	15.4	0	0	0	0	0	0	0	0	154	0	0
Cdc26	15.4	0	0	0	0	0	0	0	0	154	0	0
Cd2bp2	15.4	0	0	0	0	0	0	0	0	154	0	0
Catsper2	15.4	0	0	0	0	0	0	0	0	154	0	0
Bub3	15.4	0	0	0	0	0	0	0	0	154	0	0
Auh	15.4	0	0	0	0	0	0	0	0	154	0	0
Ap1s2	15.4	0	0	0	154	0	0	0	0	0	0	0
Amacr	15.4	0	0	0	0	0	0	0	0	154	0	0
4931408C20Rik	15.4	0	0	0	0	0	0	0	0	154	0	0
Trmt6	15.3	0	0	0	0	0	0	0	0	153	0	0
Tmem238	15.3	0	0	0	0	0	0	0	0	153	0	0
Tex38	15.3	0	0	153	0	0	0	0	0	0	0	0
Tex30	15.3	0	0	0	0	0	0	0	0	153	0	0
Terf2ip	15.3	0	0	0	0	0	0	0	0	153	0	0
Stxbp3	15.3	0	0	0	0	0	0	0	0	153	0	0
Rpl28	15.3	0	0	0	0	0	0	0	0	153	0	0
Rock2	15.3	0	0	0	0	0	0	0	0	153	0	0
Rap1a	15.3	0	0	0	0	0	0	0	0	153	0	0
Rab11fip2	15.3	0	0	0	0	0	0	0	0	153	0	0
Pum1	15.3	0	0	0	0	0	0	0	0	153	0	0
Psmc5	15.3	0	0	0	0	0	0	0	0	153	0	0
Odf2l	15.3	0	0	0	0	0	0	0	0	153	0	0
Msra	15.3	0	0	0	0	0	0	0	0	153	0	0
Mcm8	15.3	0	0	0	0	0	0	0	0	153	0	0
Mbd6	15.3	0	0	0	0	0	0	0	0	153	0	0
Krcc1	15.3	0	0	0	0	0	0	0	0	153	0	0
Kars	15.3	0	0	0	0	0	0	0	0	153	0	0
Itpkb	15.3	0	0	0	0	0	0	0	0	153	0	0
Ftsj3	15.3	0	0	0	0	0	0	0	0	153	0	0
Fchsd2	15.3	0	0	0	0	0	0	0	0	153	0	0
Exosc8	15.3	0	0	0	0	0	0	0	0	153	0	0
Ddit3	15.3	0	0	0	0	0	0	0	0	153	0	0
Cpb2	15.3	0	0	0	0	0	0	0	0	153	0	0
Chadl	15.3	0	0	0	0	0	0	0	0	153	0	0
Cd7	15.3	0	0	0	0	0	0	0	0	153	0	0
Ccne1	15.3	0	0	0	0	0	0	0	0	153	0	0
