Target_genes	Fos|Average	SRX10247302|ASZ001	SRX10247303|ASZ001	SRX671652|Cortical_neuron	SRX671653|Cortical_neuron	SRX671656|Cortical_neuron	SRX671657|Cortical_neuron	SRX671660|Cortical_neuron	SRX671661|Cortical_neuron	SRX671665|Cortical_neuron	SRX671666|Cortical_neuron	SRX671670|Cortical_neuron	SRX671673|Cortical_neuron	SRX671677|Cortical_neuron	SRX671680|Cortical_neuron	SRX2901285|Macrophages	SRX2901286|Macrophages	SRX2901287|Macrophages	SRX2901288|Macrophages	SRX2901289|Macrophages	SRX310209|Mast_Cells	SRX13792898|MEF	SRX13792899|MEF	SRX13792924|MEF	SRX13792925|MEF	SRX13792950|MEF	SRX13792951|MEF	SRX13792980|MEF	SRX13792981|MEF	SRX13792982|MEF	SRX1839213|MEF	SRX1839214|MEF	SRX1839215|MEF	SRX1839216|MEF	SRX1839217|MEF	SRX1839218|MEF	SRX1839269|MEF	SRX1839270|MEF	SRX2254725|Mesenchymal_stem_cells	SRX18326690|Microglia	SRX18326692|Microglia	SRX18326694|Microglia	SRX18326696|Microglia	SRX3730270|Trophoblast_stem_cells	SRX3730288|Trophoblast_stem_cells	STRING
Gatm	38.681818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	513	437	194	0	235	0
Rxfp1	38.659091	0	0	0	0	191	458	0	0	0	258	252	0	140	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	134	156	0	0	0	0	0	0	0	0	0	0	0	0
Rab6a	38.659091	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	96	71	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	252	428	387	202	0	0	0
Olfr1344	38.636364	0	0	0	0	318	213	0	0	0	163	131	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	210	173	0	0	0	0	0	0	0	0	0	321	0	0
Psme1	38.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	281	411	306	305	0	191	0
Pank4	38.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	482	448	264	0	0	0
Nckap1	38.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	121	0	0	0	0	0	0	0	77	0	0	193	0	0	98	0	0	0	0	81	0	233	350	202	0	0	224	0
Hes5	38.613636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	482	448	264	0	0	0
Entpd7	38.568182	0	89	109	0	0	0	0	0	0	0	87	204	0	0	123	0	0	194	140	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	138	284	200	0	0	0	0
Wdr18	38.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	326	342	375	0	198	0
Tsku	38.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	187	162	0	0	477	0	0	203	195	0	0	0	229	0	0	0	0	0	0	0	0
Myo1e	38.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	242	474	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	92	0	0	0	256	0
Cdk19	38.545455	0	0	0	0	0	0	0	0	0	0	151	485	204	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	215	212	109	0	0	0
Wnt7b	38.522727	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	143	0	0	225	0	0	308	288	0	0	0	249	0	0	0	0	0	0	184	0
Tmem72	38.522727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	492	383	305	0	0	0
Sfxn2	38.522727	0	0	0	0	0	0	0	0	0	0	153	166	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	219	390	355	185	0	0	0
Ptgs1	38.522727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	207	314	179	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	410	0
Oga	38.522727	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	331	335	388	234	134	0	0
Ints14	38.522727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	88	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	368	403	196	0	0	0
Arl3	38.522727	0	0	0	0	0	0	0	0	0	0	153	166	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	219	390	355	185	0	0	0
Kifap3	38.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	136	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	506	368	241	0	0	0
Ccr5	38.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	302	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	365	233	180	0	0	0
Mrps23	38.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	205	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	120	213	179	130	166	153	0
Gdf9	38.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	305	190	79	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	139	289	294	194	0	0	0
Edem2	38.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	118	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	305	245	112	0	473	0
Cd69	38.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	139	202	349	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	178	183	0	0	0
1190007I07Rik	38.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	162	0	172	411	259	177	0	269	0
Tmem268	38.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	90	109	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	201	399	378	147	136	0	0
Syt8	38.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	248	259	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	568	0
Sumo3	38.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	115	175	166	136	0	0	0	0	96	0	0	0	130	0	0	0	0	0	0	0	0	0	160	167	137	132	0	149	0
Nagk	38.431818	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	149	122	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	169	329	385	122	0	0	0
Vmn1r210	38.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	266	149	0	0	388	0	0	129	209	0	0	0	373	0	0	0	0	0	0	0	0
Ubr4	38.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	111	0	191	460	402	316	0	0	0
Mterf1a	38.409091	170	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	106	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	275	296	241	77	0	0
Man1b1	38.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	514	437	167	0	0	0
Pqlc3	38.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	180	156	114	247	165	0	0	0	0	0	0	0	0	187	0	0	170	179	0	0	0	168	0	0	0	0	0	0	0	0
C3	38.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	346	357	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	234	0	111	0	0	0
Zfp628	38.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	391	520	425	248	0	0	0
Kazald1	38.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	184	150	99	0	0	0	138	229	155	0	0	263	0	0	0	141	0	0	0	0	0	0	89	80	0	0	0	0
Cacybp	38.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	460	504	195	0	0	0
Arhgap9	38.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	388	350	204	0	179	0
Tgds	38.318182	0	0	0	0	0	0	0	0	0	0	188	294	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	169	0	0	0	0	0	0	0	0	190	361	203	164	0	0	0
Slc25a20	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	199	405	297	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	106	0	0	0	0
Ptpro	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	465	468	201	0	0	0
Ppm1d	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	233	152	197	0	580	0
Ppfia3	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	110	88	123	94	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	235	308	283	187	0	0	0
Lin7b	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	110	88	123	94	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	235	308	283	187	0	0	0
Gpr180	38.318182	0	0	0	0	0	0	0	0	0	0	188	294	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	169	0	0	0	0	0	0	0	0	190	361	203	164	0	0	0
Agk	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	355	468	148	0	0	0
4930453N24Rik	38.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	449	393	270	0	0	0
Spns3	38.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	240	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	336	415	216	0	0	0
Nol8	38.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	298	438	255	198	166	0	0
Mrfap1	38.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	118	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	198	0	117	281	173	170	0	404	0
Dgkh	38.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	197	191	0	0	0	0	0	99	85	0	0	173	0	0	0	0	0	0	0	156	0	129	133	176	100	0	0	0
Cenpp	38.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	298	438	255	198	166	0	0
Rnd3	38.272727	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	159	269	182	0	0	0	0	147	182	0	0	0	259	0	0	132	0	0	0	0	197	0	0	0	0	0	0	0	0
Ppp1r7	38.25	0	0	178	0	137	0	0	0	0	0	218	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	117	242	156	177	0	0	0
Pask	38.25	0	0	178	0	137	0	0	0	0	0	218	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	117	242	156	177	0	0	0
Mr1	38.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	119	133	230	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	380	177	169	0	0	0
Hdac5	38.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	86	0	0	191	0	0	0	0	162	0	0	0	0	0	0	0	144	0	0	0	0	0	204	338	196	239	0	0	0
Gxylt2	38.25	0	0	0	0	0	204	0	0	0	125	177	0	0	0	0	0	0	0	0	0	0	0	0	112	0	196	0	0	362	0	0	154	153	0	0	0	200	0	0	0	0	0	0	0	0
Fam136a	38.25	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	106	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	219	386	189	0	95	0
Cep85	38.25	0	0	0	0	107	0	0	0	0	0	172	188	0	98	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	141	250	259	167	0	0	0
Zfp341	38.227273	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	545	431	304	0	0	0
Tpx2	38.227273	0	0	150	0	0	0	136	0	0	0	136	178	223	130	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	190	224	0	0	0
Tmem203	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	366	505	215	0	320	0
Polr2b	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	142	140	89	136	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	74	0	100	256	245	122	0	190	0
Ndor1	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	366	505	215	0	320	0
Mlx	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	71	98	0	0	119	0	0	0	0	0	0	0	0	0	267	435	322	289	0	0	0
Lnpk	38.227273	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	175	136	0	384	0	0	0	0	150	0	0	0	176	0	0	0	0	0	0	0	0	0	138	218	204	0	0	0	0
Hsd17b1	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	71	98	0	0	119	0	0	0	0	0	0	0	0	0	267	435	322	289	0	0	0
Coasy	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	71	98	0	0	119	0	0	0	0	0	0	0	0	0	267	435	322	289	0	0	0
Atp5g2	38.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	258	106	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	223	348	333	183	0	0	0
Trim59	38.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	180	270	245	0	0	325	0	0	185	310	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f3	38.204545	0	0	190	0	209	0	193	0	0	0	248	430	207	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adk	38.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	120	0	0	0	0	0	0	0	82	0	0	0	232	0	0	0	0	0	0	0	0	197	340	377	187	0	0	0
Setdb1	38.181818	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	131	0	0	0	0	0	0	0	328	0	213	303	253	244	0	0	0
Prmt3	38.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	69	0	0	147	0	0	0	0	0	0	0	81	0	178	361	243	186	0	0	0
Fsd2	38.181818	0	0	170	0	0	0	0	0	0	0	287	462	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	109	176	0	0	0	0
Arl10	38.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	214	496	344	206	0	0	0
Tmem208	38.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	316	389	232	0	242	0
Lrrc29	38.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	316	389	232	0	242	0
Ddx42	38.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	499	461	287	0	0	0
Ccdc47	38.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	499	461	287	0	0	0
Arhgap32	38.159091	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	136	0	0	0	0	0	0	0	226	0	188	303	142	175	229	0	0
H3c7	38.136364	0	0	0	0	263	0	0	0	0	0	151	140	238	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	263	241	162	0	0	0
H2bc9	38.136364	0	0	0	0	263	0	0	0	0	0	151	140	238	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	263	241	162	0	0	0
Ifi209	38.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	181	186	249	0	0	0	0	203	296	360	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Depdc1b	38.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	110	102	342	0	0	0	0	0	0	0	0	110	0	0	134	0	0	0	0	0	0	157	315	195	118	0	0	0
Zc3hc1	38.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	96	286	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	112	0	158	316	279	180	0	0	0
Spag1	38.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	109	0	0	0	0	299	104	149	0	0	123	0	0	0	0	0	0	0	0	151	118	232	263	0	0	0	0
Slain2	38.090909	0	207	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	147	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	216	306	277	179	0	106	0
Rnaset2a	38.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	107	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	159	505	351	285	0	0	0
Mtmr12	38.090909	0	141	0	0	0	0	0	0	0	0	0	158	0	0	0	0	127	0	0	0	0	0	0	178	0	103	0	0	174	0	0	0	0	0	0	0	0	0	147	198	160	158	132	0	0
Ptp4a3	38.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	169	167	95	151	814	0
Cd2ap	38.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	118	153	0	0	240	0	0	0	0	0	0	0	174	0	196	281	204	153	0	0	0
Olfr110	38.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	473	480	251	0	0	0
Ddx49	38.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	345	501	355	265	0	0	0
Creld1	38.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	83	0	0	244	0	0	171	156	0	0	0	131	153	103	176	96	149	0	0	0
Cope	38.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	345	501	355	265	0	0	0
Agap3	38.045455	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	129	0	0	0	0	0	0	0	0	188	174	182	161	94	0	374	0
Phf7	38.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	94	0	0	0	0	85	0	342	432	370	240	0	0	0
Znrf2	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	475	447	268	0	0	0
Zfp456	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	83	126	231	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	353	288	113	0	0	0
Rilpl1	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	437	491	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	198	0	0	0	0
Nepro	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	92	133	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	509	317	208	0	0	0
Macir	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	162	237	234	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	239	243	0	0	0	0
Etfdh	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	107	0	0	0	0	0	0	0	0	0	0	116	0	0	104	0	0	0	0	0	0	186	323	257	440	0	0	0
4930579G24Rik	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	107	0	0	0	0	0	0	0	0	0	0	116	0	0	104	0	0	0	0	0	0	186	323	257	440	0	0	0
Olfr957	37.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	232	0	141	167	191	0	0	250	0	0	155	100	0	0	0	280	0	0	0	0	0	0	0	0
Lyg2	37.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	131	156	270	232	0	0	294	0	0	265	0	0	0	0	162	0	0	0	0	0	0	0	0
Kif5a	37.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	131	0	0	0	0	0	0	0	97	0	123	389	376	295	0	133	0
Gm7972	37.954545	0	0	0	0	145	319	0	0	0	152	192	0	107	0	96	0	0	136	0	0	0	0	0	141	120	94	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo33	37.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	263	0	0	0	0	108	0	0	0	193	0	0	153	0	0	0	0	89	0	191	284	231	0	0	0	0
Dctn2	37.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	131	0	0	0	0	0	0	0	97	0	123	389	376	295	0	133	0
Pkp3	37.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	281	0	0	0	88	0	0	0	171	0	0	0	0	0	319	651	0
Otud5	37.931818	0	0	0	0	123	0	0	0	0	0	118	213	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	236	175	169	0	166	0
Serp1	37.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	393	399	532	256	0	0	0
Eif2a	37.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	393	399	532	256	0	0	0
Calml4	37.886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	986	0
Ube2r2	37.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	104	0	0	0	0	133	148	139	0	0	169	0	0	132	0	0	0	0	0	0	132	201	171	0	0	170	0
Tnpo2	37.863636	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	149	215	195	185	0	0	0
Pigt	37.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	216	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	271	354	192	0	169	0
Mrps15	37.863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	170	441	179	138	0	98	0
Lmnb1	37.840909	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	108	145	0	0	0	186	0	0	0	0	0	0	0	109	0	179	204	156	70	0	227	0
Vwf	37.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	307	438	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	194	221	0	0	0	0
Sumf1	37.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	194	254	766	97	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Ppp3cc	37.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	157	0	313	414	358	227	0	112	0
Podnl1	37.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	274	288	0	0	192	0	0	327	249	0	0	0	122	0	0	0	0	0	0	0	0
Il17f	37.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	1009	0
Klhl8	37.795455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	227	238	195	102	0	0	0	0	163	0	159	0	0	0	0	0	0	0	0	0	0	0	0	111	123	79	0	0	0	0
Fbxo11	37.795455	0	0	0	0	0	0	0	0	0	0	0	187	0	0	102	98	149	158	85	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	195	223	142	112	0	0	0
