Target_genes	Fosl1|Average	SRX142533|C2C12	SRX2396480|MEF	SRX2396481|MEF	SRX2396482|MEF	SRX6437838|Pancreatic_adenocarcinoma	STRING
Atg4b	82.6	0	0	190	223	0	0
Usp35	82.4	0	0	0	412	0	0
Mettl16	82.4	0	117	0	188	107	0
Lrrc4c	82.4	0	165	0	0	247	0
Lmx1b	82.4	0	0	226	186	0	0
Kctd21	82.4	0	0	0	412	0	0
H4c9	82.4	0	0	0	115	297	0
H2bc11	82.4	0	0	0	115	297	0
H2ac11	82.4	0	0	0	115	297	0
Glt28d2	82.4	0	166	0	246	0	0
Ccdc105	82.4	0	0	275	137	0	0
Adi1	82.4	0	94	0	318	0	0
Trim46	82.2	0	0	0	197	214	0
Tox4	82.2	0	109	0	147	155	0
Tesk1	82.2	0	0	0	0	411	0
Smyd4	82.2	0	131	0	170	110	0
Rraga	82.2	0	132	0	173	106	0
Rpa1	82.2	0	131	0	170	110	0
Rhox3a	82.2	0	263	0	0	148	0
Rhox2a	82.2	0	263	0	0	148	0
Rab2b	82.2	0	109	0	147	155	0
Prlr	82.2	108	303	0	0	0	0
Poglut2	82.2	0	118	0	106	187	0
Parp10	82.2	0	0	0	126	285	0
Palb2	82.2	0	0	0	220	191	0
Krtcap2	82.2	0	0	0	197	214	0
Insig1	82.2	0	104	0	175	132	0
Gpr146	82.2	0	117	0	0	294	0
Gm13286	82.2	0	0	187	224	0	0
Gm13271	82.2	0	0	187	224	0	0
Gm11100	82.2	0	0	0	411	0	0
Fsd1l	82.2	0	0	204	207	0	0
Dynlrb1	82.2	0	190	0	221	0	0
Dctn5	82.2	0	0	0	220	191	0
Cox16	82.2	0	71	0	144	196	0
Cd59a	82.2	0	0	208	203	0	0
Bivm	82.2	0	118	0	106	187	0
Anxa13	82.2	0	0	143	268	0	0
Ankrd11	82.2	0	0	143	101	167	0
6820408C15Rik	82.2	0	142	0	269	0	0
Trpm5	82.0	0	0	0	220	190	0
Setd1a	82.0	0	315	0	0	95	0
Rnaseh1	82.0	0	0	0	269	141	0
Pcdh18	82.0	0	0	223	187	0	0
Hectd4	82.0	0	0	0	222	188	0
H1f0	82.0	0	0	0	276	134	0
Gcat	82.0	0	0	0	276	134	0
Fzd8	82.0	0	0	164	246	0	0
Cbr2	82.0	0	0	130	173	107	0
Adamts7	82.0	127	0	0	0	283	0
Ypel1	81.8	0	149	140	120	0	0
Tspan17	81.8	0	0	0	409	0	0
Rflna	81.8	0	0	208	201	0	0
Rangrf	81.8	0	0	164	245	0	0
Olfr432	81.8	0	171	0	238	0	0
Gtse1	81.8	0	0	0	0	409	0
Gsr	81.8	0	295	0	114	0	0
Gngt2	81.8	0	0	207	0	202	0
Amdhd1	81.8	0	0	0	134	275	0
Abi3	81.8	0	0	207	0	202	0
4930453N24Rik	81.8	0	186	0	0	223	0
Zfp385c	81.6	249	159	0	0	0	0
Utp6	81.6	0	0	153	97	158	0
Tpmt	81.6	0	286	0	122	0	0
Tmem256	81.6	0	0	163	245	0	0
Prpf4b	81.6	0	0	138	178	92	0
Ppard	81.6	0	180	0	0	228	0
Nlgn2	81.6	0	0	163	245	0	0
Luc7l2	81.6	0	0	0	245	163	0
Lims2	81.6	0	0	0	230	178	0
Krt18	81.6	0	0	0	161	247	0
Kdm1b	81.6	0	286	0	122	0	0
Gm38396	81.6	0	0	0	138	270	0
Znhit3	81.4	0	132	0	126	149	0
Zfp84	81.4	0	0	0	251	156	0
Tprkb	81.4	0	124	0	161	122	0
Prl2c4	81.4	0	288	0	119	0	0
Prl2c3	81.4	0	288	0	119	0	0
Nat8f1	81.4	0	124	0	161	122	0
Mex3b	81.4	0	0	0	158	249	0
Idi1	81.4	0	0	0	261	146	0
Cdv3	81.4	0	162	133	112	0	0
Atg14	81.4	0	0	113	176	118	0
Xrcc5	81.2	101	305	0	0	0	0
Vmn1r60	81.2	237	0	0	0	169	0
Tspan31	81.2	0	146	120	140	0	0
Timm17a	81.2	0	0	0	206	200	0
Slco1a5	81.2	0	0	155	251	0	0
Pea15a	81.2	0	316	0	90	0	0
P2ry2	81.2	0	0	0	338	68	0
Meis3	81.2	0	0	280	126	0	0
Isoc2b	81.2	0	0	161	141	104	0
H1f4	81.2	0	0	123	168	115	0
Abraxas1	81.2	0	235	0	0	171	0
Tnrc6c	81.0	0	0	0	171	234	0
Minpp1	81.0	0	0	150	129	126	0
Kat8	81.0	0	0	0	259	146	0
Herc1	81.0	0	0	0	291	114	0
Dynlt1a	81.0	0	0	164	241	0	0
Dusp18	81.0	0	111	0	294	0	0
Ceacam1	81.0	0	0	0	0	405	0
Cacna1e	81.0	0	0	215	190	0	0
C1qtnf2	81.0	0	196	0	209	0	0
Acsm3	81.0	0	0	164	241	0	0
4921536K21Rik	81.0	0	111	0	294	0	0
Uqcrc1	80.8	0	0	0	0	404	0
Trmt6	80.8	0	117	0	0	287	0
Trim39	80.8	0	260	0	144	0	0
Rps19bp1	80.8	0	0	0	81	323	0
Rbsn	80.8	0	0	0	143	261	0
Pyurf	80.8	0	0	0	230	174	0
Pnrc1	80.8	0	172	0	232	0	0
Nab1	80.8	0	129	106	169	0	0
Mycbp	80.8	0	0	0	297	107	0
Mcm8	80.8	0	117	0	0	287	0
Gm4951	80.8	0	0	184	220	0	0
Cep43	80.8	0	99	0	305	0	0
Zfp407	80.6	0	0	0	283	120	0
Tpk1	80.6	0	0	0	198	205	0
Tcp1	80.6	0	90	0	141	172	0
Rbck1	80.6	0	233	0	0	170	0
Rab28	80.6	0	98	0	150	155	0
Plekhf2	80.6	0	127	0	167	109	0
Mrpl18	80.6	0	90	0	141	172	0
Gtf2f2	80.6	0	177	0	226	0	0
Dnajc25	80.6	0	171	0	0	232	0
Cox7a2l	80.6	0	0	98	202	103	0
Ccnt1	80.6	0	0	0	122	281	0
4930415O20Rik	80.6	0	0	0	122	281	0
Taok1	80.4	0	0	0	265	137	0
Snx15	80.4	0	128	0	99	175	0
Psma1	80.4	0	0	98	174	130	0
Plac8	80.4	0	0	0	152	250	0
Map1lc3a	80.4	0	294	0	108	0	0
Lyg2	80.4	0	177	0	225	0	0
Zxdc	80.2	0	0	0	278	123	0
Vopp1	80.2	0	0	0	274	127	0
Il13ra2	80.2	0	401	0	0	0	0
Gatb	80.2	0	0	0	131	270	0
Dio1	80.2	0	0	0	0	401	0
Commd8	80.2	0	284	117	0	0	0
Cfap46	80.2	0	0	0	0	401	0
Cdk5rap2	80.2	0	0	0	257	144	0
Bcl6b	80.2	0	0	0	0	401	0
Atp8b4	80.2	0	0	145	256	0	0
Ankrd52	80.2	0	401	0	0	0	0
Agap1	80.2	0	187	0	0	214	0
Uri1	80.0	0	0	0	150	250	0
Relt	80.0	0	289	0	0	111	0
Prkcg	80.0	0	0	176	224	0	0
Myrf	80.0	0	0	0	0	400	0
Irgq	80.0	0	166	0	136	98	0
Gm20346	80.0	0	0	200	200	0	0
Cda	80.0	0	151	0	118	131	0
Ccr7	80.0	0	0	0	0	400	0
Brf1	80.0	0	0	0	108	292	0
Anapc7	80.0	0	151	0	249	0	0
Ambp	80.0	0	0	0	0	400	0
Agpat5	80.0	0	86	0	314	0	0
4930402H24Rik	80.0	0	0	0	400	0	0
Zfp825	79.8	0	0	100	161	138	0
Zdhhc5	79.8	0	105	0	116	178	0
Trpv3	79.8	0	0	0	0	399	0
Tmem138	79.8	0	0	0	268	131	0
Tjap1	79.8	0	0	0	281	118	0
Repin1	79.8	0	156	0	243	0	0
Pnpla1	79.8	0	215	0	0	184	0
Mmp25	79.8	0	0	136	263	0	0
Lsamp	79.8	0	0	247	152	0	0
Il17rb	79.8	0	227	0	172	0	0
Il17b	79.8	0	0	0	171	228	0
Ifngr1	79.8	0	0	0	260	139	0
Gm5111	79.8	0	156	0	243	0	0
Gkn3	79.8	0	273	0	0	126	0
Dkk1	79.8	0	0	204	195	0	0
Cyrib	79.8	0	0	0	234	165	0
Cyb561a3	79.8	0	0	0	268	131	0
Chdh	79.8	0	227	0	172	0	0
C1rl	79.8	0	0	0	0	399	0
Zfp112	79.6	0	86	0	133	179	0
Tmem106b	79.6	0	398	0	0	0	0
Taar7f	79.6	0	168	0	230	0	0
Sephs2	79.6	0	211	0	0	187	0
Onecut3	79.6	0	0	0	143	255	0
Msi1	79.6	0	168	0	230	0	0
Kcns1	79.6	0	300	0	98	0	0
Gm19345	79.6	0	0	0	0	398	0
Dnajc22	79.6	0	0	0	94	304	0
Dhrs7	79.6	0	0	0	398	0	0
Actr8	79.6	0	0	0	305	93	0
Yipf6	79.4	0	0	0	251	146	0
Tmem88	79.4	0	0	0	108	289	0
Tmem175	79.4	0	0	0	291	106	0
Slc39a3	79.4	0	0	0	210	187	0
Ptprt	79.4	0	0	397	0	0	0
Ppia	79.4	0	0	0	189	208	0
Pelo	79.4	0	125	0	179	93	0
Nkx3-2	79.4	0	0	0	0	397	0
Hs1bp3	79.4	0	0	0	220	177	0
Herc4	79.4	0	0	0	331	66	0
Gak	79.4	0	0	0	291	106	0
Fth1	79.4	0	132	0	0	265	0
Fra10ac1	79.4	0	101	0	0	296	0
Exph5	79.4	0	0	108	152	137	0
Cyb561	79.4	0	144	0	0	253	0
Col4a2	79.4	0	0	190	207	0	0
Col4a1	79.4	0	0	190	207	0	0
Cfap100	79.4	0	397	0	0	0	0
1700034E13Rik	79.4	0	397	0	0	0	0
Zfp46	79.2	0	138	69	189	0	0
Utp3	79.2	0	0	0	116	280	0
Uqcrq	79.2	0	0	0	192	204	0
Rbpms	79.2	0	160	0	0	236	0
Rad51c	79.2	0	106	0	155	135	0
Rad1	79.2	0	0	0	0	396	0
Psmc1	79.2	0	206	0	0	190	0
Noto	79.2	0	0	110	286	0	0
Mrpl48	79.2	0	109	0	76	211	0
Lrguk	79.2	0	244	0	0	152	0
Ghitm	79.2	0	194	0	129	73	0
Gdf9	79.2	0	0	0	192	204	0
Dscc1	79.2	0	0	0	300	96	0
Cldn14	79.2	0	0	0	396	0	0
Cdc37l1	79.2	0	0	102	204	90	0
Ccdc81	79.2	0	396	0	0	0	0
Ccdc174	79.2	0	142	0	0	254	0
Brix1	79.2	0	0	0	0	396	0
Bnip2	79.2	0	0	130	142	124	0
Alpi	79.2	0	0	0	108	288	0
4931406C07Rik	79.2	0	0	0	174	222	0
Usp21	79.0	0	0	115	280	0	0
Usp16	79.0	0	255	0	0	140	0
Trim55	79.0	0	0	0	0	395	0
Sirt2	79.0	0	134	0	177	84	0
Sfta2	79.0	0	263	0	0	132	0
Sap18b	79.0	0	108	0	287	0	0
Sap18	79.0	0	108	0	287	0	0
Polr1d	79.0	0	0	0	212	183	0
Park7	79.0	0	0	0	258	137	0
Nfkbib	79.0	0	134	0	177	84	0
Mpp2	79.0	0	119	0	276	0	0
Lnx2	79.0	0	0	0	212	183	0
Iqcg	79.0	0	0	0	169	226	0
Hmgcs1	79.0	0	0	0	298	97	0
Fbn1	79.0	0	0	90	305	0	0
Exoc3l4	79.0	0	0	0	268	127	0
Epn1	79.0	0	139	0	116	140	0
Cerkl	79.0	0	0	126	269	0	0
Adgrl1	79.0	0	287	0	0	108	0
Zfp618	78.8	0	0	187	207	0	0
Stk38l	78.8	0	109	0	0	285	0
Snx14	78.8	0	145	0	166	83	0
Sfrp2	78.8	0	0	207	187	0	0
Rbm45	78.8	0	0	0	223	171	0
Mpp6	78.8	0	0	0	104	290	0
Mpp3	78.8	0	0	103	85	206	0
Hyal5	78.8	0	0	0	0	394	0
Gm11127	78.8	0	0	0	0	394	0
Ecscr	78.8	0	0	161	233	0	0
Vdac3	78.6	0	0	0	193	200	0
Tmppe	78.6	0	71	89	233	0	0
Tmem14a	78.6	0	0	0	210	183	0
Tbp	78.6	0	154	0	102	137	0
Rhbdl1	78.6	0	98	0	181	114	0
Psmb1	78.6	0	154	0	102	137	0
Olfr544	78.6	0	393	0	0	0	0
Olfr1301	78.6	0	0	0	0	393	0
Olfml3	78.6	0	245	0	0	148	0
Mboat2	78.6	0	0	135	193	65	0
Kif16b	78.6	0	0	0	393	0	0
H2bc18	78.6	0	0	159	130	104	0
Gm13212	78.6	0	0	204	189	0	0
Coa7	78.6	0	0	0	281	112	0
Zfp513	78.4	0	144	0	149	99	0
Zfhx2	78.4	0	0	0	392	0	0
Thtpa	78.4	0	0	0	392	0	0
Rab27a	78.4	0	0	0	129	263	0
Pcdhgc3	78.4	0	202	0	0	190	0
Oca2	78.4	0	0	172	220	0	0
Mettl15	78.4	0	92	0	184	116	0
Kif18a	78.4	0	92	0	184	116	0
Inpp5e	78.4	0	110	0	148	134	0
Cfd	78.4	0	0	0	0	392	0
Sfi1	78.2	0	84	122	97	88	0
Rbp2	78.2	0	0	111	151	129	0
Pex11b	78.2	0	0	94	297	0	0
Mlh1	78.2	0	85	0	185	121	0
Hyi	78.2	0	0	124	165	102	0
Hipk3	78.2	0	261	0	130	0	0
Gpat4	78.2	0	91	0	166	134	0
Epm2aip1	78.2	0	85	0	185	121	0
Ciart	78.2	0	122	0	269	0	0
Slc6a18	78.0	0	390	0	0	0	0
Rnf213	78.0	0	0	201	189	0	0
Rnf138	78.0	0	0	0	292	98	0
Rbfox1	78.0	0	390	0	0	0	0
Eef1akmt1	78.0	0	0	0	221	169	0
Ap2s1	78.0	0	0	155	116	119	0
1190005I06Rik	78.0	0	251	0	139	0	0
Tex38	77.8	0	237	0	0	152	0
Smg1	77.8	0	0	0	268	121	0
Rab4b	77.8	0	128	0	167	94	0
Olfr456	77.8	0	389	0	0	0	0
Mia	77.8	0	128	0	167	94	0
Malt1	77.8	0	139	0	250	0	0
Klhl15	77.8	0	0	314	75	0	0
Irs1	77.8	0	0	119	132	138	0
Foxc1	77.8	0	149	0	240	0	0
Ddhd2	77.8	0	0	0	227	162	0
Crh	77.8	0	0	0	116	273	0
Atpaf1	77.8	0	237	0	0	152	0
Atp6v0d2	77.8	0	244	145	0	0	0
Zfp33b	77.6	0	235	0	0	153	0
Uba6	77.6	0	101	0	127	160	0
Tomt	77.6	0	79	0	191	118	0
Smpd3	77.6	0	0	0	388	0	0
Rps7	77.6	0	0	0	99	289	0
Rorc	77.6	0	0	182	206	0	0
Rhox2c	77.6	129	134	0	0	125	0
Prdm9	77.6	0	101	0	143	144	0
Papola	77.6	0	129	0	140	119	0
Nrep	77.6	0	113	0	147	128	0
Lamtor1	77.6	0	79	0	191	118	0
Kiz	77.6	0	0	0	193	195	0
Heatr6	77.6	0	0	0	234	154	0
Exosc8	77.6	0	0	0	242	146	0
Dync1li2	77.6	0	0	0	196	192	0
Commd7	77.6	0	0	0	388	0	0
Arrb2	77.6	0	277	0	111	0	0
Alg5	77.6	0	0	0	242	146	0
Usp32	77.4	0	74	0	156	157	0
Ttc30a1	77.4	0	0	161	114	112	0
Tmem258	77.4	0	93	83	124	87	0
Tmbim6	77.4	0	0	0	323	64	0
Tm9sf3	77.4	0	246	0	141	0	0
Stmn1	77.4	0	0	145	242	0	0
Slc6a17	77.4	0	387	0	0	0	0
Sfxn2	77.4	0	0	0	387	0	0
Rps3	77.4	0	0	0	158	229	0
Rnf24	77.4	0	0	0	387	0	0
Reep1	77.4	0	0	184	203	0	0
Rdh16	77.4	0	0	0	0	387	0
Polr3h	77.4	0	173	0	105	109	0
Picalm	77.4	0	152	115	120	0	0
Paxip1	77.4	0	0	0	254	133	0
Lcmt2	77.4	0	228	0	0	159	0
Hcrtr1	77.4	0	0	0	0	387	0
Gpr137b	77.4	0	197	0	190	0	0
Fen1	77.4	0	93	83	124	87	0
Dmtn	77.4	0	205	0	182	0	0
Btbd3	77.4	0	0	0	250	137	0
Arl3	77.4	0	0	0	387	0	0
Adal	77.4	0	228	0	0	159	0
5031439G07Rik	77.4	0	203	0	184	0	0
Trim33	77.2	0	0	164	121	101	0
Prrc1	77.2	0	0	0	386	0	0
Med20	77.2	0	109	0	131	146	0
Mcam	77.2	0	254	0	132	0	0
Hk3	77.2	0	0	215	171	0	0
Gm20517	77.2	0	109	0	131	146	0
Fuz	77.2	0	0	0	237	149	0
Fmo2	77.2	0	0	0	0	386	0
Eef1e1	77.2	0	0	0	284	102	0
Dcbld1	77.2	0	0	0	179	207	0
Bysl	77.2	0	109	0	131	146	0
Ankrd13c	77.2	0	121	0	0	265	0
Tec	77.0	0	282	0	0	103	0
Tango2	77.0	0	173	0	125	87	0
Sharpin	77.0	0	0	0	207	178	0
Rbm6	77.0	0	0	0	266	119	0
Plpp3	77.0	0	0	117	158	110	0
Mettl3	77.0	0	0	0	261	124	0
Maf1	77.0	0	0	0	207	178	0
Ier5l	77.0	0	162	0	128	95	0
Gm35339	77.0	0	0	0	207	178	0
Cul1	77.0	0	162	0	114	109	0
Vps72	76.8	0	0	0	0	384	0
Slx4ip	76.8	0	108	0	130	146	0
Slc25a17	76.8	0	147	118	0	119	0
Ralgapa1	76.8	0	168	0	110	106	0
Plxna4	76.8	0	0	0	61	323	0
Pip5k1a	76.8	0	0	0	0	384	0
Mkks	76.8	0	108	0	130	146	0
Krt4	76.8	0	0	184	200	0	0
Hs3st3a1	76.8	0	91	0	293	0	0
Grn	76.8	0	0	109	275	0	0
Fam131b	76.8	0	0	0	80	304	0
Dcaf1	76.8	0	170	0	83	131	0
Dag1	76.8	0	132	0	145	107	0
Cacna1h	76.8	0	182	0	202	0	0
Anapc10	76.8	0	174	0	107	103	0
Abce1	76.8	0	174	0	107	103	0
9530003J23Rik	76.8	0	0	0	384	0	0
Ugp2	76.6	0	0	0	251	132	0
Ttll7	76.6	0	117	0	99	167	0
Myzap	76.6	0	0	0	184	199	0
Igfn1	76.6	228	0	0	155	0	0
Helb	76.6	0	193	0	190	0	0
Fos	76.6	0	80	0	204	99	0
Dkk2	76.6	0	209	0	0	174	0
Cyp46a1	76.6	0	0	0	146	237	0
Chmp7	76.6	0	118	0	100	165	0
Cdan1	76.6	0	185	0	198	0	0
Ccz1	76.6	0	0	0	0	383	0
Ccdc57	76.6	0	159	0	0	224	0
C87436	76.6	0	126	0	101	156	0
Als2	76.6	0	118	0	79	186	0
Wiz	76.4	0	234	0	148	0	0
Tmem247	76.4	0	151	0	0	231	0
Tbck	76.4	0	101	0	0	281	0
Syvn1	76.4	0	0	0	251	131	0
Sf3a3	76.4	0	0	0	0	382	0
Pgm2	76.4	0	0	102	280	0	0
Emc2	76.4	0	109	0	91	182	0
Chfr	76.4	0	0	0	278	104	0
B3gntl1	76.4	0	0	0	131	251	0
Aimp1	76.4	0	101	0	0	281	0
Spag4	76.2	0	70	126	106	79	0
Spaca7	76.2	0	215	0	0	166	0
Pla2g10	76.2	0	0	0	0	381	0
Mcm5	76.2	0	0	0	0	381	0
Lrrc14b	76.2	0	125	155	0	101	0
Ipo7	76.2	0	0	151	125	105	0
Fabp12	76.2	0	224	0	0	157	0
Ebag9	76.2	0	93	0	157	131	0
Dgcr6	76.2	0	125	0	128	128	0
Cdk17	76.2	0	0	0	133	248	0
Cav3	76.2	0	263	0	118	0	0
BC052040	76.2	0	0	0	239	142	0
Arhgap10	76.2	0	236	0	0	145	0
Actr10	76.2	0	230	0	151	0	0
Aaas	76.2	0	104	0	0	277	0
Usp42	76.0	0	0	0	185	195	0
Oard1	76.0	0	117	0	170	93	0
Nfya	76.0	0	117	0	170	93	0
Klf1	76.0	0	125	0	0	255	0
Isl2	76.0	0	0	0	380	0	0
Hsp90aa1	76.0	0	0	0	380	0	0
Gsap	76.0	0	0	133	92	155	0
Chrna3	76.0	0	0	0	0	380	0
Acvr2a	76.0	0	0	0	262	118	0
Zfp689	75.8	0	146	0	132	101	0
Ninj1	75.8	0	0	0	230	149	0
Mrm3	75.8	0	0	0	169	210	0
Map7	75.8	0	379	0	0	0	0
Glod4	75.8	0	0	0	169	210	0
Fbxl18	75.8	0	0	0	379	0	0
Fam122a	75.8	0	142	0	108	129	0
Dhfr	75.8	0	0	0	235	144	0
Ciao2b	75.8	0	0	0	260	119	0
Calcb	75.8	0	0	0	0	379	0
Asb18	75.8	0	379	0	0	0	0
Zdhhc6	75.6	0	0	0	0	378	0
Vti1a	75.6	0	0	0	0	378	0
Trim11	75.6	0	227	0	151	0	0
Phrf1	75.6	0	0	0	263	115	0
Parp4	75.6	0	0	0	378	0	0
Nrip3	75.6	0	182	0	196	0	0
Necab1	75.6	0	0	235	143	0	0
Mybl1	75.6	0	105	0	273	0	0
Msl2	75.6	0	87	0	291	0	0
Cxcr4	75.6	0	0	169	209	0	0
Colgalt1	75.6	0	93	0	285	0	0
Cenpj	75.6	0	0	0	378	0	0
Zfp384	75.4	0	128	115	134	0	0
Smad5	75.4	0	0	0	377	0	0
Rpl31	75.4	0	0	0	284	93	0
Nt5dc1	75.4	0	0	0	244	133	0
Lvrn	75.4	0	0	92	285	0	0
Inpp5f	75.4	0	0	0	154	223	0
Dad1	75.4	0	133	0	145	99	0
D030056L22Rik	75.4	0	0	0	0	377	0
Car11	75.4	0	159	115	0	103	0
Asnsd1	75.4	0	0	0	227	150	0
Asdurf	75.4	0	0	0	227	150	0
Abhd4	75.4	0	133	0	145	99	0
9530068E07Rik	75.4	0	95	0	153	129	0
3830406C13Rik	75.4	0	0	0	263	114	0
Rac3	75.2	0	0	0	225	151	0
Rab33b	75.2	0	0	0	154	222	0
Ptbp2	75.2	0	202	0	174	0	0
Plbd2	75.2	0	119	0	0	257	0
Nsmf	75.2	0	0	0	247	129	0
Mrnip	75.2	0	102	0	0	274	0
Gpaa1	75.2	0	0	0	0	376	0
Gatd1	75.2	0	0	0	182	194	0
Exosc4	75.2	0	0	0	0	376	0
Dazl	75.2	0	0	0	376	0	0
Crybb1	75.2	147	229	0	0	0	0
Unc13d	75.0	0	242	0	133	0	0
Ttc24	75.0	0	132	0	147	96	0
Taf8	75.0	0	0	117	258	0	0
Rnf149	75.0	0	111	0	264	0	0
Pla2g1b	75.0	0	0	375	0	0	0
Iqgap3	75.0	0	132	0	147	96	0
H2az1	75.0	0	0	108	0	267	0
Gpr155	75.0	0	0	0	375	0	0
Dnajb14	75.0	0	0	108	0	267	0
Cers4	75.0	0	0	0	375	0	0
Btf3	75.0	0	0	0	266	109	0
Adam12	75.0	0	164	0	105	106	0
Tsc1	74.8	0	0	0	150	224	0
Spn	74.8	0	0	164	210	0	0
Rbm15	74.8	0	203	0	0	171	0
Nup50	74.8	0	253	0	0	121	0
Nr2c2ap	74.8	0	136	0	0	238	0
Mre11a	74.8	0	71	0	78	225	0
Jak1	74.8	0	67	0	169	138	0
Grk5	74.8	0	110	0	100	164	0
Ero1b	74.8	0	0	0	190	184	0
Eif3h	74.8	0	58	0	0	316	0
Eef1a2	74.8	0	0	164	210	0	0
Ccbe1	74.8	0	159	0	0	215	0
B4galnt4	74.8	0	234	0	140	0	0
Ankrd49	74.8	0	71	0	78	225	0
Akain1	74.8	0	0	174	200	0	0
Zfp202	74.6	0	192	0	181	0	0
Tsacc	74.6	0	0	0	234	139	0
Tcea1	74.6	0	143	0	0	230	0
Polr3g	74.6	0	0	0	207	166	0
Pgam5	74.6	0	196	0	0	177	0
Mrpl52	74.6	0	0	0	214	159	0
Mblac2	74.6	0	0	0	207	166	0
Khdrbs3	74.6	0	0	0	0	373	0
Cct3	74.6	0	0	0	234	139	0
2610524H06Rik	74.6	0	136	0	113	124	0
2310009B15Rik	74.6	0	0	0	152	221	0
Ttc1	74.4	0	158	0	0	214	0
Rbm22	74.4	0	0	0	273	99	0
Dennd4b	74.4	0	132	0	240	0	0
Cdk13	74.4	0	107	0	95	170	0
Cckbr	74.4	0	224	0	0	148	0
Zcchc3	74.2	0	102	0	269	0	0
Thumpd3	74.2	0	0	0	117	254	0
Slc38a9	74.2	0	0	0	217	154	0
Scrn2	74.2	0	0	0	175	196	0
Psd4	74.2	0	186	0	185	0	0
Pmvk	74.2	0	0	0	202	169	0
Pigo	74.2	0	109	0	0	262	0
Pabpc1	74.2	0	84	0	120	167	0
Nuf2	74.2	0	125	0	0	246	0
Fam13c	74.2	0	133	0	238	0	0
Rbm15b	74.0	0	0	0	236	134	0
Ppp1r37	74.0	0	106	0	135	129	0
Nars2	74.0	0	88	0	188	94	0
Manf	74.0	0	0	0	236	134	0
Klhdc2	74.0	0	226	0	0	144	0
Cfl2	74.0	0	163	0	0	207	0
Cenps	74.0	0	0	0	117	253	0
Acsl4	74.0	0	0	0	370	0	0
Twsg1	73.8	0	125	0	244	0	0
Stxbp5	73.8	0	161	0	208	0	0
Smc3	73.8	0	0	0	144	225	0
Slc27a1	73.8	0	227	0	142	0	0
Rxra	73.8	249	0	0	0	120	0
Mvb12b	73.8	0	0	179	190	0	0
Kif22	73.8	0	0	0	262	107	0
Inpp5k	73.8	0	0	0	227	142	0
Igfbp3	73.8	0	117	0	0	252	0
Hnrnpr	73.8	0	0	0	201	168	0
Dnm1l	73.8	0	0	0	279	90	0
Cd302	73.8	0	0	191	178	0	0
Adck5	73.8	0	88	0	76	205	0
Sdad1	73.6	0	131	0	0	237	0
Prr19	73.6	0	0	0	141	227	0
Pafah1b3	73.6	0	0	0	141	227	0
Olfr1382	73.6	0	368	0	0	0	0
Maml1	73.6	0	137	0	105	126	0
Eif2s3x	73.6	0	205	0	0	163	0
Dpy19l3	73.6	0	247	0	121	0	0
Ccer1	73.6	0	368	0	0	0	0
Ccdc73	73.6	0	0	0	0	368	0
Atp5g3	73.6	0	0	0	0	368	0
Acp1	73.6	0	255	0	113	0	0
Usp39	73.4	0	224	0	143	0	0
Tomm7	73.4	0	0	0	210	157	0
Rad23b	73.4	0	0	0	129	238	0
Plcl2	73.4	0	213	0	0	154	0
Nubp1	73.4	0	125	0	125	117	0
Mcm6	73.4	0	367	0	0	0	0
Gm6712	73.4	0	147	0	96	124	0
Gaa	73.4	0	0	0	132	235	0
Fancg	73.4	161	0	0	102	104	0
Chn1	73.4	0	0	0	0	367	0
2210016F16Rik	73.4	0	0	0	180	187	0
0610030E20Rik	73.4	0	224	0	143	0	0
Zfp644	73.2	0	0	184	182	0	0
Suco	73.2	0	115	0	132	119	0
Spata5	73.2	0	83	0	114	169	0
Nudt6	73.2	0	83	0	114	169	0
Klhdc4	73.2	0	138	0	0	228	0
Ivns1abp	73.2	0	128	121	117	0	0
Il1f10	73.2	0	219	0	147	0	0
Eci2	73.2	0	0	96	270	0	0
Rtcb	73.0	0	109	0	163	93	0
Rgp1	73.0	0	0	161	204	0	0
Reps1	73.0	0	0	0	0	365	0
Pdrg1	73.0	0	133	0	96	136	0
Hemk1	73.0	0	0	0	121	244	0
Gvin1	73.0	0	0	0	0	365	0
Gm4070	73.0	0	0	0	0	365	0
Gba2	73.0	0	0	161	204	0	0
6430571L13Rik	73.0	0	0	0	121	244	0
Xrra1	72.8	0	0	0	225	139	0
Spcs2	72.8	0	0	0	225	139	0
Spata3	72.8	0	0	174	190	0	0
Sncg	72.8	0	235	0	129	0	0
Slc38a2	72.8	0	225	0	139	0	0
Rpl9	72.8	0	131	0	0	233	0
Qtrt1	72.8	0	0	0	364	0	0
Plekhg4	72.8	0	364	0	0	0	0
Mmrn2	72.8	0	235	0	129	0	0
Ltn1	72.8	0	0	0	190	174	0
Lias	72.8	0	131	0	0	233	0
Cpsf1	72.8	0	0	0	0	364	0
Acox2	72.8	0	151	0	0	213	0
2310057N15Rik	72.8	0	0	164	200	0	0
Trp53rka	72.6	0	0	0	97	266	0
Tma16	72.6	0	0	0	116	247	0
Rab10	72.6	0	0	0	242	121	0
Naif1	72.6	0	0	0	254	109	0
Lsm11	72.6	0	127	0	99	137	0
Fzd1	72.6	0	0	0	116	247	0
Edf1	72.6	127	0	0	134	102	0
Eaf2	72.6	0	78	0	170	115	0
Coq5	72.6	0	202	0	0	161	0
Zfp867	72.4	0	0	0	362	0	0
Tnip1	72.4	0	0	0	0	362	0
Pprc1	72.4	0	0	0	243	119	0
