Target_genes	Zbtb11|Average	SRX5247619|ES_cells	SRX5247622|ES_cells	SRX5247623|ES_cells	SRX5247624|ES_cells	SRX5247637|ES_cells	SRX5247638|ES_cells	SRX5247639|ES_cells	STRING
Amacr	80.0	0	0	0	0	277	0	283	0
1110032A03Rik	80.0	0	0	0	0	154	0	406	0
Tafa5	79.857143	0	0	0	0	108	121	330	0
Pced1b	79.857143	0	0	0	0	284	0	275	0
Med31	79.857143	0	0	0	0	175	0	384	0
Hhip	79.857143	0	0	0	0	275	0	284	0
Amigo2	79.857143	0	0	0	0	284	0	275	0
4930563E22Rik	79.857143	0	0	0	0	175	0	384	0
Zscan30	79.714286	109	0	0	0	148	0	301	0
Zfp35	79.714286	109	0	0	0	148	0	301	0
Smim1	79.714286	0	0	0	0	221	0	337	0
Grik1	79.714286	0	0	0	0	179	0	379	0
Zfp703	79.428571	161	0	0	0	195	0	200	0
Tjp1	79.285714	0	0	0	0	160	0	395	0
Cmtm1	79.285714	0	0	0	0	349	0	206	0
Ptafr	79.142857	161	0	0	0	201	0	192	0
Ccdc150	79.142857	111	0	0	0	0	0	443	0
Apeh	79.142857	85	0	0	0	170	0	299	0
Pdrg1	79.0	120	0	0	0	0	99	334	0
Nat2	79.0	0	0	0	0	191	0	362	0
Nat1	79.0	0	0	0	0	191	0	362	0
Lrfn1	79.0	0	0	0	0	309	0	244	0
Cct8	79.0	0	0	0	0	112	154	287	0
Tom1l1	78.857143	0	0	0	0	78	112	362	0
Tm2d1	78.857143	0	0	0	0	145	0	407	0
Zfp160	78.714286	0	0	0	0	102	0	449	0
Wdr53	78.714286	0	0	0	0	195	110	246	0
Unc45a	78.714286	0	0	0	0	213	143	195	0
Tmem216	78.714286	0	0	0	0	222	156	173	0
Rps27a	78.714286	0	0	0	0	125	0	426	0
Rps15	78.714286	84	0	0	0	0	71	396	0
Rcbtb1	78.714286	79	0	0	0	72	0	400	0
Pcbd2	78.714286	0	0	0	0	168	115	268	0
Frmd4a	78.714286	0	0	0	0	156	0	395	0
Fbxo45	78.714286	0	0	0	0	195	110	246	0
Clhc1	78.714286	0	0	0	0	125	0	426	0
Apc2	78.714286	84	0	0	0	0	71	396	0
Vps18	78.571429	0	0	0	0	0	188	362	0
Ube2m	78.571429	0	0	0	0	156	109	285	0
Stk24	78.571429	0	0	0	0	122	129	299	0
Scyl1	78.571429	0	0	0	0	141	0	409	0
Pcdhgb8	78.571429	0	0	0	0	0	131	419	0
Pcdhga12	78.571429	0	0	0	0	0	131	419	0
Ddx11	78.571429	0	0	0	0	303	0	247	0
Chmp2a	78.571429	0	0	0	0	156	109	285	0
Slc35g3	78.428571	177	0	0	0	153	0	219	0
Polr2a	78.428571	177	0	0	0	153	0	219	0
Zfp330	78.285714	91	0	0	0	169	0	288	0
Cfap157	78.285714	0	0	0	0	292	0	256	0
B3gnt9	78.285714	0	0	0	0	94	152	302	0
Akr1b3	78.285714	0	0	0	0	138	0	410	0
Npepps	78.142857	0	0	0	0	233	0	314	0
Asb14	78.142857	0	0	0	0	227	0	320	0
Rab39	78.0	0	0	0	0	186	0	360	0
Slc19a1	77.714286	0	0	0	0	130	133	281	0
Prr5l	77.714286	0	0	0	0	151	0	393	0
Ppp4r4	77.714286	0	0	0	0	131	110	303	0
Nipa1	77.714286	0	0	0	0	387	0	157	0
Immt	77.714286	0	0	0	0	119	0	425	0
Cplx2	77.714286	0	0	0	0	173	100	271	0
Itgb3	77.571429	0	0	0	0	78	0	465	0
Fcgr3	77.571429	0	0	0	0	228	96	219	0
Atp6v0c	77.571429	0	0	0	0	0	229	314	0
Ankrd12	77.571429	0	0	0	0	0	155	388	0
Amdhd2	77.571429	0	0	0	0	0	229	314	0
P2rx5	77.428571	98	0	0	0	0	0	444	0
9530077C05Rik	77.428571	0	0	0	0	129	224	189	0
Vps26a	77.285714	0	0	0	0	0	171	370	0
Uchl5	77.285714	99	0	0	0	0	100	342	0
Ro60	77.285714	99	0	0	0	0	100	342	0
Fam222b	77.285714	0	0	0	0	280	0	261	0
Zfp65	77.142857	0	0	0	0	0	213	327	0
Pcdhb14	77.142857	0	0	0	0	0	188	352	0
Lyrm9	77.142857	0	0	0	0	172	0	368	0
Zbtb17	77.0	0	0	0	0	137	122	280	0
Itga5	77.0	0	0	0	0	223	0	316	0
Ccnq	77.0	0	0	0	0	128	87	324	0
Zfp746	76.857143	0	0	0	0	112	0	426	0
Plekhb2	76.857143	0	0	0	0	240	0	298	0
Klf16	76.857143	0	0	0	0	0	156	382	0
Tctex1d1	76.714286	0	0	0	0	209	0	328	0
Myl6b	76.714286	0	0	0	0	204	0	333	0
Myl6	76.714286	0	0	0	0	204	0	333	0
Atf1	76.714286	0	0	0	0	147	0	390	0
Aldh1b1	76.714286	0	0	0	0	228	0	309	0
Zfp385b	76.571429	0	0	0	0	393	143	0	0
Afg3l2	76.571429	0	0	0	0	95	0	441	0
Fam221a	76.428571	0	0	0	0	176	0	359	0
Adam10	76.285714	0	0	0	0	113	148	273	0
Nras	76.142857	0	0	0	0	203	0	330	0
Myo15	76.142857	0	0	0	0	290	0	243	0
Fundc2	76.142857	0	0	0	0	0	188	345	0
F8	76.142857	0	0	0	0	0	188	345	0
Rif1	76.0	0	0	0	0	0	84	448	0
Mob1b	76.0	0	0	0	0	174	99	259	0
Lck	76.0	0	0	0	0	186	150	196	0
Itpk1	76.0	0	0	0	0	268	0	264	0
B3gntl1	76.0	0	0	0	0	152	96	284	0
Tchh	75.857143	66	0	0	0	182	0	283	0
Jarid2	75.857143	0	0	0	0	166	110	255	0
Gpr12	75.857143	0	0	0	0	284	0	247	0
Gamt	75.857143	0	0	0	0	0	118	413	0
Dazap1	75.857143	0	0	0	0	0	118	413	0
Zhx3	75.714286	0	0	0	0	209	0	321	0
Gpr19	75.571429	0	0	0	0	0	0	529	0
Filip1	75.571429	0	0	0	0	215	0	314	0
Tgfbr3l	75.428571	0	0	0	0	226	0	302	0
Snapc2	75.428571	0	0	0	0	226	0	302	0
Septin9	75.428571	0	0	0	0	197	0	331	0
Rreb1	75.428571	0	0	0	0	175	0	353	0
Cacul1	75.428571	0	0	0	0	82	0	446	0
Zscan18	75.285714	0	0	0	0	0	143	384	0
Hrh2	75.285714	0	0	0	0	134	0	393	0
Ddx50	75.285714	0	0	0	0	0	136	391	0
Mxra7	75.142857	0	0	0	0	372	0	154	0
Mrps33	75.142857	0	0	0	0	0	165	361	0
Lasp1	75.142857	0	0	0	0	220	0	306	0
Gpr156	75.142857	0	0	0	0	203	0	323	0
Fchsd1	75.142857	0	0	0	0	316	0	210	0
Epb41l4b	75.142857	0	0	0	0	0	116	410	0
Rsph14	75.0	0	0	0	0	229	0	296	0
Rab36	75.0	0	0	0	0	229	0	296	0
Irak2	75.0	0	0	0	0	158	0	367	0
2300002M23Rik	74.857143	0	0	0	0	116	0	408	0
Galnt17	74.714286	0	0	0	0	167	0	356	0
Cyyr1	74.714286	0	0	0	0	215	121	187	0
Ccdc130	74.714286	0	0	0	0	164	0	359	0
Trim30c	74.571429	0	0	0	0	330	0	192	0
Rai1	74.571429	0	0	0	0	165	131	226	0
Prob1	74.571429	171	0	0	0	0	0	351	0
6430548M08Rik	74.571429	0	0	0	0	260	0	262	0
Kpna4	74.428571	0	0	0	0	179	0	342	0
Cox10	74.285714	0	0	0	0	248	0	272	0
Ern1	74.142857	0	0	0	0	116	0	403	0
Cpsf6	74.142857	0	0	0	0	227	0	292	0
Zfyve26	74.0	0	0	0	0	224	0	294	0
Rad51b	74.0	0	0	0	0	224	0	294	0
Micall1	74.0	0	0	0	0	148	82	288	0
Fstl1	74.0	0	0	0	0	233	120	165	0
Zkscan4	73.857143	92	0	0	0	165	0	260	0
Tmem126a	73.857143	0	0	0	0	194	137	186	0
Cfap410	73.857143	95	0	0	0	131	0	291	0
Rabl2	73.571429	0	0	0	0	302	0	213	0
Dcun1d4	73.428571	0	0	0	0	0	90	424	0
Zfp748	73.285714	0	0	0	0	214	0	299	0
Wdr26	73.285714	0	0	0	0	0	105	408	0
Gm27021	73.285714	0	0	0	0	160	0	353	0
Emc8	73.285714	0	0	0	0	160	0	353	0
Cox4i1	73.285714	0	0	0	0	160	0	353	0
Pdgfra	73.142857	0	0	0	0	227	0	285	0
Dnaja1	73.142857	76	0	0	0	182	0	254	0
Pot1a	73.0	0	0	0	0	215	0	296	0
Lax1	73.0	0	0	0	0	283	0	228	0
Kif3b	73.0	0	0	0	0	134	92	285	0
Ptgs1	72.857143	0	0	0	0	177	0	333	0
Ifngr1	72.857143	0	0	0	0	100	0	410	0
Cish	72.857143	0	0	0	0	174	121	215	0
C2cd5	72.857143	0	0	0	0	136	165	209	0
Zfp708	72.714286	0	0	0	0	0	100	409	0
Pgap4	72.714286	0	0	0	0	211	0	298	0
Vps33b	72.571429	0	0	0	0	0	80	428	0
Trp53inp1	72.571429	0	0	0	0	132	0	376	0
Slc25a17	72.571429	0	0	0	0	130	0	378	0
Selplg	72.571429	0	0	0	0	180	121	207	0
Gorasp2	72.571429	0	0	0	0	0	133	375	0
Zfp868	72.428571	0	0	0	0	0	121	386	0
Rspry1	72.428571	0	0	0	0	260	0	247	0
Psme3ip1	72.428571	0	0	0	0	260	0	247	0
Fbxl5	72.428571	0	0	0	0	252	0	255	0
Spc25	72.285714	140	0	0	0	0	0	366	0
Pnma1	72.285714	0	0	0	0	207	0	299	0
Marchf9	72.285714	0	0	0	0	180	111	215	0
D030056L22Rik	72.285714	0	0	0	0	214	0	292	0
Med16	72.142857	0	0	0	0	143	0	362	0
Cyp2s1	72.142857	153	0	0	0	82	0	270	0
Cenpe	72.142857	66	0	0	0	126	0	313	0
Tmem94	72.0	0	0	0	0	121	0	383	0
Sbno1	72.0	0	0	0	0	118	0	386	0
Gas2	72.0	0	0	0	0	179	0	325	0
Fam102a	72.0	0	0	0	0	310	0	194	0
Ddx47	72.0	0	0	0	0	0	159	345	0
Cct4	72.0	0	0	0	0	0	0	504	0
Wrnip1	71.857143	145	0	0	0	0	96	262	0
Thbs1	71.857143	0	0	0	0	171	0	332	0
Klf3	71.857143	0	0	0	0	148	121	234	0
Gdap1	71.857143	0	0	0	0	142	0	361	0
Btn1a1	71.857143	0	0	0	0	335	0	168	0
Tmem121	71.714286	0	0	0	0	90	98	314	0
Ptpn23	71.714286	0	0	0	0	0	0	502	0
Chmp1b	71.714286	0	0	0	0	72	0	430	0
Asb16	71.714286	0	0	0	0	0	132	370	0
Foxd4	71.571429	0	0	0	0	162	138	201	0
Zfp385a	71.428571	0	0	0	0	195	0	305	0
Urgcp	71.428571	88	0	0	0	0	0	412	0
Pacrgl	71.428571	83	0	0	0	0	0	417	0
Racgap1	71.285714	0	0	0	0	244	0	255	0
Fkbp9	71.285714	0	0	0	0	251	0	248	0
Id3	71.142857	0	0	0	0	288	0	210	0
Twnk	71.0	97	0	0	0	0	0	400	0
Sema3b	71.0	0	0	0	0	0	93	404	0
Olfr951	71.0	0	0	0	0	115	0	382	0
Mrpl43	71.0	97	0	0	0	0	0	400	0
Meis3	71.0	0	0	0	0	0	172	325	0
Maml1	71.0	0	0	0	0	282	0	215	0
Idh3b	71.0	0	0	0	0	93	0	404	0
Dis3l2	71.0	0	0	0	0	72	0	425	0
Tpd52l2	70.857143	105	0	0	0	0	98	293	0
Ccnl2	70.857143	0	0	0	0	129	114	253	0
C77080	70.857143	0	0	0	0	244	0	252	0
Abhd16b	70.857143	105	0	0	0	0	98	293	0
Tuft1	70.714286	0	0	0	0	0	85	410	0
Traf3	70.714286	0	0	0	0	267	0	228	0
Dock1	70.571429	0	0	0	0	112	122	260	0
Cpt1b	70.571429	0	0	0	0	0	0	494	0
Chkb	70.571429	0	0	0	0	0	0	494	0
Cdkn2aip	70.571429	68	0	0	0	211	0	215	0
Mettl1	70.428571	172	0	0	0	0	0	321	0
Eef1akmt3	70.428571	172	0	0	0	0	0	321	0
Cpb1	70.428571	0	0	0	0	290	0	203	0
Fam227a	70.285714	0	0	0	0	207	0	285	0
Cxcl3	70.285714	0	0	0	0	156	0	336	0
Cby1	70.285714	0	0	0	0	207	0	285	0
Cbfb	70.285714	0	0	0	0	163	0	329	0
Wdr55	70.142857	0	0	0	0	0	136	355	0
Timm10	70.142857	0	0	0	0	141	0	350	0
Smtnl1	70.142857	0	0	0	0	141	0	350	0
Etf1	70.142857	0	0	0	0	81	0	410	0
Shld2	70.0	0	0	0	0	157	126	207	0
Rexo1	70.0	219	0	0	0	0	0	271	0
Glud1	70.0	0	0	0	0	157	126	207	0
Dock11	70.0	0	0	0	0	191	0	299	0
Ski	69.857143	0	0	0	0	0	109	380	0
Mlycd	69.857143	0	0	0	0	150	0	339	0
Wnt11	69.714286	0	0	0	0	141	184	163	0
Upk2	69.714286	0	0	0	0	262	0	226	0
Gm867	69.714286	0	0	0	0	203	0	285	0
Fcf1	69.714286	0	0	0	0	237	0	251	0
Arel1	69.714286	0	0	0	0	237	0	251	0
Hs1bp3	69.571429	0	0	0	0	0	121	366	0
Usp6nl	69.428571	0	0	0	0	330	0	156	0
Nr1d1	69.428571	0	0	0	0	0	0	486	0
Slc30a6	69.285714	0	0	0	0	206	0	279	0
Pex10	69.285714	0	0	0	0	101	0	384	0
Map6	69.285714	0	0	0	0	233	0	252	0
Efcab9	69.285714	0	0	0	0	313	0	172	0
1700016H13Rik	69.285714	0	0	0	0	0	156	329	0
Sgta	69.142857	0	0	0	0	0	196	288	0
Saal1	69.142857	0	0	0	0	0	110	374	0
Neil2	69.142857	0	0	0	0	99	0	385	0
Gm11837	69.142857	0	0	0	0	316	0	168	0
Cpn2	69.142857	0	0	0	0	228	0	256	0
Zfp36l2	69.0	0	0	0	0	307	0	176	0
Slc26a10	69.0	0	0	0	0	164	0	319	0
Noc2l	69.0	0	0	0	0	98	117	268	0
Klhl17	69.0	0	0	0	0	98	117	268	0
Dpy19l3	69.0	0	0	0	0	166	0	317	0
Nanos1	68.857143	0	0	0	0	322	0	160	0
Lyn	68.857143	0	0	0	0	168	0	314	0
Gnat1	68.857143	0	0	0	0	194	0	288	0
Cyth2	68.857143	0	0	0	0	121	0	361	0
Tmem51	68.571429	0	0	0	0	0	79	401	0
Tmem154	68.571429	0	0	0	0	231	0	249	0
Ltbp2	68.571429	0	0	0	0	0	262	218	0
Hmgn2	68.571429	0	0	0	0	132	0	348	0
Vstm2a	68.428571	0	0	0	0	167	116	196	0
Card6	68.428571	0	0	0	0	156	0	323	0
Uaca	68.285714	0	0	0	0	215	0	263	0
Olfr470	68.285714	0	0	0	0	303	0	175	0
Apoe	68.285714	0	0	0	0	0	0	478	0
Pifo	68.142857	0	0	0	0	313	0	164	0
Tbc1d17	68.0	0	0	0	0	197	0	279	0
Sema4d	68.0	0	0	0	0	170	0	306	0
Nptn	68.0	0	0	0	0	228	0	248	0
Gnao1	68.0	0	0	0	0	175	0	301	0
Cln5	68.0	0	0	0	0	0	110	366	0
Zfp946	67.857143	0	0	0	0	168	0	307	0
Stxbp5	67.857143	0	0	0	0	215	0	260	0
Nbl1	67.857143	0	0	0	0	158	153	164	0
Mob4	67.857143	0	0	0	0	0	154	321	0
Mdm1	67.857143	0	0	0	0	215	0	260	0
Kat2b	67.857143	0	0	0	0	0	0	475	0
Casc3	67.857143	0	0	0	0	0	155	320	0
Rem1	67.714286	0	0	0	0	235	0	239	0
Prss36	67.714286	0	0	0	0	198	96	180	0
Polr1d	67.714286	0	0	0	0	90	0	384	0
Lnx2	67.714286	0	0	0	0	90	0	384	0
Defb25	67.714286	0	0	0	0	235	0	239	0
Gipc1	67.571429	0	0	0	0	268	0	205	0
Cxadr	67.571429	0	0	0	0	130	76	267	0
Cnksr3	67.571429	0	0	0	0	124	0	349	0
Zbtb41	67.428571	0	0	0	0	0	154	318	0
Sgms1	67.428571	0	0	0	0	176	0	296	0
Prmt8	67.428571	0	0	0	0	0	0	472	0
Nfe2l3	67.428571	0	0	0	0	0	0	472	0
Zfp267	67.285714	0	0	0	0	156	0	315	0
Etfrf1	67.285714	135	0	0	0	0	0	336	0
Casc1	67.285714	135	0	0	0	0	0	336	0
Shmt2	67.142857	0	0	0	0	144	0	326	0
Guk1	67.142857	0	0	0	0	0	209	261	0
Cracr2a	67.142857	0	0	0	0	92	121	257	0
Map3k20	67.0	0	0	0	0	123	108	238	0
Hk1	67.0	0	0	0	0	356	0	113	0
Ddx59	67.0	80	0	0	0	0	0	389	0
Cyp21a1	67.0	0	0	0	0	269	0	200	0
Atp1b3	67.0	0	0	0	0	88	0	381	0
Usp16	66.857143	0	0	0	0	0	110	358	0
Scfd2	66.857143	0	0	0	0	0	0	468	0
Rbfox2	66.857143	0	0	0	0	139	0	329	0
Pik3ca	66.857143	0	0	0	0	272	0	196	0
Fip1l1	66.857143	0	0	0	0	0	0	468	0
Chac2	66.857143	0	0	0	0	0	155	313	0
Srsf5	66.714286	0	0	0	0	159	0	308	0
Rnf130	66.714286	0	0	0	0	0	182	285	0
Mpp2	66.714286	149	0	0	0	193	0	125	0
Herpud2	66.571429	0	0	0	0	98	110	258	0
Tram2	66.428571	0	0	0	0	237	0	228	0
Otub1	66.428571	90	0	0	0	0	0	375	0
Traf6	66.285714	0	0	0	0	134	0	330	0
Tbkbp1	66.285714	0	0	0	0	113	0	351	0
Rock2	66.285714	134	0	0	0	0	0	330	0
Gabbr1	66.285714	0	0	0	0	201	0	263	0
Ftcd	66.285714	0	0	0	0	156	0	308	0
Zfp593	66.142857	0	0	0	0	132	0	331	0
Pde9a	66.142857	0	0	0	0	180	0	283	0
Idi1	66.142857	0	0	0	0	215	0	248	0
Cyfip2	66.142857	0	0	0	0	215	0	248	0
Tex261	66.0	84	0	0	0	0	0	378	0
Mtfr1l	66.0	0	0	0	0	181	0	281	0
Mpp5	66.0	0	0	0	0	123	106	233	0
Dgkh	66.0	0	0	0	0	0	83	379	0
Ubp1	65.857143	0	0	0	0	149	0	312	0
Tbc1d10c	65.857143	0	0	0	0	157	0	304	0
Spef1l	65.857143	0	0	0	0	159	0	302	0
Ppp1ca	65.857143	0	0	0	0	157	0	304	0
Oser1	65.857143	0	0	0	0	0	102	359	0
Lrif1	65.857143	0	0	0	0	63	0	398	0
Ss18l1	65.714286	0	0	0	0	180	0	280	0
Runx3	65.714286	0	0	0	0	145	0	315	0
Reep4	65.714286	0	0	0	0	163	0	297	0
Psma7	65.714286	0	0	0	0	180	0	280	0
Usp32	65.571429	0	0	0	0	0	0	459	0
Mbd3	65.571429	0	0	0	0	250	0	209	0
Zfp712	65.428571	0	0	0	0	0	0	458	0
Smim40	65.428571	0	0	0	0	174	0	284	0
Rusf1	65.428571	0	0	0	0	181	0	277	0
Phf10	65.428571	118	0	0	0	0	0	340	0
Fignl1	65.428571	0	0	0	0	180	0	278	0
Daxx	65.428571	0	0	0	0	174	0	284	0
Clca4a	65.428571	0	0	0	0	277	0	181	0
Fos	65.285714	0	0	0	0	239	0	218	0
Kctd1	65.142857	0	0	0	0	176	0	280	0
Gm4981	65.142857	104	0	0	0	0	148	204	0
Emc7	65.142857	0	0	0	0	156	132	168	0
Dux	65.142857	104	0	0	0	0	148	204	0
Lrp4	65.0	0	0	0	0	318	0	137	0
Tigar	64.857143	0	0	0	0	0	0	454	0
Tfap2d	64.857143	0	0	0	0	327	0	127	0
Nudt8	64.857143	0	0	0	0	0	121	333	0
Gm12258	64.857143	0	0	0	0	120	0	334	0
Doc2g	64.857143	0	0	0	0	0	121	333	0
Dcaf11	64.857143	0	0	0	0	159	0	295	0
Nkx1-1	64.714286	0	0	0	0	273	0	180	0
Taf1c	64.571429	0	0	0	0	0	81	371	0
Ntn1	64.571429	0	0	0	0	233	0	219	0
Abcb4	64.571429	0	0	0	0	176	0	276	0
Usp19	64.428571	0	0	0	0	67	0	384	0
Rrm2b	64.428571	0	0	0	0	160	0	291	0
Efnb3	64.428571	0	0	0	0	250	0	201	0
Arhgap17	64.428571	0	0	0	0	118	0	333	0
Tmem87a	64.285714	0	0	0	0	0	153	297	0
Samd1	64.285714	0	0	0	0	229	96	125	0
S100a13	64.285714	0	0	0	0	0	0	450	0
S100a1	64.285714	0	0	0	0	0	0	450	0
Ranbp2	64.285714	0	0	0	0	172	0	278	0
Ganc	64.285714	0	0	0	0	0	153	297	0
Chtop	64.285714	0	0	0	0	0	0	450	0
Camk1d	64.285714	0	0	0	0	158	0	292	0
Apol11a	64.285714	0	0	0	0	90	146	214	0
Ncaph2	64.142857	0	0	0	0	0	0	449	0
Mcu	64.142857	0	0	0	0	0	0	449	0
Lmf2	64.142857	0	0	0	0	0	0	449	0
Fam71e2	64.142857	0	0	0	0	176	0	273	0
Ikbkb	64.0	0	0	0	0	0	0	448	0
Zranb2	63.857143	0	0	0	0	168	78	201	0
Tbcd	63.857143	0	0	0	0	0	0	447	0
Lca5l	63.857143	127	0	0	0	119	0	201	0
Kifc3	63.857143	0	0	0	0	226	0	221	0
Has3	63.857143	0	0	0	0	206	0	241	0
Csnk2a1	63.857143	0	0	0	0	259	0	188	0
Nr4a2	63.714286	0	0	0	0	133	142	171	0
Lrriq4	63.714286	0	0	0	0	0	0	446	0
Lrrc34	63.714286	0	0	0	0	0	0	446	0
Chrnb1	63.714286	0	0	0	0	192	0	254	0
Rere	63.571429	0	0	0	0	175	0	270	0
Hp1bp3	63.571429	0	0	0	0	226	0	219	0
Fabp3	63.571429	0	0	0	0	0	0	445	0
Ctnna3	63.571429	0	0	0	0	143	0	302	0
Zswim5	63.428571	0	0	0	0	0	143	301	0
Top1mt	63.428571	0	0	0	0	0	93	351	0
Tmem126b	63.428571	0	0	0	0	145	0	299	0
Mak16	63.428571	0	0	0	0	0	0	444	0
Zkscan5	63.285714	0	0	0	0	201	0	242	0
Zkscan14	63.285714	0	0	0	0	201	0	242	0
Trim8	63.285714	0	0	0	0	208	0	235	0
Tnfaip3	63.285714	0	0	0	0	0	161	282	0
Gbx1	63.285714	0	0	0	0	226	0	217	0
Fhod3	63.285714	0	0	0	0	253	0	190	0
Podn	63.142857	0	0	0	0	292	0	150	0
Gm1123	63.142857	0	0	0	0	179	0	263	0
Tlcd4	63.0	0	0	0	0	234	0	207	0
Rasal2	63.0	0	0	0	0	168	185	88	0
Nabp1	63.0	0	0	0	0	0	121	320	0
D2hgdh	63.0	134	0	0	0	0	0	307	0
Whamm	62.857143	0	0	0	0	160	0	280	0
Igsf1	62.857143	0	0	0	0	156	0	284	0
Fsd2	62.857143	0	0	0	0	160	0	280	0
Zfp791	62.714286	0	0	0	0	168	0	271	0
Rin1	62.714286	0	0	0	0	226	0	213	0
Ldhd	62.714286	0	0	0	0	172	0	267	0
Elof1	62.714286	0	0	0	0	116	0	323	0
Dph7	62.714286	0	0	0	0	0	79	360	0
Bmpr1b	62.714286	0	0	0	0	303	0	136	0
Aadacl2fm1	62.714286	0	0	0	0	215	224	0	0
Noc3l	62.571429	0	0	0	0	134	0	304	0
Ifnar1	62.571429	0	0	0	0	0	122	316	0
Dnajc21	62.571429	0	0	0	0	227	0	211	0
Trim62	62.428571	0	0	0	0	0	0	437	0
Tmprss9	62.428571	0	0	0	0	239	0	198	0
Rasgrf1	62.428571	0	0	0	0	0	164	273	0
Qrich1	62.428571	0	0	0	0	193	0	244	0
Ace	62.428571	0	0	0	0	224	0	213	0
Polr2m	62.285714	0	0	0	0	180	0	256	0
Tmem184a	62.142857	0	0	0	0	185	0	250	0
Septin6	62.142857	0	0	0	0	134	0	301	0
Ptpn12	62.142857	0	0	0	0	179	0	256	0
Mtcl1	62.142857	0	0	0	0	173	0	262	0
Gjc1	62.142857	0	0	0	0	154	0	281	0
Galnt2	62.142857	0	0	0	0	140	0	295	0
Fig4	62.142857	0	0	0	0	137	0	298	0
Ak9	62.142857	0	0	0	0	137	0	298	0
Rbm25	62.0	0	0	0	0	0	0	434	0
Myrf	62.0	0	0	0	0	0	133	301	0
Csnk1g1	62.0	99	0	0	0	123	0	212	0
Usp43	61.857143	0	0	0	0	179	0	254	0
Rrp1	61.857143	0	0	0	0	117	0	316	0
Mrps22	61.857143	0	0	0	0	0	0	433	0
Grik4	61.857143	0	0	0	0	0	77	356	0
E130311K13Rik	61.857143	0	0	0	0	112	0	321	0
Zbtb34	61.714286	0	0	0	0	136	0	296	0
Tmed5	61.714286	0	0	0	0	0	0	432	0
Spsb2	61.714286	0	0	0	0	181	0	251	0
P2rx2	61.714286	0	0	0	0	256	0	176	0
Lrcol1	61.714286	0	0	0	0	256	0	176	0
Kmt5b	61.714286	0	0	0	0	151	0	281	0
Ccdc18	61.714286	0	0	0	0	0	0	432	0
Actg1	61.714286	0	0	0	0	98	111	223	0
Prrt2	61.571429	0	0	0	0	222	0	209	0
Prkce	61.571429	0	0	0	0	130	0	301	0
Pagr1a	61.571429	0	0	0	0	222	0	209	0
Nfkb2	61.571429	0	0	0	0	101	0	330	0
Lrch3	61.571429	0	0	0	0	156	0	275	0
Trim25	61.428571	0	0	0	0	0	147	283	0
Tmem143	61.428571	0	0	0	0	0	129	301	0
Syngr4	61.428571	0	0	0	0	0	129	301	0
Riox1	61.428571	0	0	0	0	305	0	125	0
Dcp1b	61.428571	0	0	0	0	123	188	119	0
Cd14	61.428571	0	0	0	0	149	0	281	0
Pon3	61.285714	0	0	0	0	123	0	306	0
Rab11b	61.142857	122	0	0	0	0	0	306	0
Polq	61.142857	0	0	0	0	191	0	237	0
Abcd4	61.142857	0	0	0	0	152	0	276	0
Vsig2	61.0	0	0	0	0	0	0	427	0
Trpm3	61.0	0	0	0	0	227	0	200	0
Htra4	61.0	0	0	0	0	221	0	206	0
Clcn7	61.0	0	0	0	0	0	0	427	0
Qtrt1	60.857143	0	0	0	0	0	185	241	0
Bfsp1	60.857143	0	0	0	0	0	100	326	0
9130401M01Rik	60.857143	0	0	0	0	70	109	247	0
Tbl1xr1	60.714286	0	0	0	0	0	109	316	0
Spred1	60.714286	0	0	0	0	116	0	309	0
Pomk	60.714286	0	0	0	0	124	0	301	0
Itpripl1	60.714286	0	0	0	0	149	0	276	0
Gm829	60.714286	0	0	0	0	265	0	160	0
Saraf	60.571429	0	0	0	0	90	0	334	0
Pam16	60.571429	0	0	0	0	164	0	260	0
Lmtk2	60.571429	0	0	0	0	172	0	252	0
Vmn2r102	60.428571	0	131	182	110	0	0	0	0
Nt5dc3	60.428571	0	0	0	0	125	0	298	0
Nhsl1	60.428571	0	0	0	0	171	0	252	0
Ltv1	60.285714	0	0	0	0	0	0	422	0
Srek1	60.142857	0	0	0	0	0	0	421	0
Rsl1	60.142857	92	0	0	0	0	0	329	0
Kmt2a	60.142857	0	0	0	0	0	132	289	0
Fgd5	60.142857	0	0	0	0	0	0	421	0
Upp1	60.0	0	0	0	0	159	0	261	0
Rad51	60.0	0	0	0	0	107	0	313	0
Pofut1	60.0	0	0	0	0	0	0	420	0
Plagl2	60.0	0	0	0	0	0	0	420	0
Pdia5	60.0	0	0	0	0	0	181	239	0
Hnrnpd	60.0	0	0	0	0	0	107	313	0
Fgf1	60.0	0	0	0	0	0	0	420	0
Zfp958	59.857143	0	0	0	0	147	0	272	0
Fam13b	59.857143	0	0	0	0	97	0	322	0
Dram2	59.857143	0	0	0	0	252	0	167	0
Cept1	59.857143	0	0	0	0	252	0	167	0
Yipf3	59.714286	0	0	0	0	0	0	418	0
Srbd1	59.714286	0	0	0	0	0	110	308	0
Polr1c	59.714286	0	0	0	0	0	0	418	0
Grk5	59.714286	0	0	0	0	113	90	215	0
Ap3m1	59.571429	0	0	0	0	185	0	232	0
Adk	59.571429	0	0	0	0	185	0	232	0
Sec63	59.428571	0	0	0	0	0	0	416	0
Pgd	59.428571	0	0	0	0	153	0	263	0
Lrrc66	59.428571	0	0	0	0	123	0	293	0
Dtx3	59.428571	0	0	0	0	315	0	101	0
