Target_genes	Egr2|Average	SRX270569|CD4+_T_cells	SRX270570|CD4+_T_cells	SRX6491107|CD8+_T_cells	SRX122432|Dendritic_Cells	SRX122433|Dendritic_Cells	SRX122434|Dendritic_Cells	SRX122435|Dendritic_Cells	SRX8379010|Macrophages	SRX8379011|Macrophages	SRX8379012|Macrophages	SRX8379013|Macrophages	SRX8379014|Macrophages	SRX8379015|Macrophages	SRX9311757|Macrophages	SRX9311758|Macrophages	SRX9311759|Macrophages	SRX9311760|Macrophages	SRX9311761|Macrophages	SRX9311762|Macrophages	SRX9311763|Macrophages	SRX9311764|Macrophages	SRX9311765|Macrophages	SRX9311766|Macrophages	SRX9311767|Macrophages	SRX9311768|Macrophages	SRX9311769|Macrophages	SRX9311770|Macrophages	SRX9311771|Macrophages	SRX9311772|Macrophages	SRX9311773|Macrophages	SRX9311774|Macrophages	SRX9311775|Macrophages	SRX9311776|Macrophages	SRX9311777|Macrophages	SRX9311778|Macrophages	SRX9311779|Macrophages	SRX9311780|Macrophages	SRX110637|Natural_Killer_T-Cells	SRX110636|Thymocytes	SRX329255|T_cells	SRX329256|T_cells	SRX329257|T_cells	STRING
Anp32b	147.238095	547	511	0	0	0	0	0	0	0	0	0	93	281	225	202	0	0	142	136	691	369	188	0	886	0	123	0	715	0	0	0	180	0	0	0	748	147	0	0	0	0	0	0
Vps13c	147.166667	481	258	0	0	0	0	0	0	0	0	0	223	0	166	312	0	111	0	351	817	518	118	0	352	0	480	0	730	0	0	0	159	0	0	0	947	158	0	0	0	0	0	0
Crem	147.119048	1387	1989	0	0	0	0	0	0	0	0	0	0	0	178	106	0	161	0	600	607	164	186	0	218	0	96	0	275	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0
Smg9	147.071429	1289	1356	0	0	0	0	0	0	0	0	0	156	0	323	187	0	424	135	481	435	349	263	0	366	0	0	0	152	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0
Upf2	147.0	503	735	137	0	0	0	0	0	0	0	0	194	111	273	198	0	145	209	411	549	200	321	0	533	0	199	0	516	0	0	0	115	0	0	0	700	125	0	0	0	0	0	0
Pgpep1	146.952381	1571	587	0	0	0	0	0	0	0	0	0	95	0	461	209	102	396	90	441	580	284	289	0	296	0	146	0	316	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0
Usp49	146.928571	358	484	0	0	0	0	0	0	0	0	0	155	0	411	125	0	180	265	314	963	382	448	0	615	0	252	0	708	0	0	0	158	0	0	0	353	0	0	0	0	0	0	0
Klf7	146.928571	624	577	0	0	0	0	0	0	0	0	0	0	0	709	211	160	510	147	253	1128	367	234	0	435	0	178	0	295	0	0	0	164	0	0	0	179	0	0	0	0	0	0	0
Eno1	146.928571	425	1084	0	0	0	0	0	0	0	0	0	131	0	427	298	71	281	152	765	687	258	281	0	335	0	186	0	284	0	0	0	0	0	96	0	410	0	0	0	0	0	0	0
Arhgef4	146.928571	974	551	0	0	0	0	0	0	0	0	0	102	173	366	173	133	279	128	748	719	281	204	0	305	0	169	0	392	0	0	0	0	0	90	0	384	0	0	0	0	0	0	0
Tm9sf2	146.904762	460	173	0	0	0	0	0	0	0	0	0	103	0	274	232	141	335	172	822	779	411	326	0	766	0	374	0	645	0	0	0	87	0	0	0	70	0	0	0	0	0	0	0
Rasgef1a	146.904762	518	171	0	0	0	0	0	0	0	0	0	0	0	341	210	0	329	114	785	724	438	469	181	553	149	426	0	552	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0
Tspan4	146.857143	262	151	140	0	0	0	0	0	0	0	0	0	157	262	162	170	310	238	731	453	233	269	0	1017	0	226	0	1282	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Polr2l	146.857143	262	151	140	0	0	0	0	0	0	0	0	0	157	262	162	170	310	238	731	453	233	269	0	1017	0	226	0	1282	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Zfp512	146.833333	864	576	0	0	0	0	0	0	0	0	0	105	0	405	124	0	210	210	639	1117	352	272	0	476	0	154	0	356	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0
Pak4	146.785714	1851	1396	0	0	0	0	0	0	0	0	0	0	188	315	201	0	175	0	399	683	166	164	0	229	0	0	0	230	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0
Zbtb43	146.738095	1387	832	0	0	0	0	0	0	0	126	0	238	0	140	0	0	225	215	337	324	198	332	0	563	0	439	0	349	0	0	0	115	0	0	0	343	0	0	0	0	0	0	0
Lpin1	146.714286	0	0	0	0	0	0	0	0	0	0	0	191	0	783	395	176	369	258	761	1082	367	204	0	231	0	294	0	215	0	0	0	129	0	283	0	268	156	0	0	0	0	0	0
Cdh1	146.714286	0	0	0	0	0	0	0	0	0	0	0	0	180	337	252	0	0	0	671	866	311	0	0	1112	0	371	0	1213	0	0	0	112	0	0	0	737	0	0	0	0	0	0	0
Utp14b	146.690476	524	462	0	0	0	0	0	0	0	0	0	219	0	196	0	102	104	153	288	585	270	279	0	1010	0	243	0	828	0	0	0	198	0	0	0	612	88	0	0	0	0	0	0
Acsl3	146.690476	524	462	0	0	0	0	0	0	0	0	0	219	0	196	0	102	104	153	288	585	270	279	0	1010	0	243	0	828	0	0	0	198	0	0	0	612	88	0	0	0	0	0	0
Rock2	146.666667	838	799	0	0	0	0	0	0	0	0	0	172	0	261	108	184	227	157	584	450	165	209	0	549	0	204	0	643	0	0	0	0	0	124	0	392	94	0	0	0	0	0	0
Mdk	146.666667	0	0	0	0	0	0	0	0	0	0	0	0	266	611	186	149	299	121	792	1277	498	189	0	535	0	132	0	550	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0
Vdr	146.571429	299	243	0	0	0	0	0	0	0	0	0	0	258	366	309	0	213	0	790	644	253	232	0	691	0	365	0	899	0	0	0	112	0	0	0	482	0	0	0	0	0	0	0
Psmd8	146.547619	935	920	0	0	0	0	0	0	0	0	0	0	0	610	267	0	337	218	531	1050	252	108	0	159	0	0	0	251	0	0	0	0	0	0	0	418	99	0	0	0	0	0	0
Med20	146.52381	1532	1229	0	0	0	0	0	0	0	0	0	0	0	399	161	0	320	0	611	983	195	238	0	195	0	133	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20517	146.52381	1532	1229	0	0	0	0	0	0	0	0	0	0	0	399	161	0	320	0	611	983	195	238	0	195	0	133	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bysl	146.52381	1532	1229	0	0	0	0	0	0	0	0	0	0	0	399	161	0	320	0	611	983	195	238	0	195	0	133	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn1	146.47619	288	359	0	0	0	0	0	0	0	0	0	84	122	221	332	0	103	0	78	744	554	160	0	943	112	322	0	554	0	0	0	154	0	0	0	885	137	0	0	0	0	0	0
Tuft1	146.357143	1052	753	0	0	0	0	0	0	0	0	0	0	0	495	137	0	303	154	423	1047	274	498	0	232	0	0	0	275	0	0	0	162	0	0	0	342	0	0	0	0	0	0	0
Cd82	146.333333	1080	893	0	0	0	0	0	0	0	0	0	0	0	114	178	0	285	0	765	564	315	384	0	383	0	163	0	661	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0
Trnt1	146.261905	1358	973	0	0	0	0	0	0	0	0	0	121	0	507	145	0	187	0	527	801	356	272	0	241	0	124	0	207	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0
Preb	146.261905	1538	913	0	0	0	0	0	0	0	88	0	0	0	278	230	0	221	74	559	666	334	219	0	309	0	205	0	277	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0
Slc22a5	146.238095	547	585	0	0	0	0	0	0	0	0	0	84	0	341	256	0	161	0	244	930	521	328	0	524	0	243	0	604	0	103	0	108	0	0	0	439	124	0	0	0	0	0	0
Cnnm4	146.238095	196	222	0	0	0	0	0	0	0	0	0	0	127	346	225	0	290	183	662	1044	411	252	0	481	0	183	0	362	0	0	0	99	0	99	0	680	280	0	0	0	0	0	0
Abhd17a	146.238095	853	752	0	0	0	0	0	0	0	0	0	0	0	495	199	93	317	173	665	1035	271	187	0	283	0	204	0	303	0	0	0	0	0	157	0	155	0	0	0	0	0	0	0
Tpi1	146.190476	207	0	0	0	0	0	0	0	0	0	0	0	0	728	326	0	484	165	805	1197	290	306	0	329	0	195	0	391	0	0	0	0	0	123	0	388	206	0	0	0	0	0	0
Ranbp3	146.190476	488	624	0	0	0	0	0	0	0	0	0	133	200	425	131	0	266	193	589	885	292	210	0	462	0	225	0	551	0	0	0	91	0	0	0	375	0	0	0	0	0	0	0
2510009E07Rik	146.166667	0	0	0	0	0	0	0	0	0	0	0	0	149	316	219	0	210	227	468	978	254	335	0	848	0	422	0	988	0	0	0	0	0	0	0	589	136	0	0	0	0	0	0
Fbxl17	146.119048	1416	715	0	0	0	0	0	0	0	0	0	0	0	253	179	0	0	0	265	586	259	178	0	773	0	233	0	504	0	0	0	0	0	120	0	541	115	0	0	0	0	0	0
Slc35b1	146.071429	285	254	187	0	0	0	0	0	0	0	0	201	290	400	160	0	134	150	373	1010	159	352	0	904	0	233	0	715	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Tmod1	146.0	0	0	0	0	0	0	0	0	0	0	0	207	0	351	263	0	130	162	375	865	440	407	0	948	0	291	0	915	0	0	0	174	0	0	0	604	0	0	0	0	0	0	0
Brpf3	146.0	299	559	0	0	0	0	0	0	0	0	0	141	0	173	176	0	0	217	254	379	311	226	0	904	167	145	0	774	0	107	0	316	0	0	0	826	158	0	0	0	0	0	0
Lrrk2	145.97619	0	0	0	0	0	0	0	0	0	0	0	0	101	655	304	179	348	166	448	1136	274	336	0	546	0	214	0	498	0	0	0	0	0	98	0	682	146	0	0	0	0	0	0
Orai2	145.833333	1386	1160	0	0	0	0	0	0	0	0	0	173	0	161	299	0	153	0	721	276	374	189	0	422	0	160	0	452	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0
Chd9	145.833333	1340	1167	0	0	0	0	0	0	0	0	0	0	214	257	101	0	214	0	501	390	153	157	0	395	0	118	0	421	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0
Ndufb6	145.809524	1833	1327	0	0	0	0	0	0	0	0	0	0	0	367	115	0	241	0	278	859	173	197	0	297	0	0	0	264	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
Tmem266	145.785714	0	154	0	0	0	0	0	0	0	0	0	176	0	239	198	0	185	124	189	767	613	271	0	829	159	198	0	677	0	0	0	145	0	168	0	892	139	0	0	0	0	0	0
Rmi1	145.761905	482	602	0	0	0	0	0	0	0	0	0	113	100	374	221	0	211	207	410	795	231	212	0	646	0	221	0	543	0	0	0	198	0	96	0	460	0	0	0	0	0	0	0
Hnrnpk	145.761905	482	602	0	0	0	0	0	0	0	0	0	113	100	374	221	0	211	207	410	795	231	212	0	646	0	221	0	543	0	0	0	198	0	96	0	460	0	0	0	0	0	0	0
Pter	145.738095	594	520	0	0	0	0	0	0	0	0	0	0	229	381	218	0	315	0	940	781	308	317	0	393	0	163	0	475	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0
Anp32e	145.738095	981	956	0	0	0	0	0	0	0	0	0	142	0	102	0	0	0	0	184	327	152	288	0	700	0	215	0	724	0	0	0	231	0	114	0	790	215	0	0	0	0	0	0
Atr	145.666667	1471	1253	78	0	0	0	0	0	0	0	0	0	0	326	105	0	227	147	405	1030	246	133	0	222	0	120	0	158	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0
1700065D16Rik	145.666667	1471	1253	78	0	0	0	0	0	0	0	0	0	0	326	105	0	227	147	405	1030	246	133	0	222	0	120	0	158	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0
Thap7	145.5	1065	1237	0	0	0	0	0	0	0	0	0	81	0	248	121	0	149	66	631	581	213	158	0	481	0	138	0	514	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0
Eif1ad	145.5	2483	1006	0	0	0	0	0	0	0	104	0	290	0	282	156	0	103	0	462	494	172	0	0	113	0	0	0	110	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Banf1	145.5	2483	1006	0	0	0	0	0	0	0	104	0	290	0	282	156	0	103	0	462	494	172	0	0	113	0	0	0	110	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0
Tmem198	145.452381	1362	1187	0	0	0	0	0	0	0	0	0	0	0	320	146	0	229	0	363	554	374	228	0	470	0	217	0	358	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0
Chpf	145.452381	1362	1187	0	0	0	0	0	0	0	0	0	0	0	320	146	0	229	0	363	554	374	228	0	470	0	217	0	358	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0
Uqcrq	145.404762	1170	1522	0	0	0	0	0	0	0	0	0	114	0	199	0	0	172	0	425	977	263	87	0	575	0	0	0	369	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0
Lrrc57	145.404762	1579	1117	0	0	0	0	0	0	0	171	0	202	0	251	145	136	260	0	379	407	191	244	0	254	0	150	0	243	0	0	0	0	0	74	0	304	0	0	0	0	0	0	0
Haus2	145.404762	1579	1117	0	0	0	0	0	0	0	171	0	202	0	251	145	136	260	0	379	407	191	244	0	254	0	150	0	243	0	0	0	0	0	74	0	304	0	0	0	0	0	0	0
Gdf9	145.404762	1170	1522	0	0	0	0	0	0	0	0	0	114	0	199	0	0	172	0	425	977	263	87	0	575	0	0	0	369	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0
Zdhhc2	145.357143	332	406	0	0	0	0	0	0	0	0	0	0	0	0	258	0	184	147	0	280	309	567	0	1036	0	495	0	1058	0	0	0	320	0	175	0	538	0	0	0	0	0	0	0
Id3	145.285714	559	168	0	0	0	0	0	0	0	0	0	0	0	684	199	0	327	0	766	1658	446	338	0	240	0	144	0	271	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0
9930021J03Rik	145.119048	924	752	0	0	0	0	0	0	0	0	0	215	0	220	101	0	182	116	297	528	282	289	0	580	0	237	0	865	0	0	0	107	0	0	0	400	0	0	0	0	0	0	0
Phf20l1	145.071429	324	409	0	0	0	0	0	0	0	0	0	132	163	484	457	0	0	0	0	992	643	407	0	719	0	336	0	624	0	0	0	163	0	0	0	240	0	0	0	0	0	0	0
Arhgap21	144.97619	407	622	0	0	0	0	0	0	0	0	0	0	144	422	280	0	246	208	467	767	369	189	0	439	0	148	0	532	0	0	0	0	0	0	0	711	138	0	0	0	0	0	0
Nek6	144.952381	793	1525	0	0	0	0	0	0	0	0	0	155	0	473	0	0	0	198	362	653	186	148	0	556	0	105	0	428	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0
Taf3	144.880952	359	517	0	0	0	0	0	0	0	0	0	0	0	159	493	0	444	155	1040	258	535	361	136	518	0	525	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv3	144.880952	1017	1091	0	0	0	0	0	0	0	0	0	0	0	469	168	0	183	142	419	932	319	169	0	341	0	147	0	289	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0
Armc8	144.880952	1617	1502	0	0	0	0	0	0	0	0	0	79	0	292	146	0	145	0	438	763	206	223	0	270	0	0	0	196	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Nrep	144.833333	422	297	0	0	0	0	0	0	0	0	0	151	0	0	205	136	217	137	631	760	348	254	0	699	0	364	0	918	0	0	0	431	0	0	0	113	0	0	0	0	0	0	0
Birc6	144.785714	790	579	0	0	0	0	0	0	0	0	0	0	143	349	159	115	308	107	641	929	321	167	0	373	0	0	0	497	0	0	0	0	0	0	0	490	113	0	0	0	0	0	0
Anxa7	144.738095	809	491	0	0	0	0	0	0	0	0	0	105	0	554	178	150	241	131	636	863	221	273	158	395	0	179	0	287	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0
Spsb4	144.714286	343	194	0	0	0	0	0	0	0	0	0	116	86	704	376	0	392	107	817	861	342	182	0	347	0	0	0	327	0	0	0	0	0	478	0	406	0	0	0	0	0	0	0
Grn	144.714286	1124	288	0	0	0	0	0	0	0	0	0	147	133	512	230	0	179	284	597	697	352	279	0	452	80	149	0	367	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Wif1	144.690476	1855	1141	0	0	0	0	0	0	0	0	0	121	0	207	137	0	233	0	341	706	266	277	0	234	0	0	0	272	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0
Gpr137	144.690476	794	664	0	0	0	0	0	208	0	274	0	167	122	397	167	102	196	161	497	504	205	215	0	441	0	88	0	375	0	0	0	0	0	124	0	376	0	0	0	0	0	0	0
Bad	144.690476	794	664	0	0	0	0	0	208	0	274	0	167	122	397	167	102	196	161	497	504	205	215	0	441	0	88	0	375	0	0	0	0	0	124	0	376	0	0	0	0	0	0	0
Rpl10	144.642857	368	255	0	0	0	0	0	0	0	0	0	0	0	634	254	219	325	262	666	1182	198	352	0	372	0	174	0	212	0	0	0	146	0	0	0	325	131	0	0	0	0	0	0
Nprl3	144.642857	786	866	0	0	0	0	0	0	0	0	0	96	0	624	267	0	226	197	312	773	387	198	0	437	0	141	0	353	0	0	0	125	0	0	0	287	0	0	0	0	0	0	0
Heatr6	144.619048	945	1013	0	0	0	0	0	0	0	0	0	190	0	200	74	0	118	107	369	689	175	202	0	279	0	206	0	574	0	0	0	124	0	0	0	660	149	0	0	0	0	0	0
Rpl7	144.547619	267	606	0	0	0	0	0	0	0	0	0	132	0	270	150	146	157	186	267	687	278	274	0	600	0	235	0	932	0	0	0	225	0	0	0	595	64	0	0	0	0	0	0
Rdh10	144.547619	267	606	0	0	0	0	0	0	0	0	0	132	0	270	150	146	157	186	267	687	278	274	0	600	0	235	0	932	0	0	0	225	0	0	0	595	64	0	0	0	0	0	0
Bclaf1	144.5	1360	936	0	0	0	0	0	0	0	0	0	0	0	676	104	0	241	113	591	849	280	183	0	293	0	0	0	256	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0
Spata25	144.428571	222	310	0	0	0	0	0	0	0	0	0	182	0	657	264	85	272	228	558	677	286	462	0	499	0	228	0	401	0	0	0	0	0	140	0	497	98	0	0	0	0	0	0
Neurl2	144.428571	222	310	0	0	0	0	0	0	0	0	0	182	0	657	264	85	272	228	558	677	286	462	0	499	0	228	0	401	0	0	0	0	0	140	0	497	98	0	0	0	0	0	0
Ctsa	144.428571	222	310	0	0	0	0	0	0	0	0	0	182	0	657	264	85	272	228	558	677	286	462	0	499	0	228	0	401	0	0	0	0	0	140	0	497	98	0	0	0	0	0	0
Wipf2	144.380952	1535	1415	0	0	0	0	0	0	0	0	0	0	0	326	106	0	248	155	342	673	307	204	0	232	0	0	0	233	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0
Daam1	144.357143	349	211	0	0	0	0	0	0	0	0	0	0	0	780	669	0	609	138	1052	846	400	231	0	230	0	151	0	170	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0
Czib	144.357143	931	895	0	0	0	0	0	0	0	0	0	0	0	510	189	0	195	125	550	854	251	205	0	361	0	151	0	411	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0
Ifitm10	144.285714	275	314	0	0	0	0	0	0	0	0	0	0	147	0	410	0	181	0	140	966	785	118	0	597	0	198	0	753	0	0	0	204	0	0	0	811	161	0	0	0	0	0	0
Uhrf2	144.238095	524	1008	0	0	0	0	0	0	0	0	0	108	0	450	210	111	284	0	571	980	261	321	0	449	0	183	0	344	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0
Eprs	144.166667	792	1075	117	0	0	0	0	0	0	0	0	200	0	298	128	0	160	125	279	452	276	425	0	542	0	196	0	561	0	0	0	117	0	0	0	312	0	0	0	0	0	0	0
Rab8b	144.142857	714	1216	0	0	0	0	0	0	0	0	0	0	0	320	165	0	310	127	300	1154	229	236	0	341	0	0	0	341	0	0	0	0	0	0	0	486	115	0	0	0	0	0	0
Pgm1	144.119048	1110	703	0	0	0	0	0	0	0	0	0	118	0	401	151	0	304	96	660	661	238	245	0	478	0	213	0	299	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0
Adprhl2	144.119048	714	1646	0	0	0	0	0	0	0	0	0	95	0	398	119	0	187	0	579	824	259	232	0	373	0	90	0	330	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Rnf180	144.095238	0	0	0	0	0	0	0	0	0	166	0	208	0	465	227	158	205	0	233	561	279	473	0	752	0	466	0	638	0	0	0	0	0	362	0	611	248	0	0	0	0	0	0
Adck2	144.095238	1123	946	0	0	0	0	0	0	0	0	0	98	0	525	243	97	174	0	437	826	312	156	0	430	0	198	0	203	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0
Trappc8	144.071429	594	794	0	0	0	0	0	0	0	0	0	0	0	401	184	0	267	124	706	1172	343	117	0	301	0	256	0	265	0	0	0	0	0	0	0	365	162	0	0	0	0	0	0
Sema6b	144.0	1606	1863	0	0	0	0	0	0	0	0	0	0	111	214	0	0	252	87	282	277	187	97	0	303	0	0	0	375	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0
Bloc1s2	143.97619	1440	1034	0	0	0	0	0	0	0	0	0	0	0	228	124	94	107	97	622	297	236	226	0	380	0	221	0	416	0	0	0	110	0	0	0	415	0	0	0	0	0	0	0
Pgap2	143.880952	873	967	0	0	0	0	0	0	0	0	0	139	271	308	147	81	154	114	405	717	309	160	0	376	0	191	0	465	0	0	0	74	0	0	0	292	0	0	0	0	0	0	0
Dnajc11	143.880952	1145	1221	0	0	0	0	0	0	0	0	0	144	0	473	204	0	124	164	221	769	214	282	0	227	0	171	0	217	0	0	0	94	0	0	0	373	0	0	0	0	0	0	0
Ddb2	143.880952	379	511	0	0	0	0	0	0	0	0	0	0	0	535	315	0	412	231	804	1296	330	394	0	377	0	138	0	216	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Eif4enif1	143.857143	513	1190	75	0	0	0	0	0	0	0	0	0	0	445	263	0	157	0	396	988	363	167	0	577	0	0	0	414	0	0	0	0	0	0	0	382	0	0	0	0	0	112	0
Rab8a	143.809524	959	1362	0	0	0	0	0	0	0	0	0	0	86	313	249	96	387	142	414	840	228	157	0	206	0	195	0	237	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0
Eps15l1	143.738095	990	825	0	0	0	0	0	0	0	0	0	0	0	289	166	110	239	179	665	515	321	295	0	434	0	106	0	528	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0
Ctsz	143.714286	407	467	0	0	0	0	0	0	0	0	0	0	0	512	166	209	287	228	614	1042	246	322	0	478	0	178	0	337	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0
Rps16	143.619048	1124	1168	0	0	0	0	0	0	0	0	0	0	0	385	243	219	250	137	481	598	234	308	0	370	0	0	0	265	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
Tmed10	143.52381	354	841	0	0	0	0	0	0	0	0	0	185	176	247	96	0	216	218	396	642	274	184	0	756	0	255	0	805	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0
Gm34653	143.52381	0	0	0	0	0	0	0	0	0	0	0	0	0	806	377	0	355	0	1100	1534	773	159	0	400	0	160	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw2	143.52381	0	0	0	0	0	0	0	0	0	0	0	0	0	806	377	0	355	0	1100	1534	773	159	0	400	0	160	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapln2	143.452381	1076	794	0	0	0	0	0	0	0	0	0	107	75	345	217	0	306	0	453	812	410	332	0	406	0	271	0	333	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0
Brf1	143.428571	599	531	0	0	0	0	0	0	0	0	0	0	168	390	216	0	427	140	609	1061	310	220	0	369	0	152	0	470	0	0	0	0	0	0	0	262	100	0	0	0	0	0	0
Atg5	143.357143	474	539	0	0	0	0	0	0	0	0	0	132	0	474	178	119	218	202	502	744	273	277	0	426	0	205	0	526	0	0	0	100	0	160	0	472	0	0	0	0	0	0	0
Pink1	143.238095	1007	936	0	0	0	0	0	0	0	0	0	0	0	444	206	0	182	0	465	1032	287	230	0	331	0	178	0	254	0	0	0	0	0	75	0	389	0	0	0	0	0	0	0
Lmbr1	143.238095	602	217	0	0	0	0	0	0	0	0	0	119	0	470	255	0	344	117	743	915	406	476	0	440	0	183	0	281	0	0	0	0	0	126	0	322	0	0	0	0	0	0	0
Tmem191c	143.214286	1245	1201	0	0	0	0	0	0	0	0	0	110	120	316	138	0	0	186	400	455	221	194	0	348	0	207	0	401	0	0	0	0	0	113	0	360	0	0	0	0	0	0	0
Dvl1	143.166667	372	761	0	0	0	0	0	0	0	0	0	0	0	564	358	0	248	0	214	1110	415	264	0	578	0	249	0	432	0	0	0	0	0	110	0	338	0	0	0	0	0	0	0
Vapb	143.119048	409	372	0	0	0	0	0	0	0	0	0	0	0	257	243	188	90	125	337	733	293	248	0	903	0	172	0	687	0	0	0	217	0	0	0	616	121	0	0	0	0	0	0
Il17c	143.095238	232	220	0	0	0	0	0	0	0	0	0	0	0	322	469	0	457	0	1290	334	335	358	0	427	0	346	0	833	0	0	0	179	0	0	0	208	0	0	0	0	0	0	0
Kpna4	143.02381	359	445	0	0	0	0	0	0	0	0	0	97	0	564	371	141	450	254	691	981	382	263	0	387	0	0	0	235	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0
Tmem104	142.952381	1165	1160	0	0	0	0	0	0	0	0	0	0	0	317	191	87	150	141	556	705	251	255	0	417	0	0	0	341	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0
Nat9	142.952381	1165	1160	0	0	0	0	0	0	0	0	0	0	0	317	191	87	150	141	556	705	251	255	0	417	0	0	0	341	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0
Ezh1	142.928571	357	549	0	0	0	0	0	0	0	0	0	167	0	451	332	0	261	88	598	693	239	278	0	581	0	189	0	536	0	0	0	0	0	0	0	515	169	0	0	0	0	0	0
Zbtb49	142.880952	728	999	0	0	0	0	0	0	0	0	0	0	204	288	170	0	184	134	538	557	237	224	0	429	0	242	0	566	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0
Rassf2	142.880952	200	158	0	0	0	0	0	0	0	0	0	139	153	242	156	134	142	367	413	492	227	437	0	711	0	259	0	622	0	0	0	218	0	169	0	609	153	0	0	0	0	0	0
Lyar	142.880952	728	999	0	0	0	0	0	0	0	0	0	0	204	288	170	0	184	134	538	557	237	224	0	429	0	242	0	566	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0
Ldlrad4	142.880952	554	969	0	0	0	0	0	0	0	0	0	197	0	212	130	0	194	133	232	492	205	352	0	683	0	371	0	719	0	0	0	91	0	0	0	467	0	0	0	0	0	0	0
Hlx	142.880952	1107	636	0	0	0	0	0	0	0	0	0	0	114	575	161	0	223	97	451	887	349	232	94	355	0	119	0	306	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0
N4bp2l1	142.857143	844	724	0	0	0	0	0	0	0	0	0	0	0	396	178	134	227	282	383	705	242	230	0	525	0	210	0	443	0	0	0	93	0	113	0	271	0	0	0	0	0	0	0
Klhl5	142.833333	102	423	0	0	0	0	0	0	0	0	0	0	0	484	371	108	457	126	745	781	437	314	0	474	0	152	0	415	0	0	0	109	0	143	0	358	0	0	0	0	0	0	0
Bsdc1	142.785714	1909	1146	0	0	0	0	0	0	0	0	0	0	0	232	153	0	259	0	542	709	301	236	0	85	0	110	0	166	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
Epas1	142.761905	282	496	0	0	0	0	0	0	0	0	0	113	140	476	175	0	246	0	507	956	279	341	0	497	0	353	0	394	0	0	0	0	0	140	0	447	154	0	0	0	0	0	0
H4c3	142.666667	725	615	0	0	0	0	0	0	0	0	0	254	0	533	129	0	251	176	574	809	517	126	0	240	0	317	0	498	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0
