Target_genes	Elf1|Average	SRX184866|CD4+_T_cells	SRX6783984|CH12	SRX6783985|CH12	SRX12734917|Granulocyte-Macrophage_Progenitor_Cells	SRX12734918|Granulocyte-Macrophage_Progenitor_Cells	SRX12734919|Granulocyte-Macrophage_Progenitor_Cells	SRX12734920|Granulocyte-Macrophage_Progenitor_Cells	SRX12734921|Granulocyte-Macrophage_Progenitor_Cells	SRX12734922|Granulocyte-Macrophage_Progenitor_Cells	SRX2242846|Macrophages	SRX6783941|MEL	SRX6783942|MEL	SRX184865|Treg	DRX285483|Unclassified	DRX285485|Unclassified	STRING
Mrfap1	261.933333	0	103	250	257	703	701	561	186	669	187	202	110	0	0	0	0
Klhl7	261.866667	0	0	166	496	576	650	609	321	713	0	197	200	0	0	0	0
Prdx1	261.8	0	570	341	244	410	775	362	102	284	356	247	236	0	0	0	0
Fubp1	261.733333	0	233	421	233	699	700	544	178	654	179	85	0	0	0	0	0
Dnajb4	261.733333	0	233	421	233	699	700	544	178	654	179	85	0	0	0	0	0
Gmps	261.666667	344	456	568	146	283	248	171	0	327	694	325	363	0	0	0	0
Mphosph10	261.6	189	230	613	255	299	651	328	215	421	309	172	242	0	0	0	0
Mettl2	261.6	0	771	871	92	92	279	143	0	157	406	373	740	0	0	0	0
Mcee	261.6	189	230	613	255	299	651	328	215	421	309	172	242	0	0	0	0
Raver1	261.333333	110	289	587	214	455	425	188	0	425	148	602	477	0	0	0	0
E2f8	261.333333	0	389	557	202	152	404	291	190	215	844	346	330	0	0	0	0
Zbtb11	261.2	119	329	370	230	399	631	591	111	600	159	199	180	0	0	0	0
Tfcp2	261.2	0	491	596	176	280	489	365	145	360	498	299	219	0	0	0	0
Fbxl18	261.133333	162	436	519	181	383	606	442	0	413	387	214	174	0	0	0	0
Ddx17	261.133333	136	431	286	200	309	387	376	84	393	971	175	169	0	0	0	0
Kdsr	261.0	0	96	176	262	598	726	546	189	796	107	167	252	0	0	0	0
Psap	260.933333	0	0	125	416	673	552	456	328	661	275	193	235	0	0	0	0
Il11ra1	260.866667	324	763	808	0	0	186	0	0	0	658	327	627	220	0	0	0
Galt	260.866667	324	763	808	0	0	186	0	0	0	658	327	627	220	0	0	0
Sp4	260.666667	268	376	432	149	299	255	166	88	324	444	525	471	113	0	0	0
Ap1s1	260.666667	0	201	330	256	607	903	395	81	483	350	123	181	0	0	0	0
Tfb1m	260.6	134	435	585	203	297	544	300	211	303	469	212	216	0	0	0	0
Mydgf	260.533333	111	317	500	289	480	571	386	0	642	341	110	161	0	0	0	0
1110051M20Rik	260.533333	283	739	939	0	0	0	0	0	0	390	498	944	115	0	0	0
Rhot1	260.4	0	532	988	232	136	266	334	247	256	223	398	294	0	0	0	0
Nudt8	260.4	222	278	486	114	232	404	247	135	365	527	380	397	119	0	0	0
Doc2g	260.4	222	278	486	114	232	404	247	135	365	527	380	397	119	0	0	0
Krt80	260.2	0	0	0	430	261	1249	429	272	469	793	0	0	0	0	0	0
Mrps35	260.133333	185	711	1063	127	78	217	0	0	205	576	355	385	0	0	0	0
E2f2	260.133333	384	384	482	174	414	879	379	0	301	505	0	0	0	0	0	0
Copg2	260.133333	149	343	763	160	275	467	257	93	411	380	314	290	0	0	0	0
Cplane2	259.933333	0	360	580	240	161	508	253	0	315	217	585	680	0	0	0	0
Samsn1	259.666667	206	653	976	185	0	388	0	0	216	485	286	295	205	0	0	0
Thnsl1	259.466667	0	259	558	329	308	356	289	169	474	0	310	840	0	0	0	0
Fmr1	259.466667	0	278	319	335	501	818	403	299	590	0	133	216	0	0	0	0
Enkur	259.466667	0	259	558	329	308	356	289	169	474	0	310	840	0	0	0	0
Alms1	259.333333	0	107	184	508	477	949	704	186	675	0	100	0	0	0	0	0
Apmap	259.2	151	142	380	215	428	858	604	167	602	0	153	188	0	0	0	0
Rbm12b2	259.0	0	197	237	463	705	671	418	313	636	160	85	0	0	0	0	0
Rad50	259.0	220	371	365	239	287	426	261	117	491	546	162	282	118	0	0	0
Lca5l	259.0	0	203	326	383	384	596	432	168	656	205	188	344	0	0	0	0
Atp13a2	259.0	0	174	166	365	582	734	414	222	788	85	191	164	0	0	0	0
Gclm	258.866667	0	0	172	536	520	796	551	289	1019	0	0	0	0	0	0	0
Epc1	258.866667	143	172	223	319	686	657	375	200	651	115	214	128	0	0	0	0
Eed	258.866667	133	247	466	242	208	510	340	151	447	545	187	407	0	0	0	0
Ppp1r14b	258.733333	183	179	251	243	445	570	371	0	547	882	89	121	0	0	0	0
Tars2	258.666667	141	626	718	102	0	277	119	0	0	243	679	975	0	0	0	0
Slc16a13	258.666667	0	218	275	346	365	741	416	211	701	200	132	275	0	0	0	0
Psme4	258.666667	244	608	996	165	116	258	137	0	141	483	253	479	0	0	0	0
Knstrn	258.6	379	671	776	0	0	206	0	0	0	524	480	677	166	0	0	0
Rnaset2a	258.533333	0	230	440	317	451	700	651	141	439	214	175	120	0	0	0	0
Dennd10	258.533333	0	383	628	144	261	391	246	192	340	468	313	512	0	0	0	0
Zfp568	258.466667	102	549	639	146	275	443	214	0	227	890	125	267	0	0	0	0
Dhdds	258.266667	0	158	253	316	494	840	649	125	619	188	114	118	0	0	0	0
Mcm6	258.2	245	469	493	203	199	601	334	0	391	546	182	108	102	0	0	0
Mapre2	258.133333	0	164	148	268	315	922	437	157	701	347	155	258	0	0	0	0
Brip1	258.133333	290	740	1035	0	126	172	0	0	85	429	439	556	0	0	0	0
Focad	258.0	0	0	118	393	621	914	519	265	921	0	119	0	0	0	0	0
Ttc37	257.933333	0	298	696	294	367	468	278	129	346	310	354	329	0	0	0	0
Nkap	257.933333	169	570	739	266	0	0	0	267	0	401	412	465	0	210	370	0
Arsk	257.933333	0	298	696	294	367	468	278	129	346	310	354	329	0	0	0	0
Zfp276	257.866667	0	91	299	219	447	496	399	177	666	320	172	582	0	0	0	0
Vps9d1	257.866667	0	91	299	219	447	496	399	177	666	320	172	582	0	0	0	0
Lrp8	257.866667	0	0	106	479	759	696	520	159	879	270	0	0	0	0	0	0
Sigirr	257.666667	392	487	840	208	262	412	231	0	247	0	278	322	186	0	0	0
Grk2	257.6	705	398	551	147	0	336	0	0	269	745	277	193	243	0	0	0
Pak2	257.466667	99	162	314	352	478	794	485	127	540	223	0	154	134	0	0	0
Tmco3	257.266667	0	261	187	311	434	860	567	118	610	197	114	200	0	0	0	0
Por	257.266667	0	144	233	276	788	541	464	192	540	455	86	140	0	0	0	0
Dcun1d2	257.266667	0	261	187	311	434	860	567	118	610	197	114	200	0	0	0	0
Abt1	257.266667	104	653	1134	166	294	436	257	0	525	0	0	290	0	0	0	0
Agpat2	257.2	254	274	534	100	221	470	236	133	290	623	259	376	88	0	0	0
Bhlhe40	257.133333	0	303	190	369	427	530	429	255	624	458	120	152	0	0	0	0
Mterf2	257.0	235	631	831	195	210	386	171	0	225	402	208	361	0	0	0	0
Lsm6	257.0	250	502	558	158	240	234	169	161	231	351	360	449	192	0	0	0
Dusp6	256.866667	241	522	536	132	190	254	236	87	216	694	259	330	156	0	0	0
Arl5a	256.866667	0	0	157	554	584	796	662	288	812	0	0	0	0	0	0	0
Nudt7	256.8	0	491	568	417	469	652	346	222	534	153	0	0	0	0	0	0
Mllt10	256.8	291	536	634	262	287	392	314	0	412	365	216	143	0	0	0	0
Stt3b	256.733333	542	297	401	212	314	430	288	115	373	362	232	169	116	0	0	0
Slc25a1	256.733333	206	829	1071	0	214	215	191	0	0	505	302	318	0	0	0	0
Mocs2	256.733333	0	0	125	511	570	1022	492	300	831	0	0	0	0	0	0	0
Lyrm4	256.733333	265	378	494	105	178	389	318	0	225	652	252	255	340	0	0	0
Fars2	256.733333	265	378	494	105	178	389	318	0	225	652	252	255	340	0	0	0
Emsy	256.733333	213	212	364	276	354	454	354	0	448	898	112	166	0	0	0	0
Ehd1	256.733333	130	192	233	251	588	540	378	215	593	296	212	223	0	0	0	0
AI413582	256.733333	328	616	679	194	253	340	185	126	275	190	351	314	0	0	0	0
Arrdc1	256.666667	196	375	514	162	255	321	183	0	380	970	206	288	0	0	0	0
Sec61a2	256.6	0	90	179	350	583	926	639	0	690	0	102	290	0	0	0	0
Map3k14	256.466667	0	262	288	402	638	507	397	148	568	200	246	191	0	0	0	0
Pskh1	256.4	151	219	403	203	575	466	493	97	588	171	162	318	0	0	0	0
Bid	256.333333	238	387	579	226	267	470	256	0	330	595	227	270	0	0	0	0
Zranb1	256.266667	0	320	420	377	381	811	570	149	675	0	141	0	0	0	0	0
Tab1	256.0	0	231	340	382	517	610	304	165	489	497	138	167	0	0	0	0
Slc1a4	256.0	189	586	509	202	192	816	332	0	439	224	174	177	0	0	0	0
Fam168b	256.0	0	397	299	376	454	614	301	227	592	135	227	218	0	0	0	0
Abca9	255.933333	0	0	0	444	221	1076	231	673	713	481	0	0	0	0	0	0
Znrd1as	255.8	0	637	875	146	116	390	159	0	205	628	279	402	0	0	0	0
Znrd1	255.8	0	637	875	146	116	390	159	0	205	628	279	402	0	0	0	0
Zfp14	255.533333	188	610	1052	0	116	0	183	0	0	556	580	548	0	0	0	0
Panx1	255.466667	581	972	907	0	0	0	0	0	0	1192	0	0	180	0	0	0
Nktr	255.466667	0	225	237	343	358	681	419	112	433	824	104	96	0	0	0	0
Gosr1	255.4	0	339	645	158	430	433	218	0	391	336	419	462	0	0	0	0
Coq10b	255.4	359	227	492	161	270	517	282	93	347	712	106	265	0	0	0	0
Rps6ka3	255.333333	298	402	535	129	319	517	290	95	340	289	357	259	0	0	0	0
Sema4b	255.266667	224	414	358	238	372	623	188	159	360	392	250	251	0	0	0	0
Dyrk1b	255.266667	241	0	0	423	520	754	486	353	690	362	0	0	0	0	0	0
Pa2g4	255.0	0	410	592	115	407	466	267	0	302	296	529	376	0	0	65	0
C1qbp	255.0	155	337	729	205	372	316	169	115	280	377	416	354	0	0	0	0
Clcn7	254.933333	0	324	594	274	399	486	302	0	319	393	316	417	0	0	0	0
Oxa1l	254.6	173	465	627	163	261	420	285	0	319	280	491	335	0	0	0	0
Romo1	254.266667	0	717	871	137	250	378	209	84	212	386	180	390	0	0	0	0
Rab24	254.266667	258	432	442	205	366	475	346	0	504	349	306	131	0	0	0	0
Prelid1	254.266667	258	432	442	205	366	475	346	0	504	349	306	131	0	0	0	0
Nfs1	254.266667	0	717	871	137	250	378	209	84	212	386	180	390	0	0	0	0
Eif2ak4	254.266667	0	450	553	147	350	341	373	0	308	824	0	468	0	0	0	0
Ube3b	254.2	255	129	256	415	488	647	408	209	636	0	130	240	0	0	0	0
Kctd10	254.2	255	129	256	415	488	647	408	209	636	0	130	240	0	0	0	0
Rfng	254.133333	227	899	1037	0	0	235	0	0	118	270	496	530	0	0	0	0
H13	254.133333	143	581	539	0	208	385	271	0	260	601	449	375	0	0	0	0
Gps1	254.133333	227	899	1037	0	0	235	0	0	118	270	496	530	0	0	0	0
Scrn2	253.866667	347	704	876	0	0	216	0	0	0	542	551	572	0	0	0	0
Zbtb33	253.6	315	589	1130	0	0	129	0	0	0	754	406	306	175	0	0	0
Epc2	253.6	261	373	433	137	170	258	154	0	193	621	333	657	214	0	0	0
Zfp511	253.533333	0	263	491	315	413	401	493	234	591	231	168	203	0	0	0	0
Tubgcp2	253.533333	0	263	491	315	413	401	493	234	591	231	168	203	0	0	0	0
Slc25a4	253.466667	0	658	813	0	207	241	162	0	272	329	737	383	0	0	0	0
Cenpf	253.4	227	501	572	146	255	497	243	0	392	423	236	309	0	0	0	0
Stambp	253.266667	0	444	797	0	138	214	152	0	250	881	443	480	0	0	0	0
Ppp1r8	253.266667	0	225	512	279	372	705	386	152	476	333	169	190	0	0	0	0
Rbbp5	253.066667	206	635	646	0	0	106	0	102	0	970	374	531	226	0	0	0
Ift140	253.066667	140	495	741	0	334	556	319	0	601	332	0	278	0	0	0	0
Cramp1l	253.066667	140	495	741	0	334	556	319	0	601	332	0	278	0	0	0	0
Cuedc2	253.0	0	519	728	210	166	377	122	0	228	211	523	711	0	0	0	0
Nudt13	252.933333	143	530	855	0	0	0	0	0	0	713	773	780	0	0	0	0
Dnlz	252.933333	144	678	868	0	0	0	0	0	0	829	556	719	0	0	0	0
Utp11	252.866667	224	515	590	117	207	270	138	0	246	626	336	406	118	0	0	0
Sdad1	252.8	132	456	766	172	97	229	128	166	187	488	305	666	0	0	0	0
Herpud1	252.733333	0	0	94	385	370	1165	771	211	795	0	0	0	0	0	0	0
Slc25a44	252.666667	223	507	470	141	229	306	131	0	219	702	387	475	0	0	0	0
Mtrf1	252.666667	467	442	703	0	0	0	0	0	0	1021	270	543	344	0	0	0
Kif3a	252.533333	0	166	272	335	470	830	409	179	716	166	148	97	0	0	0	0
Ccdc142	252.4	0	624	952	99	124	97	76	0	183	552	407	672	0	0	0	0
Atxn7l3	252.4	203	411	553	183	338	570	324	78	374	206	253	293	0	0	0	0
F8a	252.266667	317	458	562	0	139	164	113	0	140	1155	207	372	157	0	0	0
Clba1	252.266667	0	612	648	0	221	135	0	0	0	289	816	1063	0	0	0	0
Ubxn11	252.2	436	495	668	0	0	186	129	185	155	885	166	228	250	0	0	0
Trcg1	252.2	0	0	0	529	271	939	338	380	451	745	130	0	0	0	0	0
Nadk	252.2	286	235	459	298	475	425	426	198	463	96	116	192	114	0	0	0
Ptk2b	252.0	390	727	809	0	0	87	0	0	101	650	504	512	0	0	0	0
Kazald1	252.0	0	126	190	476	442	706	450	232	762	163	155	78	0	0	0	0
Tex30	251.866667	0	442	458	247	394	453	457	0	318	604	132	273	0	0	0	0
Scd2	251.8	394	311	428	146	475	360	338	0	377	506	104	190	148	0	0	0
Ncbp3	251.8	0	487	1045	200	348	360	199	0	228	0	459	451	0	0	0	0
Zfp160	251.733333	495	542	887	0	0	0	0	0	0	930	341	379	202	0	0	0
Odc1	251.666667	0	164	289	322	496	692	623	142	581	0	203	263	0	0	0	0
Ubxn7	251.6	0	139	180	412	405	935	524	308	777	0	0	94	0	0	0	0
Sumo2	251.533333	0	70	317	251	328	1044	647	185	717	0	119	95	0	0	0	0
Matr3	251.466667	0	0	217	374	626	1016	553	265	623	0	98	0	0	0	0	0
Ing3	251.466667	117	387	440	254	283	643	387	0	425	215	178	320	123	0	0	0
A630001G21Rik	251.466667	130	241	223	450	94	1270	505	184	188	172	139	176	0	0	0	0
Creb1	251.266667	149	146	222	342	346	1291	496	80	154	300	125	0	118	0	0	0
Akr1c13	251.066667	340	697	1015	0	0	0	0	0	0	1342	102	270	0	0	0	0
Homer3	250.866667	0	404	572	290	335	640	273	113	549	0	340	247	0	0	0	0
Cetn3	250.733333	105	337	434	247	346	491	363	137	429	331	259	282	0	0	0	0
Ap3m2	250.666667	601	525	641	0	0	150	0	0	0	810	309	398	326	0	0	0
Rpl7l1	250.4	130	251	444	316	474	398	224	139	495	243	326	316	0	0	0	0
N4bp2l2	250.333333	273	358	571	225	170	275	189	0	342	321	447	488	96	0	0	0
Rpl3	250.266667	0	333	534	260	270	753	266	266	517	131	238	186	0	0	0	0
Galnt6	250.266667	769	658	811	0	0	0	0	0	0	591	142	536	247	0	0	0
Kmt5c	250.2	266	717	760	85	143	167	123	0	212	591	160	238	291	0	0	0
Dap	250.2	0	0	121	368	393	955	442	193	716	310	0	255	0	0	0	0
Nsmce3	250.133333	131	159	301	308	488	853	578	169	626	0	0	139	0	0	0	0
Sinhcaf	249.8	0	0	0	517	644	725	579	345	937	0	0	0	0	0	0	0
Saraf	249.8	147	111	190	248	485	888	537	207	638	170	0	126	0	0	0	0
Zfp397	249.733333	178	203	296	362	599	584	357	108	545	288	105	121	0	0	0	0
Ccng2	249.733333	144	646	647	168	231	496	236	121	431	525	0	101	0	0	0	0
Sharpin	249.6	316	544	743	98	134	171	0	0	288	598	283	569	0	0	0	0
Rpl36a	249.6	300	336	558	132	151	417	218	0	217	232	482	701	0	0	0	0
Rpl12	249.6	152	419	541	148	439	494	253	0	308	321	247	422	0	0	0	0
Maf1	249.6	316	544	743	98	134	171	0	0	288	598	283	569	0	0	0	0
Gm35339	249.6	316	544	743	98	134	171	0	0	288	598	283	569	0	0	0	0
Btk	249.6	300	336	558	132	151	417	218	0	217	232	482	701	0	0	0	0
Smpd1	249.533333	143	359	458	302	383	760	252	0	438	329	147	172	0	0	0	0
Med23	249.466667	203	574	705	185	198	227	148	0	216	376	487	423	0	0	0	0
Zc3h8	249.4	0	0	123	379	517	790	577	305	747	195	0	108	0	0	0	0
Cd74	249.4	383	579	612	145	0	230	119	0	220	218	399	651	185	0	0	0
Camkk2	249.4	0	0	113	415	391	1221	509	357	640	0	0	95	0	0	0	0
9430038I01Rik	249.333333	0	269	368	268	528	611	447	155	582	384	128	0	0	0	0	0
Ppp2r5e	249.266667	263	428	439	74	336	402	236	102	479	320	294	236	130	0	0	0
Zfp830	249.2	179	381	694	185	233	401	255	0	251	647	212	300	0	0	0	0
Dera	249.2	0	779	873	165	191	159	85	0	83	524	403	476	0	0	0	0
Cct6b	249.2	179	381	694	185	233	401	255	0	251	647	212	300	0	0	0	0
Pfn1	249.133333	312	581	821	0	116	260	135	0	164	379	305	575	89	0	0	0
Mrpl58	249.133333	177	580	880	101	231	269	173	0	130	265	388	450	93	0	0	0
Eno3	249.133333	312	581	821	0	116	260	135	0	164	379	305	575	89	0	0	0
Bcl2l11	249.133333	145	181	437	290	731	656	408	0	472	200	82	135	0	0	0	0
Pex10	248.933333	0	0	112	486	653	760	755	214	754	0	0	0	0	0	0	0
Lin52	248.866667	225	369	495	229	305	441	224	120	347	403	200	275	100	0	0	0
Iars	248.866667	0	369	596	137	173	596	404	0	372	435	299	352	0	0	0	0
Aldh6a1	248.866667	225	369	495	229	305	441	224	120	347	403	200	275	100	0	0	0
Cox7a1	248.8	0	663	557	188	0	245	166	0	189	884	324	516	0	0	0	0
Zfp318	248.733333	0	0	96	468	580	861	726	278	722	0	0	0	0	0	0	0
Tcaim	248.733333	140	188	308	262	600	828	549	248	518	0	0	90	0	0	0	0
Jmjd7	248.666667	679	362	562	146	300	250	198	0	258	389	217	240	129	0	0	0
Cd52	248.666667	439	495	668	0	0	132	0	185	155	1071	103	232	250	0	0	0
Set	248.533333	0	138	113	310	685	720	466	229	674	165	90	138	0	0	0	0
Arsa	248.333333	0	217	177	357	398	637	481	246	601	254	150	207	0	0	0	0
Traf3ip3	248.266667	566	665	965	0	0	109	0	0	114	616	258	131	300	0	0	0
Qtrt1	248.266667	0	348	304	218	194	540	268	0	313	0	708	831	0	0	0	0
Edf1	248.2	106	397	593	130	223	447	260	0	537	443	204	383	0	0	0	0
Xndc1	248.066667	437	473	777	96	120	166	90	0	173	328	250	599	212	0	0	0
Rnf121	248.066667	437	473	777	96	120	166	90	0	173	328	250	599	212	0	0	0
Ncoa2	248.066667	237	670	804	0	151	227	117	0	213	631	237	278	156	0	0	0
Gskip	248.066667	0	218	380	300	505	636	401	136	648	0	228	269	0	0	0	0
Atg2b	248.066667	0	218	380	300	505	636	401	136	648	0	228	269	0	0	0	0
Pcid2	248.0	127	229	378	142	483	785	287	0	451	222	188	428	0	0	0	0
Cul4a	248.0	127	229	378	142	483	785	287	0	451	222	188	428	0	0	0	0
Zkscan8	247.933333	235	658	1028	92	0	0	0	0	151	717	290	548	0	0	0	0
Pdcd5	247.933333	0	340	540	279	467	352	258	215	517	162	363	226	0	0	0	0
AW146154	247.933333	424	618	539	0	0	114	0	0	101	881	427	407	208	0	0	0
Ncf2	247.8	0	353	454	272	0	296	0	135	339	972	272	624	0	0	0	0
Dlgap4	247.733333	0	193	154	414	537	761	638	212	807	0	0	0	0	0	0	0
Zfp72	247.6	372	313	341	0	0	159	0	0	0	972	660	692	205	0	0	0
Fbxo8	247.6	285	721	674	0	136	187	0	0	0	590	231	773	117	0	0	0
Cep44	247.6	285	721	674	0	136	187	0	0	0	590	231	773	117	0	0	0
Alg6	247.6	0	0	0	459	780	812	637	205	821	0	0	0	0	0	0	0
S100a10	247.533333	734	437	452	0	0	106	0	0	0	227	497	947	313	0	0	0
Slc4a2	247.4	293	519	690	139	251	158	0	0	198	357	474	632	0	0	0	0
Cdk5	247.4	293	519	690	139	251	158	0	0	198	357	474	632	0	0	0	0
Afap1	247.333333	0	0	82	471	469	941	651	196	900	0	0	0	0	0	0	0
Rfk	247.266667	0	143	323	345	581	540	584	226	654	0	154	159	0	0	0	0
Pogz	247.2	0	727	861	0	0	150	0	0	108	382	643	837	0	0	0	0
Trub2	247.133333	352	418	791	0	0	188	0	0	0	598	512	615	233	0	0	0
Pkd1	247.066667	133	0	113	256	700	670	491	102	684	158	126	273	0	0	0	0
Ngdn	247.066667	322	527	661	151	106	90	0	0	135	741	334	430	209	0	0	0
Zfp184	247.0	112	536	1036	149	209	341	196	0	0	468	169	489	0	0	0	0
Engase	247.0	215	709	974	107	177	216	0	0	0	421	460	426	0	0	0	0
Dhrs13	247.0	0	871	1055	142	156	126	0	0	0	403	427	525	0	0	0	0
Zfp260	246.866667	363	396	367	218	256	452	156	0	389	354	239	284	229	0	0	0
Mef2c	246.8	0	282	244	336	331	821	243	311	828	306	0	0	0	0	0	0
Lrmda	246.8	0	497	685	123	156	444	247	0	205	1152	193	0	0	0	0	0
Prep	246.666667	0	486	882	135	96	74	111	144	139	582	458	593	0	0	0	0
Agtrap	246.6	152	408	705	127	109	549	185	0	161	339	488	476	0	0	0	0
Traip	246.533333	186	602	813	106	155	362	137	0	169	154	487	527	0	0	0	0
Stil	246.533333	0	486	521	101	443	535	274	0	280	726	126	206	0	0	0	0
Def6	246.4	410	600	998	117	0	165	157	0	0	375	482	392	0	0	0	0
Zfp954	246.266667	302	637	812	0	0	0	0	0	0	838	470	539	96	0	0	0
Mtbp	246.2	121	629	606	165	260	258	0	0	151	654	289	347	213	0	0	0
Mrpl13	246.2	121	629	606	165	260	258	0	0	151	654	289	347	213	0	0	0
Mbip	246.2	151	170	335	302	302	622	444	179	529	299	157	203	0	0	0	0
Plk3	246.133333	0	128	198	388	320	1250	535	174	699	0	0	0	0	0	0	0
Notch2	246.066667	131	323	472	201	435	331	356	239	459	286	244	214	0	0	0	0
Elp1	246.066667	163	210	188	286	555	598	449	221	542	197	130	152	0	0	0	0
Abitram	246.066667	163	210	188	286	555	598	449	221	542	197	130	152	0	0	0	0
Ttpal	246.0	295	599	547	183	357	403	253	0	311	250	249	243	0	0	0	0
Ppie	246.0	181	317	486	353	443	551	480	0	430	130	116	203	0	0	0	0
Lrsam1	246.0	152	419	541	148	439	440	253	0	308	321	247	422	0	0	0	0
Txlna	245.933333	0	427	551	140	361	486	221	182	591	202	315	213	0	0	0	0
Tctn1	245.8	195	285	718	221	207	369	173	0	292	276	431	520	0	0	0	0
Cse1l	245.666667	0	222	196	339	537	747	590	157	683	137	77	0	0	0	0	0
Mt1	245.6	0	0	134	361	503	597	579	140	732	527	0	111	0	0	0	0
E2f7	245.6	472	398	608	108	262	434	280	0	408	0	324	390	0	0	0	0
Tmem268	245.466667	219	238	370	170	0	1097	198	263	279	321	140	188	199	0	0	0
Rab3ip	245.333333	0	0	112	383	645	739	551	359	777	0	0	114	0	0	0	0
Pnpla7	245.2	292	449	568	129	229	422	184	161	386	407	257	194	0	0	0	0
Mrpl41	245.2	292	449	568	129	229	422	184	161	386	407	257	194	0	0	0	0
Hibadh	245.133333	0	150	133	380	662	906	359	198	769	120	0	0	0	0	0	0
Tbc1d20	244.8	0	227	236	333	465	603	405	212	598	329	130	134	0	0	0	0
Pxmp2	244.8	0	117	0	318	645	913	651	0	867	0	0	161	0	0	0	0
Pole	244.8	0	117	0	318	645	913	651	0	867	0	0	161	0	0	0	0
Dnase2a	244.8	0	154	250	411	484	644	392	230	653	128	97	229	0	0	0	0
Tbc1d32	244.733333	0	286	351	302	412	449	281	120	417	1053	0	0	0	0	0	0
Rnls	244.733333	0	362	556	322	347	471	250	129	511	723	0	0	0	0	0	0
Pgls	244.733333	0	0	153	388	578	664	630	252	858	0	0	148	0	0	0	0
Sgtb	244.666667	0	346	570	121	442	521	351	0	503	467	137	212	0	0	0	0
Nln	244.666667	0	346	570	121	442	521	351	0	503	467	137	212	0	0	0	0
Cnot1	244.666667	404	520	693	0	196	255	154	0	156	364	461	467	0	0	0	0
Cops6	244.6	0	240	491	311	480	384	285	289	509	142	242	296	0	0	0	0
BC107364	244.6	0	1032	1777	0	0	0	0	0	0	0	333	527	0	0	0	0
Tmem126b	244.4	0	98	153	503	643	720	389	179	775	114	0	92	0	0	0	0
Nanos2	244.4	0	188	273	412	493	845	355	240	657	0	81	122	0	0	0	0
Mypop	244.4	0	188	273	412	493	845	355	240	657	0	81	122	0	0	0	0
Zc3h6	244.266667	171	140	193	325	276	692	339	424	623	257	129	95	0	0	0	0
Ankrd44	244.266667	626	921	1065	0	0	0	0	0	0	598	163	166	125	0	0	0
Tsnaxip1	244.2	135	422	866	0	172	395	140	0	206	630	287	410	0	0	0	0
Ranbp10	244.2	135	422	866	0	172	395	140	0	206	630	287	410	0	0	0	0
1700017B05Rik	244.133333	380	160	144	165	375	360	182	0	357	1171	169	119	80	0	0	0
Tnfaip8	244.066667	110	127	277	256	565	698	292	203	594	169	159	211	0	0	0	0
Mllt11	244.0	156	364	252	214	154	691	448	0	385	199	369	290	138	0	0	0
Cdc42se1	244.0	156	364	252	214	154	691	448	0	385	199	369	290	138	0	0	0
Phax	243.866667	270	737	893	146	130	178	153	0	171	591	180	209	0	0	0	0
Hdac1	243.866667	0	483	745	199	322	378	223	0	459	455	195	199	0	0	0	0
Edc4	243.866667	0	549	887	168	140	201	121	0	0	380	567	645	0	0	0	0
Aldh7a1	243.866667	270	737	893	146	130	178	153	0	171	591	180	209	0	0	0	0
Hgh1	243.466667	211	530	749	0	282	567	295	0	141	188	359	330	0	0	0	0
Mink1	243.4	105	164	157	280	515	863	601	142	588	130	106	0	0	0	0	0
Mbtps1	243.333333	0	154	169	384	442	634	523	254	618	181	192	99	0	0	0	0
Pycard	243.266667	551	921	1056	0	0	0	0	0	0	883	0	0	238	0	0	0
Hint1	243.266667	0	0	228	604	560	760	584	179	734	0	0	0	0	0	0	0
Pus10	243.2	0	406	658	146	284	375	327	111	337	270	340	394	0	0	0	0
Tpx2	243.066667	361	381	607	0	278	379	226	0	262	503	193	314	142	0	0	0
Nr4a3	243.066667	204	318	634	199	306	420	342	0	368	604	117	134	0	0	0	0
Tbc1d24	243.0	0	0	0	432	519	1017	621	199	857	0	0	0	0	0	0	0
Ntn3	243.0	0	0	0	432	519	1017	621	199	857	0	0	0	0	0	0	0
Ulk3	242.866667	173	743	908	0	228	263	173	0	222	334	348	251	0	0	0	0
Icam1	242.866667	139	806	1058	0	0	106	0	0	0	769	457	308	0	0	0	0
Nlrx1	242.8	124	490	567	0	0	295	0	0	171	1383	164	305	143	0	0	0
Slc17a5	242.733333	0	291	470	217	487	543	540	127	357	166	191	252	0	0	0	0
Zfp281	242.666667	0	235	281	324	492	722	489	111	688	85	99	114	0	0	0	0
Pnpla8	242.4	0	185	224	269	396	905	412	254	677	229	85	0	0	0	0	0
Dennd6b	242.333333	214	792	1059	0	0	222	0	0	0	337	578	347	86	0	0	0
Rbm12	242.266667	157	363	409	286	516	606	247	158	444	146	194	108	0	0	0	0
Nup93	242.266667	224	196	334	184	326	530	289	0	409	645	223	274	0	0	0	0
Gapdh	242.266667	148	377	388	91	130	737	215	215	279	898	83	73	0	0	0	0
Cpne1	242.266667	157	363	409	286	516	606	247	158	444	146	194	108	0	0	0	0
Uhrf1bp1l	242.2	378	530	754	0	164	187	238	0	261	375	303	443	0	0	0	0
Gprasp1	242.2	110	353	546	130	134	343	0	126	142	649	449	651	0	0	0	0
Armcx5	242.2	110	353	546	130	134	343	0	126	142	649	449	651	0	0	0	0
Lrguk	242.133333	215	697	954	0	0	178	0	0	0	478	638	472	0	0	0	0
