Target_genes	Ctnnb1|Average	SRX3720913|Branchial_arch	SRX3720914|Branchial_arch	SRX11540052|EpiLC	SRX11540053|EpiLC	SRX11540054|EpiLC	SRX11540064|EpiLC	SRX11540065|EpiLC	SRX11540066|EpiLC	SRX11540076|EpiLC	SRX11540077|EpiLC	SRX11540078|EpiLC	SRX9641176|EpiLC	SRX9641177|EpiLC	SRX9641178|EpiLC	SRX9641179|EpiLC	SRX9641180|EpiLC	SRX9641181|EpiLC	SRX9641208|EpiLC	SRX9641209|EpiLC	SRX9641210|EpiLC	SRX9101842|ES_cells	SRX9101843|ES_cells	SRX9101868|ES_cells	SRX9101869|ES_cells	SRX9101878|ES_cells	SRX9101879|ES_cells	SRX9641160|ES_cells	SRX9641161|ES_cells	SRX9641162|ES_cells	SRX25842405|Forelimb	SRX25842406|Forelimb	SRX25842411|Forelimb	SRX25842412|Forelimb	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX9986622|Liver	SRX9986624|Liver	SRX9986626|Liver	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX172938|Nephron_progenitor	SRX172939|Nephron_progenitor	SRX5825950|Nephron_progenitor	SRX5825951|Nephron_progenitor	SRX5825972|Nephron_progenitor	SRX5825973|Nephron_progenitor	SRX5825994|Nephron_progenitor	SRX5825995|Nephron_progenitor	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Krr1	9.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
Gid8	9.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	252	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnksr3	9.612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh6	9.612903	0	0	158	168	0	0	0	0	0	0	75	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa3b	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	323	0	0	0
Tmem119	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Tlx1	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	135	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinc1	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	183	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r2	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacc1	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr773	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	242	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrs2	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoc1	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4b	9.596774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem128	9.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	179	0	0	0
Slc38a7	9.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rreb1	9.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	90	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam120a	9.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx16	9.580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tut7	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem259	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shc2	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2f	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqcc	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	154	0	0	0	0	186	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ets1	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2b	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	154	0	0	0	0	186	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnn2	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenps	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	201	0	0	0	0	0	0	0	163	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccbe1	9.564516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	116	0	0	0	0	163	133	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem209	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssmem1	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc5	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a9	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	141	0	0	0	0	184	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd1	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	242	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif26b	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glp1r	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gclm	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G2e3	9.548387	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebpl	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid3a	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	137	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	9.548387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	242	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stap2	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smco4	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipa1	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpnd	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me1	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malsu1	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonp2	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	343	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt9	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Exoc3l	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f4	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dscc1	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	166	142	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetn3	9.532258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem151b	9.516129	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	112	174	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syne2	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	151	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saal1	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podnl1	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nufip1	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtss1	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	224	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ier3ip1	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpalpp1	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxl2	9.516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r41	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim37	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad9a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peak1	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde5a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	117	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt16l1	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1a	9.5	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb7	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmg20a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3a	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chl1	9.5	0	0	147	0	117	0	0	0	83	0	0	0	0	72	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg16l1	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc37	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	115	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Tst	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tollip	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag8	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Smarca2	9.483871	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	97	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ring1	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab32	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf38b	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs3	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Mpst	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd4	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Hint2	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Dusp22	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk20	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	106	73	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsk	9.483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	115	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Zfyve16	9.467742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr1	9.467742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	128	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp14	9.467742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubiad1	9.467742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
