Target_genes	Tcf4|Average	SRX22670268|Cortex	SRX22670269|Cortex	SRX22670285|Cortex	SRX22670286|Cortex	SRX9641192|EpiLC	SRX9641193|EpiLC	SRX9641194|EpiLC	SRX9641205|EpiLC	SRX9641206|EpiLC	SRX9641207|EpiLC	SRX9641221|EpiLC	SRX9641222|EpiLC	SRX9641223|EpiLC	SRX9641173|ES_cells	SRX9641174|ES_cells	SRX9641175|ES_cells	SRX323584|Hair_follicle_stem_cells	SRX116907|Hepatocytes	SRX116909|Hepatocytes	SRX856962|Intestinal_crypt	SRX856963|Intestinal_crypt	SRX1141903|Intestinal_stem_cells	SRX1141904|Intestinal_stem_cells	SRX14986811|MC-38	SRX14986813|MC-38	SRX6818037|Mesenchymal_stem_cells	SRX6818038|Mesenchymal_stem_cells	SRX6818039|Mesenchymal_stem_cells	SRX6818040|Mesenchymal_stem_cells	STRING
Med25	26.586207	116	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	278	149	0
Gm5165	26.586207	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	329	0	0	0	0	0	0	0	0	0	206	0
Fuz	26.586207	116	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	278	149	0
Ect2	26.586207	113	94	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	224	123	0	104	0	0	0	0	0	0	0	0	0
Vps33a	26.551724	69	84	147	154	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0
Rnf225	26.551724	0	137	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	167	0	0	0
Recql	26.551724	129	151	89	112	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0
Isyna1	26.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0
Golt1b	26.551724	129	151	89	112	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0
Ergic1	26.551724	188	94	100	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0
Rrm2	26.517241	110	77	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	202	150	0
Fnbp1l	26.517241	107	202	193	120	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn6	26.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	406	160	0
Celf6	26.517241	126	196	129	211	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3c	26.482759	116	161	124	240	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Brd4	26.482759	126	130	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	144	0	0
Xxylt1	26.448276	215	161	201	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13	26.448276	171	144	123	84	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	102	0	0	0	0
Kifap3	26.448276	115	119	167	100	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0
Faap20	26.448276	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	211	113	0	0
Dcbld2	26.448276	117	131	109	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	158	0	0
Ccl2	26.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	351	244	0
Ubac1	26.413793	166	126	114	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0
Trmt6	26.413793	158	0	142	137	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	130	0	0	0	0
Tbc1d5	26.413793	150	126	137	173	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30	26.413793	117	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	140	0	0	0	0	0	0	102	0	0	0	0
Prkacb	26.413793	144	168	170	170	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg5	26.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	131	284	204	0
Mcm8	26.413793	158	0	142	137	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	130	0	0	0	0
Enpep	26.413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	170	284	140	0
Zfp784	26.37931	124	200	174	116	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Nr5a2	26.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	187	0	299	0	0	0	0	0	0	0	0	0
Lypla1	26.37931	206	144	130	114	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Gstm2	26.37931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0	0	0	0	0	0	0
Ykt6	26.344828	165	131	184	202	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3m	26.344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	194	0	0	0	0	0	0	0	0	0	0	0
Riox1	26.344828	135	101	113	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	134	0	0	0
Mmp16	26.344828	231	223	166	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hddc3	26.344828	143	92	97	144	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	132	0	0	0	0
Uxs1	26.310345	149	149	186	181	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0
Npas3	26.310345	167	173	116	143	0	0	0	0	97	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift81	26.310345	132	95	98	116	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0
Gm3696	26.310345	201	171	225	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy1	26.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	185	0
Zmym5	26.275862	133	151	150	230	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0
Zfp263	26.275862	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	246	0	0	0	0	0	0	0	0	0
Vcam1	26.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	144	237	169	0
Them4	26.275862	191	91	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	113	0	0	0	0	0	0	0	0	0	0	0
Spryd3	26.275862	130	112	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	122	0	0	0	0
Fmnl3	26.275862	200	219	113	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn12	26.241379	232	90	173	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
Arf1	26.241379	160	112	173	108	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Ylpm1	26.206897	88	151	174	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0
Zfp69	26.172414	118	110	176	155	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Sec16a	26.172414	155	161	176	105	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Rtkn	26.172414	0	0	0	0	0	0	150	0	146	0	0	0	0	0	0	0	0	0	0	220	101	0	0	0	0	0	0	142	0	0
Rp1l1	26.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	338	0
Prim1	26.172414	0	0	0	0	0	0	146	0	171	0	213	0	124	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppwd1	26.172414	155	113	208	78	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ca	26.172414	251	189	199	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pias1	26.172414	133	225	222	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdia6	26.172414	120	96	135	91	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0
Dag1	26.172414	153	169	167	129	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Cenpk	26.172414	155	113	208	78	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Ap1ar	26.172414	120	114	104	95	0	0	0	0	0	0	0	0	0	0	0	0	0	180	146	0	0	0	0	0	0	0	0	0	0	0
Wdr1	26.137931	213	209	145	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp2	26.137931	206	143	114	112	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Uba5	26.137931	86	157	186	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0
Slc25a29	26.137931	93	0	118	125	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	102	109	0	0	0
Scamp1	26.137931	147	154	111	95	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Radil	26.137931	0	122	175	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	146	0	0
Napg	26.137931	129	71	102	103	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	187	0	0	0	0
Itfg2	26.137931	213	166	213	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensa	26.137931	154	115	82	156	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Coq8a	26.137931	160	94	169	95	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Acad11	26.137931	86	157	186	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0
Zxdc	26.103448	160	111	204	140	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Gamt	26.103448	112	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	121	0	0	0	0	0	0	136	0	0	0	0
Dazap1	26.103448	112	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	121	0	0	0	0	0	0	136	0	0	0	0
Bnip2	26.103448	180	158	153	144	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
Znrf1	26.068966	216	233	169	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srfbp1	26.068966	183	128	141	137	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Phldb2	26.068966	109	164	146	94	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	118	0	0	0	0
Pacc1	26.068966	198	212	204	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt33a	26.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	156	220	239	0
Bloc1s6	26.068966	101	217	117	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0
Tmed4	26.034483	164	129	193	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0
Stx6	26.034483	187	118	119	129	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Stk40	26.034483	174	150	119	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	125	0	0
Spatc1	26.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	268	0	0	0
Sp3	26.034483	75	162	128	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	96	0	0	0
Cux1	26.034483	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	320	153	0
Atxn7l3b	26.034483	165	116	139	137	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Atp5l	26.034483	0	100	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	264	0	0	0
Adam21	26.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	301	307	0
Acad12	26.034483	125	142	136	189	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Uqcc3	26.0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	247	0	0	0
Ube2k	26.0	172	107	134	163	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Trip4	26.0	118	143	122	94	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb10	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0	0	157	0	0
Mfsd5	26.0	151	164	175	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
Csnk1g1	26.0	118	143	122	94	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0
Vps28	25.965517	278	0	140	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	103	0	0	0
Trim69	25.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	133	188	135	143	0
Tmem38b	25.965517	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	211	142	0	0
Nsmce3	25.965517	182	123	139	161	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Lmln	25.965517	112	108	118	169	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Klf3	25.965517	132	93	101	145	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	150	0	0	0	0
Clpb	25.965517	108	126	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	254	0	0	0	0
Bloc1s5	25.965517	114	137	156	168	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	25.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	238	200	115	0
Wdr33	25.931034	76	135	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	173	0	0	0	0
Usf2	25.931034	119	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	272	0	0	0	0	0	0	0	0	0	0	0
Tspan10	25.931034	206	138	254	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm41	25.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	234	0	0	0
Ptbp1	25.931034	101	0	70	104	0	0	0	0	0	0	0	0	0	0	0	0	0	266	104	0	0	0	0	0	0	0	0	107	0	0
Prkar1b	25.931034	84	90	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0
Nploc4	25.931034	206	138	254	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr1	25.931034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	330	224	0
Mta2	25.931034	0	83	143	80	0	0	0	0	0	0	0	0	0	0	0	0	250	196	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf5	25.931034	84	90	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0
Chmp4b	25.931034	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	345	153	0	0	0
Arhgef1	25.931034	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	207	241	0	0	0
Ap5z1	25.931034	166	106	110	102	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Spindoc	25.896552	140	109	156	195	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Pstk	25.896552	197	149	147	85	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0
Pfn2	25.896552	196	205	190	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam136a	25.896552	184	225	166	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp6	25.896552	129	156	139	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
C1rb	25.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	281	0	0	0	0	0	0	0	0	0
Tmem203	25.862069	164	111	221	96	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a16	25.862069	131	158	145	155	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Sepsecs	25.862069	0	0	74	78	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	190	0	0	0	0	155	0	0	0	0
Psme3	25.862069	100	86	160	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0
Optc	25.862069	175	187	268	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxf1	25.862069	184	152	126	110	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Ndor1	25.862069	164	111	221	96	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo42	25.862069	147	118	121	137	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Etfrf1	25.862069	126	0	131	107	0	0	0	0	0	0	0	0	0	0	0	0	0	203	183	0	0	0	0	0	0	0	0	0	0	0
Chmp1b	25.862069	187	136	84	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Casc1	25.862069	126	0	131	107	0	0	0	0	0	0	0	0	0	0	0	0	0	203	183	0	0	0	0	0	0	0	0	0	0	0
Slc15a3	25.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	287	0
Dvl3	25.827586	187	156	251	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp1b	25.793103	174	183	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Hsf2bp	25.793103	174	183	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
Flt3l	25.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	401	181	0	0	0
Dpysl3	25.793103	143	145	145	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0
Dmap1	25.793103	163	120	142	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0
Asb5	25.793103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	335	125	0
Ubxn2b	25.758621	131	98	113	178	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Trip13	25.758621	139	98	80	114	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	139	0	0	0	0
Tmem208	25.758621	138	105	159	110	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3	25.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	241	204	0	0	0
Rwdd2b	25.758621	118	75	96	0	0	0	0	0	104	108	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0
Ppp3cb	25.758621	150	141	126	128	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc29	25.758621	138	105	159	110	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
Hars2	25.758621	106	67	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	186	131	0	0	0	0	0	0	146	0	0	0	0
Hars	25.758621	106	67	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	186	131	0	0	0	0	0	0	146	0	0	0	0
H2bc14	25.758621	0	0	105	0	0	0	129	62	130	101	90	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb4	25.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	384	0	0	0	0	0	0	0	0	0
Cldnd2	25.758621	102	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	128	192	0	0	0
Brd9	25.758621	139	98	80	114	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	139	0	0	0	0
Src	25.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	395	0
Smarce1	25.724138	122	162	167	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0
Slc25a45	25.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	306	85	199	0	0
Mtf1	25.724138	164	99	120	189	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Med11	25.724138	136	125	100	111	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	111	0	0	0
Ice1	25.724138	164	116	149	145	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb1	25.724138	113	125	128	83	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0
Hikeshi	25.724138	126	88	110	112	0	0	0	0	0	0	0	0	0	0	0	0	0	165	145	0	0	0	0	0	0	0	0	0	0	0
Frmd8	25.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	306	85	199	0	0
D10Wsu102e	25.724138	74	0	68	101	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	124	0	112	0
Bmper	25.724138	100	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	209	0
Phtf1	25.689655	141	157	135	136	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Mtg2	25.689655	156	90	182	158	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd5	25.689655	132	118	166	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Commd2	25.689655	100	91	125	85	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	101	0	0	0	0
Pin1rt1	25.655172	0	0	116	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	100	188	0	0
Mocs2	25.655172	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	289	0	0	0	0	0	0	175	0	0	0	0
Eefsec	25.655172	132	78	94	173	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	124	0	0	0	0
Crebbp	25.655172	162	127	202	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0
Anxa4	25.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	188	134	107	0
Als2	25.655172	188	145	182	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0
2310057M21Rik	25.62069	150	91	172	153	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0
Zfp964	25.586207	203	157	158	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
Vps51	25.586207	94	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	299	145	0	0	0
Ugt1a6a	25.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	227	157	0	174	0
Ralgps1	25.586207	138	191	108	116	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Plekhf1	25.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	82	392	103	0
Kidins220	25.586207	92	106	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	156	0
