Target_genes	Klf2|Average	SRX20851841|CD8+_T_cells	SRX20851842|CD8+_T_cells	SRX14009274|Heart_endothelial_cells	SRX14009275|Heart_endothelial_cells	SRX14009278|Lung_endothelial_cells	SRX14009279|Lung_endothelial_cells	STRING
Dcaf11	55.666667	159	175	0	0	0	0	0
Ctsd	55.666667	176	158	0	0	0	0	0
Vdac1	55.5	157	176	0	0	0	0	0
Slc66a2	55.5	158	175	0	0	0	0	0
Entpd5	55.5	171	162	0	0	0	0	0
Crebbp	55.5	129	204	0	0	0	0	0
Bbof1	55.5	171	162	0	0	0	0	0
Anp32b	55.5	160	173	0	0	0	0	0
Zfp382	55.333333	166	166	0	0	0	0	0
Ube2j1	55.333333	118	214	0	0	0	0	0
Taf11	55.333333	184	148	0	0	0	0	0
Rnasek	55.333333	165	167	0	0	0	0	0
Luc7l	55.333333	109	223	0	0	0	0	0
Lancl2	55.333333	152	180	0	0	0	0	0
Gclc	55.333333	156	176	0	0	0	0	0
Dut	55.333333	187	145	0	0	0	0	0
Dnajc3	55.333333	176	156	0	0	0	0	0
Atp11c	55.333333	133	199	0	0	0	0	0
Ascl4	55.333333	190	142	0	0	0	0	0
Anks1	55.333333	184	148	0	0	0	0	0
0610010K14Rik	55.333333	165	167	0	0	0	0	0
Zfp142	55.166667	189	142	0	0	0	0	0
Usp45	55.166667	209	122	0	0	0	0	0
Ugdh	55.166667	130	201	0	0	0	0	0
Snx15	55.166667	166	165	0	0	0	0	0
Ptpn1	55.166667	152	179	0	0	0	0	0
Pifo	55.166667	174	157	0	0	0	0	0
Mrtfa	55.166667	175	156	0	0	0	0	0
Jade3	55.166667	136	195	0	0	0	0	0
Fbxo25	55.166667	151	180	0	0	0	0	0
Bcs1l	55.166667	189	142	0	0	0	0	0
Xpnpep3	55.0	143	187	0	0	0	0	0
Ubr3	55.0	176	154	0	0	0	0	0
Tmtc2	55.0	132	198	0	0	0	0	0
Stk17b	55.0	178	152	0	0	0	0	0
St13	55.0	143	187	0	0	0	0	0
Pafah2	55.0	140	190	0	0	0	0	0
Ncapd2	55.0	164	166	0	0	0	0	0
Mrpl51	55.0	164	166	0	0	0	0	0
Limd2	55.0	162	168	0	0	0	0	0
H1f2	55.0	134	196	0	0	0	0	0
Ets1	55.0	162	168	0	0	0	0	0
Dipk1a	55.0	163	167	0	0	0	0	0
Ddx17	55.0	186	144	0	0	0	0	0
Cops6	55.0	185	145	0	0	0	0	0
Chd1l	55.0	157	173	0	0	0	0	0
Agpat5	55.0	151	179	0	0	0	0	0
Tmem63a	54.833333	164	165	0	0	0	0	0
Rundc3b	54.833333	109	220	0	0	0	0	0
Il2rb	54.833333	173	156	0	0	0	0	0
Hsd17b12	54.833333	154	175	0	0	0	0	0
Cdan1	54.833333	131	198	0	0	0	0	0
Atg16l2	54.833333	144	185	0	0	0	0	0
Arhgap30	54.833333	121	208	0	0	0	0	0
Slc37a3	54.666667	136	192	0	0	0	0	0
Rab19	54.666667	136	192	0	0	0	0	0
Fnta	54.666667	176	152	0	0	0	0	0
Bcl2l11	54.666667	152	176	0	0	0	0	0
Mcm9	54.5	149	178	0	0	0	0	0
Guf1	54.5	144	183	0	0	0	0	0
Ddb2	54.5	187	140	0	0	0	0	0
Brd4	54.5	120	207	0	0	0	0	0
Tmem254c	54.333333	174	152	0	0	0	0	0
Tmem254b	54.333333	174	152	0	0	0	0	0
Tmem254a	54.333333	174	152	0	0	0	0	0
Sec63	54.333333	114	212	0	0	0	0	0
Oxsm	54.333333	170	156	0	0	0	0	0
Gls	54.333333	135	191	0	0	0	0	0
Erich1	54.333333	136	190	0	0	0	0	0
Dync1i2	54.333333	174	152	0	0	0	0	0
Asb7	54.333333	176	150	0	0	0	0	0
Znrf1	54.166667	108	217	0	0	0	0	0
Tpm4	54.166667	163	162	0	0	0	0	0
Tgfb1	54.166667	177	148	0	0	0	0	0
Pmpca	54.166667	176	149	0	0	0	0	0
Kansl2	54.166667	180	145	0	0	0	0	0
Hibch	54.166667	153	172	0	0	0	0	0
Gcsh	54.166667	154	171	0	0	0	0	0
Entr1	54.166667	176	149	0	0	0	0	0
Coro1c	54.166667	157	168	0	0	0	0	0
B3glct	54.166667	156	169	0	0	0	0	0
Tubb5	54.0	182	142	0	0	0	0	0
Tdrd7	54.0	143	181	0	0	0	0	0
Snx6	54.0	138	186	0	0	0	0	0
Smad2	54.0	132	192	0	0	0	0	0
Slc30a6	54.0	147	177	0	0	0	0	0
Shox2	54.0	151	173	0	0	0	0	0
Rsrc1	54.0	151	173	0	0	0	0	0
Recql	54.0	152	172	0	0	0	0	0
Phlda1	54.0	165	159	0	0	0	0	0
Nubp1	54.0	180	144	0	0	0	0	0
Mtfp1	54.0	142	182	0	0	0	0	0
Mettl26	54.0	154	170	0	0	0	0	0
Mdc1	54.0	182	142	0	0	0	0	0
Lrrc8c	54.0	175	149	0	0	0	0	0
Golt1b	54.0	152	172	0	0	0	0	0
Gemin4	54.0	150	174	0	0	0	0	0
Dbil5	54.0	150	174	0	0	0	0	0
Cenpu	54.0	163	161	0	0	0	0	0
Axin1	54.0	174	150	0	0	0	0	0
Zdhhc8	53.833333	135	188	0	0	0	0	0
Wee1	53.833333	119	204	0	0	0	0	0
Tex22	53.833333	137	186	0	0	0	0	0
Pip4k2c	53.833333	145	178	0	0	0	0	0
Ms4a6b	53.833333	158	165	0	0	0	0	0
Fuca1	53.833333	174	149	0	0	0	0	0
Borcs6	53.833333	197	126	0	0	0	0	0
Zranb3	53.666667	162	160	0	0	0	0	0
Zdhhc24	53.666667	174	148	0	0	0	0	0
Ubqln4	53.666667	143	179	0	0	0	0	0
Tspan31	53.666667	151	171	0	0	0	0	0
Tmco1	53.666667	167	155	0	0	0	0	0
R3hdm1	53.666667	162	160	0	0	0	0	0
Nfyc	53.666667	140	182	0	0	0	0	0
Map1lc3a	53.666667	178	144	0	0	0	0	0
Lamtor2	53.666667	143	179	0	0	0	0	0
Coa8	53.666667	179	143	0	0	0	0	0
Bloc1s5	53.666667	194	128	0	0	0	0	0
Bag5	53.666667	179	143	0	0	0	0	0
Agap2	53.666667	151	171	0	0	0	0	0
Actn3	53.666667	174	148	0	0	0	0	0
Zfp341	53.5	166	155	0	0	0	0	0
Zdhhc15	53.5	127	194	0	0	0	0	0
Ttc25	53.5	143	178	0	0	0	0	0
Tkfc	53.5	146	175	0	0	0	0	0
Rab6b	53.5	187	134	0	0	0	0	0
Pym1	53.5	137	184	0	0	0	0	0
Pcf11	53.5	164	157	0	0	0	0	0
Notch2	53.5	122	199	0	0	0	0	0
Nop2	53.5	199	122	0	0	0	0	0
Lcn4	53.5	125	196	0	0	0	0	0
Glul	53.5	158	163	0	0	0	0	0
E430018J23Rik	53.5	157	164	0	0	0	0	0
Disp2	53.5	153	168	0	0	0	0	0
Dgka	53.5	137	184	0	0	0	0	0
Ddb1	53.5	146	175	0	0	0	0	0
Chka	53.5	176	145	0	0	0	0	0
Ccdc22	53.5	166	155	0	0	0	0	0
Cacna1f	53.5	166	155	0	0	0	0	0
Atp8a1	53.5	148	173	0	0	0	0	0
Acp6	53.5	196	125	0	0	0	0	0
Serpinb6a	53.333333	138	182	0	0	0	0	0
Sdr39u1	53.333333	137	183	0	0	0	0	0
Ripk1	53.333333	138	182	0	0	0	0	0
Ppp1r3e	53.333333	196	124	0	0	0	0	0
Plxna1	53.333333	161	159	0	0	0	0	0
Pkm	53.333333	166	154	0	0	0	0	0
Pdpr	53.333333	146	174	0	0	0	0	0
Mfsd3	53.333333	138	182	0	0	0	0	0
Jarid2	53.333333	166	154	0	0	0	0	0
Gpt	53.333333	138	182	0	0	0	0	0
Slc4a7	53.166667	194	125	0	0	0	0	0
Rnf123	53.166667	158	161	0	0	0	0	0
Rap1b	53.166667	141	178	0	0	0	0	0
Pdss2	53.166667	148	171	0	0	0	0	0
Mst1	53.166667	158	161	0	0	0	0	0
Hnrnpab	53.166667	186	133	0	0	0	0	0
Ebna1bp2	53.166667	137	182	0	0	0	0	0
Cfap57	53.166667	137	182	0	0	0	0	0
Cars	53.166667	140	179	0	0	0	0	0
Calcoco1	53.166667	149	170	0	0	0	0	0
Bptf	53.166667	146	173	0	0	0	0	0
Bhlhb9	53.166667	174	145	0	0	0	0	0
Atad2	53.166667	182	137	0	0	0	0	0
Arc	53.166667	173	146	0	0	0	0	0
Trmo	53.0	124	194	0	0	0	0	0
Ranbp9	53.0	139	179	0	0	0	0	0
Pin1	53.0	163	155	0	0	0	0	0
Nsd3	53.0	183	135	0	0	0	0	0
Ngly1	53.0	170	148	0	0	0	0	0
Letm2	53.0	183	135	0	0	0	0	0
Kdm4b	53.0	131	187	0	0	0	0	0
Gk5	53.0	125	193	0	0	0	0	0
Dnaaf4	53.0	169	149	0	0	0	0	0
Cdk5rap3	53.0	136	182	0	0	0	0	0
Arid5a	53.0	157	161	0	0	0	0	0
St3gal4	52.833333	174	143	0	0	0	0	0
Rwdd2a	52.833333	159	158	0	0	0	0	0
Pgm3	52.833333	159	158	0	0	0	0	0
Nipa1	52.833333	163	154	0	0	0	0	0
Ncoa4	52.833333	168	149	0	0	0	0	0
Cxxc5	52.833333	136	181	0	0	0	0	0
Ccdc14	52.833333	139	178	0	0	0	0	0
Ap3d1	52.833333	168	149	0	0	0	0	0
Usp49	52.666667	115	201	0	0	0	0	0
Ulbp1	52.666667	175	141	0	0	0	0	0
Sirt4	52.666667	159	157	0	0	0	0	0
Reep5	52.666667	185	131	0	0	0	0	0
Nsmce1	52.666667	143	173	0	0	0	0	0
Mfsd14a	52.666667	164	152	0	0	0	0	0
Homer1	52.666667	166	150	0	0	0	0	0
Habp4	52.666667	171	145	0	0	0	0	0
Fiz1	52.666667	157	159	0	0	0	0	0
Arhgap17	52.666667	150	166	0	0	0	0	0
Zfp248	52.5	156	159	0	0	0	0	0
Uchl5	52.5	142	173	0	0	0	0	0
Tada2a	52.5	197	118	0	0	0	0	0
Secisbp2	52.5	135	180	0	0	0	0	0
Ro60	52.5	142	173	0	0	0	0	0
Plcg1	52.5	159	156	0	0	0	0	0
P2rx4	52.5	143	172	0	0	0	0	0
Mrps9	52.5	163	152	0	0	0	0	0
Lrch4	52.5	149	166	0	0	0	0	0
Fbxo24	52.5	149	166	0	0	0	0	0
Edrf1	52.5	173	142	0	0	0	0	0
Dbnl	52.5	125	190	0	0	0	0	0
Xrn2	52.333333	185	129	0	0	0	0	0
Tmem94	52.333333	155	159	0	0	0	0	0
Tab1	52.333333	179	135	0	0	0	0	0
Mtrf1l	52.333333	107	207	0	0	0	0	0
Ggct	52.333333	164	150	0	0	0	0	0
Cdk19	52.333333	148	166	0	0	0	0	0
Ccdc86	52.333333	164	150	0	0	0	0	0
Tmem38b	52.166667	166	147	0	0	0	0	0
Tmem249	52.166667	204	109	0	0	0	0	0
Stpg2	52.166667	152	161	0	0	0	0	0
Slc52a2	52.166667	204	109	0	0	0	0	0
Pex12	52.166667	167	146	0	0	0	0	0
Mettl4	52.166667	166	147	0	0	0	0	0
Haus7	52.166667	136	177	0	0	0	0	0
Golga5	52.166667	143	170	0	0	0	0	0
Fbxl6	52.166667	204	109	0	0	0	0	0
Ap2b1	52.166667	167	146	0	0	0	0	0
St3gal1	52.0	129	183	0	0	0	0	0
Ssh1	52.0	162	150	0	0	0	0	0
Smndc1	52.0	97	215	0	0	0	0	0
Psd	52.0	138	174	0	0	0	0	0
Hsd17b7	52.0	170	142	0	0	0	0	0
Fbxl15	52.0	138	174	0	0	0	0	0
Dguok	52.0	179	133	0	0	0	0	0
Dgcr6	52.0	161	151	0	0	0	0	0
Cct2	52.0	153	159	0	0	0	0	0
Bicra	52.0	115	197	0	0	0	0	0
A630095N17Rik	52.0	162	150	0	0	0	0	0
Zfp90	51.833333	137	174	0	0	0	0	0
Rtn4	51.833333	181	130	0	0	0	0	0
Msl1	51.833333	140	171	0	0	0	0	0
Map2k4	51.833333	171	140	0	0	0	0	0
Kif14	51.833333	174	137	0	0	0	0	0
Hsph1	51.833333	147	164	0	0	0	0	0
Epg5	51.833333	157	154	0	0	0	0	0
Daxx	51.833333	166	145	0	0	0	0	0
Ap1g1	51.833333	193	118	0	0	0	0	0
Trappc8	51.666667	144	166	0	0	0	0	0
Ppp1r16a	51.666667	172	138	0	0	0	0	0
Pdcd6	51.666667	156	154	0	0	0	0	0
Pan2	51.666667	197	113	0	0	0	0	0
Mphosph8	51.666667	154	156	0	0	0	0	0
Foxh1	51.666667	172	138	0	0	0	0	0
Diablo	51.666667	120	190	0	0	0	0	0
Coa4	51.666667	137	173	0	0	0	0	0
Cebpg	51.666667	118	192	0	0	0	0	0
Bard1	51.666667	139	171	0	0	0	0	0
Ythdf3	51.5	190	119	0	0	0	0	0
Trim41	51.5	175	134	0	0	0	0	0
Tra2b	51.5	145	164	0	0	0	0	0
Npc2	51.5	151	158	0	0	0	0	0
Isca2	51.5	151	158	0	0	0	0	0
Ifi30	51.5	121	188	0	0	0	0	0
Hspbp1	51.5	146	163	0	0	0	0	0
Csnk1d	51.5	125	184	0	0	0	0	0
Cnot3	51.5	147	162	0	0	0	0	0
Brwd1	51.5	163	146	0	0	0	0	0
Zfp160	51.333333	162	146	0	0	0	0	0
Uba6	51.333333	139	169	0	0	0	0	0
Sirt1	51.333333	167	141	0	0	0	0	0
Prss22	51.333333	168	140	0	0	0	0	0
Ppih	51.333333	103	205	0	0	0	0	0
Mfsd13b	51.333333	128	180	0	0	0	0	0
Ip6k2	51.333333	139	169	0	0	0	0	0
Hook2	51.333333	161	147	0	0	0	0	0
Def6	51.333333	181	127	0	0	0	0	0
Chsy1	51.333333	156	152	0	0	0	0	0
Cdr2	51.333333	128	180	0	0	0	0	0
Adam1b	51.333333	90	218	0	0	0	0	0
Zfp36l1	51.166667	141	166	0	0	0	0	0
Utp3	51.166667	156	151	0	0	0	0	0
Polr1d	51.166667	168	139	0	0	0	0	0
Pgm1	51.166667	158	149	0	0	0	0	0
Nup54	51.166667	116	191	0	0	0	0	0
Lsm10	51.166667	155	152	0	0	0	0	0
Lnx2	51.166667	168	139	0	0	0	0	0
Dusp2	51.166667	145	162	0	0	0	0	0
Ctdp1	51.166667	183	124	0	0	0	0	0
Astl	51.166667	145	162	0	0	0	0	0
Zfand5	51.0	127	179	0	0	0	0	0
Tbrg4	51.0	157	149	0	0	0	0	0
Stat5a	51.0	158	148	0	0	0	0	0
Rbm3	51.0	81	225	0	0	0	0	0
Oaz2	51.0	152	154	0	0	0	0	0
Nufip2	51.0	162	144	0	0	0	0	0
Mlec	51.0	174	132	0	0	0	0	0
Fam117b	51.0	136	170	0	0	0	0	0
Ccsap	51.0	148	158	0	0	0	0	0
Slc35g1	50.833333	161	144	0	0	0	0	0
Sh3glb2	50.833333	123	182	0	0	0	0	0
Rpl37	50.833333	170	135	0	0	0	0	0
Miga2	50.833333	123	182	0	0	0	0	0
H3c10	50.833333	121	184	0	0	0	0	0
H2bc13	50.833333	121	184	0	0	0	0	0
H2ac13	50.833333	121	184	0	0	0	0	0
Frat2	50.833333	105	200	0	0	0	0	0
Entpd7	50.833333	172	133	0	0	0	0	0
Elf2	50.833333	168	137	0	0	0	0	0
Bloc1s6	50.833333	137	168	0	0	0	0	0
Abraxas1	50.833333	137	168	0	0	0	0	0
Ube2b	50.666667	147	157	0	0	0	0	0
Trit1	50.666667	135	169	0	0	0	0	0
Rchy1	50.666667	140	164	0	0	0	0	0
Ptpn22	50.666667	166	138	0	0	0	0	0
Pms2	50.666667	139	165	0	0	0	0	0
Lrch1	50.666667	174	130	0	0	0	0	0
Ints12	50.666667	114	190	0	0	0	0	0
Gstcd	50.666667	114	190	0	0	0	0	0
Crebl2	50.666667	119	185	0	0	0	0	0
Cdkl3	50.666667	147	157	0	0	0	0	0
Aimp2	50.666667	139	165	0	0	0	0	0
Adora2a	50.666667	112	192	0	0	0	0	0
Zfp655	50.5	131	172	0	0	0	0	0
Zfp574	50.5	143	160	0	0	0	0	0
Socs3	50.5	110	193	0	0	0	0	0
Pradc1	50.5	142	161	0	0	0	0	0
Ppm1b	50.5	162	141	0	0	0	0	0
Grik5	50.5	143	160	0	0	0	0	0
Cct7	50.5	142	161	0	0	0	0	0
Brd3	50.5	153	150	0	0	0	0	0
Zyx	50.333333	110	192	0	0	0	0	0
Yif1b	50.333333	168	134	0	0	0	0	0
Them6	50.333333	148	154	0	0	0	0	0
Spred1	50.333333	126	176	0	0	0	0	0
Rora	50.333333	133	169	0	0	0	0	0
Lipa	50.333333	147	155	0	0	0	0	0
Eloc	50.333333	174	128	0	0	0	0	0
Dap3	50.333333	109	193	0	0	0	0	0
Utp4	50.166667	164	137	0	0	0	0	0
Tsnax	50.166667	98	203	0	0	0	0	0
Spata18	50.166667	187	114	0	0	0	0	0
Sgcb	50.166667	187	114	0	0	0	0	0
Pdia3	50.166667	160	141	0	0	0	0	0
Nxn	50.166667	135	166	0	0	0	0	0
Insig1	50.166667	147	154	0	0	0	0	0
Eif4a1	50.166667	135	166	0	0	0	0	0
Derpc	50.166667	164	137	0	0	0	0	0
Chtf8	50.166667	164	137	0	0	0	0	0
Catsper2	50.166667	160	141	0	0	0	0	0
Zfp384	50.0	157	143	0	0	0	0	0
Vezt	50.0	144	156	0	0	0	0	0
Ttf1	50.0	157	143	0	0	0	0	0
Trim35	50.0	150	150	0	0	0	0	0
Tomm40l	50.0	130	170	0	0	0	0	0
Sowahc	50.0	174	126	0	0	0	0	0
Septin10	50.0	174	126	0	0	0	0	0
Psmd12	50.0	147	153	0	0	0	0	0
Phip	50.0	142	158	0	0	0	0	0
Pdlim1	50.0	154	146	0	0	0	0	0
Fgd6	50.0	144	156	0	0	0	0	0
Ebpl	50.0	119	181	0	0	0	0	0
Dnm1	50.0	171	129	0	0	0	0	0
Arrdc2	50.0	164	136	0	0	0	0	0
Apoa2	50.0	130	170	0	0	0	0	0
Socs5	49.833333	191	108	0	0	0	0	0
Ppp2r5b	49.833333	152	147	0	0	0	0	0
Pex5	49.833333	161	138	0	0	0	0	0
Ndufb8	49.833333	132	167	0	0	0	0	0
Myl4	49.833333	130	169	0	0	0	0	0
Ctsc	49.833333	144	155	0	0	0	0	0
Cdc27	49.833333	130	169	0	0	0	0	0
Cd2bp2	49.833333	139	160	0	0	0	0	0
Xpc	49.666667	162	136	0	0	0	0	0
Vasp	49.666667	152	146	0	0	0	0	0
Uqcrfs1	49.666667	160	138	0	0	0	0	0
Upf3a	49.666667	123	175	0	0	0	0	0
Uba2	49.666667	95	203	0	0	0	0	0
Txnl4b	49.666667	142	156	0	0	0	0	0
Telo2	49.666667	136	162	0	0	0	0	0
Stambpl1	49.666667	143	155	0	0	0	0	0
Satb1	49.666667	147	151	0	0	0	0	0
Sars2	49.666667	143	155	0	0	0	0	0
Rabgap1l	49.666667	156	142	0	0	0	0	0
Ptx4	49.666667	136	162	0	0	0	0	0
Ptbp1	49.666667	123	175	0	0	0	0	0
Pik3r5	49.666667	121	177	0	0	0	0	0
Pigu	49.666667	134	164	0	0	0	0	0
Nemp1	49.666667	154	144	0	0	0	0	0
Mrps12	49.666667	143	155	0	0	0	0	0
Mrfap1	49.666667	146	152	0	0	0	0	0
Mcm6	49.666667	171	127	0	0	0	0	0
Mapk9	49.666667	179	119	0	0	0	0	0
Lsm3	49.666667	162	136	0	0	0	0	0
Lmnb1	49.666667	136	162	0	0	0	0	0
Hnrnpul1	49.666667	148	150	0	0	0	0	0
Fnip1	49.666667	122	176	0	0	0	0	0
Evpl	49.666667	140	158	0	0	0	0	0
Dhx38	49.666667	142	156	0	0	0	0	0
Cast	49.666667	146	152	0	0	0	0	0
Arap2	49.666667	137	161	0	0	0	0	0
1700025G04Rik	49.666667	155	143	0	0	0	0	0
Urm1	49.5	152	145	0	0	0	0	0
U2surp	49.5	159	138	0	0	0	0	0
Tmem268	49.5	154	143	0	0	0	0	0
Slc19a1	49.5	108	189	0	0	0	0	0
Rxylt1	49.5	178	119	0	0	0	0	0
Rplp1	49.5	155	142	0	0	0	0	0
Pelp1	49.5	111	186	0	0	0	0	0
Metap1d	49.5	154	143	0	0	0	0	0
Eif3d	49.5	127	170	0	0	0	0	0
Actr1b	49.5	119	178	0	0	0	0	0
4933424G06Rik	49.5	119	178	0	0	0	0	0
Trdmt1	49.333333	125	171	0	0	0	0	0
Selenos	49.333333	145	151	0	0	0	0	0
Rps4x	49.333333	159	137	0	0	0	0	0
Rngtt	49.333333	167	129	0	0	0	0	0
Mief2	49.333333	124	172	0	0	0	0	0
Klf2	49.333333	152	144	0	0	0	0	0
Ift27	49.333333	133	163	0	0	0	0	0
Hk3	49.333333	135	161	0	0	0	0	0
Flii	49.333333	124	172	0	0	0	0	0
Eif2b2	49.333333	150	146	0	0	0	0	0
Dennd4c	49.333333	116	180	0	0	0	0	0
Cutc	49.333333	118	178	0	0	0	0	0
Cox15	49.333333	118	178	0	0	0	0	0
Cdk9	49.333333	136	160	0	0	0	0	0
Appl1	49.333333	115	181	0	0	0	0	0
Usp19	49.166667	155	140	0	0	0	0	0
Syn1	49.166667	136	159	0	0	0	0	0
Ripor2	49.166667	155	140	0	0	0	0	0
Ppp3r1	49.166667	143	152	0	0	0	0	0
Phf5a	49.166667	112	183	0	0	0	0	0
Hes3	49.166667	0	104	191	0	0	0	0
Gjd3	49.166667	121	174	0	0	0	0	0
Eef2kmt	49.166667	161	134	0	0	0	0	0
Dr1	49.166667	138	157	0	0	0	0	0
Ap1s2	49.166667	148	147	0	0	0	0	0
Aldh9a1	49.166667	138	157	0	0	0	0	0
Adrm1	49.166667	141	154	0	0	0	0	0
Aco2	49.166667	112	183	0	0	0	0	0
Vgll4	49.0	115	179	0	0	0	0	0
Sec24d	49.0	151	143	0	0	0	0	0
Rbm15	49.0	179	115	0	0	0	0	0
Parp4	49.0	127	167	0	0	0	0	0
Gm27021	49.0	127	167	0	0	0	0	0
Emc8	49.0	127	167	0	0	0	0	0
D10Wsu102e	49.0	138	156	0	0	0	0	0
Cox4i1	49.0	127	167	0	0	0	0	0
Cenpj	49.0	127	167	0	0	0	0	0
Tmx4	48.833333	183	110	0	0	0	0	0
Stard9	48.833333	132	161	0	0	0	0	0
Ppm1l	48.833333	184	109	0	0	0	0	0
Polr3k	48.833333	178	115	0	0	0	0	0
N4bp2l2	48.833333	145	148	0	0	0	0	0
Mapre2	48.833333	145	148	0	0	0	0	0
Fam76b	48.833333	126	167	0	0	0	0	0
Cep57	48.833333	126	167	0	0	0	0	0
Rnf5	48.666667	164	128	0	0	0	0	0
Rlf	48.666667	132	160	0	0	0	0	0
Ppp1r13b	48.666667	130	162	0	0	0	0	0
Lbh	48.666667	134	158	0	0	0	0	0
Klf1	48.666667	127	165	0	0	0	0	0
Cep295nl	48.666667	195	97	0	0	0	0	0
Agpat1	48.666667	164	128	0	0	0	0	0
Vps37a	48.5	164	127	0	0	0	0	0
Tm9sf3	48.5	142	149	0	0	0	0	0
Tbc1d12	48.5	125	166	0	0	0	0	0
Slc7a1	48.5	186	105	0	0	0	0	0
Sigirr	48.5	156	135	0	0	0	0	0
Pou2f2	48.5	99	192	0	0	0	0	0
Mamstr	48.5	110	181	0	0	0	0	0
Lsm8	48.5	120	171	0	0	0	0	0
Foxo4	48.5	181	110	0	0	0	0	0
Cnot7	48.5	164	127	0	0	0	0	0
Tmem9b	48.333333	121	169	0	0	0	0	0
Stk19	48.333333	125	165	0	0	0	0	0
Sec31a	48.333333	151	139	0	0	0	0	0
Rpl27a	48.333333	154	136	0	0	0	0	0
Limk2	48.333333	171	119	0	0	0	0	0
Gdpd5	48.333333	153	137	0	0	0	0	0
Dxo	48.333333	125	165	0	0	0	0	0
Dnajb2	48.333333	140	150	0	0	0	0	0
Atp11a	48.333333	97	193	0	0	0	0	0
Taf1d	48.166667	148	141	0	0	0	0	0
Smc3	48.166667	169	120	0	0	0	0	0
Sf3b2	48.166667	170	119	0	0	0	0	0
Rnps1	48.166667	131	158	0	0	0	0	0
Neurl3	48.166667	115	174	0	0	0	0	0
Mzt2	48.166667	131	158	0	0	0	0	0
Gal3st3	48.166667	170	119	0	0	0	0	0
Ehd4	48.166667	152	137	0	0	0	0	0
Dennd1a	48.166667	125	164	0	0	0	0	0
Dcaf15	48.166667	104	185	0	0	0	0	0
Calr3	48.166667	133	156	0	0	0	0	0
Bmpr1a	48.166667	188	101	0	0	0	0	0
Adipor1	48.166667	119	170	0	0	0	0	0
4931406C07Rik	48.166667	148	141	0	0	0	0	0
1700030K09Rik	48.166667	133	156	0	0	0	0	0
Vegfa	48.0	157	131	0	0	0	0	0
Ttc14	48.0	164	124	0	0	0	0	0
Tob2	48.0	121	167	0	0	0	0	0
Tnrc6b	48.0	141	147	0	0	0	0	0
Sfmbt2	48.0	163	125	0	0	0	0	0
Lrrc23	48.0	129	159	0	0	0	0	0
Cdkn1b	48.0	151	137	0	0	0	0	0
Trmt112	47.833333	134	153	0	0	0	0	0
Tada1	47.833333	126	161	0	0	0	0	0
Prdx5	47.833333	134	153	0	0	0	0	0
Maml1	47.833333	184	103	0	0	0	0	0
Gpr155	47.833333	130	157	0	0	0	0	0
Cd72	47.833333	142	145	0	0	0	0	0
Aven	47.833333	150	137	0	0	0	0	0
Xrcc4	47.666667	131	155	0	0	0	0	0
Tube1	47.666667	92	194	0	0	0	0	0
Tmem167	47.666667	131	155	0	0	0	0	0
Tlk1	47.666667	126	160	0	0	0	0	0
Synj1	47.666667	127	159	0	0	0	0	0
Rps3	47.666667	151	135	0	0	0	0	0
Phf14	47.666667	113	173	0	0	0	0	0
Papolg	47.666667	145	141	0	0	0	0	0
Mfap1b	47.666667	141	145	0	0	0	0	0
Maml3	47.666667	125	161	0	0	0	0	0
Katnb1	47.666667	109	177	0	0	0	0	0
Kansl3	47.666667	145	141	0	0	0	0	0
Fer1l5	47.666667	145	141	0	0	0	0	0
Fam229b	47.666667	92	194	0	0	0	0	0
Dtnbp1	47.666667	133	153	0	0	0	0	0
Tuba4a	47.5	162	123	0	0	0	0	0
Tsen54	47.5	118	167	0	0	0	0	0
Trrap	47.5	140	145	0	0	0	0	0
Triobp	47.5	134	151	0	0	0	0	0
Tbc1d2	47.5	116	169	0	0	0	0	0
Suclg1	47.5	154	131	0	0	0	0	0
Skap1	47.5	133	152	0	0	0	0	0
Rnf20	47.5	81	204	0	0	0	0	0
Pogz	47.5	138	147	0	0	0	0	0
Itgae	47.5	138	147	0	0	0	0	0
Hspa5	47.5	155	130	0	0	0	0	0
Heca	47.5	100	185	0	0	0	0	0
Fbxl17	47.5	144	141	0	0	0	0	0
Ext1	47.5	163	122	0	0	0	0	0
Dhx35	47.5	172	113	0	0	0	0	0
Caskin2	47.5	118	167	0	0	0	0	0
Ankhd1	47.5	142	143	0	0	0	0	0
Zfp715	47.333333	141	143	0	0	0	0	0
Zcchc17	47.333333	124	160	0	0	0	0	0
Unc13a	47.333333	111	173	0	0	0	0	0
Ube2q1	47.333333	132	152	0	0	0	0	0
Tuft1	47.333333	182	102	0	0	0	0	0
Snrnp40	47.333333	124	160	0	0	0	0	0
Snrnp25	47.333333	169	115	0	0	0	0	0
Slfn5	47.333333	128	156	0	0	0	0	0
Slc4a2	47.333333	166	118	0	0	0	0	0
Slc38a2	47.333333	148	136	0	0	0	0	0
Slc25a4	47.333333	148	136	0	0	0	0	0
Ppp1r27	47.333333	117	167	0	0	0	0	0
Poldip3	47.333333	147	137	0	0	0	0	0
Mon1b	47.333333	143	141	0	0	0	0	0
Mcrip1	47.333333	117	167	0	0	0	0	0
Jak3	47.333333	111	173	0	0	0	0	0
Ifna13	47.333333	136	148	0	0	0	0	0
Hnrnpdl	47.333333	125	159	0	0	0	0	0
Enoph1	47.333333	125	159	0	0	0	0	0
Cdk5	47.333333	166	118	0	0	0	0	0
