Target_genes	E2f4|Average	SRX019013|3T3-L1	SRX142538|C2C12	SRX140375|CH12	SRX122394|Dendritic_Cells	SRX122395|Dendritic_Cells	SRX122396|Dendritic_Cells	SRX122397|Dendritic_Cells	SRX319552|ES_cells	SRX019010|Hepatocytes	SRX027460|iPS_cells	SRX1532691|Liver	SRX1532692|Liver	SRX1532693|Liver	SRX1532694|Liver	SRX18205314|Liver	SRX18205316|Liver	SRX140377|MEL	STRING
Dis3l	24.117647	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	324	0
Cebpzos	24.117647	0	0	0	0	0	0	0	96	314	0	0	0	0	0	0	0	0	0
Aar2	24.117647	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
2010315B03Rik	24.117647	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Zfp955b	24.058824	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Spin1	24.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0
Smap1	24.058824	0	0	0	0	0	0	0	164	245	0	0	0	0	0	0	0	0	0
Smad7	24.058824	0	92	0	0	0	0	0	0	180	137	0	0	0	0	0	0	0	0
Impa2	24.058824	0	0	0	0	0	0	0	0	141	121	0	0	0	0	0	147	0	0
Entpd7	24.058824	0	0	0	0	0	0	0	0	93	202	0	0	0	0	0	0	114	0
Daam1	24.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0
Slc38a1	24.0	0	173	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0
Sec61b	24.0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Retreg2	24.0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpn1	24.0	0	0	0	0	0	0	0	0	119	289	0	0	0	0	0	0	0	0
Dhx58	24.0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Crlf3	24.0	0	151	0	0	0	0	0	135	0	0	0	0	0	0	0	0	122	0
Cnppd1	24.0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg2	24.0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Rpe	23.941176	101	0	0	0	0	0	0	0	126	180	0	0	0	0	0	0	0	0
Mier2	23.941176	79	0	0	0	0	0	0	160	168	0	0	0	0	0	0	0	0	0
Kmt2e	23.941176	197	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0
Samd9l	23.882353	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ppp6c	23.882353	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Pdia3	23.882353	0	0	0	0	0	0	0	0	91	214	0	0	0	0	0	0	101	0
Gdpgp1	23.882353	259	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Cib1	23.882353	259	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Catsper2	23.882353	0	0	0	0	0	0	0	0	91	214	0	0	0	0	0	0	101	0
Zfp740	23.823529	0	104	0	0	0	0	0	0	0	172	0	0	0	0	0	0	129	0
Tmem14c	23.823529	0	0	126	0	0	0	0	0	0	173	0	0	0	0	0	0	106	0
Tgfbr2	23.823529	0	0	0	0	0	0	0	0	79	326	0	0	0	0	0	0	0	0
Slc35f5	23.823529	0	0	0	0	0	0	0	0	85	320	0	0	0	0	0	0	0	0
Rps6ka3	23.823529	0	91	0	0	0	0	0	0	130	0	0	0	0	0	0	0	184	0
Npc1	23.823529	0	0	148	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0
Naaa	23.823529	0	0	116	0	0	0	0	0	158	0	0	0	0	0	0	0	131	0
Mrps7	23.823529	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Gga3	23.823529	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0
Fam53a	23.823529	166	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0
Ehd1	23.823529	135	0	0	0	0	0	0	0	147	123	0	0	0	0	0	0	0	0
Csad	23.823529	0	104	0	0	0	0	0	0	0	172	0	0	0	0	0	0	129	0
Cln8	23.823529	162	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0
Arid5a	23.823529	0	106	0	0	0	0	0	129	0	0	0	0	0	0	0	0	170	0
Abcd4	23.823529	0	0	155	0	0	0	0	0	0	157	0	0	0	0	0	0	93	0
Spg11	23.764706	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrc2a	23.764706	146	0	0	0	0	0	0	0	145	113	0	0	0	0	0	0	0	0
Naa20	23.764706	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Cyba	23.764706	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Ccdc9	23.764706	97	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	127	0
Ttc7	23.705882	83	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Pigh	23.705882	99	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0
Lrrc10	23.705882	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	130	0
2310039H08Rik	23.705882	141	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0
Uck2	23.647059	0	0	116	0	0	0	0	114	0	0	0	0	0	0	0	0	172	0
Trappc9	23.647059	0	134	0	0	0	0	0	0	0	121	0	0	0	0	0	147	0	0
Srsf9	23.647059	0	0	0	0	0	0	0	129	148	125	0	0	0	0	0	0	0	0
Mkx	23.647059	0	0	0	0	0	0	0	186	0	216	0	0	0	0	0	0	0	0
Mbtps2	23.647059	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0
Map1s	23.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0
Lpar1	23.647059	0	0	0	0	0	0	0	305	0	97	0	0	0	0	0	0	0	0
Itfg2	23.647059	224	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
Gse1	23.647059	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
Cd2ap	23.647059	145	0	0	0	0	0	0	136	121	0	0	0	0	0	0	0	0	0
B3gat3	23.647059	0	116	0	0	0	0	0	0	0	179	0	0	0	0	0	0	107	0
Amdhd2	23.647059	269	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp781	23.588235	0	0	87	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0
Myo6	23.588235	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0
Macrod2	23.588235	144	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0
Laptm4a	23.588235	0	166	0	0	0	0	0	0	75	160	0	0	0	0	0	0	0	0
Gm3055	23.588235	0	0	87	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0
Ccne2	23.588235	0	193	0	0	0	0	0	137	0	0	0	0	0	0	0	71	0	0
Ap3b1	23.588235	152	113	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30	23.529412	0	0	124	0	0	0	0	0	0	106	0	0	0	0	0	0	170	0
Fam20b	23.529412	97	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0
Usp45	23.470588	0	0	0	0	0	0	0	178	120	101	0	0	0	0	0	0	0	0
Tmem245	23.470588	0	0	0	0	0	0	0	0	274	125	0	0	0	0	0	0	0	0
Rabepk	23.470588	0	0	139	0	0	0	0	0	0	167	0	0	0	0	0	0	93	0
Ndufv2	23.470588	110	0	0	0	0	0	0	156	133	0	0	0	0	0	0	0	0	0
Mien1	23.470588	207	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
Mcu	23.470588	0	0	167	0	0	0	0	0	97	0	0	0	0	0	0	0	135	0
Gdf1	23.470588	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	181	0
Ehbp1	23.470588	0	0	0	0	0	0	0	0	226	173	0	0	0	0	0	0	0	0
Atxn7l1	23.470588	0	196	0	0	0	0	0	84	119	0	0	0	0	0	0	0	0	0
Six1	23.352941	118	104	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
Rcor1	23.352941	0	234	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Pemt	23.352941	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Pacs1	23.352941	0	144	0	0	0	0	0	119	134	0	0	0	0	0	0	0	0	0
Klhl18	23.352941	0	0	162	0	0	0	0	0	0	140	0	0	0	0	0	0	95	0
Kif9	23.352941	0	0	162	0	0	0	0	0	0	140	0	0	0	0	0	0	95	0
Itga6	23.352941	0	0	187	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0
Galnt1	23.352941	0	134	0	0	0	0	0	0	0	0	0	0	0	0	123	140	0	0
Fam167a	23.352941	0	136	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0
Chid1	23.352941	0	0	0	0	0	0	0	0	148	126	0	0	0	0	0	0	123	0
Cd300lf	23.352941	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0
B4galt2	23.352941	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Arel1	23.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0
Apeh	23.352941	0	0	0	0	0	0	0	129	137	131	0	0	0	0	0	0	0	0
Zbtb25	23.294118	99	0	0	0	0	0	0	139	0	0	0	0	0	0	0	158	0	0
Zbtb1	23.294118	99	0	0	0	0	0	0	139	0	0	0	0	0	0	0	158	0	0
Srr	23.294118	106	0	0	0	0	0	0	75	91	0	0	0	0	0	0	0	124	0
Smg6	23.294118	106	0	0	0	0	0	0	75	91	0	0	0	0	0	0	0	124	0
Slc35a4	23.294118	0	0	117	0	0	0	0	0	146	0	0	0	0	0	0	0	133	0
Pxk	23.294118	0	134	0	0	0	0	0	101	0	0	0	0	0	0	0	0	161	0
Foxk2	23.294118	105	126	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0
Apbb3	23.294118	0	0	117	0	0	0	0	0	146	0	0	0	0	0	0	0	133	0
Zfp937	23.235294	0	0	106	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0
Taf3	23.235294	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	113	0
Pnrc2	23.235294	0	0	153	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0
Ninj2	23.235294	0	0	120	0	0	0	0	0	0	158	0	0	0	0	0	0	117	0
Mrps21	23.235294	0	0	130	0	0	0	0	0	0	113	0	0	0	0	0	0	152	0
Lmo4	23.235294	100	0	130	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
Crebrf	23.235294	160	86	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0
Axin2	23.235294	0	0	141	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0
Zhx1	23.176471	0	121	0	0	0	0	0	0	184	89	0	0	0	0	0	0	0	0
Tspan3	23.176471	0	111	0	0	0	0	0	0	0	148	0	0	0	0	0	0	135	0
Rnf38	23.176471	0	133	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0
Polk	23.176471	0	0	154	0	0	0	0	0	0	129	0	0	0	0	0	0	111	0
Macrod1	23.176471	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	288	0
Ivd	23.176471	122	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0
Cert1	23.176471	0	0	154	0	0	0	0	0	0	129	0	0	0	0	0	0	111	0
Ccdc22	23.176471	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	249	0
Cacna1f	23.176471	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	249	0
Cabyr	23.176471	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0
Zfp703	23.117647	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0
Pycr2	23.117647	0	0	108	0	0	0	0	0	150	135	0	0	0	0	0	0	0	0
Ndufb7	23.117647	0	0	96	0	0	0	0	0	0	146	0	0	0	0	0	0	151	0
Mob2	23.117647	125	111	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp882	23.058824	0	0	130	0	0	0	0	0	0	118	0	0	0	0	0	0	144	0
Phb	23.058824	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0
Msl1	23.058824	211	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0
Aqp7	23.058824	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Txndc15	23.0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0
Scarf1	23.0	0	0	0	0	0	0	0	0	266	125	0	0	0	0	0	0	0	0
Rilp	23.0	0	0	0	0	0	0	0	0	266	125	0	0	0	0	0	0	0	0
Pde4b	23.0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	187	0
Nuak2	23.0	0	0	0	0	0	0	0	0	235	156	0	0	0	0	0	0	0	0
Mtf1	23.0	0	0	82	0	0	0	0	0	115	194	0	0	0	0	0	0	0	0
Mfn1	23.0	0	0	224	0	0	0	0	0	64	0	0	0	0	0	0	0	103	0
Hoxd8	23.0	116	0	0	0	0	0	0	98	0	177	0	0	0	0	0	0	0	0
Heatr1	23.0	0	0	131	0	0	0	0	0	145	0	0	0	0	0	0	0	115	0
Adgrg7	23.0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Abcb4	23.0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	217	0
Zadh2	22.941176	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	208	0
Tshz1	22.941176	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	208	0
Sympk	22.941176	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Foxa3	22.941176	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Zfp111	22.882353	0	0	0	0	0	0	0	149	143	97	0	0	0	0	0	0	0	0
Vps72	22.882353	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0
Tmed2	22.882353	0	0	178	0	0	0	0	0	117	0	0	0	0	0	0	0	94	0
Pip5k1a	22.882353	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0
Flcn	22.882353	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0
Rabep1	22.823529	260	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0
Marcksl1	22.823529	0	148	0	0	0	0	0	0	0	128	0	0	0	0	0	0	112	0
Gm2a	22.823529	0	0	115	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0
Elk4	22.823529	0	0	135	0	0	0	0	132	121	0	0	0	0	0	0	0	0	0
Cibar2	22.823529	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
Abi1	22.823529	0	0	178	0	0	0	0	145	0	0	0	0	0	0	0	0	65	0
Syvn1	22.764706	0	106	82	0	0	0	0	0	0	103	0	0	0	0	0	0	96	0
Nampt	22.764706	214	102	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
Hipk1	22.764706	0	0	0	0	0	0	0	149	0	238	0	0	0	0	0	0	0	0
D5Ertd579e	22.764706	0	114	0	0	0	0	0	103	0	0	0	0	0	0	0	0	170	0
Cyb5r3	22.764706	0	0	0	0	0	0	0	0	130	257	0	0	0	0	0	0	0	0
Rbm19	22.705882	124	0	0	0	0	0	0	140	122	0	0	0	0	0	0	0	0	0
Tmem161b	22.647059	0	0	133	0	0	0	0	0	0	145	0	0	0	0	0	0	107	0
Sec61a2	22.647059	236	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
Polr1d	22.647059	128	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	85	0
Lnx2	22.647059	128	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	85	0
Hmces	22.647059	77	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsb	22.647059	89	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0
Thg1l	22.588235	0	0	161	0	0	0	0	0	0	93	0	0	0	0	0	0	130	0
Slmap	22.588235	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ptch1	22.588235	0	0	190	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0
Coro2a	22.588235	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0
Brf2	22.588235	0	91	157	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Arl2	22.588235	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	101	0
Srpk2	22.529412	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Speer4e	22.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	199	0	0
Ripk2	22.529412	0	0	0	0	0	0	0	0	226	157	0	0	0	0	0	0	0	0
Rexo4	22.529412	108	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	122	0
Plek	22.529412	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Pacs2	22.529412	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	144	0
Etnk1	22.529412	157	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	100	0
Atp8b1	22.529412	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0
Ankhd1	22.529412	0	0	0	0	0	0	0	0	208	175	0	0	0	0	0	0	0	0
Tmem220	22.470588	0	0	314	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
Ticam2	22.470588	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rel	22.470588	0	127	97	0	0	0	0	0	68	90	0	0	0	0	0	0	0	0
Farp2	22.470588	0	80	0	0	0	0	0	0	0	194	0	0	0	0	0	0	108	0
Erbb4	22.470588	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0
Zfp523	22.411765	150	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
Ubac1	22.411765	0	193	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Thoc1	22.411765	138	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	109	0
Selenof	22.411765	94	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Sbf2	22.411765	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0
Nr1d1	22.411765	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
Med26	22.411765	258	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
Hs2st1	22.411765	94	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Cntnap5c	22.411765	0	0	174	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0
Cnih2	22.411765	0	0	0	0	0	0	0	256	0	125	0	0	0	0	0	0	0	0
Xpo6	22.352941	0	0	119	0	0	0	0	0	0	170	0	0	0	0	0	0	91	0
Ubxn7	22.352941	215	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem160	22.352941	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	88	0
Slc19a2	22.352941	149	0	0	0	0	0	0	0	90	141	0	0	0	0	0	0	0	0
Sirt3	22.352941	119	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Psmd13	22.352941	119	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Plxnb1	22.352941	0	98	0	0	0	0	0	98	0	184	0	0	0	0	0	0	0	0
Nanos3	22.352941	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0
Msantd4	22.352941	136	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	125	0
Bri3bp	22.352941	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Tdrd9	22.294118	0	0	118	0	0	0	0	0	0	168	0	0	0	0	0	0	93	0
Shcbp1l	22.294118	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	98	0
Osbpl8	22.294118	178	0	0	0	0	0	0	0	110	91	0	0	0	0	0	0	0	0
Med25	22.294118	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3739	22.294118	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0
Fuz	22.294118	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnl2	22.294118	0	0	134	0	0	0	0	0	0	108	0	0	0	0	0	0	137	0
Atp5mpl	22.294118	0	0	118	0	0	0	0	0	0	168	0	0	0	0	0	0	93	0
Ttll1	22.235294	141	0	87	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
Polr2d	22.235294	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0
Mnat1	22.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0
Kat6a	22.235294	0	172	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
Il23a	22.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0
Icosl	22.235294	0	0	0	0	0	0	0	0	170	208	0	0	0	0	0	0	0	0
A130010J15Rik	22.235294	129	0	128	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Rplp0	22.176471	0	0	0	0	0	0	0	0	179	108	0	0	0	0	0	0	90	0
Pvr	22.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	243	0	0
Dag1	22.176471	142	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0
Birc3	22.176471	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0
Akna	22.176471	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0
Zfp160	22.117647	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Slc39a1	22.117647	0	0	0	0	0	0	0	0	123	143	0	0	0	0	0	0	110	0
Samd14	22.117647	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	235	0
Rps26	22.117647	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Osbpl5	22.117647	0	120	0	0	0	0	0	0	146	0	0	0	0	0	0	0	110	0
Fbxw7	22.117647	161	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Dimt1	22.117647	0	108	0	0	0	0	0	0	170	0	0	0	0	0	0	0	98	0
Degs1	22.117647	82	152	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
Creb3l4	22.117647	0	0	0	0	0	0	0	0	123	143	0	0	0	0	0	0	110	0
Agps	22.117647	0	157	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0
Tsr3	22.058824	0	0	0	0	0	0	0	155	0	98	0	0	0	0	0	0	122	0
Tent4b	22.058824	108	87	112	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
Tef	22.058824	219	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo2l	22.058824	0	0	125	0	0	0	0	120	130	0	0	0	0	0	0	0	0	0
Serinc4	22.058824	0	119	0	0	0	0	0	0	0	169	0	0	0	0	0	0	87	0
Scrn3	22.058824	0	0	131	0	0	0	0	89	0	155	0	0	0	0	0	0	0	0
Rpl7l1	22.058824	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Myoz1	22.058824	0	0	125	0	0	0	0	120	130	0	0	0	0	0	0	0	0	0
Hypk	22.058824	0	119	0	0	0	0	0	0	0	169	0	0	0	0	0	0	87	0
Hif1a	22.058824	102	108	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0
Gnptg	22.058824	0	0	0	0	0	0	0	155	0	98	0	0	0	0	0	0	122	0
Cir1	22.058824	0	0	131	0	0	0	0	89	0	155	0	0	0	0	0	0	0	0
Bend3	22.058824	101	182	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr25	22.0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	113	0
Wars	22.0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	113	0
Tmem135	22.0	141	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
Snx33	22.0	0	0	125	0	0	0	0	0	0	150	0	0	0	0	0	0	99	0
Lrif1	22.0	0	0	128	0	0	0	0	0	0	144	0	0	0	0	0	0	102	0
Fdxacb1	22.0	0	0	161	0	0	0	0	0	0	86	0	0	0	0	0	0	127	0
C2cd2	22.0	0	148	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0
Adssl1	22.0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0
4931414P19Rik	22.0	0	0	0	0	0	0	0	0	96	166	0	0	0	0	0	0	112	0
1110032A03Rik	22.0	0	0	161	0	0	0	0	0	0	86	0	0	0	0	0	0	127	0
Vps8	21.941176	300	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0
U2af2	21.941176	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Ccdc74a	21.941176	0	75	0	0	0	0	0	0	159	0	0	0	0	0	0	0	139	0
Akap8l	21.941176	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0
1110008P14Rik	21.941176	95	0	0	0	0	0	0	159	119	0	0	0	0	0	0	0	0	0
Tomm40l	21.882353	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
Tecpr1	21.882353	171	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0
Synj2bp	21.882353	0	0	173	0	0	0	0	0	91	108	0	0	0	0	0	0	0	0
Scamp5	21.882353	0	0	0	0	0	0	0	159	213	0	0	0	0	0	0	0	0	0
Rab26	21.882353	0	0	0	0	0	0	0	189	183	0	0	0	0	0	0	0	0	0
Nr2c2ap	21.882353	183	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme3	21.882353	0	0	167	0	0	0	0	87	0	0	0	0	0	0	0	0	118	0
Mrps34	21.882353	0	0	167	0	0	0	0	87	0	0	0	0	0	0	0	0	118	0
Gm20498	21.882353	0	0	173	0	0	0	0	0	91	108	0	0	0	0	0	0	0	0
Eme2	21.882353	0	0	167	0	0	0	0	87	0	0	0	0	0	0	0	0	118	0
Dync1h1	21.882353	0	91	0	0	0	0	0	92	189	0	0	0	0	0	0	0	0	0
Dnajc3	21.882353	0	98	0	0	0	0	0	0	107	167	0	0	0	0	0	0	0	0
Blcap	21.882353	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Atp2c1	21.882353	114	101	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Apoa2	21.882353	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0
Abhd11	21.882353	0	0	161	0	0	0	0	0	0	133	0	0	0	0	0	0	78	0
Uba5	21.823529	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Supt7l	21.823529	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	190	0
Spring1	21.823529	119	0	0	0	0	0	0	0	139	113	0	0	0	0	0	0	0	0
Sppl2a	21.823529	106	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	131	0
Slc4a1ap	21.823529	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	190	0
Rnft2	21.823529	119	0	0	0	0	0	0	0	139	113	0	0	0	0	0	0	0	0
Got2	21.823529	0	99	104	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0
Dus3l	21.823529	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	107	159	0
Cd59a	21.823529	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	144	0
Acad11	21.823529	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Zfp457	21.764706	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
