Target_genes	Bhlhe40|Average	SRX3927757|Bone_Marrow_Cells	SRX3927758|Bone_Marrow_Cells	SRX10809293|B_cells	SRX10809294|B_cells	SRX3927759|CD4+_T_cells	SRX3927760|CD4+_T_cells	SRX140385|CH12	SRX15941724|Liver	SRX15941726|Liver	SRX5299298|Macrophages	SRX5299300|Macrophages	SRX6608073|Macrophages	SRX188814|MEL	SRX3730216|Trophoblast_stem_cells	SRX3730217|Trophoblast_stem_cells	STRING
Rdh11	37.2	0	0	0	0	0	0	447	0	0	0	0	0	111	0	0	0
Ppox	37.2	0	0	0	0	0	0	203	0	0	0	0	0	355	0	0	0
Nmrk2	37.2	0	0	0	0	0	0	224	0	0	0	0	0	334	0	0	0
Lactb	37.2	0	0	0	0	0	0	438	0	0	0	0	0	120	0	0	0
H2-Eb1	37.2	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0
Gm19774	37.2	0	0	0	0	179	0	0	238	141	0	0	0	0	0	0	0
Ctnnal1	37.2	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0
Ankrd42	37.2	0	0	0	0	0	0	433	0	0	0	0	0	125	0	0	0
Tjp2	37.133333	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0
Slc25a45	37.133333	0	0	0	0	0	0	421	0	0	0	0	0	136	0	0	0
Neurog2	37.133333	0	0	81	0	275	0	0	0	0	0	0	201	0	0	0	0
Inpp4b	37.133333	0	0	0	0	0	0	374	0	0	0	0	0	183	0	0	0
Frmd8	37.133333	0	0	0	0	0	0	421	0	0	0	0	0	136	0	0	0
Atp1b3	37.133333	0	0	0	0	133	0	311	0	0	0	0	113	0	0	0	0
Zfp2	37.066667	0	0	198	179	0	0	0	0	92	0	0	87	0	0	0	0
Tchp	37.066667	0	0	0	0	0	0	203	0	0	0	0	0	353	0	0	0
Slc22a4	37.066667	0	0	0	0	0	0	0	150	127	0	0	0	279	0	0	0
Slc22a23	37.066667	0	0	0	0	0	0	203	0	0	0	0	0	353	0	0	0
Rabggtb	37.066667	0	0	0	0	0	0	226	0	0	0	0	0	330	0	0	0
Ncbp3	37.066667	0	0	0	0	0	0	363	0	0	0	0	0	193	0	0	0
Hdac6	37.066667	0	0	0	0	0	0	101	0	0	0	0	0	455	0	0	0
Atp8b1	37.066667	0	0	0	0	0	0	0	360	196	0	0	0	0	0	0	0
Aasdh	37.066667	0	0	0	0	0	0	388	0	0	0	0	0	168	0	0	0
Tph2	37.0	0	0	0	0	0	0	389	0	0	0	0	0	166	0	0	0
Rps6ka1	37.0	0	0	0	0	0	0	149	233	0	0	0	0	173	0	0	0
Mysm1	37.0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0
Mlec	37.0	0	0	0	0	0	0	166	146	131	0	0	0	112	0	0	0
Sik2	36.933333	0	0	0	0	0	0	444	0	0	0	0	0	110	0	0	0
Rpp14	36.933333	0	0	0	0	0	0	311	0	0	0	0	0	243	0	0	0
Mgat4a	36.933333	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0
Krt6b	36.933333	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0
Igfals	36.933333	0	0	0	0	0	0	379	86	89	0	0	0	0	0	0	0
Htd2	36.933333	0	0	0	0	0	0	311	0	0	0	0	0	243	0	0	0
Hic1	36.933333	0	0	0	0	0	0	379	0	0	0	0	0	175	0	0	0
Gpr142	36.933333	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0
Dcaf7	36.933333	0	0	98	0	0	0	309	0	0	0	0	0	147	0	0	0
Ccr9	36.933333	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0
Zfp169	36.866667	0	0	0	0	0	0	459	0	0	0	0	0	94	0	0	0
Vta1	36.866667	0	0	0	0	0	0	272	0	0	0	0	0	281	0	0	0
Synpo	36.866667	0	0	0	0	0	0	127	135	190	0	0	101	0	0	0	0
Rasal3	36.866667	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0
N4bp2l2	36.866667	0	0	0	0	0	0	201	0	0	0	0	0	352	0	0	0
Gid8	36.866667	0	0	0	0	0	0	133	0	0	0	0	0	420	0	0	0
Ccdc112	36.866667	0	0	96	0	230	0	127	0	0	0	0	100	0	0	0	0
Xirp1	36.8	0	0	0	0	0	0	309	0	0	0	0	0	243	0	0	0
Got1l1	36.8	0	0	0	0	141	0	411	0	0	0	0	0	0	0	0	0
Col5a3	36.8	0	0	0	0	0	0	111	0	0	0	0	0	441	0	0	0
Cenph	36.8	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0
Ccdc194	36.8	0	0	0	0	0	0	323	0	0	0	0	0	229	0	0	0
AI413582	36.8	0	0	0	0	0	0	423	0	0	0	0	0	129	0	0	0
Trim54	36.733333	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0
Mapk11	36.733333	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0
Hspa12a	36.733333	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0
Eno4	36.733333	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0
Car12	36.733333	0	0	0	0	0	0	551	0	0	0	0	0	0	0	0	0
Bmp1	36.733333	0	0	0	0	0	0	341	210	0	0	0	0	0	0	0	0
Tsnaxip1	36.666667	0	0	0	0	238	0	312	0	0	0	0	0	0	0	0	0
Tmem120a	36.666667	0	0	0	0	0	0	347	0	0	0	0	0	203	0	0	0
Tgtp2	36.666667	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
Ranbp10	36.666667	0	0	0	0	238	0	312	0	0	0	0	0	0	0	0	0
Gprc5a	36.666667	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
Dcaf10	36.666667	0	0	0	0	0	0	346	0	0	0	0	0	204	0	0	0
Art2a	36.666667	0	0	0	0	0	0	449	0	0	0	0	101	0	0	0	0
Appl2	36.666667	0	0	0	0	0	0	242	0	0	0	0	0	308	0	0	0
Acot11	36.666667	0	0	0	0	0	0	215	0	0	0	0	0	335	0	0	0
Rcn3	36.6	0	0	0	0	0	0	0	0	0	151	163	235	0	0	0	0
Rab12	36.6	0	0	0	0	0	0	109	0	0	0	0	0	180	260	0	0
Oas1d	36.6	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0
Gzf1	36.6	0	0	0	0	0	0	212	0	144	0	0	0	193	0	0	0
Churc1	36.6	0	0	0	0	0	0	355	0	0	0	0	0	194	0	0	0
Atr	36.6	0	0	0	0	0	0	296	0	0	0	0	0	253	0	0	0
Ankrd26	36.6	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0
1700065D16Rik	36.6	0	0	0	0	0	0	296	0	0	0	0	0	253	0	0	0
Tatdn3	36.533333	0	0	0	0	0	0	340	0	0	0	0	0	208	0	0	0
Reln	36.533333	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0
Raph1	36.533333	0	0	0	0	151	0	397	0	0	0	0	0	0	0	0	0
Nsl1	36.533333	0	0	0	0	0	0	340	0	0	0	0	0	208	0	0	0
Mrpl44	36.533333	0	0	0	0	0	0	308	0	0	0	0	0	240	0	0	0
Lysmd2	36.533333	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0
Gypa	36.533333	0	0	0	0	0	0	212	0	0	0	0	0	336	0	0	0
Fdps	36.533333	0	0	0	0	0	0	367	0	0	0	0	0	181	0	0	0
Cbx1	36.533333	0	0	0	0	0	0	348	0	0	0	0	0	200	0	0	0
Arhgdib	36.533333	0	0	0	0	0	0	359	0	0	0	0	0	189	0	0	0
Tsen2	36.466667	0	0	0	0	0	0	458	0	0	0	0	0	89	0	0	0
Stmn4	36.466667	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0
Nae1	36.466667	0	0	0	0	0	0	403	0	0	0	0	0	144	0	0	0
Irf9	36.466667	0	0	0	0	0	0	312	0	0	0	0	0	235	0	0	0
H2-T-ps	36.466667	0	0	0	0	140	253	154	0	0	0	0	0	0	0	0	0
Cndp2	36.466667	0	0	0	0	0	0	142	0	0	0	0	0	405	0	0	0
Car7	36.466667	0	0	0	0	0	0	403	0	0	0	0	0	144	0	0	0
Afg3l2	36.466667	0	0	0	0	119	0	335	0	0	0	0	0	93	0	0	0
Zfp830	36.4	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0
Vmn2r4	36.4	0	0	0	0	0	0	0	0	0	321	225	0	0	0	0	0
Rs1	36.4	0	0	0	0	0	0	234	0	0	0	0	0	312	0	0	0
Nfrkb	36.4	0	0	0	123	84	0	339	0	0	0	0	0	0	0	0	0
Mcur1	36.4	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0
Lrrc73	36.4	0	0	0	0	0	0	178	0	0	0	0	229	139	0	0	0
Kbtbd11	36.4	0	0	0	0	157	0	389	0	0	0	0	0	0	0	0	0
Cct6b	36.4	0	0	0	0	0	0	546	0	0	0	0	0	0	0	0	0
Traf3ip2	36.333333	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0
Stag2	36.333333	0	0	0	0	0	0	125	0	0	0	0	171	249	0	0	0
Ppp3cb	36.333333	0	0	0	0	82	0	296	0	0	0	0	0	167	0	0	0
Ms4a19	36.333333	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0
Kpnb1	36.333333	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0
Kcnmb1	36.333333	0	0	0	0	0	0	305	0	0	0	0	0	240	0	0	0
Hspb3	36.333333	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0
Cnot6	36.333333	0	0	0	0	0	0	214	0	0	0	0	0	331	0	0	0
Thnsl1	36.266667	0	0	0	0	0	0	378	0	0	0	0	0	166	0	0	0
Scn5a	36.266667	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0
Runx1t1	36.266667	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0
Ppwd1	36.266667	0	0	0	0	0	0	298	0	0	0	0	0	246	0	0	0
Pon2	36.266667	0	0	0	0	0	0	459	0	0	0	0	85	0	0	0	0
Napsa	36.266667	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0
Ist1	36.266667	0	0	0	0	0	0	301	0	0	0	0	0	243	0	0	0
Gpr18	36.266667	0	0	0	0	0	0	445	0	0	0	0	0	99	0	0	0
Enkur	36.266667	0	0	0	0	0	0	378	0	0	0	0	0	166	0	0	0
Cenpk	36.266667	0	0	0	0	0	0	298	0	0	0	0	0	246	0	0	0
Agpat4	36.266667	0	0	0	0	0	0	402	0	0	0	0	0	142	0	0	0
Adnp2	36.266667	0	0	0	0	0	0	413	0	0	0	0	0	131	0	0	0
Tnni2	36.2	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0
Smurf2	36.2	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0
Sh3tc2	36.2	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0
Pus7l	36.2	0	0	0	0	0	0	301	0	0	0	0	0	242	0	0	0
Pak4	36.2	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0
Mdm2	36.2	0	0	0	0	0	0	379	0	0	0	0	0	164	0	0	0
Matk	36.2	0	0	0	0	243	0	300	0	0	0	0	0	0	0	0	0
Map3k10	36.2	0	0	0	0	0	0	398	0	0	0	0	0	145	0	0	0
Knop1	36.2	0	0	0	0	0	0	421	0	0	0	0	0	122	0	0	0
Irak4	36.2	0	0	0	0	0	0	301	0	0	0	0	0	242	0	0	0
Iqck	36.2	0	0	0	0	0	0	421	0	0	0	0	0	122	0	0	0
Ifit1bl2	36.2	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0
Ifit1	36.2	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0
Elf2	36.2	0	0	0	0	0	0	363	0	0	0	0	0	180	0	0	0
Atp2b4	36.2	0	0	0	0	0	0	440	0	0	0	0	0	103	0	0	0
Zswim2	36.133333	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0
Zc3h7a	36.133333	0	0	0	0	136	0	298	0	0	0	0	0	108	0	0	0
Tbc1d7	36.133333	0	0	0	0	0	0	419	0	0	0	0	0	123	0	0	0
Pigo	36.133333	0	0	0	0	0	0	294	0	0	0	0	0	248	0	0	0
Mrps11	36.133333	0	0	0	0	0	0	244	0	0	0	0	0	298	0	0	0
Mrpl46	36.133333	0	0	0	0	0	0	244	0	0	0	0	0	298	0	0	0
Crip2	36.133333	0	0	0	0	102	0	244	98	0	0	0	0	98	0	0	0
Ajm1	36.133333	0	0	0	0	202	0	178	0	0	0	0	0	162	0	0	0
Utp11	36.066667	0	0	0	0	0	0	253	111	177	0	0	0	0	0	0	0
Rsl1d1	36.066667	0	0	0	0	0	0	382	0	0	0	0	0	159	0	0	0
Mmgt2	36.066667	0	0	0	0	0	0	170	0	0	0	0	0	0	371	0	0
Lrrc75a	36.066667	0	0	0	0	0	0	170	0	0	0	0	0	0	371	0	0
Gnai3	36.066667	0	0	0	0	0	0	269	0	0	0	0	0	272	0	0	0
Cops3	36.066667	0	0	0	0	0	0	357	0	0	0	0	0	184	0	0	0
Ccr1l1	36.066667	0	0	0	95	0	0	0	0	0	0	0	0	446	0	0	0
C9orf72	36.066667	0	0	0	0	0	0	411	0	0	0	0	0	130	0	0	0
Arl15	36.066667	0	0	0	0	0	0	327	0	0	0	0	84	130	0	0	0
Ankub1	36.066667	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	0
Zdhhc16	36.0	0	0	0	112	0	0	315	0	0	0	0	0	113	0	0	0
Tmem120b	36.0	0	0	0	0	0	0	347	0	0	0	0	104	89	0	0	0
Thegl	36.0	0	0	0	0	0	0	93	0	0	0	0	0	447	0	0	0
Prelid2	36.0	0	0	0	0	0	0	202	0	0	0	0	183	155	0	0	0
Pex11b	36.0	0	0	0	0	0	0	243	0	0	0	0	0	297	0	0	0
Jdp2	36.0	0	0	0	0	0	0	438	0	0	0	0	102	0	0	0	0
Exosc1	36.0	0	0	0	112	0	0	315	0	0	0	0	0	113	0	0	0
Dynlrb2	36.0	0	0	0	0	143	0	397	0	0	0	0	0	0	0	0	0
Dcaf1	36.0	0	0	0	0	0	0	192	0	170	0	0	0	178	0	0	0
Ap4e1	36.0	0	0	0	0	0	0	299	0	0	0	0	0	241	0	0	0
Ric8b	35.933333	0	0	0	0	115	0	265	0	0	0	0	0	159	0	0	0
Daglb	35.933333	0	0	0	0	0	0	380	0	0	0	0	0	159	0	0	0
Clpp	35.933333	0	0	0	0	0	0	334	0	0	0	0	0	205	0	0	0
Trib2	35.866667	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0
Tcte2	35.866667	0	0	0	0	0	0	416	0	0	0	122	0	0	0	0	0
Rgl1	35.866667	0	0	0	0	0	0	306	0	0	0	125	0	107	0	0	0
Pcbp2	35.866667	0	0	0	0	0	0	223	0	0	0	0	0	315	0	0	0
Oxct1	35.866667	0	0	0	0	0	0	208	0	0	0	0	0	330	0	0	0
Fut11	35.866667	0	0	0	0	0	0	358	0	0	0	0	0	180	0	0	0
Fdx1	35.866667	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0
Endov	35.866667	0	0	0	0	0	0	359	0	0	0	0	0	179	0	0	0
Capza2	35.866667	0	0	124	171	0	0	243	0	0	0	0	0	0	0	0	0
Arpc5	35.866667	0	0	0	0	0	0	306	0	0	0	125	0	107	0	0	0
Afdn	35.866667	0	0	0	0	0	0	416	0	0	0	122	0	0	0	0	0
Trp53bp2	35.8	0	0	0	0	0	0	274	136	0	0	0	127	0	0	0	0
Tmem127	35.8	0	0	0	0	0	0	397	0	0	0	0	0	140	0	0	0
Prkag3	35.8	0	0	0	0	0	0	156	182	199	0	0	0	0	0	0	0
Lyzl1	35.8	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0
Il5ra	35.8	0	0	0	0	0	0	455	0	0	0	0	0	82	0	0	0
Hint1	35.8	0	0	0	0	0	83	337	0	0	0	0	0	117	0	0	0
Ciao1	35.8	0	0	0	0	0	0	397	0	0	0	0	0	140	0	0	0
Chrna3	35.8	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0
Catip	35.8	0	0	0	0	0	0	285	0	0	0	0	0	252	0	0	0
Vcam1	35.733333	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0
Usp5	35.733333	0	0	0	0	0	0	345	100	0	0	0	0	91	0	0	0
Stk16	35.733333	0	0	0	0	0	0	209	0	0	0	0	0	327	0	0	0
Socs5	35.733333	0	0	0	0	0	0	411	0	0	0	0	0	125	0	0	0
Rundc3b	35.733333	0	0	0	142	160	0	234	0	0	0	0	0	0	0	0	0
Hoxc10	35.733333	0	0	0	0	0	0	200	0	0	0	0	0	336	0	0	0
Hcar2	35.733333	0	0	0	0	0	0	404	0	0	0	0	132	0	0	0	0
Glb1l	35.733333	0	0	0	0	0	0	209	0	0	0	0	0	327	0	0	0
F2	35.733333	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0
Eps8l2	35.733333	0	0	0	0	0	0	0	281	255	0	0	0	0	0	0	0
Cdca3	35.733333	0	0	0	0	0	0	345	100	0	0	0	0	91	0	0	0
Rem2	35.666667	0	0	0	0	0	0	310	0	0	0	0	0	225	0	0	0
Klf3	35.666667	0	0	0	0	0	0	165	177	100	0	0	0	93	0	0	0
0610009B22Rik	35.666667	0	0	0	0	0	0	450	0	0	0	0	0	85	0	0	0
Zfp827	35.6	0	0	0	0	79	0	455	0	0	0	0	0	0	0	0	0
Nos3	35.6	0	0	0	0	0	0	234	0	0	0	0	0	300	0	0	0
Mnat1	35.6	0	0	0	0	0	0	222	0	0	0	0	0	312	0	0	0
Lamp2	35.6	0	0	0	0	0	0	378	0	0	0	0	0	156	0	0	0
Klb	35.6	0	0	0	0	0	0	118	231	185	0	0	0	0	0	0	0
Ttbk2	35.533333	0	0	0	0	320	0	90	0	0	0	123	0	0	0	0	0
Tmem138	35.533333	0	0	0	0	0	0	432	0	0	0	0	0	101	0	0	0
Slc39a8	35.533333	0	0	0	0	0	0	365	0	0	0	0	0	168	0	0	0
Senp6	35.533333	0	0	142	0	0	0	391	0	0	0	0	0	0	0	0	0
Rangap1	35.533333	0	0	84	0	0	0	243	0	91	0	0	0	115	0	0	0
Olfr938	35.533333	0	0	0	0	261	272	0	0	0	0	0	0	0	0	0	0
H2-Aa	35.533333	0	0	0	157	0	0	376	0	0	0	0	0	0	0	0	0
Fes	35.533333	0	0	0	0	0	0	186	0	0	0	0	0	347	0	0	0
Dele1	35.533333	0	0	0	0	124	0	123	0	0	0	0	0	286	0	0	0
Cyb561a3	35.533333	0	0	0	0	0	0	432	0	0	0	0	0	101	0	0	0
Ccdc57	35.533333	0	0	0	0	0	0	334	0	0	0	0	0	199	0	0	0
Tmpo	35.466667	0	0	0	0	166	0	235	0	0	0	0	0	131	0	0	0
Skap2	35.466667	0	0	0	0	0	0	401	0	0	0	0	0	131	0	0	0
Rassf6	35.466667	0	0	0	0	0	0	179	179	174	0	0	0	0	0	0	0
Ostm1	35.466667	0	0	0	0	0	0	413	0	0	0	0	0	119	0	0	0
Hsd11b1	35.466667	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0
Eef2kmt	35.466667	0	0	0	0	0	0	332	0	0	0	0	0	200	0	0	0
Chrdl2	35.466667	0	0	0	0	0	0	355	0	0	0	0	0	177	0	0	0
Arl6	35.466667	0	0	0	124	211	0	0	129	0	0	0	68	0	0	0	0
Zfp324	35.4	0	0	0	0	0	0	327	0	0	0	0	0	204	0	0	0
Vps37d	35.4	0	0	0	0	0	0	244	0	0	0	0	0	287	0	0	0
Tmem14c	35.4	0	0	0	0	0	0	288	0	0	0	0	93	150	0	0	0
Sytl1	35.4	0	0	0	0	190	0	341	0	0	0	0	0	0	0	0	0
Rnaseh2c	35.4	0	0	0	0	0	0	339	0	0	0	0	0	192	0	0	0
Phlpp2	35.4	0	0	0	0	0	0	312	0	0	0	0	0	219	0	0	0
Nras	35.4	0	0	0	0	0	0	373	0	0	0	0	0	158	0	0	0
Gatad2a	35.4	0	0	0	0	101	0	225	0	0	0	0	0	0	205	0	0
Egfl8	35.4	0	0	0	0	0	0	255	0	0	0	0	0	276	0	0	0
Depdc1a	35.4	0	0	0	0	0	0	392	0	0	0	0	0	139	0	0	0
Ankrd13d	35.4	0	0	0	0	0	0	312	0	0	0	0	0	219	0	0	0
Abcg8	35.4	0	0	0	0	0	0	161	260	110	0	0	0	0	0	0	0
1810010H24Rik	35.4	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0
Zmynd8	35.333333	0	0	0	0	0	0	250	0	0	0	0	0	280	0	0	0
Tmem26	35.333333	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0
Stx16	35.333333	0	0	0	0	0	0	289	0	0	0	0	0	241	0	0	0
Slx4ip	35.333333	0	0	145	0	0	0	275	0	0	0	0	0	110	0	0	0
Rnf38	35.333333	0	0	0	0	0	0	366	0	0	0	0	0	0	164	0	0
Rnf139	35.333333	0	0	0	0	0	0	203	136	0	0	0	0	191	0	0	0
Mkks	35.333333	0	0	145	0	0	0	275	0	0	0	0	0	110	0	0	0
Atp5e	35.333333	0	0	0	0	0	0	413	0	0	0	0	0	117	0	0	0
Aqp11	35.333333	0	0	0	0	0	0	219	0	0	0	0	311	0	0	0	0
Vps35l	35.266667	0	0	0	0	0	0	415	0	0	0	0	0	114	0	0	0
Tmem154	35.266667	0	0	0	0	0	0	428	0	0	0	0	101	0	0	0	0
Tespa1	35.266667	0	0	0	0	0	0	288	0	0	0	0	0	241	0	0	0
Pdcd7	35.266667	0	0	0	0	0	0	333	0	0	0	0	0	196	0	0	0
Ogfrl1	35.266667	0	0	0	0	0	0	0	0	0	0	0	383	146	0	0	0
Gm5617	35.266667	0	0	0	105	0	0	221	0	110	0	0	0	93	0	0	0
Vps25	35.2	0	0	0	0	0	0	286	0	0	0	0	0	242	0	0	0
Ttc37	35.2	0	0	0	0	0	0	281	0	0	0	0	0	247	0	0	0
Slc30a1	35.2	0	0	0	0	0	0	389	0	0	0	0	0	139	0	0	0
Phrf1	35.2	0	0	0	0	0	0	252	0	0	0	0	0	276	0	0	0
Msi1	35.2	0	0	0	0	0	0	309	0	0	0	0	0	219	0	0	0
Lrif1	35.2	0	0	0	0	0	0	442	0	0	0	0	0	86	0	0	0
Ifitm1	35.2	0	0	0	0	219	309	0	0	0	0	0	0	0	0	0	0
Hdhd5	35.2	0	0	0	0	0	0	223	117	188	0	0	0	0	0	0	0
Gp1bb	35.2	0	0	0	0	0	0	401	0	0	0	0	0	127	0	0	0
Exoc6	35.2	0	0	0	0	154	0	374	0	0	0	0	0	0	0	0	0
Arsk	35.2	0	0	0	0	0	0	281	0	0	0	0	0	247	0	0	0
Acaa2	35.2	0	0	0	0	102	0	169	0	0	0	0	0	144	113	0	0
Zfp143	35.133333	0	0	0	0	0	0	110	0	0	0	0	0	417	0	0	0
Ptger4	35.133333	0	0	0	0	0	0	402	0	0	0	0	0	125	0	0	0
Pmp22	35.133333	0	0	0	0	0	0	350	0	0	0	0	0	177	0	0	0
Cstdc2	35.133333	0	0	0	0	0	0	193	0	0	0	0	0	334	0	0	0
Bola3	35.133333	0	0	0	0	0	0	358	0	0	0	0	0	169	0	0	0
Armc5	35.133333	0	0	95	92	0	0	207	0	133	0	0	0	0	0	0	0
Aqp6	35.133333	0	0	0	0	0	0	205	0	0	0	0	0	322	0	0	0
9130023H24Rik	35.133333	0	0	95	92	0	0	207	0	133	0	0	0	0	0	0	0
Zyx	35.066667	0	0	0	0	0	0	230	112	79	0	0	0	105	0	0	0
Nrtn	35.066667	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0
Npc1	35.066667	0	0	0	0	0	0	237	0	0	0	0	0	289	0	0	0
Nkpd1	35.066667	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0
Lrch4	35.066667	0	0	0	0	0	0	291	0	0	0	0	0	235	0	0	0
Eid2b	35.066667	0	0	0	0	0	0	186	0	0	0	200	0	140	0	0	0
Diablo	35.066667	0	0	0	118	0	0	408	0	0	0	0	0	0	0	0	0
Cyp17a1	35.066667	0	0	0	0	0	0	154	134	0	0	0	0	238	0	0	0
Unc119b	35.0	0	0	0	0	0	0	412	0	0	0	0	113	0	0	0	0
Nr0b2	35.0	0	0	0	0	0	0	0	290	235	0	0	0	0	0	0	0
Il10	35.0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
Eif1ad	35.0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
Banf1	35.0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0
Sp4	34.933333	0	0	0	0	0	0	0	0	0	0	0	0	420	104	0	0
Rad51	34.933333	0	0	0	0	0	0	448	0	0	0	0	0	76	0	0	0
Psme1	34.933333	0	0	113	146	0	0	265	0	0	0	0	0	0	0	0	0
Pisd	34.933333	0	0	0	0	85	0	326	0	0	0	0	0	113	0	0	0
Pdzd9	34.933333	0	0	0	0	0	0	287	0	0	0	0	0	237	0	0	0
Olfr457	34.933333	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0
Ldlrad1	34.933333	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0
Fitm1	34.933333	0	0	113	146	0	0	265	0	0	0	0	0	0	0	0	0
Dusp19	34.933333	0	0	0	0	0	0	334	0	0	0	0	0	190	0	0	0
Cgnl1	34.933333	0	0	0	0	0	0	0	133	183	0	0	0	208	0	0	0
Tex2	34.866667	0	0	0	0	0	0	175	0	0	0	0	0	348	0	0	0
Sec61g	34.866667	0	0	0	0	0	0	90	0	0	0	0	0	433	0	0	0
Psmd4	34.866667	0	0	0	0	0	0	163	0	0	0	0	0	360	0	0	0
Megf8	34.866667	0	0	0	0	0	0	188	0	0	0	0	0	335	0	0	0
Lrba	34.866667	0	0	0	0	132	0	391	0	0	0	0	0	0	0	0	0
Ipo8	34.866667	0	0	0	0	95	0	428	0	0	0	0	0	0	0	0	0
Gpr152	34.866667	0	0	0	0	0	0	442	0	0	0	0	81	0	0	0	0
Fyttd1	34.866667	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0
Arrdc3	34.866667	0	0	0	0	0	0	210	0	0	0	0	0	313	0	0	0
Ulk1	34.8	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0
Psma6	34.8	0	0	0	0	140	0	265	0	0	0	0	0	117	0	0	0
Phykpl	34.8	0	0	0	0	0	0	240	118	164	0	0	0	0	0	0	0
Myl1	34.8	0	0	0	0	186	191	145	0	0	0	0	0	0	0	0	0
Ms4a7	34.8	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0
Dpagt1	34.8	0	0	0	0	0	0	314	0	0	0	0	97	111	0	0	0
Dapk2	34.8	0	0	0	0	0	0	244	182	0	0	0	0	96	0	0	0
Cbx2	34.8	0	0	0	0	0	0	129	0	0	0	0	0	0	393	0	0
Rtca	34.733333	0	0	0	0	0	0	417	0	0	0	0	0	104	0	0	0
Rpf1	34.733333	0	0	0	0	84	0	437	0	0	0	0	0	0	0	0	0
Ints14	34.733333	0	0	0	0	0	0	183	0	0	0	0	0	246	92	0	0
Gpm6b	34.733333	0	0	0	0	166	0	183	0	0	0	172	0	0	0	0	0
Dbt	34.733333	0	0	0	0	0	0	417	0	0	0	0	0	104	0	0	0
Clec4b2	34.733333	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0
Ascl3	34.733333	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0
Albfm1	34.733333	0	0	0	0	0	0	0	328	193	0	0	0	0	0	0	0
Usp30	34.666667	0	0	0	0	0	0	233	0	0	0	0	0	287	0	0	0
Snrpe	34.666667	0	0	0	0	0	0	227	0	0	0	0	0	293	0	0	0
