Target_genes	Fosl2|Average	SRX515671|3T3-L1	SRX520195|3T3-L1	SRX17156736|Bone_Marrow_Cells	SRX17156737|Bone_Marrow_Cells	SRX17156738|Bone_Marrow_Cells	SRX17156739|Bone_Marrow_Cells	SRX216284|Embryonic_brains	SRX216285|Embryonic_brains	SRX22541704|Macrophages	SRX22541705|Macrophages	SRX22541706|Macrophages	SRX22541707|Macrophages	SRX1839221|MEF	SRX1839222|MEF	SRX1839223|MEF	SRX1839224|MEF	SRX187213|Th0	SRX187214|Th17_Cells	SRX187215|Th17_Cells	STRING
Eppk1	40.210526	278	0	0	0	0	0	230	256	0	0	0	0	0	0	0	0	0	0	0	0
Zranb3	40.157895	0	0	0	0	428	233	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Snx14	40.157895	0	0	0	0	159	139	0	0	0	0	0	0	0	0	0	164	159	0	142	0
R3hdm1	40.157895	0	0	0	0	428	233	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Lpar6	40.157895	0	0	0	0	132	135	0	0	148	202	0	146	0	0	0	0	0	0	0	0
C1qbp	40.157895	0	0	0	0	0	0	123	188	0	124	0	0	0	0	0	0	0	113	215	0
Pcdh7	40.105263	0	0	0	0	130	0	0	0	0	0	0	300	0	0	0	0	0	141	191	0
Fmc1	40.105263	143	0	0	0	0	0	143	121	0	0	0	0	0	0	0	0	0	174	181	0
Eva1b	40.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	378	0
Tnfrsf19	40.052632	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	234	315	0
Rgs14	40.052632	0	0	0	0	226	0	0	0	101	0	0	188	0	0	0	0	0	138	108	0
Pcyox1l	40.052632	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	220	0	0	0	0
Npc1	40.052632	0	0	0	0	315	342	0	0	0	104	0	0	0	0	0	0	0	0	0	0
Fank1	40.052632	0	0	0	0	237	214	0	0	0	0	0	0	0	0	0	0	0	170	140	0
Dvl3	40.052632	0	0	0	0	237	205	0	0	146	0	0	0	0	0	0	0	0	173	0	0
Wdr18	40.0	139	0	0	0	0	0	0	0	235	209	0	177	0	0	0	0	0	0	0	0
Slx1b	40.0	0	0	0	0	62	0	174	0	0	0	0	0	0	0	0	177	0	156	191	0
Ogdh	40.0	0	0	0	0	0	0	192	227	0	0	0	0	0	0	65	90	0	0	186	0
Mcoln1	40.0	0	0	0	0	0	0	176	236	0	0	0	0	0	0	0	0	0	148	200	0
Dnm3	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	365	0
Bola2	40.0	0	0	0	0	62	0	174	0	0	0	0	0	0	0	0	177	0	156	191	0
Trio	39.947368	0	0	0	0	0	109	0	103	0	151	0	0	0	0	0	0	0	167	229	0
Rnase2b	39.947368	0	0	0	0	223	165	0	0	141	139	0	91	0	0	0	0	0	0	0	0
Kif5b	39.947368	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	219	344	0
Cnot9	39.947368	0	0	0	0	0	167	210	0	0	0	0	78	0	0	0	0	0	108	196	0
Pxn	39.894737	0	0	0	0	0	0	312	212	0	124	0	110	0	0	0	0	0	0	0	0
Mmp15	39.894737	0	0	0	0	0	0	0	289	131	0	0	0	0	0	0	0	0	127	211	0
Mcidas	39.894737	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	197	165	197	0
Esyt1	39.894737	0	0	0	0	0	0	122	145	101	0	0	156	0	0	0	115	0	0	119	0
Eif3a	39.894737	114	0	0	0	0	0	197	137	0	0	0	0	0	0	0	0	0	119	191	0
Srrd	39.842105	0	0	0	0	0	0	0	188	0	0	0	170	0	0	0	0	0	176	223	0
Sptb	39.842105	0	0	0	0	501	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl22l1	39.842105	0	0	0	0	147	0	158	182	0	0	0	144	0	0	0	0	0	0	126	0
Mill2	39.842105	0	0	0	0	0	0	0	0	0	159	0	166	0	0	0	211	0	221	0	0
Hps4	39.842105	0	0	0	0	0	0	0	188	0	0	0	170	0	0	0	0	0	176	223	0
Flad1	39.842105	0	0	0	0	0	0	193	267	0	0	0	0	0	0	0	0	0	114	183	0
Rtel1	39.789474	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	306	276	0
Acin1	39.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	326	0
1700123O20Rik	39.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	326	0
Tmem92	39.736842	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	323	303	0
Prkacb	39.736842	0	0	0	0	0	0	0	204	160	179	0	212	0	0	0	0	0	0	0	0
Olfr1033	39.736842	0	0	0	0	350	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals3bp	39.736842	0	0	0	0	260	0	0	0	0	234	0	261	0	0	0	0	0	0	0	0
Klhl38	39.736842	0	0	0	0	297	379	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Cdc45	39.736842	0	0	0	0	0	0	183	197	0	0	0	0	0	0	0	0	0	158	217	0
Zfp773	39.684211	0	0	0	0	256	326	0	0	0	0	0	172	0	0	0	0	0	0	0	0
Ubn2	39.684211	0	0	0	0	151	0	0	130	0	193	0	144	0	0	0	0	0	0	136	0
Pyroxd1	39.684211	173	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	196	173	0
Lrrc39	39.684211	0	0	0	0	484	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kin	39.684211	0	0	0	0	0	0	216	0	0	0	0	0	139	0	0	0	0	193	206	0
Hspb8	39.684211	0	0	0	0	0	0	333	289	0	0	0	0	0	0	0	132	0	0	0	0
Bicdl2	39.684211	0	0	0	0	0	0	289	0	0	0	0	176	0	0	0	0	0	122	167	0
Atp5c1	39.684211	0	0	0	0	0	0	216	0	0	0	0	0	139	0	0	0	0	193	206	0
Vstm2l	39.631579	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt8	39.631579	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	134	348	0
Rd3l	39.631579	0	0	0	0	515	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps16	39.631579	0	0	0	0	210	0	0	0	142	0	0	102	0	0	0	0	0	103	196	0
Irf7	39.631579	0	0	0	0	0	0	0	0	230	343	0	180	0	0	0	0	0	0	0	0
Sgo1	39.578947	0	0	0	0	0	0	172	188	0	0	0	0	0	0	0	0	0	161	231	0
Nrap	39.578947	0	0	0	0	0	0	0	315	154	0	65	218	0	0	0	0	0	0	0	0
Klrb1b	39.578947	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	252	397	0
Klhl28	39.578947	0	0	0	0	0	0	0	97	85	164	0	216	0	0	0	0	0	190	0	0
Gpx8	39.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	476	0
Fhit	39.578947	0	0	0	0	0	0	0	0	171	90	0	0	0	0	0	0	0	198	293	0
Duxbl3	39.578947	0	0	0	0	340	278	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Duxbl2	39.578947	0	0	0	0	340	278	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Duxbl1	39.578947	0	0	0	0	340	278	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Aoc3	39.578947	182	0	0	0	0	0	145	425	0	0	0	0	0	0	0	0	0	0	0	0
Aoc2	39.578947	182	0	0	0	0	0	145	425	0	0	0	0	0	0	0	0	0	0	0	0
Prrt1	39.526316	0	0	0	0	0	0	0	126	149	312	0	164	0	0	0	0	0	0	0	0
Ppt2	39.526316	0	0	0	0	0	0	0	126	149	312	0	164	0	0	0	0	0	0	0	0
Nckap1	39.526316	0	0	0	0	171	145	0	0	0	0	0	0	0	0	0	0	0	176	259	0
Klk11	39.526316	0	0	0	0	0	0	191	414	0	0	0	0	0	0	0	146	0	0	0	0
Klk10	39.526316	0	0	0	0	0	0	191	414	0	0	0	0	0	0	0	146	0	0	0	0
Epsti1	39.526316	148	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	281	180	0
Dlgap4	39.526316	0	0	0	0	0	0	235	335	0	0	0	181	0	0	0	0	0	0	0	0
Trappc8	39.473684	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	352	281	0
Slc12a6	39.473684	0	0	0	0	0	0	0	0	179	138	0	433	0	0	0	0	0	0	0	0
Gapdhs	39.473684	0	0	0	0	135	113	0	0	0	0	0	0	0	0	0	0	0	217	285	0
Brca2	39.473684	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	304	334	0
Wdr11	39.421053	0	0	0	0	0	131	0	0	0	0	0	259	0	0	0	0	0	191	168	0
Nap1l1	39.421053	0	0	0	0	0	0	83	0	0	122	0	0	0	0	0	141	0	198	205	0
Map6	39.421053	0	0	0	0	242	0	0	0	165	121	0	221	0	0	0	0	0	0	0	0
Hsd17b12	39.421053	0	0	0	0	0	0	0	0	276	176	0	195	0	0	0	0	0	0	102	0
Stk33	39.368421	0	0	0	0	478	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem97	39.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	513	0
Slc27a3	39.315789	0	0	0	0	0	0	487	260	0	0	0	0	0	0	0	0	0	0	0	0
Mia2	39.315789	0	0	0	0	0	0	0	0	181	0	0	383	0	0	0	0	0	0	183	0
Ten1	39.263158	0	0	0	0	129	101	0	0	93	0	0	0	0	0	0	0	0	241	182	0
Ngrn	39.263158	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	322	256	0
Mocos	39.263158	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	190	392	0
Cstdc4	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	319	0
Acox1	39.263158	0	0	0	0	129	101	0	0	93	0	0	0	0	0	0	0	0	241	182	0
Zbtb37	39.210526	0	0	0	0	0	0	369	252	0	0	0	0	0	0	0	0	0	0	124	0
Ptx3	39.210526	0	0	0	0	0	0	0	280	0	0	0	0	0	165	0	300	0	0	0	0
Procr	39.210526	0	0	0	0	0	0	0	188	0	0	0	179	0	0	0	0	0	124	254	0
Olfr455	39.210526	315	0	0	0	0	0	301	129	0	0	0	0	0	0	0	0	0	0	0	0
Klrd1	39.210526	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	297	303	0
Itln1	39.210526	0	0	0	0	364	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb4	39.157895	0	0	0	0	0	0	0	0	151	0	0	172	0	0	0	0	0	145	276	0
Snrpf	39.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	293	0
Snapin	39.157895	0	0	0	0	0	0	185	221	0	0	0	0	0	0	118	220	0	0	0	0
Rngtt	39.157895	0	0	0	0	159	123	0	0	0	163	0	0	0	0	0	0	0	172	127	0
Prpf18	39.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	456	0
Plpp2	39.157895	0	0	0	0	0	0	412	332	0	0	0	0	0	0	0	0	0	0	0	0
Pkn3	39.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	218	378	0
Olfr522	39.157895	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	335	246	0
Lemd1	39.157895	0	0	0	0	0	0	261	168	0	0	143	172	0	0	0	0	0	0	0	0
H2-Ob	39.157895	0	0	0	0	0	0	0	0	131	0	0	318	0	0	0	0	0	176	119	0
Dock2	39.157895	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	169	416	0
Cdh17	39.157895	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	294	300	0
Zfp800	39.105263	0	0	0	0	308	289	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Tmem247	39.105263	0	0	0	0	0	0	0	250	0	0	0	0	0	0	144	349	0	0	0	0
Nhlrc2	39.105263	0	0	0	0	131	0	82	89	0	0	0	441	0	0	0	0	0	0	0	0
Mab21l1	39.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	447	0
Epg5	39.105263	0	0	0	0	95	0	0	0	134	284	0	106	0	0	0	0	0	0	124	0
Dclre1a	39.105263	0	0	0	0	131	0	82	89	0	0	0	441	0	0	0	0	0	0	0	0
Catip	39.105263	0	0	0	0	0	0	0	0	133	177	0	107	0	0	0	0	0	170	156	0
Zfp974	39.052632	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	181	163	253	0
Usp35	39.052632	0	0	0	0	0	0	0	0	167	138	0	0	0	0	0	0	0	150	287	0
Nlrp1b	39.052632	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	236	345	0
Kctd21	39.052632	0	0	0	0	0	0	0	0	167	138	0	0	0	0	0	0	0	150	287	0
Dars2	39.052632	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	217	288	0
Agr2	39.052632	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	123	0	0
Sucnr1	39.0	0	0	0	0	160	179	274	0	128	0	0	0	0	0	0	0	0	0	0	0
Snrpd1	39.0	0	0	0	0	0	0	0	225	0	0	0	0	131	130	0	0	0	124	131	0
Smndc1	39.0	0	0	0	0	192	74	0	134	72	0	0	137	0	0	0	0	0	0	132	0
Olfr374	39.0	0	0	0	0	322	134	0	0	0	0	0	285	0	0	0	0	0	0	0	0
Olfr373	39.0	0	0	0	0	322	134	0	0	0	0	0	285	0	0	0	0	0	0	0	0
Hinfp	39.0	0	0	0	0	86	0	134	164	0	0	0	0	0	0	0	0	0	134	223	0
Gm10130	39.0	111	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	192	322	0
Crtc1	39.0	0	0	0	0	179	172	148	242	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r187	38.947368	0	0	0	0	0	0	204	536	0	0	0	0	0	0	0	0	0	0	0	0
Rnf220	38.947368	0	0	0	0	267	318	0	0	0	155	0	0	0	0	0	0	0	0	0	0
Ptpn18	38.947368	0	0	0	0	422	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylpf	38.894737	0	0	0	0	153	0	0	118	115	0	0	164	0	0	0	0	0	78	111	0
Trp53inp1	38.842105	0	0	0	0	0	0	175	448	115	0	0	0	0	0	0	0	0	0	0	0
Rab3c	38.842105	0	0	0	0	0	0	0	0	0	0	82	510	0	0	0	146	0	0	0	0
Mtrf1l	38.842105	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	147	170	300	0
Mrpl45	38.842105	0	0	0	0	0	0	92	0	108	105	0	317	0	0	0	0	0	0	116	0
Mob3a	38.842105	0	0	0	0	0	0	344	0	0	164	0	95	0	0	0	135	0	0	0	0
Kcnq5	38.842105	0	0	0	0	142	190	0	0	0	0	0	0	0	0	0	0	0	174	232	0
Izumo4	38.842105	0	0	0	0	0	0	344	0	0	164	0	95	0	0	0	135	0	0	0	0
Ivd	38.842105	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	366	221	0
Cwc22	38.842105	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc80	38.842105	0	0	0	0	88	0	68	289	128	0	0	0	0	0	0	0	165	0	0	0
Atp5o	38.842105	0	0	0	0	0	0	0	0	152	181	0	274	0	0	0	0	0	0	131	0
Amz1	38.842105	0	0	0	0	422	167	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Afg3l2	38.842105	0	0	0	0	0	207	0	0	0	97	0	434	0	0	0	0	0	0	0	0
Actl6b	38.842105	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	138	256	0
Ltb	38.789474	0	0	0	0	211	146	0	0	0	0	0	195	0	0	0	0	0	0	185	0
Immt	38.789474	164	0	0	0	0	0	186	115	0	0	0	0	0	0	0	0	0	128	144	0
Gtf2f2	38.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	436	0
Dbh	38.789474	0	0	0	0	0	0	224	513	0	0	0	0	0	0	0	0	0	0	0	0
Cldn22	38.789474	0	0	0	0	357	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m2	38.789474	0	0	0	0	0	0	106	0	0	0	0	205	0	0	0	0	0	184	242	0
R3hdml	38.736842	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0
Lingo2	38.736842	0	0	0	0	0	163	0	0	0	0	0	0	111	0	103	359	0	0	0	0
Ptrh2	38.684211	0	0	0	0	0	0	0	0	216	0	0	153	0	0	0	0	0	135	231	0
Mllt1	38.684211	0	0	0	0	0	0	0	255	186	0	0	118	0	0	0	0	0	0	176	0
Mdk	38.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	384	0
Jtb	38.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	472	0
Txk	38.631579	0	0	0	0	210	244	0	0	0	0	0	0	0	0	0	0	0	137	143	0
Pxdc1	38.631579	0	0	0	0	0	0	554	180	0	0	0	0	0	0	0	0	0	0	0	0
Casc3	38.631579	0	0	0	0	0	0	114	133	241	95	0	151	0	0	0	0	0	0	0	0
Vmn1r40	38.578947	0	0	0	0	0	0	440	293	0	0	0	0	0	0	0	0	0	0	0	0
Rfesd	38.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	378	221	0
Il11ra1	38.578947	0	0	0	0	0	0	0	0	0	112	0	184	0	0	0	0	0	127	310	0
Galt	38.578947	0	0	0	0	0	0	0	0	0	112	0	184	0	0	0	0	0	127	310	0
Faf2	38.578947	0	0	0	0	0	0	0	0	180	135	0	168	0	0	0	0	0	116	134	0
Ccna1	38.578947	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	150	0	0	0	0
Stt3a	38.526316	0	0	0	0	0	0	134	164	131	0	0	0	0	0	0	0	0	139	164	0
Eps8l3	38.526316	0	0	0	0	296	199	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Rab27a	38.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	366	0
Nfya	38.473684	0	0	0	0	133	0	0	0	0	0	0	115	0	0	0	0	0	178	305	0
Gimap8	38.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	399	0
Dnajc10	38.473684	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	284	287	0
Derl1	38.473684	0	0	0	0	92	0	0	0	148	156	0	335	0	0	0	0	0	0	0	0
Cat	38.473684	0	0	0	0	88	0	0	173	0	0	0	75	0	0	0	0	0	142	253	0
Tmem37	38.421053	0	0	0	0	0	0	0	0	170	195	0	232	0	0	0	133	0	0	0	0
Ip6k3	38.421053	0	0	0	0	297	288	145	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk18	38.421053	0	0	0	0	0	0	0	0	194	242	0	294	0	0	0	0	0	0	0	0
B3gntl1	38.421053	0	0	0	0	296	0	169	145	0	120	0	0	0	0	0	0	0	0	0	0
Atp5g2	38.421053	0	0	0	0	0	0	154	180	118	171	0	0	0	0	0	0	0	0	107	0
Rab13	38.368421	0	0	0	0	339	274	116	0	0	0	0	0	0	0	0	0	0	0	0	0
Plpbp	38.368421	0	0	0	0	133	203	0	0	0	0	0	0	0	0	0	0	0	145	248	0
Ncstn	38.368421	0	0	0	0	0	0	0	169	0	0	0	0	170	195	0	195	0	0	0	0
Ldlrap1	38.368421	0	0	0	0	0	0	303	313	0	0	0	0	0	0	0	0	0	113	0	0
Fam91a1	38.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	494	0
Dctn4	38.368421	0	0	0	0	0	0	0	118	0	136	0	178	0	0	0	0	0	124	173	0
Ctsc	38.368421	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	182	357	0
Copa	38.368421	0	0	0	0	0	0	0	169	0	0	0	0	170	195	0	195	0	0	0	0
Ccdc30	38.368421	158	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0
Ankle1	38.368421	248	0	0	0	0	0	135	179	0	0	0	0	0	0	0	0	0	0	167	0
Tmem74	38.315789	0	0	0	0	0	0	150	199	0	0	0	0	0	0	0	254	0	0	125	0
Chst4	38.315789	0	0	0	0	0	0	289	439	0	0	0	0	0	0	0	0	0	0	0	0
Zfp426	38.263158	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	306	292	0
Tox4	38.263158	0	0	0	0	0	0	134	112	0	0	0	187	0	0	0	0	0	161	133	0
Tbc1d10b	38.263158	0	0	0	0	153	0	0	118	115	0	0	164	0	0	0	0	0	78	99	0
Rab2b	38.263158	0	0	0	0	0	0	134	112	0	0	0	187	0	0	0	0	0	161	133	0
Btbd8	38.263158	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	287	177	0
Tuba1b	38.210526	0	0	0	0	0	0	366	0	0	0	0	220	0	0	0	0	0	0	140	0
Sptbn2	38.210526	0	0	0	0	510	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasgrf1	38.210526	0	0	0	0	0	0	333	393	0	0	0	0	0	0	0	0	0	0	0	0
Pcnx3	38.210526	134	0	0	0	88	0	0	109	0	0	0	118	0	0	0	0	0	124	153	0
Map3k11	38.210526	134	0	0	0	88	0	0	109	0	0	0	118	0	0	0	0	0	124	153	0
Ilvbl	38.210526	0	0	0	0	0	0	138	218	125	0	0	0	0	0	0	245	0	0	0	0
Fstl1	38.210526	0	0	0	0	0	0	0	0	339	289	0	98	0	0	0	0	0	0	0	0
Cd101	38.210526	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	191	412	0
Zswim3	38.157895	0	0	0	0	0	0	142	230	0	0	0	0	0	0	0	0	0	123	230	0
Uhrf1	38.157895	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	269	329	0
Ranbp6	38.157895	0	0	0	0	0	0	140	197	0	0	0	0	0	0	0	0	0	183	205	0
Mc2r	38.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	448	0
Lce3b	38.157895	0	0	0	0	0	0	387	338	0	0	0	0	0	0	0	0	0	0	0	0
Lce3a	38.157895	0	0	0	0	0	0	387	338	0	0	0	0	0	0	0	0	0	0	0	0
Chordc1	38.157895	0	0	0	0	0	0	154	129	0	0	0	0	0	0	0	0	0	208	234	0
Arrdc5	38.157895	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	269	329	0
Ap1ar	38.157895	0	0	0	0	227	168	229	0	101	0	0	0	0	0	0	0	0	0	0	0
Acvr1b	38.157895	0	0	0	0	221	140	0	0	179	0	0	185	0	0	0	0	0	0	0	0
Acot8	38.157895	0	0	0	0	0	0	142	230	0	0	0	0	0	0	0	0	0	123	230	0
Washc3	38.105263	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	187	145	154	0
Prcc	38.105263	131	0	0	0	0	79	88	156	0	0	0	148	0	0	0	0	0	0	122	0
Gga1	38.105263	0	0	0	0	197	0	0	0	70	209	0	248	0	0	0	0	0	0	0	0
Atad1	38.105263	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	237	361	0
Rpl7	38.052632	0	0	0	0	0	0	329	394	0	0	0	0	0	0	0	0	0	0	0	0
Rdh10	38.052632	0	0	0	0	0	0	329	394	0	0	0	0	0	0	0	0	0	0	0	0
Prxl2a	38.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	382	0
Hmgcll1	38.052632	0	0	0	0	0	0	0	200	0	0	0	0	0	0	196	327	0	0	0	0
Ruvbl2	38.0	121	0	0	0	0	0	156	0	0	133	0	0	0	0	0	0	0	144	168	0
Pgm2l1	38.0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	244	342	0
Gys1	38.0	121	0	0	0	0	0	156	0	0	133	0	0	0	0	0	0	0	144	168	0
Fap	38.0	0	0	0	0	370	254	0	0	0	0	0	0	98	0	0	0	0	0	0	0
Tada3	37.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	258	242	0
Rtp4	37.947368	0	0	0	0	204	137	0	0	136	106	0	138	0	0	0	0	0	0	0	0
Pard3	37.947368	0	0	0	0	416	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry13	37.947368	0	0	0	0	0	0	0	140	177	226	0	178	0	0	0	0	0	0	0	0
Gm1966	37.947368	0	0	0	0	270	223	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Chic2	37.947368	0	0	0	0	241	175	0	0	0	0	0	166	0	0	0	139	0	0	0	0
Arpc4	37.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	258	242	0
Ankub1	37.947368	0	0	0	0	302	227	0	0	0	0	0	192	0	0	0	0	0	0	0	0
Tut1	37.894737	91	0	0	0	0	0	0	0	162	130	0	215	0	0	0	0	0	0	122	0
Tigar	37.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	506	0
Scamp3	37.894737	0	0	0	0	0	0	0	0	0	86	0	118	0	0	0	0	0	251	265	0
Rpp21	37.894737	0	0	0	0	182	243	0	0	0	0	0	295	0	0	0	0	0	0	0	0
Mterf2	37.894737	0	0	0	0	0	0	90	0	98	261	0	148	0	0	0	0	0	0	123	0
Fbxw2	37.894737	225	0	0	0	0	0	0	161	0	0	0	214	0	0	0	0	0	0	120	0
C7	37.894737	0	0	0	0	452	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts9	37.894737	0	0	0	0	0	0	0	0	0	0	0	0	159	176	126	259	0	0	0	0
Zar1l	37.842105	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	304	303	0
Tent5a	37.842105	0	0	0	0	167	0	0	0	0	196	0	191	0	0	0	0	0	0	165	0
Pepd	37.842105	0	0	0	0	346	268	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Pagr1a	37.842105	0	0	0	0	0	0	0	400	0	0	0	106	0	0	0	0	0	0	213	0
Map1lc3b	37.842105	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	187	336	0
Lrrc8c	37.842105	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	125	462	0
Arl4c	37.842105	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	279	349	0
Acot4	37.842105	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	262	363	0
Vps28	37.789474	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	222	340	0
Urm1	37.789474	0	0	0	0	100	122	0	0	0	89	0	282	0	0	0	0	0	0	125	0
Mtx2	37.789474	0	0	0	0	395	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnm2	37.789474	0	0	0	0	402	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx20	37.789474	232	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	116	214	0
Cog3	37.789474	0	0	0	0	109	190	0	0	87	0	0	159	0	0	0	173	0	0	0	0
Sav1	37.736842	0	0	0	0	304	136	0	0	0	0	0	0	0	0	0	0	0	153	124	0
Prss36	37.736842	0	0	0	0	0	0	302	415	0	0	0	0	0	0	0	0	0	0	0	0
Epor	37.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	270	301	0
Dsp	37.736842	0	0	0	0	0	0	140	91	0	0	0	0	0	0	0	0	143	118	225	0
Agpat2	37.736842	0	0	0	0	371	157	0	0	0	0	0	189	0	0	0	0	0	0	0	0
4930558C23Rik	37.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	375	0
