	source	target	weight	PMID
10941	Pax2	Gbx2	1	17067785
10942	Nr3c1	Mylk	-1	17068119
10943	Dlx5	Bmp4	1	17068183
10944	Dlx5	Dkk1	1	17068183
10945	Dlx5	Dppa4	1	17068183
10946	Dlx5	Lefty2	1	17068183
10947	Dlx5	Thy1	1	17068183
10948	Eomes	Dkk1	1	17068183
10949	Eomes	Dppa4	1	17068183
10950	Eomes	Lefty2	1	17068183
10951	Eomes	Thy1	1	17068183
10952	Gata6	Bmp4	1	17068183
10953	Gata6	Dkk1	1	17068183;21811562
10954	Gata6	Dppa4	1	17068183
10955	Gata6	Lefty2	1	17068183
10956	Gata6	Thy1	1	17068183
10957	Hlx	Bmp4	1	17068183
10958	Hlx	Dppa4	1	17068183
10959	Hlx	Lefty2	1	17068183
10960	Hlx	Thy1	1	17068183
10961	Id2	Bmp4	1	17068183
10962	Id2	Dkk1	1	17068183
10963	Id2	Dppa4	1	17068183
10964	Id2	Lefty2	1	17068183
10965	Id2	Thy1	1	17068183
10966	Pou5f1	Bmp4	-1	17068183
10967	Pou5f1	Dkk1	-1	17068183
10968	Pou5f1	Lefty2	1	17068183
10969	Pou5f1	Thy1	1	17068183
10970	Tbx18	Dkk1	1	17068183
10971	Tbx18	Dppa4	1	17068183
10972	Tbx18	Lefty2	1	17068183
10973	Tbx18	Thy1	1	17068183
10974	Tbxt	Bmp4	1	17068183
10975	Tbxt	Dkk1	1	17068183
10976	Tbxt	Dppa4	1	17068183
10977	Tbxt	Lefty2	1	17068183
10978	Tbxt	Thy1	1	17068183
10979	Zfp42	Bmp4	1	17068183
10980	Zfp42	Dkk1	1	17068183
10981	Zfp42	Dppa4	1	17068183
10982	Zfp42	Lefty2	1	17068183
10983	Zfp42	Thy1	1	17068183
10984	Prox1	Cdkn1b	1	17069925;22508481
10985	Prox1	Cdkn1c	1	17069925;19706680
10986	Ahr	Cdkn2b	1	17070097
10987	Ahr	Tp53	1	11191113;15111621;17070097;20478272
10988	Tp53	Cdkn2b	1	17070097
10989	Jun	Cflar	-1	17070520;17332355
10990	Nr0b2	Xpr1	1	17071613
10991	Klf6	Mmp9	-1	17071613;22211962
10992	Sp2	Mmp9	-1	17071613
10993	Nr0b2	Smad3	-1	17074765
10994	Nr0b2	Serpine1	-1	17074765;19643931;19887897
10995	Tbp	Mapk8	1	17074809;19620725
10996	Tbp	Mapk9	1	17074809;19620725
10997	Elk1	Tbp	1	17074809;17499043;23454483
10998	Klf13	Crebbp	1	17074812
10999	Klf13	Kat2b	1	17074812
11000	Gata3	Fut7	-1	17075044
11001	Tbx21	Fut7	1	17075044
11002	Dach2	Helt	1	17075071
11003	Helt	Helt	1	17075071
11004	Cebpg	Neurod6	1	17075921
11005	Cebpb	Neurod6	1	17075921
11006	Nfe2l2	Adra1d	1	17077087
11007	Nfe2l2	Gstk1	1	17077087;22521774
11008	Tp53	Mmp9	-1	15899818;17077165;17311279;18635530
11009	Esrrg	Pdk4	1	17079227;19690166;23050013
11010	Znf250	Trim28	1	17079232
11011	Ar	Grp	1	17079466;19117998
11012	Tp53	Hic1	1	16301995;17079468;19491197;19649206
11013	Hic1	Tp53	1	19486893
11014	Atf2	Mmp2	1	17079470;17258390
11015	Zbtb17	Bcl2	1	17082179;19549844;21167753
11016	Pbx1	Mc2r	1	17082260
11017	Nr5a1	Pbx1	1	17082260;18984668
11018	Pbx1	Nr5a1	1	16705164
11019	Rela	Bnip3	-1	17082476;19088195
11020	Zbtb16	Pik3c3	1	17082479
11021	Zbtb16	Pik3r1	1	17082479
11022	Zbtb16	Ik	1	17082479
11023	Maf	Btk	1	17082592
11024	Nfkb2	Ar	1	17082635
11025	Nfkb2	Il1b	1	17082635;9523851
11026	Relb	Ar	1	17082635
11027	Atf1	Fosl1	1	17082637
11028	Creb1	Fosl1	1	17082637
11029	Elk1	Fosl1	1	15806162;17082637
11030	Max	Cebpa	1	17082780
11031	Max	Csf3r	1	17082780
11032	Creb1	Mitf	1	10841026;16327152;17083486;18039926;19067970;19937254;21519923;22496449;24267286
11033	Creb1	Tyr	1	17083486
11034	Rest	Tyrp1	-1	17084381
11035	Ppard	Ppargc1a	1	17084713;17275789;18509063
11036	Nfatc1	Mmp9	1	17084841
11037	Jund	Gadd45a	1	17084916;21734453
11038	Tfe3	Best1	1	17085443
11039	Tfeb	Best1	1	17085443
11040	Taf1	Kat2b	1	17085686;9285713
11041	Nfkb1	Sod2	1	11880364;14515147;15330761;17085785;17652337;18779124;19507253;24068327
11042	Tbpl1	Pcna	1	17085973
11043	Nr3c1	Afp	-1	1708774;1723485
11044	Fos	Afp	1	1708774
11045	Tp53	Odc1	1	17088079
11046	Myc	Mtdh	1	17088530
11047	Foxo1	Adipoq	1	17090532
11048	Sp1	Sp5	1	17090534
11049	Sp5	Cdkn1a	-1	17090534
11050	Sp1	Wnt2	1	17090534
11051	Thrb	Ghrhr	1	17090972
11052	Nfatc1	Limd1	1	17092936
11053	Nfatc1	Traf6	1	17092936;17239241
11054	Hoxc8	Nkd2	-1	17094106
11055	Vdr	Pth	-1	17095575;20558332;7489414;8920918;9717845
11056	Hes1	Bcl2	1	17098279
11057	Rela	Bcl2	1	12835724;14739605;14978135;15120608;16022909;16453001;17098279;17673602;18031796;18158998;18191642;18566231;18761399;19233129;19259124;20103608;20332461;20446017;21224428;21503108
11058	Tbp	Aurka	1	17098936
11059	Tbp	Ccnb1	1	17098936
11060	Nfya	Aurka	1	17098936
11061	Creb1	Poll	1	17099721
11062	Sp1	Poll	1	17099721
11063	Vsx2	Poll	1	17099721
11064	Hif1a	Casp3	1	17101276
11065	Hnf4a	S100a4	1	17101323;19671543;21403839
11066	Foxm1	Brca2	1	17101782;20068070
11067	Foxm1	Xrcc1	1	17101782;20068070
11068	Mef2a	Mef2c	1	11904443;17101791
11069	Mef2c	Mef2a	1	9252389
11070	Ets1	Ebf1	1	17101802
11071	Spi1	Ebf1	1	17101802
11072	Runx2	Nfatc2	1	17103021
11073	Mitf	Ostm1	1	17105730
11074	Mitf	Tnfsf11	1	17105730;19321441;20357005;23379601;24257758
11075	Mitf	Clcn7	1	17105730;19067971;1999537
11076	Ncoa1	Scnn1a	1	17105732;20054001
11077	E2f1	Brca1	1	10660629;17106239;18660752;19466541;20068145;23108140;23285190
11078	Pou2f2	Retn	1	17107342
11079	Nfatc4	Nfatc4	1	17108007
11080	Arnt	Aqp5	1	17108010
11081	Hif1a	Aqp5	1	17108010
11082	Tfcp2	Crh	1	17108082
11083	Mef2a	Atf3	1	17108111
11084	Ncoa3	Ar	1	10965917;17108143;19305643
11085	Ar	Ncoa3	1	19305643
11086	Tbpl1	Wee1	1	17109819
11087	Nr3c1	Bnip3	1	17110051
11088	Dlx3	Pgf	1	17110422
11089	Nr1h3	Crp	1	17110595
11090	Xbp1	Xbp1	1	17110785;17884689;21723843;23510626
11091	Myod1	Myh7	1	17111365;1939278
11092	Mef2d	Myh13	1	17111365
11093	Myod1	Myh13	1	17111365
11094	Nfatc1	Myh13	1	17111365;21290171
11095	Mef2d	Myh7	1	17111365
11096	Nkx3-1	Map4k4	1	17113036
11097	Nfe2	Slc7a11	1	17113054
11098	Hoxb1	Hoxa2	1	17113575
11099	Dnmt1	Gtf2f1	1	17114178
11100	Dlx4	Ifng	1	17114181
11101	Klf11	Myc	-1	17114344
11102	Pax6	Tyr	1	17116288
11103	Spi1	Csf1r	1	17116688;8264604;8302571;9506963
11104	Nfatc4	Il2	1	17118192
11105	Pparg	Tff2	1	14759512;17118693
11106	Vdr	Mapk14	1	17121851
11107	Jun	Vdr	1	15930183;17121851
11108	Ssrp1	Vdr	1	17121851
11109	Sp1	Xiap	1	17121920
11110	Ctcf	Ctcf	1	17122106;18207574;21912613;22615834;23884423;23933634;24613343;9756895
11111	Sp1	Birc5	1	17124180;17350596;17876054;18175117;19120021;20660371;21093004;21131823;21433308;22334592;22734486;22773958
11112	Usf1	Akr1b1	1	17124385
11113	Myb	Pcna	1	1712444
11114	Etv5	Psen1	-1	17126306;17489097
11115	Pitx2	St8sia2	1	17126533
11116	Nr1h4	Abcc3	1	17127344;21330447
11117	Wt1	Gc	1	17127464
11118	Yy1	Fcgr2	1	15153544;17130130
11119	Nfic	Cdkn1a	-1	17130157
11120	Tp53	Cxcr4	-1	17130833
11121	Pgr	Abcb1a	1	17131043
11122	Hoxb1	Pbx1	-1	17131398
11123	Pbx1	Hoxb1	1	17131398;9218805
11124	Smad4	Myc	-1	11689553;17132729
11125	Lef1	Myc	1	17132729;18202148;19620402;19653274
11126	Mbd2	Ptpn6	1	17133344
11127	Mbd2	Vamp7	1	17133344
11128	Tfap2a	Slc5a6	1	17135299
11129	Rela	Abca1	-1	17135302
11130	Atf4	Eif2ak2	1	17141186;21146245;23009153
11131	Atf4	Psen1	1	17141186
11132	Klf6	Lama1	1	17141338
11133	Fiz1	Pde6b	1	17141759
11134	Crx	Pde6b	1	17141759
11135	Irf1	Col1a2	-1	17142024
11136	Pax3	Setdb1	1	17142323
11137	Sp1	Setdb1	1	17142323
11138	Sp3	Setdb1	1	17142323
11139	Runx1	Slc22a4	1	15184985;17142562;18328148
11140	Sp1	Slc22a4	1	17142562
11141	Kat7	S100a4	1	17143014
11142	Hif1a	Pfkfb1	1	17143338
11143	Hif1a	Pfkfb2	1	17143338
11144	Pou4f2	Bax	1	17145718
11145	Nr0b2	Ehmt2	1	17145766
11146	Tp53	Rgcc	1	17146433
11147	Nfic	Cyp2a4	1	17148654
11148	Cebpg	Cyp2a4	1	17148654
11149	Cebpd	Cyp2a4	1	17148654
11150	Dnmt3b	Cdkn2a	1	17149367;18006804;21757290;22461910;23397112
11151	Mafa	Glp1r	1	17149590
11152	Mafa	Pc	1	17149590
11153	Mafa	Pcsk1	1	17149590
11154	Mafa	Slc2a2	1	17149590
11155	Nkx6-1	Glp1r	1	17149590
11156	Nkx6-1	Pc	1	17149590
11157	Nkx6-1	Pcsk1	1	17149590
11158	Nkx6-1	Slc2a2	1	17149590
11159	Pdx1	Glp1r	1	15289647;15756539;17149590
11160	Pdx1	Pc	1	17149590;17408383
11161	Pdx1	Pcsk1	1	10802714;17149590
11162	Pdx1	Slc2a2	1	11309388;17149590;19651901;22403172;23153982;8923459;9453241;9637677
11163	Rela	Ngf	1	17150179
11164	Rela	Oprd1	1	17150179
11165	Nr3c1	Ins2	-1	17150186
11166	Egr1	Pdx1	1	17150967
11167	Myc	Bmi1	1	17151361;21856782;23342141;23601184
11168	Creb1	Akt1	1	17152074
11169	Sp1	Twist1	1	17157810
11170	Mafb	Tnfsf11	1	17158225
11171	Klf5	Egfr	1	17158781
11172	Runx2	Fgf18	1	17158875
11173	Nr5a2	Il1rn	1	17158876
11174	Irf1	Mc1r	1	17159910
11175	Nfe2l2	Mtif2	1	17161026
11176	Esr1	Cdkn1b	-1	17163418;17681750
11177	Hinfp	Fgfr1	1	17163457;21605641
11178	Hinfp	Chka	1	17163457
11179	Nr1i3	Sult2a1	1	17163485;17595319
11180	Elf4	Map2k2	1	17163490
11181	Pou3f2	Rb1	1	17163992
11182	Zbtb17	Rbbp8	1	17164289
11183	Zbtb17	Sae1	1	17164289
11184	Zbtb17	Senp1	1	17164289
11185	Zbtb17	Ube2i	1	17164289
11186	Mitf	Akt1	1	17164294
11187	Mitf	Tnfrsf11a	1	17164294;18759249
11188	Esr2	Crebbp	1	17166829;22349818;24932804
11189	Creb1	Il13	1	17166845
11190	Lmx1b	Fgf8	1	12399317;17166916
11191	Lmx1b	Lmx1b	1	17166916;24785190
11192	Nfatc1	Aqp2	1	17166937;22470386
11193	E2f2	Cdkn1a	1	17167174
11194	Gata4	Apc	1	17167178
11195	Gata4	Mgmt	1	17167178
11196	Gata5	Apc	1	17167178
11197	Gata5	Mgmt	1	17167178
11198	Gata5	Rassf1	1	17167178
11199	Stat2	Ccl12	1	17167270;20233899
11200	Dlx5	Mab21l1	1	17167770
11201	Ncoa3	Psme3	1	17169389
11202	Myc	Birc5	1	17170079;19287963;19602047;20508797
11203	Creb1	Ccn5	1	17170219
11204	Ar	Psap	1	17171640
11205	Dnmt1	Fgfr1	1	17172825;18704159;21150308;21779870
11206	Dnmt1	Krt9	1	17172825
11207	Dnmt1	Rrp8	1	17172825;18049164
11208	Dnmt1	Suv39h1	1	17172825;17584191
11209	E2f1	Ddb2	1	17173070
11210	E2f3	Ddb2	1	17173070
11211	Ssrp1	Cdkn1c	1	17173074
11212	E2f1	Cdkn1c	1	17173074;20106982
11213	Esr1	Cdkn1c	1	17173074
11214	Tbx3	Bmp4	-1	17173667;22387209
11215	Tbx5	Bmp4	1	17173667;20858598
11216	Vax2	Bmp4	1	17173667
11217	Tbx2	Bmp4	1	17173667;23720046
11218	Rest	Hcn4	-1	17173866
11219	Prdm4	C6	1	17174323
11220	Tbpl1	C6	1	17174323
11221	Tp53	Map3k11	1	17174923;24399089
11222	Esr1	Gas6	1	17174935
11223	Nr1h3	Slc51a	1	17177110
11224	Nr1h3	Slc51b	1	17177110
11225	Klf5	Cdk1	1	17178721
11226	Klf5	Pias1	1	17178721
11227	Meis2	Epha8	1	17178831
11228	Pbx2	Epha8	1	17178831
11229	E2f1	Nrp1	1	17178835
11230	Ssrp1	Nrp1	1	17178835
11231	Hmga1	Pik3r1	1	17178855
11232	Hif1a	Ccr7	1	17178876;19305150
11233	E2f1	Ar	-1	17178887;21099103;21099110;21966451;22508987
11234	Spi1	Drg1	1	17178897
11235	Atf3	Drg1	1	17178897
11236	Hif1a	Cd44	1	17178925
11237	Cdx2	Tff3	1	17182120
11238	Pax8	Duox1	1	17182173
11239	Pax8	Hcrt	1	17182173
11240	Pax8	Th	1	17182173
11241	Irf1	Ccl19	1	17182562
11242	Irf3	Ccl19	1	17182562
11243	Irf7	Ccl19	1	17182562
11244	Stat5a	Foxp3	1	17182565;24298014
11245	Jun	Pak3	1	17182846;23818969
11246	Mitf	Diaph1	1	17182868;19067971;1999537
11247	Mitf	Cdkn1b	-1	17182868;19100253
11248	Pou5f1	Tcl1a	1	17183653
11249	Cdx4	Hoxa9	1	17183676
11250	Crem	Ccnd1	-1	17185632;22488648
11251	Atf4	S100a8	1	17185796;21867687
11252	Tp53	Mdfic	1	17186020
11253	Tp53	Notch1	-1	14991602;17186020;17353266;18359760;20442293;20442780;22833673;23518503;23946688;23965983
11254	Zkscan7	Epcam	1	17186549
11255	Atf2	Gadd45a	1	17189429;17700520
11256	Atf2	Serpinb5	1	17189429;17700520
11257	Spi1	Hp	1	1718961
11258	Pgr	Folr1	1	17192405
11259	Sp1	Folr1	1	12566316;17192405
11260	Sp3	Folr1	1	17192405
11261	Egr4	Slc12a5	1	17192429
11262	Sp1	Syt11	1	17192956
11263	Yy1	Syt11	1	17192956
11264	Nfatc4	Esr2	1	17194453
11265	Myog	Smarca4	1	17194702;23609547
11266	Sp1	Jun	1	1406636;17502875;19437621;20148354;8355696;8892460;9054614
11267	Jun	Sp1	1	11956220;17195011
11268	Pou2f3	Mmp19	-1	17195013
11269	Pou3f1	Mmp19	-1	17195013
11270	Junb	Penk	1	1719551
11271	Jund	Penk	1	1719551;8152431
11272	Runx3	Ifng	1	17195845;19139168;20574006
11273	Runx3	Il4	-1	17195845;19338776
11274	Tbx21	Il4	1	15684054;16473879;17195845;17541280;18504404;18819071;19348920;20193034;21983879;22521571;23232398;23768572
11275	Hsf4	Abcc3	-1	17196161
11276	Cebpb	Abcc3	1	17196161
11277	Cebpa	Serpine1	1	17197388
11278	Sp1	Mcl1	1	17198743;18208354;18599869;22406829;22734486;23877711
11279	Sp3	Mcl1	1	17198743
11280	Hoxa13	Sostdc1	-1	17200107
11281	Spi1	Nf1	1	17200120
11282	Irf2	Nf1	1	17200120
11283	Pbx1	Vcp	1	17200190
11284	Creb1	Prkce	1	17202284
11285	Nr4a3	Ak5	1	17202344
11286	Epas1	Slc2a4	1	15258146;17202795
11287	Epas1	Ins2	1	17202795
11288	Ar	Nkx3-1	1	11238180;16697957;17202838;17303007;21730289
11289	Nkx3-1	Ar	-1	16697957;17202838;18360715;20363913;23492366
11290	Apex1	Lig1	1	17203305
11291	Apex1	Ogg1	1	17203305;20185827
11292	Apex1	Pold1	1	17203305
11293	Apex1	Xrcc1	1	17203305
11294	Nr0b2	Bmal1	1	17204240
11295	Bmal1	Nr0b2	1	17204240
11296	Clock	Nr0b2	1	17204240;20674862
11297	Nr0b2	Clock	1	17204240
11298	Junb	Hmox1	1	17204476;20833713
11299	Jund	Hmox1	1	17204476;20833713
11300	Smad2	Serpinb5	1	17204482
11301	Mef2c	Mapk1	1	17210568;9069290;9988769
11302	Jun	Hipk3	1	17210646
11303	Tp53	Mcm5	-1	17210690
11304	Hnf1b	Abcc2	1	17210751
11305	Hnf1b	Igf1	1	17210751
11306	Smad1	Runx1	1	17213321
11307	Ets1	Bax	-1	17213822
11308	Gfi1	Bax	-1	17213822;8962093
11309	Pparg	Slc1a2	1	17213861
11310	Pparg	Slc1a3	1	17213861
11311	Runx2	Prkn	1	17215250
11312	Irf3	Irf3	1	17215286;21225257;22464952;23671700;24535579
11313	Egr2	Ccl12	1	1721529
11314	Srf	Ccn2	1	17215322
11315	Ncoa1	Bglap	1	17218095;17786964
11316	Ncoa1	Bglap3	1	17218095;17786964
11317	Ncoa1	Bglap2	1	17218095;17786964
11318	Atf2	Bcl2	1	17219413
11319	Stat5a	Smn1	1	17220171
11320	Pitx2	Thbs2	1	17220228
11321	Nr3c1	Notch4	1	17220278
11322	Hif1a	Txn	1	17220299;20347035
11323	Hif1a	Txn2	1	17220299
11324	Hif1a	Eif4e	1	17220299
11325	Yy1	Ptgs2	1	17220375
11326	Onecut1	Ttr	1	17223534;20735474;8887657
11327	Creb1	Cldn11	1	17226765
11328	Gata4	Cyp19a1	1	17227882;22245270
11329	Gata4	Fshb	1	17227882
11330	Sp1	Tlr4	1	17233566
11331	Tfcp2	Cebpd	1	17234736
11332	Tp63	Des	1	17234757
11333	Sox9	Ar	1	17234760
11334	Foxo3	Ccn1	1	17234971
11335	Tfap2a	Ptger4	1	17237224
11336	Nfatc2	Cd40lg	1	17237447;18719603
11337	Ezh2	Msmb	-1	17237810
11338	Stat6	Ptgs2	1	17237818
11339	Nfatc1	Mapk1	1	17239241;19661463
11340	Fos	Traf6	1	17239241
11341	Jun	Gab2	1	17239241
11342	Usf2	Tfap4	1	17239350
11343	Tfap4	Cebpa	-1	17239350
11344	Sp3	Scnn1g	1	17241874
11345	Foxo4	Mmp9	1	17242183
11346	Foxo4	Tnf	1	17242183;19560465
11347	Pou2f1	Emc10	1	17242186
11348	Pou2f2	Emc10	1	17242186
11349	Nfatc4	Pik3r1	1	17242187
11350	Lmo2	Cdh5	1	17242194
11351	Tal1	Cdh5	1	17242194
11352	Tcf3	Cdh5	1	17242194
11353	Myb	Ccnb1	1	17242210
11354	Ssrp1	Ccnb1	1	17242210
11355	Nrl	Opn1sw	1	17242361
11356	Thrb	Opn1sw	-1	17242361;17436273
11357	Cebpg	Smyd2	1	17242690
11358	Klf2	Tnf	1	17244683
11359	Cebpe	Gfi1	1	17244686
11360	Cebpe	Mmp8	1	12515729;17244686
11361	Gfi1	Mmp8	1	17244686
11362	Tp53	Cyfip2	1	15856024;17245118
11363	Rbpj	Pten	-1	17245125;19479935;24113181
11364	Klf13	Klf13	1	17245133;17513757
11365	Nfkb1	Nos1	1	17081374;17250678;23811396
11366	Rela	Nos1	1	17081374;17250678;23811396
11367	Vdr	Cyp27b1	-1	15934135;17250953;21307571
11368	Smad3	Pax6	-1	17251190
11369	Sp1	Cldn1	1	17251524
11370	Sp3	Cldn1	1	17251524
11371	Cebpb	Cdk9	1	17251582
11372	Ddit3	Cdk9	1	17251582
11373	Cebpb	Tat	1	17251582
11374	Jund	Cdk4	-1	17253961;20181929
11375	Jund	Cdk2	-1	17253961
11376	Nacc1	Nacc1	1	17254023
11377	Rcor2	Nacc1	1	17254023
11378	Rcor2	Scn1a	1	17254023
11379	Cebpa	Fos	1	17254333;8294101
11380	Neurod1	Fos	1	17254333
11381	Stat5b	Hsd17b1	1	17255200
11382	Ar	Adrbk2	1	17255468
11383	Spi1	Ccl12	1	17255531;24429361
11384	Sp1	Gsn	1	17257588
11385	Sp1	Eef1a2	1	17258390
11386	Atf2	Tgfb1	1	15546613;17258390;22542937
11387	Atf2	Mmp9	1	17258390;22643046
11388	Rela	Mtr	1	17258784
11389	Dlx2	Nrp2	-1	17259176
11390	Dlx1	Nrp2	-1	17259176
11391	Ascl1	Pkm	1	17259180
11392	Bmal1	Pkm	1	17259180
11393	Clock	Pkm	1	17259180
11394	Neurog1	Pkm	1	17259180
11395	Nr0b2	Ins2	-1	17259388;21817852
11396	Pdx1	Mafa	1	15664999;16461554;17259388;17510498;21081123;9604866
11397	Mafa	Pdx1	1	17149590;17259388;18522939;23863625
11398	Neurod1	Mafa	1	17259388;17510498;20584984
11399	Mafa	Neurod1	1	17510498
11400	Pdx1	Neurod1	1	17510498;19245309
11401	Neurod1	Pdx1	1	17259388;20448145;9230347
11402	Nr0b2	Mafa	-1	17259388
11403	Nr0b2	Pdx1	-1	17259388
11404	Snai1	Nphs1	1	17260001
11405	Foxf1	Itgb3	1	17261592
11406	Esr2	Ephb2	1	17261755
11407	Nkx6-1	Gcg	-1	17263687;21824254
11408	Ar	Myo5a	1	17263875
11409	Nfe2l2	Elane	1	17263901
11410	Prdm1	Tp53	-1	17264218
11411	Hnf1a	Ugt1a9	1	15044625;17264800
11412	Tp53	Tbx3	1	17265068
11413	Tbx3	Tp53	-1	12032820
11414	Foxa2	Cpt1a	1	17267396
11415	Foxa2	Hmgcs2	1	17267396
11416	Nr1i2	Cpt1a	1	17267396
11417	Nr1i2	Hmgcs2	-1	17267396
11418	Foxa2	Slc25a1	1	17267396
11419	Nr1i2	Slc25a1	1	17267396
11420	Atf2	Atf4	1	17267404
11421	Atf4	Atf2	1	17267404
11422	Sox9	Hes1	1	17267606;19322650
11423	Pparg	Nampt	1	17268065;20608974
11424	Tcf3	Gfi1b	1	17272506
11425	Gfi1b	Gata3	-1	17272506
11426	Gata3	Gfi1b	1	17272506
11427	Rara	Abcc3	-1	17272513
11428	Gata4	Bcl2l1	1	12468531;15100413;17272823
11429	Snai1	Adra1d	1	17273560
11430	Sp1	Fzd5	1	17273778
11431	Myod1	Cfap410	1	17273866
11432	Rel	Ebp	1	17273900
11433	Nfil3	Per2	1	17274955;23496259
11434	Ppara	Ppargc1a	1	17275789;22033933
11435	Hr	Ccl12	1	17276989;8197118
11436	Gata3	Cd28	1	17277157
11437	Sox9	Hpgds	1	17277314
11438	Fos	Hmox1	1	17277740;17452746;18689604;20486760;8774698;8872603
11439	Cebpb	Lypd3	1	17278103
11440	Sp1	Lypd3	1	17278103
11441	Sp3	Lypd3	1	17278103
11442	Jun	Lypd3	1	17278103
11443	Nr4a2	Mmp1a	-1	17283078
11444	Tfe3	Met	1	17283122
11445	Ar	Met	-1	17283128;20946682
11446	Runx1	Cdkn2b	-1	17283131;23487742
11447	Sp1	Prss50	1	17283160;18462069;20506264
11448	Tp53	Prss50	1	17283160
11449	Ets1	Angpt2	1	15003510;17287278;18720385
11450	Myc	Spta1	1	17287852
11451	Hif1a	Runx1t1	1	17289019
11452	Creb1	Sox9	1	17289023
11453	Sp1	Sox9	1	17289023
11454	Nfya	Ccnb2	1	17289878
11455	Hnf4a	Cdh3	1	17292359
11456	Nr5a2	Gnrhr	1	17293441
11457	Smad9	Bmp2	1	17293449
11458	Irf1	Gbp2	1	17293456;19003964
11459	Hnf4a	Ephb2	1	17295683
11460	Bcl6	Pcgf1	1	17296600
11461	Irf3	Prkca	1	17296604
11462	Creb1	Ifnb1	1	17296604
11463	Zbtb7b	Cd4	1	17296789;17878336;18776907;20544728;21341258;21435585;23310955
11464	Zbtb7b	Cd8a	-1	17296789;17878336;19062319
11465	Cdx2	Igfbp3	-1	17297462
11466	Sp1	Pdcd4	1	17297470
11467	Sp3	Pdcd4	1	17297470
11468	Zfp395	Slc5a5	1	17297475;21450804
11469	Relb	Cflar	1	17299038
11470	Hes6	Ins2	1	17300753
11471	Neurog3	Insm1	1	17300785
11472	Crebbp	Insm1	1	17300785
11473	Insm1	Crebbp	1	17300785
11474	Prdm1	Camk4	1	17300840
11475	Prdm1	H2-T23	1	17300840
11476	Nfe2l2	Tomm20	1	17300881
11477	Meox2	Myf5	1	17301086;19757389
11478	Tbx10	Mrgprf	1	17301127
11479	Cebpb	Kat2b	1	17301242;23456364
11480	Eomes	Ifng	1	17301952;18178806;20056084;22078635;23609452;23768572;24006458;26749212;27324129
11481	Preb	Vpreb2	1	1730257;1730258
11482	Preb	Vpreb1	1	1730257;1730258
11483	Preb	Igll1	1	1730257;9022034
11484	Pax5	Vpreb2	1	1730258;9079818
11485	Pax5	Vpreb1	1	1730258;9079818
11486	Smad2	Acta2	1	15306544;17303001;21990365
11487	Smad7	Acta2	1	17303001
11488	Hif1a	Bace1	1	17303576
11489	Nfia	Bace1	1	17303576
11490	Cebpb	Ywhae	1	17303761
11491	Ppard	Ywhae	1	17303761;17409426;18678619
11492	Cebpg	Ywhae	1	17303761;23266643
11493	Preb	Il7	1	1730410
11494	Smarca1	Ttr	1	1730413
11495	Tp53	Dram1	1	17304243;17397945;22082963
11496	Hoxa13	Cish	1	17304517
11497	Hoxa13	Epha6	1	17304517
11498	Foxh1	Kdr	1	17306248
11499	Sp1	Litaf	1	1730658
11500	Crx	Gngt1	1	17306630
11501	Rara	Nos2	1	17306764
11502	Atf6	Mbtps1	1	17307147;23884247
11503	Atf6	Mbtps2	1	17307147;21355074
11504	Atf6	S1pr1	1	17307147;21355074
11505	Nfkb1	Mbtps1	1	17307147
11506	Nfkb1	Mbtps2	1	17307147
11507	Nfkb1	S1pr1	1	17307147
11508	Atf6	Atf6	1	17307147;19622751;23716639
11509	Nfkb1	Atf6	1	17307147
11510	Egr1	Stim1	1	17307334;20123987
11511	Mnt	Erg	-1	1730736;21299653
11512	Spi1	Nkx2-5	1	17308084
11513	Spi1	Tlx3	1	17308084
11514	Smad4	Cldn1	-1	17308096
11515	Klf11	Bcl2l1	1	17308981
11516	Junb	Bglap	1	17308994
11517	Junb	Bglap3	1	17308994
11518	Junb	Bglap2	1	17308994
11519	Jund	Bglap	1	17308994
11520	Jund	Bglap3	1	17308994
11521	Jund	Bglap2	1	17308994
11522	Hnf4a	Id2	1	17310985
11523	Sp1	Kcnh2	1	17311278
11524	Nkx3-1	Kcnh2	-1	17311278
11525	Lhx3	Glb1	1	17311285
11526	Hoxa7	Cdkn1b	1	17311291
11527	Myb	Ovol1	1	17311813
11528	Ovol1	Ovol1	-1	17311813
11529	Hivep2	Bglap	1	17311925
11530	Hivep2	Bglap3	1	17311925
11531	Hivep2	Bglap2	1	17311925
11532	Esr1	Il1a	1	17312152
11533	Bclaf1	Ephb2	1	17312387
11534	Bclaf1	Hpse2	1	17312387
11535	Bclaf1	Irag1	1	17312387
11536	Bclaf1	Rras2	1	17312387
11537	Nfe2l2	Aqp1	1	17313370
11538	Nfe2l2	Crebbp	1	17313370;18199529;18241676
11539	Gata3	Cd80	1	17313444
11540	Pou2f2	Slc22a2	1	17314196;8129727;8672399
11541	Usf1	Slc22a2	1	17314196;18508876
11542	Pou2f1	Cdkn2b	-1	17316622
11543	Ncor2	Cdkn2b	1	17316622
11544	Elf4	Cdkn2b	1	17316622;19233846;21038417
11545	E2f1	Mat2a	1	17317269
11546	E2f3	Mat2a	1	17317269
11547	E2f4	Mat2a	1	17317269
11548	Jun	Tff1	1	12021387;16452188;16651411;17317669
11549	Tp53	Tspyl2	1	17317670
11550	Tp53	Dnm1l	1	17317671
11551	Tp53	Maml1	1	17317671;24473123
11552	Nfkb1	Drd2	1	17317773;18354387
