Target_genes	Nr4a1|Average	SRX6927319|CD4+_T_cells	SRX868176|ES_cells	SRX868179|ES_cells	SRX3075749|Macrophages	SRX3075750|Macrophages	SRX3075751|Macrophages	SRX1077593|Treg	STRING
Amz2	49.428571	0	0	0	0	253	93	0	0
1700020N15Rik	49.428571	0	143	203	0	0	0	0	0
Treml4	49.285714	0	0	0	0	345	0	0	0
Tjp3	49.285714	0	0	0	0	211	134	0	0
Smarcal1	49.285714	0	0	0	0	345	0	0	0
Scn2a	49.285714	0	158	187	0	0	0	0	0
Ptp4a1	49.285714	0	101	0	0	244	0	0	0
Prr23a1	49.285714	0	143	202	0	0	0	0	0
Pemt	49.285714	0	0	0	0	345	0	0	0
Pabpc2	49.285714	0	158	187	0	0	0	0	0
Mixl1	49.285714	0	196	149	0	0	0	0	0
Lhfpl3	49.285714	0	158	187	0	0	0	0	0
Kdm5a	49.285714	0	115	69	0	161	0	0	0
Il17f	49.285714	0	158	187	0	0	0	0	0
Gmeb1	49.285714	0	0	0	0	345	0	0	0
Gm21190	49.285714	0	200	145	0	0	0	0	0
Fkbp5	49.285714	0	0	160	0	185	0	0	0
Epn1	49.285714	0	78	0	0	267	0	0	0
Ep400	49.285714	0	0	153	0	192	0	0	0
Enpp2	49.285714	0	160	185	0	0	0	0	0
Cyp2c65	49.285714	0	158	187	0	0	0	0	0
Catsperb	49.285714	0	158	187	0	0	0	0	0
Caskin1	49.285714	0	171	174	0	0	0	0	0
Bmx	49.285714	0	158	187	0	0	0	0	0
Vsx2	49.142857	0	199	145	0	0	0	0	0
Tmem14a	49.142857	0	115	229	0	0	0	0	0
Tex9	49.142857	0	173	171	0	0	0	0	0
Sympk	49.142857	0	0	0	0	344	0	0	0
Sele	49.142857	0	188	156	0	0	0	0	0
Rxfp3	49.142857	0	173	171	0	0	0	0	0
Olfr996	49.142857	0	188	156	0	0	0	0	0
Olfr412	49.142857	0	173	171	0	0	0	0	0
Olfr1265	49.142857	0	204	140	0	0	0	0	0
Mis18bp1	49.142857	0	0	0	103	121	120	0	0
Lrrc59	49.142857	0	139	83	0	122	0	0	0
Krtap19-3	49.142857	0	173	171	0	0	0	0	0
Krtap19-2	49.142857	0	173	171	0	0	0	0	0
Gm9733	49.142857	0	188	156	0	0	0	0	0
Gm9508	49.142857	0	144	200	0	0	0	0	0
Foxa3	49.142857	0	0	0	0	344	0	0	0
Eif1ad	49.142857	0	164	60	0	120	0	0	0
Dusp2	49.142857	0	0	0	0	344	0	0	0
Dok3	49.142857	0	0	0	0	344	0	0	0
Ces2a	49.142857	0	143	201	0	0	0	0	0
Bicc1	49.142857	0	173	171	0	0	0	0	0
Banf1	49.142857	0	164	60	0	120	0	0	0
Astl	49.142857	0	0	0	0	344	0	0	0
Apc2	49.142857	0	0	154	0	190	0	0	0
Abi3bp	49.142857	0	173	171	0	0	0	0	0
Spr	49.000000	0	0	161	0	182	0	0	0
Shc4	49.000000	0	0	211	0	132	0	0	0
Rps6kc1	49.000000	0	156	187	0	0	0	0	0
Ptprn	49.000000	0	0	254	0	89	0	0	0
Mcm9	49.000000	0	0	343	0	0	0	0	0
Fcer1g	49.000000	0	0	0	0	343	0	0	0
Def8	49.000000	0	0	0	0	343	0	0	0
Ccar2	49.000000	0	0	94	0	249	0	0	0
Cars	49.000000	0	0	0	0	96	0	247	0
Zcchc7	48.857143	0	0	203	0	139	0	0	0
Zbtb40	48.857143	0	0	165	0	177	0	0	0
Vmn2r85	48.857143	0	0	236	0	106	0	0	0
Ptcd1	48.857143	0	0	125	0	106	111	0	0
Plaat5	48.857143	0	186	156	0	0	0	0	0
Ndufc2	48.857143	0	171	171	0	0	0	0	0
Lrrc31	48.857143	0	171	171	0	0	0	0	0
Fcgr1	48.857143	0	0	0	0	342	0	0	0
Fadd	48.857143	0	0	197	0	145	0	0	0
Dcaf1	48.857143	0	0	0	0	342	0	0	0
Ctns	48.857143	0	145	197	0	0	0	0	0
Cpsf4	48.857143	0	0	125	0	106	111	0	0
Card14	48.857143	0	145	197	0	0	0	0	0
Usp36	48.714286	0	0	0	0	341	0	0	0
Ubtf	48.714286	0	0	0	0	341	0	0	0
Pld4	48.714286	0	0	0	0	251	90	0	0
Osbp2	48.714286	0	0	113	0	228	0	0	0
Mical1	48.714286	0	123	218	0	0	0	0	0
Map4k1	48.714286	0	0	192	0	149	0	0	0
Lyrm1	48.714286	0	0	0	0	341	0	0	0
Ints3	48.714286	0	0	156	0	185	0	0	0
Eif3k	48.714286	0	0	192	0	149	0	0	0
Dcun1d3	48.714286	0	0	0	0	341	0	0	0
Capzb	48.714286	0	0	0	0	341	0	0	0
Baiap2l2	48.714286	0	119	222	0	0	0	0	0
Arnt	48.714286	0	50	0	0	291	0	0	0
Zfp991	48.571429	0	200	140	0	0	0	0	0
Tnfsf13b	48.571429	0	115	0	0	225	0	0	0
Spin2-ps1	48.571429	0	87	253	0	0	0	0	0
Ppm1b	48.571429	0	254	0	0	86	0	0	0
Pik3r2	48.571429	0	0	201	0	139	0	0	0
Opn5	48.571429	0	0	340	0	0	0	0	0
Olfr670	48.571429	0	0	340	0	0	0	0	0
Nae1	48.571429	0	0	340	0	0	0	0	0
Mterf1b	48.571429	0	101	125	0	114	0	0	0
Gm21637	48.571429	0	87	253	0	0	0	0	0
Cuedc2	48.571429	0	0	194	0	146	0	0	0
Ube2d3	48.428571	0	0	0	0	265	74	0	0
Tut4	48.428571	0	0	156	0	183	0	0	0
Tfeb	48.428571	0	0	263	0	76	0	0	0
Taf13	48.428571	0	0	0	68	178	93	0	0
Sult4a1	48.428571	0	62	277	0	0	0	0	0
Rev3l	48.428571	0	0	0	90	124	125	0	0
Rapsn	48.428571	0	145	194	0	0	0	0	0
Nup133	48.428571	0	148	191	0	0	0	0	0
Krt26	48.428571	0	172	167	0	0	0	0	0
Gm7592	48.428571	0	81	0	0	258	0	0	0
Dnajc19	48.428571	0	0	220	0	119	0	0	0
Defb48	48.428571	0	0	0	0	339	0	0	0
Zfp768	48.285714	0	0	149	0	189	0	0	0
Tmem35a	48.285714	0	128	210	0	0	0	0	0
Slc43a2	48.285714	0	0	0	0	338	0	0	0
Rps3	48.285714	0	0	0	0	261	77	0	0
Rab3ip	48.285714	0	0	180	0	158	0	0	0
Pus10	48.285714	0	87	0	0	251	0	0	0
Pklr	48.285714	0	136	202	0	0	0	0	0
Pjvk	48.285714	0	158	180	0	0	0	0	0
Naif1	48.285714	0	0	0	0	338	0	0	0
Mrps36	48.285714	0	250	0	0	88	0	0	0
Kcna7	48.285714	0	0	94	0	244	0	0	0
Gja4	48.285714	0	180	158	0	0	0	0	0
Atxn3	48.285714	0	0	169	0	169	0	0	0
Apbb1ip	48.285714	0	0	0	0	338	0	0	0
Wnt7b	48.142857	0	0	0	0	337	0	0	0
Tmem129	48.142857	0	0	0	0	198	139	0	0
Slc25a4	48.142857	0	0	168	0	169	0	0	0
Slc16a1	48.142857	0	0	0	0	246	91	0	0
Man2a2	48.142857	0	0	0	0	337	0	0	0
Klf10	48.142857	0	0	0	0	264	73	0	0
Gsg1	48.142857	0	0	156	0	181	0	0	0
Cstb	48.142857	0	0	0	0	337	0	0	0
Ccdc77	48.142857	0	115	69	0	153	0	0	0
Zfand2a	48.000000	0	0	0	0	336	0	0	0
Ube2q1	48.000000	0	0	0	0	246	90	0	0
Sparc	48.000000	0	136	200	0	0	0	0	0
Slc12a4	48.000000	0	0	125	0	211	0	0	0
Rcor3	48.000000	0	196	140	0	0	0	0	0
Pthlh	48.000000	0	160	176	0	0	0	0	0
Plekhm2	48.000000	0	0	0	0	336	0	0	0
Morf4l1	48.000000	0	105	231	0	0	0	0	0
Erich1	48.000000	0	0	67	0	269	0	0	0
Cmpk1	48.000000	0	0	125	0	211	0	0	0
BC048403	48.000000	0	0	148	0	188	0	0	0
1700125H20Rik	48.000000	0	200	0	0	136	0	0	0
Trp63	47.857143	0	115	220	0	0	0	0	0
Tgfbrap1	47.857143	0	115	220	0	0	0	0	0
Shisal2a	47.857143	0	0	0	0	335	0	0	0
Pld3	47.857143	0	0	143	0	192	0	0	0
Il17d	47.857143	0	115	220	0	0	0	0	0
Cpne2	47.857143	0	0	186	0	149	0	0	0
Cdk6	47.857143	0	106	0	0	229	0	0	0
Ccnt1	47.857143	0	0	82	0	253	0	0	0
Ccdc187	47.857143	0	152	183	0	0	0	0	0
Capns1	47.857143	0	0	240	0	95	0	0	0
Arglu1	47.857143	0	171	164	0	0	0	0	0
AI597479	47.857143	0	115	220	0	0	0	0	0
Zfp62	47.714286	0	0	156	0	178	0	0	0
Zan	47.714286	0	141	193	0	0	0	0	0
Trmt61a	47.714286	0	0	0	0	334	0	0	0
Thap4	47.714286	0	75	183	0	0	76	0	0
Strn	47.714286	0	0	156	0	178	0	0	0
Rpl26	47.714286	0	98	0	0	236	0	0	0
Mrpl58	47.714286	0	197	0	0	137	0	0	0
Insc	47.714286	0	209	125	0	0	0	0	0
Dek	47.714286	0	163	171	0	0	0	0	0
Smim13	47.571429	0	0	0	0	333	0	0	0
Prr18	47.571429	0	215	118	0	0	0	0	0
P2rx7	47.571429	0	108	0	0	225	0	0	0
Fignl1	47.571429	0	109	79	0	145	0	0	0
Eif4a1	47.571429	0	0	0	0	219	114	0	0
E2f2	47.571429	0	0	0	0	333	0	0	0
Clcf1	47.571429	0	0	169	0	164	0	0	0
Ccr1	47.571429	0	0	0	0	333	0	0	0
Zfp869	47.428571	0	0	0	0	220	112	0	0
Trmt5	47.428571	0	105	0	0	227	0	0	0
Spata25	47.428571	0	0	0	0	332	0	0	0
Slc38a6	47.428571	0	105	0	0	227	0	0	0
Rhof	47.428571	0	0	0	0	332	0	0	0
Pnpla5	47.428571	0	0	0	0	332	0	0	0
Neurl2	47.428571	0	0	0	0	332	0	0	0
Nav2	47.428571	0	0	186	0	146	0	0	0
Myo9b	47.428571	0	0	240	0	92	0	0	0
Mtnr1a	47.428571	0	135	197	0	0	0	0	0
Lime1	47.428571	0	0	0	0	332	0	0	0
Klf13	47.428571	0	0	0	0	332	0	0	0
Ipo13	47.428571	0	0	0	0	332	0	0	0
Haus8	47.428571	0	0	240	0	92	0	0	0
Gzmg	47.428571	0	129	203	0	0	0	0	0
Gm1979	47.428571	0	211	121	0	0	0	0	0
F2rl3	47.428571	0	161	171	0	0	0	0	0
Ctsa	47.428571	0	0	0	0	332	0	0	0
Cntn1	47.428571	0	129	203	0	0	0	0	0
Cep126	47.428571	0	129	203	0	0	0	0	0
Asb4	47.428571	0	129	203	0	0	0	0	0
Actn4	47.428571	0	0	132	0	200	0	0	0
Abcd3	47.428571	0	0	96	0	236	0	0	0
Wwtr1	47.285714	0	0	331	0	0	0	0	0
Tmem165	47.285714	0	0	0	0	331	0	0	0
Tfg	47.285714	0	0	220	0	111	0	0	0
Scd4	47.285714	0	0	0	0	331	0	0	0
Rin1	47.285714	0	0	0	0	331	0	0	0
Pcbd1	47.285714	0	212	119	0	0	0	0	0
Ifna4	47.285714	0	0	111	0	220	0	0	0
Flywch1	47.285714	0	0	202	0	129	0	0	0
Ctsc	47.285714	0	0	0	0	331	0	0	0
Chic2	47.285714	0	144	187	0	0	0	0	0
Tmem242	47.142857	0	0	191	0	139	0	0	0
Timm8a1	47.142857	0	0	171	0	159	0	0	0
Tdrkh	47.142857	0	206	0	0	124	0	0	0
Spata31d1b	47.142857	0	0	150	0	180	0	0	0
Sox21	47.142857	0	129	201	0	0	0	0	0
Rslcan18	47.142857	0	143	187	0	0	0	0	0
Prdx6b	47.142857	0	143	187	0	0	0	0	0
Polr3g	47.142857	0	0	0	0	113	0	217	0
Pold2	47.142857	0	84	151	0	95	0	0	0
Pmp22	47.142857	0	0	136	0	194	0	0	0
Pcnx3	47.142857	0	0	0	0	330	0	0	0
Nnt	47.142857	0	143	187	0	0	0	0	0
Nbas	47.142857	0	0	156	0	174	0	0	0
Mrgpra6	47.142857	0	143	187	0	0	0	0	0
Mrgpra2a	47.142857	0	143	187	0	0	0	0	0
Mblac2	47.142857	0	0	0	0	113	0	217	0
Map3k11	47.142857	0	0	0	0	330	0	0	0
Hs6st2	47.142857	0	143	187	0	0	0	0	0
Epb41l5	47.142857	0	143	187	0	0	0	0	0
Cdk5rap3	47.142857	0	0	0	0	214	116	0	0
Ccnjl	47.142857	0	150	180	0	0	0	0	0
Calr	47.142857	0	0	0	0	330	0	0	0
Bbs9	47.142857	0	143	187	0	0	0	0	0
4930505A04Rik	47.142857	0	143	187	0	0	0	0	0
1700030J22Rik	47.142857	0	0	206	0	124	0	0	0
Zfp984	47.000000	0	218	111	0	0	0	0	0
Vmn1r163	47.000000	0	204	125	0	0	0	0	0
Vmn1r135	47.000000	0	204	125	0	0	0	0	0
Tiprl	47.000000	0	0	0	0	329	0	0	0
Tigar	47.000000	0	0	171	0	158	0	0	0
Spata32	47.000000	0	0	0	0	329	0	0	0
Slitrk2	47.000000	0	158	171	0	0	0	0	0
Skint3	47.000000	0	158	171	0	0	0	0	0
Shmt2	47.000000	0	0	0	0	329	0	0	0
Psmb2	47.000000	0	173	156	0	0	0	0	0
Prickle3	47.000000	0	143	186	0	0	0	0	0
Lce1j	47.000000	0	158	171	0	0	0	0	0
Kir3dl1	47.000000	0	173	156	0	0	0	0	0
Il19	47.000000	0	173	156	0	0	0	0	0
Gm8764	47.000000	0	158	171	0	0	0	0	0
Gm6763	47.000000	0	158	171	0	0	0	0	0
Gm21312	47.000000	0	158	171	0	0	0	0	0
Gm21304	47.000000	0	158	171	0	0	0	0	0
Gm21293	47.000000	0	158	171	0	0	0	0	0
Gm20765	47.000000	0	158	171	0	0	0	0	0
Glt8d2	47.000000	0	158	171	0	0	0	0	0
Fam110a	47.000000	0	0	0	0	329	0	0	0
Dsg4	47.000000	0	173	156	0	0	0	0	0
Defb35	47.000000	0	173	156	0	0	0	0	0
Ctbs	47.000000	0	114	0	0	215	0	0	0
Cpeb1	47.000000	0	173	156	0	0	0	0	0
Aga	47.000000	0	0	171	0	158	0	0	0
4930562C15Rik	47.000000	0	173	156	0	0	0	0	0
Zswim2	46.857143	0	188	140	0	0	0	0	0
Zfp988	46.857143	0	180	148	0	0	0	0	0
Zfp286	46.857143	0	188	140	0	0	0	0	0
Tas2r109	46.857143	0	188	140	0	0	0	0	0
Supt4a	46.857143	0	0	0	0	244	84	0	0
Slc44a5	46.857143	0	158	170	0	0	0	0	0
Skida1	46.857143	0	188	140	0	0	0	0	0
Prss54	46.857143	0	0	328	0	0	0	0	0
Pcdha11	46.857143	0	108	220	0	0	0	0	0
Olfr535	46.857143	0	188	140	0	0	0	0	0
Olfr1260	46.857143	0	188	140	0	0	0	0	0
Neurl1a	46.857143	0	0	0	0	328	0	0	0
Mrps21	46.857143	0	0	0	0	248	80	0	0
Klhdc4	46.857143	0	127	0	0	201	0	0	0
Irx6	46.857143	0	163	165	0	0	0	0	0
Ing4	46.857143	0	0	0	0	328	0	0	0
Gm16506	46.857143	0	188	140	0	0	0	0	0
Ccdc61	46.857143	0	173	155	0	0	0	0	0
Bche	46.857143	0	188	140	0	0	0	0	0
Aqp11	46.857143	0	75	0	0	253	0	0	0
Abcf3	46.857143	0	0	222	0	106	0	0	0
Vipas39	46.714286	0	0	0	0	195	132	0	0
Suox	46.714286	0	0	0	0	327	0	0	0
Sult2a2	46.714286	0	146	181	0	0	0	0	0
Ptbp1	46.714286	0	0	0	0	233	94	0	0
Myl1	46.714286	0	0	0	0	327	0	0	0
Il2	46.714286	0	0	0	0	327	0	0	0
Hspa9	46.714286	0	0	0	0	327	0	0	0
H2bc1	46.714286	0	202	125	0	0	0	0	0
H2ac1	46.714286	0	202	125	0	0	0	0	0
C9	46.714286	0	0	0	0	327	0	0	0
Ahsa1	46.714286	0	0	0	0	195	132	0	0
Wtip	46.571429	0	180	146	0	0	0	0	0
Stat5a	46.571429	0	0	0	0	326	0	0	0
Skil	46.571429	0	0	0	0	326	0	0	0
Scd1	46.571429	0	0	192	0	134	0	0	0
Mlst8	46.571429	0	0	165	0	161	0	0	0
Mdn1	46.571429	0	87	0	0	239	0	0	0
Map4k3	46.571429	0	0	239	0	87	0	0	0
Irgc1	46.571429	0	0	206	0	120	0	0	0
Il7r	46.571429	0	220	0	0	106	0	0	0
Gprc5c	46.571429	0	115	211	0	0	0	0	0
Eif4a3	46.571429	0	0	98	0	228	0	0	0
C3	46.571429	0	129	79	0	118	0	0	0
Zfp383	46.428571	0	0	0	0	325	0	0	0
Zfp27	46.428571	0	0	0	0	325	0	0	0
Vps37b	46.428571	0	0	0	0	325	0	0	0
Sag	46.428571	0	0	171	0	154	0	0	0
Mex3c	46.428571	0	0	0	0	325	0	0	0
Iqcc	46.428571	0	0	0	0	226	99	0	0
Fbrsl1	46.428571	0	0	169	0	156	0	0	0
Dcdc2b	46.428571	0	0	0	0	226	99	0	0
Clic6	46.428571	0	171	154	0	0	0	0	0
Ccdc28b	46.428571	0	0	0	0	226	99	0	0
Vmn1r30	46.285714	0	183	141	0	0	0	0	0
Uba1	46.285714	0	0	140	0	184	0	0	0
Trpv4	46.285714	0	0	0	0	324	0	0	0
Tnip2	46.285714	0	220	0	0	104	0	0	0
Slc37a4	46.285714	0	0	0	0	324	0	0	0
Sla2	46.285714	0	0	150	0	0	0	174	0
Pwwp3a	46.285714	0	0	0	0	324	0	0	0
Pkp3	46.285714	0	145	179	0	0	0	0	0
Phip	46.285714	0	0	0	0	324	0	0	0
Mr1	46.285714	0	0	125	0	199	0	0	0
Gstt1	46.285714	0	198	126	0	0	0	0	0
Emp3	46.285714	0	0	0	0	324	0	0	0
Dmac1	46.285714	0	0	140	0	184	0	0	0
Cnbp	46.285714	0	0	324	0	0	0	0	0
Ccdc114	46.285714	0	0	0	0	324	0	0	0
1700001J03Rik	46.285714	0	158	166	0	0	0	0	0
Itgae	46.142857	0	0	0	0	323	0	0	0
Gm5565	46.142857	0	147	176	0	0	0	0	0
Gm51573	46.142857	0	175	148	0	0	0	0	0
Eef1g	46.142857	0	0	0	0	323	0	0	0
Dll4	46.142857	0	112	111	0	100	0	0	0
Casp8	46.142857	0	0	0	0	213	110	0	0
Atp9b	46.142857	0	0	0	0	323	0	0	0
2610001J05Rik	46.142857	0	0	0	0	217	106	0	0
Ubash3a	46.000000	0	0	322	0	0	0	0	0
Tmprss3	46.000000	0	0	322	0	0	0	0	0
S100a8	46.000000	0	0	0	0	322	0	0	0
Prex2	46.000000	0	151	171	0	0	0	0	0
Pgls	46.000000	0	0	189	0	133	0	0	0
Pfkl	46.000000	0	0	0	0	322	0	0	0
Olfr1425	46.000000	0	0	322	0	0	0	0	0
Olfr142	46.000000	0	173	149	0	0	0	0	0
Map3k19	46.000000	0	0	322	0	0	0	0	0
Maco1	46.000000	0	0	194	0	128	0	0	0
Gnpda1	46.000000	0	0	168	0	154	0	0	0
Gdpgp1	46.000000	0	0	173	0	149	0	0	0
Filip1l	46.000000	0	0	0	0	322	0	0	0
Cryaa	46.000000	0	0	0	0	322	0	0	0
Cib1	46.000000	0	0	173	0	149	0	0	0
Cdc42ep2	46.000000	0	0	160	0	162	0	0	0
Acsl1	46.000000	0	0	0	0	322	0	0	0
Spry2	45.857143	0	0	0	0	321	0	0	0
Siglech	45.857143	0	136	185	0	0	0	0	0
Olfr170	45.857143	0	101	220	0	0	0	0	0
Ndufb1	45.857143	0	152	169	0	0	0	0	0
Mtarc1	45.857143	0	199	0	0	122	0	0	0
Itch	45.857143	0	0	0	0	321	0	0	0
Gpr62	45.857143	0	0	0	0	321	0	0	0
Ech1	45.857143	0	144	177	0	0	0	0	0
E030030I06Rik	45.857143	0	0	196	0	125	0	0	0
Cpsf2	45.857143	0	152	169	0	0	0	0	0
Ccdc170	45.857143	0	115	206	0	0	0	0	0
Bub1b	45.857143	0	0	187	0	134	0	0	0
Ap3m1	45.857143	0	0	0	0	321	0	0	0
Wnt11	45.714286	0	0	320	0	0	0	0	0
Ube2z	45.714286	0	0	140	0	89	91	0	0
Thrap3	45.714286	0	0	131	0	189	0	0	0
Sncb	45.714286	0	0	320	0	0	0	0	0
Nlrp3	45.714286	0	0	0	0	320	0	0	0
Mrpl1	45.714286	0	0	0	0	320	0	0	0
Gtf2f1	45.714286	0	0	0	99	221	0	0	0
Grcc10	45.714286	0	0	0	0	226	94	0	0
Fbxo21	45.714286	0	0	0	0	320	0	0	0
Fam76a	45.714286	0	184	0	0	136	0	0	0
Serpinb9	45.571429	0	0	171	0	148	0	0	0
Pcif1	45.571429	0	0	99	0	96	124	0	0
Gpr108	45.571429	0	161	0	0	158	0	0	0
Ankar	45.571429	164	0	0	0	0	0	155	0
Zdhhc11	45.428571	0	115	203	0	0	0	0	0
Tyrp1	45.428571	0	318	0	0	0	0	0	0
St6galnac4	45.428571	0	0	0	0	318	0	0	0
Prss50	45.428571	0	0	0	0	318	0	0	0
Prr11	45.428571	0	115	111	0	92	0	0	0
Nfkb1	45.428571	0	0	209	0	109	0	0	0
Mtus1	45.428571	0	115	203	0	0	0	0	0
Mok	45.428571	0	110	82	0	126	0	0	0
Gpr157	45.428571	0	91	0	0	227	0	0	0
Epsti1	45.428571	0	0	156	0	162	0	0	0
Elmod1	45.428571	0	115	203	0	0	0	0	0
Ccdc68	45.428571	0	115	203	0	0	0	0	0
BC004004	45.428571	0	130	0	0	188	0	0	0
Wdr70	45.285714	0	186	131	0	0	0	0	0
Tcof1	45.285714	0	0	0	0	317	0	0	0
Raet1a	45.285714	0	124	193	0	0	0	0	0
Nudt17	45.285714	0	0	132	0	185	0	0	0
Nr0b2	45.285714	0	0	0	0	317	0	0	0
Ndufs8	45.285714	0	0	0	0	317	0	0	0
Mob4	45.285714	0	0	0	0	206	111	0	0
Mcoln3	45.285714	0	74	243	0	0	0	0	0
Ltbp3	45.285714	0	0	0	0	317	0	0	0
Lratd2	45.285714	0	0	0	0	317	0	0	0
Gorasp2	45.285714	0	0	0	0	233	84	0	0
Cdc34	45.285714	0	0	0	0	317	0	0	0
Zfp607a	45.142857	0	144	0	0	172	0	0	0
Wnt2	45.142857	0	129	187	0	0	0	0	0
Tulp3	45.142857	0	0	0	0	316	0	0	0
Tmem28	45.142857	0	129	187	0	0	0	0	0
Tmem116	45.142857	0	0	180	0	136	0	0	0
Sephs2	45.142857	0	0	0	0	316	0	0	0
Sacm1l	45.142857	0	0	0	0	247	69	0	0
Ppp6r3	45.142857	0	159	0	0	157	0	0	0
Pcdha9	45.142857	0	87	229	0	0	0	0	0
Olfr150	45.142857	0	129	187	0	0	0	0	0
Nt5c	45.142857	0	123	70	0	123	0	0	0
Mrpl35	45.142857	0	0	152	0	164	0	0	0
Ice1	45.142857	0	0	0	0	316	0	0	0
Hmga1b	45.142857	0	0	0	62	254	0	0	0
Hmga1	45.142857	0	0	0	62	254	0	0	0
Hinfp	45.142857	0	161	0	0	155	0	0	0
Gng2	45.142857	0	153	163	0	0	0	0	0
Folh1	45.142857	0	129	187	0	0	0	0	0
Dipk2a	45.142857	0	0	220	0	96	0	0	0
Cwh43	45.142857	0	0	0	0	316	0	0	0
Cacng1	45.142857	0	0	0	0	229	87	0	0
Anxa5	45.142857	0	0	236	0	80	0	0	0
1810062G17Rik	45.142857	0	0	236	0	80	0	0	0
Ruvbl2	45.000000	0	0	0	0	216	99	0	0
Ren2	45.000000	0	0	209	0	106	0	0	0
Ren1	45.000000	0	0	209	0	106	0	0	0
Ppp1r27	45.000000	0	0	208	0	107	0	0	0
Pcdha1	45.000000	0	102	213	0	0	0	0	0
Nras	45.000000	0	0	0	0	191	124	0	0
Mterf1a	45.000000	0	143	69	0	103	0	0	0
Lgals2	45.000000	0	0	0	0	315	0	0	0
Inpp5k	45.000000	0	73	0	0	150	92	0	0
Gys1	45.000000	0	0	0	0	216	99	0	0
Crybg3	45.000000	0	0	0	0	315	0	0	0
Avp	45.000000	0	0	88	0	227	0	0	0
Aknad1	45.000000	0	0	0	0	223	92	0	0
Yif1b	44.857143	0	0	0	0	314	0	0	0
Vmn2r107	44.857143	0	158	156	0	0	0	0	0
Tfip11	44.857143	0	0	0	0	314	0	0	0
Tbx18	44.857143	0	158	156	0	0	0	0	0
Synb	44.857143	0	143	171	0	0	0	0	0
Ssr1	44.857143	0	143	171	0	0	0	0	0
Srm	44.857143	0	0	0	0	314	0	0	0
Spg7	44.857143	0	0	152	0	162	0	0	0
Serpinb3a	44.857143	0	158	156	0	0	0	0	0
Serpina1a	44.857143	0	158	156	0	0	0	0	0
Prpf40a	44.857143	0	0	220	0	94	0	0	0
Olfr872	44.857143	0	158	156	0	0	0	0	0
Olfr584	44.857143	0	143	171	0	0	0	0	0
Olfr1350	44.857143	0	158	156	0	0	0	0	0
Olfr120	44.857143	0	143	171	0	0	0	0	0
Ndufb6	44.857143	0	68	111	0	135	0	0	0
Nckap5l	44.857143	0	0	236	0	78	0	0	0
Masp2	44.857143	0	0	0	0	314	0	0	0
Lrba	44.857143	0	0	0	0	220	94	0	0
Hps5	44.857143	0	0	140	0	174	0	0	0
Gm4340	44.857143	0	143	171	0	0	0	0	0
Gadl1	44.857143	0	158	156	0	0	0	0	0
Fga	44.857143	0	143	171	0	0	0	0	0
Fam199x	44.857143	0	143	171	0	0	0	0	0
Erich6b	44.857143	0	143	171	0	0	0	0	0
Dusp26	44.857143	0	129	185	0	0	0	0	0
Cysltr2	44.857143	0	158	156	0	0	0	0	0
Cog3	44.857143	0	158	156	0	0	0	0	0
Clp1	44.857143	0	0	0	0	235	79	0	0
Boc	44.857143	0	158	156	0	0	0	0	0
Arl6ip6	44.857143	0	0	220	0	94	0	0	0
Amtn	44.857143	0	158	156	0	0	0	0	0
Aldob	44.857143	0	143	171	0	0	0	0	0
Vmn1r257	44.714286	0	173	140	0	0	0	0	0
Trak2	44.714286	0	0	203	0	110	0	0	0
Tpm4	44.714286	0	0	0	0	313	0	0	0
Slc9b2	44.714286	0	173	140	0	0	0	0	0
Rpl12	44.714286	0	0	0	0	313	0	0	0
Rbm39	44.714286	0	0	0	0	204	109	0	0
Polr3k	44.714286	0	191	122	0	0	0	0	0
Olfr1019	44.714286	0	173	140	0	0	0	0	0
Lrsam1	44.714286	0	0	0	0	313	0	0	0
Il21r	44.714286	0	188	125	0	0	0	0	0
H13	44.714286	0	0	0	0	313	0	0	0
Gm11437	44.714286	0	173	140	0	0	0	0	0
Fam219a	44.714286	0	0	156	0	157	0	0	0
Eif2ak3	44.714286	0	188	125	0	0	0	0	0
Dnaic1	44.714286	0	0	156	0	157	0	0	0
Vmn1r45	44.571429	0	190	122	0	0	0	0	0
Sys1	44.571429	0	129	183	0	0	0	0	0
Srsf7	44.571429	0	87	0	92	133	0	0	0
Ski	44.571429	0	0	0	0	312	0	0	0
Ndrg3	44.571429	0	115	96	0	101	0	0	0
Mtres1	44.571429	0	0	156	0	156	0	0	0
Fkbp6	44.571429	0	0	0	0	312	0	0	0
Coa8	44.571429	0	0	0	0	185	127	0	0
C9orf72	44.571429	0	0	0	0	312	0	0	0
Btbd9	44.571429	0	0	117	0	195	0	0	0
Bag5	44.571429	0	0	0	0	185	127	0	0
Sting1	44.428571	0	0	175	0	136	0	0	0
Scn1b	44.428571	0	0	0	0	311	0	0	0
Rab40c	44.428571	0	0	180	0	131	0	0	0
Mpv17	44.428571	0	0	0	0	311	0	0	0
Gas2l1	44.428571	0	0	0	0	233	78	0	0
Frzb	44.428571	0	311	0	0	0	0	0	0
Zfp473	44.285714	0	0	0	0	310	0	0	0
Vrk3	44.285714	0	0	0	0	310	0	0	0
Uxt	44.285714	0	0	0	0	310	0	0	0
Setx	44.285714	0	0	0	0	203	107	0	0
Pitpnb	44.285714	0	101	96	0	113	0	0	0
Nrtn	44.285714	0	154	156	0	0	0	0	0
Nkx6-3	44.285714	0	0	212	0	98	0	0	0
