Target_genes	Bach2|Average	SRX264235|CD4+_T_cells	SRX761324|CD4+_T_cells	SRX761325|CD4+_T_cells	SRX5396196|Lymph_Nodes	SRX5396197|Lymph_Nodes	SRX1629385|M1	SRX2200545|Pro-B_cells	SRX2200546|Pro-B_cells	STRING
Sdr9c7	50.875000	0	0	0	0	0	0	194	213	0
Riox1	50.875000	0	104	171	0	0	0	132	0	0
Ppp1cb	50.875000	0	149	110	0	0	0	148	0	0
Oas2	50.875000	0	0	0	0	0	0	214	193	0
Nufip1	50.875000	0	160	247	0	0	0	0	0	0
Ncoa5	50.875000	0	192	215	0	0	0	0	0	0
Mrpl52	50.875000	0	0	122	0	0	0	186	99	0
Hpf1	50.875000	0	190	217	0	0	0	0	0	0
H2-T24	50.875000	0	0	0	0	0	0	193	214	0
Gpalpp1	50.875000	0	160	247	0	0	0	0	0	0
Elp1	50.875000	0	121	149	0	0	0	137	0	0
Abitram	50.875000	0	121	149	0	0	0	137	0	0
Tbc1d5	50.750000	0	171	142	0	0	0	93	0	0
Supt7l	50.750000	0	0	0	0	0	0	272	134	0
Smarcd1	50.750000	0	107	189	0	0	0	110	0	0
Slc4a1ap	50.750000	0	0	0	0	0	0	272	134	0
Pira2	50.750000	0	0	0	0	0	0	222	184	0
Inafm1	50.750000	0	97	173	0	0	0	0	136	0
Tmco1	50.625000	0	193	212	0	0	0	0	0	0
Riox2	50.625000	128	189	88	0	0	0	0	0	0
Rell1	50.625000	0	117	140	0	0	0	148	0	0
Ndufv1	50.625000	0	200	0	0	0	0	82	123	0
Nckipsd	50.625000	0	135	270	0	0	0	0	0	0
Myo15b	50.625000	0	199	206	0	0	0	0	0	0
Mtch1	50.625000	0	262	143	0	0	0	0	0	0
Lrrn4	50.625000	0	170	235	0	0	0	0	0	0
Fam13b	50.625000	105	143	157	0	0	0	0	0	0
Donson	50.625000	269	0	136	0	0	0	0	0	0
Cox6a1	50.625000	0	159	166	0	0	0	80	0	0
Arrdc2	50.625000	0	0	112	0	0	0	184	109	0
Abhd11	50.625000	101	0	0	0	0	0	146	158	0
Vrk2	50.500000	0	162	136	0	0	0	0	106	0
Tmem219	50.500000	0	141	189	0	0	0	74	0	0
Tcof1	50.500000	404	0	0	0	0	0	0	0	0
Ppp1r3d	50.500000	0	0	0	0	0	0	250	154	0
Pdcd2l	50.500000	0	193	211	0	0	0	0	0	0
Nup214	50.500000	0	241	163	0	0	0	0	0	0
Mki67	50.500000	172	98	134	0	0	0	0	0	0
Fam217b	50.500000	0	0	0	0	0	0	250	154	0
Daglb	50.500000	0	0	211	0	0	0	102	91	0
Snrpe	50.375000	0	144	154	0	0	0	105	0	0
Nav1	50.375000	165	125	113	0	0	0	0	0	0
Kti12	50.375000	0	169	234	0	0	0	0	0	0
H2-M3	50.375000	0	0	0	0	0	0	189	214	0
Ccdc106	50.375000	184	0	121	0	0	0	98	0	0
Aoah	50.375000	0	0	0	0	0	0	186	217	0
Ado	50.375000	0	139	140	0	0	0	124	0	0
Tmem39b	50.250000	0	186	216	0	0	0	0	0	0
Thoc3	50.250000	0	132	177	0	0	0	0	93	0
Snx19	50.250000	0	0	171	0	0	0	90	141	0
Rapgef3	50.250000	126	0	0	0	0	0	126	150	0
Ptpn23	50.250000	0	103	158	0	0	0	141	0	0
Pigl	50.250000	0	127	134	0	0	0	141	0	0
Ncor1	50.250000	0	127	134	0	0	0	141	0	0
Hps1	50.250000	101	188	113	0	0	0	0	0	0
Gar1	50.250000	0	110	184	0	0	0	0	108	0
Dmkn	50.250000	0	0	0	0	0	0	243	159	0
Cdc7	50.250000	0	77	119	0	0	0	111	95	0
Cd300c2	50.250000	0	0	0	0	0	0	209	193	0
9530068E07Rik	50.250000	0	134	189	0	0	0	0	79	0
Zkscan8	50.125000	0	179	0	0	0	0	127	95	0
Snip1	50.125000	0	138	189	0	0	0	0	74	0
Mfsd12	50.125000	0	188	123	0	0	0	90	0	0
Map2k1	50.125000	0	140	147	0	0	0	114	0	0
Fam83d	50.125000	0	176	225	0	0	0	0	0	0
Dnali1	50.125000	0	138	189	0	0	0	0	74	0
Ddx27	50.125000	0	125	176	0	0	0	100	0	0
Ctxn2	50.125000	401	0	0	0	0	0	0	0	0
Chchd2	50.125000	0	117	0	0	0	0	185	99	0
Cfp	50.125000	0	0	0	0	0	0	253	148	0
Tas1r1	50.000000	0	251	149	0	0	0	0	0	0
Prpsap1	50.000000	0	149	145	0	0	0	0	106	0
Nol9	50.000000	0	251	149	0	0	0	0	0	0
Map2k6	50.000000	104	0	0	0	0	0	142	154	0
Lmo4	50.000000	400	0	0	0	0	0	0	0	0
Il16	50.000000	110	0	0	0	0	0	166	124	0
Ikzf2	50.000000	400	0	0	0	0	0	0	0	0
Faim	50.000000	0	149	146	0	0	0	105	0	0
Cyb5b	50.000000	0	143	0	0	0	0	117	140	0
Ciao2b	50.000000	0	0	0	0	0	0	262	138	0
Taf10	49.875000	0	129	270	0	0	0	0	0	0
Sri	49.875000	0	123	133	0	0	0	143	0	0
Pmvk	49.875000	399	0	0	0	0	0	0	0	0
Mbd6	49.875000	0	147	0	0	0	0	134	118	0
Hgh1	49.875000	0	136	192	0	0	0	0	71	0
Champ1	49.875000	118	123	158	0	0	0	0	0	0
Bsg	49.875000	0	151	248	0	0	0	0	0	0
Ankle1	49.875000	166	122	111	0	0	0	0	0	0
Vamp3	49.750000	0	178	220	0	0	0	0	0	0
Tagap	49.750000	165	0	0	0	0	0	106	127	0
Rnf168	49.750000	0	144	153	0	0	0	0	101	0
Ptgr2	49.750000	149	0	0	0	0	0	124	125	0
Kifc1	49.750000	0	133	0	0	0	0	151	114	0
Hadhb	49.750000	140	159	0	0	0	0	99	0	0
Hadha	49.750000	140	159	0	0	0	0	99	0	0
Ecm1	49.750000	398	0	0	0	0	0	0	0	0
Cnnm2	49.750000	0	0	168	0	0	0	109	121	0
B4galt5	49.750000	0	0	0	0	0	0	245	153	0
Acp2	49.750000	115	0	0	0	0	0	185	98	0
Tmem19	49.625000	0	0	174	0	0	0	147	76	0
Timm21	49.625000	0	133	0	0	0	0	143	121	0
Gm15517	49.625000	0	0	0	0	0	0	191	206	0
Gcfc2	49.625000	0	145	140	0	0	0	0	112	0
Fbxo15	49.625000	0	133	0	0	0	0	143	121	0
D5Ertd579e	49.625000	235	0	162	0	0	0	0	0	0
Calm5	49.625000	0	0	0	0	0	0	227	170	0
Zranb3	49.500000	0	0	279	0	0	0	117	0	0
Use1	49.500000	107	157	132	0	0	0	0	0	0
Trmt6	49.500000	0	152	135	0	0	0	0	109	0
Rlf	49.500000	0	159	109	0	0	0	128	0	0
R3hdm1	49.500000	0	0	279	0	0	0	117	0	0
Pyroxd2	49.500000	0	0	0	0	0	0	206	190	0
Ocel1	49.500000	107	157	132	0	0	0	0	0	0
Mcm8	49.500000	0	152	135	0	0	0	0	109	0
Jak2	49.500000	0	134	169	0	93	0	0	0	0
Ggt1	49.500000	0	0	0	0	0	0	151	245	0
Fam117a	49.500000	396	0	0	0	0	0	0	0	0
Acat1	49.500000	0	201	195	0	0	0	0	0	0
Wdr89	49.375000	172	223	0	0	0	0	0	0	0
Uchl1	49.375000	154	123	118	0	0	0	0	0	0
Tyrobp	49.375000	0	0	0	0	0	0	240	155	0
Ttll12	49.375000	0	163	232	0	0	0	0	0	0
Ttk	49.375000	105	109	181	0	0	0	0	0	0
Peli1	49.375000	0	167	228	0	0	0	0	0	0
Pcmt1	49.375000	0	244	151	0	0	0	0	0	0
Lats1	49.375000	0	244	151	0	0	0	0	0	0
Jpt2	49.375000	0	162	118	0	0	0	0	115	0
Dyrk1a	49.375000	211	0	93	0	0	0	91	0	0
Ankrd26	49.375000	0	0	139	0	0	0	141	115	0
Zfp292	49.250000	0	152	150	0	0	0	92	0	0
Uqcrq	49.250000	0	105	213	0	0	0	0	76	0
Smpd4	49.250000	0	167	227	0	0	0	0	0	0
Rpl26	49.250000	0	0	278	0	0	0	116	0	0
Rgs2	49.250000	0	0	0	0	0	0	221	173	0
Mettl23	49.250000	0	143	150	0	0	0	101	0	0
Gdf9	49.250000	0	105	213	0	0	0	0	76	0
Ccdc88a	49.250000	82	165	147	0	0	0	0	0	0
Bcl7b	49.250000	0	162	162	0	0	0	70	0	0
4933424G06Rik	49.250000	0	108	160	0	0	0	126	0	0
Txndc9	49.125000	0	203	190	0	0	0	0	0	0
Rps6ka1	49.125000	0	0	0	0	0	0	236	157	0
Polrmt	49.125000	0	123	155	0	0	0	0	115	0
Fam71b	49.125000	0	0	0	0	174	0	219	0	0
Etfa	49.125000	0	95	199	0	0	0	0	99	0
Eif5b	49.125000	0	203	190	0	0	0	0	0	0
Dync1li1	49.125000	0	122	160	0	0	0	111	0	0
Dnajc27	49.125000	0	138	164	0	0	0	91	0	0
Cnp	49.125000	0	141	165	0	0	0	0	87	0
Ccz1	49.125000	0	111	144	0	0	0	138	0	0
Zgpat	49.000000	0	156	236	0	0	0	0	0	0
Wdr26	49.000000	0	110	192	0	0	0	0	90	0
Wdr11	49.000000	158	123	0	0	0	0	111	0	0
Tubg1	49.000000	0	0	141	0	0	0	141	110	0
Tti2	49.000000	0	0	0	0	0	0	183	209	0
Snx11	49.000000	0	129	0	0	0	0	137	126	0
Retreg3	49.000000	0	0	141	0	0	0	141	110	0
Eif3h	49.000000	0	180	212	0	0	0	0	0	0
Dusp14	49.000000	102	0	80	0	0	0	210	0	0
Ctrl	49.000000	392	0	0	0	0	0	0	0	0
Arfrp1	49.000000	0	156	236	0	0	0	0	0	0
Zfp330	48.875000	0	128	173	0	0	0	90	0	0
Wipf2	48.875000	0	0	166	0	0	0	154	71	0
Them4	48.875000	142	0	0	0	0	0	116	133	0
Ppp2r2a	48.875000	0	265	126	0	0	0	0	0	0
Nme3	48.875000	0	175	216	0	0	0	0	0	0
Mrps34	48.875000	0	175	216	0	0	0	0	0	0
Mob1a	48.875000	0	173	115	0	0	0	103	0	0
Kdm5a	48.875000	0	0	0	0	0	0	295	96	0
Gpr162	48.875000	0	177	214	0	0	0	0	0	0
Eme2	48.875000	0	175	216	0	0	0	0	0	0
Ccnb2	48.875000	0	221	170	0	0	0	0	0	0
Vars2	48.750000	0	0	0	0	0	0	198	192	0
Twf1	48.750000	0	144	246	0	0	0	0	0	0
Sec62	48.750000	135	145	110	0	0	0	0	0	0
Rbpms2	48.750000	0	0	0	0	0	0	228	162	0
Ppp2r3a	48.750000	254	0	136	0	0	0	0	0	0
Pnp	48.750000	0	0	0	0	0	0	195	195	0
Lsm1	48.750000	150	101	139	0	0	0	0	0	0
Ift172	48.750000	0	0	126	0	0	0	133	131	0
Ccdc66	48.750000	0	153	237	0	0	0	0	0	0
Bag4	48.750000	150	101	139	0	0	0	0	0	0
Arhgdia	48.750000	0	218	172	0	0	0	0	0	0
Ube2n	48.625000	123	154	112	0	0	0	0	0	0
Slc25a48	48.625000	0	0	0	0	0	0	217	172	0
Rpl36a	48.625000	0	0	0	0	0	0	143	246	0
Ndufab1	48.625000	0	219	170	0	0	0	0	0	0
Gtpbp1	48.625000	0	120	160	0	0	0	0	109	0
Eif4g2	48.625000	138	110	0	0	0	0	0	141	0
Desi2	48.625000	0	144	137	0	0	0	108	0	0
Cfap20	48.625000	0	207	182	0	0	0	0	0	0
Btk	48.625000	0	0	0	0	0	0	143	246	0
Abraxas2	48.625000	0	157	232	0	0	0	0	0	0
1700020L24Rik	48.625000	0	0	191	0	0	0	104	94	0
Zfp346	48.500000	106	155	127	0	0	0	0	0	0
Ttc39b	48.500000	0	108	159	121	0	0	0	0	0
Sec23ip	48.500000	0	115	0	0	0	0	141	132	0
Rmdn3	48.500000	0	191	197	0	0	0	0	0	0
Mcmbp	48.500000	0	115	0	0	0	0	141	132	0
Lin54	48.500000	241	147	0	0	0	0	0	0	0
Eif3e	48.500000	0	100	179	0	0	0	109	0	0
Depdc1b	48.500000	0	0	199	0	0	0	189	0	0
Brsk1	48.500000	0	0	0	0	0	0	236	152	0
Atg10	48.500000	94	181	113	0	0	0	0	0	0
Tmem167b	48.375000	129	0	0	0	0	0	123	135	0
Sacm1l	48.375000	0	0	108	0	0	0	146	133	0
Pex14	48.375000	0	155	232	0	0	0	0	0	0
Ikbkb	48.375000	0	184	0	0	0	0	109	94	0
Dffa	48.375000	0	155	232	0	0	0	0	0	0
Ddx6	48.375000	145	130	112	0	0	0	0	0	0
Cep170	48.375000	0	0	134	0	0	0	114	139	0
1700010I14Rik	48.375000	0	0	0	0	0	0	271	116	0
Txnrd2	48.250000	0	191	195	0	0	0	0	0	0
Ttc1	48.250000	0	0	0	0	0	0	231	155	0
Tmem245	48.250000	133	129	124	0	0	0	0	0	0
Spo11	48.250000	386	0	0	0	0	0	0	0	0
Shprh	48.250000	0	119	178	0	0	0	89	0	0
Ncl	48.250000	0	181	205	0	0	0	0	0	0
Mtx3	48.250000	0	131	255	0	0	0	0	0	0
Man2a2	48.250000	272	0	0	0	0	0	114	0	0
Hp1bp3	48.250000	107	113	166	0	0	0	0	0	0
Hibadh	48.250000	0	177	119	0	0	0	90	0	0
H2-K1	48.250000	0	132	114	0	0	0	0	140	0
Gmnn	48.250000	0	111	154	0	0	0	121	0	0
Fam168b	48.250000	0	0	0	0	0	0	246	140	0
Drg1	48.250000	0	92	223	0	0	0	0	71	0
Aurkaip1	48.250000	0	128	0	0	0	0	143	115	0
1700066M21Rik	48.250000	0	165	125	0	0	0	0	96	0
Tsr3	48.125000	0	138	170	0	0	0	77	0	0
Tesmin	48.125000	129	124	132	0	0	0	0	0	0
Taok3	48.125000	87	169	129	0	0	0	0	0	0
Suds3	48.125000	87	169	129	0	0	0	0	0	0
Spata45	48.125000	0	123	0	0	0	0	166	96	0
Slc35e1	48.125000	0	175	0	0	0	0	100	110	0
Rnf222	48.125000	385	0	0	0	0	0	0	0	0
Ifitm5	48.125000	0	0	0	0	0	0	213	172	0
Hk3	48.125000	385	0	0	0	0	0	0	0	0
Grb2	48.125000	0	131	0	0	0	0	149	105	0
Gnptg	48.125000	0	138	170	0	0	0	77	0	0
Gm33989	48.125000	128	0	118	0	0	0	139	0	0
G2e3	48.125000	0	168	123	0	0	0	0	94	0
Frat1	48.125000	0	0	153	0	0	0	111	121	0
Dap3	48.125000	0	148	237	0	0	0	0	0	0
Abcg1	48.125000	0	125	0	0	0	0	143	117	0
Ttyh2	48.000000	0	0	0	0	0	0	267	117	0
Tbc1d9b	48.000000	0	0	153	0	0	0	149	82	0
Spata33	48.000000	0	166	218	0	0	0	0	0	0
R3hdm2	48.000000	0	0	173	0	0	0	211	0	0
Mis18bp1	48.000000	131	0	0	0	0	0	150	103	0
Minpp1	48.000000	154	93	137	0	0	0	0	0	0
Chmp1a	48.000000	0	166	218	0	0	0	0	0	0
Ccpg1os	48.000000	102	158	124	0	0	0	0	0	0
Ccpg1	48.000000	102	158	124	0	0	0	0	0	0
Acot3	48.000000	0	113	122	0	0	0	149	0	0
Tmem11	47.875000	287	0	96	0	0	0	0	0	0
Stt3b	47.875000	0	105	130	0	0	0	148	0	0
Sowahc	47.875000	0	163	220	0	0	0	0	0	0
Sgk1	47.875000	171	93	119	0	0	0	0	0	0
Septin10	47.875000	0	163	220	0	0	0	0	0	0
Rabep1	47.875000	0	232	151	0	0	0	0	0	0
Ntng1	47.875000	0	0	0	0	0	0	150	233	0
Gtpbp2	47.875000	0	0	0	0	0	0	259	124	0
Fdx1	47.875000	148	104	131	0	0	0	0	0	0
Eif4h	47.875000	0	167	216	0	0	0	0	0	0
Defb45	47.875000	383	0	0	0	0	0	0	0	0
Defb36	47.875000	383	0	0	0	0	0	0	0	0
Crbn	47.875000	0	197	186	0	0	0	0	0	0
Cpd	47.875000	125	0	0	0	0	0	133	125	0
Akip1	47.875000	0	121	106	0	0	0	156	0	0
Zbtb38	47.750000	0	104	182	0	0	0	96	0	0
Renbp	47.750000	181	0	0	0	0	0	201	0	0
Raly	47.750000	0	159	223	0	0	0	0	0	0
Rab10	47.750000	0	172	210	0	0	0	0	0	0
Nt5c3b	47.750000	0	153	229	0	0	0	0	0	0
Mavs	47.750000	0	0	0	0	0	0	218	164	0
Klhl10	47.750000	0	153	229	0	0	0	0	0	0
Ggct	47.750000	0	113	0	0	0	0	137	132	0
Eif2b5	47.750000	0	137	119	0	0	0	126	0	0
Cep85	47.750000	0	0	0	0	0	0	281	101	0
Abcf1	47.750000	0	141	160	0	0	0	0	81	0
Unc119	47.625000	0	0	92	0	0	0	89	200	0
Lrrc14b	47.625000	0	0	0	0	0	0	284	97	0
Cuedc1	47.625000	0	0	0	0	0	0	177	204	0
Crlf3	47.625000	0	113	124	0	0	0	144	0	0
Abraxas1	47.625000	0	146	124	0	0	0	0	111	0
a	47.500000	0	0	0	0	0	0	200	180	0
Zfp637	47.500000	0	160	123	0	0	0	97	0	0
Xpo6	47.500000	0	156	116	0	0	0	108	0	0
Tet3	47.500000	147	118	115	0	0	0	0	0	0
Selenos	47.500000	0	144	236	0	0	0	0	0	0
Sec23a	47.500000	141	151	0	0	0	0	88	0	0
Rnf44	47.500000	0	98	172	0	0	0	110	0	0
Pmel	47.500000	0	132	123	0	0	0	125	0	0
H2bu2	47.500000	0	216	164	0	0	0	0	0	0
Gemin2	47.500000	141	151	0	0	0	0	88	0	0
Eif4g1	47.500000	0	141	239	0	0	0	0	0	0
Dedd	47.500000	0	0	0	0	0	0	184	196	0
Ddx24	47.500000	0	163	140	0	0	0	0	77	0
Cdk2	47.500000	0	132	123	0	0	0	125	0	0
Bcar3	47.500000	0	131	144	0	0	0	0	105	0
Zfp784	47.375000	0	105	274	0	0	0	0	0	0
Tbpl1	47.375000	0	227	152	0	0	0	0	0	0
Sugp1	47.375000	0	131	248	0	0	0	0	0	0
Slc26a8	47.375000	0	140	102	0	0	0	137	0	0
Rnf145	47.375000	231	0	148	0	0	0	0	0	0
Mgst2	47.375000	0	0	0	0	0	0	122	257	0
Mau2	47.375000	0	131	248	0	0	0	0	0	0
Mapk14	47.375000	0	140	102	0	0	0	137	0	0
Lrrc10b	47.375000	0	199	180	0	0	0	0	0	0
Klhdc4	47.375000	178	93	0	0	0	0	108	0	0
Klf1	47.375000	0	114	123	0	0	0	0	142	0
BC107364	47.375000	136	0	0	0	0	0	100	143	0
Atad1	47.375000	0	155	224	0	0	0	0	0	0
Acvr2b	47.375000	0	0	0	0	0	0	195	184	0
Trmt44	47.250000	0	0	222	0	0	0	156	0	0
Tra2a	47.250000	0	236	142	0	0	0	0	0	0
Slc17a7	47.250000	0	103	153	0	0	0	122	0	0
Rhot2	47.250000	0	149	119	0	0	0	110	0	0
Pus10	47.250000	0	100	127	0	0	0	151	0	0
Mthfd1	47.250000	0	195	0	0	0	0	98	85	0
Kif15	47.250000	109	0	155	0	0	0	114	0	0
Hikeshi	47.250000	0	86	102	0	0	0	79	111	0
Hace1	47.250000	0	232	146	0	0	0	0	0	0
Grhpr	47.250000	0	161	217	0	0	0	0	0	0
Efcab3	47.250000	378	0	0	0	0	0	0	0	0
Bpifb4	47.250000	0	0	0	0	0	0	164	214	0
1110059G10Rik	47.250000	109	0	155	0	0	0	114	0	0
Slc35c2	47.125000	0	202	175	0	0	0	0	0	0
Rhot1	47.125000	0	149	228	0	0	0	0	0	0
Rccd1	47.125000	0	104	0	0	0	0	119	154	0
Ppm1a	47.125000	0	254	123	0	0	0	0	0	0
Jtb	47.125000	95	146	136	0	0	0	0	0	0
Asb1	47.125000	0	86	186	0	0	0	0	105	0
2610301B20Rik	47.125000	0	0	146	0	0	0	104	127	0
Ywhab	47.000000	0	99	192	0	0	0	0	85	0
Tor1a	47.000000	0	130	152	0	0	0	94	0	0
Slc2a9	47.000000	0	0	0	0	0	0	271	105	0
Pcnx4	47.000000	0	147	229	0	0	0	0	0	0
Micos10	47.000000	0	94	173	0	0	0	109	0	0
Gdi1	47.000000	0	0	0	0	0	0	268	108	0
Bmyc	47.000000	86	126	164	0	0	0	0	0	0
Atox1	47.000000	0	93	0	0	0	0	179	104	0
1810030O07Rik	47.000000	243	0	133	0	0	0	0	0	0
Stk19	46.875000	0	154	115	0	0	0	0	106	0
Ssr2	46.875000	0	169	206	0	0	0	0	0	0
Rps27a	46.875000	0	0	0	0	0	0	237	138	0
Rpl30	46.875000	0	213	162	0	0	0	0	0	0
Papss1	46.875000	136	0	133	0	0	0	106	0	0
Mrm3	46.875000	0	184	191	0	0	0	0	0	0
Mppe1	46.875000	0	250	125	0	0	0	0	0	0
Mnat1	46.875000	109	0	0	0	0	0	161	105	0
Gxylt1	46.875000	80	149	146	0	0	0	0	0	0
Glod4	46.875000	0	184	191	0	0	0	0	0	0
Dxo	46.875000	0	154	115	0	0	0	0	106	0
Dmc1	46.875000	0	0	0	0	0	0	237	138	0
Clint1	46.875000	0	0	0	0	0	0	200	175	0
Clhc1	46.875000	0	0	0	0	0	0	237	138	0
Tesk1	46.750000	0	95	0	0	0	0	164	115	0
Taf4	46.750000	0	200	174	0	0	0	0	0	0
Stk39	46.750000	0	98	276	0	0	0	0	0	0
Rnaseh2a	46.750000	0	0	197	0	0	0	97	80	0
Pxk	46.750000	374	0	0	0	0	0	0	0	0
Prdx2	46.750000	0	0	197	0	0	0	97	80	0
Odf3	46.750000	0	0	0	0	0	0	244	130	0
Nod1	46.750000	0	228	146	0	0	0	0	0	0
Map3k13	46.750000	0	0	0	0	0	0	269	105	0
Hbs1l	46.750000	0	102	184	0	0	0	88	0	0
Gh	46.750000	0	0	0	0	0	0	177	197	0
Etnk1	46.750000	0	206	168	0	0	0	0	0	0
Atic	46.750000	0	170	137	0	0	0	0	67	0
Vwa1	46.625000	0	130	243	0	0	0	0	0	0
Sytl3	46.625000	0	0	0	0	0	0	171	202	0
Rab12	46.625000	0	214	159	0	0	0	0	0	0
Oscar	46.625000	0	0	0	0	0	0	174	199	0
Ndufa3	46.625000	0	0	0	0	0	0	174	199	0
Mzb1	46.625000	0	0	0	0	0	0	231	142	0
Fuca1	46.625000	0	115	144	0	0	0	114	0	0
Dynlt1f	46.625000	0	0	0	0	0	0	171	202	0
Dynlt1c	46.625000	0	0	0	0	0	0	171	202	0
Dennd1c	46.625000	0	0	0	0	0	0	269	104	0
Clta	46.625000	0	0	124	0	0	0	106	143	0
Chtop	46.625000	0	108	138	0	0	0	127	0	0
Vps36	46.500000	0	148	224	0	0	0	0	0	0
Steap3	46.500000	0	0	0	0	0	0	233	139	0
Spice1	46.500000	0	148	224	0	0	0	0	0	0
Slc36a3	46.500000	0	0	0	0	0	0	224	148	0
Rsph3a	46.500000	0	125	170	0	0	0	77	0	0
Ppp1r15b	46.500000	0	187	185	0	0	0	0	0	0
Pfn4	46.500000	0	225	147	0	0	0	0	0	0
Nup35	46.500000	0	162	210	0	0	0	0	0	0
Erap1	46.500000	0	135	145	0	0	0	92	0	0
Dhcr7	46.500000	120	0	0	0	0	0	134	118	0
Coq3	46.500000	0	135	114	0	0	123	0	0	0
Ccni	46.500000	0	0	0	0	0	0	284	88	0
2010109A12Rik	46.500000	0	0	0	0	0	0	284	88	0
Wdr53	46.375000	100	164	107	0	0	0	0	0	0
Supt20	46.375000	174	0	0	0	0	0	197	0	0
Slc12a7	46.375000	0	150	221	0	0	0	0	0	0
Pdia4	46.375000	90	82	105	0	0	0	94	0	0
Fbxo45	46.375000	100	164	107	0	0	0	0	0	0
C1qc	46.375000	0	0	0	0	0	0	200	171	0
Bax	46.375000	0	144	227	0	0	0	0	0	0
Tex26	46.250000	211	0	0	0	0	0	159	0	0
St3gal3	46.250000	0	111	172	0	0	0	0	87	0
Rfxap	46.250000	138	129	103	0	0	0	0	0	0
Zfp251	46.125000	0	125	179	0	0	0	65	0	0
Tprn	46.125000	0	141	228	0	0	0	0	0	0
Slc7a5	46.125000	249	0	0	0	0	0	120	0	0
Prss57	46.125000	0	0	0	0	0	0	178	191	0
Ppp3r1	46.125000	0	82	150	0	0	0	137	0	0
Palm	46.125000	0	0	0	0	0	0	178	191	0
Olfr460	46.125000	0	0	0	0	0	0	192	177	0
Hsf4	46.125000	219	0	0	0	0	0	150	0	0
Gde1	46.125000	0	170	199	0	0	0	0	0	0
Fan1	46.125000	249	0	0	0	0	0	0	120	0
Dnajb5	46.125000	204	84	81	0	0	0	0	0	0
Zfp830	46.000000	95	0	0	0	0	0	156	117	0
Twnk	46.000000	0	124	146	0	0	0	98	0	0
Stk38l	46.000000	0	0	0	0	0	0	215	153	0
Slc25a3	46.000000	111	120	137	0	0	0	0	0	0
Sh2d1a	46.000000	368	0	0	0	0	0	0	0	0
Mrpl43	46.000000	0	124	146	0	0	0	98	0	0
Morn2	46.000000	0	174	194	0	0	0	0	0	0
Gpn3	46.000000	0	154	0	0	0	0	112	102	0
Gmfb	46.000000	0	168	114	0	0	0	0	86	0
Gm10778	46.000000	0	180	118	0	0	0	0	70	0
Fam216a	46.000000	0	154	0	0	0	0	112	102	0
Dhx57	46.000000	0	174	194	0	0	0	0	0	0
Cct6b	46.000000	95	0	0	0	0	0	156	117	0
Trip13	45.875000	0	172	195	0	0	0	0	0	0
Rarg	45.875000	0	0	0	0	0	0	160	207	0
Ptprc	45.875000	0	0	0	0	0	0	226	141	0
Pebp1	45.875000	0	113	177	0	0	0	77	0	0
Ifnar1	45.875000	0	0	180	0	0	0	92	95	0
Dppa2	45.875000	0	0	0	0	0	0	209	158	0
Crocc	45.875000	101	0	186	0	0	0	80	0	0
Cfap43	45.875000	0	118	71	0	0	0	83	95	0
Cacng1	45.875000	0	0	0	0	0	0	203	164	0
Brd9	45.875000	0	172	195	0	0	0	0	0	0
Aprt	45.875000	0	99	179	0	0	0	89	0	0
Xkr5	45.750000	0	171	0	0	0	0	120	75	0
Wdr31	45.750000	0	202	164	0	0	0	0	0	0
Ubap1	45.750000	366	0	0	0	0	0	0	0	0
Tmx4	45.750000	0	198	168	0	0	0	0	0	0
Thumpd3	45.750000	0	177	189	0	0	0	0	0	0
Slc39a6	45.750000	100	117	149	0	0	0	0	0	0
Sass6	45.750000	97	0	0	0	0	0	160	109	0
Rbbp6	45.750000	0	146	220	0	0	0	0	0	0
Polk	45.750000	0	123	147	0	0	0	96	0	0
Pak2	45.750000	0	187	179	0	0	0	0	0	0
P4hb	45.750000	0	217	149	0	0	0	0	0	0
Nol4l	45.750000	0	0	81	0	0	0	154	131	0
Mrgpra6	45.750000	0	0	0	0	0	0	241	125	0
Mief2	45.750000	0	149	107	0	0	0	110	0	0
Il1r2	45.750000	0	0	0	0	0	0	130	236	0
Gale	45.750000	0	99	0	0	0	0	116	151	0
Flii	45.750000	0	149	107	0	0	0	110	0	0
Entpd5	45.750000	108	0	132	0	0	0	126	0	0
Elp2	45.750000	100	117	149	0	0	0	0	0	0
Chuk	45.750000	0	0	156	0	0	0	131	79	0
Bbof1	45.750000	108	0	132	0	0	0	126	0	0
Atg9b	45.750000	0	167	199	0	0	0	0	0	0
Txndc15	45.625000	0	177	188	0	0	0	0	0	0
Txk	45.625000	0	0	0	0	0	0	260	105	0
Trpa1	45.625000	0	0	0	0	0	0	245	120	0
Ten1	45.625000	365	0	0	0	0	0	0	0	0
Sdhaf4	45.625000	0	134	231	0	0	0	0	0	0
Rcn2	45.625000	0	228	137	0	0	0	0	0	0
Prss56	45.625000	365	0	0	0	0	0	0	0	0
Olfr1258	45.625000	0	0	0	0	0	0	234	131	0
Neil1	45.625000	0	0	0	0	0	0	206	159	0
Lap3	45.625000	0	113	150	0	0	0	102	0	0
Dusp11	45.625000	131	0	145	0	0	0	0	89	0
Cyth2	45.625000	0	134	231	0	0	0	0	0	0
Acox1	45.625000	365	0	0	0	0	0	0	0	0
Vps13a	45.500000	243	0	121	0	0	0	0	0	0
Trub2	45.500000	0	139	0	0	0	0	124	101	0
Tmem170	45.500000	0	198	166	0	0	0	0	0	0
