Target_genes	Hoxa9|Average	SRX7135172|Acute_myeloid_leukemia	SRX7416185|Embryoid_Bodies	SRX7416186|Embryoid_Bodies	SRX110439|Myeloblastic_cell_lines	SRX110442|Myeloblastic_cell_lines	SRX11174682|Unclassified	SRX11174683|Unclassified	SRX11174684|Unclassified	SRX11174686|Unclassified	SRX11174687|Unclassified	STRING
Lrrc8a	37.700000	118	0	0	0	0	152	0	0	107	0	0
Kcnj8	37.700000	0	155	129	0	0	93	0	0	0	0	0
Ints2	37.700000	194	0	81	0	0	102	0	0	0	0	0
Fam124b	37.700000	0	207	0	0	0	170	0	0	0	0	0
Col16a1	37.700000	0	179	198	0	0	0	0	0	0	0	0
2410002F23Rik	37.700000	201	0	0	0	0	96	0	0	80	0	0
Senp7	37.600000	0	138	102	0	0	136	0	0	0	0	0
Rxfp2	37.600000	0	213	163	0	0	0	0	0	0	0	0
Rab5a	37.600000	98	120	75	0	0	83	0	0	0	0	0
Pimreg	37.600000	0	163	124	0	0	89	0	0	0	0	0
Pigs	37.600000	154	0	222	0	0	0	0	0	0	0	0
Phf7	37.600000	0	0	0	0	0	184	0	0	192	0	0
Olfr1037	37.600000	0	376	0	0	0	0	0	0	0	0	0
Nbeal2	37.600000	0	214	162	0	0	0	0	0	0	0	0
Etnk1	37.600000	0	0	0	0	0	0	290	0	0	86	0
Bap1	37.600000	0	0	0	0	0	184	0	0	192	0	0
Ap2m1	37.600000	126	0	0	0	0	250	0	0	0	0	0
Aipl1	37.600000	0	163	124	0	0	89	0	0	0	0	0
Zbtb43	37.500000	211	0	0	0	0	164	0	0	0	0	0
Nudt19	37.500000	0	0	0	0	0	243	0	0	132	0	0
Muc16	37.500000	0	375	0	0	0	0	0	0	0	0	0
Magi1	37.500000	0	270	105	0	0	0	0	0	0	0	0
Gtf2e2	37.500000	0	375	0	0	0	0	0	0	0	0	0
Ttc39a	37.400000	160	0	0	0	0	214	0	0	0	0	0
Rnf14	37.400000	0	0	107	0	0	137	0	0	130	0	0
Pcmtd1	37.400000	118	89	167	0	0	0	0	0	0	0	0
P2ry13	37.400000	0	0	0	0	0	374	0	0	0	0	0
Lgals3	37.400000	183	0	0	0	0	191	0	0	0	0	0
H3c15	37.400000	0	0	133	0	0	146	0	0	95	0	0
H3c14	37.400000	0	0	133	0	0	146	0	0	95	0	0
H2ac19	37.400000	0	0	133	0	0	146	0	0	95	0	0
H2ac18	37.400000	0	0	133	0	0	146	0	0	95	0	0
Faim	37.400000	0	107	0	0	0	129	0	0	138	0	0
Dennd2c	37.400000	0	0	158	0	0	216	0	0	0	0	0
Ywhae	37.300000	0	373	0	0	0	0	0	0	0	0	0
Sulf2	37.300000	0	206	167	0	0	0	0	0	0	0	0
Runx1	37.300000	80	0	0	0	0	293	0	0	0	0	0
Rps27rt	37.300000	0	161	100	0	0	112	0	0	0	0	0
Psph	37.300000	0	0	94	0	0	161	0	0	118	0	0
Prorp	37.300000	146	0	94	0	0	133	0	0	0	0	0
Mcemp1	37.300000	174	0	0	0	0	199	0	0	0	0	0
F2rl2	37.300000	0	138	0	0	0	235	0	0	0	0	0
Egf	37.300000	0	171	202	0	0	0	0	0	0	0	0
Dhdds	37.300000	215	0	0	0	0	158	0	0	0	0	0
Col18a1	37.300000	0	0	373	0	0	0	0	0	0	0	0
Cct6a	37.300000	0	0	94	0	0	161	0	0	118	0	0
Canx	37.300000	0	0	136	0	0	116	0	0	121	0	0
Zfp866	37.200000	229	0	0	0	0	143	0	0	0	0	0
Xpnpep3	37.200000	104	0	117	0	0	151	0	0	0	0	0
Wdr78	37.200000	0	202	0	0	0	170	0	0	0	0	0
Tecta	37.200000	0	372	0	0	0	0	0	0	0	0	0
St13	37.200000	104	0	117	0	0	151	0	0	0	0	0
Pemt	37.200000	0	0	0	0	0	247	0	0	125	0	0
Mier1	37.200000	0	202	0	0	0	170	0	0	0	0	0
Mcm7	37.200000	0	0	0	0	0	214	0	0	158	0	0
Madd	37.200000	0	91	146	0	0	135	0	0	0	0	0
Kcnq5	37.200000	0	0	0	0	0	372	0	0	0	0	0
Gtf2i	37.200000	253	0	0	0	0	119	0	0	0	0	0
Gbe1	37.200000	0	0	147	0	0	225	0	0	0	0	0
Ap4m1	37.200000	0	0	0	0	0	214	0	0	158	0	0
Tspoap1	37.100000	0	0	0	0	0	371	0	0	0	0	0
Trp53rkb	37.100000	0	0	0	0	0	277	0	0	94	0	0
Tifab	37.100000	0	0	0	0	0	242	0	0	129	0	0
Rpusd4	37.100000	371	0	0	0	0	0	0	0	0	0	0
Pex11g	37.100000	0	183	188	0	0	0	0	0	0	0	0
Olfr1373	37.100000	0	0	0	0	0	371	0	0	0	0	0
Nipal1	37.100000	0	371	0	0	0	0	0	0	0	0	0
Kif20b	37.100000	0	138	151	0	0	82	0	0	0	0	0
Fam118b	37.100000	371	0	0	0	0	0	0	0	0	0	0
Ect2	37.100000	0	131	132	0	0	108	0	0	0	0	0
Cnga1	37.100000	0	371	0	0	0	0	0	0	0	0	0
Zfp706	37.000000	0	127	243	0	0	0	0	0	0	0	0
Yy1	37.000000	0	0	0	0	0	241	0	0	129	0	0
Taf10	37.000000	0	180	92	0	0	98	0	0	0	0	0
Slc39a13	37.000000	0	0	102	0	0	183	0	0	85	0	0
Rspo1	37.000000	139	0	0	0	0	231	0	0	0	0	0
Rpp21	37.000000	0	0	0	0	0	370	0	0	0	0	0
Psmd14	37.000000	0	0	127	0	0	243	0	0	0	0	0
Pik3c2a	37.000000	0	370	0	0	0	0	0	0	0	0	0
Nox1	37.000000	0	0	0	0	0	370	0	0	0	0	0
Mageh1	37.000000	0	201	169	0	0	0	0	0	0	0	0
Kat7	37.000000	0	113	151	0	0	106	0	0	0	0	0
Inip	37.000000	0	0	370	0	0	0	0	0	0	0	0
Foxk1	37.000000	166	204	0	0	0	0	0	0	0	0	0
Tmem62	36.900000	0	0	0	0	0	276	0	0	93	0	0
Map1b	36.900000	0	180	189	0	0	0	0	0	0	0	0
Lsm5	36.900000	0	0	0	0	0	288	0	0	81	0	0
Lmo2	36.900000	178	0	0	0	0	191	0	0	0	0	0
Get1	36.900000	0	0	84	0	0	285	0	0	0	0	0
Fnbp4	36.900000	0	114	141	0	0	114	0	0	0	0	0
A130010J15Rik	36.900000	193	0	0	0	0	176	0	0	0	0	0
Zfp943	36.800000	0	0	0	0	0	255	0	0	113	0	0
Zfp942	36.800000	0	0	0	0	0	255	0	0	113	0	0
Ust	36.800000	0	193	175	0	0	0	0	0	0	0	0
Ubash3a	36.800000	0	0	0	0	0	206	0	0	162	0	0
Trem3	36.800000	0	0	0	0	0	368	0	0	0	0	0
Phf23	36.800000	0	103	92	0	0	173	0	0	0	0	0
Myl12a	36.800000	222	0	0	0	0	146	0	0	0	0	0
Gabarap	36.800000	0	103	92	0	0	173	0	0	0	0	0
Derl1	36.800000	76	0	140	0	152	0	0	0	0	0	0
Cdc25c	36.800000	0	0	227	0	0	141	0	0	0	0	0
Bnip3l	36.800000	210	0	0	0	0	158	0	0	0	0	0
2610301B20Rik	36.800000	0	217	151	0	0	0	0	0	0	0	0
Ythdc1	36.700000	0	129	238	0	0	0	0	0	0	0	0
Snx11	36.700000	0	0	176	0	0	191	0	0	0	0	0
Scn3a	36.700000	0	220	147	0	0	0	0	0	0	0	0
Scamp4	36.700000	0	128	93	0	0	146	0	0	0	0	0
Hoxb9	36.700000	0	0	367	0	0	0	0	0	0	0	0
Fam110c	36.700000	0	0	0	0	0	367	0	0	0	0	0
Dgkz	36.700000	0	0	0	0	0	367	0	0	0	0	0
Cstf1	36.700000	0	0	0	0	0	271	0	0	96	0	0
Casp8	36.700000	0	0	0	0	0	203	164	0	0	0	0
Aurka	36.700000	0	0	0	0	0	271	0	0	96	0	0
Adat3	36.700000	0	128	93	0	0	146	0	0	0	0	0
Thumpd1	36.600000	0	0	0	0	0	241	0	0	125	0	0
Syncrip	36.600000	0	140	226	0	0	0	0	0	0	0	0
Pspn	36.600000	157	0	101	0	0	108	0	0	0	0	0
Ppwd1	36.600000	280	0	86	0	0	0	0	0	0	0	0
Ppp1r15a	36.600000	366	0	0	0	0	0	0	0	0	0	0
Plekha4	36.600000	366	0	0	0	0	0	0	0	0	0	0
P2ry12	36.600000	0	0	119	0	0	247	0	0	0	0	0
Mxi1	36.600000	0	0	138	0	0	228	0	0	0	0	0
Fam53c	36.600000	0	0	0	0	0	236	0	0	130	0	0
Drg2	36.600000	0	0	84	0	0	282	0	0	0	0	0
Cfap97	36.600000	243	0	0	0	0	123	0	0	0	0	0
Cep131	36.600000	0	119	247	0	0	0	0	0	0	0	0
Cenpk	36.600000	280	0	86	0	0	0	0	0	0	0	0
Alkbh7	36.600000	157	0	101	0	0	108	0	0	0	0	0
Accs	36.600000	0	227	139	0	0	0	0	0	0	0	0
Top3b	36.500000	0	91	0	0	0	274	0	0	0	0	0
Ss18l1	36.500000	0	0	114	0	0	100	0	0	151	0	0
Sft2d1	36.500000	118	0	118	0	0	0	0	0	129	0	0
Rfc1	36.500000	0	185	0	0	0	180	0	0	0	0	0
Rab21	36.500000	0	0	0	0	0	365	0	0	0	0	0
Psma7	36.500000	0	0	114	0	0	100	0	0	151	0	0
Pkig	36.500000	0	365	0	0	0	0	0	0	0	0	0
Ngp	36.500000	0	0	0	0	0	251	0	114	0	0	0
Mrpl52	36.500000	0	0	0	0	0	259	0	0	106	0	0
Mmp14	36.500000	0	0	0	0	0	259	0	0	106	0	0
Dntt	36.500000	0	200	165	0	0	0	0	0	0	0	0
Ctnna3	36.500000	293	0	0	0	0	72	0	0	0	0	0
Cited4	36.500000	0	148	217	0	0	0	0	0	0	0	0
Cdh2	36.500000	0	131	234	0	0	0	0	0	0	0	0
Shc2	36.400000	0	91	273	0	0	0	0	0	0	0	0
Myl7	36.400000	0	0	364	0	0	0	0	0	0	0	0
Krt13	36.400000	0	364	0	0	0	0	0	0	0	0	0
Ivns1abp	36.400000	226	138	0	0	0	0	0	0	0	0	0
Itprip	36.400000	0	141	111	0	0	112	0	0	0	0	0
Hpf1	36.400000	171	193	0	0	0	0	0	0	0	0	0
Gm7361	36.400000	0	364	0	0	0	0	0	0	0	0	0
Fcf1	36.400000	0	0	0	0	0	247	0	0	117	0	0
D130040H23Rik	36.400000	0	178	186	0	0	0	0	0	0	0	0
Cpeb4	36.400000	0	264	0	0	0	100	0	0	0	0	0
Aurkaip1	36.400000	0	0	91	0	0	273	0	0	0	0	0
Atp5g1	36.400000	0	364	0	0	0	0	0	0	0	0	0
Arel1	36.400000	0	0	0	0	0	247	0	0	117	0	0
Zfp423	36.300000	0	95	268	0	0	0	0	0	0	0	0
Vps8	36.300000	0	238	125	0	0	0	0	0	0	0	0
Stil	36.300000	0	154	125	0	0	84	0	0	0	0	0
Stard10	36.300000	0	0	0	0	0	0	363	0	0	0	0
Snrpb	36.300000	0	0	138	0	0	89	0	0	136	0	0
Shisa7	36.300000	0	109	254	0	0	0	0	0	0	0	0
Mc4r	36.300000	0	242	121	0	0	0	0	0	0	0	0
Lipc	36.300000	0	363	0	0	0	0	0	0	0	0	0
Id2	36.300000	0	138	225	0	0	0	0	0	0	0	0
Grsf1	36.300000	0	0	0	0	0	363	0	0	0	0	0
Fam114a1	36.300000	0	0	0	0	0	363	0	0	0	0	0
Comtd1	36.300000	0	363	0	0	0	0	0	0	0	0	0
Cfdp1	36.300000	0	0	363	0	0	0	0	0	0	0	0
Cds2	36.300000	0	222	0	0	0	141	0	0	0	0	0
A430057M04Rik	36.300000	0	363	0	0	0	0	0	0	0	0	0
Wdr43	36.200000	178	0	0	0	0	105	0	0	79	0	0
Spdye4b	36.200000	0	0	107	0	0	176	0	0	79	0	0
Sash3	36.200000	0	0	0	0	0	362	0	0	0	0	0
Reep2	36.200000	0	148	214	0	0	0	0	0	0	0	0
Rbak	36.200000	0	0	107	0	0	176	0	0	79	0	0
Plcxd2	36.200000	362	0	0	0	0	0	0	0	0	0	0
Olfr1370	36.200000	0	362	0	0	0	0	0	0	0	0	0
Kif13a	36.200000	0	0	0	0	0	214	0	0	148	0	0
Utp18	36.100000	0	134	95	0	0	132	0	0	0	0	0
Timm10	36.100000	0	0	119	0	0	242	0	0	0	0	0
Sptb	36.100000	0	184	177	0	0	0	0	0	0	0	0
Smtnl1	36.100000	0	0	119	0	0	242	0	0	0	0	0
Rbm6	36.100000	0	0	153	0	0	208	0	0	0	0	0
Prkar2b	36.100000	0	161	200	0	0	0	0	0	0	0	0
Papolb	36.100000	0	0	361	0	0	0	0	0	0	0	0
Nck1	36.100000	0	116	144	0	0	0	0	0	101	0	0
Mtmr4	36.100000	206	0	0	0	0	155	0	0	0	0	0
Mrpl53	36.100000	0	0	128	0	0	233	0	0	0	0	0
Mdfic	36.100000	0	205	156	0	0	0	0	0	0	0	0
Mbtd1	36.100000	0	134	95	0	0	132	0	0	0	0	0
Luc7l	36.100000	144	0	134	0	0	83	0	0	0	0	0
Heg1	36.100000	0	167	194	0	0	0	0	0	0	0	0
Gm36028	36.100000	0	195	166	0	0	0	0	0	0	0	0
Clpp	36.100000	0	138	93	0	0	130	0	0	0	0	0
Cit	36.100000	0	0	248	0	0	113	0	0	0	0	0
Bbc3	36.100000	0	129	232	0	0	0	0	0	0	0	0
Aars	36.100000	0	176	185	0	0	0	0	0	0	0	0
Soga1	36.000000	0	100	260	0	0	0	0	0	0	0	0
Snrk	36.000000	0	117	0	0	0	243	0	0	0	0	0
Samd10	36.000000	163	0	0	0	0	197	0	0	0	0	0
Prrc2a	36.000000	215	0	145	0	0	0	0	0	0	0	0
Klhl32	36.000000	0	188	172	0	0	0	0	0	0	0	0
Cenpw	36.000000	117	0	0	0	0	140	0	0	103	0	0
Atf4	36.000000	0	0	173	0	0	187	0	0	0	0	0
Uncx	35.900000	0	359	0	0	0	0	0	0	0	0	0
Trappc5	35.900000	123	0	0	0	0	236	0	0	0	0	0
Skiv2l	35.900000	212	0	0	0	0	147	0	0	0	0	0
Sap30l	35.900000	0	168	191	0	0	0	0	0	0	0	0
Rabepk	35.900000	0	209	0	0	0	150	0	0	0	0	0
Nelfe	35.900000	212	0	0	0	0	147	0	0	0	0	0
Grm3	35.900000	0	148	211	0	0	0	0	0	0	0	0
Gng10	35.900000	0	0	0	0	0	359	0	0	0	0	0
Fcor	35.900000	123	0	0	0	0	236	0	0	0	0	0
Exd2	35.900000	0	0	0	0	0	191	0	0	168	0	0
Efcab5	35.900000	0	359	0	0	0	0	0	0	0	0	0
Dennd4a	35.900000	0	220	139	0	0	0	0	0	0	0	0
Cntn5	35.900000	0	153	206	0	0	0	0	0	0	0	0
Cfap20	35.900000	0	108	0	0	0	171	0	0	80	0	0
Slc30a5	35.800000	0	237	0	0	0	121	0	0	0	0	0
Plcg1	35.800000	0	0	0	0	0	358	0	0	0	0	0
Hif1a	35.800000	0	174	184	0	0	0	0	0	0	0	0
Gbf1	35.800000	0	163	91	0	0	104	0	0	0	0	0
Cpa2	35.800000	0	151	129	0	0	78	0	0	0	0	0
Anxa5	35.800000	212	0	0	0	0	146	0	0	0	0	0
1810062G17Rik	35.800000	212	0	0	0	0	146	0	0	0	0	0
Tomm40l	35.700000	163	66	128	0	0	0	0	0	0	0	0
Taz	35.700000	0	0	0	0	0	221	0	0	136	0	0
Sncaip	35.700000	0	357	0	0	0	0	0	0	0	0	0
Sh2b1	35.700000	0	142	215	0	0	0	0	0	0	0	0
Ppp4c	35.700000	195	0	0	0	0	162	0	0	0	0	0
Ilkap	35.700000	0	219	138	0	0	0	0	0	0	0	0
Dnlz	35.700000	220	0	0	0	0	137	0	0	0	0	0
Dnase1l1	35.700000	0	0	0	0	0	221	0	0	136	0	0
Apoa2	35.700000	163	66	128	0	0	0	0	0	0	0	0
Adhfe1	35.700000	141	119	97	0	0	0	0	0	0	0	0
Zic2	35.600000	0	205	151	0	0	0	0	0	0	0	0
Tslp	35.600000	174	0	0	0	0	182	0	0	0	0	0
Shtn1	35.600000	0	0	0	0	0	356	0	0	0	0	0
Rbm42	35.600000	198	0	93	0	0	65	0	0	0	0	0
Rbm22	35.600000	194	0	0	0	0	162	0	0	0	0	0
Pigt	35.600000	0	0	0	0	0	275	0	0	81	0	0
Olfr513	35.600000	0	173	183	0	0	0	0	0	0	0	0
Map3k20	35.600000	0	0	0	0	0	244	0	0	112	0	0
Gm2696	35.600000	0	0	0	0	0	356	0	0	0	0	0
Fech	35.600000	73	0	0	0	0	283	0	0	0	0	0
Cdc16	35.600000	0	0	0	0	0	213	143	0	0	0	0
Anxa6	35.600000	0	0	0	0	0	356	0	0	0	0	0
Vmac	35.500000	0	0	355	0	0	0	0	0	0	0	0
Tepsin	35.500000	0	109	246	0	0	0	0	0	0	0	0
Pdcd6	35.500000	175	0	0	0	0	180	0	0	0	0	0
Pdap1	35.500000	0	0	80	0	0	181	0	0	94	0	0
Ndufaf8	35.500000	0	109	246	0	0	0	0	0	0	0	0
Ndufa11	35.500000	0	0	355	0	0	0	0	0	0	0	0
Gm7072	35.500000	152	0	0	0	0	93	0	0	110	0	0
Ddb2	35.500000	355	0	0	0	0	0	0	0	0	0	0
Chtop	35.500000	103	125	0	0	0	127	0	0	0	0	0
Cep43	35.500000	225	0	0	0	0	130	0	0	0	0	0
Bud31	35.500000	0	0	80	0	0	181	0	0	94	0	0
Bcl11a	35.500000	0	181	100	0	0	74	0	0	0	0	0
Zranb1	35.400000	0	209	0	0	0	145	0	0	0	0	0
Zfp867	35.400000	0	158	196	0	0	0	0	0	0	0	0
Uqcrfs1	35.400000	0	0	0	0	0	250	0	0	104	0	0
Tubd1	35.400000	0	102	151	0	0	101	0	0	0	0	0
St6gal1	35.400000	0	201	153	0	0	0	0	0	0	0	0
Rps6kb1	35.400000	0	102	151	0	0	101	0	0	0	0	0
Pigm	35.400000	96	0	0	0	0	258	0	0	0	0	0
Nr1d2	35.400000	112	0	142	0	0	100	0	0	0	0	0
Lamb3	35.400000	0	0	354	0	0	0	0	0	0	0	0
Greb1	35.400000	0	174	180	0	0	0	0	0	0	0	0
Gas2l3	35.400000	0	0	0	0	0	228	0	0	126	0	0
Fbxo25	35.400000	0	0	0	0	0	256	0	0	98	0	0
Clstn1	35.400000	0	149	205	0	0	0	0	0	0	0	0
Cenps	35.400000	0	119	76	0	0	159	0	0	0	0	0
Nedd4l	35.300000	0	134	123	0	0	0	0	0	96	0	0
Mapk8ip3	35.300000	218	0	0	0	0	135	0	0	0	0	0
Adnp2	35.300000	0	138	215	0	0	0	0	0	0	0	0
Wee1	35.200000	275	0	0	0	0	77	0	0	0	0	0
Rorb	35.200000	0	196	156	0	0	0	0	0	0	0	0
Mbd2	35.200000	0	0	191	0	0	161	0	0	0	0	0
B3glct	35.200000	0	0	0	0	0	352	0	0	0	0	0
Akt3	35.200000	0	119	233	0	0	0	0	0	0	0	0
Spn	35.100000	0	0	0	0	0	234	0	0	117	0	0
Psmg2	35.100000	0	0	162	0	0	96	0	0	93	0	0
Phospho2	35.100000	0	167	184	0	0	0	0	0	0	0	0
Pgr15l	35.100000	0	0	351	0	0	0	0	0	0	0	0
Olfr535	35.100000	0	351	0	0	0	0	0	0	0	0	0
Mrs2	35.100000	0	0	186	0	0	165	0	0	0	0	0
Cox8a	35.100000	208	0	143	0	0	0	0	0	0	0	0
Clptm1	35.100000	0	130	123	0	0	98	0	0	0	0	0
Cfap44	35.100000	0	125	226	0	0	0	0	0	0	0	0
Cep76	35.100000	0	0	162	0	0	96	0	0	93	0	0
Ccdc173	35.100000	0	167	184	0	0	0	0	0	0	0	0
Camk2n1	35.100000	0	148	203	0	0	0	0	0	0	0	0
Aoc1	35.100000	0	0	0	0	0	223	0	0	128	0	0
Aaas	35.100000	0	0	179	0	0	172	0	0	0	0	0
Xrcc6	35.000000	0	0	0	0	0	350	0	0	0	0	0
Tbcd	35.000000	76	0	0	0	0	274	0	0	0	0	0
Sec23a	35.000000	0	0	183	0	0	167	0	0	0	0	0
Rnaset2b	35.000000	255	0	0	0	0	95	0	0	0	0	0
Rnaset2a	35.000000	255	0	0	0	0	95	0	0	0	0	0
Nup214	35.000000	0	0	137	0	0	213	0	0	0	0	0
Mob2	35.000000	0	0	0	0	0	228	0	0	122	0	0
Mkrn2	35.000000	0	222	128	0	0	0	0	0	0	0	0
Gemin2	35.000000	0	0	183	0	0	167	0	0	0	0	0
Desi1	35.000000	0	0	0	0	0	350	0	0	0	0	0
Cald1	35.000000	0	167	183	0	0	0	0	0	0	0	0
Arhgef3	35.000000	0	0	0	0	0	208	0	0	142	0	0
Aldh9a1	35.000000	119	0	0	0	0	89	0	0	142	0	0
Trmt112	34.900000	116	0	110	0	0	123	0	0	0	0	0
Rab14	34.900000	129	0	0	0	0	220	0	0	0	0	0
Prdx5	34.900000	116	0	110	0	0	123	0	0	0	0	0
Ppp3r2	34.900000	0	0	0	0	0	349	0	0	0	0	0
Minar2	34.900000	0	161	188	0	0	0	0	0	0	0	0
Ifnar2	34.900000	0	0	179	0	0	112	0	0	58	0	0
Fam71e2	34.900000	0	349	0	0	0	0	0	0	0	0	0
Dleu7	34.900000	0	250	99	0	0	0	0	0	0	0	0
Ctsb	34.900000	228	0	0	0	0	121	0	0	0	0	0
Ccdc86	34.900000	187	0	0	0	0	162	0	0	0	0	0
Taar2	34.800000	0	348	0	0	0	0	0	0	0	0	0
Strn4	34.800000	0	186	162	0	0	0	0	0	0	0	0
Slc25a21	34.800000	0	229	119	0	0	0	0	0	0	0	0
Olfr801	34.800000	0	348	0	0	0	0	0	0	0	0	0
Med14	34.800000	348	0	0	0	0	0	0	0	0	0	0
Gucy2e	34.800000	0	0	0	0	0	348	0	0	0	0	0
Gpatch1	34.800000	0	233	115	0	0	0	0	0	0	0	0
Fkrp	34.800000	0	186	162	0	0	0	0	0	0	0	0
Cxcr1	34.800000	0	0	0	0	0	348	0	0	0	0	0
Cebpzos	34.800000	141	0	0	0	0	207	0	0	0	0	0
Cdc25b	34.800000	0	143	205	0	0	0	0	0	0	0	0
Ccm2	34.800000	0	0	115	0	0	171	0	0	62	0	0
Arl6ip5	34.800000	207	0	141	0	0	0	0	0	0	0	0
Abhd10	34.800000	0	172	0	0	0	176	0	0	0	0	0
1810058I24Rik	34.800000	0	82	114	0	0	152	0	0	0	0	0
Ythdf2	34.700000	0	0	0	0	0	211	0	0	136	0	0
Vmn1r71	34.700000	0	347	0	0	0	0	0	0	0	0	0
Vamp3	34.700000	0	0	71	0	0	125	0	0	151	0	0
Slc32a1	34.700000	347	0	0	0	0	0	0	0	0	0	0
Ccs	34.700000	195	0	0	0	0	152	0	0	0	0	0
Ccdc87	34.700000	195	0	0	0	0	152	0	0	0	0	0
Calcoco1	34.700000	0	189	0	0	0	158	0	0	0	0	0
Becn1	34.700000	178	0	0	0	0	169	0	0	0	0	0
Rpe	34.600000	0	0	0	0	0	346	0	0	0	0	0
Magohb	34.600000	346	0	0	0	0	0	0	0	0	0	0
Lmo1	34.600000	0	162	184	0	0	0	0	0	0	0	0
Ctsk	34.600000	0	0	166	0	0	180	0	0	0	0	0
Csnk1d	34.600000	0	91	110	0	0	0	0	0	145	0	0
Tmem63b	34.500000	112	0	233	0	0	0	0	0	0	0	0
Tcam1	34.500000	0	0	155	0	0	190	0	0	0	0	0
S100a2	34.500000	0	0	0	0	0	345	0	0	0	0	0
Prss46	34.500000	0	0	0	0	0	345	0	0	0	0	0
Pctp	34.500000	0	345	0	0	0	0	0	0	0	0	0
Mrpl14	34.500000	112	0	233	0	0	0	0	0	0	0	0
H2-Q8	34.500000	251	0	0	0	0	0	0	0	94	0	0
H2-Q6	34.500000	251	0	0	0	0	0	0	0	94	0	0
Dyrk1a	34.500000	0	197	148	0	0	0	0	0	0	0	0
Dusp7	34.500000	0	167	178	0	0	0	0	0	0	0	0
Baz1a	34.500000	0	173	172	0	0	0	0	0	0	0	0
1810010H24Rik	34.500000	0	177	168	0	0	0	0	0	0	0	0
Wwox	34.400000	0	0	0	0	0	194	0	0	150	0	0
Shprh	34.400000	344	0	0	0	0	0	0	0	0	0	0
Rlf	34.400000	118	0	226	0	0	0	0	0	0	0	0
Napepld	34.400000	130	0	0	0	0	214	0	0	0	0	0
Man2a2	34.400000	132	0	0	0	0	212	0	0	0	0	0
Klhdc10	34.400000	0	0	0	0	0	182	0	0	162	0	0
Il11ra1	34.400000	0	0	119	0	0	113	0	0	112	0	0
Gna12	34.400000	0	179	165	0	0	0	0	0	0	0	0
Galt	34.400000	0	0	119	0	0	113	0	0	112	0	0
Dctn4	34.400000	0	0	237	0	0	107	0	0	0	0	0
Daam2	34.400000	0	0	344	0	0	0	0	0	0	0	0
Bud13	34.400000	0	119	0	0	0	225	0	0	0	0	0
Zfp239	34.300000	0	0	0	0	0	343	0	0	0	0	0
Trhr	34.300000	0	190	153	0	0	0	0	0	0	0	0
Tmem130	34.300000	0	0	343	0	0	0	0	0	0	0	0
Tet2	34.300000	0	175	0	0	0	168	0	0	0	0	0
Sfswap	34.300000	0	0	0	0	0	225	0	0	118	0	0
Pttg1ip	34.300000	0	0	0	0	0	343	0	0	0	0	0
Pank1	34.300000	0	0	104	0	0	144	0	0	95	0	0
Osbpl8	34.300000	343	0	0	0	0	0	0	0	0	0	0
Kcna5	34.300000	0	343	0	0	0	0	0	0	0	0	0
Gsc2	34.300000	224	119	0	0	0	0	0	0	0	0	0
Ess2	34.300000	224	119	0	0	0	0	0	0	0	0	0
Espl1	34.300000	0	100	84	0	0	159	0	0	0	0	0
Asph	34.300000	0	134	209	0	0	0	0	0	0	0	0
Zfp568	34.200000	0	0	114	0	0	228	0	0	0	0	0
Wdr70	34.200000	0	0	0	0	0	211	0	0	131	0	0
Trmt1l	34.200000	95	0	79	0	0	168	0	0	0	0	0
Swt1	34.200000	95	0	79	0	0	168	0	0	0	0	0
Rps27l	34.200000	0	0	0	0	0	222	0	0	120	0	0
Nmral1	34.200000	0	0	0	0	0	208	0	0	134	0	0
Enox1	34.200000	0	134	208	0	0	0	0	0	0	0	0
Dpep2	34.200000	0	0	238	0	0	104	0	0	0	0	0
Atad2	34.200000	0	0	0	0	0	218	0	0	124	0	0
Abtb2	34.200000	0	129	213	0	0	0	0	0	0	0	0
Usp37	34.100000	0	99	111	0	0	0	0	0	131	0	0
Srpk1	34.100000	0	148	193	0	0	0	0	0	0	0	0
Pabpc1l	34.100000	0	0	0	0	0	341	0	0	0	0	0
Mrpl39	34.100000	0	0	0	0	0	230	0	0	111	0	0
Ifnz	34.100000	0	0	0	0	0	255	0	0	86	0	0
Gm1966	34.100000	0	0	0	0	0	341	0	0	0	0	0
Cnot9	34.100000	0	99	111	0	0	0	0	0	131	0	0
Tmed2	34.000000	124	100	116	0	0	0	0	0	0	0	0
Rnf7	34.000000	0	0	0	0	0	229	0	0	111	0	0
Limk2	34.000000	0	88	0	0	0	252	0	0	0	0	0
Kif20a	34.000000	221	0	0	0	0	119	0	0	0	0	0
Kdm6b	34.000000	0	178	162	0	0	0	0	0	0	0	0
Kdm5c	34.000000	0	0	84	0	0	256	0	0	0	0	0
Gpm6a	34.000000	0	172	168	0	0	0	0	0	0	0	0
Fam83e	34.000000	0	0	0	0	0	340	0	0	0	0	0
Eef2	34.000000	109	231	0	0	0	0	0	0	0	0	0
Cpt2	34.000000	193	0	0	0	0	147	0	0	0	0	0
Brd8	34.000000	221	0	0	0	0	119	0	0	0	0	0
B4galnt2	34.000000	0	0	0	0	0	340	0	0	0	0	0
Atad3a	34.000000	143	0	0	0	0	197	0	0	0	0	0
Olfr994	33.900000	0	163	176	0	0	0	0	0	0	0	0
Mrpl21	33.900000	0	0	0	0	0	261	0	0	78	0	0
Magt1	33.900000	339	0	0	0	0	0	0	0	0	0	0
Lat2	33.900000	0	0	0	0	0	147	0	0	192	0	0
