Target_genes	Rara|Average	SRX018669|ES_cells	SRX10562781|ES_cells	SRX208055|ES_cells	SRX208062|ES_cells	SRX520462|F9	SRX520468|F9	SRX520474|F9	SRX520479|F9	SRX3301664|Forelimb	SRX3301665|Forelimb	SRX4369776|Germline_stem_cells	SRX4369779|Germline_stem_cells	SRX4369782|Germline_stem_cells	SRX4369785|Germline_stem_cells	SRX337439|Liver	SRX018670|mESC_derived_neural_cells	SRX118692|mESC_derived_neural_cells	SRX118693|mESC_derived_neural_cells	SRX675957|Th1_Cells	STRING
Tceanc	17.368421	0	0	79	96	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Sord	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Skp2	17.368421	0	0	83	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Psma1	17.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Olfr1469	17.368421	0	0	0	0	0	0	125	205	0	0	0	0	0	0	0	0	0	0	0	0
Nbn	17.368421	0	0	142	86	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Lmbrd2	17.368421	0	0	83	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Kctd9	17.368421	0	0	99	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0
Coq8b	17.368421	0	0	0	0	0	152	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Cdca2	17.368421	0	0	99	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0
Ccnl2	17.368421	0	0	136	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Agfg1	17.368421	0	0	114	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
9530002B09Rik	17.368421	0	0	0	0	147	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp747	17.315789	0	0	89	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0
Zfp141	17.315789	0	0	173	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Zcwpw2	17.315789	0	0	0	0	0	107	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Zcchc13	17.315789	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	165	0	0	0	0
Vmn1r212	17.315789	0	0	0	0	0	0	184	145	0	0	0	0	0	0	0	0	0	0	0	0
Top3a	17.315789	0	0	81	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0
Tmem40	17.315789	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tedc1	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Tcf4	17.315789	0	0	157	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0
Smcr8	17.315789	0	0	81	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0
Rasa2	17.315789	0	0	76	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
Pmaip1	17.315789	0	0	118	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim2	17.315789	0	0	102	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0
Pde6g	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Oxld1	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Minpp1	17.315789	0	0	75	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0
Ifi35	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Eif3b	17.315789	0	0	146	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Crip1	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Ccnd1	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Ccdc137	17.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0
Basp1	17.315789	0	0	128	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0
Azi2	17.315789	0	0	0	0	0	107	0	0	0	0	0	0	0	0	222	0	0	0	0	0
2610301B20Rik	17.315789	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0
Zfp91	17.263158	0	0	81	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Vtn	17.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0
Timm23	17.263158	0	0	152	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Thrap3	17.263158	0	0	148	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0
Sebox	17.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0
Sarm1	17.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0
Ppp3r1	17.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0
Parg	17.263158	0	0	152	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Olfr126	17.263158	0	0	213	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa11	17.263158	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Mocs2	17.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0
Meaf6	17.263158	0	0	97	112	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Mat2b	17.263158	0	0	93	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0
Mars1	17.263158	0	0	81	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Lpxn	17.263158	0	0	81	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Gnpda2	17.263158	0	0	181	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Fgl1	17.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0
Dhdh	17.263158	0	0	112	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Cyb5b	17.263158	0	0	150	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Csnk1e	17.263158	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc13b	17.210526	0	0	90	0	0	0	0	116	0	0	0	0	0	0	121	0	0	0	0	0
Ube2g2	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0
Thap1	17.210526	0	0	90	80	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
Tcf19	17.210526	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Serpina1a	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0
Robo4	17.210526	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rerg	17.210526	0	0	148	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Pigbos1	17.210526	0	0	102	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Pigb	17.210526	0	0	102	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Nfic	17.210526	0	0	0	0	0	120	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Mettl17	17.210526	0	0	174	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Lyplal1	17.210526	0	0	83	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0
Lipa	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0
L1td1	17.210526	0	0	118	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancd2	17.210526	0	0	178	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensa	17.210526	0	0	92	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0
Emc3	17.210526	0	0	178	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crbn	17.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0
Cchcr1	17.210526	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	148	0	0	0
B3galnt2	17.210526	0	0	120	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0
Asf1a	17.210526	0	0	84	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0
Asb7	17.210526	0	0	195	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Vat1l	17.157895	0	0	193	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a46	17.157895	0	0	86	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0
Selenoi	17.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0
Sec24a	17.157895	0	0	111	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0
Rnf220	17.157895	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
Lrrc20	17.157895	0	0	0	87	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0
Kifbp	17.157895	0	0	79	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Gata1	17.157895	0	0	0	0	0	0	175	151	0	0	0	0	0	0	0	0	0	0	0	0
Fjx1	17.157895	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntnap1	17.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	164	0	0	0	0
Cd320	17.157895	0	0	136	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0
Bcan	17.157895	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Wrap53	17.105263	0	0	98	0	0	111	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Ubash3b	17.105263	0	0	0	0	0	0	209	116	0	0	0	0	0	0	0	0	0	0	0	0
Tssc4	17.105263	0	0	139	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Trp53	17.105263	0	0	98	0	0	111	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Trappc3l	17.105263	0	0	142	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0
Srarp	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Snx15	17.105263	0	0	0	0	147	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e3	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Samd10	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Rassf5	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Prpf6	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Ppm1a	17.105263	0	0	178	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Pcgf3	17.105263	0	0	144	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
Ncbp2	17.105263	0	0	97	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0
Insr	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Gskip	17.105263	0	0	111	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Gpc1	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Ghr	17.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
Atg2b	17.105263	0	0	111	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Acbd3	17.105263	0	0	71	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0
0610012G03Rik	17.105263	0	0	97	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0
Wdfy1	17.052632	0	0	0	0	0	0	0	0	126	0	0	0	0	0	198	0	0	0	0	0
Tnfrsf9	17.052632	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	163	0	0	0	0
Stx11	17.052632	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Rbck1	17.052632	0	86	91	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Polr2m	17.052632	0	0	186	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Pigo	17.052632	0	0	118	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0
Pgd	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0
Mrpl2	17.052632	0	0	139	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
Lyrm4	17.052632	0	0	116	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0
Lamtor3	17.052632	0	80	107	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Klc4	17.052632	0	0	139	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
Helz2	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0
Gnaq	17.052632	0	0	0	0	0	121	0	0	0	0	0	0	0	0	203	0	0	0	0	0
Fars2	17.052632	0	0	116	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0
Cul7	17.052632	0	0	139	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
Cdk8	17.052632	0	0	79	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0
Cdk7	17.052632	0	0	146	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Ap3b1	17.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0
Spindoc	17.000000	0	0	165	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Pkd2	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0
Nme9	17.000000	0	0	0	0	92	0	0	97	0	0	0	0	0	0	134	0	0	0	0	0
Mup20	17.000000	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0
Kcnn1	17.000000	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl5	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0
D3Ertd751e	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0
Ccdc106	17.000000	0	0	164	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Adam12	17.000000	0	0	0	0	0	0	163	0	0	0	0	0	0	0	160	0	0	0	0	0
Aar2	17.000000	0	0	136	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Zfyve21	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0
Zfp771	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0
Yrdc	16.947368	0	0	0	103	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0
Xrcc3	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0
Xpo4	16.947368	0	0	201	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
Ugcg	16.947368	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubl3	16.947368	0	0	142	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0
Srsf12	16.947368	0	0	0	0	0	135	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Rab17	16.947368	0	0	0	131	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0
Pomgnt1	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0
Pik3r4	16.947368	0	0	91	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0
Nsmce3	16.947368	0	0	177	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Nptx2	16.947368	0	0	135	105	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
Mettl6	16.947368	0	0	117	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0
Limd1	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0
Gm3173	16.947368	0	0	130	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Eaf1	16.947368	0	0	117	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0
Dctd	16.947368	0	0	84	90	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cipc	16.947368	0	0	77	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0
Atg12	16.947368	0	0	154	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Ap3s1	16.947368	0	0	154	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Adm	16.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0
Acin1	16.947368	0	0	112	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
1700123O20Rik	16.947368	0	0	112	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
1110065P20Rik	16.947368	0	0	0	103	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0
Ube4a	16.894737	0	0	110	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Tdrp	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0
Ptbp3	16.894737	0	0	106	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0
Pmp22	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0
Pex14	16.894737	0	96	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Nceh1	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0
Lrrc57	16.894737	0	0	80	75	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
Lrch1	16.894737	176	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Kif13b	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0
Haus2	16.894737	0	0	80	75	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
Fmnl3	16.894737	0	0	89	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0
Fgf5	16.894737	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0
Dffa	16.894737	0	96	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0
Cyp51	16.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0
Cnot6	16.894737	0	0	98	103	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
Cluh	16.894737	0	0	110	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Cep135	16.894737	0	0	100	0	0	110	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Cdk1	16.894737	0	0	185	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp280d	16.842105	0	0	108	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0
Xrcc4	16.842105	0	0	138	90	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
Tmem167	16.842105	0	0	138	90	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
Stard3nl	16.842105	0	0	153	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
Rhbdd2	16.842105	0	0	103	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0
Pgap1	16.842105	0	0	154	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
Lce3c	16.842105	0	0	0	0	124	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Lars	16.842105	0	0	108	90	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Ilvbl	16.842105	0	0	83	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem2	16.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0
Atp1b3	16.842105	0	0	110	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
Thap7	16.789474	0	0	142	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0
Smim8	16.789474	0	0	147	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0
Slc39a9	16.789474	0	0	168	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Prnp	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Prn	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Pllp	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Pink1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Nfrkb	16.789474	0	0	132	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Myrf	16.789474	0	186	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
Letm1	16.789474	0	0	100	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0
Ktn1	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Islr2	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Gpr37l1	16.789474	0	0	0	0	0	151	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Esco2	16.789474	0	0	158	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Erh	16.789474	0	0	168	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Dnaja4	16.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0
Cyth2	16.789474	0	0	125	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Ccdc25	16.789474	0	0	158	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Agl	16.789474	0	0	136	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Zmynd11	16.736842	0	0	0	0	0	0	154	164	0	0	0	0	0	0	0	0	0	0	0	0
Tbk1	16.736842	0	0	107	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Selenoh	16.736842	0	0	218	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
Rpp14	16.736842	0	0	107	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Olfr419	16.736842	0	0	204	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htd2	16.736842	0	0	107	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Eya3	16.736842	0	0	133	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0
Ehhadh	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0
Dnajc12	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0
Desi2	16.736842	0	0	98	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0
Cd1d1	16.736842	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
Bend3	16.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0
Zscan2	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Zfp94	16.684211	0	0	130	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Zcchc4	16.684211	0	93	118	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tprn	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Tpr	16.684211	0	0	123	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Tmem156	16.684211	0	0	0	0	184	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdf2	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Ranbp9	16.684211	0	0	118	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0
Pum1	16.684211	0	0	203	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
Psmf1	16.684211	0	0	119	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Odr4	16.684211	0	0	123	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Med7	16.684211	0	0	125	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Hmgn1	16.684211	0	0	96	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0
Fiz1	16.684211	0	0	90	0	0	142	0	0	0	0	0	0	0	0	85	0	0	0	0	0
Fgf9	16.684211	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnmd	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Ap2a1	16.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0
Zfyve19	16.631579	0	0	114	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0
Ywhab	16.631579	0	0	82	74	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Trit1	16.631579	0	0	0	0	0	158	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Six6	16.631579	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Rae1	16.631579	0	0	119	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Meikin	16.631579	0	0	0	0	165	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Jade1	16.631579	0	0	0	166	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Gsk3b	16.631579	0	0	104	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0
Gp1bb	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0
Dnajc17	16.631579	0	0	114	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0
Car3	16.631579	0	71	0	0	0	143	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Bmpr2	16.631579	0	0	136	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0
Arpc2	16.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0
Arhgap15	16.631579	0	0	0	0	165	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Angel1	16.631579	0	0	156	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Tgfbr2	16.578947	0	0	0	0	184	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
Plekhh1	16.578947	0	0	83	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f3	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0
Napg	16.578947	0	0	113	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0
Mapkbp1	16.578947	0	0	101	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
Golim4	16.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0
Gm20822	16.578947	0	0	0	0	147	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Fgf8	16.578947	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Fam169a	16.578947	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	84	0	0	0
Echs1	16.578947	0	0	128	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0
Casp14	16.578947	0	0	0	0	147	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0
Actr1b	16.578947	0	0	155	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
