Target_genes	Klf5|Average	SRX520198|3T3-L1	SRX10299739|embryonic_skin	SRX10157942|Esophageal_organoids	SRX10157943|Esophageal_organoids	SRX10157944|Esophageal_organoids	SRX10157945|Esophageal_organoids	SRX10157946|Esophageal_organoids	SRX10157947|Esophageal_organoids	SRX10157948|Esophageal_organoids	SRX10157949|Esophageal_organoids	SRX10157960|Esophageal_organoids	SRX10157961|Esophageal_organoids	SRX334975|ES_cells	SRX3585307|ES_cells	SRX468970|ES_cells	SRX6437851|Pancreatic_adenocarcinoma	SRX6437852|Pancreatic_adenocarcinoma	SRX8026860|Pancreatic_adenocarcinoma	SRX8026861|Pancreatic_adenocarcinoma	SRX8026862|Pancreatic_adenocarcinoma	SRX8026863|Pancreatic_adenocarcinoma	SRX1149716|Pancreatic_cancer_cell_lines	SRX3585311|Trophoblast_stem_cells	SRX18304307|Unclassified	STRING
Atp6v0e	60.583333	0	0	0	0	0	0	0	0	85	65	0	0	171	0	0	106	0	163	224	158	268	0	0	214	0
1810055G02Rik	60.583333	0	0	0	0	0	0	0	0	0	0	0	0	91	0	115	182	136	205	156	292	205	0	0	72	0
Sema3f	60.541667	0	0	116	0	0	0	0	0	222	204	0	0	103	0	111	0	0	228	0	280	189	0	0	0	0
Pgls	60.541667	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	177	105	142	225	255	297	173	0	0	0
Fancl	60.541667	0	0	0	0	0	0	0	0	106	0	0	0	269	0	186	0	136	152	135	176	192	0	0	101	0
Dhx36	60.541667	0	0	0	0	0	0	0	0	0	0	0	0	306	0	324	0	0	270	199	145	209	0	0	0	0
Cisd3	60.541667	0	0	0	0	0	0	0	0	150	0	0	0	108	0	0	0	0	385	170	343	297	0	0	0	0
Kif28	60.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	178	369	249	240	160	0	0	0
Ilf3	60.500000	0	0	0	0	0	0	0	0	154	0	0	0	158	0	146	0	0	185	207	127	236	0	0	239	0
Id1	60.500000	0	0	0	0	0	0	0	0	0	0	0	0	127	0	165	125	0	256	146	202	215	114	0	102	0
Abi1	60.500000	131	0	0	0	0	0	0	0	0	0	0	0	342	0	294	0	0	167	0	0	179	175	0	164	0
Timm21	60.458333	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	147	139	116	238	193	152	99	0	242	0
Irs1	60.458333	0	0	0	0	0	0	0	0	340	188	0	0	0	0	0	75	0	106	136	154	151	174	0	127	0
H4c3	60.458333	203	0	0	0	0	0	0	0	158	0	0	0	153	0	0	166	0	174	188	0	175	234	0	0	0
H1f6	60.458333	203	0	0	0	0	0	0	0	158	0	0	0	153	0	0	166	0	174	188	0	175	234	0	0	0
Ctsd	60.458333	140	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	241	130	272	316	0	0	207	0
Ybey	60.416667	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	123	173	162	219	244	375	0	0	0	0
Smim7	60.416667	0	0	0	0	0	0	0	0	83	0	0	0	123	0	184	157	0	273	133	136	158	0	0	203	0
Slc2a6	60.416667	0	0	0	0	0	0	0	0	145	0	0	0	104	0	0	0	0	274	111	331	301	71	0	113	0
Mcm3ap	60.416667	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	123	173	162	219	244	375	0	0	0	0
Cgn	60.416667	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	116	141	317	211	338	225	0	0	0	0
1700025G04Rik	60.416667	0	0	0	0	0	0	0	0	0	0	0	0	105	0	104	178	144	152	269	102	298	98	0	0	0
Tff1	60.375000	0	0	0	0	0	0	0	0	258	119	0	0	0	0	0	0	0	265	161	260	386	0	0	0	0
Epn2	60.375000	193	0	0	0	0	0	0	0	0	0	0	0	130	0	110	104	118	164	108	169	204	149	0	0	0
Arhgap11a	60.375000	0	0	0	0	0	0	0	0	112	0	0	0	342	0	112	0	108	128	154	133	228	0	0	132	0
Amer1	60.375000	0	0	0	0	0	0	0	0	112	0	0	0	127	0	90	0	0	334	266	219	301	0	0	0	0
Wars2	60.333333	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	110	153	236	222	284	249	0	0	0	0
Mboat1	60.333333	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	189	145	265	211	163	219	137	0	0	0
Epha7	60.333333	0	0	0	0	0	0	0	0	133	0	0	0	108	0	0	117	0	227	123	223	274	243	0	0	0
Dlgap4	60.333333	134	0	0	0	0	0	0	0	230	129	0	0	372	0	189	0	0	173	0	143	0	78	0	0	0
Dcbld1	60.333333	0	0	0	0	0	0	0	0	0	0	0	0	253	0	285	0	0	0	115	114	92	451	0	138	0
Rnf10	60.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	358	322	288	242	0	0	0
Asb6	60.291667	0	0	0	0	0	0	0	0	126	0	0	0	88	0	0	138	0	176	209	213	262	235	0	0	0
Spdl1	60.250000	300	0	0	0	0	0	0	0	0	0	0	0	168	0	185	0	0	176	208	192	217	0	0	0	0
Qars	60.250000	0	0	0	0	0	0	0	0	112	0	0	0	235	0	100	0	0	199	299	213	288	0	0	0	0
Erf	60.250000	0	0	0	0	0	0	0	0	185	0	0	0	602	0	226	0	0	0	0	226	0	207	0	0	0
Ubac1	60.208333	0	0	0	0	0	0	0	0	0	0	0	0	485	0	442	0	0	150	0	146	71	0	0	151	0
Tlk2	60.208333	0	0	0	0	0	0	0	0	224	0	0	0	391	0	268	0	0	215	0	211	0	136	0	0	0
Tdrd3	60.208333	0	0	0	0	0	0	0	0	0	0	0	0	138	0	83	96	0	173	276	228	342	0	0	109	0
Cog1	60.208333	0	0	0	0	0	0	0	0	193	0	0	0	115	0	150	128	0	107	215	162	211	164	0	0	0
Pja2	60.166667	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	342	267	355	353	0	0	0	0
Neurl4	60.166667	0	0	0	0	0	0	0	0	135	0	0	0	99	0	0	112	80	156	168	254	289	0	0	151	0
Fam219b	60.166667	0	0	0	0	0	0	0	0	0	0	0	0	190	0	70	102	80	225	150	219	307	101	0	0	0
Chfr	60.166667	0	0	0	0	0	0	0	0	0	0	0	0	117	0	107	110	112	204	269	213	226	86	0	0	0
2810408A11Rik	60.166667	0	0	0	0	0	0	0	0	135	0	0	0	99	0	0	112	80	156	168	254	289	0	0	151	0
Sqor	60.125000	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	211	177	261	257	158	0	76	0
Hmbs	60.083333	0	0	0	0	0	0	0	0	124	0	0	0	198	0	192	0	130	126	206	150	113	0	0	203	0
Crip2	60.083333	0	0	0	0	0	0	0	0	158	115	0	0	109	0	108	0	0	163	141	168	233	0	0	247	0
Kpna4	60.041667	0	0	0	0	0	0	0	0	0	0	0	0	99	0	238	136	0	228	224	206	173	137	0	0	0
Tsc22d1	60.000000	0	0	0	0	0	0	0	0	170	202	0	0	249	0	0	0	0	175	131	128	108	185	0	92	0
Fzd4	60.000000	0	0	0	0	0	0	0	0	158	131	0	0	118	0	104	0	0	288	107	188	154	105	0	87	0
Spata33	59.958333	0	0	0	0	0	0	0	0	241	99	0	0	0	0	158	0	0	196	147	125	166	0	0	307	0
Kif3a	59.958333	0	0	0	0	0	0	0	0	0	0	0	0	143	0	144	133	112	216	186	126	146	96	0	137	0
Chmp1a	59.958333	0	0	0	0	0	0	0	0	241	99	0	0	0	0	158	0	0	196	147	125	166	0	0	307	0
Trim25	59.916667	127	0	0	0	0	0	0	0	0	0	0	0	167	0	171	0	0	179	314	143	221	0	0	116	0
Slc25a36	59.916667	0	0	0	0	0	0	0	0	0	0	0	0	399	0	355	199	0	104	97	142	142	0	0	0	0
Bcr	59.916667	0	0	0	0	0	0	0	0	123	0	0	0	0	0	87	0	98	160	210	332	255	173	0	0	0
Rell1	59.833333	0	0	0	0	0	0	0	0	253	0	0	0	189	0	0	108	0	183	155	154	230	0	0	164	0
Jph1	59.833333	0	0	0	0	0	0	0	0	164	89	0	0	199	0	199	116	141	0	0	168	0	198	0	162	0
1810010H24Rik	59.833333	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	249	0	333	251	219	256	0	0	0	0
Lurap1l	59.791667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	105	0	181	174	194	204	201	189	0	0	0
Lrrc24	59.791667	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	327	293	283	368	0	0	0	0
Gsr	59.791667	0	0	0	0	0	0	0	0	155	0	0	0	222	0	0	0	0	226	0	248	171	237	0	176	0
C030006K11Rik	59.791667	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	327	293	283	368	0	0	0	0
B3gntl1	59.791667	0	0	0	0	0	0	0	0	148	0	0	0	119	0	0	0	0	258	270	219	326	0	0	95	0
Arhgef10	59.750000	0	0	0	0	0	0	0	0	206	92	0	0	286	0	289	0	0	0	0	0	0	418	0	143	0
Adgrg6	59.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	170	266	155	250	264	98	0	84	0
Acp5	59.750000	0	0	0	0	0	0	0	0	0	0	0	0	448	0	153	0	0	240	180	126	287	0	0	0	0
Slc30a1	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	286	0	173	0	0	145	163	224	247	195	0	0	0
Sbk1	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	204	216	159	264	392	0	0	0
Mfsd9	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	292	0	246	156	0	147	119	163	192	118	0	0	0
Jmjd7	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	252	262	165	179	111	0	332	0
Cmc1	59.708333	0	0	0	0	0	0	0	0	159	0	0	0	180	0	144	0	0	163	212	181	245	0	0	149	0
Atg4d	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	85	0	135	255	253	352	104	0	163	0
Arpc2	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	101	0	82	232	0	215	0	147	181	337	0	138	0
Arfgap1	59.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	91	262	275	327	347	0	0	0	0
Rps28	59.666667	0	0	0	0	0	0	0	0	0	0	0	0	319	0	180	0	0	303	229	168	233	0	0	0	0
Relch	59.666667	0	0	0	0	0	0	0	0	0	0	0	0	235	0	326	0	0	148	141	190	180	0	0	212	0
Pign	59.666667	0	0	0	0	0	0	0	0	0	0	0	0	235	0	326	0	0	148	141	190	180	0	0	212	0
Ovca2	59.666667	0	0	0	0	0	0	0	0	114	0	0	0	0	0	142	89	136	170	165	235	259	0	0	122	0
Ndufa7	59.666667	0	0	0	0	0	0	0	0	0	0	0	0	319	0	180	0	0	303	229	168	233	0	0	0	0
Fam135a	59.666667	325	0	0	0	0	0	0	0	122	0	0	0	308	0	302	0	0	0	0	0	143	0	0	232	0
Ap3m1	59.666667	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	149	0	0	0	0
Tmem17	59.625000	0	0	0	0	0	0	0	0	98	0	0	0	125	0	0	128	97	226	147	238	272	100	0	0	0
Samm50	59.625000	0	0	0	0	0	0	0	0	76	0	0	0	138	0	0	115	96	230	247	255	274	0	0	0	0
Spata25	59.583333	0	0	0	0	0	0	0	0	0	0	0	0	918	0	512	0	0	0	0	0	0	0	0	0	0
Sec24a	59.583333	347	0	0	0	0	0	0	0	0	0	0	0	235	0	111	89	0	177	128	169	174	0	0	0	0
Rbms1	59.583333	0	0	0	0	0	0	0	0	0	94	0	0	262	0	96	0	173	258	118	0	91	338	0	0	0
Rab27b	59.541667	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	113	163	169	173	219	208	121	0	157	0
Ghr	59.541667	409	0	0	0	0	0	0	0	239	166	0	0	67	0	0	0	118	0	0	0	127	122	0	181	0
Fam241b	59.541667	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	102	91	227	0	264	459	143	0	0	0
Slc1a4	59.500000	0	0	0	0	0	0	0	0	147	89	0	0	189	0	0	105	0	160	151	159	213	0	0	215	0
Napepld	59.500000	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	123	142	225	203	294	209	0	0	95	0
Mycbp	59.500000	0	0	0	0	0	0	0	0	0	0	0	0	143	0	205	91	122	126	141	187	176	116	0	121	0
Cblb	59.500000	0	0	0	0	0	0	0	0	81	0	0	0	152	0	0	120	128	174	186	273	209	0	0	105	0
Tmem176b	59.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	179	243	346	169	394	0	0	0	0
Tmem176a	59.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	179	243	346	169	394	0	0	0	0
Rab12	59.458333	0	0	0	0	0	0	0	0	180	0	0	0	414	0	158	0	0	0	0	187	279	209	0	0	0
Pttg1ip	59.458333	248	0	0	0	0	0	0	0	78	89	0	0	107	0	0	107	103	166	153	184	192	0	0	0	0
H2az2	59.458333	0	0	0	0	0	0	0	0	74	0	0	0	0	0	132	0	0	189	203	334	332	0	0	163	0
Umad1	59.416667	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	209	244	307	284	0	0	176	0
Tpd52l1	59.416667	0	0	0	0	0	0	0	0	146	127	0	0	135	0	132	233	0	185	112	0	169	0	0	187	0
Rpa3	59.416667	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	209	244	307	284	0	0	176	0
Eif4e	59.416667	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	241	431	191	355	0	0	0	0
Cbfb	59.416667	0	0	0	0	0	0	0	0	173	0	0	0	200	0	266	0	0	115	182	0	177	145	0	168	0
Tada1	59.375000	0	0	0	0	0	0	0	0	116	0	0	0	384	0	283	122	0	110	124	141	0	145	0	0	0
Snca	59.375000	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	179	258	106	273	121	287	74	0	0	0
Slc1a5	59.375000	0	0	0	0	0	0	0	0	75	0	0	0	241	0	272	0	0	164	168	243	262	0	0	0	0
Napa	59.375000	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	225	303	239	304	68	0	176	0
Pheta1	59.333333	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	127	0	200	239	188	335	93	0	113	0
Gpatch4	59.333333	0	0	0	0	0	0	0	0	0	0	0	0	161	0	109	142	147	0	177	133	241	150	0	164	0
Epn3	59.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	253	158	330	225	194	0	111	0
Cep83	59.333333	0	0	0	0	0	0	0	0	0	0	0	0	429	0	335	0	0	128	133	149	166	84	0	0	0
Usp15	59.291667	0	0	0	0	0	0	0	0	0	0	0	0	210	0	163	82	108	105	116	159	200	147	0	133	0
Per3	59.291667	0	0	106	0	0	0	0	0	169	115	0	0	193	0	80	0	0	0	0	196	114	91	0	359	0
Ptbp1	59.250000	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	105	333	115	240	197	185	150	0	0	0
Knstrn	59.250000	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	123	116	137	267	140	325	175	0	0	0
Epc1	59.250000	0	0	0	0	0	0	0	0	149	0	0	0	121	0	104	102	0	154	148	309	222	113	0	0	0
Zfp959	59.208333	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	98	162	168	220	279	271	0	0	147	0
Mrtfa	59.208333	163	0	0	0	0	0	0	0	123	0	0	0	327	0	195	0	0	167	159	154	133	0	0	0	0
Cops3	59.208333	0	0	0	0	0	0	0	0	157	0	0	0	66	0	0	170	80	156	166	178	253	106	0	89	0
Rpp21	59.125000	0	0	0	0	0	0	0	0	0	0	0	0	250	0	132	0	0	187	169	217	271	193	0	0	0
Mrps16	59.125000	0	0	0	0	0	0	0	0	110	0	0	0	307	0	245	0	0	128	169	131	194	0	0	135	0
Dnajc9	59.125000	0	0	0	0	0	0	0	0	110	0	0	0	307	0	245	0	0	128	169	131	194	0	0	135	0
Cdc14b	59.125000	0	0	0	0	0	0	0	0	126	0	0	0	228	0	0	128	0	192	233	196	229	87	0	0	0
Serpinb5	59.083333	0	0	0	0	0	0	0	0	367	194	0	0	116	0	159	122	147	0	116	0	0	197	0	0	0
Sdad1	59.083333	0	0	0	0	0	0	0	0	179	0	0	0	84	0	125	0	129	88	286	176	351	0	0	0	0
Ppard	59.083333	238	0	0	0	0	0	0	0	116	0	0	0	260	0	0	0	0	138	181	101	272	112	0	0	0
Emp2	59.083333	0	0	0	0	0	0	0	0	0	0	0	0	830	0	588	0	0	0	0	0	0	0	0	0	0
Ankle1	59.083333	0	0	0	0	0	0	0	0	75	0	0	0	211	0	231	0	94	302	218	0	287	0	0	0	0
Lsm10	59.041667	0	0	0	0	0	0	0	0	0	0	0	0	261	0	113	137	0	146	199	226	335	0	0	0	0
Cpt1b	59.041667	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	116	85	189	240	144	223	109	0	150	0
Chkb	59.041667	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	116	85	189	240	144	223	109	0	150	0
Alkbh5	59.041667	0	0	0	0	0	0	0	0	0	0	0	0	92	0	250	0	83	144	139	184	229	111	0	185	0
Wrn	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	286	0	241	154	0	137	68	113	181	122	0	114	0
Snrpg	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	666	0	390	0	0	163	78	119	0	0	0	0	0
Purg	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	286	0	241	154	0	137	68	113	181	122	0	114	0
Ankrd42	59.000000	0	0	0	0	0	0	0	0	106	0	0	0	203	0	145	147	0	189	238	155	233	0	0	0	0
Nprl3	58.958333	0	0	0	0	0	0	0	0	354	113	0	0	194	0	241	163	0	0	178	85	87	0	0	0	0
D630003M21Rik	58.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	124	194	230	223	189	0	195	0
Mfsd8	58.916667	0	0	0	0	0	0	0	0	0	0	0	0	198	0	192	0	0	150	206	214	239	0	0	215	0
Mapk11	58.916667	0	0	0	0	0	0	0	0	123	0	0	0	403	0	114	160	173	0	0	0	161	280	0	0	0
Keap1	58.916667	0	0	0	0	0	0	0	0	0	0	0	0	196	0	153	148	128	176	203	180	230	0	0	0	0
Tomm34	58.833333	0	0	0	0	0	0	0	0	159	0	0	0	119	0	0	126	0	214	199	175	288	0	0	132	0
Stk4	58.833333	0	0	0	0	0	0	0	0	159	0	0	0	119	0	0	126	0	214	199	175	288	0	0	132	0
Ogdh	58.833333	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	110	70	212	165	218	255	69	0	156	0
Naa60	58.833333	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	170	323	232	413	130	0	0	0
Msh3	58.833333	0	0	0	0	0	0	0	0	110	0	0	0	0	0	150	0	0	97	107	136	141	171	0	500	0
Kat6b	58.833333	0	0	0	0	0	0	0	0	152	0	0	0	187	0	100	0	0	244	219	118	170	99	0	123	0
Dhfr	58.833333	0	0	0	0	0	0	0	0	110	0	0	0	0	0	150	0	0	97	107	136	141	171	0	500	0
Rassf1	58.791667	0	0	0	0	0	0	0	0	135	0	0	0	203	0	0	82	108	165	232	184	167	135	0	0	0
Gltp	58.791667	0	0	0	0	0	0	0	0	154	90	0	0	0	0	0	0	0	312	127	241	275	212	0	0	0
Prr3	58.750000	368	0	0	0	0	0	0	0	0	70	0	0	183	0	199	91	114	129	74	92	90	0	0	0	0
Hlf	58.750000	0	0	0	0	0	0	0	0	227	0	0	0	165	0	0	0	0	295	0	328	395	0	0	0	0
Gnl1	58.750000	368	0	0	0	0	0	0	0	0	70	0	0	183	0	199	91	114	129	74	92	90	0	0	0	0
Vmn1r60	58.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	271	219	245	115	366	0	0	0	0
Ube3b	58.708333	278	0	0	0	0	0	0	0	0	0	0	0	154	0	136	0	0	225	0	191	298	127	0	0	0
Kctd10	58.708333	278	0	0	0	0	0	0	0	0	0	0	0	154	0	136	0	0	225	0	191	298	127	0	0	0
Pold1	58.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	84	97	165	240	212	294	80	0	141	0
Pafah1b2	58.666667	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	135	103	182	244	155	221	93	0	154	0
Nxt1	58.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	317	254	373	247	0	0	0
Dyrk1a	58.666667	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	209	263	264	419	0	0	165	0
Cd2ap	58.666667	0	0	0	0	0	0	0	0	105	93	0	0	165	0	109	0	0	233	149	218	336	0	0	0	0
Caprin1	58.666667	0	0	0	0	0	0	0	0	0	0	226	143	212	0	207	0	0	132	190	120	178	0	0	0	0
3830406C13Rik	58.666667	0	0	0	0	0	0	0	0	0	0	0	0	180	0	137	91	116	150	243	151	0	96	0	244	0
Hnrnpa3	58.625000	0	0	0	0	0	0	0	0	0	0	0	0	308	0	225	0	0	129	249	174	204	118	0	0	0
Bag3	58.625000	0	0	0	0	0	0	0	0	0	0	0	0	149	0	120	95	89	184	187	168	313	0	0	102	0
Amt	58.625000	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	360	433	473	0	0	0	0	0
Sprr1b	58.583333	142	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	167	155	214	176	330	0	0	0	0
Snx1	58.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	113	0	310	229	299	261	0	0	112	0
Kdm7a	58.583333	150	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	231	221	385	261	0	0	83	0
Gpat4	58.583333	376	0	0	0	0	0	0	0	0	0	0	0	175	0	143	0	97	158	146	133	0	106	0	72	0
Gdpgp1	58.583333	0	0	0	0	0	0	0	0	210	145	0	0	103	0	179	0	0	214	112	169	141	0	0	133	0
Clca3b	58.583333	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	222	152	189	199	269	246	0	0	0	0
Cib1	58.583333	0	0	0	0	0	0	0	0	210	145	0	0	103	0	179	0	0	214	112	169	141	0	0	133	0
Ciao2a	58.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	113	0	310	229	299	261	0	0	112	0
Chuk	58.583333	0	0	0	0	0	0	0	0	147	0	0	0	247	0	161	0	0	181	200	253	217	0	0	0	0
Cherp	58.583333	93	0	0	0	0	0	0	0	172	0	0	0	129	0	0	0	106	174	148	253	158	0	0	173	0
Vps35	58.541667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	120	118	84	207	190	151	174	174	0	0	0
Sptssa	58.541667	0	0	0	0	0	0	0	0	103	0	0	0	156	0	145	85	0	207	194	99	238	0	0	178	0
Orc6	58.541667	0	0	0	0	0	0	0	0	0	0	0	0	187	0	120	118	84	207	190	151	174	174	0	0	0
Omd	58.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	373	335	216	338	0	0	0	0
Chac1	58.541667	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	126	104	266	188	206	225	0	0	107	0
Zfp628	58.458333	0	0	0	0	0	0	0	0	105	0	0	0	85	0	0	0	0	189	201	207	228	174	0	214	0
Tpgs2	58.458333	0	0	0	0	0	0	0	0	103	0	0	0	312	0	117	131	0	204	144	152	151	0	0	89	0
Ifngr1	58.458333	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	330	150	235	250	89	0	255	0
AW554918	58.458333	0	0	0	0	0	0	0	0	103	0	0	0	312	0	117	131	0	204	144	152	151	0	0	89	0
Upf2	58.416667	0	0	0	0	0	0	0	0	245	0	0	0	0	0	163	0	0	203	210	121	99	127	0	234	0
Slc25a38	58.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	180	146	149	176	163	123	134	0	205	0
Tfe3	58.375000	0	0	0	0	0	0	0	0	0	0	0	0	266	0	164	0	117	179	156	255	153	0	0	111	0
Tdrd1	58.375000	0	0	0	0	0	0	0	0	0	0	0	0	312	0	257	108	0	109	168	105	224	0	0	118	0
Ccdc186	58.375000	0	0	0	0	0	0	0	0	0	0	0	0	312	0	257	108	0	109	168	105	224	0	0	118	0
Hic2	58.333333	0	0	0	0	0	0	0	0	160	0	0	0	200	0	125	118	0	164	0	242	265	0	0	126	0
Ube4b	58.291667	0	0	0	0	0	0	0	0	212	124	0	0	77	0	107	0	0	147	119	155	136	138	0	184	0
Set	58.291667	0	0	0	0	0	0	0	0	131	0	0	0	361	0	334	0	77	0	172	132	192	0	0	0	0
Aadacl2fm1	58.291667	0	0	0	0	0	0	0	0	0	0	0	0	665	0	734	0	0	0	0	0	0	0	0	0	0
Slc31a2	58.250000	0	0	0	0	0	0	0	0	0	0	0	0	122	0	109	93	146	157	118	237	200	119	0	97	0
Shisal2a	58.208333	0	0	0	0	0	0	0	0	0	0	0	0	481	0	234	153	0	125	0	169	167	68	0	0	0
Rps12	58.166667	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	77	355	193	197	267	0	0	185	0
Odf2	58.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	352	338	276	207	0	0	110	0
Fgfr3	58.166667	0	0	0	0	0	0	0	0	0	0	0	0	347	0	322	0	0	205	130	223	169	0	0	0	0
Dync1li2	58.166667	0	0	0	0	0	0	0	0	121	154	0	0	258	0	100	104	187	102	0	133	133	104	0	0	0
Rmdn1	58.125000	0	0	0	0	0	0	0	0	0	0	0	0	137	0	71	0	113	207	213	303	254	0	0	97	0
Prkra	58.125000	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	319	231	310	202	0	0	211	0
Pkmyt1	58.125000	0	0	0	0	0	0	0	0	0	130	0	0	169	0	155	0	98	125	0	178	164	158	0	218	0
Pjvk	58.125000	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	319	231	310	202	0	0	211	0
Pcyox1	58.125000	0	0	0	0	0	0	0	0	0	0	0	0	178	0	156	105	170	89	142	136	170	103	0	146	0
Ercc2	58.125000	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	264	284	234	384	128	0	0	0
Cpne3	58.125000	0	0	0	0	0	0	0	0	0	0	0	0	137	0	71	0	113	207	213	303	254	0	0	97	0
Cox7a2l	58.125000	0	0	0	0	0	0	0	0	0	0	0	0	269	0	161	0	60	200	195	131	213	0	0	166	0
Chka	58.125000	0	0	0	0	0	0	0	0	0	0	0	0	170	0	221	0	0	204	227	248	202	123	0	0	0
Bcdin3d	58.125000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	116	149	174	197	185	260	77	0	79	0
Abcb10	58.125000	0	0	0	0	0	0	0	0	194	0	0	0	210	0	103	0	0	146	142	114	169	204	0	113	0
Wnk1	58.083333	0	0	0	0	0	0	0	0	0	0	0	0	213	0	157	0	0	137	201	222	121	197	0	146	0
Tmem165	58.083333	0	0	0	0	0	0	0	0	0	0	0	0	173	0	208	180	0	173	108	133	143	130	0	146	0
Kank3	58.083333	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	180	190	227	461	0	0	135	0
Zfp59	58.041667	0	0	0	0	0	0	0	0	0	0	0	0	656	0	229	0	0	96	102	0	157	0	0	153	0
Erlec1	58.041667	0	0	0	0	0	0	0	0	0	0	0	0	92	0	123	136	0	288	232	163	359	0	0	0	0
Asb3	58.041667	0	0	0	0	0	0	0	0	0	0	0	0	92	0	123	136	0	288	232	163	359	0	0	0	0
Zfp580	58.000000	0	0	0	0	0	0	0	0	129	0	0	0	123	0	0	0	0	199	157	401	261	122	0	0	0
Tspan17	58.000000	0	0	0	0	0	0	0	0	106	0	0	0	170	0	167	0	115	139	87	108	162	140	0	198	0
Pdlim7	58.000000	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	144	156	335	160	187	163	0	0	163	0
