Target_genes	Zbtb17|Average	SRX543056|70Z/3	SRX3113700|B_cells	SRX821473|Medulloblastoma	SRX821476|Medulloblastoma	SRX821479|Medulloblastoma	SRX3113698|MEF	SRX543048|P6D4	STRING
Kcnq2	39.285714	0	0	275	0	0	0	0	0
Ing5	39.285714	0	136	139	0	0	0	0	0
Iftap	39.285714	0	0	275	0	0	0	0	0
Gm13290	39.285714	0	0	275	0	0	0	0	0
Gm13289	39.285714	0	0	275	0	0	0	0	0
Gm13287	39.285714	0	0	275	0	0	0	0	0
Gm13285	39.285714	0	0	275	0	0	0	0	0
Gm13279	39.285714	0	0	275	0	0	0	0	0
Gm13278	39.285714	0	0	275	0	0	0	0	0
Gm13275	39.285714	0	0	275	0	0	0	0	0
Gm13272	39.285714	0	0	275	0	0	0	0	0
Gimap4	39.285714	0	275	0	0	0	0	0	0
Fbxo6	39.285714	0	177	98	0	0	0	0	0
Dtymk	39.285714	0	136	139	0	0	0	0	0
Ccdc88b	39.285714	0	167	108	0	0	0	0	0
Arl4c	39.285714	0	0	275	0	0	0	0	0
Acap1	39.285714	0	275	0	0	0	0	0	0
1600014C10Rik	39.285714	0	0	275	0	0	0	0	0
0610030E20Rik	39.285714	0	0	275	0	0	0	0	0
Wnk1	39.142857	0	0	136	0	138	0	0	0
Six5	39.142857	0	165	109	0	0	0	0	0
Ptges2	39.142857	0	0	274	0	0	0	0	0
Pigf	39.142857	0	274	0	0	0	0	0	0
Oplah	39.142857	0	0	134	0	140	0	0	0
Nos1	39.142857	0	0	0	274	0	0	0	0
Kat8	39.142857	0	168	106	0	0	0	0	0
Haus4	39.142857	0	0	146	0	128	0	0	0
Fam169b	39.142857	0	274	0	0	0	0	0	0
Cript	39.142857	0	274	0	0	0	0	0	0
Zfp568	39.000000	0	0	107	166	0	0	0	0
Usp18	39.000000	0	0	273	0	0	0	0	0
Ubox5	39.000000	0	0	106	167	0	0	0	0
Tmem249	39.000000	0	273	0	0	0	0	0	0
Slc52a2	39.000000	0	273	0	0	0	0	0	0
Slc1a2	39.000000	0	0	273	0	0	0	0	0
Phlpp1	39.000000	0	273	0	0	0	0	0	0
Ncaph	39.000000	0	0	173	0	100	0	0	0
Mrgprh	39.000000	0	0	273	0	0	0	0	0
Mas1	39.000000	0	0	273	0	0	0	0	0
Irf1	39.000000	0	273	0	0	0	0	0	0
Gm5741	39.000000	0	0	273	0	0	0	0	0
Fbxl6	39.000000	0	273	0	0	0	0	0	0
Fastkd5	39.000000	0	0	106	167	0	0	0	0
Dhps	39.000000	0	0	273	0	0	0	0	0
Depdc7	39.000000	0	273	0	0	0	0	0	0
Cox20	39.000000	0	157	116	0	0	0	0	0
Cdsn	39.000000	0	0	0	0	0	273	0	0
Cd248	39.000000	0	273	0	0	0	0	0	0
Axdnd1	39.000000	0	158	115	0	0	0	0	0
Ttc16	38.857143	0	0	272	0	0	0	0	0
Tonsl	38.857143	0	101	171	0	0	0	0	0
Timm13	38.857143	0	272	0	0	0	0	0	0
Strap	38.857143	0	0	167	0	105	0	0	0
Sox14	38.857143	0	0	272	0	0	0	0	0
Rassf8	38.857143	0	0	112	160	0	0	0	0
Ptrh1	38.857143	0	0	272	0	0	0	0	0
Pfn4	38.857143	0	0	272	0	0	0	0	0
Kcnk13	38.857143	0	0	272	0	0	0	0	0
Katnb1	38.857143	0	178	94	0	0	0	0	0
Ifi44l	38.857143	0	0	124	148	0	0	0	0
Hacd1	38.857143	0	0	272	0	0	0	0	0
H2-Ab1	38.857143	0	175	0	97	0	0	0	0
Triobp	38.714286	0	0	147	124	0	0	0	0
Tmsb10	38.714286	0	147	124	0	0	0	0	0
Stip1	38.714286	0	114	157	0	0	0	0	0
Prkch	38.714286	0	0	271	0	0	0	0	0
Pmepa1	38.714286	0	0	271	0	0	0	0	0
Pcmtd1	38.714286	0	0	271	0	0	0	0	0
Orai3	38.714286	0	0	125	0	146	0	0	0
Kcnk1	38.714286	0	0	271	0	0	0	0	0
Fgf9	38.714286	0	0	143	128	0	0	0	0
Cdh10	38.714286	0	0	142	0	129	0	0	0
Tubb2a	38.571429	0	0	270	0	0	0	0	0
Triap1	38.571429	0	177	93	0	0	0	0	0
Slc7a8	38.571429	0	0	270	0	0	0	0	0
Slc2a4	38.571429	0	0	270	0	0	0	0	0
Prmt2	38.571429	0	270	0	0	0	0	0	0
Plin5	38.571429	0	0	270	0	0	0	0	0
Pdlim2	38.571429	0	270	0	0	0	0	0	0
Mark2	38.571429	0	270	0	0	0	0	0	0
Lta4h	38.571429	0	100	170	0	0	0	0	0
Lrg1	38.571429	0	0	270	0	0	0	0	0
Impg1	38.571429	0	0	0	270	0	0	0	0
Gm13889	38.571429	0	0	158	0	112	0	0	0
Gm13286	38.571429	0	0	143	0	127	0	0	0
Gm13283	38.571429	0	0	143	0	127	0	0	0
Gatc	38.571429	0	177	93	0	0	0	0	0
Ets1	38.571429	0	0	270	0	0	0	0	0
Efnb1	38.571429	0	0	107	163	0	0	0	0
Btg2	38.571429	0	0	0	270	0	0	0	0
Ap1m1	38.571429	0	176	94	0	0	0	0	0
Actl10	38.571429	0	0	270	0	0	0	0	0
1700003F12Rik	38.571429	0	0	270	0	0	0	0	0
Tmem74	38.428571	0	0	269	0	0	0	0	0
Smarca5	38.428571	0	269	0	0	0	0	0	0
Skint9	38.428571	0	0	0	0	0	269	0	0
Pum1	38.428571	0	0	269	0	0	0	0	0
Prdm15	38.428571	0	0	269	0	0	0	0	0
Pdilt	38.428571	0	0	0	0	269	0	0	0
Naa40	38.428571	0	133	136	0	0	0	0	0
N4bp2l1	38.428571	0	269	0	0	0	0	0	0
Krtap16-1	38.428571	0	0	269	0	0	0	0	0
Hmgb2	38.428571	0	269	0	0	0	0	0	0
Dsp	38.428571	0	0	269	0	0	0	0	0
Carhsp1	38.428571	0	113	156	0	0	0	0	0
Camkk1	38.428571	0	0	123	146	0	0	0	0
Banf2	38.428571	0	0	0	269	0	0	0	0
Atf6	38.428571	0	0	269	0	0	0	0	0
Agrn	38.428571	0	0	96	0	173	0	0	0
Acsm5	38.428571	0	0	0	0	269	0	0	0
Zbtb25	38.285714	0	0	268	0	0	0	0	0
Zbtb1	38.285714	0	0	268	0	0	0	0	0
Slc6a8	38.285714	0	0	0	0	268	0	0	0
Rasd1	38.285714	0	268	0	0	0	0	0	0
Ppig	38.285714	0	0	140	0	128	0	0	0
Myh9	38.285714	0	268	0	0	0	0	0	0
Fam111a	38.285714	0	268	0	0	0	0	0	0
Cnot4	38.285714	0	268	0	0	0	0	0	0
Ywhae	38.142857	0	267	0	0	0	0	0	0
Txndc5	38.142857	0	267	0	0	0	0	0	0
Ssx2ip	38.142857	0	0	267	0	0	0	0	0
S100a6	38.142857	0	184	83	0	0	0	0	0
S100a5	38.142857	0	184	83	0	0	0	0	0
Rdh13	38.142857	0	0	146	0	121	0	0	0
Phactr1	38.142857	0	0	267	0	0	0	0	0
Pcdh15	38.142857	0	0	267	0	0	0	0	0
Ermp1	38.142857	0	0	267	0	0	0	0	0
Usp8	38.000000	0	0	266	0	0	0	0	0
Suclg1	38.000000	0	107	159	0	0	0	0	0
Slc4a8	38.000000	0	0	60	0	206	0	0	0
Pdzd8	38.000000	0	138	128	0	0	0	0	0
Mtx2	38.000000	0	186	80	0	0	0	0	0
Gm9639	38.000000	0	0	266	0	0	0	0	0
Gm19668	38.000000	0	0	266	0	0	0	0	0
Dhrs3	38.000000	0	130	0	136	0	0	0	0
Cphx3	38.000000	0	0	0	0	266	0	0	0
Cphx2	38.000000	0	0	0	0	266	0	0	0
Cphx1	38.000000	0	0	0	0	266	0	0	0
Bard1	38.000000	0	266	0	0	0	0	0	0
Aif1l	38.000000	0	0	0	129	137	0	0	0
Zfp790	37.857143	0	0	265	0	0	0	0	0
Zfp367	37.857143	0	265	0	0	0	0	0	0
Txndc15	37.857143	0	0	265	0	0	0	0	0
Tigd5	37.857143	0	0	265	0	0	0	0	0
Stx16	37.857143	0	0	138	127	0	0	0	0
Sfr1	37.857143	0	147	118	0	0	0	0	0
Prr18	37.857143	0	0	113	0	152	0	0	0
Itpr3	37.857143	0	265	0	0	0	0	0	0
Gm13277	37.857143	0	0	265	0	0	0	0	0
Gcc2	37.857143	0	0	265	0	0	0	0	0
Eef1d	37.857143	0	0	265	0	0	0	0	0
Chchd2	37.857143	0	142	123	0	0	0	0	0
Cacng2	37.857143	0	0	265	0	0	0	0	0
Allc	37.857143	0	0	265	0	0	0	0	0
Tspan17	37.714286	0	0	264	0	0	0	0	0
Prkcz	37.714286	0	0	264	0	0	0	0	0
Napa	37.714286	0	264	0	0	0	0	0	0
Lyl1	37.714286	0	264	0	0	0	0	0	0
Eif4e1b	37.714286	0	0	264	0	0	0	0	0
Csgalnact1	37.714286	0	0	164	100	0	0	0	0
Cpeb2	37.714286	0	0	123	0	141	0	0	0
Cpe	37.714286	0	0	264	0	0	0	0	0
Cnep1r1	37.714286	0	0	264	0	0	0	0	0
Cacna2d3	37.714286	0	0	0	0	264	0	0	0
Wdr89	37.571429	0	174	89	0	0	0	0	0
Vezt	37.571429	0	0	263	0	0	0	0	0
Tspear	37.571429	0	0	263	0	0	0	0	0
Tbca	37.571429	0	263	0	0	0	0	0	0
Mettl6	37.571429	0	263	0	0	0	0	0	0
Mcm10	37.571429	95	168	0	0	0	0	0	0
Lrrtm3	37.571429	0	0	263	0	0	0	0	0
Hspa1b	37.571429	0	263	0	0	0	0	0	0
Hddc2	37.571429	0	169	94	0	0	0	0	0
Gm19402	37.571429	0	0	263	0	0	0	0	0
Gm10033	37.571429	0	0	263	0	0	0	0	0
Fgd6	37.571429	0	0	263	0	0	0	0	0
Eaf1	37.571429	0	263	0	0	0	0	0	0
Bcl2a1c	37.571429	0	263	0	0	0	0	0	0
Ap3d1	37.571429	0	0	263	0	0	0	0	0
Vamp9	37.428571	0	0	262	0	0	0	0	0
Tanc1	37.428571	0	117	145	0	0	0	0	0
Taf13	37.428571	0	0	262	0	0	0	0	0
Susd4	37.428571	0	0	129	0	133	0	0	0
Rcor3	37.428571	0	0	262	0	0	0	0	0
Pa2g4	37.428571	0	130	132	0	0	0	0	0
Osgep	37.428571	0	155	0	0	107	0	0	0
Nrbp1	37.428571	0	0	262	0	0	0	0	0
Med13l	37.428571	0	0	262	0	0	0	0	0
Ifi208	37.428571	0	262	0	0	0	0	0	0
E130309D02Rik	37.428571	0	0	262	0	0	0	0	0
Apex1	37.428571	0	155	0	0	107	0	0	0
Ubash3b	37.285714	0	0	142	119	0	0	0	0
Txn1	37.285714	0	0	156	105	0	0	0	0
Trmt6	37.285714	0	133	128	0	0	0	0	0
Tmem89	37.285714	0	0	261	0	0	0	0	0
Stox2	37.285714	0	0	87	0	174	0	0	0
Srr	37.285714	0	135	126	0	0	0	0	0
Smg6	37.285714	0	135	126	0	0	0	0	0
Slc9a3r1	37.285714	0	261	0	0	0	0	0	0
Mcm8	37.285714	0	133	128	0	0	0	0	0
Krtap17-1	37.285714	0	0	261	0	0	0	0	0
Ctsd	37.285714	0	0	261	0	0	0	0	0
Ruvbl2	37.142857	0	260	0	0	0	0	0	0
Pip4p1	37.142857	0	260	0	0	0	0	0	0
Gys1	37.142857	0	260	0	0	0	0	0	0
Dhrs7b	37.142857	0	0	260	0	0	0	0	0
Ctif	37.142857	0	0	260	0	0	0	0	0
Cryba2	37.142857	0	0	140	0	120	0	0	0
Cdiptos	37.142857	0	260	0	0	0	0	0	0
Cdipt	37.142857	0	260	0	0	0	0	0	0
B3galnt1	37.142857	0	0	260	0	0	0	0	0
Ap4e1	37.142857	0	0	260	0	0	0	0	0
Anxa6	37.142857	0	144	116	0	0	0	0	0
Zfp114	37.000000	0	0	134	0	125	0	0	0
Uncx	37.000000	0	0	259	0	0	0	0	0
Pus3	37.000000	0	0	259	0	0	0	0	0
Ppp1r37	37.000000	0	259	0	0	0	0	0	0
Pitx2	37.000000	0	0	259	0	0	0	0	0
Pitpna	37.000000	0	166	93	0	0	0	0	0
Ntn5	37.000000	0	0	259	0	0	0	0	0
Il4ra	37.000000	0	0	259	0	0	0	0	0
Il25	37.000000	0	0	0	0	259	0	0	0
H3c15	37.000000	0	0	0	0	259	0	0	0
H3c14	37.000000	0	0	0	0	259	0	0	0
H2ac19	37.000000	0	0	0	0	259	0	0	0
H2ac18	37.000000	0	0	0	0	259	0	0	0
Fignl1	37.000000	0	0	165	0	94	0	0	0
Fam71e1	37.000000	0	118	141	0	0	0	0	0
Emc10	37.000000	0	118	141	0	0	0	0	0
Ddx25	37.000000	0	0	259	0	0	0	0	0
Cxxc1	37.000000	0	122	137	0	0	0	0	0
Cmtm5	37.000000	0	0	0	0	259	0	0	0
Bpifb5	37.000000	0	0	0	0	259	0	0	0
Usp1	36.857143	0	125	133	0	0	0	0	0
Tmod4	36.857143	0	0	258	0	0	0	0	0
Soga1	36.857143	0	0	258	0	0	0	0	0
Iffo1	36.857143	0	0	0	0	258	0	0	0
Gapdhs	36.857143	0	0	258	0	0	0	0	0
Gale	36.857143	0	0	258	0	0	0	0	0
Bbs9	36.857143	0	0	258	0	0	0	0	0
Arhgap30	36.857143	0	258	0	0	0	0	0	0
Adgrf3	36.857143	0	0	258	0	0	0	0	0
Adgrf1	36.857143	0	0	110	0	148	0	0	0
Tspan32	36.714286	0	0	0	0	257	0	0	0
Trim5	36.714286	0	257	0	0	0	0	0	0
Slc30a10	36.714286	0	0	257	0	0	0	0	0
Sacm1l	36.714286	0	0	257	0	0	0	0	0
Nt5m	36.714286	0	0	257	0	0	0	0	0
Mei1	36.714286	0	0	257	0	0	0	0	0
Hnf1b	36.714286	0	0	0	145	112	0	0	0
Foxo4	36.714286	0	159	98	0	0	0	0	0
Dpp9	36.714286	0	0	257	0	0	0	0	0
Cdh6	36.714286	0	0	119	0	138	0	0	0
Cadm4	36.714286	0	0	98	159	0	0	0	0
Ahcyl2	36.714286	0	0	0	0	257	0	0	0
Timm8b	36.571429	0	150	106	0	0	0	0	0
Tasp1	36.571429	0	0	256	0	0	0	0	0
Taf8	36.571429	0	156	100	0	0	0	0	0
Sult4a1	36.571429	0	0	256	0	0	0	0	0
Stam	36.571429	0	0	256	0	0	0	0	0
Sdhd	36.571429	0	150	106	0	0	0	0	0
Scn3b	36.571429	0	0	256	0	0	0	0	0
Prss23	36.571429	0	0	0	0	256	0	0	0
Plekhm2	36.571429	0	256	0	0	0	0	0	0
Neo1	36.571429	0	0	256	0	0	0	0	0
Gprin1	36.571429	0	0	256	0	0	0	0	0
Cela1	36.571429	0	0	256	0	0	0	0	0
Sec61g	36.428571	0	0	255	0	0	0	0	0
Rnf20	36.428571	0	255	0	0	0	0	0	0
Rars2	36.428571	0	255	0	0	0	0	0	0
Plcxd3	36.428571	0	0	0	0	255	0	0	0
Perp	36.428571	0	0	170	0	85	0	0	0
Orc3	36.428571	0	255	0	0	0	0	0	0
Nfib	36.428571	0	0	255	0	0	0	0	0
Ncf4	36.428571	0	255	0	0	0	0	0	0
Mex3b	36.428571	0	0	255	0	0	0	0	0
Htr3a	36.428571	0	0	143	0	112	0	0	0
D630023F18Rik	36.428571	0	0	255	0	0	0	0	0
Cdca8	36.428571	0	180	75	0	0	0	0	0
Bicdl2	36.428571	0	255	0	0	0	0	0	0
Armc3	36.428571	0	0	0	126	129	0	0	0
Arl4d	36.428571	0	116	139	0	0	0	0	0
9930104L06Rik	36.428571	0	180	75	0	0	0	0	0
Wdr20	36.285714	0	117	137	0	0	0	0	0
Trp53rkb	36.285714	0	159	95	0	0	0	0	0
Tgfbr2	36.285714	0	254	0	0	0	0	0	0
Prr7	36.285714	0	0	254	0	0	0	0	0
Npr3	36.285714	0	0	254	0	0	0	0	0
Icam5	36.285714	0	254	0	0	0	0	0	0
Icam4	36.285714	0	254	0	0	0	0	0	0
Car4	36.285714	0	0	254	0	0	0	0	0
Agtpbp1	36.285714	0	0	254	0	0	0	0	0
Adamts10	36.285714	0	158	0	0	96	0	0	0
Zfp146	36.142857	0	142	111	0	0	0	0	0
Vkorc1l1	36.142857	0	253	0	0	0	0	0	0
Vapa	36.142857	0	109	144	0	0	0	0	0
Tfe3	36.142857	0	253	0	0	0	0	0	0
Smurf1	36.142857	0	0	253	0	0	0	0	0
Slc28a1	36.142857	0	0	0	0	253	0	0	0
Scrn2	36.142857	0	0	253	0	0	0	0	0
Pnpla7	36.142857	0	149	104	0	0	0	0	0
Pik3ca	36.142857	0	152	101	0	0	0	0	0
Msh3	36.142857	0	253	0	0	0	0	0	0
Mrpl41	36.142857	0	149	104	0	0	0	0	0
Map4k2	36.142857	0	253	0	0	0	0	0	0
Hoxb9	36.142857	0	0	253	0	0	0	0	0
Hacd2	36.142857	0	253	0	0	0	0	0	0
H3f3b	36.142857	0	0	253	0	0	0	0	0
Dnmt1	36.142857	0	253	0	0	0	0	0	0
Dhfr	36.142857	0	253	0	0	0	0	0	0
Bnip1	36.142857	0	0	253	0	0	0	0	0
Stk19	36.000000	0	147	105	0	0	0	0	0
Spg21	36.000000	0	0	252	0	0	0	0	0
Rpl32	36.000000	0	0	93	0	159	0	0	0
Nfatc3	36.000000	0	0	252	0	0	0	0	0
Mmaa	36.000000	0	0	252	0	0	0	0	0
Lhfpl5	36.000000	0	0	153	0	99	0	0	0
Gpr142	36.000000	0	0	139	0	113	0	0	0
Gmppa	36.000000	0	0	252	0	0	0	0	0
Glrx	36.000000	0	0	252	0	0	0	0	0
Foxk2	36.000000	0	0	252	0	0	0	0	0
Fmnl1	36.000000	0	252	0	0	0	0	0	0
Fam167b	36.000000	0	252	0	0	0	0	0	0
Dxo	36.000000	0	147	105	0	0	0	0	0
Cradd	36.000000	0	0	252	0	0	0	0	0
Btaf1	36.000000	0	252	0	0	0	0	0	0
Shisa4	35.857143	0	0	0	0	251	0	0	0
Rcsd1	35.857143	0	251	0	0	0	0	0	0
Plxna4	35.857143	0	0	251	0	0	0	0	0
Meox1	35.857143	0	0	103	148	0	0	0	0
Ifngr2	35.857143	0	251	0	0	0	0	0	0
Galm	35.857143	0	134	0	117	0	0	0	0
Trim27	35.714286	0	0	250	0	0	0	0	0
Tmem200c	35.714286	0	0	250	0	0	0	0	0
Spryd7	35.714286	0	250	0	0	0	0	0	0
Rnf31	35.714286	0	250	0	0	0	0	0	0
Psme2	35.714286	0	250	0	0	0	0	0	0
Pgf	35.714286	0	0	250	0	0	0	0	0
Nphp1	35.714286	0	0	250	0	0	0	0	0
Mtln	35.714286	0	0	250	0	0	0	0	0
Ltn1	35.714286	0	250	0	0	0	0	0	0
Ibtk	35.714286	0	250	0	0	0	0	0	0
Gpr6	35.714286	0	0	250	0	0	0	0	0
Bex6	35.714286	0	250	0	0	0	0	0	0
Bbs2	35.714286	0	118	0	0	132	0	0	0
Yap1	35.571429	0	0	0	134	115	0	0	0
Stat6	35.571429	0	249	0	0	0	0	0	0
Rps27a	35.571429	0	249	0	0	0	0	0	0
Ptp4a2	35.571429	0	249	0	0	0	0	0	0
Med18	35.571429	0	0	249	0	0	0	0	0
Gstp1	35.571429	0	115	134	0	0	0	0	0
Fermt3	35.571429	0	140	109	0	0	0	0	0
Fcf1	35.571429	0	249	0	0	0	0	0	0
Epb41l1	35.571429	0	0	143	0	106	0	0	0
Clhc1	35.571429	0	249	0	0	0	0	0	0
Akap8	35.571429	0	249	0	0	0	0	0	0
Vill	35.428571	0	0	0	248	0	0	0	0
Ufl1	35.428571	0	0	248	0	0	0	0	0
Tars	35.428571	0	133	115	0	0	0	0	0
Sigirr	35.428571	0	248	0	0	0	0	0	0
Rasip1	35.428571	0	0	248	0	0	0	0	0
Myo5b	35.428571	0	0	248	0	0	0	0	0
Map4k5	35.428571	0	248	0	0	0	0	0	0
Lgr6	35.428571	0	0	248	0	0	0	0	0
Izumo1	35.428571	0	0	248	0	0	0	0	0
Hps3	35.428571	0	78	170	0	0	0	0	0
Hoxc8	35.428571	0	0	0	248	0	0	0	0
Fbxl13	35.428571	0	0	248	0	0	0	0	0
Ddah2	35.428571	0	0	157	0	91	0	0	0
Cab39	35.428571	0	0	0	248	0	0	0	0
Atl1	35.428571	0	248	0	0	0	0	0	0
Armc10	35.428571	0	0	248	0	0	0	0	0
Zfp369	35.285714	0	247	0	0	0	0	0	0
Zfp281	35.285714	0	247	0	0	0	0	0	0
Slc27a1	35.285714	0	0	141	0	106	0	0	0
Shpk	35.285714	0	0	0	109	138	0	0	0
Rpl38	35.285714	0	0	247	0	0	0	0	0
Qk	35.285714	0	0	135	112	0	0	0	0
Psma3	35.285714	0	0	247	0	0	0	0	0
Ocstamp	35.285714	0	0	247	0	0	0	0	0
Nuf2	35.285714	0	0	247	0	0	0	0	0
Fam3c	35.285714	0	0	247	0	0	0	0	0
Dph7	35.285714	0	0	143	104	0	0	0	0
Ctns	35.285714	0	0	0	109	138	0	0	0
Clec2d	35.285714	0	142	0	0	105	0	0	0
Adarb1	35.285714	0	0	247	0	0	0	0	0
Abca8b	35.285714	0	0	247	0	0	0	0	0
Vasn	35.142857	0	0	246	0	0	0	0	0
Ttbk2	35.142857	0	0	246	0	0	0	0	0
Paqr4	35.142857	0	246	0	0	0	0	0	0
Mrpl28	35.142857	0	246	0	0	0	0	0	0
Mif4gd	35.142857	0	246	0	0	0	0	0	0
Dclk1	35.142857	0	0	246	0	0	0	0	0
Dazap1	35.142857	0	246	0	0	0	0	0	0
Ctc1	35.142857	0	0	246	0	0	0	0	0
Cops4	35.142857	0	0	246	0	0	0	0	0
Cntn4	35.142857	0	0	246	0	0	0	0	0
Cap1	35.142857	0	246	0	0	0	0	0	0
Alg13	35.142857	0	0	134	0	0	112	0	0
A830018L16Rik	35.142857	0	0	246	0	0	0	0	0
Tomm70a	35.000000	0	245	0	0	0	0	0	0
Thnsl1	35.000000	0	245	0	0	0	0	0	0
Stxbp3	35.000000	0	245	0	0	0	0	0	0
Serac1	35.000000	0	245	0	0	0	0	0	0
Prr5	35.000000	0	0	0	137	108	0	0	0
Onecut2	35.000000	0	0	245	0	0	0	0	0
Notch4	35.000000	0	245	0	0	0	0	0	0
Itih4	35.000000	0	0	0	117	128	0	0	0
Gtf2h5	35.000000	0	245	0	0	0	0	0	0
Flrt3	35.000000	0	0	245	0	0	0	0	0
Fam189a2	35.000000	0	0	245	0	0	0	0	0
Enkur	35.000000	0	245	0	0	0	0	0	0
Eaf2	35.000000	0	245	0	0	0	0	0	0
Dusp22	35.000000	0	0	245	0	0	0	0	0
Cdc34	35.000000	0	0	245	0	0	0	0	0
Casp8	35.000000	0	245	0	0	0	0	0	0
Tmod2	34.857143	0	0	244	0	0	0	0	0
Stxbp5	34.857143	0	0	244	0	0	0	0	0
Shroom3	34.857143	0	0	244	0	0	0	0	0
Nrn1l	34.857143	0	0	244	0	0	0	0	0
Mri1	34.857143	0	93	151	0	0	0	0	0
Megf9	34.857143	0	101	143	0	0	0	0	0
Gm13288	34.857143	0	0	244	0	0	0	0	0
Eya2	34.857143	0	0	157	0	87	0	0	0
Chrng	34.857143	0	0	0	244	0	0	0	0
Armc1	34.857143	0	0	244	0	0	0	0	0
3110040N11Rik	34.857143	0	142	102	0	0	0	0	0
2610507B11Rik	34.857143	0	0	244	0	0	0	0	0
Zkscan1	34.714286	0	0	243	0	0	0	0	0
Tmed9	34.714286	0	243	0	0	0	0	0	0
Tcf20	34.714286	0	0	243	0	0	0	0	0
Srfbp1	34.714286	0	243	0	0	0	0	0	0
Smc3	34.714286	0	0	243	0	0	0	0	0
Slco5a1	34.714286	0	0	243	0	0	0	0	0
Rps24	34.714286	0	243	0	0	0	0	0	0
Rin3	34.714286	0	0	137	106	0	0	0	0
Ptgfrn	34.714286	0	0	243	0	0	0	0	0
Polr3a	34.714286	0	243	0	0	0	0	0	0
Pim2	34.714286	0	243	0	0	0	0	0	0
Nob1	34.714286	0	0	243	0	0	0	0	0
Nhs	34.714286	0	0	243	0	0	0	0	0
Mis18bp1	34.714286	0	243	0	0	0	0	0	0
Gsk3a	34.714286	0	121	122	0	0	0	0	0
Eci1	34.714286	0	0	243	0	0	0	0	0
Asic1	34.714286	0	0	243	0	0	0	0	0
Ap3s2	34.714286	0	0	243	0	0	0	0	0
Ago3	34.714286	0	0	243	0	0	0	0	0
Zbtb17	34.571429	0	0	242	0	0	0	0	0
Slc24a3	34.571429	0	0	242	0	0	0	0	0
Pole2	34.571429	0	0	242	0	0	0	0	0
Misp3	34.571429	0	0	242	0	0	0	0	0
Limch1	34.571429	0	0	242	0	0	0	0	0
Coq9	34.571429	0	0	242	0	0	0	0	0
Ciapin1	34.571429	0	0	242	0	0	0	0	0
Capza1	34.571429	0	132	110	0	0	0	0	0
Cabp1	34.571429	0	0	242	0	0	0	0	0
Aph1b	34.571429	0	159	83	0	0	0	0	0
2410004P03Rik	34.571429	0	0	242	0	0	0	0	0
Zbtb21	34.428571	0	0	241	0	0	0	0	0
Vps50	34.428571	0	0	241	0	0	0	0	0
Vmn2r4	34.428571	0	241	0	0	0	0	0	0
Unc5cl	34.428571	0	0	87	0	154	0	0	0
Twf2	34.428571	0	0	0	241	0	0	0	0
Tspo2	34.428571	0	0	87	0	154	0	0	0
Ticrr	34.428571	0	241	0	0	0	0	0	0
Samd11	34.428571	0	0	241	0	0	0	0	0
Rnf13	34.428571	0	99	142	0	0	0	0	0
Ppm1m	34.428571	0	0	0	241	0	0	0	0
Nudt3	34.428571	0	0	0	0	241	0	0	0
Mrps30	34.428571	0	0	241	0	0	0	0	0
Magee1	34.428571	0	0	241	0	0	0	0	0
Hoxd8	34.428571	0	0	241	0	0	0	0	0
Hepacam2	34.428571	0	0	241	0	0	0	0	0
Gbp9	34.428571	0	241	0	0	0	0	0	0
Fsd1l	34.428571	0	0	241	0	0	0	0	0
Dbn1	34.428571	0	0	241	0	0	0	0	0
Cyp4f39	34.428571	0	0	0	0	0	241	0	0
Cdh5	34.428571	0	0	241	0	0	0	0	0
Cdh12	34.428571	0	241	0	0	0	0	0	0
Bsg	34.428571	0	0	0	0	241	0	0	0
Ak1	34.428571	0	0	132	0	0	109	0	0
Zbtb37	34.285714	0	240	0	0	0	0	0	0
Tsacc	34.285714	0	140	0	100	0	0	0	0
Rnf43	34.285714	0	0	240	0	0	0	0	0
Ostf1	34.285714	0	0	240	0	0	0	0	0
Nmrk1	34.285714	0	0	240	0	0	0	0	0
Nhlh2	34.285714	0	0	240	0	0	0	0	0
Mrpl16	34.285714	0	0	240	0	0	0	0	0
Lgalsl	34.285714	0	0	240	0	0	0	0	0
Kctd1	34.285714	0	0	124	0	116	0	0	0
Grik3	34.285714	0	0	170	0	70	0	0	0
Cct3	34.285714	0	140	0	100	0	0	0	0
Zcchc18	34.142857	0	0	239	0	0	0	0	0
Tsfm	34.142857	0	0	239	0	0	0	0	0
Rprd1a	34.142857	0	239	0	0	0	0	0	0
Preb	34.142857	0	239	0	0	0	0	0	0
Plppr1	34.142857	0	0	147	0	92	0	0	0
Plin3	34.142857	0	0	115	0	124	0	0	0
Pld3	34.142857	0	142	97	0	0	0	0	0
Nufip2	34.142857	0	135	104	0	0	0	0	0
Nsmce4a	34.142857	0	0	116	123	0	0	0	0
Mtmr4	34.142857	0	141	98	0	0	0	0	0
Man1a2	34.142857	0	0	106	0	133	0	0	0
Lag3	34.142857	0	239	0	0	0	0	0	0
Jade2	34.142857	0	141	0	0	98	0	0	0
Il10ra	34.142857	0	239	0	0	0	0	0	0
Gkap1	34.142857	0	0	239	0	0	0	0	0
Fanca	34.142857	0	0	239	0	0	0	0	0
B3gnt8	34.142857	0	239	0	0	0	0	0	0
2310022A10Rik	34.142857	0	142	97	0	0	0	0	0
Tmem270	34.000000	0	0	238	0	0	0	0	0
Scyl1	34.000000	0	0	238	0	0	0	0	0
Rtn3	34.000000	0	0	238	0	0	0	0	0
