Target_genes	Maff|Average	SRX122436|Dendritic_Cells	SRX122437|Dendritic_Cells	SRX122438|Dendritic_Cells	SRX122439|Dendritic_Cells	SRX3730247|Trophoblast_stem_cells	SRX3730248|Trophoblast_stem_cells	SRX3730279|Trophoblast_stem_cells	STRING
D230025D16Rik	24.857143	0	0	0	0	0	0	174	0
Arrdc2	24.857143	0	0	0	0	0	0	174	0
Zfp869	24.714286	0	0	0	0	0	0	173	0
Zfp341	24.714286	0	0	0	0	0	0	173	0
Ubap1l	24.714286	0	0	0	0	0	0	173	0
Tmed9	24.714286	0	0	0	0	0	0	173	0
Ripk3	24.714286	0	0	0	0	0	0	173	0
Napg	24.714286	0	0	0	0	0	0	173	0
Mthfd2l	24.714286	0	0	0	0	0	0	173	0
Man1c1	24.714286	0	0	0	0	0	0	173	0
Klhl25	24.714286	0	0	0	0	0	0	173	0
Gemin5	24.714286	0	0	0	0	0	0	173	0
Egfl7	24.714286	0	0	0	0	0	0	173	0
Abcf2	24.714286	0	0	0	0	0	0	173	0
Xlr5b	24.571429	0	0	0	0	0	0	172	0
Vps51	24.571429	0	0	0	0	0	0	172	0
Txndc9	24.571429	0	0	0	0	0	0	172	0
Syne1	24.571429	0	0	0	0	0	0	172	0
Srebf1	24.571429	0	0	0	0	172	0	0	0
Rdm1	24.571429	0	0	0	0	0	0	172	0
Rap1gap	24.571429	0	0	0	0	0	0	172	0
Pla2g4f	24.571429	0	0	0	0	0	0	172	0
Med21	24.571429	0	0	0	0	0	0	172	0
Cyp1a1	24.571429	0	0	0	0	172	0	0	0
Cep57l1	24.571429	0	0	0	0	0	0	172	0
Wdr74	24.428571	0	0	0	0	0	0	171	0
Vmac	24.428571	0	0	0	0	0	0	171	0
Ssh1	24.428571	0	0	0	0	0	0	171	0
Sirt4	24.428571	0	0	0	0	0	0	171	0
Sel1l	24.428571	0	0	0	0	0	0	171	0
Rundc1	24.428571	0	0	0	0	0	0	171	0
Rpl5	24.428571	0	0	0	0	0	0	171	0
Rnase2a	24.428571	0	0	0	0	0	0	171	0
Ptges3l	24.428571	0	0	0	0	0	0	171	0
Prr23a2	24.428571	0	0	0	0	0	0	171	0
Prnp	24.428571	0	0	0	0	0	0	171	0
Prn	24.428571	0	0	0	0	0	0	171	0
Pacs2	24.428571	0	0	0	0	75	0	96	0
Ostc	24.428571	0	0	0	0	0	0	171	0
Ngdn	24.428571	0	0	0	0	0	0	171	0
Nfx1	24.428571	0	0	0	0	0	0	171	0
Ndufa11	24.428571	0	0	0	0	0	0	171	0
Mrpl34	24.428571	0	0	0	0	0	0	171	0
Lyrm1	24.428571	0	0	0	0	0	0	171	0
Lrp11	24.428571	0	0	0	0	0	0	171	0
Katna1	24.428571	0	0	0	0	0	0	171	0
Gvin1	24.428571	0	0	0	0	94	0	77	0
Gm4070	24.428571	0	0	0	0	94	0	77	0
Galnt2	24.428571	0	0	0	0	0	0	171	0
Ethe1	24.428571	0	0	0	0	0	0	171	0
Dda1	24.428571	0	0	0	0	0	0	171	0
Dcun1d3	24.428571	0	0	0	0	0	0	171	0
Dcaf1	24.428571	0	0	0	0	0	0	171	0
Cstf3	24.428571	0	0	0	0	0	0	171	0
Agfg2	24.428571	0	0	0	0	0	0	171	0
Abhd8	24.428571	0	0	0	0	0	0	171	0
Vwa1	24.285714	0	0	0	0	0	0	170	0
Tmem104	24.285714	0	0	0	0	0	0	170	0
Tgds	24.285714	0	0	0	0	0	0	170	0
Spast	24.285714	0	0	0	0	0	0	170	0
Slc46a1	24.285714	0	0	0	0	0	0	170	0
Pla2g7	24.285714	0	0	0	0	0	0	170	0
Pdrg1	24.285714	0	0	0	0	0	0	170	0
Nat9	24.285714	0	0	0	0	0	0	170	0
Ly6a	24.285714	0	0	0	0	0	0	170	0
Gpr180	24.285714	0	0	0	0	0	0	170	0
Gnb1	24.285714	0	0	0	0	0	0	170	0
Ercc6	24.285714	0	0	0	0	0	0	170	0
Dyrk2	24.285714	0	0	0	0	0	0	170	0
Dmrta2	24.285714	0	0	0	0	0	0	170	0
Ctbp1	24.285714	0	0	0	0	0	0	170	0
Btbd11	24.285714	0	0	0	0	0	0	170	0
Wfs1	24.142857	0	0	0	0	0	0	169	0
Usp29	24.142857	0	0	0	0	0	0	169	0
Ubr3	24.142857	0	0	0	0	0	0	169	0
Txndc17	24.142857	0	0	0	0	0	0	169	0
Trpv4	24.142857	169	0	0	0	0	0	0	0
Snx2	24.142857	0	0	0	0	0	0	169	0
Ptpn23	24.142857	0	0	0	0	0	0	169	0
Pkn2	24.142857	0	0	0	0	0	0	169	0
Peg3	24.142857	0	0	0	0	0	0	169	0
Pcdhgc5	24.142857	0	0	0	0	0	0	169	0
Paqr3	24.142857	0	0	0	0	0	0	169	0
Olfr1428	24.142857	0	0	0	0	169	0	0	0
Nid1	24.142857	0	0	0	0	0	0	169	0
Ndufa6	24.142857	0	0	0	0	0	0	169	0
Nck1	24.142857	0	0	0	0	0	0	169	0
Lin54	24.142857	0	0	0	0	0	0	169	0
Lims1	24.142857	0	0	0	0	0	0	169	0
Lama1	24.142857	0	0	0	0	169	0	0	0
Hsd17b14	24.142857	0	0	0	0	0	0	169	0
Gspt1	24.142857	0	0	0	0	0	0	169	0
Gm3752	24.142857	0	0	0	0	0	0	169	0
Gm2956	24.142857	0	0	0	0	0	0	169	0
Fgfr1	24.142857	0	0	0	0	0	0	169	0
Ephx3	24.142857	0	0	0	0	0	0	169	0
Eef2k	24.142857	0	0	0	0	0	0	169	0
Chpf2	24.142857	0	0	0	0	0	0	169	0
Camsap1	24.142857	0	0	0	0	0	0	169	0
BC052040	24.142857	0	0	0	0	0	0	169	0
Asnsd1	24.142857	0	0	0	0	0	0	169	0
Asdurf	24.142857	0	0	0	0	0	0	169	0
4933427D14Rik	24.142857	0	0	0	0	0	0	169	0
Vmn2r4	24.000000	0	0	0	0	168	0	0	0
Tuba4a	24.000000	0	0	0	0	0	0	168	0
Tor3a	24.000000	0	0	0	0	0	0	168	0
Tmem59	24.000000	0	0	0	0	0	0	168	0
Timm10b	24.000000	0	0	0	0	0	0	168	0
Tceanc2	24.000000	0	0	0	0	0	0	168	0
Scn8a	24.000000	0	0	0	0	0	0	168	0
Rps6ka6	24.000000	0	0	0	0	0	0	168	0
Rap1gds1	24.000000	0	0	0	0	0	0	168	0
Prrxl1	24.000000	0	0	0	0	0	0	168	0
Ppp1r3f	24.000000	0	0	0	0	0	0	168	0
Plcb2	24.000000	0	0	0	0	0	0	168	0
Insig2	24.000000	0	0	0	0	0	0	168	0
Ido2	24.000000	0	0	0	0	0	0	168	0
Gstm5	24.000000	0	0	0	0	0	0	168	0
Gm21885	24.000000	0	0	0	0	0	0	168	0
Gan	24.000000	0	0	0	0	0	0	168	0
Fbrs	24.000000	0	0	0	0	0	0	168	0
Fam76a	24.000000	0	0	0	0	0	0	168	0
Dnajb6	24.000000	0	0	0	0	0	0	168	0
Cd52	24.000000	0	0	0	0	0	0	168	0
B230307C23Rik	24.000000	0	0	0	0	0	0	168	0
Arfip2	24.000000	0	0	0	0	0	0	168	0
Zkscan5	23.857143	0	0	0	0	0	0	167	0
Zkscan14	23.857143	0	0	0	0	0	0	167	0
Zfp346	23.857143	0	0	0	0	0	0	167	0
Zfp345	23.857143	0	0	0	0	0	0	167	0
Vamp8	23.857143	0	0	0	0	0	0	167	0
Uimc1	23.857143	0	0	0	0	0	0	167	0
Trpv3	23.857143	0	0	0	0	167	0	0	0
Tmem140	23.857143	0	0	0	0	167	0	0	0
Tdgf1	23.857143	0	0	0	0	0	0	167	0
Sass6	23.857143	0	0	0	0	0	0	167	0
Rcan3	23.857143	0	0	0	0	0	0	167	0
Rapgef6	23.857143	0	0	0	0	0	0	167	0
Poldip3	23.857143	0	0	0	0	0	0	167	0
Pik3ca	23.857143	0	0	0	0	0	0	167	0
Pde5a	23.857143	0	0	0	0	0	0	167	0
Mvb12a	23.857143	0	0	0	0	0	0	167	0
Mlst8	23.857143	0	0	0	0	0	0	167	0
Mettl7a2	23.857143	0	0	0	0	0	0	167	0
Methig1	23.857143	0	0	0	0	0	0	167	0
Lrrc2	23.857143	0	0	0	0	0	0	167	0
Igfals	23.857143	0	0	0	0	0	0	167	0
Gorasp2	23.857143	0	0	0	0	0	0	167	0
Fn3krp	23.857143	0	0	0	0	0	0	167	0
Epg5	23.857143	0	0	0	0	0	0	167	0
Dph2	23.857143	0	0	0	0	0	0	167	0
Cnot8	23.857143	0	0	0	0	0	0	167	0
Clpp	23.857143	0	0	0	0	0	0	167	0
Cldn13	23.857143	0	0	0	0	81	0	86	0
Bricd5	23.857143	0	0	0	0	0	0	167	0
Birc7	23.857143	0	0	0	0	0	0	167	0
B4galt2	23.857143	0	0	0	0	0	0	167	0
Atp6v0b	23.857143	0	0	0	0	0	0	167	0
Aaas	23.857143	0	0	0	0	0	0	167	0
Zfp995	23.714286	0	0	0	0	0	0	166	0
Zfp329	23.714286	0	0	0	0	0	0	166	0
Zcchc8	23.714286	0	0	0	0	0	0	166	0
Wt1	23.714286	0	0	0	0	0	0	166	0
Vwc2l	23.714286	0	0	0	0	0	0	166	0
Usp36	23.714286	0	0	0	0	0	0	166	0
Tbcb	23.714286	0	0	0	0	0	0	166	0
Tars2	23.714286	0	0	0	0	0	0	166	0
Spty2d1	23.714286	0	0	0	0	0	0	166	0
Sf3a2	23.714286	0	0	0	0	0	0	166	0
Ptx3	23.714286	0	0	0	0	0	0	166	0
Pou4f1	23.714286	0	0	0	0	0	0	166	0
Polr2i	23.714286	0	0	0	0	0	0	166	0
Plekhj1	23.714286	0	0	0	0	0	0	166	0
Ovol3	23.714286	0	0	0	0	0	0	166	0
Olfr203	23.714286	0	0	0	0	0	0	166	0
Ogfrl1	23.714286	0	0	0	0	0	0	166	0
Mmadhc	23.714286	0	0	0	0	0	0	166	0
Med13l	23.714286	0	0	0	0	0	0	166	0
Kremen2	23.714286	0	0	0	0	0	0	166	0
Kif5c	23.714286	0	0	0	0	0	0	166	0
Ica1	23.714286	0	0	0	0	0	0	166	0
Hrob	23.714286	0	0	0	0	0	0	166	0
Gm8300	23.714286	0	0	0	0	0	0	166	0
Gm8232	23.714286	0	0	0	0	0	0	166	0
Gm33887	23.714286	0	0	0	0	0	166	0	0
Fbxo39	23.714286	0	0	0	0	0	0	166	0
Eid2b	23.714286	0	0	0	0	0	0	166	0
Dmrtb1	23.714286	0	0	0	0	0	0	166	0
Cpsf4l	23.714286	0	0	0	0	0	0	166	0
Chrnb2	23.714286	0	0	0	0	0	0	166	0
Atp13a4	23.714286	0	0	0	0	0	0	166	0
Armc9	23.714286	0	0	0	0	166	0	0	0
Ammecr1	23.714286	0	0	0	0	0	0	166	0
Syde2	23.571429	0	0	0	0	0	0	165	0
Slc35b1	23.571429	0	0	0	0	0	0	165	0
Plin3	23.571429	0	0	0	0	0	0	165	0
Odf2	23.571429	0	0	0	0	0	0	165	0
Maats1	23.571429	0	0	0	0	0	0	165	0
Kifap3	23.571429	0	0	0	0	0	165	0	0
Fyttd1	23.571429	0	0	0	0	0	0	165	0
Fcna	23.571429	0	0	0	0	0	0	165	0
Cd55b	23.571429	0	0	0	0	165	0	0	0
Ccnt2	23.571429	0	0	0	0	0	0	165	0
Birc6	23.571429	0	0	0	0	0	0	165	0
Arfip1	23.571429	0	0	0	0	0	0	165	0
Anapc11	23.571429	0	0	0	0	0	0	165	0
Alyref	23.571429	0	0	0	0	0	0	165	0
Zkscan17	23.428571	0	0	0	0	0	0	164	0
Zfp746	23.428571	0	0	0	0	0	0	164	0
Urgcp	23.428571	0	0	0	0	0	0	164	0
Upf1	23.428571	0	0	0	0	0	0	164	0
Uba5	23.428571	0	0	0	0	0	0	164	0
Shroom4	23.428571	0	0	0	0	0	164	0	0
Pde3b	23.428571	0	0	0	0	164	0	0	0
Max	23.428571	0	0	0	0	0	0	164	0
Ggact	23.428571	0	0	0	0	0	0	164	0
Fcgr4	23.428571	0	0	0	0	0	0	164	0
Ehbp1l1	23.428571	0	0	0	0	0	0	164	0
Dus2	23.428571	0	0	0	0	0	0	164	0
Dera	23.428571	0	0	0	0	0	0	164	0
Ddx28	23.428571	0	0	0	0	0	0	164	0
D630003M21Rik	23.428571	0	0	0	0	0	0	164	0
Cx3cl1	23.428571	0	0	0	0	0	0	164	0
Coro1c	23.428571	0	0	0	0	0	0	164	0
Acad11	23.428571	0	0	0	0	0	0	164	0
Zfp770	23.285714	0	0	0	0	0	0	163	0
Zbtb12	23.285714	0	0	0	0	0	0	163	0
Vmp1	23.285714	0	0	0	0	0	0	163	0
Tasor	23.285714	0	0	0	0	0	0	163	0
Stk11	23.285714	0	0	0	0	0	0	163	0
Spata45	23.285714	0	0	0	0	0	0	163	0
Rps7	23.285714	0	0	0	0	0	0	163	0
Ptrh2	23.285714	0	0	0	0	0	0	163	0
Papss1	23.285714	0	0	0	0	0	0	163	0
Npdc1	23.285714	0	0	0	0	0	0	163	0
Mcm10	23.285714	0	0	0	0	0	0	163	0
Hnrnpd	23.285714	0	0	0	0	163	0	0	0
Fastkd1	23.285714	0	0	0	0	0	0	163	0
Ehmt2	23.285714	0	0	0	0	0	0	163	0
Dram2	23.285714	0	0	0	0	0	0	163	0
Dhx16	23.285714	0	0	0	0	0	0	163	0
Cyp2s1	23.285714	0	0	0	0	163	0	0	0
Cept1	23.285714	0	0	0	0	0	0	163	0
Capg	23.285714	0	0	0	0	0	0	163	0
Cacng2	23.285714	0	0	0	0	0	0	163	0
Atp10a	23.285714	0	0	0	0	0	0	163	0
Vcpkmt	23.142857	0	0	0	0	0	0	162	0
Trp53rkb	23.142857	0	0	0	0	0	0	162	0
Tprgl	23.142857	0	0	0	0	0	0	162	0
Them6	23.142857	0	0	0	0	0	0	162	0
Sil1	23.142857	0	0	0	0	0	0	162	0
Sftpa1	23.142857	0	0	0	0	0	0	162	0
Rps6ka5	23.142857	0	0	0	0	0	0	162	0
Phf12	23.142857	0	0	0	0	0	0	162	0
Pef1	23.142857	162	0	0	0	0	0	0	0
Mrpl54	23.142857	0	0	0	0	0	0	162	0
Lrch1	23.142857	0	0	0	0	0	0	162	0
Isg20	23.142857	0	0	0	0	0	0	162	0
Fads1	23.142857	0	0	0	0	0	0	162	0
Exd2	23.142857	0	0	0	0	0	0	162	0
Eml1	23.142857	0	0	0	0	0	0	162	0
Elac2	23.142857	0	0	0	0	0	0	162	0
Cyb5r3	23.142857	0	0	0	0	0	0	162	0
Clk4	23.142857	0	0	0	0	162	0	0	0
Cep20	23.142857	0	0	0	0	162	0	0	0
Bcap29	23.142857	0	0	0	0	0	0	162	0
BC049762	23.142857	0	0	0	0	162	0	0	0
Arhgap8	23.142857	0	0	0	0	0	0	162	0
Apba3	23.142857	0	0	0	0	0	0	162	0
Alg6	23.142857	0	0	0	0	0	0	162	0
2610042L04Rik	23.142857	0	0	0	0	0	0	162	0
Zfp36l2	23.000000	0	0	0	0	0	0	161	0
Yes1	23.000000	0	0	0	0	0	0	161	0
Usp6nl	23.000000	0	0	0	0	0	0	161	0
Unc119b	23.000000	0	0	0	0	0	0	161	0
Tspyl5	23.000000	0	0	0	0	161	0	0	0
Tspan10	23.000000	0	0	0	0	0	0	161	0
Tbx2	23.000000	0	0	0	0	0	0	161	0
Sun2	23.000000	0	0	0	0	0	0	161	0
Shmt1	23.000000	0	0	0	0	161	0	0	0
Rom1	23.000000	0	0	0	0	161	0	0	0
Rars	23.000000	0	0	0	0	161	0	0	0
Ppargc1b	23.000000	0	0	0	0	0	0	161	0
Nkap	23.000000	0	0	0	0	0	161	0	0
Naa80	23.000000	0	0	0	0	0	0	161	0
Mon1a	23.000000	0	0	0	0	0	0	161	0
Kri1	23.000000	0	0	0	0	0	0	161	0
Islr2	23.000000	0	0	0	0	161	0	0	0
Hyal3	23.000000	0	0	0	0	0	0	161	0
Hyal1	23.000000	0	0	0	0	0	0	161	0
Hps6	23.000000	0	0	0	0	0	0	161	0
Hes6	23.000000	0	0	0	0	0	0	161	0
Golga4	23.000000	0	0	0	0	0	0	161	0
Eppin	23.000000	0	0	0	0	0	0	161	0
Eml3	23.000000	0	0	0	0	161	0	0	0
Ell	23.000000	0	0	0	0	0	0	161	0
Dynll2	23.000000	0	0	0	0	0	0	161	0
Dthd1	23.000000	0	0	0	0	0	0	161	0
Cdkn2d	23.000000	0	0	0	0	0	0	161	0
Ccdc77	23.000000	0	0	0	0	0	0	161	0
Bicra	23.000000	0	0	0	0	0	0	161	0
Armh3	23.000000	0	0	0	0	0	0	161	0
4933416I08Rik	23.000000	0	0	0	0	0	0	161	0
Utp15	22.857143	0	0	0	0	0	0	160	0
U2surp	22.857143	0	0	0	0	0	0	160	0
Tfeb	22.857143	0	0	0	0	0	0	160	0
Taf8	22.857143	0	0	0	0	0	0	160	0
Syt14	22.857143	0	0	0	0	160	0	0	0
Rps27l	22.857143	0	0	0	0	0	0	160	0
Rpf2	22.857143	0	0	0	0	0	0	160	0
Prkcsh	22.857143	0	0	0	0	0	0	160	0
Pold4	22.857143	0	0	0	0	0	0	160	0
Olfr1154	22.857143	0	0	0	0	0	160	0	0
Nelfcd	22.857143	0	0	0	0	0	0	160	0
Ift43	22.857143	0	0	0	0	74	0	86	0
Gpx3	22.857143	0	0	0	0	160	0	0	0
Gm3776	22.857143	0	0	0	0	0	0	160	0
Gm36210	22.857143	0	0	0	0	0	0	160	0
Chst5	22.857143	0	0	0	0	0	0	160	0
Ccnd3	22.857143	0	0	0	0	0	0	160	0
Ccdc151	22.857143	0	0	0	0	0	0	160	0
Capn10	22.857143	0	0	0	0	0	0	160	0
Ankra2	22.857143	0	0	0	0	0	0	160	0
Alox5ap	22.857143	0	0	0	0	0	0	160	0
Zxdb	22.714286	0	0	0	0	0	0	159	0
Wfdc5	22.714286	0	0	0	0	159	0	0	0
Tnnc2	22.714286	0	0	0	0	0	0	159	0
Tgfbr1	22.714286	0	0	0	0	0	0	159	0
Stag1	22.714286	0	0	0	0	0	0	159	0
Snx21	22.714286	0	0	0	0	0	0	159	0
Rab8b	22.714286	0	0	0	0	0	0	159	0
Rab37	22.714286	0	0	0	0	0	0	159	0
Olfr1256	22.714286	0	0	0	0	0	0	159	0
Ntpcr	22.714286	0	0	0	0	0	0	159	0
Nfkb2	22.714286	0	0	0	0	0	0	159	0
Melk	22.714286	0	0	0	0	0	0	159	0
Mat2a	22.714286	0	0	0	0	0	0	159	0
Gtf2h3	22.714286	0	0	0	0	0	0	159	0
Gdf6	22.714286	0	0	0	0	0	0	159	0
Enho	22.714286	0	0	0	0	0	0	159	0
Eif2b1	22.714286	0	0	0	0	0	0	159	0
Dynll1	22.714286	0	0	0	0	0	0	159	0
Ddx24	22.714286	0	0	0	0	0	0	159	0
Cyp2u1	22.714286	0	0	0	0	0	0	159	0
Csde1	22.714286	0	0	0	0	68	0	91	0
Capn8	22.714286	0	0	0	0	0	0	159	0
Bmpr1a	22.714286	0	0	0	0	0	0	159	0
Bag3	22.714286	0	0	0	0	0	0	159	0
Zfp882	22.571429	0	0	0	0	0	0	158	0
Zfp653	22.571429	0	0	0	0	0	0	158	0
Tubg1	22.571429	0	0	0	0	0	0	158	0
Tmem145	22.571429	0	0	0	0	0	0	158	0
Stx18	22.571429	0	0	0	0	0	0	158	0
Sf3b1	22.571429	0	0	0	0	0	0	158	0
Retreg3	22.571429	0	0	0	0	0	0	158	0
Rbbp6	22.571429	0	0	0	0	0	0	158	0
Prr19	22.571429	0	0	0	0	0	0	158	0
Pafah1b3	22.571429	0	0	0	0	0	0	158	0
Nemf	22.571429	0	0	0	0	0	0	158	0
Lztr1	22.571429	0	0	0	0	0	0	158	0
Hgs	22.571429	0	0	0	0	0	0	158	0
Dtx1	22.571429	0	0	0	0	0	0	158	0
Dmxl1	22.571429	0	0	0	0	158	0	0	0
Arntl2	22.571429	0	0	0	0	158	0	0	0
Arl16	22.571429	0	0	0	0	0	0	158	0
Ulk4	22.428571	0	0	0	0	0	0	157	0
Ttc9c	22.428571	0	0	0	0	0	0	157	0
Tsc1	22.428571	0	0	0	0	0	0	157	0
Stpg2	22.428571	0	0	0	0	0	0	157	0
Parp2	22.428571	0	0	0	0	0	0	157	0
Mtmr3	22.428571	0	0	0	0	0	0	157	0
Iqcc	22.428571	0	0	0	0	0	0	157	0
Ip6k2	22.428571	0	0	0	0	157	0	0	0
Hnrnpul2	22.428571	0	0	0	0	0	0	157	0
Fam90a1b	22.428571	0	0	0	0	0	0	157	0
Dgcr8	22.428571	0	0	0	0	0	0	157	0
Dffa	22.428571	0	0	0	0	0	0	157	0
Dcdc2b	22.428571	0	0	0	0	0	0	157	0
Cnr2	22.428571	0	0	0	0	0	0	157	0
Ccdc28b	22.428571	0	0	0	0	0	0	157	0
Atad2	22.428571	0	0	0	0	0	0	157	0
Armh2	22.428571	0	0	0	0	0	0	157	0
Apoo	22.428571	0	0	0	0	0	0	157	0
Tanc1	22.285714	0	0	0	0	156	0	0	0
Skap1	22.285714	0	0	0	0	0	0	156	0
Samd8	22.285714	0	0	0	0	0	0	156	0
Rpl30	22.285714	0	0	0	0	0	0	156	0
Rnf43	22.285714	0	0	0	0	0	0	156	0
Rnf187	22.285714	0	0	0	0	0	0	156	0
Plaat5	22.285714	0	0	0	0	0	0	156	0
Pkd1l2	22.285714	0	0	0	0	0	0	156	0
Pigbos1	22.285714	0	0	0	0	0	0	156	0
Pigb	22.285714	0	0	0	0	0	0	156	0
Nsun6	22.285714	0	0	0	0	0	0	156	0
Mthfd1l	22.285714	0	0	0	0	0	0	156	0
Mob4	22.285714	0	0	0	0	0	0	156	0
Mgll	22.285714	0	0	0	0	0	0	156	0
Med17	22.285714	0	0	0	0	0	0	156	0
Iqcf5	22.285714	0	0	0	0	0	0	156	0
Ifi35	22.285714	0	0	0	0	0	0	156	0
Haus5	22.285714	0	0	0	0	0	0	156	0
Gpaa1	22.285714	0	0	0	0	0	0	156	0
Gm16381	22.285714	0	0	0	0	0	0	156	0
Fosb	22.285714	0	0	0	0	0	0	156	0
Fam98a	22.285714	0	0	0	0	0	0	156	0
Exosc4	22.285714	0	0	0	0	0	0	156	0
Epop	22.285714	0	0	0	0	0	0	156	0
Dusp13	22.285714	0	0	0	0	0	0	156	0
Dapk3	22.285714	0	0	0	0	0	0	156	0
Auts2	22.285714	0	0	0	0	0	0	156	0
Arl5b	22.285714	0	0	0	0	0	0	156	0
Aptx	22.285714	0	0	0	0	0	0	156	0
4933402J07Rik	22.285714	0	0	0	0	0	0	156	0
Zbtb2	22.142857	0	0	0	0	0	0	155	0
Synb	22.142857	0	0	0	0	0	0	155	0
Sar1b	22.142857	0	0	0	0	0	0	155	0
Rbm18	22.142857	0	0	0	0	0	0	155	0
Raf1	22.142857	0	0	0	0	0	0	155	0
Prl7a1	22.142857	0	0	0	0	0	0	155	0
Prkra	22.142857	0	0	0	0	0	0	155	0
Pjvk	22.142857	0	0	0	0	0	0	155	0
Noc4l	22.142857	0	0	0	0	0	0	155	0
Mrrf	22.142857	0	0	0	0	0	0	155	0
Morc3	22.142857	0	0	0	0	0	0	155	0
Man1b1	22.142857	0	0	0	0	0	0	155	0
Lsm6	22.142857	0	0	0	0	0	0	155	0
Kptn	22.142857	0	0	0	0	0	0	155	0
Fabp12	22.142857	0	0	0	0	155	0	0	0
Ehbp1	22.142857	0	0	0	0	0	0	155	0
Ddx51	22.142857	0	0	0	0	0	0	155	0
Cyp2a22	22.142857	0	0	0	0	155	0	0	0
Bglap3	22.142857	0	0	0	0	0	0	155	0
Bglap2	22.142857	0	0	0	0	0	0	155	0
Acpp	22.142857	0	0	0	0	0	0	155	0
Ackr3	22.142857	0	0	0	0	0	0	155	0
Tifab	22.000000	0	154	0	0	0	0	0	0
Tarbp1	22.000000	0	0	0	0	0	0	154	0
St6gal1	22.000000	154	0	0	0	0	0	0	0
Slc25a15	22.000000	0	0	0	0	0	0	154	0
Sdhc	22.000000	0	0	0	0	0	0	154	0
Scn4b	22.000000	0	0	0	0	154	0	0	0
Scd2	22.000000	0	0	0	0	0	0	154	0
Ripor2	22.000000	0	0	0	0	0	0	154	0
Ptp4a2	22.000000	0	0	0	0	0	0	154	0
Plac1	22.000000	0	0	0	0	0	0	154	0
Mtmr9	22.000000	0	0	0	0	0	0	154	0
Mpz	22.000000	0	0	0	0	0	0	154	0
Mknk1	22.000000	0	0	0	0	0	0	154	0
Marcksl1	22.000000	0	0	0	0	0	0	154	0
Mageb3	22.000000	0	0	0	0	0	0	154	0
Lsm12	22.000000	0	0	0	0	0	0	154	0
Kifc5b	22.000000	0	0	0	0	0	0	154	0
G6pc3	22.000000	0	0	0	0	0	0	154	0
Fdx1	22.000000	0	0	0	0	0	0	154	0
Ctdspl2	22.000000	0	0	0	0	0	0	154	0
Atp13a1	22.000000	0	0	0	0	0	0	154	0
Angptl7	22.000000	0	0	0	0	0	0	154	0
1700016K19Rik	22.000000	0	0	0	0	0	0	154	0
Zfp729b	21.857143	0	0	0	0	0	0	153	0
Ythdc2	21.857143	0	0	0	0	0	0	153	0
Uba52	21.857143	0	0	0	0	0	0	153	0
Tstd3	21.857143	0	0	0	0	0	0	153	0
Trmt10c	21.857143	0	0	0	0	0	0	153	0
Trim34a	21.857143	0	0	0	0	0	0	153	0
Stx4a	21.857143	0	0	0	0	0	0	153	0
Sorbs1	21.857143	0	0	0	0	0	0	153	0
Rex1bd	21.857143	0	0	0	0	0	0	153	0
Pomp	21.857143	0	0	0	0	0	0	153	0
Pigx	21.857143	0	0	0	0	0	0	153	0
Pcdhgb4	21.857143	0	0	0	0	0	0	153	0
Pax2	21.857143	0	0	0	0	0	0	153	0
Olr1	21.857143	0	0	0	0	0	0	153	0
Olfr1080	21.857143	0	0	0	0	0	0	153	0
Nutf2	21.857143	0	0	0	0	0	0	153	0
Mrps9	21.857143	0	0	0	0	0	0	153	0
Mecp2	21.857143	0	0	0	0	0	0	153	0
Lypd11	21.857143	0	0	0	0	0	0	153	0
Jak2	21.857143	0	0	0	0	0	0	153	0
Ints1	21.857143	0	0	0	0	0	0	153	0
Gsta2	21.857143	0	0	0	0	0	0	153	0
Golga5	21.857143	0	0	0	0	0	0	153	0
Gm3696	21.857143	0	0	0	0	0	153	0	0
Gm19345	21.857143	0	0	0	0	0	0	153	0
Gkn1	21.857143	0	0	0	0	0	0	153	0
Fbll1	21.857143	0	0	0	0	0	0	153	0
Cyb5r4	21.857143	0	0	0	0	0	0	153	0
Cubn	21.857143	0	0	0	0	153	0	0	0
Col26a1	21.857143	0	0	0	0	0	0	153	0
Cndp1	21.857143	0	0	0	0	0	0	153	0
Cep19	21.857143	0	0	0	0	0	0	153	0
Calhm5	21.857143	0	0	0	0	0	0	153	0
Bahcc1	21.857143	0	0	0	0	0	0	153	0
Asb8	21.857143	0	0	0	0	0	0	153	0
Arhgap4	21.857143	0	0	0	0	0	0	153	0
Angpt1	21.857143	0	0	0	0	0	0	153	0
Abca1	21.857143	0	0	0	0	0	0	153	0
2610001J05Rik	21.857143	0	0	0	0	0	0	153	0
Zfp369	21.714286	0	0	0	0	0	0	152	0
Zfp319	21.714286	0	0	0	0	0	0	152	0
Vkorc1	21.714286	0	0	0	0	0	0	152	0
Usb1	21.714286	0	0	0	0	0	0	152	0
Ubxn4	21.714286	0	0	0	0	0	0	152	0
Tmub2	21.714286	0	0	0	0	0	0	152	0
Tcf7l1	21.714286	0	0	0	0	0	0	152	0
Styxl1	21.714286	0	0	0	0	0	0	152	0
Slc35b4	21.714286	0	0	0	0	0	0	152	0
Rpl13	21.714286	0	0	0	0	0	0	152	0
Prss53	21.714286	0	0	0	0	0	0	152	0
Prr12	21.714286	0	0	0	0	0	0	152	0
Pias4	21.714286	0	0	0	0	152	0	0	0
Ociad2	21.714286	0	0	0	0	0	0	152	0
