Target_genes	Cbfb|Average	SRX184870|CD4+_T_cells	SRX5780109|CD4+_T_cells	SRX2527476|CD8+_T_cells	SRX2527477|CD8+_T_cells	SRX2527478|CD8+_T_cells	SRX5780111|CD8+_T_cells	SRX2389669|Embryonic_liver	SRX2389670|Embryonic_liver	SRX2389671|Embryonic_liver	SRX4676998|Innate_lymphoid_cells	SRX4676999|Innate_lymphoid_cells	SRX4677003|Innate_lymphoid_cells	SRX4677004|Innate_lymphoid_cells	SRX105447|L8057	SRX105451|L8057	SRX105457|Thymocytes	SRX105461|Thymocytes	SRX2389672|Thymocytes	SRX2389673|Thymocytes	SRX2389674|Thymocytes	SRX184869|Treg	STRING
Nbas	78.476190	0	267	0	0	0	199	0	0	141	0	0	0	0	121	0	0	0	547	0	373	0	0
Elovl6	78.476190	0	0	0	0	0	0	0	0	269	0	0	0	0	406	157	0	0	335	192	289	0	0
Fam167a	78.428571	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	258	500	207	0
Snx33	78.380952	0	0	0	0	0	285	0	0	193	0	0	0	0	217	0	0	0	352	217	382	0	0
Slc18a1	78.380952	0	113	0	0	0	240	0	0	244	0	0	0	0	182	0	0	0	390	119	358	0	0
Sik1	78.380952	0	181	0	0	234	244	0	0	145	0	0	0	0	0	0	0	0	317	202	323	0	0
Paip1	78.380952	0	247	114	0	0	242	0	0	118	0	0	0	0	0	0	0	0	427	183	315	0	0
Naif1	78.380952	0	170	0	0	0	219	0	0	132	0	0	0	0	0	0	0	0	537	230	358	0	0
Lrrc42	78.380952	0	288	0	0	0	167	0	0	0	0	0	0	0	75	0	0	0	459	279	378	0	0
Hspb11	78.380952	0	288	0	0	0	167	0	0	0	0	0	0	0	75	0	0	0	459	279	378	0	0
Atp6v1b2	78.380952	0	113	0	0	0	240	0	0	244	0	0	0	0	182	0	0	0	390	119	358	0	0
Anxa2	78.380952	0	0	0	0	0	0	0	106	343	0	185	0	0	294	265	0	0	135	157	161	0	0
Rgs3	78.333333	0	163	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	466	208	599	0	0
Pax7	78.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	489	293	0	0
Mavs	78.333333	0	131	0	0	0	241	0	0	185	0	0	0	0	183	0	0	0	448	183	274	0	0
Entpd6	78.285714	0	226	0	0	0	248	0	0	188	0	0	0	0	0	0	0	0	397	214	371	0	0
Clspn	78.285714	0	0	0	0	0	0	0	0	201	0	0	0	0	259	124	0	0	656	107	297	0	0
Wdr55	78.238095	0	94	0	0	0	176	98	0	0	0	0	0	0	0	0	0	0	486	293	496	0	0
Taf11	78.238095	0	0	0	0	0	156	0	0	258	0	0	0	0	0	0	0	0	619	190	420	0	0
Rit1	78.238095	0	145	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	572	252	319	0	0
Ccdc125	78.238095	0	139	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	466	227	607	0	0
Anks1	78.238095	0	0	0	0	0	156	0	0	258	0	0	0	0	0	0	0	0	619	190	420	0	0
Krtap5-4	78.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	548	462	0	0
Cops3	78.190476	0	0	0	0	0	0	0	0	285	0	0	0	0	116	0	0	0	532	178	531	0	0
Washc3	78.142857	0	0	0	0	0	150	0	0	77	0	0	0	0	118	89	0	0	532	328	347	0	0
Tra2a	78.142857	0	113	0	0	0	187	0	0	158	0	0	0	0	0	0	0	0	385	212	586	0	0
Npm3	78.142857	0	221	0	0	0	371	0	0	153	0	0	0	0	169	0	0	0	344	123	260	0	0
Mib2	78.142857	0	95	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	603	246	522	0	0
Idnk	78.142857	0	232	0	0	0	282	0	0	89	0	0	0	0	0	97	0	0	348	211	382	0	0
Gabbr1	78.142857	0	0	0	0	192	136	0	0	0	0	0	0	0	0	0	0	0	604	286	423	0	0
Gpx4	78.095238	0	0	0	0	0	162	0	0	118	0	0	0	0	634	223	0	0	238	0	265	0	0
Dnase1	78.095238	0	0	0	0	0	0	0	0	0	353	476	181	182	238	210	0	0	0	0	0	0	0
Zik1	78.047619	0	0	0	0	0	0	0	0	227	0	69	0	0	78	83	0	0	327	313	542	0	0
Wdr19	78.047619	0	160	0	0	0	145	0	0	109	0	0	0	0	342	0	0	0	342	147	394	0	0
Serf1	78.047619	0	95	0	0	0	163	0	0	234	0	0	0	0	102	0	0	0	520	127	398	0	0
Rad54b	78.047619	0	0	0	0	0	126	0	0	247	0	0	0	0	0	0	0	0	588	199	479	0	0
Mthfd2l	78.047619	0	135	0	0	0	253	0	0	312	0	0	0	0	0	0	0	0	426	182	331	0	0
Dand5	78.047619	0	219	0	0	118	558	0	0	0	0	0	0	0	211	306	0	0	227	0	0	0	0
Ccdc77	78.047619	0	0	0	0	0	165	0	0	273	0	0	0	0	0	0	0	0	634	157	410	0	0
Bdp1	78.047619	0	95	0	0	0	163	0	0	234	0	0	0	0	102	0	0	0	520	127	398	0	0
Tnk2	78.000000	0	239	0	0	0	587	0	0	163	0	0	0	0	100	0	134	0	216	0	199	0	0
Prpsap2	78.000000	0	167	0	0	0	119	0	0	161	0	0	0	0	136	72	0	0	412	211	360	0	0
Pithd1	78.000000	0	103	0	0	0	154	0	0	161	0	0	0	0	259	162	0	0	348	176	275	0	0
E330021D16Rik	78.000000	0	258	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	421	340	458	0	0
Bcor	78.000000	0	0	0	0	0	106	0	0	122	0	0	0	0	405	280	0	0	344	127	254	0	0
Ppp6r2	77.952381	0	88	0	0	0	229	0	0	238	0	0	0	0	97	0	0	0	377	159	449	0	0
Hpn	77.952381	0	0	0	0	0	0	0	137	299	0	0	0	0	207	197	0	0	323	176	298	0	0
Drosha	77.952381	0	93	0	0	0	152	0	0	134	0	0	0	0	104	107	0	0	470	136	441	0	0
Alg8	77.952381	0	159	0	0	0	0	0	0	129	0	0	0	0	138	0	0	0	637	133	441	0	0
6030458C11Rik	77.952381	0	93	0	0	0	152	0	0	134	0	0	0	0	104	107	0	0	470	136	441	0	0
Mapre2	77.904762	0	147	0	0	0	148	73	0	202	0	0	0	0	100	0	0	0	443	184	339	0	0
Ercc4	77.904762	0	156	0	0	0	223	0	0	125	0	0	0	0	0	0	0	0	442	193	497	0	0
Klra7	77.857143	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	425	384	635	0	0
Adamts14	77.857143	0	0	0	0	118	243	125	197	751	0	0	0	0	201	0	0	0	0	0	0	0	0
S1pr1	77.809524	0	98	0	0	0	287	0	86	297	0	0	0	0	244	279	0	0	124	117	102	0	0
Htr2a	77.809524	0	0	0	0	0	0	105	238	626	0	0	0	0	464	201	0	0	0	0	0	0	0
Gm5142	77.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	936	698	0	0	0	0	0	0	0
Akap8	77.809524	0	0	0	0	0	154	69	0	237	0	0	0	0	161	0	0	0	512	185	316	0	0
Abca5	77.809524	0	308	0	0	0	244	0	0	145	0	173	0	0	0	0	0	0	227	321	216	0	0
Ube2c	77.761905	0	159	0	0	0	137	85	0	187	0	0	0	0	124	0	0	0	568	167	206	0	0
Hint1	77.761905	0	136	0	0	0	118	0	107	229	0	0	0	0	185	122	0	0	330	109	297	0	0
Gsk3b	77.761905	0	139	0	0	0	105	0	0	225	0	0	0	0	111	0	0	0	458	237	358	0	0
Sms	77.714286	0	204	0	0	0	243	0	0	201	0	0	0	0	109	0	0	0	373	211	291	0	0
Endod1	77.714286	0	165	0	0	0	257	92	0	449	0	0	0	0	315	128	0	0	116	0	110	0	0
Dclk2	77.714286	0	126	0	0	0	98	0	0	217	0	0	0	0	0	0	0	0	386	212	593	0	0
Cfp	77.714286	0	183	0	0	0	221	154	337	737	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugp2	77.666667	0	0	0	0	0	0	127	0	193	0	0	0	0	112	125	0	0	508	186	380	0	0
Tmem217	77.666667	0	177	0	0	0	275	0	0	326	0	0	0	0	187	0	0	0	232	151	283	0	0
Tbc1d22b	77.666667	0	177	0	0	0	275	0	0	326	0	0	0	0	187	0	0	0	232	151	283	0	0
Spag6	77.666667	0	124	0	0	0	85	0	0	0	0	0	0	0	745	527	0	0	0	150	0	0	0
Mecr	77.666667	0	152	0	0	0	0	0	0	152	0	0	0	0	145	140	0	0	606	151	285	0	0
Hdhd5	77.666667	0	238	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	417	278	399	0	0
Elk1	77.666667	0	137	0	0	0	207	0	0	0	0	0	0	0	107	83	0	0	441	151	505	0	0
C1qtnf3	77.666667	0	0	0	0	0	0	353	403	875	0	0	0	0	0	0	0	0	0	0	0	0	0
Btg1	77.666667	0	179	91	0	0	232	0	0	181	0	0	0	0	192	0	0	0	296	155	305	0	0
Zfp39	77.619048	0	95	0	0	0	113	0	0	155	0	0	0	0	0	0	0	0	583	123	561	0	0
Ptbp2	77.619048	0	125	0	0	0	149	0	0	120	0	0	0	0	136	0	0	0	444	194	462	0	0
Ech1	77.619048	0	184	0	0	197	307	0	0	126	0	90	0	0	0	0	0	0	385	122	219	0	0
Dmap1	77.619048	0	138	0	0	0	0	0	0	212	0	0	0	0	168	0	0	0	363	193	556	0	0
Plekhm1	77.571429	0	199	0	0	0	159	0	0	150	0	0	0	0	167	111	0	0	342	202	299	0	0
Snrpg	77.523810	0	73	0	0	0	151	0	0	129	0	0	0	0	91	0	0	0	595	234	355	0	0
Caml	77.523810	0	0	0	0	0	174	0	0	136	0	0	0	0	188	100	0	0	338	240	452	0	0
Zmat1	77.476190	0	137	0	0	0	212	0	0	336	0	0	0	0	100	0	0	0	309	115	418	0	0
Rsph3b	77.476190	0	0	0	0	0	153	86	0	179	0	0	0	0	0	0	0	0	628	158	423	0	0
Gtf3c1	77.428571	0	245	0	0	0	211	0	0	227	0	0	0	0	0	0	0	0	397	219	327	0	0
D430042O09Rik	77.428571	0	245	0	0	0	211	0	0	227	0	0	0	0	0	0	0	0	397	219	327	0	0
Sra1	77.380952	0	169	0	0	129	121	0	0	174	0	0	0	0	0	0	0	0	413	105	514	0	0
Rufy3	77.380952	0	0	0	0	0	85	0	124	138	0	0	0	0	281	206	0	0	367	99	325	0	0
Ptpn21	77.380952	0	101	0	0	0	169	0	0	356	0	0	0	0	285	175	0	0	301	0	238	0	0
Rplp1	77.333333	0	119	0	0	0	218	0	0	168	0	0	0	0	0	0	0	0	551	193	375	0	0
Atp5j2	77.333333	0	127	0	0	0	162	0	0	196	0	0	0	0	166	0	0	0	482	193	298	0	0
Slc17a7	77.285714	0	98	0	0	0	145	0	0	0	0	0	0	0	101	127	0	0	465	256	431	0	0
Frmd4a	77.285714	0	0	0	0	0	0	0	0	416	0	0	0	0	261	160	0	0	399	132	255	0	0
Zfp777	77.238095	0	152	0	0	0	301	0	0	98	0	0	0	0	0	0	0	0	590	0	481	0	0
Nsf	77.238095	0	250	0	0	0	0	0	0	0	0	0	0	0	106	134	0	0	428	351	353	0	0
Hhipl2	77.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	285	717	0	0
Rnf31	77.190476	0	130	0	0	0	334	0	0	165	0	0	0	0	96	91	0	0	321	113	371	0	0
Fbxo42	77.190476	0	144	0	0	0	172	0	0	242	0	0	0	0	124	90	0	0	401	135	313	0	0
Ydjc	77.142857	0	239	0	0	0	235	0	0	140	0	0	0	0	0	0	0	0	365	284	357	0	0
Vps8	77.142857	0	107	80	0	0	210	0	0	307	0	0	0	0	0	0	0	0	414	171	331	0	0
Txlna	77.142857	0	0	0	0	0	191	0	0	316	0	0	0	0	0	119	0	0	459	217	318	0	0
Naa15	77.142857	0	0	0	0	0	145	0	0	175	0	0	0	0	0	0	0	0	460	269	571	0	0
Ccdc116	77.142857	0	239	0	0	0	235	0	0	140	0	0	0	0	0	0	0	0	365	284	357	0	0
Fbh1	77.095238	0	0	0	0	0	127	0	0	99	0	0	0	0	182	128	0	0	500	155	428	0	0
Cxcr3	77.095238	0	161	0	0	0	395	0	137	346	0	0	0	0	210	173	0	0	197	0	0	0	0
Ankrd16	77.095238	0	0	0	0	0	127	0	0	99	0	0	0	0	182	128	0	0	500	155	428	0	0
Traf7	77.047619	0	91	0	0	0	199	0	0	0	0	233	145	136	0	0	0	0	269	135	410	0	0
Fads1	77.047619	0	0	0	0	0	91	0	0	250	0	0	0	0	92	0	0	0	622	143	420	0	0
Ppp4r1	77.000000	0	0	0	0	0	223	98	71	271	0	0	0	0	134	0	0	0	356	124	340	0	0
Cxcr6	77.000000	0	327	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	318	202	189	0	0
Nob1	76.952381	0	183	0	0	0	194	0	0	153	0	0	0	0	0	0	0	0	564	168	354	0	0
Aatf	76.952381	0	145	0	0	0	0	0	0	147	0	0	0	0	81	124	0	0	569	265	285	0	0
Sppl2b	76.904762	0	110	0	0	0	288	0	0	231	0	0	0	0	0	0	0	0	475	231	280	0	0
Sh3bp4	76.904762	0	225	0	0	0	177	0	0	180	0	0	0	0	0	0	0	0	434	280	319	0	0
Sdhc	76.904762	0	147	0	0	0	186	0	0	80	0	0	0	0	0	0	0	0	427	256	519	0	0
Proser3	76.904762	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	596	333	535	0	0
Mpz	76.904762	0	147	0	0	0	186	0	0	80	0	0	0	0	0	0	0	0	427	256	519	0	0
Lsm7	76.904762	0	110	0	0	0	288	0	0	231	0	0	0	0	0	0	0	0	475	231	280	0	0
Hspb6	76.904762	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	596	333	535	0	0
Zcchc10	76.857143	0	124	0	0	0	232	0	0	233	0	0	0	0	99	148	0	0	390	128	260	0	0
Dnmt3b	76.857143	0	164	0	0	0	164	0	0	159	0	0	0	0	115	133	0	0	387	150	342	0	0
C1d	76.857143	0	0	0	0	0	130	0	0	183	0	0	0	0	154	0	0	0	502	173	472	0	0
Srprb	76.809524	0	0	0	0	0	207	0	0	134	0	0	0	0	151	0	0	0	515	143	463	0	0
Scap	76.809524	0	120	0	0	0	189	0	0	183	0	0	0	0	0	0	0	0	461	161	499	0	0
Arfip1	76.809524	0	136	0	0	0	146	0	0	222	0	0	0	0	80	142	0	0	367	114	406	0	0
Mki67	76.761905	0	0	0	0	0	0	0	0	115	0	0	0	0	341	166	0	0	699	114	177	0	0
Tspan33	76.714286	0	292	0	0	0	213	157	175	317	0	0	0	0	129	0	0	0	198	0	130	0	0
Jun	76.714286	0	155	0	0	0	158	0	0	384	0	0	0	0	0	0	0	0	399	196	319	0	0
Ddx19b	76.714286	0	135	0	0	0	156	0	0	208	0	0	0	0	156	200	0	0	274	156	326	0	0
Adam1a	76.714286	0	0	0	0	0	246	108	203	609	0	0	0	0	314	0	0	0	131	0	0	0	0
Nup210	76.666667	0	194	0	0	0	0	0	0	116	0	0	0	0	0	108	0	0	545	241	406	0	0
Jmy	76.666667	0	249	0	0	0	309	0	0	233	0	0	0	0	109	0	0	0	287	165	258	0	0
Gngt2	76.666667	0	0	0	0	0	133	0	196	297	0	0	0	0	0	86	0	0	397	164	337	0	0
Bub1b	76.666667	0	0	0	0	0	0	95	0	0	0	0	0	0	101	105	0	0	778	143	388	0	0
Abi3	76.666667	0	0	0	0	0	133	0	196	297	0	0	0	0	0	86	0	0	397	164	337	0	0
Zar1l	76.619048	0	0	0	0	0	135	0	0	322	0	0	0	0	99	0	0	0	514	147	392	0	0
Brca2	76.619048	0	0	0	0	0	135	0	0	322	0	0	0	0	99	0	0	0	514	147	392	0	0
Blvra	76.619048	0	133	0	0	0	0	0	0	167	0	0	0	0	0	77	0	0	583	232	417	0	0
Bbx	76.571429	0	117	0	0	0	155	0	0	158	0	0	0	0	75	0	0	0	436	163	504	0	0
Zc3h4	76.523810	0	133	75	0	0	180	0	0	173	0	0	0	0	0	0	0	0	468	189	389	0	0
Tmem88	76.523810	0	120	0	0	0	184	0	0	83	0	0	0	0	0	0	0	0	473	252	495	0	0
Slc25a36	76.523810	0	0	0	0	0	105	115	0	191	0	0	0	0	0	0	0	0	544	212	440	0	0
Ppm1f	76.523810	0	0	0	0	0	238	0	0	206	0	0	0	0	0	0	0	0	501	307	355	0	0
Cfl1	76.523810	0	234	0	0	0	202	0	0	202	0	0	0	0	0	0	0	0	466	175	328	0	0
Cdyl2	76.523810	0	93	0	0	0	163	0	0	79	0	0	0	0	0	0	0	0	657	218	397	0	0
Thnsl1	76.476190	0	135	0	0	0	184	0	0	163	0	0	0	0	185	135	0	0	328	203	273	0	0
Nphp1	76.476190	0	146	0	0	0	104	0	0	192	0	0	0	0	131	98	0	0	380	184	371	0	0
Mtln	76.476190	0	146	0	0	0	104	0	0	192	0	0	0	0	131	98	0	0	380	184	371	0	0
Havcr2	76.476190	0	0	0	0	0	97	154	0	314	216	221	151	0	201	252	0	0	0	0	0	0	0
Enkur	76.476190	0	135	0	0	0	184	0	0	163	0	0	0	0	185	135	0	0	328	203	273	0	0
Ubl5	76.428571	0	191	0	0	0	189	0	0	0	0	0	0	0	105	0	0	0	453	319	348	0	0
Fbxl12	76.428571	0	191	0	0	0	189	0	0	0	0	0	0	0	105	0	0	0	453	319	348	0	0
Chst15	76.428571	0	0	0	0	0	313	0	0	263	0	0	0	0	229	209	0	0	279	138	174	0	0
2410004P03Rik	76.428571	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	560	368	442	0	0
Vps54	76.380952	0	131	87	0	0	153	0	0	165	0	0	0	0	188	0	0	0	379	117	384	0	0
Top2a	76.380952	0	88	0	0	0	200	0	0	208	0	0	0	0	0	0	0	0	614	166	328	0	0
Tmcc2	76.380952	0	0	0	0	0	0	303	129	684	0	0	0	0	297	191	0	0	0	0	0	0	0
Rpp21	76.380952	0	0	0	0	0	149	0	0	160	0	0	0	0	0	129	0	0	337	250	579	0	0
Rnf43	76.380952	0	269	0	0	0	123	0	0	125	0	0	0	0	144	180	0	0	223	236	304	0	0
Zfp606	76.333333	0	201	0	0	0	124	0	0	151	0	0	0	0	0	0	0	0	454	196	477	0	0
Rnaseh2c	76.333333	0	0	0	0	0	184	0	0	0	0	0	0	0	156	115	0	0	621	202	325	0	0
Naa38	76.333333	0	120	0	0	0	184	0	0	83	0	0	0	0	0	0	0	0	469	252	495	0	0
Ints13	76.333333	0	122	0	0	0	158	0	0	145	0	0	0	0	144	100	0	0	303	175	456	0	0
Fgfr1op2	76.333333	0	122	0	0	0	158	0	0	145	0	0	0	0	144	100	0	0	303	175	456	0	0
Acox3	76.333333	0	100	0	0	0	117	0	0	172	0	0	0	0	105	0	0	0	472	256	381	0	0
Acadm	76.333333	0	0	0	0	0	116	0	0	82	0	0	0	0	222	150	0	0	438	180	415	0	0
Lyrm9	76.285714	0	0	0	0	0	188	0	0	297	0	0	0	0	235	190	0	0	252	221	219	0	0
Gpatch3	76.285714	0	103	0	0	0	182	0	0	135	0	0	0	0	149	96	0	0	428	103	406	0	0
Tekt5	76.238095	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	604	273	572	0	0
Elmo1	76.238095	0	414	0	0	0	215	0	0	155	0	0	0	0	0	0	0	0	309	212	296	0	0
Arid5b	76.238095	0	148	0	0	0	341	0	0	255	0	105	0	0	0	0	0	0	205	211	336	0	0
Anapc1	76.238095	0	118	0	0	0	118	0	0	84	0	0	0	0	115	105	0	0	497	149	415	0	0
H1f0	76.190476	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	503	396	532	0	0
Gcat	76.190476	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	503	396	532	0	0
Pitpnm2	76.142857	0	215	0	0	0	201	0	0	335	0	0	0	0	0	0	0	0	217	424	207	0	0
Bahcc1	76.142857	0	0	0	0	0	0	162	311	863	0	0	0	0	0	0	0	0	0	139	124	0	0
Tgif2	76.095238	0	0	0	0	0	114	0	0	167	0	0	0	0	103	0	0	0	531	207	476	0	0
Tbc1d32	76.095238	0	0	0	0	0	227	0	0	96	86	0	0	0	129	90	0	0	419	211	340	0	0
Dpm2	76.095238	0	0	0	0	0	0	0	0	182	0	0	0	0	156	0	0	0	583	262	415	0	0
Cacul1	76.095238	0	88	0	0	0	220	0	0	273	0	0	0	0	0	0	0	0	420	175	422	0	0
Vill	76.000000	0	219	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	188	333	110	0	0
Jaml	76.000000	0	232	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	554	250	320	0	0
Sipa1	75.952381	0	155	0	0	0	266	130	0	310	0	0	0	0	174	263	0	0	168	0	129	0	0
Nlrx1	75.952381	0	0	0	0	0	153	144	93	360	0	0	0	0	155	0	0	0	288	103	299	0	0
Tanc2	75.904762	0	105	0	0	0	134	0	0	187	84	0	0	0	0	0	0	0	536	237	311	0	0
Rmdn2	75.904762	0	0	0	0	0	149	0	0	110	0	0	0	0	0	0	0	0	531	162	642	0	0
Fundc1	75.904762	0	178	0	0	0	222	0	0	0	0	0	0	0	115	0	0	0	342	294	443	0	0
Spats2l	75.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	1359	0	0
Scyl2	75.857143	0	0	0	0	0	94	0	0	175	0	0	0	0	333	167	0	0	378	178	268	0	0
Dnase1l3	75.857143	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	579	303	546	0	0
Cers4	75.857143	0	158	0	0	0	285	0	97	291	97	0	0	0	118	72	0	0	308	0	167	0	0
Kif14	75.809524	0	147	0	0	0	212	0	0	248	0	0	0	0	0	146	0	0	464	120	255	0	0
Tstd3	75.761905	0	0	0	0	0	133	0	0	0	0	0	0	0	278	161	0	0	417	195	407	0	0
Samsn1	75.761905	0	104	0	0	0	133	0	0	160	0	0	0	0	0	0	0	0	548	156	490	0	0
Plpbp	75.761905	0	108	0	0	0	205	0	0	147	0	0	0	0	92	0	0	0	409	176	454	0	0
Zfp97	75.714286	0	206	0	0	0	283	0	0	100	76	0	0	0	0	0	0	0	392	234	299	0	0
Olfr65	75.714286	0	0	0	0	0	0	254	0	789	0	0	0	0	107	440	0	0	0	0	0	0	0
Olfr631	75.714286	0	0	0	0	0	0	254	0	789	0	0	0	0	107	440	0	0	0	0	0	0	0
Trib2	75.666667	0	179	0	0	0	164	0	0	147	0	0	0	0	82	0	0	0	424	235	358	0	0
Iws1	75.666667	0	95	0	0	0	150	0	0	175	0	0	0	0	0	0	0	0	550	146	473	0	0
Lztr1	75.619048	0	0	0	0	0	167	0	0	222	0	0	0	0	0	0	0	0	432	227	540	0	0
Gdpd5	75.619048	0	139	0	0	0	149	0	0	213	118	0	0	0	0	0	0	0	368	219	382	0	0
Eif4ebp1	75.619048	0	0	0	0	0	134	0	161	279	0	0	0	0	486	208	0	0	157	0	163	0	0
Slc41a3	75.571429	0	0	0	0	0	0	113	0	642	0	0	0	0	319	298	0	0	215	0	0	0	0
Slc16a10	75.571429	0	153	0	0	0	0	0	0	337	0	0	0	0	187	206	0	0	418	0	286	0	0
Gna13	75.571429	0	0	0	0	0	0	0	0	104	0	0	0	0	325	280	0	0	425	123	330	0	0
B2m	75.571429	0	174	0	0	0	87	0	0	144	0	0	0	0	78	117	0	0	350	196	441	0	0
Pdcd2l	75.523810	0	158	0	0	0	195	0	0	205	0	0	0	0	0	0	0	0	494	84	450	0	0
Man2a1	75.523810	0	106	0	0	0	162	0	104	206	0	0	0	0	0	0	0	0	496	181	331	0	0
Klhl15	75.523810	0	0	0	0	0	150	0	0	193	0	0	0	0	0	105	0	0	504	171	463	0	0
Ebpl	75.523810	0	113	0	0	0	140	0	0	152	0	0	0	0	0	0	0	0	540	191	450	0	0
Pacc1	75.476190	0	244	0	0	0	115	0	0	127	0	0	0	0	107	89	0	0	438	131	334	0	0
Mtr	75.476190	0	167	0	0	0	128	0	0	149	0	0	0	0	89	0	0	0	343	166	543	0	0
Gli1	75.476190	0	264	0	0	0	409	0	0	0	0	0	0	0	131	0	0	0	475	168	138	0	0
AA467197	75.476190	0	207	0	0	0	160	0	0	0	141	96	71	149	0	0	0	0	268	250	243	0	0
Zfp882	75.428571	0	101	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	622	157	574	0	0
Lgals3	75.428571	0	0	0	0	107	0	0	0	236	0	0	0	0	0	0	0	0	581	208	452	0	0
Gpn1	75.428571	0	283	0	0	0	319	0	0	182	0	0	0	0	0	0	0	0	419	135	246	0	0
Mt1	75.380952	0	0	0	0	0	123	0	0	917	0	0	0	0	123	0	0	0	170	0	250	0	0
Gm38396	75.380952	0	202	0	0	0	274	0	0	118	95	0	0	0	0	0	0	0	281	239	374	0	0
Lipt2	75.333333	0	201	0	0	0	82	127	0	254	0	0	0	0	67	0	0	0	457	113	281	0	0
Kif2a	75.333333	0	344	0	0	0	268	0	0	160	0	140	0	0	92	0	0	0	301	0	277	0	0
Hes7	75.333333	0	141	0	0	0	137	0	74	0	0	0	0	0	330	193	0	0	225	134	348	0	0
Cblb	75.333333	0	209	0	0	0	211	0	0	219	0	0	0	0	0	0	0	0	544	137	262	0	0
Tsc2	75.285714	0	0	0	0	0	195	0	0	148	0	0	0	0	0	0	0	0	454	159	625	0	0
Tep1	75.285714	0	0	0	0	0	0	0	0	116	0	0	0	0	363	245	0	0	349	204	304	0	0
Nthl1	75.285714	0	0	0	0	0	195	0	0	148	0	0	0	0	0	0	0	0	454	159	625	0	0
Nek2	75.285714	0	0	0	0	0	0	0	0	183	0	0	0	0	76	0	0	0	924	112	286	0	0
Fam98a	75.285714	0	142	0	0	0	253	0	0	115	0	0	0	0	0	143	0	0	451	188	289	0	0
Rbm26	75.238095	0	0	0	0	0	105	0	0	191	0	0	0	0	214	172	0	0	286	289	323	0	0
Nup35	75.238095	0	113	0	0	0	182	0	0	274	0	0	0	0	0	0	0	0	507	85	419	0	0
B3gnt2	75.238095	0	0	0	0	71	93	0	0	158	0	0	0	0	136	110	0	0	437	171	404	0	0
Rpp40	75.190476	0	0	0	0	0	113	0	0	131	90	0	0	0	144	93	0	0	501	171	336	0	0
Plscr2	75.190476	0	0	0	0	0	0	0	0	195	77	0	0	0	767	540	0	0	0	0	0	0	0
Tmem158	75.142857	0	83	0	0	0	0	0	0	387	0	0	0	0	425	166	0	0	226	95	196	0	0
Iffo1	75.142857	0	0	0	0	0	117	0	0	267	0	0	0	0	0	0	0	0	402	323	469	0	0
Grhpr	75.142857	0	179	0	0	0	0	0	0	0	0	0	0	0	100	84	0	0	544	165	506	0	0
Gls	75.142857	0	145	0	0	0	157	0	0	205	0	0	0	0	133	100	0	0	324	160	354	0	0
Gcc2	75.142857	0	95	0	0	0	189	0	0	96	0	0	0	0	0	154	0	0	457	92	495	0	0
Fut10	75.142857	0	0	0	0	0	0	0	0	267	0	0	0	0	470	232	0	0	169	128	312	0	0
Champ1	75.142857	0	0	0	0	0	0	0	0	218	0	0	0	0	211	132	0	0	421	184	412	0	0
Tbc1d8	75.095238	0	0	0	0	0	103	0	0	184	0	0	0	0	0	0	0	0	518	305	467	0	0
Exoc6	75.095238	0	109	0	0	0	141	0	0	83	0	0	0	0	0	0	0	0	456	284	504	0	0
Fmr1	75.047619	0	178	0	0	0	209	0	0	323	0	0	0	0	0	0	0	0	290	190	386	0	0
Fam204a	75.047619	0	0	0	0	0	181	0	0	249	0	0	0	0	0	0	0	0	342	223	581	0	0
Eepd1	75.047619	0	0	0	0	0	139	0	0	179	0	0	0	0	0	0	0	0	562	236	460	0	0
Alox5	75.047619	0	0	0	0	0	0	0	0	586	0	0	0	0	742	248	0	0	0	0	0	0	0
Alkbh6	75.047619	0	207	0	0	0	241	0	0	117	0	0	0	0	0	132	0	0	342	176	361	0	0
