Target_genes	Sox4|Average	SRX337568|B_cells	SRX2974918|EML_	SRX4791025|Keratinocytes	SRX4791026|Keratinocytes	SRX4802721|Neural_Stem_Cells	SRX1149735|Pancreatic_cancer_cell_lines	SRX14296655|Synoviocytes	SRX14296656|Synoviocytes	STRING
Naa35	23.000000	0	0	0	0	184	0	0	0	0
Lats2	23.000000	0	0	0	81	103	0	0	0	0
Krcc1	23.000000	0	0	0	0	184	0	0	0	0
Kbtbd8	23.000000	0	0	0	0	184	0	0	0	0
Gatb	23.000000	0	0	0	0	184	0	0	0	0
Fbxo38	23.000000	0	0	0	0	184	0	0	0	0
Dpp8	23.000000	0	0	0	0	184	0	0	0	0
Ajuba	23.000000	116	0	0	0	68	0	0	0	0
Zfp7	22.875000	0	0	0	0	183	0	0	0	0
Vtn	22.875000	0	0	0	0	183	0	0	0	0
Vdac1	22.875000	0	0	0	97	86	0	0	0	0
Tbc1d19	22.875000	83	0	0	0	100	0	0	0	0
Stpg2	22.875000	0	0	0	0	183	0	0	0	0
Stat5b	22.875000	0	0	0	101	82	0	0	0	0
Spef1	22.875000	0	0	0	0	183	0	0	0	0
Snx27	22.875000	0	0	0	0	183	0	0	0	0
Scaper	22.875000	0	0	0	0	183	0	0	0	0
Sarm1	22.875000	0	0	0	0	183	0	0	0	0
Prr14	22.875000	0	0	0	0	183	0	0	0	0
Ppfia1	22.875000	0	0	0	0	183	0	0	0	0
Pithd1	22.875000	0	0	0	0	183	0	0	0	0
Pdcl3	22.875000	0	0	0	0	183	0	0	0	0
Otud4	22.875000	0	0	0	0	183	0	0	0	0
Nphp3	22.875000	0	0	0	0	183	0	0	0	0
Nkiras2	22.875000	0	0	0	0	183	0	0	0	0
Mrps2	22.875000	0	0	0	0	183	0	0	0	0
Mrpl20	22.875000	0	0	0	0	183	0	0	0	0
Mpdz	22.875000	0	0	0	0	183	0	0	0	0
Krt42	22.875000	0	0	0	183	0	0	0	0	0
Guk1	22.875000	0	0	0	0	183	0	0	0	0
Fam83f	22.875000	0	0	0	183	0	0	0	0	0
Dph5	22.875000	0	0	0	0	183	0	0	0	0
Dnajc7	22.875000	0	0	0	0	183	0	0	0	0
Ctnnd1	22.875000	0	0	0	0	183	0	0	0	0
Btaf1	22.875000	0	0	0	0	183	0	0	0	0
Arl10	22.875000	0	0	0	0	183	0	0	0	0
1700007K13Rik	22.875000	0	0	0	0	183	0	0	0	0
Zfp317	22.750000	0	0	0	0	182	0	0	0	0
Txlna	22.750000	0	0	0	0	182	0	0	0	0
Tnrc6a	22.750000	0	0	0	0	182	0	0	0	0
Sars2	22.750000	0	63	0	0	119	0	0	0	0
Sall2	22.750000	0	0	0	0	182	0	0	0	0
Rps17	22.750000	0	0	0	0	182	0	0	0	0
Rpl22l1	22.750000	0	0	0	0	182	0	0	0	0
Rpap2	22.750000	0	0	0	0	182	0	0	0	0
Nelfa	22.750000	0	0	0	0	182	0	0	0	0
Naa15	22.750000	0	0	0	0	182	0	0	0	0
Myadm	22.750000	0	0	0	182	0	0	0	0	0
Mrps12	22.750000	0	63	0	0	119	0	0	0	0
Glmn	22.750000	0	0	0	0	182	0	0	0	0
Fhl1	22.750000	0	0	0	0	182	0	0	0	0
Exoc7	22.750000	0	0	0	0	182	0	0	0	0
Ddx18	22.750000	0	0	0	0	182	0	0	0	0
Bcl2l13	22.750000	0	0	0	0	182	0	0	0	0
Arl8b	22.750000	0	0	0	0	182	0	0	0	0
Arhgef37	22.750000	0	0	0	0	182	0	0	0	0
Ankzf1	22.750000	0	0	0	0	182	0	0	0	0
Ahdc1	22.750000	0	0	0	0	182	0	0	0	0
Agap3	22.750000	0	0	0	0	182	0	0	0	0
Zfp131	22.625000	0	0	0	0	181	0	0	0	0
Ube2k	22.625000	0	0	0	0	181	0	0	0	0
Trak1	22.625000	0	0	0	0	181	0	0	0	0
Tecpr2	22.625000	0	0	0	0	181	0	0	0	0
Smim14	22.625000	0	0	0	0	181	0	0	0	0
Shroom2	22.625000	0	0	0	0	181	0	0	0	0
Sde2	22.625000	0	0	0	0	181	0	0	0	0
Prr3	22.625000	0	0	0	0	181	0	0	0	0
Prr12	22.625000	0	0	0	0	181	0	0	0	0
Ppp2cb	22.625000	0	0	0	0	181	0	0	0	0
Mapre2	22.625000	0	0	0	0	181	0	0	0	0
Lsg1	22.625000	0	0	0	0	181	0	0	0	0
Homer1	22.625000	0	0	0	0	181	0	0	0	0
Hadhb	22.625000	0	0	0	0	181	0	0	0	0
Hadha	22.625000	0	0	0	0	181	0	0	0	0
Gnl1	22.625000	0	0	0	0	181	0	0	0	0
Etfdh	22.625000	0	0	0	0	181	0	0	0	0
Cinp	22.625000	0	0	0	0	181	0	0	0	0
Cetn3	22.625000	0	0	0	0	181	0	0	0	0
BC051142	22.625000	0	0	0	0	181	0	0	0	0
4930579G24Rik	22.625000	0	0	0	0	181	0	0	0	0
Vps52	22.500000	0	0	0	0	180	0	0	0	0
Vps33a	22.500000	0	0	0	0	180	0	0	0	0
Virma	22.500000	0	0	0	0	180	0	0	0	0
Tmem237	22.500000	0	0	0	0	180	0	0	0	0
Thumpd3	22.500000	0	0	0	0	180	0	0	0	0
Spcs1	22.500000	0	0	0	0	180	0	0	0	0
Slc9a1	22.500000	0	0	0	0	180	0	0	0	0
Sgk3	22.500000	0	0	0	0	180	0	0	0	0
Rps18	22.500000	0	0	0	0	180	0	0	0	0
Rnf146	22.500000	0	0	0	0	180	0	0	0	0
Rnasek	22.500000	0	0	0	70	110	0	0	0	0
Prpf18	22.500000	0	0	0	91	89	0	0	0	0
Pcnt	22.500000	0	0	0	0	180	0	0	0	0
Nup188	22.500000	0	0	0	0	180	0	0	0	0
Mrtfa	22.500000	0	0	0	0	180	0	0	0	0
Kat6a	22.500000	0	0	0	180	0	0	0	0	0
Immt	22.500000	0	0	0	0	180	0	0	0	0
Glt8d1	22.500000	0	0	0	0	180	0	0	0	0
Dolk	22.500000	0	0	0	0	180	0	0	0	0
Ccdc43	22.500000	0	0	0	0	180	0	0	0	0
Cabin1	22.500000	0	0	0	0	180	0	0	0	0
Bphl	22.500000	0	0	0	0	180	0	0	0	0
B3galt4	22.500000	0	0	0	0	180	0	0	0	0
Adm	22.500000	0	0	0	0	180	0	0	0	0
1110038F14Rik	22.500000	0	0	0	0	180	0	0	0	0
0610010K14Rik	22.500000	0	0	0	70	110	0	0	0	0
Zfp248	22.375000	0	0	0	0	179	0	0	0	0
Yipf1	22.375000	0	0	0	0	179	0	0	0	0
Usf2	22.375000	0	0	0	0	179	0	0	0	0
Tmem199	22.375000	0	0	0	0	179	0	0	0	0
Sugp2	22.375000	0	0	0	0	179	0	0	0	0
Stxbp3	22.375000	0	0	0	0	179	0	0	0	0
Srpr	22.375000	0	0	0	0	179	0	0	0	0
Spats2	22.375000	0	0	0	0	179	0	0	0	0
Scamp2	22.375000	0	0	0	0	179	0	0	0	0
Rasip1	22.375000	0	0	0	0	179	0	0	0	0
Rasal2	22.375000	0	0	0	0	179	0	0	0	0
Prpf39	22.375000	0	0	0	179	0	0	0	0	0
Poldip2	22.375000	0	0	0	0	179	0	0	0	0
Phyhipl	22.375000	0	0	0	0	179	0	0	0	0
Nipsnap1	22.375000	0	0	0	0	179	0	0	0	0
Mocs3	22.375000	0	0	0	0	179	0	0	0	0
Lrp1	22.375000	0	0	0	0	179	0	0	0	0
Kif5a	22.375000	0	0	0	0	179	0	0	0	0
Kif13b	22.375000	0	0	0	0	179	0	0	0	0
Foxred1	22.375000	0	0	0	0	179	0	0	0	0
Evi5	22.375000	0	0	0	0	179	0	0	0	0
Dpm1	22.375000	0	0	0	0	179	0	0	0	0
Dnah2	22.375000	0	0	0	0	179	0	0	0	0
Dctn2	22.375000	0	0	0	0	179	0	0	0	0
Dclre1b	22.375000	0	0	0	0	179	0	0	0	0
Dcaf7	22.375000	0	0	0	0	179	0	0	0	0
Armc6	22.375000	0	0	0	0	179	0	0	0	0
Ap4b1	22.375000	0	0	0	0	179	0	0	0	0
Ap3m1	22.375000	0	0	0	0	179	0	0	0	0
Aatk	22.375000	0	0	0	0	179	0	0	0	0
Zdhhc9	22.250000	0	0	0	0	178	0	0	0	0
Usp25	22.250000	0	0	0	90	88	0	0	0	0
Uqcrq	22.250000	0	0	0	0	178	0	0	0	0
Ubr4	22.250000	0	0	0	0	178	0	0	0	0
Ubap2	22.250000	0	0	0	0	178	0	0	0	0
Txndc15	22.250000	0	0	0	0	178	0	0	0	0
Syde2	22.250000	0	0	0	0	178	0	0	0	0
Sos1	22.250000	0	0	0	0	178	0	0	0	0
Rps6	22.250000	0	0	0	0	178	0	0	0	0
Rcor2	22.250000	0	0	0	0	178	0	0	0	0
Ppig	22.250000	0	0	0	81	97	0	0	0	0
Parl	22.250000	0	0	0	0	178	0	0	0	0
Immp1l	22.250000	0	0	0	0	178	0	0	0	0
Hdac1	22.250000	0	0	0	0	178	0	0	0	0
Gdf9	22.250000	0	0	0	0	178	0	0	0	0
Etv3	22.250000	0	0	0	0	178	0	0	0	0
Elp4	22.250000	0	0	0	0	178	0	0	0	0
Dgkh	22.250000	0	0	0	0	178	0	0	0	0
Cplx3	22.250000	0	0	0	178	0	0	0	0	0
Commd2	22.250000	0	0	0	0	178	0	0	0	0
Cflar	22.250000	0	0	0	0	178	0	0	0	0
Cdk12	22.250000	0	0	0	0	178	0	0	0	0
Atrip	22.250000	0	0	0	0	178	0	0	0	0
Arpc1a	22.250000	0	0	0	0	178	0	0	0	0
1110051M20Rik	22.250000	0	0	0	0	178	0	0	0	0
Wdr36	22.125000	0	0	0	0	177	0	0	0	0
Usp14	22.125000	0	0	0	177	0	0	0	0	0
Tmem270	22.125000	0	0	0	0	177	0	0	0	0
Tfip11	22.125000	0	0	0	0	177	0	0	0	0
Rnf19b	22.125000	0	0	0	177	0	0	0	0	0
Rasl11a	22.125000	0	0	0	0	177	0	0	0	0
Nub1	22.125000	0	0	0	0	177	0	0	0	0
Ndufc1	22.125000	0	0	0	0	177	0	0	0	0
Map6d1	22.125000	0	0	0	0	177	0	0	0	0
Lamp2	22.125000	0	0	0	0	177	0	0	0	0
Kat8	22.125000	0	0	0	0	177	0	0	0	0
Dnajc28	22.125000	0	0	0	0	177	0	0	0	0
Dhx16	22.125000	0	0	0	0	177	0	0	0	0
Crbn	22.125000	0	0	0	0	177	0	0	0	0
Agps	22.125000	0	0	0	0	177	0	0	0	0
Zfp384	22.000000	0	0	0	0	176	0	0	0	0
Tmem198	22.000000	0	0	0	0	176	0	0	0	0
Tmem151b	22.000000	0	0	0	0	176	0	0	0	0
Tmem11	22.000000	0	0	0	0	176	0	0	0	0
Tmem106c	22.000000	0	0	0	0	176	0	0	0	0
Thap1	22.000000	0	0	0	0	176	0	0	0	0
Tars2	22.000000	0	0	0	0	176	0	0	0	0
Serpine2	22.000000	0	0	0	0	176	0	0	0	0
Rnf180	22.000000	0	0	0	0	176	0	0	0	0
Rexo1	22.000000	0	0	0	0	176	0	0	0	0
Rcan1	22.000000	0	0	0	0	176	0	0	0	0
Plekhm3	22.000000	0	0	0	0	176	0	0	0	0
Phlpp2	22.000000	0	0	0	0	176	0	0	0	0
Ndst2	22.000000	0	0	0	0	176	0	0	0	0
Ldha	22.000000	0	0	0	0	176	0	0	0	0
Kif20b	22.000000	0	0	0	82	94	0	0	0	0
Jam2	22.000000	0	0	0	0	176	0	0	0	0
Iars2	22.000000	0	0	0	0	176	0	0	0	0
Htt	22.000000	0	0	0	0	176	0	0	0	0
Hax1	22.000000	0	0	0	0	176	0	0	0	0
Gsdme	22.000000	0	0	0	0	176	0	0	0	0
Epb41l2	22.000000	0	0	0	0	176	0	0	0	0
Coa8	22.000000	0	0	0	0	176	0	0	0	0
Clasp2	22.000000	0	0	0	0	176	0	0	0	0
Chpf	22.000000	0	0	0	0	176	0	0	0	0
Bpnt1	22.000000	0	0	0	0	176	0	0	0	0
Bag5	22.000000	0	0	0	0	176	0	0	0	0
Zfp324	21.875000	0	0	0	0	175	0	0	0	0
Urm1	21.875000	0	0	0	0	175	0	0	0	0
Ubl5	21.875000	0	0	0	175	0	0	0	0	0
Trim35	21.875000	0	0	0	0	175	0	0	0	0
Sh3bgrl	21.875000	0	0	0	0	175	0	0	0	0
Rangap1	21.875000	0	0	0	0	175	0	0	0	0
Rad54l	21.875000	0	0	0	0	175	0	0	0	0
Psmb4	21.875000	0	0	0	0	175	0	0	0	0
Pmpca	21.875000	0	0	0	0	175	0	0	0	0
Nin	21.875000	0	0	0	0	175	0	0	0	0
Mtx3	21.875000	0	0	0	0	175	0	0	0	0
Mtmr10	21.875000	0	0	0	0	175	0	0	0	0
Hps6	21.875000	0	0	0	0	175	0	0	0	0
Fgf5	21.875000	0	0	0	0	175	0	0	0	0
Fbxl12	21.875000	0	0	0	175	0	0	0	0	0
Fblim1	21.875000	0	0	0	175	0	0	0	0	0
Faf1	21.875000	0	0	0	0	175	0	0	0	0
Entr1	21.875000	0	0	0	0	175	0	0	0	0
Cdc20	21.875000	0	0	0	0	175	0	0	0	0
Cd9	21.875000	0	0	0	0	175	0	0	0	0
Ccser2	21.875000	0	0	0	175	0	0	0	0	0
Bdh1	21.875000	0	0	0	0	175	0	0	0	0
Armh3	21.875000	0	0	0	0	175	0	0	0	0
Acbd6	21.875000	0	0	0	0	175	0	0	0	0
9130008F23Rik	21.875000	0	0	0	175	0	0	0	0	0
1810055G02Rik	21.875000	0	0	0	0	175	0	0	0	0
Zfc3h1	21.750000	0	0	0	0	174	0	0	0	0
Trim11	21.750000	0	0	0	0	174	0	0	0	0
Tollip	21.750000	0	0	0	0	174	0	0	0	0
Tmem87b	21.750000	0	0	0	0	174	0	0	0	0
Tmem250-ps	21.750000	0	0	0	0	174	0	0	0	0
Thap2	21.750000	0	0	0	0	174	0	0	0	0
Srp54a	21.750000	0	0	0	0	174	0	0	0	0
Srfbp1	21.750000	0	0	0	0	174	0	0	0	0
Slc46a1	21.750000	0	0	0	0	174	0	0	0	0
Rpl26	21.750000	0	0	0	0	174	0	0	0	0
Romo1	21.750000	0	0	0	0	174	0	0	0	0
Rab38	21.750000	0	0	0	174	0	0	0	0	0
Prkrip1	21.750000	0	0	0	0	174	0	0	0	0
Nfs1	21.750000	0	0	0	0	174	0	0	0	0
Map3k2	21.750000	0	0	0	0	174	0	0	0	0
Mansc4	21.750000	0	0	0	83	91	0	0	0	0
Klhl42	21.750000	0	0	0	83	91	0	0	0	0
Dennd6a	21.750000	0	0	0	0	174	0	0	0	0
Abca7	21.750000	0	0	0	0	174	0	0	0	0
Zswim1	21.625000	0	0	0	0	173	0	0	0	0
Usp8	21.625000	0	0	0	0	173	0	0	0	0
Ttc16	21.625000	0	0	0	0	173	0	0	0	0
Tcaf1	21.625000	0	0	0	0	173	0	0	0	0
Shpk	21.625000	0	0	0	0	173	0	0	0	0
Sfmbt1	21.625000	0	0	0	0	173	0	0	0	0
Ptrh1	21.625000	0	0	0	0	173	0	0	0	0
Ppp1r9b	21.625000	0	0	0	0	173	0	0	0	0
Pcbd2	21.625000	0	0	0	0	173	0	0	0	0
Nck1	21.625000	0	0	0	0	173	0	0	0	0
Mindy4	21.625000	0	0	0	0	173	0	0	0	0
Klf13	21.625000	0	0	0	0	173	0	0	0	0
Kctd9	21.625000	0	0	0	0	173	0	0	0	0
Isoc1	21.625000	0	0	0	0	173	0	0	0	0
Ippk	21.625000	0	0	0	0	173	0	0	0	0
Ilkap	21.625000	0	0	0	0	173	0	0	0	0
Hhat	21.625000	0	0	0	0	173	0	0	0	0
Hcfc2	21.625000	0	0	0	0	173	0	0	0	0
Fbxw11	21.625000	0	0	0	0	173	0	0	0	0
Edem1	21.625000	69	0	0	0	104	0	0	0	0
Dpp9	21.625000	0	0	0	0	173	0	0	0	0
Dcaf10	21.625000	79	0	0	94	0	0	0	0	0
Ctns	21.625000	0	0	0	0	173	0	0	0	0
Crebbp	21.625000	0	0	0	0	173	0	0	0	0
Cpeb2	21.625000	0	0	0	86	87	0	0	0	0
Cdca2	21.625000	0	0	0	0	173	0	0	0	0
3300002I08Rik	21.625000	0	0	0	0	173	0	0	0	0
Trp53i13	21.500000	0	0	0	0	172	0	0	0	0
Srsf11	21.500000	0	0	0	0	172	0	0	0	0
Pus10	21.500000	0	0	0	0	172	0	0	0	0
Psmc3	21.500000	0	0	0	0	172	0	0	0	0
Plk2	21.500000	0	0	0	0	172	0	0	0	0
Pik3ca	21.500000	0	0	0	0	172	0	0	0	0
Ndufv2	21.500000	0	0	0	0	172	0	0	0	0
Ndufaf7	21.500000	0	0	0	0	172	0	0	0	0
Ndufa5	21.500000	0	0	0	0	172	0	0	0	0
Naa40	21.500000	0	0	0	0	172	0	0	0	0
Myt1l	21.500000	0	0	0	0	172	0	0	0	0
Lrrc40	21.500000	0	0	0	0	172	0	0	0	0
Kcnc3	21.500000	0	0	0	0	172	0	0	0	0
Gfus	21.500000	0	0	0	0	172	0	0	0	0
Gars	21.500000	0	0	0	0	172	0	0	0	0
Gad1	21.500000	0	0	0	0	172	0	0	0	0
Fzr1	21.500000	0	0	0	0	172	0	0	0	0
Fbxo22	21.500000	0	0	0	0	172	0	0	0	0
Elmo2	21.500000	0	0	0	0	172	0	0	0	0
Eea1	21.500000	0	0	0	0	172	0	0	0	0
Dynlt1b	21.500000	0	0	0	0	172	0	0	0	0
Cebpz	21.500000	0	0	0	0	172	0	0	0	0
Asb15	21.500000	0	0	0	0	172	0	0	0	0
Abhd15	21.500000	0	0	0	0	172	0	0	0	0
Utp6	21.375000	0	0	0	0	171	0	0	0	0
Usp1	21.375000	0	0	0	0	171	0	0	0	0
Unc119b	21.375000	0	0	0	0	171	0	0	0	0
Tfcp2	21.375000	0	0	0	0	171	0	0	0	0
Syngr2	21.375000	0	0	0	95	76	0	0	0	0
Svbp	21.375000	0	0	0	0	171	0	0	0	0
Smpdl3b	21.375000	0	0	0	0	171	0	0	0	0
Slc26a1	21.375000	0	0	0	0	171	0	0	0	0
Slc25a18	21.375000	0	0	0	0	171	0	0	0	0
Prag1	21.375000	0	0	0	0	171	0	0	0	0
Plcl1	21.375000	0	0	0	0	171	0	0	0	0
Mrps36	21.375000	0	0	0	0	171	0	0	0	0
Mbnl2	21.375000	0	0	0	171	0	0	0	0	0
Gpsm2	21.375000	0	0	0	0	171	0	0	0	0
Get4	21.375000	0	0	0	0	171	0	0	0	0
Eif3m	21.375000	0	0	0	77	94	0	0	0	0
D130040H23Rik	21.375000	0	0	0	0	171	0	0	0	0
Cfap74	21.375000	0	0	0	0	171	0	0	0	0
B4galt3	21.375000	0	0	0	0	171	0	0	0	0
Aqr	21.375000	0	0	0	0	171	0	0	0	0
Zswim4	21.250000	0	0	0	0	170	0	0	0	0
Zfp846	21.250000	0	0	0	0	170	0	0	0	0
Ythdf3	21.250000	0	0	0	0	170	0	0	0	0
Washc3	21.250000	0	0	0	0	170	0	0	0	0
Vsig10	21.250000	0	0	0	170	0	0	0	0	0
Upf3b	21.250000	0	0	0	0	170	0	0	0	0
Ttll11	21.250000	0	0	0	0	170	0	0	0	0
Tm2d2	21.250000	0	0	0	0	170	0	0	0	0
Tarsl2	21.250000	0	0	0	0	170	0	0	0	0
Taco1	21.250000	0	0	0	0	170	0	0	0	0
Shld1	21.250000	0	0	0	0	170	0	0	0	0
Shb	21.250000	0	0	0	0	170	0	0	0	0
Sgip1	21.250000	0	0	0	0	170	0	0	0	0
Sfrp4	21.250000	0	0	0	0	170	0	0	0	0
Sec31a	21.250000	0	0	0	0	170	0	0	0	0
Rrp1b	21.250000	0	0	0	0	170	0	0	0	0
Rpusd4	21.250000	0	0	0	0	170	0	0	0	0
Rnaseh1	21.250000	0	0	0	0	170	0	0	0	0
Rfx1	21.250000	0	0	0	0	170	0	0	0	0
Rcn1	21.250000	0	0	0	76	94	0	0	0	0
Ppat	21.250000	0	0	0	0	170	0	0	0	0
Paics	21.250000	0	0	0	0	170	0	0	0	0
Msh2	21.250000	0	0	0	0	170	0	0	0	0
Mrps18a	21.250000	0	0	0	0	170	0	0	0	0
Mbip	21.250000	0	0	0	0	170	0	0	0	0
Lyrm9	21.250000	0	0	0	0	170	0	0	0	0
Lrrc4	21.250000	0	0	0	0	170	0	0	0	0
Lgmn	21.250000	0	0	0	0	170	0	0	0	0
Itpr2	21.250000	0	0	0	0	170	0	0	0	0
Ing2	21.250000	0	0	0	0	170	0	0	0	0
Hsf2bp	21.250000	0	0	0	0	170	0	0	0	0
Hsf1	21.250000	0	0	0	0	170	0	0	0	0
Heatr5a	21.250000	0	0	0	0	170	0	0	0	0
H3c15	21.250000	0	0	0	0	170	0	0	0	0
H3c14	21.250000	0	0	0	0	170	0	0	0	0
H2ac19	21.250000	0	0	0	0	170	0	0	0	0
H2ac18	21.250000	0	0	0	0	170	0	0	0	0
Grm3	21.250000	0	0	0	0	170	0	0	0	0
Fam118b	21.250000	0	0	0	0	170	0	0	0	0
Epdr1	21.250000	0	0	0	0	170	0	0	0	0
Dtd2	21.250000	0	0	0	0	170	0	0	0	0
Dll3	21.250000	0	0	0	0	170	0	0	0	0
Cs	21.250000	0	0	0	0	170	0	0	0	0
Bop1	21.250000	0	0	0	0	170	0	0	0	0
Adam9	21.250000	0	0	0	0	170	0	0	0	0
Abcd2	21.250000	0	0	0	0	170	0	0	0	0
Tsnax	21.125000	0	0	0	0	169	0	0	0	0
Trio	21.125000	0	0	0	0	169	0	0	0	0
Tpp2	21.125000	0	0	0	0	169	0	0	0	0
Slc41a1	21.125000	0	0	0	0	169	0	0	0	0
Slc36a2	21.125000	0	0	0	169	0	0	0	0	0
Polg	21.125000	0	0	0	0	169	0	0	0	0
Pex12	21.125000	0	0	0	0	169	0	0	0	0
Oxa1l	21.125000	0	0	0	0	169	0	0	0	0
Nop16	21.125000	0	0	0	0	169	0	0	0	0
Nmral1	21.125000	0	0	0	0	169	0	0	0	0
Nell2	21.125000	0	0	0	0	169	0	0	0	0
Ndufs4	21.125000	0	0	0	0	169	0	0	0	0
Mpc1	21.125000	0	0	0	0	169	0	0	0	0
Mis12	21.125000	0	0	0	0	169	0	0	0	0
Mief1	21.125000	0	0	0	0	169	0	0	0	0
Magt1	21.125000	0	0	0	0	169	0	0	0	0
Lsm14a	21.125000	0	0	0	69	100	0	0	0	0
Kdm4c	21.125000	0	0	0	0	169	0	0	0	0
Higd2a	21.125000	0	0	0	0	169	0	0	0	0
Gtf3c1	21.125000	0	0	0	0	169	0	0	0	0
Dph7	21.125000	0	0	0	0	169	0	0	0	0
Derl2	21.125000	0	0	0	0	169	0	0	0	0
Derl1	21.125000	0	0	0	0	169	0	0	0	0
Ddx23	21.125000	0	0	0	0	169	0	0	0	0
Dclk2	21.125000	0	0	0	0	169	0	0	0	0
D430042O09Rik	21.125000	0	0	0	0	169	0	0	0	0
Cox7b	21.125000	0	0	0	0	169	0	0	0	0
Cers5	21.125000	0	0	0	0	169	0	0	0	0
Cdca7	21.125000	0	0	0	63	106	0	0	0	0
Cd320	21.125000	0	0	0	0	169	0	0	0	0
Ap2b1	21.125000	0	0	0	0	169	0	0	0	0
Washc1	21.000000	0	0	0	0	168	0	0	0	0
Ube2j2	21.000000	0	0	0	0	168	0	0	0	0
Tstd2	21.000000	0	0	0	0	168	0	0	0	0
Taf7	21.000000	0	0	0	0	168	0	0	0	0
Taf4b	21.000000	0	0	0	0	168	0	0	0	0
Syngap1	21.000000	0	0	0	0	168	0	0	0	0
Ss18	21.000000	0	0	0	0	168	0	0	0	0
Slc8a3	21.000000	0	0	0	0	168	0	0	0	0
Scarb1	21.000000	0	0	0	0	168	0	0	0	0
Sbp	21.000000	0	0	0	0	168	0	0	0	0
Rpl36a	21.000000	0	0	0	0	168	0	0	0	0
Rab5a	21.000000	0	0	0	0	168	0	0	0	0
Pnpo	21.000000	0	0	0	0	168	0	0	0	0
Plekhm1	21.000000	168	0	0	0	0	0	0	0	0
Phax	21.000000	0	0	0	0	168	0	0	0	0
Pcdhb6	21.000000	0	0	0	0	168	0	0	0	0
Osgin2	21.000000	0	0	0	0	168	0	0	0	0
Ncbp1	21.000000	0	0	0	0	168	0	0	0	0
Mfsd13b	21.000000	0	0	0	0	168	0	0	0	0
Macroh2a1	21.000000	0	0	0	0	168	0	0	0	0
Lrrn2	21.000000	0	0	0	0	168	0	0	0	0
Lpin1	21.000000	0	0	0	0	168	0	0	0	0
Lancl1	21.000000	0	0	0	0	168	0	0	0	0
Gtf3c4	21.000000	0	0	0	0	168	0	0	0	0
Foxk2	21.000000	0	0	0	0	168	0	0	0	0
Fbxo8	21.000000	0	0	0	0	168	0	0	0	0
Fbxo47	21.000000	0	0	0	0	168	0	0	0	0
Fbxo30	21.000000	0	0	0	0	168	0	0	0	0
Fancd2os	21.000000	0	0	0	0	168	0	0	0	0
Ddx31	21.000000	0	0	0	0	168	0	0	0	0
Cuta	21.000000	0	0	0	0	168	0	0	0	0
Cep44	21.000000	0	0	0	0	168	0	0	0	0
Cep192	21.000000	0	0	0	0	168	0	0	0	0
Cdr2	21.000000	0	0	0	0	168	0	0	0	0
Ccdc62	21.000000	0	0	0	0	168	0	0	0	0
Btk	21.000000	0	0	0	0	168	0	0	0	0
Brk1	21.000000	0	0	0	0	168	0	0	0	0
Appbp2	21.000000	0	0	0	0	168	0	0	0	0
Ap1ar	21.000000	0	0	0	0	168	0	0	0	0
Aldh7a1	21.000000	0	0	0	0	168	0	0	0	0
Akt2	21.000000	0	0	0	0	168	0	0	0	0
Ubxn2a	20.875000	0	0	0	0	167	0	0	0	0
Tubb3	20.875000	0	0	0	0	167	0	0	0	0
Trerf1	20.875000	0	0	0	0	167	0	0	0	0
Tfb2m	20.875000	0	0	0	0	167	0	0	0	0
Ten1	20.875000	0	0	0	0	167	0	0	0	0
Slc37a4	20.875000	0	0	0	0	167	0	0	0	0
Ruvbl2	20.875000	0	0	0	0	167	0	0	0	0
Psmb6	20.875000	0	0	0	0	167	0	0	0	0
Necap1	20.875000	0	0	0	0	167	0	0	0	0
Mc1r	20.875000	0	0	0	0	167	0	0	0	0
Gys1	20.875000	0	0	0	0	167	0	0	0	0
Gfpt1	20.875000	0	0	0	0	167	0	0	0	0
Fyn	20.875000	0	0	0	0	167	0	0	0	0
Ercc2	20.875000	0	0	0	0	167	0	0	0	0
Dennd5a	20.875000	0	0	0	0	167	0	0	0	0
Cnst	20.875000	0	0	0	0	167	0	0	0	0
Bod1l	20.875000	0	0	0	0	167	0	0	0	0
Arrb1	20.875000	0	0	0	0	167	0	0	0	0
Adrm1	20.875000	0	0	0	167	0	0	0	0	0
Acox1	20.875000	0	0	0	0	167	0	0	0	0
Zic2	20.750000	0	0	0	0	166	0	0	0	0
Yju2	20.750000	0	0	0	0	166	0	0	0	0
Tsen15	20.750000	0	0	0	0	166	0	0	0	0
Thrap3	20.750000	0	0	0	0	166	0	0	0	0
Tbc1d15	20.750000	0	0	0	0	166	0	0	0	0
Scaf1	20.750000	0	0	0	0	166	0	0	0	0
Rras	20.750000	0	0	0	0	166	0	0	0	0
Rprd1a	20.750000	0	0	0	0	166	0	0	0	0
Ptcd2	20.750000	0	0	0	0	166	0	0	0	0
Piezo1	20.750000	0	0	0	0	166	0	0	0	0
Pdia5	20.750000	0	0	0	0	166	0	0	0	0
Pde5a	20.750000	0	0	0	0	166	0	0	0	0
Ngrn	20.750000	0	0	0	0	166	0	0	0	0
Mrps27	20.750000	0	0	0	0	166	0	0	0	0
Kash5	20.750000	0	0	0	0	166	0	0	0	0
Ggnbp1	20.750000	0	0	0	0	166	0	0	0	0
Gas1	20.750000	0	0	0	0	166	0	0	0	0
E4f1	20.750000	0	0	0	0	166	0	0	0	0
Dlgap5	20.750000	0	0	0	0	166	0	0	0	0
Cyrib	20.750000	0	0	0	74	92	0	0	0	0
