Target_genes	Foxa3|Average	SRX2379276|Hepatocytes	SRX1564901|Liver	SRX1564902|Liver	SRX2379237|MEF	SRX2379247|MEF	SRX2379266|MEF	SRX2379270|MEF	SRX4405399|MEF	SRX4405401|MEF	SRX4405405|MEF	SRX4405406|MEF	SRX7540355|MEF	SRX7540363|MEF	SRX7569431|MEF	SRX8130872|Tail_fibroblast	SRX8130873|Tail_fibroblast	SRX8130874|Tail_fibroblast	SRX8130875|Tail_fibroblast	SRX8130876|Tail_fibroblast	STRING
Smyd4	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0
Sdhd	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	121	0	0	0
Rpa1	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0
Prkag1	15.315789	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Plpp2	15.315789	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Ostc	15.315789	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0
Mroh1	15.315789	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2f	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0
Ccl20	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	153	0
Ccbe1	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	102	94	0	0
Zfp39	15.263158	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfb2m	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	99	0	87	0
Tbxas1	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0
Sgce	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
Phf7	15.263158	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
Phactr2	15.263158	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Peg10	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
Pank3	15.263158	0	0	0	162	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pafah2	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	110	0	0
Nr5a2	15.263158	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl3	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	151	0	0	0
Depp1	15.263158	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
Chil5	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	155	0	0
Bap1	15.263158	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
Ankrd46	15.263158	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Yeats4	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trap1a	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0
Tomm7	15.210526	0	0	0	160	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem88	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0
Them7	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0
Snrnp200	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	113	0	0
Scfd1	15.210526	0	0	0	156	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eva1c	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0
Bax	15.210526	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Adarb1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0
Actr2	15.210526	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810024B03Rik	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	113	0	0
Zfp605	15.157895	0	0	0	197	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trub2	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	109	0	0
Top2b	15.157895	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
Tkfc	15.157895	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Tbc1d5	15.157895	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phactr4	15.157895	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfrb	15.157895	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0
Mos	15.157895	0	0	0	104	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14b	15.157895	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
Mat2b	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	139	0
Map3k20	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0
Isg20	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	167	0
Gtpbp6	15.157895	0	0	0	197	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddb1	15.157895	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Cyp2c37	15.157895	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxxc5	15.157895	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
Ces2a	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	123	0
Car8	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0
Arl8b	15.157895	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Aatf	15.157895	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zxdb	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	72	0	0	0
Ube2j1	15.105263	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpm4	15.105263	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0
Timm22	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	109	0
Sycp3	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0
Smim18	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0
Sertad1	15.105263	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1l	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	104	0	0	0
Polr3a	15.105263	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcxd2	15.105263	0	0	0	116	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr95	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	131	0	0	0
Mlxip	15.105263	0	0	0	138	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	126	0	0
Gtf2i	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	160	0	0	0
Cdkn2aip	15.105263	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Cd164	15.105263	0	0	0	188	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btnl9	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	139	0	0	0
Bex3	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0
Arap3	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0
Abhd16b	15.105263	0	0	0	145	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU041133	15.105263	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp638	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	59	0	0
Zfp458	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Trpv5	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Tmem230	15.052632	0	0	0	102	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem120b	15.052632	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0
Tlcd3b	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Tie1	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Thsd7b	15.052632	0	0	0	0	0	0	0	121	0	165	0	0	0	0	0	0	0	0	0	0
Thoc2	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	190	0	0	0
Rrh	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Pcolce2	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	142	0	0	0
Pck2	15.052632	0	0	0	131	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mvk	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	163	0	0
Mmab	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	163	0	0
Mapk9	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	198	0	0	0
Itsn1	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	93	0	0	0
Hsd17b6	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Has2	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Fdx1	15.052632	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Evi2a	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	115	0	0	0
Evi2	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	115	0	0	0
Erg	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Cryzl1	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	93	0	0	0
Bbs2	15.052632	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Atp13a2	15.052632	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0
Zrsr2	15.000000	0	0	0	198	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinc4	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0
Rbm41	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	124	0	0
Lypla1	15.000000	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Hypk	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0
Gpr22	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0
Gm2016	15.000000	0	0	0	0	0	0	0	0	169	116	0	0	0	0	0	0	0	0	0	0
Cyfip2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0
Ccr9	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0
Abcb10	15.000000	0	0	0	203	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strada	14.947368	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0
Snta1	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0
Slc2a1	14.947368	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2ry12	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0
Nipa2	14.947368	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0
Exosc8	14.947368	0	0	0	142	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd4	14.947368	0	0	0	167	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg5	14.947368	0	0	0	142	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhae	14.894737	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Ube2d2a	14.894737	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0
Stard9	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0
Stap2	14.894737	0	0	0	99	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasgef1b	14.894737	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
Prss27	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0
Poln	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Pcdhb13	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Pcdhb12	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Olfr172	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Nox3	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Naa80	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	187	0	0	0
Mpnd	14.894737	0	0	0	99	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnt	14.894737	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
Lrrn3	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Lats2	14.894737	0	0	0	125	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyal3	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	187	0	0	0
Hyal1	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	187	0	0	0
Haus3	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Gm32856	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Ezh1	14.894737	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0
Dip2c	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	179	0	0	0
Acot3	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	118	0
Srpr	14.842105	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Snx19	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	104	0	0
Slc17a6	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
Rab4a	14.842105	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0
Mettl23	14.842105	0	0	0	175	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mast2	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
Ipo8	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	192	0	0	0
Il18	14.842105	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd2	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	144	0	0	0
Gm11544	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
Foxred1	14.842105	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Coa3	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	188	0
Cdpf1	14.842105	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Bfsp1	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0
Bco2	14.842105	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap2a2	14.842105	0	0	92	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc15	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	99	0	0	0
Akap8l	14.842105	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp2b	14.789474	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	145	0	0
Plcl2	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0
Pitpnm2	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0
Nuf2	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	120	0	0
Ncbp3	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	137	0	0
H2bc13	14.789474	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
H2ac13	14.789474	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Eri3	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	122	0	0
Ephx1	14.789474	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdo1	14.789474	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srpk1	14.736842	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Sec14l4	14.736842	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptov1	14.736842	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3c	14.736842	0	0	0	170	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Pex2	14.736842	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0
Pax6	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	108	0
Mfn2	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	136	0
Kras	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	165	0	0	0
Gprc5a	14.736842	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0
Fam210b	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	122	0
Dennd4c	14.736842	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Cdv3	14.736842	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
Cdc14a	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	102	0	0	0
Abcc4	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	119	0	0
Zfand2a	14.684211	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Wdyhv1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	85	0	0
Tsc22d2	14.684211	0	0	0	177	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmu	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
Thoc1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	118	0	0
Mri1	14.684211	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	74	0	119	0	0
Morc2a	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
Entpd6	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
Cep295nl	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0
Angpt2	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	132	0	0	0
Zfp287	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	149	0	0	0
Txndc15	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	147	0	0	0
Tmem161a	14.631579	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0
Spop	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0
Serac1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	143	0	0	0
Prrx1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0
Mroh2a	14.631579	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl3	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	152	0	0	0	0
Hgsnat	14.631579	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heatr3	14.631579	0	0	0	160	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h5	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	143	0	0	0
Gclc	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0
Flna	14.631579	0	0	0	118	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	152	0	0	0	0
Cstf2	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	114	0	0
Cstf1	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	109	0	0	0
Aurka	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	109	0	0	0
Atp6v1e1	14.631579	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
2310039H08Rik	14.631579	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0
Zfp59	14.578947	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Sval2	14.578947	0	0	0	0	0	0	0	0	163	114	0	0	0	0	0	0	0	0	0	0
Slc25a45	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
Rpl26	14.578947	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
Mlh1	14.578947	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
Mis18bp1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	106	0	0
Hacd1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	139	0	0	0
Gtf2f1	14.578947	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
Frmd8	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0
Epm2aip1	14.578947	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
Cyren	14.578947	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Anpep	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	123	0
Abcd3	14.578947	0	0	0	130	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	14.578947	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp69	14.526316	0	0	0	100	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo1	14.526316	0	0	0	152	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpmt	14.526316	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Tmem169	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	141	0	0	0
Tfec	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
Sh3glb1	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
Pecr	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	141	0	0	0
Msln	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
Mrpl40	14.526316	0	0	0	110	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp4	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0
Kdm1b	14.526316	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Hoxa13	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0
Hira	14.526316	0	0	0	110	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcwpw1	14.473684	0	0	0	168	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Tab3	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0
Smarcad1	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	93	0
Slmap	14.473684	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setx	14.473684	0	0	0	131	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mepce	14.473684	0	0	0	168	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Lrig1	14.473684	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Hdac2	14.473684	0	0	0	111	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	14.473684	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0
Camk2n1	14.473684	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC024063	14.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	100	0	0
Asb1	14.473684	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Arhgef17	14.473684	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agt	14.473684	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0
Zfp512	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	119	0	0	0
Zcchc7	14.421053	0	0	0	103	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim43	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Pnkd	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Phgr1	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Mmp14	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
Magee2	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Il1rap	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	115	0	0
Gna13	14.421053	0	0	0	128	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Echdc3	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	111	0	0
Coq5	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
Capn5	14.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
