Target_genes	Mnt|Average	SRX9514748|Lung_cancer	SRX9514749|Lung_cancer	SRX7849445|Lung_tumors	SRX7849446|Lung_tumors	SRX7849455|Lung_tumors	SRX7849456|Lung_tumors	STRING
Rpsa	27.500000	0	165	0	0	0	0	0
Phtf2	27.500000	0	165	0	0	0	0	0
Nudt8	27.500000	0	165	0	0	0	0	0
Nsun5	27.500000	0	165	0	0	0	0	0
Nqo2	27.500000	0	165	0	0	0	0	0
Nktr	27.500000	0	165	0	0	0	0	0
Mpp6	27.500000	0	165	0	0	0	0	0
Mcm6	27.500000	0	165	0	0	0	0	0
Lrp1	27.500000	0	165	0	0	0	0	0
Gtf2i	27.500000	0	165	0	0	0	0	0
Gtf2a1	27.500000	0	165	0	0	0	0	0
Gm3776	27.500000	0	165	0	0	0	0	0
Gas8	27.500000	0	165	0	0	0	0	0
Doc2g	27.500000	0	165	0	0	0	0	0
Dbndd1	27.500000	0	165	0	0	0	0	0
Ctsl	27.500000	0	165	0	0	0	0	0
Cmtm3	27.500000	0	165	0	0	0	0	0
Chchd5	27.500000	0	165	0	0	0	0	0
Ccdc88c	27.500000	0	165	0	0	0	0	0
Agk	27.500000	0	165	0	0	0	0	0
Wdr81	27.333333	0	164	0	0	0	0	0
Vps25	27.333333	0	164	0	0	0	0	0
Utp11	27.333333	0	164	0	0	0	0	0
Ttc7	27.333333	0	164	0	0	0	0	0
Tbc1d22a	27.333333	0	164	0	0	0	0	0
Tab1	27.333333	0	164	0	0	0	0	0
Syce2	27.333333	0	164	0	0	0	0	0
Smim4	27.333333	0	164	0	0	0	0	0
Slco4a1	27.333333	0	164	0	0	0	0	0
Slc19a2	27.333333	0	164	0	0	0	0	0
Ska3	27.333333	0	164	0	0	0	0	0
Sap18b	27.333333	0	164	0	0	0	0	0
Sap18	27.333333	0	164	0	0	0	0	0
Rasef	27.333333	0	164	0	0	0	0	0
Praf2	27.333333	0	164	0	0	0	0	0
Plch1	27.333333	0	164	0	0	0	0	0
Pfdn5	27.333333	0	164	0	0	0	0	0
Nt5dc2	27.333333	0	164	0	0	0	0	0
Mrpl57	27.333333	0	164	0	0	0	0	0
Mmp23	27.333333	0	164	0	0	0	0	0
Man2c1	27.333333	0	164	0	0	0	0	0
Josd1	27.333333	0	164	0	0	0	0	0
Gtpbp1	27.333333	0	164	0	0	0	0	0
Gpat3	27.333333	0	164	0	0	0	0	0
Golga1	27.333333	0	164	0	0	0	0	0
Epb41l5	27.333333	0	164	0	0	0	0	0
Eif2s3y	27.333333	0	0	0	164	0	0	0
Dut	27.333333	0	164	0	0	0	0	0
Dpf1	27.333333	0	164	0	0	0	0	0
Dnajb12	27.333333	0	164	0	0	0	0	0
Desi2	27.333333	0	164	0	0	0	0	0
Cog2	27.333333	0	164	0	0	0	0	0
Chd1l	27.333333	0	164	0	0	0	0	0
Anp32e	27.333333	0	164	0	0	0	0	0
Zwint	27.166667	0	163	0	0	0	0	0
Zfp710	27.166667	0	163	0	0	0	0	0
Zfp605	27.166667	0	163	0	0	0	0	0
Uba2	27.166667	0	163	0	0	0	0	0
Tsc2	27.166667	0	163	0	0	0	0	0
Tgif1	27.166667	0	163	0	0	0	0	0
Tes	27.166667	0	163	0	0	0	0	0
Surf1	27.166667	0	163	0	0	0	0	0
Srrt	27.166667	0	163	0	0	0	0	0
Slc16a6	27.166667	0	163	0	0	0	0	0
R3hcc1	27.166667	0	163	0	0	0	0	0
Osbp	27.166667	0	163	0	0	0	0	0
Nthl1	27.166667	0	163	0	0	0	0	0
Myo18a	27.166667	0	163	0	0	0	0	0
Mrps31	27.166667	0	163	0	0	0	0	0
Mbnl3	27.166667	0	163	0	0	0	0	0
Marchf7	27.166667	0	163	0	0	0	0	0
Ipmk	27.166667	0	163	0	0	0	0	0
Gtpbp6	27.166667	0	163	0	0	0	0	0
Gpam	27.166667	0	163	0	0	0	0	0
Cisd1	27.166667	0	163	0	0	0	0	0
Arsg	27.166667	0	163	0	0	0	0	0
Zfp951	27.000000	0	162	0	0	0	0	0
Vps26b	27.000000	0	162	0	0	0	0	0
Uso1	27.000000	0	162	0	0	0	0	0
Ubxn8	27.000000	0	162	0	0	0	0	0
Smarcd1	27.000000	0	162	0	0	0	0	0
Pomt2	27.000000	0	162	0	0	0	0	0
Plk1	27.000000	0	162	0	0	0	0	0
Plekhf2	27.000000	0	162	0	0	0	0	0
Oma1	27.000000	0	162	0	0	0	0	0
Ncapd3	27.000000	0	162	0	0	0	0	0
Mos	27.000000	0	162	0	0	0	0	0
Mmgt2	27.000000	0	162	0	0	0	0	0
Mettl27	27.000000	0	162	0	0	0	0	0
Lyrm7	27.000000	0	162	0	0	0	0	0
Lrrc75a	27.000000	0	162	0	0	0	0	0
L2hgdh	27.000000	0	162	0	0	0	0	0
Gstz1	27.000000	0	162	0	0	0	0	0
G3bp2	27.000000	0	162	0	0	0	0	0
Fam222a	27.000000	0	0	0	162	0	0	0
Dmac2l	27.000000	0	162	0	0	0	0	0
Cebpa	27.000000	0	162	0	0	0	0	0
Ccm2	27.000000	0	162	0	0	0	0	0
Atp5k	27.000000	0	162	0	0	0	0	0
Zscan30	26.833333	0	161	0	0	0	0	0
Zfp35	26.833333	0	161	0	0	0	0	0
Wbp1l	26.833333	0	161	0	0	0	0	0
Urod	26.833333	0	0	0	0	0	161	0
Trp53rka	26.833333	0	161	0	0	0	0	0
Tob1	26.833333	0	161	0	0	0	0	0
Slc43a2	26.833333	0	161	0	0	0	0	0
Rap1b	26.833333	0	161	0	0	0	0	0
Pyroxd1	26.833333	0	161	0	0	0	0	0
Pnrc2	26.833333	0	161	0	0	0	0	0
Piezo1	26.833333	0	161	0	0	0	0	0
Naxd	26.833333	0	161	0	0	0	0	0
Hnrnpc	26.833333	0	161	0	0	0	0	0
Hectd3	26.833333	0	0	0	0	0	161	0
H2az1	26.833333	0	161	0	0	0	0	0
Grb7	26.833333	0	161	0	0	0	0	0
Fxyd5	26.833333	0	161	0	0	0	0	0
Eif2b5	26.833333	0	161	0	0	0	0	0
Dnajb14	26.833333	0	161	0	0	0	0	0
Cyren	26.833333	0	161	0	0	0	0	0
Cycs	26.833333	0	161	0	0	0	0	0
Cenpf	26.833333	0	161	0	0	0	0	0
Asap1	26.833333	0	161	0	0	0	0	0
Arid2	26.833333	0	161	0	0	0	0	0
1810010H24Rik	26.833333	0	161	0	0	0	0	0
Zfp248	26.666667	0	160	0	0	0	0	0
Tsn	26.666667	0	0	0	160	0	0	0
Tmem65	26.666667	0	160	0	0	0	0	0
Tmem138	26.666667	0	160	0	0	0	0	0
Slc37a4	26.666667	0	160	0	0	0	0	0
Sec24a	26.666667	0	160	0	0	0	0	0
Rtca	26.666667	0	160	0	0	0	0	0
Rmnd1	26.666667	0	160	0	0	0	0	0
Rhbdd2	26.666667	0	160	0	0	0	0	0
Plaur	26.666667	0	160	0	0	0	0	0
Pcdhgc3	26.666667	0	160	0	0	0	0	0
Nmt2	26.666667	0	160	0	0	0	0	0
Ldlr	26.666667	0	160	0	0	0	0	0
Hint3	26.666667	0	160	0	0	0	0	0
Gdpd3	26.666667	0	160	0	0	0	0	0
Dhx58	26.666667	0	160	0	0	0	0	0
Dbt	26.666667	0	160	0	0	0	0	0
Cyb561a3	26.666667	0	160	0	0	0	0	0
Bcl9l	26.666667	0	160	0	0	0	0	0
Aspm	26.666667	0	160	0	0	0	0	0
Arpc1a	26.666667	0	160	0	0	0	0	0
Armt1	26.666667	0	160	0	0	0	0	0
Zfp764	26.500000	0	159	0	0	0	0	0
Zfp692	26.500000	0	159	0	0	0	0	0
Zbed5	26.500000	0	159	0	0	0	0	0
Thyn1	26.500000	0	159	0	0	0	0	0
Tbc1d5	26.500000	0	159	0	0	0	0	0
Simc1	26.500000	0	159	0	0	0	0	0
Rab27b	26.500000	0	159	0	0	0	0	0
Psmg1	26.500000	0	159	0	0	0	0	0
Pdcd6	26.500000	0	159	0	0	0	0	0
Oip5	26.500000	0	159	0	0	0	0	0
Nusap1	26.500000	0	159	0	0	0	0	0
Mrpl55	26.500000	0	159	0	0	0	0	0
Mks1	26.500000	0	159	0	0	0	0	0
Lyrm1	26.500000	0	159	0	0	0	0	0
Kif3b	26.500000	0	0	0	159	0	0	0
Eif4g2	26.500000	0	159	0	0	0	0	0
Dcun1d3	26.500000	0	159	0	0	0	0	0
Acad8	26.500000	0	159	0	0	0	0	0
Zfp33b	26.333333	0	158	0	0	0	0	0
Trip12	26.333333	0	158	0	0	0	0	0
Tomm22	26.333333	0	158	0	0	0	0	0
Srbd1	26.333333	0	158	0	0	0	0	0
Rassf7	26.333333	0	158	0	0	0	0	0
Rai1	26.333333	0	158	0	0	0	0	0
Rabl6	26.333333	0	158	0	0	0	0	0
Pla2g15	26.333333	0	158	0	0	0	0	0
Pelo	26.333333	0	158	0	0	0	0	0
Mrnip	26.333333	0	158	0	0	0	0	0
Mob3b	26.333333	0	158	0	0	0	0	0
Lpar2	26.333333	0	158	0	0	0	0	0
Lonp2	26.333333	0	158	0	0	0	0	0
Lmntd2	26.333333	0	158	0	0	0	0	0
Kat7	26.333333	0	158	0	0	0	0	0
Gstp2	26.333333	0	158	0	0	0	0	0
Gstp1	26.333333	0	158	0	0	0	0	0
Fbxo36	26.333333	0	158	0	0	0	0	0
Esrra	26.333333	0	158	0	0	0	0	0
Dhx40	26.333333	0	158	0	0	0	0	0
Ccdc62	26.333333	0	158	0	0	0	0	0
Catsperz	26.333333	0	158	0	0	0	0	0
Bri3bp	26.333333	0	158	0	0	0	0	0
Asb7	26.333333	0	158	0	0	0	0	0
Zfp202	26.166667	0	157	0	0	0	0	0
Ywhaz	26.166667	0	157	0	0	0	0	0
Tnfrsf12a	26.166667	0	157	0	0	0	0	0
Tmem179	26.166667	0	157	0	0	0	0	0
Thoc6	26.166667	0	157	0	0	0	0	0
Srsf5	26.166667	0	157	0	0	0	0	0
Sptlc2	26.166667	0	157	0	0	0	0	0
Spa17	26.166667	0	157	0	0	0	0	0
Smim40	26.166667	0	157	0	0	0	0	0
Slc25a19	26.166667	0	157	0	0	0	0	0
Siae	26.166667	0	157	0	0	0	0	0
Sephs1	26.166667	0	157	0	0	0	0	0
Scaf1	26.166667	0	157	0	0	0	0	0
Sapcd2	26.166667	0	157	0	0	0	0	0
Rras	26.166667	0	157	0	0	0	0	0
Prxl2a	26.166667	0	0	0	157	0	0	0
Ppl	26.166667	0	157	0	0	0	0	0
Nup160	26.166667	0	157	0	0	0	0	0
Mcl1	26.166667	0	157	0	0	0	0	0
Mapk3	26.166667	0	157	0	0	0	0	0
Magt1	26.166667	0	157	0	0	0	0	0
Ly6c1	26.166667	0	157	0	0	0	0	0
Llgl2	26.166667	0	157	0	0	0	0	0
L3hypdh	26.166667	0	157	0	0	0	0	0
Jkamp	26.166667	0	157	0	0	0	0	0
Hcfc1r1	26.166667	0	157	0	0	0	0	0
Gnb1l	26.166667	0	157	0	0	0	0	0
Frrs1	26.166667	0	157	0	0	0	0	0
Fam168b	26.166667	0	157	0	0	0	0	0
Dhx36	26.166667	0	157	0	0	0	0	0
Daxx	26.166667	0	157	0	0	0	0	0
Cox7b	26.166667	0	157	0	0	0	0	0
Cldn6	26.166667	0	157	0	0	0	0	0
Cep83	26.166667	0	157	0	0	0	0	0
Cdkal1	26.166667	0	157	0	0	0	0	0
Cdcp1	26.166667	0	157	0	0	0	0	0
Ccdc142	26.166667	0	157	0	0	0	0	0
Zfp54	26.000000	0	156	0	0	0	0	0
Zfp263	26.000000	0	156	0	0	0	0	0
Ubr4	26.000000	0	156	0	0	0	0	0
Tor1b	26.000000	0	156	0	0	0	0	0
Tmem41b	26.000000	0	156	0	0	0	0	0
Spag7	26.000000	0	156	0	0	0	0	0
Rtcb	26.000000	0	156	0	0	0	0	0
Rps20	26.000000	0	156	0	0	0	0	0
Prkce	26.000000	0	156	0	0	0	0	0
Pcyt2	26.000000	0	156	0	0	0	0	0
Nomo1	26.000000	0	156	0	0	0	0	0
Nasp	26.000000	0	156	0	0	0	0	0
Mfsd1	26.000000	0	156	0	0	0	0	0
Il4ra	26.000000	0	156	0	0	0	0	0
H3c7	26.000000	0	156	0	0	0	0	0
H2bc9	26.000000	0	156	0	0	0	0	0
Fam136a	26.000000	0	156	0	0	0	0	0
Esrp1	26.000000	0	156	0	0	0	0	0
Dock5	26.000000	0	156	0	0	0	0	0
Cdkn2aip	26.000000	0	156	0	0	0	0	0
Ccdc93	26.000000	0	156	0	0	0	0	0
Cbr4	26.000000	0	156	0	0	0	0	0
Aptx	26.000000	0	156	0	0	0	0	0
Abcc6	26.000000	0	156	0	0	0	0	0
Abcc5	26.000000	0	156	0	0	0	0	0
Zbed4	25.833333	0	155	0	0	0	0	0
Wwox	25.833333	0	155	0	0	0	0	0
Ubtf	25.833333	0	155	0	0	0	0	0
Tdrd7	25.833333	0	155	0	0	0	0	0
Soat1	25.833333	0	155	0	0	0	0	0
Smc6	25.833333	0	155	0	0	0	0	0
Slc30a9	25.833333	0	155	0	0	0	0	0
Serinc4	25.833333	0	155	0	0	0	0	0
Pbk	25.833333	0	155	0	0	0	0	0
Nexn	25.833333	0	155	0	0	0	0	0
Msl3	25.833333	0	155	0	0	0	0	0
Mfsd6l	25.833333	0	155	0	0	0	0	0
Mfsd6	25.833333	0	155	0	0	0	0	0
Lap3	25.833333	0	155	0	0	0	0	0
Katnbl1	25.833333	0	155	0	0	0	0	0
Hypk	25.833333	0	155	0	0	0	0	0
Gen1	25.833333	0	155	0	0	0	0	0
Fcgr3	25.833333	0	155	0	0	0	0	0
Fbxl14	25.833333	0	155	0	0	0	0	0
Ctnna1	25.833333	0	155	0	0	0	0	0
Ccnt1	25.833333	0	155	0	0	0	0	0
Aph1c	25.833333	0	155	0	0	0	0	0
4930415O20Rik	25.833333	0	155	0	0	0	0	0
Zmynd15	25.666667	0	154	0	0	0	0	0
Zfp189	25.666667	0	154	0	0	0	0	0
Zdhhc1	25.666667	0	154	0	0	0	0	0
Zbtb8os	25.666667	0	154	0	0	0	0	0
Uckl1	25.666667	0	154	0	0	0	0	0
Ttc4	25.666667	0	154	0	0	0	0	0
Tmem147	25.666667	0	154	0	0	0	0	0
Tle3	25.666667	0	154	0	0	0	0	0
Srrm2	25.666667	0	154	0	0	0	0	0
Slc35b3	25.666667	0	154	0	0	0	0	0
Septin2	25.666667	0	154	0	0	0	0	0
Sema4b	25.666667	0	154	0	0	0	0	0
Rbbp4	25.666667	0	154	0	0	0	0	0
Rad51ap1	25.666667	0	154	0	0	0	0	0
Parpbp	25.666667	0	154	0	0	0	0	0
Nup37	25.666667	0	154	0	0	0	0	0
Nab2	25.666667	0	154	0	0	0	0	0
Mrpl50	25.666667	0	154	0	0	0	0	0
Mief2	25.666667	0	154	0	0	0	0	0
Mid1ip1	25.666667	0	154	0	0	0	0	0
Med6	25.666667	0	154	0	0	0	0	0
Lratd1	25.666667	0	154	0	0	0	0	0
Kcnk1	25.666667	0	154	0	0	0	0	0
Hdlbp	25.666667	0	154	0	0	0	0	0
Grpel2	25.666667	0	154	0	0	0	0	0
Flii	25.666667	0	154	0	0	0	0	0
Dhrs7b	25.666667	0	154	0	0	0	0	0
D6Wsu163e	25.666667	0	154	0	0	0	0	0
Cyba	25.666667	0	154	0	0	0	0	0
Creb1	25.666667	0	154	0	0	0	0	0
Chsy1	25.666667	0	154	0	0	0	0	0
Caprin2	25.666667	0	154	0	0	0	0	0
Calu	25.666667	0	154	0	0	0	0	0
Bend3	25.666667	0	154	0	0	0	0	0
Atg7	25.666667	0	154	0	0	0	0	0
Acly	25.666667	0	154	0	0	0	0	0
Wdr41	25.500000	0	153	0	0	0	0	0
Trnau1ap	25.500000	0	153	0	0	0	0	0
Tpx2	25.500000	0	153	0	0	0	0	0
Tom1l2	25.500000	0	153	0	0	0	0	0
Tep1	25.500000	0	153	0	0	0	0	0
Tbcb	25.500000	0	153	0	0	0	0	0
Srsf11	25.500000	0	153	0	0	0	0	0
Smc1b	25.500000	0	153	0	0	0	0	0
Selenoh	25.500000	0	153	0	0	0	0	0
Rnf216	25.500000	0	153	0	0	0	0	0
Psmc6	25.500000	0	153	0	0	0	0	0
Ppfia3	25.500000	0	153	0	0	0	0	0
Polr2i	25.500000	0	153	0	0	0	0	0
Pigc	25.500000	0	153	0	0	0	0	0
Ovol3	25.500000	0	153	0	0	0	0	0
Ostf1	25.500000	0	153	0	0	0	0	0
Nmrk1	25.500000	0	153	0	0	0	0	0
Mrpl2	25.500000	0	153	0	0	0	0	0
Mettl15	25.500000	0	153	0	0	0	0	0
Lrrc56	25.500000	0	153	0	0	0	0	0
Lrrc40	25.500000	0	153	0	0	0	0	0
Lin7b	25.500000	0	153	0	0	0	0	0
Klc4	25.500000	0	153	0	0	0	0	0
Kif18a	25.500000	0	153	0	0	0	0	0
Kdm1a	25.500000	0	153	0	0	0	0	0
Hras	25.500000	0	153	0	0	0	0	0
Etfbkmt	25.500000	0	153	0	0	0	0	0
Drc3	25.500000	0	153	0	0	0	0	0
Dnaja2	25.500000	0	153	0	0	0	0	0
Dbi	25.500000	0	153	0	0	0	0	0
Cul7	25.500000	0	153	0	0	0	0	0
Cox10	25.500000	0	153	0	0	0	0	0
Cnn3	25.500000	0	153	0	0	0	0	0
Cenps	25.500000	0	153	0	0	0	0	0
Cdc16	25.500000	0	153	0	0	0	0	0
Ccnh	25.500000	0	153	0	0	0	0	0
Ccdc6	25.500000	0	153	0	0	0	0	0
C1galt1c1	25.500000	0	153	0	0	0	0	0
9130008F23Rik	25.500000	0	153	0	0	0	0	0
4932438H23Rik	25.500000	0	153	0	0	0	0	0
4930558K02Rik	25.500000	0	153	0	0	0	0	0
3110009E18Rik	25.500000	0	153	0	0	0	0	0
Zfp523	25.333333	0	0	0	152	0	0	0
Zfp46	25.333333	0	152	0	0	0	0	0
Vps26c	25.333333	0	152	0	0	0	0	0
Spryd7	25.333333	0	152	0	0	0	0	0
Six5	25.333333	0	152	0	0	0	0	0
Rrm2b	25.333333	0	152	0	0	0	0	0
Rev3l	25.333333	0	152	0	0	0	0	0
Rab20	25.333333	0	152	0	0	0	0	0
Poln	25.333333	0	152	0	0	0	0	0
Mvb12a	25.333333	0	152	0	0	0	0	0
Metap1d	25.333333	0	152	0	0	0	0	0
Lactb2	25.333333	0	152	0	0	0	0	0
Hddc2	25.333333	0	152	0	0	0	0	0
Haus3	25.333333	0	152	0	0	0	0	0
Flcn	25.333333	0	152	0	0	0	0	0
Fdxr	25.333333	0	152	0	0	0	0	0
Fam219b	25.333333	0	152	0	0	0	0	0
Fam135a	25.333333	0	152	0	0	0	0	0
D16Ertd472e	25.333333	0	152	0	0	0	0	0
Cox19	25.333333	0	152	0	0	0	0	0
Cdh13	25.333333	0	152	0	0	0	0	0
Bcdin3d	25.333333	0	152	0	0	0	0	0
Aurkb	25.333333	0	152	0	0	0	0	0
Zfp687	25.166667	0	151	0	0	0	0	0
Tlk1	25.166667	0	151	0	0	0	0	0
Tex14	25.166667	0	151	0	0	0	0	0
Socs5	25.166667	0	151	0	0	0	0	0
Slc66a2	25.166667	0	151	0	0	0	0	0
Setd1a	25.166667	0	151	0	0	0	0	0
Rwdd3	25.166667	0	151	0	0	0	0	0
Rap1gap2	25.166667	0	151	0	0	0	0	0
Rad51c	25.166667	0	151	0	0	0	0	0
Rabl3	25.166667	0	151	0	0	0	0	0
Pwwp3a	25.166667	0	151	0	0	0	0	0
Ptp4a2	25.166667	0	151	0	0	0	0	0
Ppm1f	25.166667	0	151	0	0	0	0	0
Ppif	25.166667	0	151	0	0	0	0	0
Nlrp10	25.166667	0	151	0	0	0	0	0
Nfic	25.166667	0	151	0	0	0	0	0
Myh3	25.166667	0	0	0	151	0	0	0
Mnat1	25.166667	0	151	0	0	0	0	0
Man1b1	25.166667	0	151	0	0	0	0	0
Gtf2e1	25.166667	0	151	0	0	0	0	0
Eif3f	25.166667	0	151	0	0	0	0	0
Cdc34	25.166667	0	151	0	0	0	0	0
Cd151	25.166667	0	151	0	0	0	0	0
Atg4d	25.166667	0	151	0	0	0	0	0
Arl6ip5	25.166667	0	151	0	0	0	0	0
Arl4c	25.166667	0	151	0	0	0	0	0
Tspo	25.000000	0	150	0	0	0	0	0
Top3a	25.000000	0	150	0	0	0	0	0
Tmem223	25.000000	0	150	0	0	0	0	0
Tmem179b	25.000000	0	150	0	0	0	0	0
Tmcc1	25.000000	0	150	0	0	0	0	0
Tcf12	25.000000	0	150	0	0	0	0	0
Syvn1	25.000000	0	150	0	0	0	0	0
Smcr8	25.000000	0	150	0	0	0	0	0
Slc7a6	25.000000	0	150	0	0	0	0	0
Rtkn	25.000000	0	150	0	0	0	0	0
Ric8a	25.000000	0	150	0	0	0	0	0
Psmd14	25.000000	0	150	0	0	0	0	0
Pcnt	25.000000	0	150	0	0	0	0	0
Optn	25.000000	0	150	0	0	0	0	0
H2bc21	25.000000	0	150	0	0	0	0	0
H2ac21	25.000000	0	150	0	0	0	0	0
H2ac20	25.000000	0	150	0	0	0	0	0
Gorasp2	25.000000	0	150	0	0	0	0	0
Endov	25.000000	0	150	0	0	0	0	0
Clec2i	25.000000	0	150	0	0	0	0	0
Cdc37l1	25.000000	0	150	0	0	0	0	0
Ccpg1os	25.000000	0	0	0	150	0	0	0
Ccpg1	25.000000	0	0	0	150	0	0	0
Bet1l	25.000000	0	150	0	0	0	0	0
Bcas2	25.000000	0	150	0	0	0	0	0
BC035044	25.000000	0	150	0	0	0	0	0
BC031181	25.000000	0	150	0	0	0	0	0
Atg4c	25.000000	0	150	0	0	0	0	0
Zfp850	24.833333	0	149	0	0	0	0	0
Wdr62	24.833333	0	149	0	0	0	0	0
Tcte2	24.833333	0	149	0	0	0	0	0
Scamp3	24.833333	0	149	0	0	0	0	0
Rfx5	24.833333	0	149	0	0	0	0	0
Psmd7	24.833333	0	149	0	0	0	0	0
Lrmp	24.833333	0	149	0	0	0	0	0
Isca1	24.833333	0	149	0	0	0	0	0
Hs6st2	24.833333	0	149	0	0	0	0	0
Efcab2	24.833333	0	149	0	0	0	0	0
Edn1	24.833333	0	149	0	0	0	0	0
E4f1	24.833333	0	149	0	0	0	0	0
Dync1li2	24.833333	0	0	0	149	0	0	0
Donson	24.833333	0	149	0	0	0	0	0
Cul9	24.833333	0	149	0	0	0	0	0
Crebrf	24.833333	0	0	0	149	0	0	0
Cdk9	24.833333	0	149	0	0	0	0	0
Ccnb1	24.833333	0	149	0	0	0	0	0
Caml	24.833333	0	149	0	0	0	0	0
Afdn	24.833333	0	149	0	0	0	0	0
Zfp933	24.666667	0	148	0	0	0	0	0
Trp53i13	24.666667	0	148	0	0	0	0	0
Tnpo2	24.666667	0	148	0	0	0	0	0
Sppl2a	24.666667	0	148	0	0	0	0	0
Rbm45	24.666667	0	148	0	0	0	0	0
Rab3il1	24.666667	0	148	0	0	0	0	0
Prpf4	24.666667	0	148	0	0	0	0	0
Pcgf5	24.666667	0	148	0	0	0	0	0
Nop53	24.666667	0	148	0	0	0	0	0
Neurl1a	24.666667	0	148	0	0	0	0	0
Mydgf	24.666667	0	148	0	0	0	0	0
Mavs	24.666667	0	148	0	0	0	0	0
Heca	24.666667	0	148	0	0	0	0	0
H6pd	24.666667	0	148	0	0	0	0	0
H3c2	24.666667	0	148	0	0	0	0	0
H2bc3	24.666667	0	148	0	0	0	0	0
H2bc13	24.666667	0	148	0	0	0	0	0
H2ac4	24.666667	0	148	0	0	0	0	0
H2ac13	24.666667	0	148	0	0	0	0	0
Fhl2	24.666667	0	148	0	0	0	0	0
Fadd	24.666667	0	148	0	0	0	0	0
Echdc3	24.666667	0	148	0	0	0	0	0
Ddr1	24.666667	0	148	0	0	0	0	0
Cutc	24.666667	0	148	0	0	0	0	0
Crip2	24.666667	0	148	0	0	0	0	0
Cox15	24.666667	0	148	0	0	0	0	0
Cisd2	24.666667	0	148	0	0	0	0	0
Cdc26	24.666667	0	148	0	0	0	0	0
Blnk	24.666667	0	148	0	0	0	0	0
Bax	24.666667	0	148	0	0	0	0	0
Aqp8	24.666667	0	148	0	0	0	0	0
Akap1	24.666667	0	148	0	0	0	0	0
Adpgk	24.666667	0	148	0	0	0	0	0
4931414P19Rik	24.666667	0	148	0	0	0	0	0
Tmed2	24.500000	0	147	0	0	0	0	0
Stac2	24.500000	0	147	0	0	0	0	0
St14	24.500000	0	147	0	0	0	0	0
Srsf4	24.500000	0	147	0	0	0	0	0
Srrm1	24.500000	0	147	0	0	0	0	0
Slc30a5	24.500000	0	147	0	0	0	0	0
Sarnp	24.500000	0	147	0	0	0	0	0
Ropn1l	24.500000	0	147	0	0	0	0	0
Rgs11	24.500000	0	147	0	0	0	0	0
Rad51	24.500000	0	147	0	0	0	0	0
Pdia2	24.500000	0	147	0	0	0	0	0
Pacc1	24.500000	0	147	0	0	0	0	0
Ormdl2	24.500000	0	147	0	0	0	0	0
Gcnt1	24.500000	0	147	0	0	0	0	0
Gab2	24.500000	0	147	0	0	0	0	0
Ergic2	24.500000	0	147	0	0	0	0	0
Dync1i2	24.500000	0	147	0	0	0	0	0
Cnot6l	24.500000	0	147	0	0	0	0	0
Clip1	24.500000	0	147	0	0	0	0	0
Cars	24.500000	0	147	0	0	0	0	0
Btc	24.500000	0	147	0	0	0	0	0
Bri3	24.500000	0	147	0	0	0	0	0
Arhgdig	24.500000	0	147	0	0	0	0	0
Zkscan3	24.333333	0	146	0	0	0	0	0
Vat1	24.333333	0	146	0	0	0	0	0
Ubald1	24.333333	0	146	0	0	0	0	0
Tomm34	24.333333	0	146	0	0	0	0	0
Tmem208	24.333333	0	146	0	0	0	0	0
Stk4	24.333333	0	146	0	0	0	0	0
Slc25a5	24.333333	0	146	0	0	0	0	0
Skp2	24.333333	0	146	0	0	0	0	0
Sec14l1	24.333333	0	146	0	0	0	0	0
Safb2	24.333333	0	146	0	0	0	0	0
Safb	24.333333	0	146	0	0	0	0	0
Rpp30	24.333333	0	146	0	0	0	0	0
Rnd2	24.333333	0	146	0	0	0	0	0
Rnd1	24.333333	0	146	0	0	0	0	0
Ppp1r18	24.333333	0	146	0	0	0	0	0
Pacsin2	24.333333	0	146	0	0	0	0	0
Nrm	24.333333	0	146	0	0	0	0	0
Mrpl10	24.333333	0	146	0	0	0	0	0
Ltc4s	24.333333	0	146	0	0	0	0	0
Lrrc46	24.333333	0	146	0	0	0	0	0
Lrrc29	24.333333	0	146	0	0	0	0	0
Lmbrd2	24.333333	0	146	0	0	0	0	0
Kbtbd8	24.333333	0	146	0	0	0	0	0
H2aw	24.333333	0	146	0	0	0	0	0
Gse1	24.333333	0	146	0	0	0	0	0
Fibp	24.333333	0	146	0	0	0	0	0
Dpy19l1	24.333333	0	146	0	0	0	0	0
Dnajc22	24.333333	0	146	0	0	0	0	0
Ccdc85b	24.333333	0	146	0	0	0	0	0
Cacnb3	24.333333	0	146	0	0	0	0	0
Arfgef1	24.333333	0	146	0	0	0	0	0
Adamtsl4	24.333333	0	146	0	0	0	0	0
Zfp457	24.166667	0	145	0	0	0	0	0
Yjefn3	24.166667	0	145	0	0	0	0	0
Ube2m	24.166667	0	145	0	0	0	0	0
Trim2	24.166667	0	145	0	0	0	0	0
Tmem240	24.166667	0	145	0	0	0	0	0
Tle1	24.166667	0	145	0	0	0	0	0
Tfb1m	24.166667	0	145	0	0	0	0	0
Tceanc	24.166667	0	145	0	0	0	0	0
Stub1	24.166667	0	145	0	0	0	0	0
Stn1	24.166667	0	145	0	0	0	0	0
Spin1	24.166667	0	145	0	0	0	0	0
Snn	24.166667	0	145	0	0	0	0	0
Rhbdl1	24.166667	0	145	0	0	0	0	0
Rapgef6	24.166667	0	145	0	0	0	0	0
Rabep2	24.166667	0	145	0	0	0	0	0
Ptgr2	24.166667	0	145	0	0	0	0	0
