Target_genes	Meis1|Average	SRX1056342|416B	SRX10065381|Choroid_Plexus	SRX9090997|Embryoid_Bodies	SRX9090998|Embryoid_Bodies	SRX9090999|Embryoid_Bodies	SRX170714|Embryonic_trunk	SRX20233053|Ganglionic_eminence	SRX21310614|Heart	SRX21310615|Heart	SRX21310621|Heart	SRX21310622|Heart	SRX7299483|Heart	SRX7299484|Heart	SRX7299485|Heart	SRX7821061|Hematopoietic_progenitors	SRX1939446|Lymphoid-primed_multipotent_progenitors	SRX310204|Mast_Cells	SRX442881|MEF	SRX442882|MEF	SRX442883|MEF	SRX625488|MEF	SRX625490|MEF	SRX1035389|mESC_derived_haematopoietic_progenitor	SRX475272|MLL-AF9_leukemic_cell	SRX475273|MLL-AF9_leukemic_cell	SRX475274|MLL-AF9_leukemic_cell	SRX475275|MLL-AF9_leukemic_cell	SRX110438|Myeloblastic_cell_lines	SRX110441|Myeloblastic_cell_lines	SRX319739|Myeloid_leukemia	SRX745813|Optic_cups	SRX101594|P19	SRX1824745|P19	SRX1824746|P19	SRX1824747|P19	SRX1824748|P19	SRX1824749|P19	SRX1824750|P19	SRX435084|Superior_Cervical_Ganglion	SRX3730254|Trophoblast_stem_cells	SRX3730281|Trophoblast_stem_cells	SRX10012093|VOT-E36	STRING
Rfx2	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	131	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0
Rbck1	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	257	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Icos	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0
Hoxd9	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0
Herc2	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpf	12.880952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	12.880952	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siah3	12.857143	0	0	218	193	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saal1	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	69	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0
Saa3	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	69	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0
Relt	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	108	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Oxa1l	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	214	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Ffar2	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	165	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Defa17	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpa	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	120	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd74	12.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcpkmt	12.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	83	103	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtraf	12.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	232	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Krt86	12.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	284	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
Cwc22	12.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0
Tnrc6a	12.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	151	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r12b	12.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	278	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
Lrch3	12.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift140	12.809524	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	155	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Ebf2	12.809524	0	0	0	157	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Cramp1l	12.809524	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	155	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Amz1	12.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam10	12.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Whrn	12.785714	0	0	0	156	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Ube2f	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	293	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Tm2d3	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpia	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	155	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0
Lgsn	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	0
Dcaf1	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	199	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0
BC048671	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c18	12.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a4	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	149	0	0	0	0	0	0	0	220	0	0	0
Ppp1r14d	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0
Mybpc3	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	98	0	0	0	0	0	0	0	138	0	0	0
Map6d1	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1td1	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	196	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Gpr45	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	121	110	0	0	0	0	0
Cd3eap	12.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt1	12.738095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	328	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a5	12.738095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	138	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Mphosph6	12.738095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd6	12.738095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	169	0	0	0	0	124	0	0	0	0	0	0	0	126	0	0	0
Casd1	12.738095	0	0	138	230	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bst2	12.738095	0	0	0	180	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc2	12.738095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr91	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab21	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	257	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
Phf6	12.714286	0	0	0	264	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpo	12.714286	0	0	219	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0
Iffo2	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5rap1	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0
Ankle2	12.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	167	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Zfp553	12.690476	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d19	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	228	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Olfr1033	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancl3	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl14	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	152	0	128	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Cul5	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	96	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc5	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	209	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
Ahnak	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	408	0	0	0
4930579F01Rik	12.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a3r2	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	169	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Reck	12.666667	0	0	163	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	12.666667	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	292	0	0	0
Lmnb1	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0
Hacd2	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	153	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Fam193a	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chadl	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	217	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bub1	12.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	154	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0
Tdp1	12.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbg	12.642857	0	0	0	352	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr1d	12.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	106	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab11	12.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc5	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	124	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0
Pih1d1	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	208	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L3hypdh	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	227	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Jkamp	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	227	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Hnrnpl	12.619048	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	183	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c8	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	142	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0
Gm2237	12.619048	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	178	0	0	0
Commd2	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh16a1	12.619048	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	208	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp882	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0
Tnf	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	259	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf183	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0
Plekha3	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	195	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lta	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	259	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat4	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	173	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0
Gmppb	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	218	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Gcnt4	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	215	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Fkbp7	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	195	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx1	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	115	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0
Ccnd2	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	195	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Amigo3	12.595238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	218	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Vsir	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc1a7	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sall3	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	125	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0
Rhox2f	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	94	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prex1	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4r3b	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	192	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0
Kif14	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	174	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxn2	12.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	209	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Cep70	12.571429	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp407	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tppp2	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smoc1	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	121	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim2	12.547619	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Odf2	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	256	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
Ndrg2	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mta2	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	268	0	0	0	0	0	0	0	86	0	0	0
Lyzl4	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0
Arrdc1	12.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp61	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	173	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc4	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	91	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	91	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed2	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	184	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0
Spx	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Sla2	12.523810	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps13	12.523810	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	190	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Prdm4	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	259	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Mgat4d	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14b	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glipr1	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	218	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Cnnm4	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	204	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cds2	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	206	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Cbarp	12.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	181	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Arfgap1	12.523810	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syp	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	175	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Stac	12.500000	0	0	0	225	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0
Ppfibp1	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntf3	12.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0
