Target_genes	Egr1|Average	SRX12298591|B_cells	SRX10616114|Cerebellum	SRX10616115|Cerebellum	SRX122510|Dendritic_Cells	SRX122511|Dendritic_Cells	SRX122512|Dendritic_Cells	SRX122513|Dendritic_Cells	SRX9754949|Dendritic_Cells	SRX204724|Liver	SRX10616110|Prefrontal_Cortex	SRX10616111|Prefrontal_Cortex	STRING
Nek11	39.363636	115	128	190	0	0	0	0	0	0	0	0	0
Fbxo10	39.363636	0	219	214	0	0	0	0	0	0	0	0	0
Eif4g1	39.363636	275	0	0	0	0	0	0	0	158	0	0	0
Aste1	39.363636	115	128	190	0	0	0	0	0	0	0	0	0
Tff3	39.272727	0	155	277	0	0	0	0	0	0	0	0	0
Ppp1r13l	39.272727	272	0	0	0	0	0	0	0	160	0	0	0
Lin52	39.272727	432	0	0	0	0	0	0	0	0	0	0	0
Cd3eap	39.272727	272	0	0	0	0	0	0	0	160	0	0	0
Cask	39.272727	0	169	137	0	0	0	0	0	0	126	0	0
Cadm1	39.272727	0	176	256	0	0	0	0	0	0	0	0	0
Aldh6a1	39.272727	432	0	0	0	0	0	0	0	0	0	0	0
Zfp874b	39.181818	0	221	210	0	0	0	0	0	0	0	0	0
Myt1l	39.181818	0	230	201	0	0	0	0	0	0	0	0	0
Kdm1a	39.181818	203	0	138	0	0	0	90	0	0	0	0	0
Cystm1	39.181818	113	109	0	0	0	0	0	0	209	0	0	0
Tmem9b	39.090909	0	289	0	0	0	0	0	0	0	0	141	0
Map4	39.090909	297	133	0	0	0	0	0	0	0	0	0	0
Dag1	39.090909	286	0	0	0	0	0	0	0	144	0	0	0
Zfp707	39.000000	130	159	140	0	0	0	0	0	0	0	0	0
Vps13a	39.000000	349	80	0	0	0	0	0	0	0	0	0	0
Tmem251	39.000000	0	166	168	0	0	0	0	0	0	95	0	0
Rasa1	39.000000	263	166	0	0	0	0	0	0	0	0	0	0
Moap1	39.000000	0	166	168	0	0	0	0	0	0	95	0	0
Mib2	39.000000	246	0	183	0	0	0	0	0	0	0	0	0
Fem1a	39.000000	125	148	156	0	0	0	0	0	0	0	0	0
Fcsk	39.000000	141	120	168	0	0	0	0	0	0	0	0	0
Cenpf	39.000000	328	0	101	0	0	0	0	0	0	0	0	0
Alg14	39.000000	137	125	167	0	0	0	0	0	0	0	0	0
Znrf3	38.909091	0	0	0	0	0	0	0	0	428	0	0	0
Trip11	38.909091	0	187	241	0	0	0	0	0	0	0	0	0
Mt1	38.909091	0	0	0	0	0	0	0	0	428	0	0	0
Mri1	38.909091	0	156	184	0	0	0	0	0	0	88	0	0
Morf4l2	38.909091	170	129	129	0	0	0	0	0	0	0	0	0
Mllt10	38.909091	285	0	0	0	0	0	0	0	143	0	0	0
Zfp362	38.818182	0	0	0	0	0	0	0	0	427	0	0	0
Tmem14c	38.818182	0	170	257	0	0	0	0	0	0	0	0	0
Pbrm1	38.818182	0	153	274	0	0	0	0	0	0	0	0	0
Dusp1	38.818182	0	0	0	0	0	0	0	0	427	0	0	0
Dhx8	38.818182	0	148	165	0	0	0	0	0	0	0	114	0
Dclre1b	38.818182	272	0	155	0	0	0	0	0	0	0	0	0
Ctc1	38.818182	0	145	282	0	0	0	0	0	0	0	0	0
Coa4	38.818182	220	0	207	0	0	0	0	0	0	0	0	0
Barhl1	38.818182	0	242	185	0	0	0	0	0	0	0	0	0
Ap4b1	38.818182	272	0	155	0	0	0	0	0	0	0	0	0
Aldh4a1	38.818182	314	0	113	0	0	0	0	0	0	0	0	0
Adipor2	38.818182	231	0	196	0	0	0	0	0	0	0	0	0
Tox4	38.727273	148	0	114	0	0	0	0	0	164	0	0	0
Shoc2	38.727273	144	166	116	0	0	0	0	0	0	0	0	0
Ralgapa1	38.727273	0	183	119	0	0	0	0	0	0	0	124	0
Rab2b	38.727273	148	0	114	0	0	0	0	0	164	0	0	0
Ptp4a2	38.727273	342	0	0	0	0	0	84	0	0	0	0	0
Mvb12a	38.727273	250	0	176	0	0	0	0	0	0	0	0	0
Bbip1	38.727273	144	166	116	0	0	0	0	0	0	0	0	0
Thoc3	38.636364	0	166	0	0	0	0	0	0	0	114	145	0
Slc39a14	38.636364	230	0	0	0	0	0	0	0	195	0	0	0
Sccpdh	38.636364	140	0	0	0	0	0	0	0	285	0	0	0
Pbdc1	38.636364	194	98	133	0	0	0	0	0	0	0	0	0
Mcoln1	38.636364	101	171	153	0	0	0	0	0	0	0	0	0
Lman2l	38.636364	243	0	0	0	0	0	0	0	182	0	0	0
Dot1l	38.636364	233	192	0	0	0	0	0	0	0	0	0	0
Crocc	38.636364	257	0	0	0	0	0	168	0	0	0	0	0
Creld1	38.636364	100	165	160	0	0	0	0	0	0	0	0	0
Ankrd42	38.636364	0	146	200	0	0	0	0	0	0	0	79	0
Slain2	38.545455	0	143	0	0	0	0	0	0	0	146	135	0
Cox14	38.545455	196	0	0	0	0	0	0	0	228	0	0	0
Akr1d1	38.545455	0	0	0	0	0	0	0	0	424	0	0	0
1700001J03Rik	38.545455	0	0	0	0	0	0	0	0	424	0	0	0
Tsen54	38.454545	164	0	0	0	0	0	0	0	259	0	0	0
Trim45	38.454545	423	0	0	0	0	0	0	0	0	0	0	0
Suclg2	38.454545	0	0	0	0	0	0	0	0	423	0	0	0
Srp14	38.454545	162	97	164	0	0	0	0	0	0	0	0	0
Rnf8	38.454545	423	0	0	0	0	0	0	0	0	0	0	0
Lrrc8d	38.454545	0	0	0	0	0	0	0	0	423	0	0	0
Caskin2	38.454545	164	0	0	0	0	0	0	0	259	0	0	0
Acta1	38.454545	0	179	244	0	0	0	0	0	0	0	0	0
Zfp512	38.363636	110	162	150	0	0	0	0	0	0	0	0	0
Sqstm1	38.363636	0	151	0	0	0	0	0	0	162	0	109	0
Ralgds	38.363636	0	135	0	0	0	0	0	0	287	0	0	0
Hhex	38.363636	125	0	0	0	0	0	141	0	156	0	0	0
Acot12	38.363636	0	0	0	0	0	0	0	0	422	0	0	0
Acnat2	38.363636	0	0	0	0	0	0	0	0	422	0	0	0
Usp32	38.272727	176	0	245	0	0	0	0	0	0	0	0	0
Slc9a3r1	38.272727	0	219	202	0	0	0	0	0	0	0	0	0
Mtmr7	38.272727	0	0	0	0	0	0	0	0	421	0	0	0
Ndufaf4	38.181818	137	0	160	0	0	0	0	0	123	0	0	0
Krcc1	38.181818	420	0	0	0	0	0	0	0	0	0	0	0
Clcn5	38.181818	0	218	202	0	0	0	0	0	0	0	0	0
Ubxn4	38.090909	212	0	0	0	0	0	0	0	207	0	0	0
Slc16a5	38.090909	0	0	0	0	0	0	0	0	419	0	0	0
Mxi1	38.090909	257	0	162	0	0	0	0	0	0	0	0	0
Msh5	38.090909	165	0	0	0	0	0	0	0	254	0	0	0
Cxcr4	38.090909	291	0	0	0	0	0	128	0	0	0	0	0
Clic1	38.090909	165	0	0	0	0	0	0	0	254	0	0	0
Cabyr	38.090909	0	0	241	0	0	0	0	0	0	178	0	0
B3gntl1	38.090909	318	0	101	0	0	0	0	0	0	0	0	0
Tmem256	38.000000	311	0	107	0	0	0	0	0	0	0	0	0
Taf1c	38.000000	119	0	161	0	0	0	0	0	138	0	0	0
Stxbp5	38.000000	0	0	0	0	0	0	0	0	418	0	0	0
Ralgps1	38.000000	418	0	0	0	0	0	0	0	0	0	0	0
Pigl	38.000000	0	162	256	0	0	0	0	0	0	0	0	0
Nlgn2	38.000000	311	0	107	0	0	0	0	0	0	0	0	0
Ncor1	38.000000	0	162	256	0	0	0	0	0	0	0	0	0
Nagpa	38.000000	264	154	0	0	0	0	0	0	0	0	0	0
Utp25	37.909091	0	153	147	0	0	0	117	0	0	0	0	0
Ttf1	37.909091	83	109	0	0	0	0	0	0	0	129	96	0
Rcbtb1	37.909091	176	124	0	0	0	0	0	0	0	0	117	0
Ptms	37.909091	0	0	0	0	0	0	0	0	417	0	0	0
Plk2	37.909091	0	194	223	0	0	0	0	0	0	0	0	0
Ndufaf3	37.909091	122	0	0	0	0	0	0	0	295	0	0	0
Irs2	37.909091	252	0	0	0	0	0	0	0	165	0	0	0
Dalrd3	37.909091	122	0	0	0	0	0	0	0	295	0	0	0
Cyp26a1	37.909091	0	0	0	0	0	0	0	0	417	0	0	0
C4bp	37.909091	0	0	0	0	0	0	0	0	417	0	0	0
Brwd3	37.909091	0	153	264	0	0	0	0	0	0	0	0	0
Bptf	37.909091	264	0	0	0	0	0	0	0	153	0	0	0
Snx14	37.818182	278	138	0	0	0	0	0	0	0	0	0	0
Rufy1	37.818182	107	309	0	0	0	0	0	0	0	0	0	0
Eloc	37.818182	212	0	204	0	0	0	0	0	0	0	0	0
Ccnl2	37.818182	416	0	0	0	0	0	0	0	0	0	0	0
Caml	37.818182	0	181	235	0	0	0	0	0	0	0	0	0
Ap3s2	37.818182	0	156	260	0	0	0	0	0	0	0	0	0
Adck5	37.818182	198	0	0	0	0	0	0	0	218	0	0	0
Abca7	37.818182	140	125	151	0	0	0	0	0	0	0	0	0
Tsc1	37.727273	415	0	0	0	0	0	0	0	0	0	0	0
Tmem184b	37.727273	222	102	0	0	0	0	0	0	91	0	0	0
Sema6d	37.727273	0	0	0	0	0	0	0	0	415	0	0	0
Scaf11	37.727273	230	0	0	0	0	0	0	0	185	0	0	0
Psmd8	37.727273	100	153	162	0	0	0	0	0	0	0	0	0
Psen1	37.727273	106	156	153	0	0	0	0	0	0	0	0	0
Noct	37.727273	0	188	227	0	0	0	0	0	0	0	0	0
Ficd	37.727273	415	0	0	0	0	0	0	0	0	0	0	0
Dtnbp1	37.727273	0	0	0	0	0	0	92	0	323	0	0	0
Strada	37.636364	0	184	230	0	0	0	0	0	0	0	0	0
Rffl	37.636364	285	0	0	0	0	0	0	0	129	0	0	0
Nr1h3	37.636364	0	181	233	0	0	0	0	0	0	0	0	0
Atf6	37.636364	0	126	288	0	0	0	0	0	0	0	0	0
Acsf3	37.636364	0	153	261	0	0	0	0	0	0	0	0	0
Rnf111	37.545455	150	142	121	0	0	0	0	0	0	0	0	0
Pag1	37.545455	112	169	132	0	0	0	0	0	0	0	0	0
Arfgap3	37.545455	142	0	175	0	0	0	0	0	0	0	96	0
Nfe2l2	37.454545	0	0	0	0	0	0	0	0	412	0	0	0
Akap13	37.454545	412	0	0	0	0	0	0	0	0	0	0	0
Zfp870	37.363636	0	193	218	0	0	0	0	0	0	0	0	0
Zbtb12	37.363636	411	0	0	0	0	0	0	0	0	0	0	0
Tchp	37.363636	0	222	189	0	0	0	0	0	0	0	0	0
Sf3a1	37.363636	0	156	255	0	0	0	0	0	0	0	0	0
Rabgap1l	37.363636	153	117	141	0	0	0	0	0	0	0	0	0
H1f2	37.363636	0	120	132	0	0	0	0	0	159	0	0	0
Ehmt2	37.363636	411	0	0	0	0	0	0	0	0	0	0	0
Cox16	37.363636	0	0	240	0	0	0	0	0	0	0	171	0
Ccdc157	37.363636	0	156	255	0	0	0	0	0	0	0	0	0
Zfp558	37.272727	0	0	126	0	0	0	0	0	175	109	0	0
Phb2	37.272727	120	125	165	0	0	0	0	0	0	0	0	0
Mbd3l1	37.272727	0	0	126	0	0	0	0	0	175	109	0	0
Emg1	37.272727	120	125	165	0	0	0	0	0	0	0	0	0
Cmc1	37.272727	0	219	0	0	0	0	0	0	0	100	91	0
Snapin	37.181818	146	0	0	0	0	0	0	0	263	0	0	0
Smarca2	37.181818	138	160	111	0	0	0	0	0	0	0	0	0
Slc30a6	37.181818	220	126	0	0	0	0	0	0	63	0	0	0
Sbp	37.181818	0	151	258	0	0	0	0	0	0	0	0	0
Pnkd	37.181818	213	0	0	0	0	0	0	0	196	0	0	0
Nat8f3	37.181818	0	196	213	0	0	0	0	0	0	0	0	0
Fam13b	37.181818	124	161	0	0	0	0	0	0	0	0	124	0
Ddx47	37.181818	0	247	162	0	0	0	0	0	0	0	0	0
Rhot2	37.090909	0	0	0	0	0	0	96	0	312	0	0	0
Ift81	37.090909	0	191	217	0	0	0	0	0	0	0	0	0
Gria2	37.090909	0	143	265	0	0	0	0	0	0	0	0	0
Ptcd2	37.000000	157	134	116	0	0	0	0	0	0	0	0	0
Neu1	37.000000	159	0	0	0	0	0	0	0	248	0	0	0
Mrps27	37.000000	157	134	116	0	0	0	0	0	0	0	0	0
Kif5b	37.000000	0	164	93	0	0	0	0	0	0	150	0	0
Cldn34c1	37.000000	0	0	0	0	0	0	0	0	407	0	0	0
Tmem95	36.909091	226	0	0	0	0	0	180	0	0	0	0	0
Tmem219	36.909091	120	135	151	0	0	0	0	0	0	0	0	0
Rfx7	36.909091	406	0	0	0	0	0	0	0	0	0	0	0
Pitpna	36.909091	113	0	0	0	0	0	0	0	293	0	0	0
Kctd11	36.909091	226	0	0	0	0	0	180	0	0	0	0	0
Fth1	36.909091	0	154	130	0	0	0	0	0	0	122	0	0
Ddx59	36.909091	178	228	0	0	0	0	0	0	0	0	0	0
Cnot11	36.909091	0	275	0	0	0	0	0	0	0	0	131	0
Cldn12	36.909091	0	0	0	0	0	0	0	0	406	0	0	0
Ccdc17	36.909091	0	157	158	0	0	0	0	0	0	0	91	0
Ces1b	36.818182	0	0	0	0	0	0	0	0	405	0	0	0
Bcl9l	36.818182	0	186	219	0	0	0	0	0	0	0	0	0
Slc7a5	36.727273	249	155	0	0	0	0	0	0	0	0	0	0
Rps6ka3	36.727273	75	0	0	0	0	0	0	0	329	0	0	0
Kbtbd12	36.727273	218	186	0	0	0	0	0	0	0	0	0	0
H4c2	36.727273	173	0	0	0	0	0	0	0	231	0	0	0
H4c1	36.727273	173	0	0	0	0	0	0	0	231	0	0	0
H3c1	36.727273	173	0	0	0	0	0	0	0	231	0	0	0
H1f1	36.727273	173	0	0	0	0	0	0	0	231	0	0	0
Dnajc13	36.727273	166	78	0	0	0	0	0	0	0	0	160	0
Armc5	36.727273	322	0	0	0	0	0	0	0	82	0	0	0
Actb	36.727273	262	142	0	0	0	0	0	0	0	0	0	0
9130023H24Rik	36.727273	322	0	0	0	0	0	0	0	82	0	0	0
Tmem181a	36.636364	0	108	0	0	0	0	0	0	0	179	116	0
Syne3	36.636364	0	0	0	0	0	0	119	0	284	0	0	0
Rpe	36.636364	118	0	102	0	0	0	0	0	183	0	0	0
Qars	36.636364	109	109	185	0	0	0	0	0	0	0	0	0
Mapre1	36.636364	141	0	0	0	0	0	0	0	262	0	0	0
Itm2b	36.636364	0	193	210	0	0	0	0	0	0	0	0	0
Zfp398	36.545455	245	0	157	0	0	0	0	0	0	0	0	0
Trpm7	36.545455	91	220	0	0	0	0	0	0	0	0	91	0
Lancl2	36.545455	0	195	207	0	0	0	0	0	0	0	0	0
Spg20	36.454545	0	257	0	0	0	0	0	0	0	0	144	0
Rbck1	36.454545	105	123	173	0	0	0	0	0	0	0	0	0
Pvr	36.454545	125	146	130	0	0	0	0	0	0	0	0	0
Parp16	36.454545	0	0	0	0	0	0	0	0	401	0	0	0
Orai1	36.454545	152	97	0	0	0	0	0	0	152	0	0	0
Nudt7	36.454545	88	0	0	0	0	0	0	0	313	0	0	0
Map3k6	36.454545	236	0	0	0	0	0	0	0	165	0	0	0
Chaf1b	36.454545	89	0	0	0	0	0	0	0	312	0	0	0
BC107364	36.454545	114	0	0	0	0	0	0	0	287	0	0	0
AW146154	36.454545	0	0	135	0	0	0	0	0	266	0	0	0
Ss18l1	36.363636	204	0	0	0	0	0	0	0	196	0	0	0
Snd1	36.363636	119	101	180	0	0	0	0	0	0	0	0	0
Rps27l	36.363636	0	134	113	0	0	0	0	0	153	0	0	0
Rnasek	36.363636	240	0	160	0	0	0	0	0	0	0	0	0
Psma7	36.363636	204	0	0	0	0	0	0	0	196	0	0	0
Nkapl	36.363636	0	146	254	0	0	0	0	0	0	0	0	0
Kif14	36.363636	400	0	0	0	0	0	0	0	0	0	0	0
Elovl6	36.363636	0	0	111	0	0	0	0	0	289	0	0	0
0610010K14Rik	36.363636	240	0	160	0	0	0	0	0	0	0	0	0
Txnrd1	36.272727	135	0	121	0	0	0	0	0	143	0	0	0
Proca1	36.272727	0	0	0	0	0	0	0	0	399	0	0	0
Ppib	36.272727	213	186	0	0	0	0	0	0	0	0	0	0
Marchf8	36.272727	0	249	150	0	0	0	0	0	0	0	0	0
Dram1	36.272727	0	0	0	0	0	0	147	0	252	0	0	0
Zbed5	36.181818	398	0	0	0	0	0	0	0	0	0	0	0
Ppa1	36.181818	398	0	0	0	0	0	0	0	0	0	0	0
Pdpr	36.181818	164	0	0	0	0	0	112	0	122	0	0	0
Mknk1	36.181818	398	0	0	0	0	0	0	0	0	0	0	0
Lrrc3	36.181818	0	0	0	0	0	0	0	0	398	0	0	0
Jarid2	36.181818	0	135	157	0	0	0	0	0	0	0	106	0
Zfp746	36.090909	0	0	0	0	0	0	0	0	397	0	0	0
Zfp451	36.090909	80	167	0	0	0	0	0	0	150	0	0	0
Ptpn3	36.090909	0	0	0	0	0	0	0	0	397	0	0	0
Pole4	36.090909	248	0	0	0	0	0	0	0	149	0	0	0
Pnkp	36.090909	0	108	289	0	0	0	0	0	0	0	0	0
Lbr	36.090909	152	147	0	0	0	0	0	0	0	0	98	0
Gnaz	36.090909	397	0	0	0	0	0	0	0	0	0	0	0
Zscan12	36.000000	0	197	199	0	0	0	0	0	0	0	0	0
Zfp644	36.000000	0	267	0	0	0	0	0	0	0	0	129	0
Ube2n	36.000000	396	0	0	0	0	0	0	0	0	0	0	0
Stat2	36.000000	140	140	0	0	0	0	0	0	0	0	116	0
Pemt	36.000000	122	0	0	0	0	0	0	0	274	0	0	0
Naglu	36.000000	117	120	159	0	0	0	0	0	0	0	0	0
Kcnn2	36.000000	0	174	0	0	0	0	0	0	222	0	0	0
Gm19774	36.000000	0	0	0	0	0	0	0	0	396	0	0	0
Car1	36.000000	0	0	0	0	0	0	0	0	396	0	0	0
Apof	36.000000	140	140	0	0	0	0	0	0	0	0	116	0
Snx29	35.909091	0	298	0	0	0	0	0	0	0	0	97	0
Sirt2	35.909091	298	0	0	0	0	0	0	0	97	0	0	0
Saxo2	35.909091	0	123	119	0	0	0	0	0	153	0	0	0
Rbks	35.909091	143	252	0	0	0	0	0	0	0	0	0	0
Pycr2	35.909091	128	0	172	0	0	0	0	0	0	0	95	0
Prpsap1	35.909091	0	114	0	0	0	0	0	0	281	0	0	0
Pkd1	35.909091	0	228	0	0	0	0	0	0	0	0	167	0
Nfkbib	35.909091	298	0	0	0	0	0	0	0	97	0	0	0
Hsd17b12	35.909091	250	0	0	0	0	0	0	0	0	0	145	0
Harbi1	35.909091	0	150	0	0	0	0	0	0	0	160	85	0
Fis1	35.909091	0	187	208	0	0	0	0	0	0	0	0	0
Egr1	35.909091	216	0	0	0	0	0	0	0	179	0	0	0
Efl1	35.909091	0	123	119	0	0	0	0	0	153	0	0	0
Babam2	35.909091	143	252	0	0	0	0	0	0	0	0	0	0
Atg13	35.909091	0	150	0	0	0	0	0	0	0	160	85	0
Slc25a14	35.818182	0	0	0	0	0	0	0	0	394	0	0	0
Rsph14	35.818182	125	0	0	0	0	0	0	0	269	0	0	0
Osbpl2	35.818182	394	0	0	0	0	0	0	0	0	0	0	0
Nampt	35.818182	318	0	76	0	0	0	0	0	0	0	0	0
Mettl23	35.818182	211	0	101	0	0	0	0	0	0	0	82	0
Kansl1	35.818182	235	0	159	0	0	0	0	0	0	0	0	0
Jmjd1c	35.818182	0	183	211	0	0	0	0	0	0	0	0	0
Dtwd2	35.818182	218	0	176	0	0	0	0	0	0	0	0	0
Ccdc112	35.818182	394	0	0	0	0	0	0	0	0	0	0	0
Tubb4a	35.727273	0	0	247	0	0	0	0	0	0	146	0	0
Schip1	35.727273	0	189	204	0	0	0	0	0	0	0	0	0
Rrnad1	35.727273	258	0	0	0	0	0	0	0	135	0	0	0
Pafah1b2	35.727273	0	126	155	0	0	0	0	0	112	0	0	0
Minpp1	35.727273	164	0	0	0	0	0	0	0	229	0	0	0
Isg20l2	35.727273	258	0	0	0	0	0	0	0	135	0	0	0
Exoc6	35.727273	117	0	0	0	0	0	0	0	276	0	0	0
Eef2k	35.727273	0	121	0	0	0	0	0	0	272	0	0	0
Taf6l	35.636364	85	0	0	0	0	0	0	0	307	0	0	0
Rmdn2	35.636364	0	264	128	0	0	0	0	0	0	0	0	0
Pnp2	35.636364	0	0	0	0	0	0	0	0	392	0	0	0
Pcnx	35.636364	0	0	0	0	0	0	0	0	392	0	0	0
Cacna1c	35.636364	0	210	182	0	0	0	0	0	0	0	0	0
Tcp11l1	35.545455	0	0	0	0	0	0	0	0	391	0	0	0
Slc35d1	35.545455	0	0	0	0	0	0	0	0	391	0	0	0
Plxna2	35.545455	0	0	0	0	0	0	0	0	391	0	0	0
Pin1rt1	35.545455	0	0	0	0	0	0	0	0	391	0	0	0
Mrps21	35.545455	125	140	126	0	0	0	0	0	0	0	0	0
Hal	35.545455	0	0	0	0	0	0	0	0	391	0	0	0
Clstn1	35.545455	0	169	222	0	0	0	0	0	0	0	0	0
Zfyve26	35.454545	85	107	198	0	0	0	0	0	0	0	0	0
Thoc5	35.454545	0	137	253	0	0	0	0	0	0	0	0	0
Tecpr2	35.454545	0	203	0	0	0	0	0	0	0	0	187	0
Tcof1	35.454545	138	0	0	0	0	0	143	0	109	0	0	0
Slc35a1	35.454545	177	91	122	0	0	0	0	0	0	0	0	0
Rpain	35.454545	213	0	177	0	0	0	0	0	0	0	0	0
Ric8b	35.454545	234	0	156	0	0	0	0	0	0	0	0	0
Rad51b	35.454545	85	107	198	0	0	0	0	0	0	0	0	0
Prlr	35.454545	0	0	0	0	0	0	0	0	390	0	0	0
Man1a	35.454545	143	0	0	0	0	0	0	0	247	0	0	0
Dph5	35.454545	0	180	210	0	0	0	0	0	0	0	0	0
Coro1b	35.454545	146	0	0	0	0	0	0	0	244	0	0	0
Cinp	35.454545	0	203	0	0	0	0	0	0	0	0	187	0
Ankrd39	35.454545	390	0	0	0	0	0	0	0	0	0	0	0
Zfp128	35.363636	0	141	248	0	0	0	0	0	0	0	0	0
Samd10	35.363636	145	0	244	0	0	0	0	0	0	0	0	0
Prpf6	35.363636	145	0	244	0	0	0	0	0	0	0	0	0
Cdk19	35.363636	253	136	0	0	0	0	0	0	0	0	0	0
Rbbp6	35.272727	128	0	0	0	0	0	95	0	165	0	0	0
Pik3r4	35.272727	0	154	234	0	0	0	0	0	0	0	0	0
Parn	35.272727	105	146	137	0	0	0	0	0	0	0	0	0
Mier2	35.272727	72	168	0	0	0	0	0	0	0	0	148	0
Gipc1	35.272727	259	129	0	0	0	0	0	0	0	0	0	0
Dnajc6	35.272727	0	189	199	0	0	0	0	0	0	0	0	0
Bfar	35.272727	105	146	137	0	0	0	0	0	0	0	0	0
Atxn7l3b	35.272727	123	141	0	0	0	0	0	0	124	0	0	0
Strn	35.181818	242	0	0	0	0	0	0	0	145	0	0	0
Dennd11	35.181818	0	213	174	0	0	0	0	0	0	0	0	0
Commd7	35.181818	125	136	126	0	0	0	0	0	0	0	0	0
Ugt1a1	35.090909	0	0	0	0	0	0	0	0	386	0	0	0
U2surp	35.090909	111	144	131	0	0	0	0	0	0	0	0	0
Snx8	35.090909	0	0	0	0	0	0	0	0	386	0	0	0
Rgp1	35.090909	159	119	0	0	0	0	0	0	0	0	108	0
Lrriq3	35.090909	160	0	226	0	0	0	0	0	0	0	0	0
Lonrf2	35.090909	0	236	0	0	0	0	0	0	0	0	150	0
Ggt7	35.090909	0	0	0	0	0	0	0	0	386	0	0	0
Gbp6	35.090909	0	136	250	0	0	0	0	0	0	0	0	0
Gba2	35.090909	159	119	0	0	0	0	0	0	0	0	108	0
Fpgt	35.090909	160	0	226	0	0	0	0	0	0	0	0	0
Dars2	35.090909	114	0	0	0	0	0	0	0	272	0	0	0
Cdk5rap1	35.090909	0	174	212	0	0	0	0	0	0	0	0	0
Acss2	35.090909	0	0	0	0	0	0	0	0	386	0	0	0
Zfp53	35.000000	385	0	0	0	0	0	0	0	0	0	0	0
Slc25a37	35.000000	223	0	0	0	0	0	0	0	162	0	0	0
Nudc	35.000000	249	136	0	0	0	0	0	0	0	0	0	0
Ddo	35.000000	0	0	0	0	0	0	0	0	385	0	0	0
Bach1	35.000000	149	0	0	0	0	0	0	0	236	0	0	0
Asxl2	35.000000	157	101	0	0	0	0	0	0	127	0	0	0
Acvr1b	35.000000	133	0	0	0	0	0	0	0	252	0	0	0
Tmx4	34.909091	140	244	0	0	0	0	0	0	0	0	0	0
Peak1	34.909091	109	107	168	0	0	0	0	0	0	0	0	0
Nr2c2ap	34.909091	241	0	143	0	0	0	0	0	0	0	0	0
Kat8	34.909091	88	126	170	0	0	0	0	0	0	0	0	0
Hmg20a	34.909091	109	107	168	0	0	0	0	0	0	0	0	0
Celsr3	34.909091	384	0	0	0	0	0	0	0	0	0	0	0
Brd4	34.909091	0	0	0	0	0	0	0	0	384	0	0	0
Xndc1	34.818182	126	143	114	0	0	0	0	0	0	0	0	0
Tubb2a	34.818182	264	119	0	0	0	0	0	0	0	0	0	0
Rnf121	34.818182	126	143	114	0	0	0	0	0	0	0	0	0
Rab11fip3	34.818182	0	138	245	0	0	0	0	0	0	0	0	0
R3hcc1l	34.818182	92	0	0	0	0	0	144	0	147	0	0	0
Kif13a	34.818182	0	179	204	0	0	0	0	0	0	0	0	0
Dock9	34.818182	130	0	253	0	0	0	0	0	0	0	0	0
Ska1	34.727273	382	0	0	0	0	0	0	0	0	0	0	0
Rassf1	34.727273	242	140	0	0	0	0	0	0	0	0	0	0
Entpd8	34.727273	0	0	0	0	0	0	0	0	382	0	0	0
Cd47	34.727273	251	131	0	0	0	0	0	0	0	0	0	0
Bzw2	34.727273	120	0	0	0	0	0	0	0	262	0	0	0
Bsg	34.727273	109	141	0	0	0	0	0	0	0	0	132	0
Atp6v1h	34.727273	0	161	221	0	0	0	0	0	0	0	0	0
Ankmy2	34.727273	120	0	0	0	0	0	0	0	262	0	0	0
Wdr46	34.636364	0	160	221	0	0	0	0	0	0	0	0	0
Tnnc1	34.636364	226	0	155	0	0	0	0	0	0	0	0	0
Pfdn6	34.636364	0	160	221	0	0	0	0	0	0	0	0	0
Nisch	34.636364	226	0	155	0	0	0	0	0	0	0	0	0
Ktn1	34.636364	0	199	182	0	0	0	0	0	0	0	0	0
Fkbp3	34.636364	133	132	116	0	0	0	0	0	0	0	0	0
Fancm	34.636364	133	132	116	0	0	0	0	0	0	0	0	0
Rbm5	34.545455	0	154	226	0	0	0	0	0	0	0	0	0
Irf8	34.545455	380	0	0	0	0	0	0	0	0	0	0	0
Cyp4f17	34.545455	0	0	0	0	0	0	0	0	380	0	0	0
Cdk20	34.545455	0	152	228	0	0	0	0	0	0	0	0	0
C2cd4d	34.545455	0	0	0	0	0	0	0	0	380	0	0	0
Atxn7l2	34.545455	198	0	182	0	0	0	0	0	0	0	0	0
Arl4d	34.545455	0	158	222	0	0	0	0	0	0	0	0	0
Orc2	34.454545	144	78	157	0	0	0	0	0	0	0	0	0
Ndufs4	34.454545	0	96	179	0	0	0	0	0	0	104	0	0
Mta2	34.454545	0	123	156	0	0	0	0	0	0	100	0	0
Hspb8	34.454545	0	0	0	0	0	0	0	0	379	0	0	0
Hint1	34.454545	148	231	0	0	0	0	0	0	0	0	0	0
Creb3l2	34.454545	187	0	192	0	0	0	0	0	0	0	0	0
Brwd1	34.454545	104	0	0	0	0	0	0	0	275	0	0	0
Zfp51	34.363636	0	155	132	0	0	0	0	0	0	0	91	0
Tlk1	34.363636	378	0	0	0	0	0	0	0	0	0	0	0
Prmt6	34.363636	0	185	193	0	0	0	0	0	0	0	0	0
Hs6st3	34.363636	0	109	153	0	0	0	0	0	0	116	0	0
Gpm6b	34.363636	0	178	200	0	0	0	0	0	0	0	0	0
Fdx1	34.363636	0	226	0	0	0	0	0	0	0	0	152	0
Dsc2	34.363636	0	0	0	0	0	0	0	0	378	0	0	0
