Target_genes	Smad4|Average	SRX3014617|CD4+_T_cells	SRX3014618|CD4+_T_cells	SRX3014619|CD4+_T_cells	SRX3014620|CD4+_T_cells	SRX13508245|CD8+_T_cells	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX5251388|ES_cells	SRX4046280|Forelimb	SRX4061017|Forelimb	SRX4061018|Forelimb	SRX4061019|Forelimb	SRX4061020|Forelimb	SRX529265|Lung	SRX19498660|Microglia	SRX19498661|Microglia	SRX19498663|Microglia	SRX19498664|Microglia	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Zxdc	17.925926	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	132	138	0	0	0	0	0	0	0	0	0	0
Zkscan8	17.925926	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	166	105	0	0	0	0
Zfp445	17.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	160	0	0	0	0	0	160	0	0	0	0
Pitrm1	17.925926	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	78	136	0	0	0	0	0	104	0	0	0	0
Ott	17.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	219	0	0	0	0	0	0	0	0	0	0	0
Nrg2	17.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	258	0	119	0	0
Nhlrc1	17.925926	0	0	0	0	0	81	168	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0
Lox	17.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	190	123	0	0	0	0	0	0	0	0	0	0
Gm15085	17.925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	219	0	0	0	0	0	0	0	0	0	0	0
Fam114a1	17.925926	0	0	0	0	0	87	88	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	201	0	0	0	0
Cxcr4	17.925926	120	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	129	0	0	0	0	0	0	0	0	0	0
Plcxd1	17.888889	0	0	0	0	0	0	0	163	0	0	164	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud5	17.888889	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0
Lad1	17.888889	0	0	0	0	0	103	142	119	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10499	17.888889	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	176	84	0	0	0	0	0	0	146	0	0	0	0
Dock5	17.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	93	0	0	0	0	0	0	296	0	0	0	0
Dixdc1	17.888889	0	0	0	0	0	0	0	153	0	0	152	0	0	0	0	107	71	0	0	0	0	0	0	0	0	0	0	0
Cd86	17.888889	240	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0
Zkscan3	17.851852	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	104	128	0	0	0	0	0	0	0	0	0	0
Zfp946	17.851852	0	0	0	0	0	0	0	179	0	0	178	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Zfp287	17.851852	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	120	0	0	0	0	0
Zdhhc13	17.851852	87	0	0	0	0	131	192	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
Stx12	17.851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	114	124	0	0	0	0	0	0	0	0	0	0
Rnls	17.851852	105	103	0	0	0	0	0	136	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plk2	17.851852	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	92	101	145	0	0	0	0	0	0	0	0	0	0
Nucb1	17.851852	148	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0
Nbea	17.851852	0	0	0	0	0	120	106	0	0	0	0	0	0	0	0	142	114	0	0	0	0	0	0	0	0	0	0	0
Lsmem2	17.851852	0	0	0	0	0	0	0	200	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
Lin7c	17.851852	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	125	123	149	0	0	0	0	0	0	0	0	0	0
Elovl6	17.851852	0	0	0	0	0	0	0	237	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	17.851852	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	188	0	0	0	0
Copz2	17.851852	0	0	0	0	0	0	0	137	0	0	136	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdbf2	17.814815	0	0	0	0	0	0	0	154	0	0	162	0	0	0	0	79	86	0	0	0	0	0	0	0	0	0	0	0
Zc3h11a	17.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	99	0	0	0	0	0
Zbed6	17.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	99	0	0	0	0	0
Tsen34	17.814815	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	182	0	0	0	0
Pigbos1	17.814815	186	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0
Pigb	17.814815	186	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0
Mboat7	17.814815	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	182	0	0	0	0
Il18bp	17.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	280	0	0	0	0
Ccdc134	17.814815	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	172	123	0	0	0
Rbm42	17.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	207	92	0	0	0	0
Pogk	17.777778	138	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	157	0	0	0	0	0
Pbx1	17.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	103	0	0	0	0	111	124	0	0	0	0
Fgfbp1	17.777778	0	0	0	0	0	0	0	241	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epop	17.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	203	123	0	0	0
Crnkl1	17.777778	88	105	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0
Cfap61	17.777778	88	105	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0
Avpi1	17.777778	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	114	0	0	0	0
Slc16a3	17.740741	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	157	0	120	0	0
Rnaseh2c	17.740741	83	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	188	0	0	0	0
Ppp2r3d	17.740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	381	0	0	0	0	0	0	0	0	0	0
Gpr160	17.740741	0	117	0	0	0	146	136	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
Camsap3	17.740741	0	0	0	0	0	146	179	77	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btla	17.740741	119	141	0	0	0	0	0	110	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp84	17.703704	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	288	0	0	0	0	0	0	0	0	0	0
Il21	17.703704	266	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comp	17.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	358	0	0	0	0
Zdhhc16	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	86	141	0	0	0	0	163	0	0	0	0	0
Pigz	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	162	0	0	0	125	0	0	0	0	0
Phyhipl	17.666667	0	0	0	0	0	0	0	127	0	0	126	0	0	0	0	110	114	0	0	0	0	0	0	0	0	0	0	0
Pepd	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	93	146	120	0	0	0
Myrf	17.666667	0	0	0	0	0	0	0	135	0	0	134	0	0	0	0	0	0	141	0	0	0	0	67	0	0	0	0	0
Lamb2	17.666667	0	0	0	0	0	0	0	115	0	0	115	0	0	0	0	0	0	138	0	0	0	0	109	0	0	0	0	0
Gtf2h4	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	229	0	0	0	0	0
Exosc1	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	86	141	0	0	0	0	163	0	0	0	0	0
Ctif	17.666667	0	0	0	0	0	0	0	79	0	0	79	0	0	0	0	0	121	74	0	0	0	0	124	0	0	0	0	0
Washc3	17.629630	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	72	0	116	0	0	0	0	0	183	0	0	0	0
Utp4	17.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	105	114	0	0	0	0	89	0	0	0	0	0
Unc5a	17.629630	0	0	0	0	0	0	0	116	0	0	116	0	0	0	0	144	100	0	0	0	0	0	0	0	0	0	0	0
Plcb2	17.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	118	0	0
Pfkp	17.629630	0	0	0	0	0	0	0	103	0	0	102	0	0	0	0	115	0	0	0	0	0	0	0	156	0	0	0	0
Nod1	17.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	105	0	0	0	0	104	142	0	0	0	0
Hexa	17.629630	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	188	0	0	0	0	0	81	0	0	0	0
Dnajc27	17.629630	139	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	104	0	0	0	0	0	0	0	0	0	0
Derpc	17.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	105	114	0	0	0	0	89	0	0	0	0	0
Chtf8	17.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	105	114	0	0	0	0	89	0	0	0	0	0
Btf3	17.629630	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	134	119	0	0	0	0	0	0	0	0	0	0
Atp5o	17.629630	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	145	0	0	0	0
Asgr2	17.629630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	193	0	142	0	0
Arl8a	17.629630	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	107	0	0	0
Vat1l	17.592593	0	0	0	0	0	0	0	100	0	0	100	0	0	0	0	147	128	0	0	0	0	0	0	0	0	0	0	0
H2-Q1	17.592593	0	0	0	0	0	130	124	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Gas7	17.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	183	193	0	0	0	0	0
Dph7	17.592593	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	187	0	0	0	0	0	0	0	0	0	0
Cyria	17.592593	255	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0
Areg	17.592593	0	0	0	0	0	106	148	0	0	0	0	0	0	0	0	117	104	0	0	0	0	0	0	0	0	0	0	0
4921504E06Rik	17.592593	0	0	0	0	0	0	0	134	0	0	133	0	0	0	0	94	114	0	0	0	0	0	0	0	0	0	0	0
Tex22	17.555556	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	206	0	0	0	0
Pop4	17.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	205	0	0	0	0	175	0	0	0	0	0
Klhl25	17.555556	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	186	0	0	0	0
Grhpr	17.555556	95	97	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0
Znhit6	17.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	120	0	0	0	0	139	0	140	0	0	0
Pus3	17.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	123	264	0	0	0	0	0	0	0	0	0	0
Prss30	17.518519	0	0	0	0	0	0	0	237	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkd1	17.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	179	0	0	0	0	0
Nim1k	17.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	112	93	0	0	0	0	135	0	0	0	0	0
Mrpl42	17.518519	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	102	105	0	0	0	0	0	0	0	0	0	0
Ddx25	17.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	123	264	0	0	0	0	0	0	0	0	0	0
B3gnt7	17.518519	0	0	0	0	0	94	96	142	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgdib	17.518519	207	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0
Thada	17.481481	94	0	0	0	0	98	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Stimate	17.481481	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	104	154	92	0	0	0	0	0	0	0	0	0	0
Scp2	17.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	104	0	0	0	0	0	0	235	0	0	0	0
Rab39	17.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	189	197	0	0	0	0
Ndufa2	17.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	102	0	105	0	0	91	109	0	0	0
Ik	17.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	102	0	105	0	0	91	109	0	0	0
Hecw2	17.481481	0	0	0	0	0	0	0	89	0	0	85	0	0	0	0	148	150	0	0	0	0	0	0	0	0	0	0	0
Fut4	17.481481	0	0	0	0	0	124	128	0	0	0	0	0	0	0	0	73	147	0	0	0	0	0	0	0	0	0	0	0
Traf5	17.444444	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	117	0	0	0	0
Rpl36al	17.444444	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	97	111	0	0	0	0	0	0	0	0	0	0
Psmb3	17.444444	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	76	0	0	90	0	0
Prxl2a	17.444444	0	0	0	0	0	138	124	0	0	0	0	0	0	0	0	101	108	0	0	0	0	0	0	0	0	0	0	0
Prkab1	17.444444	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0
Mgat2	17.444444	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	97	111	0	0	0	0	0	0	0	0	0	0
Golga7b	17.444444	0	0	0	0	0	0	0	91	0	0	90	0	0	0	0	156	134	0	0	0	0	0	0	0	0	0	0	0
Frmpd1	17.444444	0	0	0	0	0	98	128	0	0	0	0	0	0	0	0	97	148	0	0	0	0	0	0	0	0	0	0	0
Zap70	17.407407	118	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0
Tmem221	17.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	122	0	126	0	0
Rrp1b	17.407407	152	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Porcn	17.407407	0	0	0	0	0	0	0	235	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf2bp	17.407407	152	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Hnrnpa1	17.407407	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	264	0	0	0	0	0	0	0	0	0	0
Hikeshi	17.407407	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	169	0	0	0	0	0	0	0	0	0	0
Etv4	17.407407	0	0	0	0	0	0	0	131	0	0	130	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0
Ccnjl	17.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	135	0	0	0	0	0	237	0	0	0	0	0
Aldoa	17.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	109	89	0	0	0
Tceanc	17.370370	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	137	0	0	0	0	0	188	0	0	0	0
Slc22a8	17.370370	297	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenoi	17.370370	97	71	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	79	0	0	0	0	0	116	0	0	0	0
Prdx3	17.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	78	133	0	0	0	0	0	133	0	0	0	0
Gask1b	17.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	170	149	0	0	0	0	0	0	0	0	0	0
Fis1	17.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	100	187	0	0	0	0
Chrnb1	17.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	204	0	0	104	0	0
Zfp991	17.333333	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	234	133	0	0	0	0	0	0	0	0	0	0	0
Scyl2	17.333333	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	111	122	126	0	0	0	0	0	0	0	0	0	0
Qdpr	17.333333	0	78	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	131	0	0	0	0
Pck2	17.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	140	235	0	0	0	0
Mcam	17.333333	0	0	0	0	0	0	0	158	0	0	155	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0
Clrn2	17.333333	0	78	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	131	0	0	0	0
1700066B19Rik	17.333333	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	119	0	0	0	0
Ttc21b	17.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	95	117	0	0	0	0	122	0	0	0	0	0
Sparcl1	17.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	364	0	0	0	0	0	0	0	0	0	0
Sdc2	17.296296	0	0	0	0	0	0	0	100	0	0	109	0	0	0	0	94	78	86	0	0	0	0	0	0	0	0	0	0
Prxl2b	17.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	203	0	105	0	0
Fzd2	17.296296	0	0	0	0	0	0	0	113	0	0	111	0	0	0	0	0	90	0	0	0	0	0	153	0	0	0	0	0
Zfp146	17.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	174	0	0	0	0	97	0	86	0	0	0
Zbtb26	17.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	78	122	0	0	0	0	116	0	0	0	0	0
Tango6	17.259259	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	69	72	164	0	0	0	0	0	0	0	0	0	0
Shisa2	17.259259	0	0	0	0	0	89	71	0	0	0	0	0	0	0	0	98	72	0	0	0	0	0	136	0	0	0	0	0
Osbpl6	17.259259	0	0	0	0	0	148	73	0	0	0	0	0	0	0	0	154	91	0	0	0	0	0	0	0	0	0	0	0
Ncam2	17.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	280	0	0	0	0	0	0	0	0	0	0	0
Msi1	17.259259	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	117	0	0	0	0	0	268	0	0	0	0	0
Foxq1	17.259259	0	0	0	0	0	119	167	0	0	0	0	0	0	0	0	85	95	0	0	0	0	0	0	0	0	0	0	0
Treml4	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	100	0	0	0
Tma7	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	154	95	0	0	0	0	0	0	106	0	0	0
Syn2	17.222222	0	0	0	0	0	157	132	0	0	0	0	0	0	0	0	86	90	0	0	0	0	0	0	0	0	0	0	0
Slc39a11	17.222222	0	82	0	0	0	109	134	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
Riox1	17.222222	107	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	81	176	0	0	0	0	0	0	0	0	0	0
Mfn2	17.222222	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	208	0	0	0	0	0
Golga1	17.222222	98	153	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	128	0	0	0	0	0	0	0	0	0	0
Cog1	17.222222	0	82	0	0	0	109	134	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
Ccdc51	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	154	95	0	0	0	0	0	0	106	0	0	0
Aqp11	17.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	92	0	0	0	0	0	137	146	0	0	0	0
Zfyve28	17.185185	0	0	0	0	0	0	0	157	0	0	156	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Tmem63a	17.185185	0	0	0	0	0	117	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	110	0	0
Timeless	17.185185	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	85	89	0	0	0	0	0	148	0	0	0	0	0
Rtcb	17.185185	74	80	0	0	0	0	0	0	0	0	0	0	0	0	0	101	104	105	0	0	0	0	0	0	0	0	0	0
Rccd1	17.185185	142	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
Paxx	17.185185	148	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Mrps14	17.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	95	310	0	0	0	0	0	0	0	0	0	0
Cyp4f16	17.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	128	0	119	0	0	126	0	0	0	0
Cfap99	17.185185	0	0	0	0	0	0	0	157	0	0	156	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Ccdc178	17.185185	0	0	0	0	0	0	0	227	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2cd4a	17.185185	0	0	0	0	0	0	0	107	0	0	100	0	0	0	0	117	140	0	0	0	0	0	0	0	0	0	0	0
Zfp958	17.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	138	192	0	0	0	0	0	0	0	0	0	0
Vipas39	17.148148	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	96	107	147	0	0	0	0	0	0	0	0	0	0
Snrk	17.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	104	129	0	0	0	0	0	136	0	0	0	0
Plxnd1	17.148148	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	178	0	0
Pcmtd2	17.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	114	270	0	0	0	0	0	0	0	0	0	0
Lrrc3c	17.148148	229	155	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Eif3m	17.148148	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	128	138	0	0	0	0	0	0	0	0	0	0
Ahsa1	17.148148	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	96	107	147	0	0	0	0	0	0	0	0	0	0
Trim12a	17.111111	187	149	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard6	17.111111	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	170	0	0	0	0	0	0	0	0	0	0	0
Snx4	17.111111	0	0	0	0	0	137	153	0	0	0	0	0	0	0	0	87	85	0	0	0	0	0	0	0	0	0	0	0
Mpped2	17.111111	0	0	0	0	0	0	0	191	0	0	199	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
Mdm1	17.111111	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	133	105	116	0	0	0	0	0	0	0	0	0	0
Lcmt2	17.111111	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	101	78	113	0	0	0	0	0	0	0	0	0	0
Kyat3	17.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	77	147	0	0	0	0	121	0	0	0	0	0
Elac2	17.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	219	0	0	0	0	142	0	0	0	0	0
Adal	17.111111	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	101	78	113	0	0	0	0	0	0	0	0	0	0
Actr6	17.111111	147	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0
4930503L19Rik	17.111111	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	170	0	0	0	0	0	0	0	0	0	0	0
Unc119	17.074074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	199	0	112	0	0
Tmie	17.074074	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0
Sytl3	17.074074	237	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
Slc2a8	17.074074	169	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0
Mas1	17.074074	0	0	0	0	0	0	0	231	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lurap1	17.074074	0	0	0	0	0	0	0	129	0	0	128	0	0	0	0	119	85	0	0	0	0	0	0	0	0	0	0	0
Kcnj4	17.074074	0	0	0	0	0	0	0	147	0	0	146	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Gm8439	17.074074	0	0	0	0	0	0	0	225	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
