Target_genes	Gli3|Average	SRX20599249|Cortex	SRX23462396|Embryonic_brains	SRX23462397|Embryonic_brains	SRX23462398|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Gal	32.000000	160	0	0	0	0	0
Fam229a	32.000000	160	0	0	0	0	0
Eme2	32.000000	160	0	0	0	0	0
Dkkl1	32.000000	160	0	0	0	0	0
Cox14	32.000000	160	0	0	0	0	0
Col6a1	32.000000	160	0	0	0	0	0
Cngb3	32.000000	160	0	0	0	0	0
Ceacam16	32.000000	160	0	0	0	0	0
Atp2a3	32.000000	160	0	0	0	0	0
Aldh1a3	32.000000	160	0	0	0	0	0
Vwa5b2	31.800000	159	0	0	0	0	0
Tm2d3	31.800000	0	159	0	0	0	0
Spint1	31.800000	159	0	0	0	0	0
Slurp1	31.800000	159	0	0	0	0	0
Slit1	31.800000	0	159	0	0	0	0
R3hdm4	31.800000	159	0	0	0	0	0
Pycr2	31.800000	159	0	0	0	0	0
Ptger3	31.800000	159	0	0	0	0	0
Phactr3	31.800000	159	0	0	0	0	0
Pabpn1l	31.800000	159	0	0	0	0	0
Neurod2	31.800000	159	0	0	0	0	0
Mok	31.800000	0	159	0	0	0	0
Lrrc8c	31.800000	0	159	0	0	0	0
Kiss1r	31.800000	159	0	0	0	0	0
Kcnj4	31.800000	159	0	0	0	0	0
Hspb7	31.800000	159	0	0	0	0	0
Gabre	31.800000	159	0	0	0	0	0
Ezh1	31.800000	0	0	0	159	0	0
Enho	31.800000	159	0	0	0	0	0
Efna3	31.800000	159	0	0	0	0	0
Bhlhe23	31.800000	159	0	0	0	0	0
Atp2b3	31.800000	159	0	0	0	0	0
Adra1d	31.800000	159	0	0	0	0	0
Adgrg3	31.800000	159	0	0	0	0	0
Adcy5	31.800000	159	0	0	0	0	0
Tnfrsf12a	31.600000	158	0	0	0	0	0
Tm7sf2	31.600000	158	0	0	0	0	0
Tfeb	31.600000	158	0	0	0	0	0
Synpo2l	31.600000	158	0	0	0	0	0
Slc25a22	31.600000	158	0	0	0	0	0
Sbno2	31.600000	158	0	0	0	0	0
Rtl6	31.600000	158	0	0	0	0	0
Psme1	31.600000	158	0	0	0	0	0
Pou2f2	31.600000	158	0	0	0	0	0
Pidd1	31.600000	158	0	0	0	0	0
Neu1	31.600000	158	0	0	0	0	0
Mllt6	31.600000	158	0	0	0	0	0
Kndc1	31.600000	158	0	0	0	0	0
Klhl40	31.600000	158	0	0	0	0	0
Insrr	31.600000	158	0	0	0	0	0
Hexim2	31.600000	158	0	0	0	0	0
Gjb5	31.600000	158	0	0	0	0	0
Fitm1	31.600000	158	0	0	0	0	0
Eri1	31.600000	158	0	0	0	0	0
Dnph1	31.600000	158	0	0	0	0	0
Dhh	31.600000	158	0	0	0	0	0
Dcaf7	31.600000	158	0	0	0	0	0
Cldn9	31.600000	158	0	0	0	0	0
Cldn6	31.600000	158	0	0	0	0	0
Cebpb	31.600000	158	0	0	0	0	0
Atp6v0a2	31.600000	158	0	0	0	0	0
Acsf3	31.600000	158	0	0	0	0	0
2410004P03Rik	31.600000	158	0	0	0	0	0
2200002D01Rik	31.600000	158	0	0	0	0	0
Zfp512b	31.400000	157	0	0	0	0	0
Usp21	31.400000	157	0	0	0	0	0
Tmem54	31.400000	157	0	0	0	0	0
Syvn1	31.400000	157	0	0	0	0	0
Shfl	31.400000	157	0	0	0	0	0
Plvap	31.400000	157	0	0	0	0	0
Pam16	31.400000	157	0	0	0	0	0
Osbpl2	31.400000	157	0	0	0	0	0
Mixl1	31.400000	157	0	0	0	0	0
Macrod1	31.400000	157	0	0	0	0	0
Lamc3	31.400000	157	0	0	0	0	0
Itpripl2	31.400000	157	0	0	0	0	0
Igsf11	31.400000	0	157	0	0	0	0
Gm13277	31.400000	157	0	0	0	0	0
Dusp26	31.400000	157	0	0	0	0	0
Cdk5rap3	31.400000	157	0	0	0	0	0
Aspdh	31.400000	157	0	0	0	0	0
Acrbp	31.400000	157	0	0	0	0	0
4930519G04Rik	31.400000	157	0	0	0	0	0
Zfp408	31.200000	156	0	0	0	0	0
Wdr54	31.200000	156	0	0	0	0	0
Spink2	31.200000	156	0	0	0	0	0
Skiv2l	31.200000	156	0	0	0	0	0
Sftpb	31.200000	156	0	0	0	0	0
Rnf26	31.200000	156	0	0	0	0	0
Prr19	31.200000	156	0	0	0	0	0
Pou4f3	31.200000	156	0	0	0	0	0
Plpp7	31.200000	156	0	0	0	0	0
Pdx1	31.200000	156	0	0	0	0	0
Pax9	31.200000	156	0	0	0	0	0
Pafah1b3	31.200000	156	0	0	0	0	0
Olfr743	31.200000	156	0	0	0	0	0
Nr0b1	31.200000	156	0	0	0	0	0
Nck2	31.200000	0	156	0	0	0	0
Mettl27	31.200000	156	0	0	0	0	0
Mettl23	31.200000	156	0	0	0	0	0
Kcnk7	31.200000	156	0	0	0	0	0
Igfbp7	31.200000	156	0	0	0	0	0
Gm3558	31.200000	156	0	0	0	0	0
Gm1113	31.200000	156	0	0	0	0	0
Gga3	31.200000	156	0	0	0	0	0
Cnih2	31.200000	156	0	0	0	0	0
Cfap73	31.200000	156	0	0	0	0	0
Cdt1	31.200000	156	0	0	0	0	0
Ccer1	31.200000	156	0	0	0	0	0
Aprt	31.200000	156	0	0	0	0	0
Adra2c	31.200000	156	0	0	0	0	0
1700003E16Rik	31.200000	156	0	0	0	0	0
U2surp	31.000000	0	155	0	0	0	0
Tbc1d30	31.000000	155	0	0	0	0	0
Sult2a4	31.000000	155	0	0	0	0	0
Nefh	31.000000	155	0	0	0	0	0
Mrpl54	31.000000	155	0	0	0	0	0
Mfap4	31.000000	155	0	0	0	0	0
Lrrc38	31.000000	155	0	0	0	0	0
Lhb	31.000000	155	0	0	0	0	0
Emilin3	31.000000	155	0	0	0	0	0
Cpsf1	31.000000	155	0	0	0	0	0
Ccnh	31.000000	155	0	0	0	0	0
Ap1b1	31.000000	155	0	0	0	0	0
Ankrd13d	31.000000	155	0	0	0	0	0
Adamts2	31.000000	155	0	0	0	0	0
Acp4	31.000000	155	0	0	0	0	0
1700029I15Rik	31.000000	155	0	0	0	0	0
Zfp36l3	30.800000	154	0	0	0	0	0
Sycp3	30.800000	154	0	0	0	0	0
Slc26a8	30.800000	154	0	0	0	0	0
Pkp3	30.800000	154	0	0	0	0	0
Ms4a7	30.800000	154	0	0	0	0	0
Mical2	30.800000	154	0	0	0	0	0
Mapk14	30.800000	154	0	0	0	0	0
Ldhd	30.800000	154	0	0	0	0	0
Kcnh1	30.800000	154	0	0	0	0	0
Inafm1	30.800000	154	0	0	0	0	0
Ifna14	30.800000	154	0	0	0	0	0
Gna15	30.800000	154	0	0	0	0	0
Ezhip	30.800000	154	0	0	0	0	0
C2cd2l	30.800000	154	0	0	0	0	0
Acy1	30.800000	154	0	0	0	0	0
A4galt	30.800000	154	0	0	0	0	0
Vstm2b	30.600000	153	0	0	0	0	0
Ttll3	30.600000	153	0	0	0	0	0
Tnfrsf9	30.600000	153	0	0	0	0	0
Rnf182	30.600000	0	153	0	0	0	0
Prdm6	30.600000	153	0	0	0	0	0
Hyal2	30.600000	153	0	0	0	0	0
Hyal1	30.600000	153	0	0	0	0	0
Gpr25	30.600000	153	0	0	0	0	0
Cnr2	30.600000	153	0	0	0	0	0
Arhgap23	30.600000	153	0	0	0	0	0
Ankrd39	30.600000	153	0	0	0	0	0
Angpt4	30.600000	153	0	0	0	0	0
Znrf4	30.400000	152	0	0	0	0	0
Zfp91	30.400000	152	0	0	0	0	0
Zfp791	30.400000	152	0	0	0	0	0
Zfp335	30.400000	152	0	0	0	0	0
Zfp251	30.400000	152	0	0	0	0	0
Wdr13	30.400000	152	0	0	0	0	0
Wbp4	30.400000	152	0	0	0	0	0
Vil1	30.400000	152	0	0	0	0	0
Vars2	30.400000	152	0	0	0	0	0
Urah	30.400000	152	0	0	0	0	0
Unc13d	30.400000	152	0	0	0	0	0
Tulp1	30.400000	152	0	0	0	0	0
Ttpal	30.400000	152	0	0	0	0	0
Traf1	30.400000	152	0	0	0	0	0
Tmem63a	30.400000	152	0	0	0	0	0
Thap1	30.400000	152	0	0	0	0	0
Tgfbi	30.400000	152	0	0	0	0	0
Tcf7l2	30.400000	152	0	0	0	0	0
Tbc1d5	30.400000	152	0	0	0	0	0
Tap2	30.400000	152	0	0	0	0	0
Syt2	30.400000	152	0	0	0	0	0
Syne3	30.400000	152	0	0	0	0	0
Svopl	30.400000	152	0	0	0	0	0
Sppl2b	30.400000	152	0	0	0	0	0
Sox18	30.400000	152	0	0	0	0	0
Snd1	30.400000	152	0	0	0	0	0
Sncaip	30.400000	0	152	0	0	0	0
Slc6a3	30.400000	152	0	0	0	0	0
Slc39a2	30.400000	152	0	0	0	0	0
Slc36a4	30.400000	152	0	0	0	0	0
Slc35f3	30.400000	152	0	0	0	0	0
Sdcbp2	30.400000	152	0	0	0	0	0
Scoc	30.400000	152	0	0	0	0	0
Rbp3	30.400000	152	0	0	0	0	0
Rasl11b	30.400000	152	0	0	0	0	0
Rab25	30.400000	152	0	0	0	0	0
Rab20	30.400000	152	0	0	0	0	0
Ptx4	30.400000	152	0	0	0	0	0
Ptk2b	30.400000	152	0	0	0	0	0
Psmd3	30.400000	152	0	0	0	0	0
Prss45	30.400000	152	0	0	0	0	0
Plekha2	30.400000	152	0	0	0	0	0
Pla2g12b	30.400000	152	0	0	0	0	0
Pirt	30.400000	152	0	0	0	0	0
Pdzrn4	30.400000	152	0	0	0	0	0
Os9	30.400000	152	0	0	0	0	0
Olfr523	30.400000	152	0	0	0	0	0
Npy4r	30.400000	152	0	0	0	0	0
Npw	30.400000	152	0	0	0	0	0
Niban1	30.400000	152	0	0	0	0	0
Nfasc	30.400000	152	0	0	0	0	0
Ndufaf1	30.400000	152	0	0	0	0	0
Ncbp2	30.400000	152	0	0	0	0	0
Nbeal2	30.400000	152	0	0	0	0	0
Muc5b	30.400000	152	0	0	0	0	0
Morc2b	30.400000	152	0	0	0	0	0
Mlph	30.400000	152	0	0	0	0	0
Mau2	30.400000	152	0	0	0	0	0
Madd	30.400000	152	0	0	0	0	0
Lsm8	30.400000	152	0	0	0	0	0
Lsm7	30.400000	152	0	0	0	0	0
Lrp5	30.400000	152	0	0	0	0	0
Lrat	30.400000	152	0	0	0	0	0
Lpxn	30.400000	152	0	0	0	0	0
Lefty1	30.400000	152	0	0	0	0	0
Laptm4a	30.400000	152	0	0	0	0	0
L3mbtl4	30.400000	152	0	0	0	0	0
Krt1	30.400000	152	0	0	0	0	0
Kprp	30.400000	152	0	0	0	0	0
Klhdc7b	30.400000	152	0	0	0	0	0
Kirrel2	30.400000	152	0	0	0	0	0
Kcna2	30.400000	152	0	0	0	0	0
Ip6k2	30.400000	152	0	0	0	0	0
Inpp5d	30.400000	152	0	0	0	0	0
Inpp4a	30.400000	152	0	0	0	0	0
Ildr1	30.400000	152	0	0	0	0	0
Htra4	30.400000	152	0	0	0	0	0
Htatip2	30.400000	152	0	0	0	0	0
Hmox2	30.400000	152	0	0	0	0	0
Heyl	30.400000	152	0	0	0	0	0
H3f3c	30.400000	152	0	0	0	0	0
Gtf2h4	30.400000	152	0	0	0	0	0
Grm5	30.400000	152	0	0	0	0	0
Grb14	30.400000	152	0	0	0	0	0
Gpr150	30.400000	152	0	0	0	0	0
Gm4736	30.400000	152	0	0	0	0	0
Gm29802	30.400000	152	0	0	0	0	0
Ggt5	30.400000	152	0	0	0	0	0
Gfpt2	30.400000	152	0	0	0	0	0
Gas2	30.400000	152	0	0	0	0	0
Evi2a	30.400000	152	0	0	0	0	0
Evi2	30.400000	152	0	0	0	0	0
Ephx3	30.400000	152	0	0	0	0	0
Eno1b	30.400000	152	0	0	0	0	0
Elf1	30.400000	152	0	0	0	0	0
Dscam	30.400000	152	0	0	0	0	0
Dock10	30.400000	152	0	0	0	0	0
Dand5	30.400000	152	0	0	0	0	0
Creg2	30.400000	152	0	0	0	0	0
Coa3	30.400000	152	0	0	0	0	0
Cntd1	30.400000	152	0	0	0	0	0
Cmtm3	30.400000	152	0	0	0	0	0
Chrdl2	30.400000	152	0	0	0	0	0
Ccl27a	30.400000	152	0	0	0	0	0
Ccdc121	30.400000	152	0	0	0	0	0
Ccdc12	30.400000	152	0	0	0	0	0
Cacng8	30.400000	152	0	0	0	0	0
C77080	30.400000	152	0	0	0	0	0
Bpi	30.400000	152	0	0	0	0	0
B4galnt2	30.400000	152	0	0	0	0	0
Asb8	30.400000	152	0	0	0	0	0
Arsi	30.400000	152	0	0	0	0	0
Aplnr	30.400000	152	0	0	0	0	0
Adgrl1	30.400000	152	0	0	0	0	0
Adat1	30.400000	152	0	0	0	0	0
Abhd12	30.400000	152	0	0	0	0	0
Aard	30.400000	152	0	0	0	0	0
AI661453	30.400000	152	0	0	0	0	0
3425401B19Rik	30.400000	152	0	0	0	0	0
2610318N02Rik	30.400000	152	0	0	0	0	0
1190005I06Rik	30.400000	152	0	0	0	0	0
0610012G03Rik	30.400000	152	0	0	0	0	0
Zfp579	30.200000	151	0	0	0	0	0
Vstm4	30.200000	151	0	0	0	0	0
Trip6	30.200000	0	151	0	0	0	0
Tmem158	30.200000	0	0	0	151	0	0
Timm13	30.200000	151	0	0	0	0	0
Swsap1	30.200000	151	0	0	0	0	0
Shisa2	30.200000	0	151	0	0	0	0
Rps15	30.200000	151	0	0	0	0	0
Prr15l	30.200000	151	0	0	0	0	0
Nfatc2	30.200000	151	0	0	0	0	0
Mtmr14	30.200000	0	151	0	0	0	0
Lag3	30.200000	151	0	0	0	0	0
Gm5796	30.200000	151	0	0	0	0	0
Fxyd5	30.200000	151	0	0	0	0	0
Fgf14	30.200000	151	0	0	0	0	0
Esrra	30.200000	151	0	0	0	0	0
Espn	30.200000	151	0	0	0	0	0
Epor	30.200000	151	0	0	0	0	0
Elovl1	30.200000	151	0	0	0	0	0
Dmrt1	30.200000	151	0	0	0	0	0
Crybg2	30.200000	151	0	0	0	0	0
Crybb1	30.200000	151	0	0	0	0	0
Cdx2	30.200000	151	0	0	0	0	0
Cdc20	30.200000	151	0	0	0	0	0
Catsperz	30.200000	151	0	0	0	0	0
Calhm2	30.200000	151	0	0	0	0	0
Ahnak2	30.200000	151	0	0	0	0	0
Trim80	30.000000	150	0	0	0	0	0
Tjp3	30.000000	150	0	0	0	0	0
Sycp1	30.000000	150	0	0	0	0	0
Slc52a3	30.000000	150	0	0	0	0	0
Slc17a7	30.000000	150	0	0	0	0	0
Sh2b1	30.000000	150	0	0	0	0	0
Ptpn6	30.000000	150	0	0	0	0	0
Prox2	30.000000	150	0	0	0	0	0
Ppp1r13l	30.000000	150	0	0	0	0	0
Pip5k1c	30.000000	150	0	0	0	0	0
Mical1	30.000000	150	0	0	0	0	0
Lrtm2	30.000000	150	0	0	0	0	0
Lipm	30.000000	150	0	0	0	0	0
Ggt1	30.000000	150	0	0	0	0	0
Fkbp8	30.000000	150	0	0	0	0	0
Dpf1	30.000000	150	0	0	0	0	0
Cd3eap	30.000000	150	0	0	0	0	0
Cacna2d4	30.000000	150	0	0	0	0	0
Btbd11	30.000000	0	150	0	0	0	0
Acer3	30.000000	0	150	0	0	0	0
Zglp1	29.800000	149	0	0	0	0	0
Ugp2	29.800000	0	149	0	0	0	0
Tysnd1	29.800000	149	0	0	0	0	0
Tuba8	29.800000	149	0	0	0	0	0
Trpt1	29.800000	149	0	0	0	0	0
Tmem161a	29.800000	149	0	0	0	0	0
Tmem151b	29.800000	149	0	0	0	0	0
Slc9a5	29.800000	149	0	0	0	0	0
Rusc1	29.800000	0	0	0	149	0	0
Rftn2	29.800000	0	149	0	0	0	0
Rad23a	29.800000	149	0	0	0	0	0
Rab24	29.800000	149	0	0	0	0	0
Rab1b	29.800000	149	0	0	0	0	0
Prtn3	29.800000	149	0	0	0	0	0
Prelid1	29.800000	149	0	0	0	0	0
Pold1	29.800000	149	0	0	0	0	0
Pax8	29.800000	149	0	0	0	0	0
Olfr1390	29.800000	149	0	0	0	0	0
Nudt22	29.800000	149	0	0	0	0	0
Nsmf	29.800000	149	0	0	0	0	0
Nr1h2	29.800000	149	0	0	0	0	0
Mxd3	29.800000	149	0	0	0	0	0
Iba57	29.800000	149	0	0	0	0	0
Htr1d	29.800000	149	0	0	0	0	0
Hpn	29.800000	149	0	0	0	0	0
Gpr153	29.800000	149	0	0	0	0	0
Gm128	29.800000	149	0	0	0	0	0
Fhod1	29.800000	149	0	0	0	0	0
Fbxl19	29.800000	149	0	0	0	0	0
Elane	29.800000	149	0	0	0	0	0
Dnd1	29.800000	149	0	0	0	0	0
Arhgef40	29.800000	149	0	0	0	0	0
Ankrd40	29.800000	0	149	0	0	0	0
Angptl8	29.800000	149	0	0	0	0	0
Ablim1	29.800000	149	0	0	0	0	0
Slc44a5	29.600000	148	0	0	0	0	0
Prkcz	29.600000	148	0	0	0	0	0
Mul1	29.600000	148	0	0	0	0	0
Gmip	29.600000	148	0	0	0	0	0
Fgfr4	29.600000	148	0	0	0	0	0
Etv3l	29.600000	148	0	0	0	0	0
Adad2	29.600000	148	0	0	0	0	0
Tmem52	29.400000	147	0	0	0	0	0
Slc16a8	29.400000	147	0	0	0	0	0
Pth2	29.400000	147	0	0	0	0	0
Pacs1	29.400000	147	0	0	0	0	0
Nudt17	29.400000	147	0	0	0	0	0
Nop53	29.400000	147	0	0	0	0	0
Nmrk2	29.400000	147	0	0	0	0	0
Marveld1	29.400000	147	0	0	0	0	0
Gpr62	29.400000	147	0	0	0	0	0
Gmppa	29.400000	147	0	0	0	0	0
Gfy	29.400000	147	0	0	0	0	0
Gatd3a	29.400000	147	0	0	0	0	0
Fbll1	29.400000	147	0	0	0	0	0
Col13a1	29.400000	147	0	0	0	0	0
Chmp3	29.400000	0	147	0	0	0	0
Cherp	29.400000	147	0	0	0	0	0
Cbln4	29.400000	147	0	0	0	0	0
Btc	29.400000	147	0	0	0	0	0
Zfp628	29.200000	146	0	0	0	0	0
Trim63	29.200000	146	0	0	0	0	0
Slc25a47	29.200000	146	0	0	0	0	0
She	29.200000	146	0	0	0	0	0
Sfr1	29.200000	0	146	0	0	0	0
Rbm20	29.200000	146	0	0	0	0	0
Rasip1	29.200000	146	0	0	0	0	0
Gtf3a	29.200000	146	0	0	0	0	0
Gm36210	29.200000	146	0	0	0	0	0
Glp1r	29.200000	146	0	0	0	0	0
Efs	29.200000	0	146	0	0	0	0
Creb3l3	29.200000	146	0	0	0	0	0
Chrng	29.200000	146	0	0	0	0	0
Zfp526	29.000000	145	0	0	0	0	0
Wdr45	29.000000	145	0	0	0	0	0
Tgfb1	29.000000	145	0	0	0	0	0
Taf9	29.000000	0	145	0	0	0	0
Sncb	29.000000	145	0	0	0	0	0
Slc30a2	29.000000	145	0	0	0	0	0
Sct	29.000000	145	0	0	0	0	0
Rad17	29.000000	0	145	0	0	0	0
Ptpa	29.000000	145	0	0	0	0	0
Praf2	29.000000	145	0	0	0	0	0
Paxx	29.000000	145	0	0	0	0	0
Ndn	29.000000	145	0	0	0	0	0
Nat14	29.000000	145	0	0	0	0	0
Mknk2	29.000000	145	0	0	0	0	0
Lmnb2	29.000000	145	0	0	0	0	0
Krt14	29.000000	145	0	0	0	0	0
Keap1	29.000000	145	0	0	0	0	0
Hoxb1	29.000000	145	0	0	0	0	0
Foxred2	29.000000	145	0	0	0	0	0
Dctn3	29.000000	145	0	0	0	0	0
Crat	29.000000	145	0	0	0	0	0
Clic3	29.000000	145	0	0	0	0	0
Cdhr5	29.000000	145	0	0	0	0	0
Ak6	29.000000	0	145	0	0	0	0
Ace	29.000000	145	0	0	0	0	0
Abca3	29.000000	145	0	0	0	0	0
Abca17	29.000000	145	0	0	0	0	0
Trim2	28.800000	144	0	0	0	0	0
Tmem121b	28.800000	0	144	0	0	0	0
Taf12	28.800000	0	144	0	0	0	0
Mocs3	28.800000	144	0	0	0	0	0
Has3	28.800000	144	0	0	0	0	0
Gse1	28.800000	0	144	0	0	0	0
Gna11	28.800000	144	0	0	0	0	0
Gm21119	28.800000	144	0	0	0	0	0
Egln2	28.800000	144	0	0	0	0	0
Efcc1	28.800000	144	0	0	0	0	0
Duoxa2	28.800000	144	0	0	0	0	0
Duox2	28.800000	144	0	0	0	0	0
Dpm1	28.800000	144	0	0	0	0	0
Dlx3	28.800000	144	0	0	0	0	0
Creld2	28.800000	144	0	0	0	0	0
Ascl3	28.800000	144	0	0	0	0	0
Art5	28.800000	144	0	0	0	0	0
Amotl2	28.800000	144	0	0	0	0	0
Zfp30	28.600000	0	143	0	0	0	0
Wrap73	28.600000	143	0	0	0	0	0
Vegfa	28.600000	0	143	0	0	0	0
Trp73	28.600000	143	0	0	0	0	0
Tmem101	28.600000	143	0	0	0	0	0
Tbx4	28.600000	143	0	0	0	0	0
Sowahb	28.600000	143	0	0	0	0	0
Mthfd1	28.600000	0	143	0	0	0	0
Lrp11	28.600000	143	0	0	0	0	0
Lat	28.600000	143	0	0	0	0	0
Itgb4	28.600000	143	0	0	0	0	0
Hsd3b7	28.600000	143	0	0	0	0	0
Hoxd12	28.600000	143	0	0	0	0	0
Hoxc11	28.600000	143	0	0	0	0	0
Gm3500	28.600000	143	0	0	0	0	0
Gm13420	28.600000	143	0	0	0	0	0
Exosc6	28.600000	143	0	0	0	0	0
Dhrs3	28.600000	143	0	0	0	0	0
C4a	28.600000	143	0	0	0	0	0
Brf2	28.600000	143	0	0	0	0	0
Atp8b1	28.600000	143	0	0	0	0	0
Apol11a	28.600000	143	0	0	0	0	0
Zp1	28.400000	142	0	0	0	0	0
Zfp939	28.400000	142	0	0	0	0	0
Zfp599	28.400000	142	0	0	0	0	0
Vgll2	28.400000	142	0	0	0	0	0
Tuba1c	28.400000	142	0	0	0	0	0
Tshz2	28.400000	142	0	0	0	0	0
Trpv6	28.400000	142	0	0	0	0	0
Trmt6	28.400000	142	0	0	0	0	0
Togaram1	28.400000	0	0	0	142	0	0
Tmem190	28.400000	142	0	0	0	0	0
Tmem186	28.400000	142	0	0	0	0	0
Tmem132d	28.400000	142	0	0	0	0	0
Tmem130	28.400000	142	0	0	0	0	0
Tm6sf2	28.400000	142	0	0	0	0	0
Tfap2e	28.400000	142	0	0	0	0	0
Svop	28.400000	142	0	0	0	0	0
St3gal3	28.400000	142	0	0	0	0	0
St14	28.400000	142	0	0	0	0	0
Spatc1	28.400000	142	0	0	0	0	0
Smap2	28.400000	142	0	0	0	0	0
Slc9c1	28.400000	142	0	0	0	0	0
Slc38a4	28.400000	142	0	0	0	0	0
Slc35f4	28.400000	142	0	0	0	0	0
Slc26a5	28.400000	142	0	0	0	0	0
Slc10a4	28.400000	142	0	0	0	0	0
Ski	28.400000	142	0	0	0	0	0
Sidt1	28.400000	142	0	0	0	0	0
Shroom1	28.400000	142	0	0	0	0	0
Serpini1	28.400000	142	0	0	0	0	0
Serpinb6a	28.400000	142	0	0	0	0	0
Rtbdn	28.400000	142	0	0	0	0	0
Rexo1	28.400000	142	0	0	0	0	0
Rbbp8nl	28.400000	142	0	0	0	0	0
Ramp2	28.400000	142	0	0	0	0	0
Ptgds	28.400000	142	0	0	0	0	0
Ppp2r5a	28.400000	142	0	0	0	0	0
Ppp2r3d	28.400000	142	0	0	0	0	0
Pmm2	28.400000	142	0	0	0	0	0
Pla2g5	28.400000	142	0	0	0	0	0
Pigm	28.400000	142	0	0	0	0	0
Pdcd10	28.400000	142	0	0	0	0	0
Pcdhga6	28.400000	142	0	0	0	0	0
Paqr5	28.400000	142	0	0	0	0	0
Orc2	28.400000	142	0	0	0	0	0
Nudt10	28.400000	142	0	0	0	0	0
Nphs2	28.400000	142	0	0	0	0	0
Nkain1	28.400000	142	0	0	0	0	0
Nid1	28.400000	142	0	0	0	0	0
Myo5c	28.400000	142	0	0	0	0	0
Mta2	28.400000	142	0	0	0	0	0
Mrpl34	28.400000	142	0	0	0	0	0
Mocos	28.400000	142	0	0	0	0	0
Mob3c	28.400000	142	0	0	0	0	0
Mmp11	28.400000	142	0	0	0	0	0
Mcm8	28.400000	142	0	0	0	0	0
Mchr1	28.400000	142	0	0	0	0	0
Mapre3	28.400000	142	0	0	0	0	0
Mapk11	28.400000	142	0	0	0	0	0
Mal	28.400000	142	0	0	0	0	0
Lyn	28.400000	142	0	0	0	0	0
Lrrd1	28.400000	142	0	0	0	0	0
Lrrc55	28.400000	142	0	0	0	0	0
Lrrc3b	28.400000	142	0	0	0	0	0
Lrmda	28.400000	142	0	0	0	0	0
Lingo4	28.400000	142	0	0	0	0	0
Lingo1	28.400000	142	0	0	0	0	0
LOC100041593	28.400000	142	0	0	0	0	0
LOC100041504	28.400000	142	0	0	0	0	0
Krt2	28.400000	142	0	0	0	0	0
Klk5	28.400000	142	0	0	0	0	0
Klhl28	28.400000	0	0	0	142	0	0
Kiss1	28.400000	142	0	0	0	0	0
Kcne1	28.400000	142	0	0	0	0	0
Kcna5	28.400000	142	0	0	0	0	0
Ilrun	28.400000	142	0	0	0	0	0
Il20ra	28.400000	142	0	0	0	0	0
Il11	28.400000	142	0	0	0	0	0
Hspa1b	28.400000	142	0	0	0	0	0
Hsbp1l1	28.400000	142	0	0	0	0	0
Hoga1	28.400000	142	0	0	0	0	0
Grin2b	28.400000	142	0	0	0	0	0
Gpx2	28.400000	142	0	0	0	0	0
Gpr12	28.400000	142	0	0	0	0	0
Gpr101	28.400000	142	0	0	0	0	0
Gnpnat1	28.400000	142	0	0	0	0	0
Gm867	28.400000	142	0	0	0	0	0
Gm4737	28.400000	142	0	0	0	0	0
Gm3327	28.400000	142	0	0	0	0	0
Gm19410	28.400000	142	0	0	0	0	0
Gm1604b	28.400000	142	0	0	0	0	0
Gm13304	28.400000	142	0	0	0	0	0
Gm10591	28.400000	142	0	0	0	0	0
Galnt11	28.400000	142	0	0	0	0	0
Fgd3	28.400000	142	0	0	0	0	0
Fermt1	28.400000	142	0	0	0	0	0
Fbxo27	28.400000	142	0	0	0	0	0
Fbln7	28.400000	142	0	0	0	0	0
Fam89a	28.400000	142	0	0	0	0	0
Fam107a	28.400000	142	0	0	0	0	0
Epx	28.400000	142	0	0	0	0	0
Egln1	28.400000	142	0	0	0	0	0
Ect2l	28.400000	142	0	0	0	0	0
Dtna	28.400000	142	0	0	0	0	0
Defa30	28.400000	142	0	0	0	0	0
Ddr1	28.400000	142	0	0	0	0	0
Dcun1d4	28.400000	142	0	0	0	0	0
Ctf1	28.400000	142	0	0	0	0	0
Crygf	28.400000	142	0	0	0	0	0
Crx	28.400000	142	0	0	0	0	0
Cpxm2	28.400000	142	0	0	0	0	0
Chchd10	28.400000	142	0	0	0	0	0
Cdk20	28.400000	142	0	0	0	0	0
Cdiptos	28.400000	142	0	0	0	0	0
Cdipt	28.400000	142	0	0	0	0	0
Ccl21d	28.400000	142	0	0	0	0	0
Ccl21c	28.400000	142	0	0	0	0	0
Caln1	28.400000	142	0	0	0	0	0
C130073F10Rik	28.400000	142	0	0	0	0	0
Btnl2	28.400000	142	0	0	0	0	0
Bbs10	28.400000	142	0	0	0	0	0
Arhgap6	28.400000	142	0	0	0	0	0
Anxa3	28.400000	142	0	0	0	0	0
Ankdd1a	28.400000	142	0	0	0	0	0
Agbl2	28.400000	142	0	0	0	0	0
Adamts1	28.400000	0	142	0	0	0	0
Acbd3	28.400000	142	0	0	0	0	0
Abhd8	28.400000	142	0	0	0	0	0
3110082J24Rik	28.400000	142	0	0	0	0	0
Vsx1	28.200000	141	0	0	0	0	0
Tlnrd1	28.200000	141	0	0	0	0	0
Tfap2a	28.200000	141	0	0	0	0	0
Rex1bd	28.200000	141	0	0	0	0	0
Ppfia4	28.200000	141	0	0	0	0	0
Peg12	28.200000	141	0	0	0	0	0
Nkain4	28.200000	0	141	0	0	0	0
Niban3	28.200000	141	0	0	0	0	0
Nfe2	28.200000	141	0	0	0	0	0
