Target_genes	Mycn|Average	SRX821477|Medulloblastoma	SRX821480|Medulloblastoma	SRX2960250|Neuroblastoma	SRX2960253|Neuroblastoma	SRX2960256|Neuroblastoma	SRX8423446|Tumor	SRX8423448|Tumor	SRX8423450|Tumor	SRX8423452|Tumor	SRX8423454|Tumor	SRX14407156|T_cell_lymphoma_cells	STRING
Trip4	145.090909	0	115	0	0	0	158	357	87	0	879	0	0
Hdac11	145.090909	0	259	0	0	0	108	321	0	0	908	0	0
Ergic2	145.090909	0	0	0	0	0	216	242	191	126	821	0	0
Dennd2c	145.090909	0	73	0	0	0	178	397	0	132	816	0	0
Dcun1d5	145.090909	0	0	0	0	0	198	368	0	152	878	0	0
Prkra	145.000000	0	0	0	0	0	110	288	0	115	1082	0	0
Plekho2	145.000000	0	0	0	0	0	167	172	0	0	1256	0	0
Pjvk	145.000000	0	0	0	0	0	110	288	0	115	1082	0	0
Nemp1	145.000000	0	0	0	0	0	190	173	77	108	1047	0	0
Mpv17l2	145.000000	0	115	0	0	0	164	174	167	99	876	0	0
Gse1	145.000000	0	111	0	0	0	144	343	88	143	766	0	0
Ern1	145.000000	0	0	0	0	0	117	354	0	149	975	0	0
Egln3	145.000000	0	0	0	0	0	128	167	0	0	1300	0	0
Chuk	145.000000	0	0	0	0	0	399	253	195	127	621	0	0
Tbc1d30	144.909091	0	0	0	0	0	102	337	0	153	1002	0	0
Rfx3	144.909091	0	107	0	0	0	139	433	86	144	685	0	0
Prr12	144.909091	0	100	0	0	0	149	348	94	0	903	0	0
Plppr3	144.909091	0	0	0	0	0	163	217	0	0	1214	0	0
Fech	144.909091	0	111	0	0	0	168	272	0	100	943	0	0
Fam135a	144.909091	0	0	0	0	0	165	212	91	102	1024	0	0
Dbndd2	144.909091	0	117	0	0	0	167	562	0	87	661	0	0
Abhd17a	144.909091	0	0	0	0	0	225	173	268	238	690	0	0
Slc10a5	144.818182	0	0	0	0	0	113	286	0	172	1022	0	0
Shf	144.818182	0	0	0	0	0	197	215	0	102	1079	0	0
Pigt	144.818182	0	0	0	0	0	172	228	82	0	1111	0	0
Ints10	144.818182	0	0	0	0	0	178	207	0	0	1208	0	0
Impa1	144.818182	0	0	0	0	0	113	286	0	172	1022	0	0
Farp1	144.818182	0	141	0	0	0	114	307	0	130	901	0	0
Fan1	144.818182	0	157	0	0	0	97	177	0	162	1000	0	0
Cfap36	144.818182	0	0	0	0	0	93	199	86	0	1215	0	0
Sos1	144.727273	0	0	0	0	0	117	500	0	123	852	0	0
Olfml3	144.636364	0	0	163	0	0	0	126	0	0	1302	0	0
Itgb1bp1	144.636364	0	134	0	0	0	175	194	89	134	865	0	0
Ier5	144.636364	0	114	0	0	0	121	376	0	0	980	0	0
Cpsf3	144.636364	0	134	0	0	0	175	194	89	134	865	0	0
Atf3	144.636364	0	252	0	0	0	205	133	0	0	1001	0	0
Rab3il1	144.545455	0	0	164	0	0	177	129	0	93	1027	0	0
Clp1	144.545455	0	0	0	0	0	105	132	94	0	1259	0	0
Cibar1	144.545455	0	0	0	0	0	89	333	0	108	1060	0	0
Atg14	144.545455	0	0	0	0	0	110	190	156	0	1134	0	0
Slc25a46	144.454545	0	0	0	0	0	139	361	114	138	837	0	0
Ndufc2	144.454545	0	0	0	0	0	105	307	0	0	1177	0	0
Nat8l	144.454545	0	111	0	0	0	0	80	0	0	1398	0	0
Agl	144.454545	0	0	0	0	0	147	162	91	0	1189	0	0
Ubb	144.363636	0	204	0	0	0	200	193	120	146	725	0	0
Usp19	144.272727	0	87	0	0	0	199	317	0	98	886	0	0
Trdmt1	144.272727	0	0	0	0	0	97	368	0	0	1122	0	0
Spata2	144.272727	0	0	0	0	0	147	146	154	184	956	0	0
Rnf114	144.272727	0	0	0	0	0	147	146	154	184	956	0	0
Cdk2ap1	144.272727	0	0	0	0	0	212	472	0	121	782	0	0
Sidt2	144.181818	0	0	0	0	0	144	196	0	130	1116	0	0
Ephb6	144.181818	0	134	0	0	0	117	332	0	0	1003	0	0
Elapor1	144.000000	0	0	0	0	0	0	0	0	0	1584	0	0
Csf2ra	144.000000	0	0	0	244	0	198	354	79	0	488	221	0
1700013F07Rik	144.000000	0	0	0	0	0	0	0	0	0	1584	0	0
Uba2	143.909091	0	0	0	0	0	125	194	0	126	1138	0	0
Reck	143.909091	0	0	0	0	0	0	162	0	0	1421	0	0
Cep164	143.909091	0	0	0	0	0	147	132	128	122	1054	0	0
St8sia1	143.818182	0	238	0	0	0	0	0	0	0	1344	0	0
Zscan2	143.727273	0	0	0	0	0	96	346	151	132	856	0	0
Trip11	143.727273	0	0	0	0	0	155	372	109	89	856	0	0
Patz1	143.727273	0	176	0	0	0	182	367	0	0	856	0	0
Man1c1	143.727273	0	0	0	0	0	0	141	172	217	971	80	0
Prmt8	143.636364	0	236	0	0	0	0	0	0	0	1344	0	171
Sec11c	143.636364	0	0	99	0	0	260	198	133	0	890	0	0
Celf6	143.636364	0	288	0	0	0	0	164	0	0	1128	0	0
Ppp1r26	143.545455	0	0	0	0	0	119	309	0	0	1151	0	0
Il3ra	143.545455	0	0	0	0	0	195	257	93	0	1034	0	0
Cul2	143.545455	0	0	0	0	0	97	301	0	0	1181	0	0
Acbd3	143.545455	0	94	0	0	0	159	315	0	0	1011	0	0
Upp2	143.454545	0	0	0	0	0	174	316	0	0	1088	0	0
Tefm	143.454545	0	0	0	0	0	92	335	0	0	1151	0	0
Ptov1	143.454545	0	153	0	0	0	213	435	0	0	777	0	0
Olfr986	143.454545	0	0	0	0	0	0	0	0	0	1578	0	0
Cdh4	143.454545	0	0	0	0	0	0	109	0	0	1469	0	0
Cacna1d	143.454545	0	184	0	0	0	0	236	0	0	1158	0	0
Akirin2	143.454545	0	0	0	0	0	79	261	0	0	1238	0	0
Acvr1	143.454545	0	0	0	0	0	174	316	0	0	1088	0	0
Smox	143.363636	0	0	0	0	0	171	322	69	121	894	0	0
Prpf8	143.363636	0	0	0	0	0	156	503	103	0	815	0	0
Mycl	143.363636	0	0	0	0	0	149	156	0	88	1184	0	0
Ddx47	143.363636	0	0	0	0	0	114	120	0	100	1243	0	0
Sez6	143.272727	0	0	0	0	0	0	0	0	0	1576	0	0
B3gat1	143.272727	0	0	0	0	0	0	0	0	0	1576	0	0
Lamc1	143.181818	0	71	0	0	0	153	207	0	140	1004	0	0
Coq3	143.181818	0	0	0	0	0	113	387	0	0	1075	0	0
Rps6ka4	143.090909	0	0	0	0	0	212	289	0	0	1073	0	0
Gm29797	143.090909	0	0	0	0	0	0	0	0	0	1574	0	0
Spry2	143.000000	0	197	0	0	0	201	263	0	0	912	0	0
Rrm2	143.000000	0	135	0	0	0	0	146	129	0	1163	0	0
Pip5k1b	143.000000	0	0	0	0	0	0	203	0	146	1224	0	0
Gca	143.000000	0	0	0	0	0	0	164	0	145	1264	0	0
Arc	143.000000	0	87	0	0	0	213	291	115	0	867	0	0
Trak2	142.909091	0	0	0	0	0	157	238	0	99	1078	0	0
Rest	142.909091	0	147	0	0	0	227	378	0	0	696	124	0
Iqgap2	142.909091	0	137	0	0	0	106	211	0	0	1118	0	0
Susd1	142.818182	0	134	0	0	0	118	299	0	0	929	91	0
Ndufb7	142.818182	0	0	0	0	0	157	216	0	0	1198	0	0
Bms1	142.818182	0	0	0	0	0	194	259	0	86	1032	0	0
Akap8l	142.818182	0	415	0	0	0	0	113	114	139	790	0	0
Zbtb37	142.727273	0	0	0	0	0	182	511	0	78	716	83	0
Tepsin	142.727273	0	0	0	0	0	75	317	145	109	924	0	0
Ndufaf8	142.727273	0	0	0	0	0	75	317	145	109	924	0	0
Ncam2	142.727273	0	0	0	0	0	0	148	0	0	1422	0	0
Mtmr4	142.727273	0	0	0	0	0	167	97	215	142	949	0	0
Mfsd10	142.727273	0	0	0	0	0	196	447	0	0	927	0	0
Gfra4	142.727273	0	0	0	0	0	75	289	0	0	1206	0	0
Zfp729a	142.636364	0	0	0	0	0	165	231	0	0	1173	0	0
Unc5a	142.636364	0	0	0	0	0	122	289	0	0	1158	0	0
Rfwd3	142.636364	0	0	0	0	0	100	237	160	150	922	0	0
Ints1	142.636364	0	0	0	0	0	114	156	123	163	1013	0	0
Ankrd39	142.636364	0	0	0	0	0	270	329	166	129	675	0	0
Zc3h13	142.545455	0	0	0	0	0	114	274	0	146	1034	0	0
Ttc8	142.545455	0	0	0	0	0	0	148	0	0	1420	0	0
Ptger4	142.545455	0	0	0	0	0	137	169	0	0	1262	0	0
Ppp1r16a	142.545455	0	0	0	0	0	163	172	100	120	1013	0	0
Kctd17	142.545455	0	0	0	0	0	0	297	0	0	1271	0	0
Gins2	142.545455	0	0	0	0	0	142	117	255	162	810	82	0
Foxh1	142.545455	0	0	0	0	0	163	172	100	120	1013	0	0
Cdc37	142.545455	0	0	0	0	0	115	134	76	138	1105	0	0
Smarcd2	142.454545	0	0	142	0	0	170	159	118	118	782	78	0
Kcnq1	142.454545	0	0	0	0	0	0	267	133	0	1167	0	0
Elmo2	142.454545	0	0	0	0	0	117	193	78	169	1010	0	0
Dync2li1	142.454545	0	0	0	0	0	162	122	84	0	1199	0	0
Tpd52l1	142.363636	0	160	0	0	0	113	195	0	0	1098	0	0
Miga1	142.363636	0	0	0	0	0	122	294	0	102	1048	0	0
Map7d1	142.363636	0	160	0	0	0	153	163	0	116	974	0	0
Lrrc59	142.363636	0	264	0	0	0	158	302	0	149	693	0	0
Etv5	142.363636	0	219	0	0	0	174	165	106	78	824	0	0
Tle5	142.272727	0	140	0	0	0	200	211	0	0	1014	0	0
Ppard	142.272727	0	176	0	0	0	146	147	0	108	988	0	0
Mob1b	142.272727	0	0	0	0	0	220	220	107	134	884	0	0
Pex19	142.181818	0	0	0	0	0	140	132	99	0	1193	0	0
Ncaph	142.181818	0	0	0	0	0	159	87	82	0	1236	0	0
Cpne9	142.181818	0	89	0	0	0	0	0	0	0	1475	0	0
Zfp362	142.090909	0	0	0	0	0	109	243	0	85	1126	0	0
Sys1	142.090909	0	0	0	0	0	101	147	0	162	1153	0	0
Pcbp4	142.090909	0	0	0	0	0	275	246	0	99	943	0	0
Ndufb1	142.090909	0	0	0	0	0	147	313	0	115	988	0	0
Lmcd1	142.090909	0	0	0	0	0	0	0	0	0	1563	0	0
Fam20c	142.090909	0	0	0	0	0	111	188	0	0	1264	0	0
Cpsf2	142.090909	0	0	0	0	0	147	313	0	115	988	0	0
Kat6b	142.000000	0	0	0	0	0	115	368	101	0	978	0	0
Bnip2	142.000000	0	0	0	0	0	90	337	0	139	996	0	0
Mccc2	141.909091	0	0	0	0	0	117	347	92	106	899	0	0
Kbtbd6	141.909091	0	0	0	0	0	79	196	0	0	1286	0	0
H2az1	141.909091	0	0	0	0	0	213	357	0	145	846	0	0
Enox1	141.909091	0	212	0	0	0	0	0	0	0	1349	0	0
Dnajb14	141.909091	0	0	0	0	0	213	357	0	145	846	0	0
Rhoq	141.818182	0	0	0	0	0	211	258	110	0	981	0	0
Nptxr	141.818182	0	0	0	0	0	0	161	0	186	1213	0	0
Neu1	141.818182	0	0	0	0	0	217	141	143	150	909	0	0
Snap91	141.727273	0	0	0	0	0	0	0	0	0	1559	0	0
Slc30a7	141.727273	0	158	139	0	0	206	436	0	0	620	0	0
Pigf	141.727273	0	0	0	0	0	0	164	138	87	1170	0	0
Fmnl3	141.727273	0	312	0	0	0	175	143	0	80	849	0	0
Extl2	141.727273	0	158	139	0	0	206	436	0	0	620	0	0
Eloc	141.727273	0	0	0	0	0	126	277	82	137	937	0	0
Cript	141.727273	0	0	0	0	0	0	164	138	87	1170	0	0
Bub1b	141.727273	0	0	0	0	0	0	191	107	108	1153	0	0
Sipa1l3	141.636364	0	0	0	0	0	240	204	102	170	842	0	0
Phf21a	141.636364	0	152	0	0	0	139	235	0	177	855	0	0
Nr3c2	141.636364	0	0	0	0	0	163	0	162	0	1160	73	0
Lin52	141.636364	0	0	0	0	0	95	243	203	156	861	0	0
Erlec1	141.636364	0	0	0	0	0	0	205	0	0	1353	0	0
Asb3	141.636364	0	0	0	0	0	0	205	0	0	1353	0	0
Anks6	141.636364	0	0	0	0	0	0	190	0	110	1258	0	0
Aldh6a1	141.636364	0	0	0	0	0	95	243	203	156	861	0	0
Zfp113	141.545455	0	127	0	0	0	101	534	0	0	795	0	0
Zdhhc6	141.545455	0	95	0	0	0	130	272	88	147	825	0	0
Vti1a	141.545455	0	95	0	0	0	130	272	88	147	825	0	0
Vav3	141.545455	0	109	0	0	0	163	306	0	0	979	0	0
Sars	141.545455	0	165	0	0	0	0	222	0	0	1170	0	0
Ppox	141.545455	0	0	0	0	0	76	209	100	0	1172	0	0
Pick1	141.545455	0	80	0	0	0	135	237	110	151	844	0	0
Nrip1	141.545455	0	0	0	0	0	296	323	0	89	849	0	0
Spop	141.454545	0	0	0	0	0	0	108	112	0	1336	0	0
Slc27a3	141.454545	0	0	0	0	0	92	158	0	80	1226	0	0
Cmc2	141.454545	0	0	0	0	0	168	175	153	257	803	0	0
Cenpn	141.454545	0	0	0	0	0	168	175	153	257	803	0	0
Apbb1	141.454545	0	87	0	0	0	0	257	0	0	1212	0	0
A930007A09Rik	141.454545	0	0	0	0	0	0	234	75	0	1247	0	0
Oard1	141.363636	0	0	0	0	0	135	228	178	177	837	0	0
Nfya	141.363636	0	0	0	0	0	135	228	178	177	837	0	0
Lrrn4	141.363636	0	0	0	0	0	0	0	0	0	1555	0	0
Galnt10	141.363636	0	138	0	0	0	144	251	122	152	748	0	0
Lman2	141.272727	0	0	0	0	0	157	328	153	165	751	0	0
Slitrk5	141.181818	0	109	0	0	0	0	0	0	0	1444	0	0
Prkce	141.181818	0	0	0	0	0	181	320	0	0	1052	0	0
Exoc3l	141.181818	0	0	0	0	0	170	354	0	133	896	0	0
E2f4	141.181818	0	0	0	0	0	170	354	0	133	896	0	0
Scmh1	141.090909	0	0	0	0	0	135	351	0	0	1066	0	0
Isca1	141.090909	0	0	0	0	0	154	245	0	0	1153	0	0
Tnrc6b	141.000000	0	173	0	0	0	143	301	103	79	752	0	0
Tcam1	141.000000	0	0	142	0	0	170	143	118	118	782	78	0
Smc4	141.000000	0	0	0	0	0	99	139	116	106	1091	0	0
Ncoa3	141.000000	0	0	0	0	0	182	202	76	118	973	0	0
Ift80	141.000000	0	0	0	0	0	99	139	116	106	1091	0	0
Galk2	141.000000	0	0	0	0	0	0	198	99	0	1254	0	0
Dpysl5	141.000000	0	175	0	0	0	142	0	0	0	1234	0	0
Zbtb45	140.909091	0	0	0	0	0	216	342	153	123	716	0	0
Unc119b	140.909091	0	74	0	0	0	135	233	64	108	936	0	0
Ulk3	140.909091	0	0	0	0	0	185	374	0	185	806	0	0
Pde8a	140.909091	0	0	0	0	0	167	189	0	0	1194	0	0
Mfsd13a	140.909091	0	0	0	0	0	138	0	0	126	1286	0	0
Ksr2	140.909091	0	0	0	0	0	0	101	0	116	1333	0	0
Mmgt1	140.818182	0	0	0	0	0	0	140	0	0	1409	0	0
Inpp5a	140.818182	0	0	0	0	0	204	307	134	0	904	0	0
Anxa5	140.818182	0	0	0	0	0	102	94	0	113	1240	0	0
1810062G17Rik	140.818182	0	0	0	0	0	102	94	0	113	1240	0	0
Zfc3h1	140.727273	0	0	0	0	0	121	368	83	107	869	0	0
Thap2	140.727273	0	0	0	0	0	121	368	83	107	869	0	0
Smg7	140.727273	0	86	0	0	0	160	307	110	188	697	0	0
Sel1l	140.727273	0	151	0	0	0	79	243	123	119	833	0	0
Gabarapl1	140.727273	0	0	0	0	0	161	568	0	0	819	0	0
Zeb2	140.636364	0	138	0	0	0	0	368	0	0	1041	0	0
Prss23	140.636364	0	93	0	0	0	161	299	0	0	994	0	0
Pdcl	140.636364	0	0	0	0	0	124	202	80	97	1044	0	0
Vangl2	140.545455	0	152	0	0	0	109	203	0	0	1082	0	0
Tc2n	140.545455	0	0	0	0	0	127	417	0	100	902	0	0
Svbp	140.545455	0	0	0	0	0	127	286	116	0	1017	0	0
Setdb2	140.545455	0	0	0	0	0	152	185	0	124	1085	0	0
Reep1	140.545455	0	195	0	0	0	0	0	0	0	1351	0	0
Pmpcb	140.545455	0	0	0	0	0	160	276	0	165	945	0	0
Gm45935	140.545455	0	0	0	0	0	152	185	0	124	1085	0	0
B3gat2	140.545455	0	292	0	0	0	0	0	0	0	1254	0	0
Usp43	140.454545	0	0	0	0	0	215	172	112	85	961	0	0
Rragd	140.454545	0	305	0	0	0	0	202	0	0	1038	0	0
Fbxl8	140.454545	0	0	0	0	0	142	238	0	0	1165	0	0
Cachd1	140.454545	0	0	0	0	0	166	291	0	103	985	0	0
Bcam	140.454545	0	483	0	0	0	0	0	0	0	1062	0	0
Tmem126b	140.363636	0	0	0	0	0	174	154	0	114	1102	0	0
Sorl1	140.363636	0	0	0	0	0	217	308	0	0	1019	0	0
Rnf168	140.363636	0	0	0	0	0	196	276	90	173	809	0	0
Appl2	140.363636	0	182	0	0	0	169	160	0	94	939	0	0
Taok1	140.272727	0	86	0	0	0	269	240	0	140	808	0	0
Mark3	140.272727	0	133	0	0	0	131	271	0	221	787	0	0
Ly6g5b	140.272727	0	0	0	0	0	219	161	213	0	950	0	0
Jazf1	140.272727	0	0	0	0	0	0	206	0	120	1217	0	0
Gpank1	140.272727	0	0	0	0	0	219	161	213	0	950	0	0
Gask1b	140.272727	0	0	0	0	0	334	390	0	0	819	0	0
D17H6S53E	140.272727	0	0	0	0	0	219	161	213	0	950	0	0
Csnk2b	140.272727	0	0	0	0	0	219	161	213	0	950	0	0
Cdc42ep1	140.272727	0	151	0	0	0	271	348	0	0	773	0	0
Zfp748	140.181818	0	0	0	0	0	0	361	0	140	1041	0	0
Tsr3	140.181818	0	0	0	0	0	150	148	87	148	1009	0	0
Rogdi	140.181818	0	0	0	0	0	228	211	121	138	844	0	0
Myo15b	140.181818	0	207	0	0	0	165	221	0	73	876	0	0
Gnptg	140.181818	0	0	0	0	0	150	148	87	148	1009	0	0
Fam120c	140.181818	0	0	0	0	0	110	233	0	0	1199	0	0
Wnk2	140.090909	0	0	0	0	0	0	144	0	159	1238	0	0
Tlcd4	140.090909	0	129	0	0	0	139	243	0	0	1030	0	0
Ogdhl	140.090909	0	111	0	0	0	0	101	0	0	1329	0	0
LTO1	140.090909	0	0	0	0	0	103	165	0	0	1273	0	0
Gpx4	140.090909	0	163	0	0	0	118	281	173	120	686	0	0
Ap3d1	140.090909	0	0	0	0	0	97	212	167	154	911	0	0
Tor1aip2	140.000000	0	100	0	0	0	157	267	70	169	777	0	0
Tor1aip1	140.000000	0	100	0	0	0	157	267	70	169	777	0	0
Shisa2	140.000000	0	134	0	0	0	0	160	0	0	1246	0	0
Senp1	140.000000	0	101	0	0	0	118	254	113	126	828	0	0
R3hcc1	140.000000	0	0	0	0	0	154	421	0	162	803	0	0
Pfkm	140.000000	0	101	0	0	0	118	254	113	126	828	0	0
Dclk2	140.000000	0	341	0	0	0	0	162	0	0	1037	0	0
Map3k10	139.909091	0	0	0	0	0	123	247	0	193	976	0	0
Mrps14	139.818182	0	187	0	0	0	197	0	207	194	753	0	0
Hmgcs1	139.818182	0	0	0	0	0	87	116	197	135	1003	0	0
Stxbp6	139.727273	0	101	0	0	0	114	386	0	0	936	0	0
Scg3	139.727273	0	0	0	0	0	0	0	0	0	1537	0	0
Pcf11	139.727273	0	0	0	0	0	177	246	105	145	864	0	0
Cdk19	139.727273	0	96	0	0	0	171	136	112	139	883	0	0
Socs2	139.636364	0	0	0	0	0	124	210	0	97	1105	0	0
Smap2	139.636364	0	0	0	0	0	89	199	0	162	1086	0	0
Sdhaf3	139.636364	0	0	0	0	0	97	284	0	0	1155	0	0
Pdk3	139.636364	0	122	0	0	0	114	101	0	0	1199	0	0
Aopep	139.636364	0	0	0	0	0	136	192	0	105	1103	0	0
Ttc28	139.545455	0	76	0	0	0	0	156	0	0	1247	56	0
Tsku	139.545455	0	0	0	0	0	107	236	0	123	1069	0	0
Sirt2	139.545455	0	168	0	0	0	100	142	221	156	748	0	0
Prcc	139.545455	0	0	0	0	0	101	252	137	176	869	0	0
Nfkbib	139.545455	0	168	0	0	0	100	142	221	156	748	0	0
Ctsc	139.545455	0	0	0	0	0	196	294	0	110	935	0	0
Kcnn2	139.454545	0	0	0	0	0	0	108	0	176	1250	0	0
Ip6k1	139.454545	0	0	0	0	0	105	225	198	0	1006	0	0
Etaa1	139.454545	0	0	0	0	0	140	272	0	0	1122	0	0
Cstb	139.454545	0	0	0	0	0	170	227	123	172	842	0	0
Prm3	139.363636	0	0	0	0	0	106	293	0	0	1134	0	0
Gckr	139.363636	0	0	0	0	0	0	347	0	0	1186	0	0
Ccdc30	139.363636	0	0	0	0	0	0	116	0	0	1417	0	0
Spindoc	139.272727	0	0	0	0	0	183	261	0	0	1088	0	0
Pias3	139.272727	0	0	0	0	0	132	152	0	133	1115	0	0
Hdhd3	139.272727	0	0	0	0	0	82	243	0	0	1207	0	0
Fyco1	139.272727	0	0	0	0	0	164	212	224	148	784	0	0
Fbxw8	139.272727	0	85	0	0	0	123	286	0	126	912	0	0
Fbxw5	139.272727	0	125	0	0	0	158	209	0	0	1040	0	0
Cops4	139.272727	0	0	0	0	0	221	322	129	0	860	0	0
C8g	139.272727	0	125	0	0	0	158	209	0	0	1040	0	0
Spc25	139.181818	0	0	0	0	0	149	156	0	106	1120	0	0
G6pc2	139.181818	0	0	0	0	0	149	156	0	106	1120	0	0
Ddb2	139.181818	0	0	0	0	0	103	155	69	143	1061	0	0
8030462N17Rik	139.090909	0	152	0	0	0	175	257	89	98	681	78	0
Synm	139.000000	0	279	0	0	0	309	188	0	0	753	0	0
Spef1	139.000000	0	0	0	0	0	0	334	0	0	1195	0	0
Rnf169	139.000000	0	0	0	0	0	163	428	0	159	779	0	0
Ptcra	139.000000	0	0	0	0	0	0	0	0	0	1529	0	0
Ncapg2	139.000000	0	0	0	0	0	122	0	0	152	1255	0	0
Cops2	139.000000	0	0	0	0	0	0	176	99	0	1254	0	0
Sesn3	138.909091	0	0	0	0	0	99	173	133	185	938	0	0
Pml	138.909091	0	198	0	0	0	161	255	0	0	914	0	0
Nt5dc1	138.909091	0	118	0	0	0	140	320	0	144	806	0	0
Lmnb2	138.909091	0	188	0	0	0	97	199	0	0	1044	0	0
Depdc7	138.909091	0	264	0	0	0	160	357	0	115	632	0	0
Adgrb3	138.909091	0	89	0	0	0	0	0	0	0	1439	0	0
Adamts18	138.909091	0	0	0	0	0	0	0	0	0	1528	0	0
Zfp68	138.818182	0	0	0	0	0	124	436	0	127	840	0	0
A430033K04Rik	138.818182	0	0	0	0	0	124	436	0	127	840	0	0
Zfp141	138.727273	0	0	0	0	0	0	365	0	0	1161	0	0
Wipi1	138.727273	0	0	0	0	0	201	234	178	156	757	0	0
Bend7	138.727273	0	0	0	0	0	116	288	0	174	948	0	0
Arxes2	138.727273	0	0	0	0	0	0	0	0	0	1526	0	0
Ahsa2	138.727273	0	0	0	0	0	113	408	61	0	944	0	0
Tufm	138.636364	0	0	0	0	0	228	143	0	0	1154	0	0
Psme4	138.636364	0	0	0	0	0	144	359	0	91	931	0	0
Ppp2r5d	138.636364	0	0	0	0	0	107	259	0	119	1040	0	0
Ints5	138.636364	0	0	0	0	0	224	160	0	140	1001	0	0
Camsap3	138.636364	0	0	0	0	0	260	229	0	0	1036	0	0
Zer1	138.545455	0	0	0	0	0	162	283	66	101	912	0	0
Sh3d21	138.545455	0	0	0	0	0	121	296	71	0	1036	0	0
Rnf113a1	138.545455	0	0	0	0	0	140	124	0	0	1260	0	0
Prdx3	138.545455	0	0	0	0	0	123	342	0	0	984	75	0
Ppp2r5e	138.545455	0	0	0	0	0	136	288	225	116	759	0	0
Ndufa1	138.545455	0	0	0	0	0	140	124	0	0	1260	0	0
Mzf1	138.545455	0	0	0	0	0	114	283	0	210	917	0	0
Dip2a	138.545455	0	0	0	0	0	232	239	0	133	920	0	0
Mafb	138.454545	0	99	0	0	0	180	254	109	0	881	0	0
Prss57	138.363636	0	242	0	0	0	140	214	0	0	926	0	0
Palm	138.363636	0	242	0	0	0	140	214	0	0	926	0	0
Oip5	138.363636	0	0	0	0	0	80	132	219	105	986	0	0
Nusap1	138.363636	0	0	0	0	0	80	132	219	105	986	0	0
Irf1	138.363636	0	92	0	0	0	105	249	128	69	879	0	0
Gng7	138.363636	0	0	320	216	0	165	89	0	0	641	91	0
Cbr4	138.363636	0	0	0	0	0	0	277	232	158	855	0	0
Nfia	138.272727	0	0	0	0	0	137	479	0	0	905	0	0
Jpt1	138.272727	0	0	0	0	0	184	388	133	0	816	0	0
Ell2	138.272727	0	0	0	0	0	205	229	101	0	986	0	0
Vps13c	138.181818	0	0	0	0	0	98	126	0	0	1296	0	0
Sgip1	138.181818	0	0	99	0	0	0	0	0	0	1421	0	0
Wdr33	138.090909	0	0	0	0	0	82	256	0	0	1181	0	0
Zfp994	138.000000	0	0	0	0	0	269	320	0	0	929	0	0
Proser2	138.000000	0	0	0	0	0	227	330	0	0	961	0	0
Ndufaf3	138.000000	0	0	0	0	0	168	152	93	89	1016	0	0
Fam151b	138.000000	0	0	0	0	0	133	101	133	0	1151	0	0
Dalrd3	138.000000	0	0	0	0	0	168	152	93	89	1016	0	0
Blcap	138.000000	0	0	0	0	0	197	278	0	113	930	0	0
Mfsd4b1	137.909091	0	0	0	0	0	0	140	0	0	1377	0	0
Tsc22d4	137.818182	0	412	0	0	0	224	348	0	101	431	0	0
Nyap1	137.818182	0	412	0	0	0	224	348	0	101	431	0	0
Hmces	137.818182	0	181	0	0	0	120	316	0	184	715	0	0
Gpr62	137.818182	0	0	0	0	0	0	196	0	0	1320	0	0
Frrs1	137.818182	0	0	0	0	0	125	490	106	145	650	0	0
Emd	137.818182	0	140	0	0	0	237	127	0	0	1012	0	0
Sucla2	137.727273	0	101	0	0	0	0	181	0	0	1233	0	0
Plxna3	137.727273	0	0	0	0	0	0	234	0	0	1281	0	0
Pgap6	137.727273	0	0	0	0	0	0	244	0	229	1042	0	0
Ap1s3	137.727273	0	0	0	0	0	0	189	148	0	1178	0	0
Zfp687	137.636364	0	0	0	0	0	175	356	87	96	800	0	0
Tmbim1	137.636364	0	0	0	0	0	205	666	0	83	560	0	0
Prrt4	137.636364	0	208	0	0	0	0	87	0	0	1219	0	0
Egr4	137.636364	0	475	0	0	0	0	0	0	0	872	167	0
Hibch	137.545455	0	0	0	0	0	140	326	127	138	782	0	0
Arhgap11a	137.545455	0	0	0	0	0	115	202	0	0	1196	0	0
Golph3	137.454545	0	129	0	0	0	127	318	0	151	787	0	0
Cwf19l2	137.454545	0	0	0	0	0	132	448	0	93	839	0	0
Cdh1	137.454545	0	0	0	0	0	249	273	99	107	784	0	0
Camkk1	137.454545	0	0	0	0	0	295	210	0	0	1007	0	0
Stim2	137.363636	0	0	0	0	0	131	247	0	0	1133	0	0
Ddx3x	137.363636	0	130	0	0	0	116	286	108	0	871	0	0
Chchd2	137.363636	0	0	0	0	0	217	588	83	0	623	0	0
Zkscan17	137.272727	0	0	0	0	0	186	189	0	151	984	0	0
Grpel1	137.272727	0	0	0	0	0	110	160	240	173	827	0	0
Tspan9	137.181818	0	707	0	0	0	86	115	0	0	601	0	0
Tmem185a	137.181818	0	0	0	0	0	0	124	0	0	1385	0	0
Skida1	137.181818	0	0	0	0	0	101	277	0	0	1131	0	0
Rapgef4	137.181818	0	0	0	0	0	0	101	0	0	1408	0	0
Psmb6	137.181818	0	0	0	0	0	0	156	68	0	1285	0	0
Nrd1	137.181818	0	148	0	0	0	127	194	229	0	811	0	0
Mrpl4	137.181818	0	89	0	0	0	135	214	98	0	973	0	0
Mrpl37	137.181818	0	0	0	0	0	130	241	104	0	1034	0	0
Cyb5rl	137.181818	0	0	0	0	0	130	241	104	0	1034	0	0
