Target_genes	Nfil3|Average	SRX11995968|Heart	SRX11995969|Heart	SRX11995970|Heart	SRX11995971|Heart	SRX11995972|Heart	SRX11995973|Heart	SRX11995974|Heart	SRX11995975|Heart	SRX11995976|Heart	SRX11995977|Heart	SRX11995978|Heart	SRX10820639|Hematopoietic_progenitors	DRX178623|Liver	DRX178625|Liver	DRX178631|Liver	DRX178633|Liver	SRX655369|Liver	SRX8376387|Liver	SRX8376388|Liver	SRX11972855|RAW_264.7	SRX11972856|RAW_264.7	STRING
Sptssb	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	275	0	0	0	0	0
Sec31b	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	167	0	0	0	0	0
Myl6	18.476190	0	0	0	0	0	0	0	0	0	0	0	120	0	268	0	0	0	0	0	0	0	0
Gngt1	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0
Ffar2	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0
Eif6	18.476190	0	0	0	0	0	0	0	0	0	0	0	119	0	130	0	0	139	0	0	0	0	0
C87436	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	140	138	0	0	0	0	0
1810010H24Rik	18.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	89	116	0	0	0	83	0
Zrsr1	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	113	166	0	0	0	0	0
H4c6	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	228	0	0	0	0	0	0
H1f3	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	228	0	0	0	0	0	0
Gstm3	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0
Col27a1	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	140	0	0	0	0	0	0
Cabcoco1	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0
Bik	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	280	0	0	0	0	0
Tssk6	18.380952	0	0	0	0	0	0	0	0	0	0	0	181	0	205	0	0	0	0	0	0	0	0
Them7	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	133	0	0	0	0	0
Serpina1a	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0
Ralgapa2	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	240	0	0	0	0	0
Phactr4	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	218	0	0	0	0	0
Ndufa13	18.380952	0	0	0	0	0	0	0	0	0	0	0	181	0	205	0	0	0	0	0	0	0	0
Mup11	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0
Iah1	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	240	0	0	0	0	0
Gpr137	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	291	0	0	0	0	0
Epb41l4a	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	141	0	0	0	0	0	0
Bad	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	291	0	0	0	0	0
Acvr2a	18.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	273	0	0	0	0	0
Vps13b	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	173	0	0	0	0	0	0
Uxt	18.333333	0	0	0	0	0	0	0	0	0	0	0	191	0	194	0	0	0	0	0	0	0	0
Tti2	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	295	0	0	0	0	0
Tbc1d22a	18.333333	0	0	0	0	0	0	0	0	0	0	0	153	0	131	0	101	0	0	0	0	0	0
Snai2	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	203	0	0	0	0	0
Psmd1	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	280	0	0	0	0	0	0
Poldip3	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	276	0	0	0	0	0
Ndufa10	18.333333	0	0	0	0	0	0	0	0	0	0	0	130	0	153	0	0	102	0	0	0	0	0
Gata2	18.333333	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0
Cxadr	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0
Ccdc90b	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	240	0	0	0	0	0
Ahcyl2	18.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0
Yipf6	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	164	0	0	0	0	0	0
Nr3c1	18.285714	0	0	0	0	0	0	0	0	0	0	0	109	0	145	0	0	130	0	0	0	0	0
Ndufaf7	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	138	0	0	0	131	0	0
Lce1j	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	211	0	0	0	0	0	0
Ensa	18.285714	0	0	0	0	0	0	0	0	0	0	0	231	0	153	0	0	0	0	0	0	0	0
Clps	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Cebpz	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	138	0	0	0	131	0	0
Atp6v0e2	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Adi1	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	278	0	0	0	0	0
Zfp983	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	113	97	0	0	0	0	0
Scarb2	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	141	0	0	0	0	0	0
Ppp4r3b	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	85	140	0	0	0	0	0
Ppil3	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	128	0	0	0	0	0	0
Nlrp6	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	226	0	0	0	0	0
Nif3l1	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	128	0	0	0	0	0	0
Mup9	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0
Isg15	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	82	0	0	0	0	0	0
Cbr3	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	218	165	0	0	0	0	0	0	0
Cbfa2t2	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	97	0	0	0	132	0	0
Bclaf1	18.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	195	0	0	0	0	0
Ttyh2	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	234	0	0	0	0	0
Skiv2l	18.190476	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	195	0	0	0	0	0
Pxn	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	204	0	0	0	0	0	0
Pms1	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	138	0	0	0	0	0	0
Palmd	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	263	0	0	0	0	0
Ormdl1	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	138	0	0	0	0	0	0
Olfr1495	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	155	0	0	0	0	0	0
Nelfe	18.190476	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	195	0	0	0	0	0
Foxq1	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	174	0	0	0	0	0	0
E130311K13Rik	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	155	0	0	0	0	0	0
Dipk2a	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	126	0	0	0	0	0	0
Cdca7l	18.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	214	0	0
Zbtb32	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	146	87	0	0	0	0	0
Thumpd3	18.142857	0	0	0	0	0	0	0	0	0	0	0	284	0	97	0	0	0	0	0	0	0	0
Tfcp2l1	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	212	0	0	0	0	0	0
Soat2	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	289	0	0	0	0	0
Polr3g	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	132	0	0	0	0	0	0
Pcmt1	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	120	0	0	0	0	0	0
Mup16	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0
Mn1	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	266	0	0	0	0	0
Mblac2	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	132	0	0	0	0	0	0
Kmt2b	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	146	87	0	0	0	0	0
Idnk	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0
Dhrs7b	18.142857	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	97	99	0	0	0	0	0
Ddhd2	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	105	0	0	0	0	0
Bcdin3d	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	102	0	0	0	144	0	0
B3gntl1	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	97	0	0	0	0	0	0
Zfp60	18.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	123	0	0	0	0	0	0
Pdk4	18.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	250	0	0	0	0	0
Med17	18.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	152	0	0	0	0	0	0
Ints4	18.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	275	0	0	0	0	0
Atxn1	18.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	213	0	0	0	0	0
Ubl5	18.047619	0	0	0	0	0	0	0	0	0	0	0	155	0	224	0	0	0	0	0	0	0	0
Rubcnl	18.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	107	0	0	0	147	0	0
Nab1	18.047619	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	268	0	0	0	0	0
Il1rn	18.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0
Fbxl12	18.047619	0	0	0	0	0	0	0	0	0	0	0	155	0	224	0	0	0	0	0	0	0	0
Cpxm1	18.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0
Akap7	18.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	266	0	0	0	0	0
Vopp1	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	90	0	0	0	173	0	0
Prkn	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0
Pacrg	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0
Krtap9-3	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	173	0	0	0	0	0	0
Hgs	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	191	0	0	0	0	0
Gm11938	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	173	0	0	0	0	0	0
Gckr	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0
Arl16	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	191	0	0	0	0	0
Zfp871	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	105	133	0	0	0	0	0
Zfp266	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	113	87	0	0	0	0	0
Ugt2a3	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0
Svil	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0
Mrtfa	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	131	0	0	0	0	0	0
Fyn	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	204	0	0
Etv3l	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0
Csde1	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	129	128	0	0	0	0	0
Crkl	17.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	137	0	0	0	0	0	0
Tnfrsf12a	17.904762	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	152	0	0	0	0	0
Thoc6	17.904762	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	152	0	0	0	0	0
Sh3gl2	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	182	0	0	0	0	0	0
Raly	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	163	0
Map3k1	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0
Lexm	17.904762	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	223	0	0
Kdm3a	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	146	0	0	0	87	0	0
Hhipl2	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	84	0	0	0	0	0	0
Hcfc1r1	17.904762	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	152	0	0	0	0	0
Gldc	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	271	0	0	0	0	0
Cyp1a2	17.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	69	134	0	0	0	0	0
Wdr20	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	109	0	0	0	110	0	0
Tdp1	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	110	0	0	0	0	0	0
Sv2a	17.857143	0	0	0	123	0	0	0	0	0	0	0	0	112	140	0	0	0	0	0	0	0	0
Sprtn	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	171	0	0	0	0	0	0
Smad5	17.857143	0	0	0	0	0	0	0	0	0	0	0	166	0	88	0	121	0	0	0	0	0	0
Mpv17l	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	90	197	0	0	0	0	0
Heatr6	17.857143	0	0	0	0	0	0	0	0	0	0	0	151	0	134	0	90	0	0	0	0	0	0
Gm45337	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	195	0	0	0	0	0	0
Fam222b	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	129	122	0	0	0	0	0
Exoc8	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	171	0	0	0	0	0	0
Efcab11	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	110	0	0	0	0	0	0
Clns1a	17.857143	0	0	0	0	0	0	0	0	0	0	0	202	0	173	0	0	0	0	0	0	0	0
Cemip2	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	132	0	0	0	0	0	0
Cd300lg	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
Atxn2	17.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	235	0	0	0	0	0
Uhrf1bp1l	17.809524	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	267	0	0	0	0	0
Ube2s	17.809524	0	0	0	0	0	0	0	0	0	0	0	116	0	85	0	173	0	0	0	0	0	0
Tbc1d15	17.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	148	0	0	0	0	0	0
Prss48	17.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	113	0	0	0	0	0	0
Nipbl	17.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	168	0	0	0	0	0	0
Anapc5	17.809524	0	0	0	0	0	0	0	0	0	0	0	110	0	159	0	105	0	0	0	0	0	0
Ampd1	17.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	210	0
Abracl	17.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	165	95	0	0	0	0	0
Zfp850	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	244	0	0	0	0	0	0
Zc3hav1	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	158	0	0	0	0	0	0
Syce1	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	235	0	0	0	0	0	0
Slit3	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	186	0	0
Sec16a	17.761905	0	0	0	0	0	0	0	0	0	0	0	164	0	209	0	0	0	0	0	0	0	0
Pfn3	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	216	0	0	0	0	0	0
Mug2	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0
Med21	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	190	0	0	0	0	0	0
Krtap5-5	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	155	0	0	0	0	0	0
Knop1	17.761905	0	0	0	0	0	0	0	0	0	0	0	196	0	177	0	0	0	0	0	0	0	0
Iqck	17.761905	0	0	0	0	0	0	0	0	0	0	0	196	0	177	0	0	0	0	0	0	0	0
Gsta3	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0
Gsn	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	90	159	0	0	0	0	0
Gm5617	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	155	0	0	0	0	0	0
Gc	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0
Dicer1	17.761905	0	0	0	0	0	0	0	0	0	0	0	218	0	155	0	0	0	0	0	0	0	0
Avl9	17.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	128	0	0	0	0	0	0
Vamp4	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	129	0	0
Tmed5	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	138	0	0	0	0	0	0
Stxbp3	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	129	0	0	0	0	0	0
Steap3	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	80	187	0	0	0	0	0
Slc25a4	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	164	0	0	0	0	0	0
Ppp1ccb	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	173	0	0	0	0	0	0
Olfr777	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	210	0
Olfr776	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	210	0
Myd88	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0
Mlf1	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	129	0	0	0	0	0	0
Iws1	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	137	0	0	0	0	0
Fam227b	17.714286	0	0	0	0	0	0	0	0	0	0	0	144	0	115	0	113	0	0	0	0	0	0
Elp1	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	137	0	0	0	0	0	0
Dtwd1	17.714286	0	0	0	0	0	0	0	0	0	0	0	144	0	115	0	113	0	0	0	0	0	0
Cluh	17.714286	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	196	0	0	0	0	0
Ccdc18	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	138	0	0	0	0	0	0
Capza1	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	162	0	0	0	0	0	0
Adra2b	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	142	138	0	0	0	0	0
Acaa1a	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0
Abitram	17.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	137	0	0	0	0	0	0
Zfp869	17.666667	0	0	0	0	0	0	0	0	0	0	0	144	0	227	0	0	0	0	0	0	0	0
Tspan33	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	160	0
Rgs6	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	115	0	0	0	0	0	0
Rbm12b2	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	259	0	0	0	0	0	0
Rabgef1	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	213	0	0	0	0	0
Rab37	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	194	0	0	0	0	0	0
Prp2	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	146	0	0	0	0	0	0
Plekhg5	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	149	0	0	0	0	0	0
Mettl18	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	155	0	0	0	0	0	0
L2hgdh	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	113	0	0	0	0	0	0
Kcne4	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	161	0
Gm11562	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	121	0	0	0	0	0	0
Gan	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	132	0	0	0	0	0
Fgd3	17.666667	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0
Epn1	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	113	110	0	0	0	0	0
Dmac2l	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	113	0	0	0	0	0	0
Dennd5b	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	104	163	0	0	0	0	0
Ccnd1	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	163	0	0	0	0	0	0
BC055324	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	155	0	0	0	0	0	0
Aptx	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	281	0	0	0	0	0
Ap2a2	17.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	121	162	0	0	0	0	0
Tmem138	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	190	0	0	0	0	0	0
Malsu1	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	113	123	0	0	0	0	0
Impdh2	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	85	0	0	0	0	0	0
Iapp	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0
Hnrnpm	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	202	0	0	0	0	0	0
Gbp2	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0
Fut1	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0
Cyb561a3	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	190	0	0	0	0	0	0
Ccdc130	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0
Cbarp	17.619048	0	0	0	0	0	0	0	0	0	0	0	159	0	211	0	0	0	0	0	0	0	0
Bnip3l	17.619048	0	0	0	0	0	0	0	0	0	0	0	109	0	177	0	0	84	0	0	0	0	0
Atp5d	17.619048	0	0	0	0	0	0	0	0	0	0	0	159	0	211	0	0	0	0	0	0	0	0
Atf1	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0
Asns	17.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	121	0	0	0	0	0	0
Zfp119b	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	106	0	0	0	0	0
Smndc1	17.571429	0	0	0	0	0	0	0	0	0	0	0	193	0	89	0	0	87	0	0	0	0	0
Slc26a6	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	148	0	0	0	0	0	0
Rcbtb2	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	164	0	0	0	0	0	0
Rad54l2	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	245	0	0	0	0	0
Rab4b	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	187	0	0	0	0	0	0
Mia	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	187	0	0	0	0	0	0
Fah	17.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	280	0	0	0	0	0
Zc3h14	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	162	0	0	0	0	0
Ubn1	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0
Uba3	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0
Tmem106b	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0
Tbp	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	105	139	0	0	0	0	0
Slx4ip	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	127	136	0	105	0	0	0	0	0	0
Psmb1	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	105	139	0	0	0	0	0
Mkks	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	127	136	0	105	0	0	0	0	0	0
Glyr1	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0
Dpysl2	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	124	128	0
Cdh9	17.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	162	0
Zmym6	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	129	0	0	0	0	0	0
Zfp820	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	138	0	0	0	0	0	0
Tent5a	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	211	0	0	0	0	0	0
Sult2a1	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	207	0	0	0	0	0
Stat4	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	136	0
Spata25	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	123	0	0	0	0	0	0
Nkx2-5	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0
Hexa	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	160	0	0
H3c3	17.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	153	0	0	0	0	0	0
