Target_genes	E2f3|Average	SRX871671|Intestinal_crypt	SRX871675|Intestinal_crypt	SRX871673|Intestinal_villus	SRX871677|Intestinal_villus	SRX106013|MEF	SRX106014|MEF	SRX1120753|MEF	SRX1120754|MEF	SRX1120756|MEF	STRING
Osbp	26.222222	0	0	0	0	236	0	0	0	0	0
Myo1d	26.222222	0	0	0	0	236	0	0	0	0	0
Mthfd2l	26.222222	0	0	0	0	236	0	0	0	0	0
Mcur1	26.222222	0	0	0	0	236	0	0	0	0	0
Lims1	26.222222	0	0	0	0	236	0	0	0	0	0
Lifr	26.222222	0	0	0	0	236	0	0	0	0	0
Gtpbp10	26.222222	0	0	0	0	236	0	0	0	0	0
Glb1l	26.222222	146	90	0	0	0	0	0	0	0	0
Dctn5	26.222222	0	0	0	0	236	0	0	0	0	0
D5Ertd579e	26.222222	0	0	0	0	236	0	0	0	0	0
Ctss	26.222222	146	90	0	0	0	0	0	0	0	0
Cox6a1	26.222222	0	0	0	0	236	0	0	0	0	0
Calm1	26.222222	0	0	0	0	236	0	0	0	0	0
Bckdhb	26.222222	0	0	0	0	236	0	0	0	0	0
Zfand5	26.111111	0	0	0	0	235	0	0	0	0	0
Wbp4	26.111111	0	0	0	0	235	0	0	0	0	0
Ttc33	26.111111	136	99	0	0	0	0	0	0	0	0
Tmem108	26.111111	126	109	0	0	0	0	0	0	0	0
Sgip1	26.111111	126	109	0	0	0	0	0	0	0	0
Otub2	26.111111	0	0	0	0	235	0	0	0	0	0
Morc2a	26.111111	131	0	0	0	104	0	0	0	0	0
Inpp5e	26.111111	0	0	0	0	235	0	0	0	0	0
Helz2	26.111111	126	109	0	0	0	0	0	0	0	0
Gbp2	26.111111	144	91	0	0	0	0	0	0	0	0
Fbxo27	26.111111	0	0	0	0	235	0	0	0	0	0
Elf1	26.111111	0	0	0	0	235	0	0	0	0	0
Dnajc5b	26.111111	97	138	0	0	0	0	0	0	0	0
Celf5	26.111111	0	0	0	0	235	0	0	0	0	0
Arhgap33	26.111111	0	0	0	0	235	0	0	0	0	0
Tmem198b	26.000000	0	0	0	0	0	0	0	234	0	0
Slc35b3	26.000000	116	118	0	0	0	0	0	0	0	0
Map3k5	26.000000	0	0	0	0	234	0	0	0	0	0
M1ap	26.000000	116	118	0	0	0	0	0	0	0	0
Kif19a	26.000000	116	118	0	0	0	0	0	0	0	0
Iba57	26.000000	0	0	0	0	234	0	0	0	0	0
Hccs	26.000000	0	0	0	0	234	0	0	0	0	0
Gm15246	26.000000	0	0	0	0	234	0	0	0	0	0
Dnajc14	26.000000	0	0	0	0	0	0	0	234	0	0
Cxcr1	26.000000	116	118	0	0	0	0	0	0	0	0
Cuedc1	26.000000	0	0	0	0	234	0	0	0	0	0
Coq10a	26.000000	0	0	0	0	234	0	0	0	0	0
Aplp2	26.000000	106	128	0	0	0	0	0	0	0	0
Ankrd11	26.000000	0	0	0	0	234	0	0	0	0	0
Zfp521	25.888889	0	0	0	0	233	0	0	0	0	0
Zdhhc16	25.888889	0	0	0	0	233	0	0	0	0	0
Snrnp70	25.888889	0	0	0	0	233	0	0	0	0	0
Rffl	25.888889	0	81	0	0	152	0	0	0	0	0
Phykpl	25.888889	0	0	0	0	233	0	0	0	0	0
Paqr3	25.888889	0	0	0	0	233	0	0	0	0	0
Oas1g	25.888889	115	118	0	0	0	0	0	0	0	0
Nfx1	25.888889	0	0	0	0	233	0	0	0	0	0
Mxd4	25.888889	0	0	0	0	233	0	0	0	0	0
Mmd	25.888889	0	0	0	0	233	0	0	0	0	0
Ints11	25.888889	0	0	0	0	233	0	0	0	0	0
Hsf1	25.888889	0	0	0	0	233	0	0	0	0	0
Exosc1	25.888889	0	0	0	0	233	0	0	0	0	0
Egln2	25.888889	0	0	0	0	233	0	0	0	0	0
Cyp2b10	25.888889	233	0	0	0	0	0	0	0	0	0
Cptp	25.888889	0	0	0	0	233	0	0	0	0	0
Bop1	25.888889	0	0	0	0	233	0	0	0	0	0
Ankrd10	25.888889	0	0	0	0	233	0	0	0	0	0
Amd2	25.888889	0	0	0	0	233	0	0	0	0	0
Amd1	25.888889	0	0	0	0	233	0	0	0	0	0
Aarsd1	25.888889	88	0	0	0	145	0	0	0	0	0
Tbca	25.777778	0	0	0	0	232	0	0	0	0	0
Smurf2	25.777778	0	0	0	0	232	0	0	0	0	0
Slc25a42	25.777778	0	0	0	0	232	0	0	0	0	0
Ppp1r21	25.777778	0	0	0	0	232	0	0	0	0	0
Msto1	25.777778	0	0	0	0	232	0	0	0	0	0
Mogs	25.777778	0	0	0	0	232	0	0	0	0	0
Mis18bp1	25.777778	116	0	0	0	116	0	0	0	0	0
Fnip2	25.777778	0	0	0	0	232	0	0	0	0	0
Ezr	25.777778	0	0	0	0	232	0	0	0	0	0
Endog	25.777778	0	0	0	0	232	0	0	0	0	0
Eid2	25.777778	0	0	0	0	232	0	0	0	0	0
Cenpi	25.777778	0	0	0	0	232	0	0	0	0	0
Aldh1a3	25.777778	0	0	0	0	232	0	0	0	0	0
1700123O20Rik	25.777778	110	122	0	0	0	0	0	0	0	0
Zdhhc12	25.666667	0	0	0	0	231	0	0	0	0	0
Zc3hav1l	25.666667	0	0	0	0	231	0	0	0	0	0
Strn4	25.666667	0	0	0	0	231	0	0	0	0	0
St6galnac3	25.666667	0	0	0	0	231	0	0	0	0	0
Ss18l1	25.666667	0	0	0	0	231	0	0	0	0	0
Psma7	25.666667	0	0	0	0	231	0	0	0	0	0
Prrc2a	25.666667	0	0	0	0	231	0	0	0	0	0
Prickle2	25.666667	0	118	0	0	113	0	0	0	0	0
Pom121	25.666667	88	0	0	0	143	0	0	0	0	0
Pdlim1	25.666667	0	0	0	0	231	0	0	0	0	0
Ogfod2	25.666667	0	0	0	0	231	0	0	0	0	0
Gpaa1	25.666667	0	0	0	0	231	0	0	0	0	0
Gigyf2	25.666667	0	0	0	0	231	0	0	0	0	0
Gchfr	25.666667	0	0	0	0	231	0	0	0	0	0
Fzd3	25.666667	0	0	0	0	231	0	0	0	0	0
Fth1	25.666667	0	0	0	0	231	0	0	0	0	0
Fkrp	25.666667	0	0	0	0	231	0	0	0	0	0
Fbxo16	25.666667	0	0	0	0	231	0	0	0	0	0
Fam204a	25.666667	0	0	0	0	231	0	0	0	0	0
Exosc4	25.666667	0	0	0	0	231	0	0	0	0	0
Dzip3	25.666667	93	0	0	0	138	0	0	0	0	0
Dnajb9	25.666667	0	0	0	0	231	0	0	0	0	0
Cip2a	25.666667	93	0	0	0	138	0	0	0	0	0
Arl6ip4	25.666667	0	0	0	0	231	0	0	0	0	0
9130401M01Rik	25.666667	0	0	0	0	231	0	0	0	0	0
3300002I08Rik	25.666667	116	0	115	0	0	0	0	0	0	0
Uhrf1bp1	25.555556	0	0	0	0	230	0	0	0	0	0
Tmem222	25.555556	0	0	0	0	230	0	0	0	0	0
Tmem106b	25.555556	0	0	0	0	83	147	0	0	0	0
Tab2	25.555556	0	0	0	0	230	0	0	0	0	0
Stx17	25.555556	0	0	0	0	230	0	0	0	0	0
Slc2a1	25.555556	0	0	0	0	230	0	0	0	0	0
Slc1a5	25.555556	106	0	0	0	124	0	0	0	0	0
Scamp1	25.555556	0	0	0	0	230	0	0	0	0	0
Rnf19a	25.555556	0	0	0	0	230	0	0	0	0	0
Frmd6	25.555556	0	0	0	0	230	0	0	0	0	0
Foxe3	25.555556	0	0	0	0	230	0	0	0	0	0
Epb41l1	25.555556	156	0	0	0	74	0	0	0	0	0
Dhcr24	25.555556	0	0	0	0	230	0	0	0	0	0
Cct4	25.555556	0	0	0	0	230	0	0	0	0	0
Arpc2	25.555556	0	0	0	0	230	0	0	0	0	0
Ankrd29	25.555556	0	0	0	0	230	0	0	0	0	0
Zfp397	25.444444	0	0	0	0	229	0	0	0	0	0
Twf1	25.444444	0	0	0	0	146	83	0	0	0	0
Tbc1d1	25.444444	86	0	0	0	143	0	0	0	0	0
Stk24	25.444444	0	0	0	0	229	0	0	0	0	0
Soga1	25.444444	0	0	0	0	229	0	0	0	0	0
Slc37a3	25.444444	0	0	0	0	115	114	0	0	0	0
Rwdd3	25.444444	70	159	0	0	0	0	0	0	0	0
Rps21	25.444444	126	0	103	0	0	0	0	0	0	0
Rab19	25.444444	0	0	0	0	115	114	0	0	0	0
Ppp1r14a	25.444444	126	0	103	0	0	0	0	0	0	0
Kctd13	25.444444	0	0	0	0	229	0	0	0	0	0
Itsn1	25.444444	79	0	0	0	150	0	0	0	0	0
Ints12	25.444444	0	0	0	0	138	91	0	0	0	0
Ildr2	25.444444	0	0	0	0	229	0	0	0	0	0
Hsdl1	25.444444	0	0	0	0	229	0	0	0	0	0
Gstcd	25.444444	0	0	0	0	138	91	0	0	0	0
Flt4	25.444444	0	0	0	0	229	0	0	0	0	0
Dnaaf1	25.444444	0	0	0	0	229	0	0	0	0	0
Cryzl1	25.444444	79	0	0	0	150	0	0	0	0	0
Adamts20	25.444444	0	0	0	0	229	0	0	0	0	0
Slc25a32	25.333333	0	0	0	0	134	94	0	0	0	0
Rps6ka4	25.333333	0	0	0	0	228	0	0	0	0	0
Prkaca	25.333333	0	0	0	0	228	0	0	0	0	0
Pdlim5	25.333333	0	0	0	0	228	0	0	0	0	0
Jmy	25.333333	0	0	0	0	228	0	0	0	0	0
Il17d	25.333333	0	109	0	0	119	0	0	0	0	0
Gm13290	25.333333	0	0	0	0	228	0	0	0	0	0
Gm13289	25.333333	0	0	0	0	228	0	0	0	0	0
Gm13288	25.333333	0	0	0	0	228	0	0	0	0	0
Gm13287	25.333333	0	0	0	0	228	0	0	0	0	0
Foxk1	25.333333	0	0	0	0	228	0	0	0	0	0
Dcaf13	25.333333	0	0	0	0	134	94	0	0	0	0
Ctnnb1	25.333333	0	0	0	0	228	0	0	0	0	0
Arap2	25.333333	0	0	0	0	228	0	0	0	0	0
Adrm1	25.333333	0	0	0	0	228	0	0	0	0	0
Zfp407	25.222222	0	0	0	0	227	0	0	0	0	0
Uggt2	25.222222	136	0	0	0	91	0	0	0	0	0
Tbx3	25.222222	79	0	0	0	148	0	0	0	0	0
Tbc1d24	25.222222	0	0	0	0	227	0	0	0	0	0
Scrib	25.222222	0	0	0	0	227	0	0	0	0	0
Ripk2	25.222222	0	0	0	0	227	0	0	0	0	0
Prr5	25.222222	0	99	0	0	128	0	0	0	0	0
Pot1a	25.222222	116	0	0	0	111	0	0	0	0	0
Ntn3	25.222222	0	0	0	0	227	0	0	0	0	0
Lrrc8a	25.222222	0	0	0	0	132	95	0	0	0	0
Lcor	25.222222	0	0	0	0	227	0	0	0	0	0
Il3ra	25.222222	0	0	0	0	227	0	0	0	0	0
Ddx39a	25.222222	0	0	0	0	120	107	0	0	0	0
Ccser1	25.222222	0	0	0	0	227	0	0	0	0	0
Aif1l	25.222222	0	0	0	0	227	0	0	0	0	0
Zfp865	25.111111	0	0	0	0	226	0	0	0	0	0
Zfp524	25.111111	0	0	0	0	226	0	0	0	0	0
Xrcc2	25.111111	0	0	0	0	226	0	0	0	0	0
Syncrip	25.111111	0	0	0	0	226	0	0	0	0	0
Sema4b	25.111111	0	0	0	0	226	0	0	0	0	0
Scgb2b24	25.111111	88	138	0	0	0	0	0	0	0	0
Scgb1b24	25.111111	88	138	0	0	0	0	0	0	0	0
Rora	25.111111	0	0	0	0	226	0	0	0	0	0
Rnf139	25.111111	0	0	0	0	226	0	0	0	0	0
Prmt7	25.111111	0	0	0	0	226	0	0	0	0	0
Parm1	25.111111	0	0	0	0	226	0	0	0	0	0
Ostc	25.111111	136	90	0	0	0	0	0	0	0	0
Lrp3	25.111111	0	0	0	0	226	0	0	0	0	0
Lpcat2	25.111111	88	138	0	0	0	0	0	0	0	0
Hdhd5	25.111111	0	0	0	0	104	122	0	0	0	0
Fiz1	25.111111	0	0	0	0	226	0	0	0	0	0
Cox5b	25.111111	0	0	0	0	226	0	0	0	0	0
Cdr2l	25.111111	0	0	0	0	226	0	0	0	0	0
Atp2b1	25.111111	0	0	0	0	226	0	0	0	0	0
Arnt2	25.111111	0	0	0	0	226	0	0	0	0	0
Adam21	25.111111	136	90	0	0	0	0	0	0	0	0
Zfp512b	25.000000	0	81	0	0	144	0	0	0	0	0
Wtap	25.000000	0	0	0	0	225	0	0	0	0	0
Utp14b	25.000000	0	0	0	0	225	0	0	0	0	0
Ttpal	25.000000	0	99	0	0	126	0	0	0	0	0
Tanc2	25.000000	0	0	0	0	225	0	0	0	0	0
Sun2	25.000000	0	0	0	0	225	0	0	0	0	0
Stxbp2	25.000000	116	109	0	0	0	0	0	0	0	0
Sox6	25.000000	97	128	0	0	0	0	0	0	0	0
Sgpl1	25.000000	0	0	0	0	225	0	0	0	0	0
Satb2	25.000000	116	109	0	0	0	0	0	0	0	0
Rgs8	25.000000	97	128	0	0	0	0	0	0	0	0
Rad23a	25.000000	0	0	0	0	225	0	0	0	0	0
Ptgfr	25.000000	116	109	0	0	0	0	0	0	0	0
Pomk	25.000000	126	99	0	0	0	0	0	0	0	0
Pogk	25.000000	0	0	0	0	225	0	0	0	0	0
Nlrp9b	25.000000	116	109	0	0	0	0	0	0	0	0
Mettl23	25.000000	97	0	0	0	128	0	0	0	0	0
Krt19	25.000000	97	128	0	0	0	0	0	0	0	0
G2e3	25.000000	0	0	0	0	225	0	0	0	0	0
Eloa	25.000000	0	0	0	0	129	96	0	0	0	0
Cdyl2	25.000000	0	0	0	0	225	0	0	0	0	0
Ccdc92b	25.000000	126	99	0	0	0	0	0	0	0	0
Cables2	25.000000	0	0	0	0	225	0	0	0	0	0
Bend6	25.000000	0	0	0	0	225	0	0	0	0	0
Arl4c	25.000000	0	0	0	0	225	0	0	0	0	0
Acsl3	25.000000	0	0	0	0	225	0	0	0	0	0
Abhd17b	25.000000	0	0	0	0	225	0	0	0	0	0
1110059E24Rik	25.000000	0	0	0	0	225	0	0	0	0	0
Znrf2	24.888889	0	0	0	0	224	0	0	0	0	0
Zfp3	24.888889	0	0	0	0	224	0	0	0	0	0
Ubxn7	24.888889	106	118	0	0	0	0	0	0	0	0
Srp9	24.888889	0	0	0	0	224	0	0	0	0	0
Scamp3	24.888889	106	118	0	0	0	0	0	0	0	0
Rbm22	24.888889	0	0	0	0	224	0	0	0	0	0
Rad51d	24.888889	134	90	0	0	0	0	0	0	0	0
Mrnip	24.888889	0	0	0	0	224	0	0	0	0	0
Mn1	24.888889	0	0	0	0	224	0	0	0	0	0
Jak2	24.888889	0	0	0	0	224	0	0	0	0	0
Iqsec2	24.888889	106	118	0	0	0	0	0	0	0	0
Hsd17b1	24.888889	106	118	0	0	0	0	0	0	0	0
Fndc8	24.888889	134	90	0	0	0	0	0	0	0	0
Drd1	24.888889	0	0	0	0	224	0	0	0	0	0
Coasy	24.888889	106	118	0	0	0	0	0	0	0	0
Atp6v0a2	24.888889	0	0	0	0	224	0	0	0	0	0
Zswim5	24.777778	0	0	0	0	223	0	0	0	0	0
Zmat3	24.777778	0	0	0	0	223	0	0	0	0	0
Zfp503	24.777778	0	0	0	0	223	0	0	0	0	0
Zfp442	24.777778	88	135	0	0	0	0	0	0	0	0
Zfp41	24.777778	0	0	0	0	223	0	0	0	0	0
Trak1	24.777778	0	0	0	0	223	0	0	0	0	0
Lcorl	24.777778	140	0	0	0	83	0	0	0	0	0
Junb	24.777778	109	114	0	0	0	0	0	0	0	0
Fgf9	24.777778	0	0	0	0	223	0	0	0	0	0
Csnk1e	24.777778	0	0	0	0	223	0	0	0	0	0
Atg16l2	24.777778	0	0	0	0	223	0	0	0	0	0
Acad12	24.777778	0	0	0	0	223	0	0	0	0	0
Aacs	24.777778	0	0	0	0	223	0	0	0	0	0
Uck2	24.666667	0	0	0	0	222	0	0	0	0	0
Srr	24.666667	0	0	0	0	222	0	0	0	0	0
Sptlc1	24.666667	97	0	0	0	125	0	0	0	0	0
Smo	24.666667	0	0	0	0	222	0	0	0	0	0
Smg6	24.666667	0	0	0	0	222	0	0	0	0	0
Reg3d	24.666667	113	109	0	0	0	0	0	0	0	0
Reg3a	24.666667	113	109	0	0	0	0	0	0	0	0
Rab22a	24.666667	0	0	0	0	222	0	0	0	0	0
Ostf1	24.666667	0	0	0	0	137	85	0	0	0	0
Nmrk1	24.666667	0	0	0	0	137	85	0	0	0	0
Kansl1	24.666667	133	0	0	0	89	0	0	0	0	0
Garre1	24.666667	0	0	0	0	222	0	0	0	0	0
Fcho2	24.666667	0	0	0	0	222	0	0	0	0	0
Clint1	24.666667	0	0	0	0	222	0	0	0	0	0
Ago2	24.666667	0	0	0	0	222	0	0	0	0	0
Zfp869	24.555556	0	0	0	0	132	89	0	0	0	0
Zfp568	24.555556	0	0	0	0	221	0	0	0	0	0
Wdr1	24.555556	0	0	0	0	221	0	0	0	0	0
Usp45	24.555556	76	145	0	0	0	0	0	0	0	0
Tsc2	24.555556	0	0	0	0	221	0	0	0	0	0
Rbm17	24.555556	0	0	0	0	221	0	0	0	0	0
Rasa3	24.555556	0	0	0	0	221	0	0	0	0	0
Ptpn12	24.555556	0	0	0	0	221	0	0	0	0	0
Ppp1r27	24.555556	0	0	0	0	221	0	0	0	0	0
Plag1	24.555556	0	0	0	0	221	0	0	0	0	0
Phldb1	24.555556	0	0	0	0	221	0	0	0	0	0
Pcmtd1	24.555556	0	0	0	0	221	0	0	0	0	0
Pard3	24.555556	0	0	0	0	221	0	0	0	0	0
Nthl1	24.555556	0	0	0	0	221	0	0	0	0	0
Mphosph8	24.555556	0	0	0	0	221	0	0	0	0	0
Mcrip1	24.555556	0	0	0	0	221	0	0	0	0	0
Erc1	24.555556	0	0	0	0	221	0	0	0	0	0
D030056L22Rik	24.555556	0	0	0	0	221	0	0	0	0	0
Ankrd17	24.555556	0	0	0	0	221	0	0	0	0	0
2300009A05Rik	24.555556	0	0	0	0	221	0	0	0	0	0
Ube2q2	24.444444	0	0	0	0	220	0	0	0	0	0
Tpm4	24.444444	0	0	0	0	220	0	0	0	0	0
Tcf12	24.444444	0	0	0	0	220	0	0	0	0	0
Sod1	24.444444	0	0	0	0	220	0	0	0	0	0
Plrg1	24.444444	79	0	0	0	141	0	0	0	0	0
Nufip2	24.444444	0	0	0	0	220	0	0	0	0	0
Nfkbiz	24.444444	0	0	0	0	77	143	0	0	0	0
Naa35	24.444444	0	0	0	0	220	0	0	0	0	0
Mrpl21	24.444444	97	0	0	0	0	0	0	123	0	0
Lrrc75b	24.444444	0	0	0	0	220	0	0	0	0	0
Ighmbp2	24.444444	97	0	0	0	0	0	0	123	0	0
Gm8764	24.444444	121	99	0	0	0	0	0	0	0	0
Gm6763	24.444444	121	99	0	0	0	0	0	0	0	0
Gm21312	24.444444	121	99	0	0	0	0	0	0	0	0
Gm21304	24.444444	121	99	0	0	0	0	0	0	0	0
Gm21293	24.444444	121	99	0	0	0	0	0	0	0	0
Gm20765	24.444444	121	99	0	0	0	0	0	0	0	0
Ggt1	24.444444	0	0	0	0	220	0	0	0	0	0
Gapvd1	24.444444	0	0	0	0	139	81	0	0	0	0
Fbrsl1	24.444444	0	0	0	0	220	0	0	0	0	0
Tspan3	24.333333	0	0	0	0	219	0	0	0	0	0
Tapt1	24.333333	0	0	0	0	219	0	0	0	0	0
Smarce1	24.333333	0	0	0	0	219	0	0	0	0	0
Klhl25	24.333333	0	0	0	0	219	0	0	0	0	0
Kifc1	24.333333	116	0	103	0	0	0	0	0	0	0
Gm45871	24.333333	81	138	0	0	0	0	0	0	0	0
Epm2a	24.333333	0	84	0	0	135	0	0	0	0	0
Dipk2a	24.333333	0	0	0	0	219	0	0	0	0	0
Atg12	24.333333	0	0	0	0	219	0	0	0	0	0
Arfgef2	24.333333	0	0	0	0	219	0	0	0	0	0
Ap3s1	24.333333	0	0	0	0	219	0	0	0	0	0
Zfp473	24.222222	0	0	0	0	218	0	0	0	0	0
Zbtb11	24.222222	0	0	0	0	218	0	0	0	0	0
Vrk3	24.222222	0	0	0	0	218	0	0	0	0	0
Tarsl2	24.222222	0	0	0	0	132	86	0	0	0	0
Sytl3	24.222222	70	0	0	0	148	0	0	0	0	0
Syne1	24.222222	70	148	0	0	0	0	0	0	0	0
Snx3	24.222222	0	0	0	0	218	0	0	0	0	0
Rps2	24.222222	0	0	0	0	218	0	0	0	0	0
Rnf151	24.222222	0	0	0	0	218	0	0	0	0	0
Ptk7	24.222222	0	0	0	0	218	0	0	0	0	0
Pip4k2b	24.222222	0	0	0	0	218	0	0	0	0	0
Nfil3	24.222222	0	0	0	0	218	0	0	0	0	0
Nectin3	24.222222	0	0	0	0	218	0	0	0	0	0
Ndufb10	24.222222	0	0	0	0	218	0	0	0	0	0
Myo15b	24.222222	0	0	0	0	218	0	0	0	0	0
Mdk	24.222222	136	0	82	0	0	0	0	0	0	0
Lrrn1	24.222222	70	148	0	0	0	0	0	0	0	0
Lrrc42	24.222222	0	0	0	0	218	0	0	0	0	0
Hspb11	24.222222	0	0	0	0	218	0	0	0	0	0
Etf1	24.222222	0	118	0	0	100	0	0	0	0	0
Ephb3	24.222222	0	0	0	0	218	0	0	0	0	0
Endod1	24.222222	0	0	0	0	218	0	0	0	0	0
Dynlt1f	24.222222	70	0	0	0	148	0	0	0	0	0
Dynlt1c	24.222222	70	0	0	0	148	0	0	0	0	0
Dusp8	24.222222	0	0	0	0	218	0	0	0	0	0
Clip1	24.222222	0	0	0	0	218	0	0	0	0	0
Cdk18	24.222222	0	0	0	0	218	0	0	0	0	0
Ccnjl	24.222222	0	0	0	0	218	0	0	0	0	0
Ak5	24.222222	0	0	0	0	218	0	0	0	0	0
Usp32	24.111111	0	0	0	0	217	0	0	0	0	0
Usp13	24.111111	0	0	0	0	217	0	0	0	0	0
Ttc3	24.111111	0	0	0	0	217	0	0	0	0	0
Tafa5	24.111111	0	0	0	0	217	0	0	0	0	0
Snrpf	24.111111	0	0	0	0	217	0	0	0	0	0
Pik3c2b	24.111111	0	0	0	0	217	0	0	0	0	0
Pigp	24.111111	0	0	0	0	217	0	0	0	0	0
Phkb	24.111111	0	0	0	0	217	0	0	0	0	0
Nova1	24.111111	0	0	0	0	217	0	0	0	0	0
Mta1	24.111111	0	0	0	0	217	0	0	0	0	0
Itfg1	24.111111	0	0	0	0	217	0	0	0	0	0
Gnb1	24.111111	0	0	0	0	217	0	0	0	0	0
Esrra	24.111111	79	138	0	0	0	0	0	0	0	0
Dusp3	24.111111	0	0	0	0	217	0	0	0	0	0
Cfap97d1	24.111111	0	0	0	0	217	0	0	0	0	0
Catsperz	24.111111	79	138	0	0	0	0	0	0	0	0
Ankef1	24.111111	0	0	0	0	217	0	0	0	0	0
Vegfc	24.000000	0	0	0	0	216	0	0	0	0	0
Ube2m	24.000000	0	0	0	0	216	0	0	0	0	0
Spag4	24.000000	0	0	0	0	216	0	0	0	0	0
Rrp1	24.000000	0	0	0	0	216	0	0	0	0	0
Pofut2	24.000000	0	0	0	0	216	0	0	0	0	0
Otulinl	24.000000	0	0	0	0	216	0	0	0	0	0
Klhl8	24.000000	0	0	0	0	216	0	0	0	0	0
Irf2bpl	24.000000	0	0	0	0	216	0	0	0	0	0
Gale	24.000000	88	128	0	0	0	0	0	0	0	0
Fam161a	24.000000	0	0	0	0	216	0	0	0	0	0
Dync1h1	24.000000	0	0	0	0	216	0	0	0	0	0
Dse	24.000000	0	0	0	0	118	98	0	0	0	0
Chmp2a	24.000000	0	0	0	0	216	0	0	0	0	0
Cdan1	24.000000	0	0	0	0	216	0	0	0	0	0
Carm1	24.000000	0	0	0	0	216	0	0	0	0	0
Tbc1d12	23.888889	0	0	0	0	120	95	0	0	0	0
Tas2r105	23.888889	97	118	0	0	0	0	0	0	0	0
Tas2r104	23.888889	97	118	0	0	0	0	0	0	0	0
Syt7	23.888889	0	0	0	0	215	0	0	0	0	0
Stxbp3	23.888889	0	0	0	0	215	0	0	0	0	0
Smtnl2	23.888889	0	0	0	0	99	116	0	0	0	0
Romo1	23.888889	0	0	0	0	78	137	0	0	0	0
Polg	23.888889	0	0	0	0	215	0	0	0	0	0
Pi4k2b	23.888889	80	0	0	0	135	0	0	0	0	0
Olfr323	23.888889	116	99	0	0	0	0	0	0	0	0
Olfr1436	23.888889	116	99	0	0	0	0	0	0	0	0
Nfs1	23.888889	0	0	0	0	78	137	0	0	0	0
Itpr3	23.888889	0	99	0	0	116	0	0	0	0	0
H2-M10.1	23.888889	97	118	0	0	0	0	0	0	0	0
Fnip1	23.888889	0	0	0	0	110	105	0	0	0	0
Ell	23.888889	0	0	0	0	215	0	0	0	0	0
B4galt6	23.888889	0	0	0	0	215	0	0	0	0	0
Amer1	23.888889	116	99	0	0	0	0	0	0	0	0
Zc3h7b	23.777778	0	109	0	0	105	0	0	0	0	0
Wipi1	23.777778	0	0	0	0	214	0	0	0	0	0
Vps36	23.777778	0	0	0	0	123	91	0	0	0	0
Tent4a	23.777778	0	0	0	0	214	0	0	0	0	0
Pnpla7	23.777778	0	0	0	0	214	0	0	0	0	0
Pcca	23.777778	0	0	0	0	214	0	0	0	0	0
Mrpl41	23.777778	0	0	0	0	214	0	0	0	0	0
Mettl25	23.777778	0	0	0	0	214	0	0	0	0	0
Med30	23.777778	0	0	0	0	214	0	0	0	0	0
Map1lc3b	23.777778	0	0	0	0	214	0	0	0	0	0
Larp1b	23.777778	0	0	0	0	214	0	0	0	0	0
Etfa	23.777778	0	0	0	0	214	0	0	0	0	0
Ccdc59	23.777778	0	0	0	0	214	0	0	0	0	0
Arid4a	23.777778	99	115	0	0	0	0	0	0	0	0
Zfp784	23.666667	97	0	0	0	116	0	0	0	0	0
Zbtb44	23.666667	0	0	0	0	213	0	0	0	0	0
Stk39	23.666667	0	0	0	0	213	0	0	0	0	0
Ssbp3	23.666667	0	0	0	0	213	0	0	0	0	0
Sema7a	23.666667	0	0	0	0	213	0	0	0	0	0
Reep5	23.666667	0	0	0	0	213	0	0	0	0	0
Pmepa1	23.666667	0	0	0	0	213	0	0	0	0	0
Atp11a	23.666667	0	0	0	0	213	0	0	0	0	0
Urb2	23.555556	0	0	0	0	212	0	0	0	0	0
Ubxn2b	23.555556	0	0	0	0	212	0	0	0	0	0
Taf5l	23.555556	0	0	0	0	212	0	0	0	0	0
Pxmp2	23.555556	0	0	0	0	212	0	0	0	0	0
Ptprs	23.555556	0	0	0	0	212	0	0	0	0	0
Pole	23.555556	0	0	0	0	212	0	0	0	0	0
Per2	23.555556	0	0	0	0	212	0	0	0	0	0
Olfm1	23.555556	0	0	0	0	212	0	0	0	0	0
Mtdh	23.555556	0	0	0	0	212	0	0	0	0	0
Mnd1	23.555556	0	0	0	0	212	0	0	0	0	0
Mettl1	23.555556	0	0	0	0	212	0	0	0	0	0
Matn2	23.555556	0	0	0	0	212	0	0	0	0	0
Klhdc1	23.555556	0	0	0	0	212	0	0	0	0	0
Eml4	23.555556	0	0	0	0	212	0	0	0	0	0
Eef1akmt3	23.555556	0	0	0	0	212	0	0	0	0	0
Dennd2c	23.555556	0	0	0	0	212	0	0	0	0	0
2210016F16Rik	23.555556	0	0	0	0	212	0	0	0	0	0
Znrf1	23.444444	0	0	0	0	211	0	0	0	0	0
Wdr47	23.444444	0	0	0	0	211	0	0	0	0	0
Uba6	23.444444	0	0	0	0	211	0	0	0	0	0
Sv2c	23.444444	0	0	0	0	211	0	0	0	0	0
Slc9a3	23.444444	0	118	93	0	0	0	0	0	0	0
Slc35d2	23.444444	0	0	0	0	211	0	0	0	0	0
Sh3bgrl2	23.444444	0	0	0	0	211	0	0	0	0	0
Samd8	23.444444	0	0	0	0	211	0	0	0	0	0
Lemd1	23.444444	0	0	0	0	211	0	0	0	0	0
Greb1l	23.444444	0	0	0	0	211	0	0	0	0	0
Fam110a	23.444444	0	0	0	0	211	0	0	0	0	0
Dusp13	23.444444	0	0	0	0	211	0	0	0	0	0
