Target_genes	Tbr1|Average	SRX22670282|Cortex	SRX22670283|Cortex	SRX4632659|Cortex	SRX4632662|Cortex	SRX4632663|Cortex	SRX1121025|Embryonic_brains	STRING
Zswim7	69.166667	99	221	95	0	0	0	0
Zfp287	69.166667	0	415	0	0	0	0	0
Zfp207	69.166667	0	334	81	0	0	0	0
Ttc19	69.166667	99	221	95	0	0	0	0
Sec23ip	69.166667	97	318	0	0	0	0	0
Samd14	69.166667	149	266	0	0	0	0	0
Nwd1	69.166667	0	192	0	0	0	223	0
Mcmbp	69.166667	97	318	0	0	0	0	0
Lancl2	69.166667	0	415	0	0	0	0	0
Cyren	69.166667	87	328	0	0	0	0	0
Camk2d	69.166667	117	143	0	155	0	0	0
B4galnt4	69.166667	0	415	0	0	0	0	0
Arih2	69.166667	0	415	0	0	0	0	0
Xrcc5	69.000000	80	334	0	0	0	0	0
Usp42	69.000000	0	337	77	0	0	0	0
Usf3	69.000000	0	280	0	0	0	134	0
Tsacc	69.000000	110	304	0	0	0	0	0
Stk10	69.000000	0	414	0	0	0	0	0
Rwdd2a	69.000000	0	414	0	0	0	0	0
Rbm19	69.000000	122	292	0	0	0	0	0
Pgm3	69.000000	0	414	0	0	0	0	0
Osbpl8	69.000000	0	414	0	0	0	0	0
Krtap13	69.000000	0	286	0	0	0	128	0
Grrp1	69.000000	0	98	154	162	0	0	0
Fsd1l	69.000000	0	414	0	0	0	0	0
Cherp	69.000000	0	414	0	0	0	0	0
Cep162	69.000000	132	282	0	0	0	0	0
Cdkal1	69.000000	0	414	0	0	0	0	0
Cct3	69.000000	110	304	0	0	0	0	0
Ccdc93	69.000000	124	290	0	0	0	0	0
B4galt3	69.000000	0	414	0	0	0	0	0
Alkbh8	69.000000	0	310	104	0	0	0	0
Abhd8	69.000000	108	213	0	0	0	93	0
2310034C09Rik	69.000000	116	298	0	0	0	0	0
Tmed10	68.833333	114	209	0	90	0	0	0
Sri	68.833333	0	301	0	112	0	0	0
Rufy1	68.833333	0	413	0	0	0	0	0
Rpl12	68.833333	0	413	0	0	0	0	0
Ppif	68.833333	103	310	0	0	0	0	0
Mrps21	68.833333	0	287	0	126	0	0	0
Mre11a	68.833333	110	303	0	0	0	0	0
Lrsam1	68.833333	0	413	0	0	0	0	0
Kif2a	68.833333	106	307	0	0	0	0	0
Jak2	68.833333	0	413	0	0	0	0	0
Ebpl	68.833333	0	293	0	120	0	0	0
Crcp	68.833333	0	301	0	112	0	0	0
Bbs1	68.833333	0	340	0	73	0	0	0
BC031181	68.833333	0	413	0	0	0	0	0
Asl	68.833333	0	301	0	112	0	0	0
Arhgap32	68.833333	0	413	0	0	0	0	0
Ankrd49	68.833333	110	303	0	0	0	0	0
Adrb1	68.833333	0	218	116	79	0	0	0
Znhit3	68.666667	94	206	0	112	0	0	0
Zfp933	68.666667	0	300	112	0	0	0	0
Ssr3	68.666667	0	229	0	183	0	0	0
Panx1	68.666667	0	290	122	0	0	0	0
Oat	68.666667	141	271	0	0	0	0	0
Ndufb6	68.666667	0	412	0	0	0	0	0
Map3k7cl	68.666667	122	290	0	0	0	0	0
Map2	68.666667	0	302	0	0	0	110	0
Lrrc24	68.666667	0	312	0	100	0	0	0
Gpr88	68.666667	0	128	185	0	0	99	0
Frmd3	68.666667	0	306	0	106	0	0	0
Fancl	68.666667	0	412	0	0	0	0	0
Esco2	68.666667	103	309	0	0	0	0	0
Ctnna2	68.666667	0	306	0	106	0	0	0
Ccdc25	68.666667	103	309	0	0	0	0	0
Capn15	68.666667	0	318	0	94	0	0	0
C030006K11Rik	68.666667	0	312	0	100	0	0	0
Adipor1	68.666667	0	332	0	80	0	0	0
Vps26b	68.500000	0	411	0	0	0	0	0
Uhrf1bp1l	68.500000	0	411	0	0	0	0	0
Tti2	68.500000	92	319	0	0	0	0	0
Tmem230	68.500000	69	342	0	0	0	0	0
Sv2b	68.500000	134	277	0	0	0	0	0
Rpl37a	68.500000	91	320	0	0	0	0	0
Rnf122	68.500000	0	252	0	0	0	159	0
Rab5if	68.500000	0	411	0	0	0	0	0
Prune1	68.500000	0	323	0	0	0	88	0
Pinx1	68.500000	0	312	99	0	0	0	0
Ncapd3	68.500000	0	411	0	0	0	0	0
Mindy1	68.500000	0	323	0	0	0	88	0
Lemd2	68.500000	87	324	0	0	0	0	0
Klhl25	68.500000	0	227	0	0	0	184	0
Impdh2	68.500000	0	303	0	108	0	0	0
Dusp6	68.500000	0	318	0	0	0	93	0
Brpf3	68.500000	0	411	0	0	0	0	0
Adcy9	68.500000	0	311	0	100	0	0	0
Zw10	68.333333	0	314	0	0	0	96	0
Umad1	68.333333	111	299	0	0	0	0	0
Snrpb2	68.333333	0	410	0	0	0	0	0
Serpini1	68.333333	0	315	0	0	0	95	0
Sdhaf1	68.333333	0	410	0	0	0	0	0
Rpa3	68.333333	111	299	0	0	0	0	0
Qsox2	68.333333	0	410	0	0	0	0	0
Pga5	68.333333	0	280	0	130	0	0	0
Pdcd10	68.333333	0	315	0	0	0	95	0
Oxnad1	68.333333	70	340	0	0	0	0	0
Nup188	68.333333	0	410	0	0	0	0	0
Noc3l	68.333333	100	310	0	0	0	0	0
Ndufv2	68.333333	0	410	0	0	0	0	0
Lrpap1	68.333333	110	300	0	0	0	0	0
Lamc1	68.333333	78	332	0	0	0	0	0
Gps2	68.333333	0	410	0	0	0	0	0
Fkbp4	68.333333	0	410	0	0	0	0	0
Dph3	68.333333	70	340	0	0	0	0	0
Dolk	68.333333	0	410	0	0	0	0	0
Agps	68.333333	0	410	0	0	0	0	0
Ubxn4	68.166667	0	316	0	0	0	93	0
Trim9	68.166667	91	318	0	0	0	0	0
Tm7sf3	68.166667	0	344	65	0	0	0	0
Tet3	68.166667	87	322	0	0	0	0	0
Taok2	68.166667	0	409	0	0	0	0	0
Rnf145	68.166667	76	333	0	0	0	0	0
Prkdc	68.166667	92	317	0	0	0	0	0
Pdk1	68.166667	0	409	0	0	0	0	0
Nt5m	68.166667	0	292	0	117	0	0	0
Mcm4	68.166667	92	317	0	0	0	0	0
Gprc5b	68.166667	0	133	171	0	0	105	0
Fzd3	68.166667	0	409	0	0	0	0	0
Fbxo16	68.166667	0	409	0	0	0	0	0
Fam76b	68.166667	0	409	0	0	0	0	0
Cep57	68.166667	0	409	0	0	0	0	0
Castor2	68.166667	90	319	0	0	0	0	0
BC029722	68.166667	0	409	0	0	0	0	0
Anapc10	68.166667	91	318	0	0	0	0	0
Abce1	68.166667	91	318	0	0	0	0	0
Tmem209	68.000000	0	408	0	0	0	0	0
Timeless	68.000000	0	323	0	85	0	0	0
Thoc3	68.000000	0	327	0	81	0	0	0
Ssmem1	68.000000	0	408	0	0	0	0	0
Reep2	68.000000	93	247	68	0	0	0	0
Rbm45	68.000000	0	408	0	0	0	0	0
Pi4k2a	68.000000	0	266	0	142	0	0	0
Nbeal2	68.000000	0	335	0	0	0	73	0
Mrpl35	68.000000	0	408	0	0	0	0	0
Morn4	68.000000	0	266	0	142	0	0	0
Gpat4	68.000000	0	408	0	0	0	0	0
Gfm1	68.000000	0	309	0	99	0	0	0
Ccdc12	68.000000	0	335	0	0	0	73	0
Ankrd6	68.000000	0	263	145	0	0	0	0
Akap13	68.000000	0	337	0	71	0	0	0
Znhit6	67.833333	0	407	0	0	0	0	0
Zkscan3	67.833333	0	407	0	0	0	0	0
Zfp786	67.833333	79	328	0	0	0	0	0
Zfp770	67.833333	116	291	0	0	0	0	0
Usp19	67.833333	0	295	0	112	0	0	0
Tmem147	67.833333	0	407	0	0	0	0	0
Snx15	67.833333	0	407	0	0	0	0	0
Shoc2	67.833333	0	272	135	0	0	0	0
Pyroxd1	67.833333	89	318	0	0	0	0	0
Med24	67.833333	103	304	0	0	0	0	0
Fbxl22	67.833333	0	407	0	0	0	0	0
Csmd3	67.833333	136	271	0	0	0	0	0
Bbip1	67.833333	0	272	135	0	0	0	0
Ahdc1	67.833333	0	324	0	83	0	0	0
Abcd4	67.833333	0	407	0	0	0	0	0
Aamp	67.833333	0	308	0	99	0	0	0
Zdhhc8	67.666667	0	406	0	0	0	0	0
Washc3	67.666667	108	298	0	0	0	0	0
Tmtc3	67.666667	0	406	0	0	0	0	0
Tmem238	67.666667	0	406	0	0	0	0	0
Sstr1	67.666667	0	158	0	0	0	248	0
Srrm2	67.666667	0	406	0	0	0	0	0
Sema3a	67.666667	150	158	0	0	0	98	0
Rpl28	67.666667	0	406	0	0	0	0	0
Pom121	67.666667	0	308	0	98	0	0	0
Poli	67.666667	88	318	0	0	0	0	0
Plxna3	67.666667	0	406	0	0	0	0	0
Nbea	67.666667	133	273	0	0	0	0	0
Kcnh7	67.666667	173	233	0	0	0	0	0
Ift140	67.666667	76	330	0	0	0	0	0
Gpr107	67.666667	0	406	0	0	0	0	0
Fut8	67.666667	0	406	0	0	0	0	0
Dusp1	67.666667	0	406	0	0	0	0	0
Dnajb9	67.666667	0	406	0	0	0	0	0
Dck	67.666667	116	290	0	0	0	0	0
Cramp1l	67.666667	76	330	0	0	0	0	0
Cep290	67.666667	0	406	0	0	0	0	0
Tmem218	67.500000	0	229	80	96	0	0	0
Tas2r138	67.500000	0	227	0	0	0	178	0
Ptbp1	67.500000	0	405	0	0	0	0	0
Mllt10	67.500000	0	405	0	0	0	0	0
Kpna6	67.500000	0	405	0	0	0	0	0
Herc1	67.500000	0	405	0	0	0	0	0
Golga1	67.500000	0	405	0	0	0	0	0
Cxadr	67.500000	0	405	0	0	0	0	0
Cacul1	67.500000	77	328	0	0	0	0	0
Agap3	67.500000	124	281	0	0	0	0	0
AW209491	67.500000	96	309	0	0	0	0	0
Zfyve19	67.333333	87	317	0	0	0	0	0
Zfp961	67.333333	77	327	0	0	0	0	0
Wdr53	67.333333	0	404	0	0	0	0	0
Utp15	67.333333	128	276	0	0	0	0	0
Tpm3	67.333333	0	404	0	0	0	0	0
Slc7a5	67.333333	0	404	0	0	0	0	0
Rb1	67.333333	0	404	0	0	0	0	0
Pitpnm1	67.333333	0	327	77	0	0	0	0
Nedd9	67.333333	111	293	0	0	0	0	0
Lao1	67.333333	85	319	0	0	0	0	0
Klc1	67.333333	0	404	0	0	0	0	0
Kif3c	67.333333	0	404	0	0	0	0	0
Ifitm7	67.333333	144	260	0	0	0	0	0
Herpud2	67.333333	0	329	0	75	0	0	0
Heatr5b	67.333333	0	339	0	65	0	0	0
Gpatch11	67.333333	0	339	0	65	0	0	0
Fndc3a	67.333333	0	160	0	84	0	160	0
Fbxo45	67.333333	0	404	0	0	0	0	0
Enah	67.333333	0	327	0	77	0	0	0
Dnajc17	67.333333	87	317	0	0	0	0	0
Cdk2ap2	67.333333	0	327	77	0	0	0	0
Bmerb1	67.333333	144	260	0	0	0	0	0
Ap1s2	67.333333	129	275	0	0	0	0	0
Ankra2	67.333333	128	276	0	0	0	0	0
Stx5a	67.166667	0	403	0	0	0	0	0
Rfx1	67.166667	0	228	0	0	0	175	0
Rab1b	67.166667	0	403	0	0	0	0	0
Prr14	67.166667	0	307	0	0	0	96	0
Hsd17b7	67.166667	0	403	0	0	0	0	0
4931408C20Rik	67.166667	123	109	0	0	0	171	0
2700062C07Rik	67.166667	96	170	0	0	0	137	0
Zfp81	67.000000	129	273	0	0	0	0	0
Ykt6	67.000000	0	402	0	0	0	0	0
Usp15	67.000000	0	402	0	0	0	0	0
Trmt11	67.000000	77	325	0	0	0	0	0
Tdrd1	67.000000	0	402	0	0	0	0	0
Smim18	67.000000	0	274	0	0	0	128	0
Slc12a2	67.000000	87	315	0	0	0	0	0
Sephs2	67.000000	0	402	0	0	0	0	0
Ptdss2	67.000000	0	402	0	0	0	0	0
Notch3	67.000000	143	259	0	0	0	0	0
Lypd11	67.000000	168	0	0	0	234	0	0
Hacd2	67.000000	104	298	0	0	0	0	0
Drg1	67.000000	0	402	0	0	0	0	0
Dnmt3b	67.000000	0	286	116	0	0	0	0
Ccdc186	67.000000	0	402	0	0	0	0	0
Wdr33	66.833333	106	295	0	0	0	0	0
Trappc5	66.833333	138	263	0	0	0	0	0
Tmem126a	66.833333	82	319	0	0	0	0	0
Thap3	66.833333	104	297	0	0	0	0	0
St7	66.833333	0	278	0	0	0	123	0
St6galnac3	66.833333	0	401	0	0	0	0	0
Spaca6	66.833333	104	222	75	0	0	0	0
Scfd1	66.833333	0	401	0	0	0	0	0
Ppp3ca	66.833333	0	401	0	0	0	0	0
Orc2	66.833333	123	278	0	0	0	0	0
Olfr1490	66.833333	0	0	160	241	0	0	0
Mtmr12	66.833333	0	401	0	0	0	0	0
Map2k1	66.833333	0	401	0	0	0	0	0
Lrfn3	66.833333	0	401	0	0	0	0	0
Inpp5e	66.833333	0	289	112	0	0	0	0
Fxn	66.833333	0	312	0	89	0	0	0
Fcor	66.833333	138	263	0	0	0	0	0
Dtnb	66.833333	102	299	0	0	0	0	0
Zzef1	66.666667	95	305	0	0	0	0	0
Slc66a1	66.666667	0	400	0	0	0	0	0
Prkd3	66.666667	0	400	0	0	0	0	0
Polr2m	66.666667	102	298	0	0	0	0	0
Pepd	66.666667	0	297	103	0	0	0	0
Paxip1	66.666667	0	400	0	0	0	0	0
Oxct1	66.666667	0	240	0	160	0	0	0
Olfr1261	66.666667	0	0	181	219	0	0	0
Gprasp1	66.666667	100	230	0	0	0	70	0
Furin	66.666667	0	178	0	0	0	222	0
Fbxo9	66.666667	0	400	0	0	0	0	0
Cyb5d2	66.666667	95	305	0	0	0	0	0
Cilk1	66.666667	0	400	0	0	0	0	0
Armcx5	66.666667	100	230	0	0	0	70	0
Akr7a5	66.666667	0	400	0	0	0	0	0
Zfp707	66.500000	0	399	0	0	0	0	0
Usp28	66.500000	0	399	0	0	0	0	0
Trim32	66.500000	0	321	78	0	0	0	0
Tram1l1	66.500000	91	308	0	0	0	0	0
Tor1b	66.500000	91	246	62	0	0	0	0
Thoc5	66.500000	0	399	0	0	0	0	0
Sh3bp5l	66.500000	67	210	122	0	0	0	0
Sh3bgrl3	66.500000	0	399	0	0	0	0	0
Serp1	66.500000	83	316	0	0	0	0	0
Ppp1r21	66.500000	0	399	0	0	0	0	0
Pdp1	66.500000	0	399	0	0	0	0	0
Ngdn	66.500000	103	296	0	0	0	0	0
Lsm5	66.500000	0	399	0	0	0	0	0
Lrfn2	66.500000	94	207	98	0	0	0	0
Gnpda2	66.500000	0	317	82	0	0	0	0
Fer	66.500000	116	283	0	0	0	0	0
Fbxl3	66.500000	89	310	0	0	0	0	0
Eif2a	66.500000	83	316	0	0	0	0	0
Dpf2	66.500000	0	399	0	0	0	0	0
Dlat	66.500000	0	399	0	0	0	0	0
Ccdc184	66.500000	0	323	76	0	0	0	0
Asb8	66.500000	0	323	76	0	0	0	0
Taf10	66.333333	0	277	121	0	0	0	0
Sumo2	66.333333	0	398	0	0	0	0	0
Ptpn12	66.333333	0	398	0	0	0	0	0
Ppp3cb	66.333333	0	398	0	0	0	0	0
Pex12	66.333333	0	303	0	95	0	0	0
Ndufa2	66.333333	0	398	0	0	0	0	0
Mtif3	66.333333	88	310	0	0	0	0	0
Msmo1	66.333333	0	333	65	0	0	0	0
Ik	66.333333	0	398	0	0	0	0	0
Ifih1	66.333333	0	243	0	0	0	155	0
Foxg1	66.333333	0	398	0	0	0	0	0
Bpnt2	66.333333	0	398	0	0	0	0	0
Ap2b1	66.333333	0	303	0	95	0	0	0
Actg1	66.333333	0	398	0	0	0	0	0
Vash1	66.166667	0	303	0	94	0	0	0
Ube2ql1	66.166667	0	397	0	0	0	0	0
Top2b	66.166667	121	276	0	0	0	0	0
Tle4	66.166667	0	309	0	0	0	88	0
Stx4a	66.166667	110	287	0	0	0	0	0
Slc30a5	66.166667	0	397	0	0	0	0	0
Rbm15b	66.166667	83	314	0	0	0	0	0
Rabepk	66.166667	0	291	106	0	0	0	0
Nat8l	66.166667	114	283	0	0	0	0	0
Nap1l4	66.166667	0	397	0	0	0	0	0
N4bp2l2	66.166667	0	262	0	0	0	135	0
Map2k4	66.166667	0	397	0	0	0	0	0
Manf	66.166667	83	314	0	0	0	0	0
Isg15	66.166667	0	397	0	0	0	0	0
Hexa	66.166667	0	397	0	0	0	0	0
H3c11	66.166667	0	397	0	0	0	0	0
H2bc22	66.166667	0	397	0	0	0	0	0
H2ac22	66.166667	0	397	0	0	0	0	0
H1f5	66.166667	0	397	0	0	0	0	0
Gabpb2	66.166667	99	207	91	0	0	0	0
Erc2	66.166667	0	332	65	0	0	0	0
Arhgap39	66.166667	0	311	0	86	0	0	0
Aqr	66.166667	0	397	0	0	0	0	0
Agrn	66.166667	0	397	0	0	0	0	0
Zfp777	66.000000	106	290	0	0	0	0	0
Zbed4	66.000000	0	396	0	0	0	0	0
Tyw3	66.000000	0	324	0	72	0	0	0
Sbf1	66.000000	0	396	0	0	0	0	0
Rpl27a	66.000000	0	396	0	0	0	0	0
Nars	66.000000	0	396	0	0	0	0	0
Med13l	66.000000	0	289	0	107	0	0	0
Map4k4	66.000000	0	302	0	0	0	94	0
Jmjd1c	66.000000	0	192	0	0	0	204	0
Frmd5	66.000000	0	396	0	0	0	0	0
Emilin1	66.000000	0	269	0	0	0	127	0
Cryz	66.000000	0	324	0	72	0	0	0
Wdr77	65.833333	0	395	0	0	0	0	0
Tnnc1	65.833333	0	395	0	0	0	0	0
Stc1	65.833333	154	241	0	0	0	0	0
Spdye4b	65.833333	0	306	89	0	0	0	0
Smarca4	65.833333	0	395	0	0	0	0	0
Serinc4	65.833333	0	197	105	93	0	0	0
Rfc4	65.833333	0	395	0	0	0	0	0
Rbak	65.833333	0	306	89	0	0	0	0
Pwwp3a	65.833333	0	395	0	0	0	0	0
Pak2	65.833333	0	395	0	0	0	0	0
Nisch	65.833333	0	395	0	0	0	0	0
Mpdu1	65.833333	0	395	0	0	0	0	0
Hypk	65.833333	0	197	105	93	0	0	0
Fbxw9	65.833333	0	395	0	0	0	0	0
Fam241b	65.833333	82	313	0	0	0	0	0
Exoc3l	65.833333	0	395	0	0	0	0	0
E2f4	65.833333	0	395	0	0	0	0	0
Cep57l1	65.833333	187	208	0	0	0	0	0
Atp5pb	65.833333	0	395	0	0	0	0	0
Atg2a	65.833333	0	395	0	0	0	0	0
Anks3	65.833333	0	395	0	0	0	0	0
Acin1	65.833333	0	290	0	105	0	0	0
4930451G09Rik	65.833333	0	395	0	0	0	0	0
Tmem80	65.666667	0	394	0	0	0	0	0
Taf4b	65.666667	0	394	0	0	0	0	0
Stard3	65.666667	107	287	0	0	0	0	0
Smim23	65.666667	0	394	0	0	0	0	0
Psmb5	65.666667	77	317	0	0	0	0	0
Prr5l	65.666667	106	288	0	0	0	0	0
Phykpl	65.666667	88	306	0	0	0	0	0
Nmt2	65.666667	66	328	0	0	0	0	0
Med13	65.666667	112	282	0	0	0	0	0
Iah1	65.666667	0	294	0	100	0	0	0
Dync2h1	65.666667	0	201	0	65	0	128	0
Deaf1	65.666667	0	394	0	0	0	0	0
Ddx52	65.666667	0	394	0	0	0	0	0
Commd9	65.666667	106	288	0	0	0	0	0
Clock	65.666667	0	394	0	0	0	0	0
B3gntl1	65.666667	0	313	0	81	0	0	0
Ahsa2	65.666667	0	394	0	0	0	0	0
1600014C23Rik	65.666667	0	394	0	0	0	0	0
Zc2hc1b	65.500000	0	133	0	0	0	260	0
Ttc13	65.500000	0	393	0	0	0	0	0
Top3a	65.500000	0	393	0	0	0	0	0
Tmem229b	65.500000	0	313	0	80	0	0	0
Terf2ip	65.500000	0	393	0	0	0	0	0
Sod1	65.500000	73	320	0	0	0	0	0
Smcr8	65.500000	0	393	0	0	0	0	0
Slc48a1	65.500000	0	273	0	120	0	0	0
Slc39a11	65.500000	0	274	0	0	0	119	0
Shf	65.500000	0	393	0	0	0	0	0
Sesn3	65.500000	0	293	0	0	0	100	0
Rtl8a	65.500000	0	275	0	0	0	118	0
Rpap1	65.500000	0	393	0	0	0	0	0
Raph1	65.500000	0	393	0	0	0	0	0
Mllt1	65.500000	0	329	0	64	0	0	0
Kars	65.500000	0	393	0	0	0	0	0
Herc2	65.500000	0	393	0	0	0	0	0
Grsf1	65.500000	0	319	0	74	0	0	0
Gnptab	65.500000	0	393	0	0	0	0	0
Glis2	65.500000	0	277	0	116	0	0	0
Fam174a	65.500000	0	220	0	0	0	173	0
Erdr1	65.500000	0	393	0	0	0	0	0
Brd3	65.500000	0	393	0	0	0	0	0
Atad2b	65.500000	0	393	0	0	0	0	0
Arv1	65.500000	0	393	0	0	0	0	0
Actl6b	65.500000	77	316	0	0	0	0	0
Wdr20	65.333333	116	276	0	0	0	0	0
Twf2	65.333333	0	392	0	0	0	0	0
Tmx1	65.333333	0	392	0	0	0	0	0
Tctn1	65.333333	0	392	0	0	0	0	0
Smpd3	65.333333	0	392	0	0	0	0	0
Scamp3	65.333333	0	392	0	0	0	0	0
Ppm1m	65.333333	0	392	0	0	0	0	0
Pop7	65.333333	101	291	0	0	0	0	0
Kbtbd7	65.333333	0	392	0	0	0	0	0
Gpc6	65.333333	98	196	0	0	0	98	0
Cnih4	65.333333	0	392	0	0	0	0	0
Cacnb4	65.333333	108	284	0	0	0	0	0
Btrc	65.333333	105	287	0	0	0	0	0
Atp6v0a2	65.333333	0	392	0	0	0	0	0
Tsnaxip1	65.166667	0	391	0	0	0	0	0
Smad4	65.166667	0	391	0	0	0	0	0
Sirt2	65.166667	0	302	89	0	0	0	0
Sik2	65.166667	0	391	0	0	0	0	0
Setd4	65.166667	0	306	85	0	0	0	0
Rif1	65.166667	0	391	0	0	0	0	0
Ranbp10	65.166667	0	391	0	0	0	0	0
Prdm2	65.166667	0	391	0	0	0	0	0
Pomt1	65.166667	0	326	0	65	0	0	0
Nphp4	65.166667	0	311	0	80	0	0	0
Nfkbib	65.166667	0	302	89	0	0	0	0
Kcnab2	65.166667	0	311	0	80	0	0	0
Gga1	65.166667	0	313	78	0	0	0	0
Cbr1	65.166667	0	306	85	0	0	0	0
Ank1	65.166667	189	202	0	0	0	0	0
Zfand5	65.000000	0	390	0	0	0	0	0
Utp4	65.000000	0	390	0	0	0	0	0
Slc6a11	65.000000	110	176	104	0	0	0	0
Slc44a1	65.000000	0	390	0	0	0	0	0
Sdhaf2	65.000000	69	321	0	0	0	0	0
Rhpn1	65.000000	0	390	0	0	0	0	0
Rab5c	65.000000	131	259	0	0	0	0	0
Gm527	65.000000	0	390	0	0	0	0	0
Eif6	65.000000	74	316	0	0	0	0	0
Dnaaf2	65.000000	0	390	0	0	0	0	0
Derpc	65.000000	0	390	0	0	0	0	0
Cpsf7	65.000000	69	321	0	0	0	0	0
Chtf8	65.000000	0	390	0	0	0	0	0
Cbr4	65.000000	0	390	0	0	0	0	0
Bhlhb9	65.000000	0	312	78	0	0	0	0
Usp34	64.833333	0	291	0	98	0	0	0
Upf1	64.833333	0	389	0	0	0	0	0
Trerf1	64.833333	97	292	0	0	0	0	0
Sp2	64.833333	0	275	114	0	0	0	0
Sarnp	64.833333	81	308	0	0	0	0	0
Rpl36a	64.833333	0	299	0	90	0	0	0
Rab8a	64.833333	0	389	0	0	0	0	0
Ormdl2	64.833333	81	308	0	0	0	0	0
Lmnb2	64.833333	0	284	0	105	0	0	0
Grk6	64.833333	0	389	0	0	0	0	0
Etfdh	64.833333	0	389	0	0	0	0	0
Cdk13	64.833333	72	317	0	0	0	0	0
Ccnj	64.833333	0	389	0	0	0	0	0
Btk	64.833333	0	299	0	90	0	0	0
Ablim3	64.833333	0	389	0	0	0	0	0
4930579G24Rik	64.833333	0	389	0	0	0	0	0
2310057J18Rik	64.833333	0	0	223	166	0	0	0
Zscan18	64.666667	0	388	0	0	0	0	0
Tmem139	64.666667	0	388	0	0	0	0	0
Tbca	64.666667	0	388	0	0	0	0	0
Sestd1	64.666667	79	309	0	0	0	0	0
Scamp4	64.666667	79	309	0	0	0	0	0
Ppp5c	64.666667	0	279	0	109	0	0	0
Pls1	64.666667	0	279	0	109	0	0	0
Ncbp2	64.666667	89	299	0	0	0	0	0
Mrpl58	64.666667	0	262	0	126	0	0	0
Ina	64.666667	82	306	0	0	0	0	0
Il6st	64.666667	0	219	96	73	0	0	0
Hnrnpa3	64.666667	0	296	92	0	0	0	0
Hmgn2	64.666667	0	388	0	0	0	0	0
Gm4981	64.666667	167	0	0	0	0	221	0
Fermt2	64.666667	0	388	0	0	0	0	0
Ciao3	64.666667	0	388	0	0	0	0	0
Cdip1	64.666667	100	288	0	0	0	0	0
Casp2	64.666667	0	388	0	0	0	0	0
Arid3b	64.666667	0	388	0	0	0	0	0
Adat3	64.666667	79	309	0	0	0	0	0
0610012G03Rik	64.666667	89	299	0	0	0	0	0
Znrf2	64.500000	0	387	0	0	0	0	0
Xbp1	64.500000	0	387	0	0	0	0	0
Spindoc	64.500000	0	387	0	0	0	0	0
Slc35a3	64.500000	0	387	0	0	0	0	0
Slc25a42	64.500000	0	387	0	0	0	0	0
Rps6kc1	64.500000	0	387	0	0	0	0	0
Rplp1	64.500000	0	387	0	0	0	0	0
Rnf10	64.500000	0	387	0	0	0	0	0
Pnrc2	64.500000	0	387	0	0	0	0	0
Pms1	64.500000	0	288	0	99	0	0	0
Plcd3	64.500000	143	244	0	0	0	0	0
Pdia4	64.500000	0	387	0	0	0	0	0
Ormdl1	64.500000	0	288	0	99	0	0	0
Ndufaf3	64.500000	80	307	0	0	0	0	0
Msh2	64.500000	0	387	0	0	0	0	0
Mast1	64.500000	138	249	0	0	0	0	0
Dpp6	64.500000	159	228	0	0	0	0	0
Dalrd3	64.500000	80	307	0	0	0	0	0
Cyb5r4	64.500000	0	387	0	0	0	0	0
Acbd4	64.500000	143	244	0	0	0	0	0
1110004F10Rik	64.500000	0	387	0	0	0	0	0
Zyg11b	64.333333	0	386	0	0	0	0	0
Zfp251	64.333333	0	386	0	0	0	0	0
Tfcp2	64.333333	0	386	0	0	0	0	0
Tent4a	64.333333	0	386	0	0	0	0	0
Slc39a7	64.333333	0	386	0	0	0	0	0
Sgpl1	64.333333	0	386	0	0	0	0	0
Rxrb	64.333333	0	386	0	0	0	0	0
Prkaa2	64.333333	0	279	0	107	0	0	0
Ppp4r3a	64.333333	0	386	0	0	0	0	0
Npm1	64.333333	0	386	0	0	0	0	0
Nfe2l1	64.333333	0	386	0	0	0	0	0
Mob1a	64.333333	0	386	0	0	0	0	0
Map3k4	64.333333	0	289	0	97	0	0	0
Katna1	64.333333	0	386	0	0	0	0	0
Ireb2	64.333333	0	276	0	110	0	0	0
H2-Ke6	64.333333	0	386	0	0	0	0	0
Gpx4	64.333333	0	386	0	0	0	0	0
Cgn	64.333333	0	386	0	0	0	0	0
Arl2bp	64.333333	75	311	0	0	0	0	0
Ap1b1	64.333333	73	313	0	0	0	0	0
Zfp12	64.166667	0	385	0	0	0	0	0
Nup98	64.166667	0	385	0	0	0	0	0
Lpin1	64.166667	0	385	0	0	0	0	0
H1f2	64.166667	69	316	0	0	0	0	0
Cyp20a1	64.166667	65	320	0	0	0	0	0
Cep131	64.166667	0	385	0	0	0	0	0
Ankrd54	64.166667	0	290	95	0	0	0	0
Yipf4	64.000000	120	264	0	0	0	0	0
Ubtd1	64.000000	0	384	0	0	0	0	0
Trim36	64.000000	0	177	0	0	0	207	0
Spast	64.000000	0	384	0	0	0	0	0
Nol12	64.000000	0	320	0	64	0	0	0
Mms19	64.000000	0	384	0	0	0	0	0
Mettl16	64.000000	0	384	0	0	0	0	0
Metrn	64.000000	0	384	0	0	0	0	0
Itsn1	64.000000	0	384	0	0	0	0	0
Hspbp1	64.000000	101	283	0	0	0	0	0
Gpn3	64.000000	0	384	0	0	0	0	0
Fam216a	64.000000	0	384	0	0	0	0	0
Dusp14	64.000000	0	384	0	0	0	0	0
Dgke	64.000000	0	316	68	0	0	0	0
Csnk1d	64.000000	0	298	0	86	0	0	0
