Target_genes	Atf7|Average	SRX520193|3T3-L1	SRX5088371|Testicular_germ_cells	SRX5088372|Testicular_germ_cells	SRX5088373|Testicular_germ_cells	SRX5088374|Testicular_germ_cells	SRX5088375|Testicular_germ_cells	SRX5088376|Testicular_germ_cells	SRX5088377|Testicular_germ_cells	SRX5088378|Testicular_germ_cells	DRX230417|Testis	DRX230418|Testis	DRX230419|Testis	DRX230420|Testis	DRX230421|Testis	DRX230422|Testis	DRX230423|Testis	DRX230424|Testis	DRX230425|Testis	STRING
Ddost	29.611111	0	0	0	0	0	0	0	0	0	0	0	0	115	135	0	119	164	0	0
Cadm1	29.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	121	101	190	121	0	0
B230219D22Rik	29.611111	0	0	0	0	0	0	0	0	0	124	205	125	0	0	0	0	79	0	0
Tmco1	29.555556	0	0	0	0	0	0	0	0	0	100	130	83	0	106	0	0	0	113	0
Srcap	29.555556	0	0	0	0	0	0	0	0	0	126	113	106	0	118	0	0	0	69	0
Ppme1	29.555556	0	0	0	0	0	0	0	0	0	0	121	0	0	157	140	114	0	0	0
Map4k5	29.555556	0	0	0	0	0	0	0	0	0	0	94	101	0	73	107	0	0	157	0
Fzr1	29.555556	0	0	0	0	0	0	0	0	0	0	0	0	120	82	0	116	103	111	0
Dennd2c	29.555556	0	0	0	0	0	0	0	0	0	144	74	111	0	0	0	0	125	78	0
Ccdc105	29.555556	0	0	0	0	0	0	0	0	0	0	129	153	0	144	0	0	106	0	0
C2cd3	29.555556	0	0	0	0	0	0	0	0	0	0	121	0	0	157	140	114	0	0	0
Atl1	29.555556	0	0	0	0	0	0	0	0	0	0	94	101	0	73	107	0	0	157	0
Camta2	29.500000	0	0	0	0	0	0	0	0	0	0	0	95	0	165	0	83	87	101	0
Tspan14	29.444444	0	0	0	0	0	0	0	0	0	0	91	94	0	130	0	126	89	0	0
Ska3	29.444444	0	0	0	0	0	0	0	0	0	110	144	84	0	0	0	111	0	81	0
Mrpl57	29.444444	0	0	0	0	0	0	0	0	0	110	144	84	0	0	0	111	0	81	0
Lsm14a	29.444444	0	0	0	0	0	0	0	0	0	85	102	151	0	91	0	0	0	101	0
Kctd6	29.444444	0	0	0	0	0	0	0	0	0	103	99	0	0	112	0	0	112	104	0
Fasn	29.444444	0	0	0	0	0	0	0	0	0	79	0	0	104	0	119	151	0	77	0
Asxl1	29.444444	0	0	0	0	0	0	0	0	0	0	0	100	87	112	134	97	0	0	0
Alad	29.444444	0	0	0	0	0	0	0	0	0	113	106	128	0	108	0	0	75	0	0
Rps8	29.388889	0	0	0	0	0	0	0	0	0	139	0	142	0	0	0	0	135	113	0
Ppp1r12a	29.388889	117	0	0	0	0	0	0	0	0	0	107	81	0	0	94	0	130	0	0
Kras	29.388889	0	0	0	0	0	0	0	0	0	94	85	104	0	0	0	118	0	128	0
Epha7	29.388889	0	0	0	0	0	0	0	0	0	0	0	0	165	158	115	91	0	0	0
Abraxas1	29.388889	0	0	0	0	0	0	0	0	0	110	118	0	0	0	0	0	130	171	0
2210016F16Rik	29.388889	0	0	0	0	0	0	0	0	0	77	112	235	0	0	105	0	0	0	0
Rnh1	29.333333	0	0	0	0	0	0	0	0	0	0	0	0	92	111	150	175	0	0	0
Fam193b	29.333333	0	0	0	0	0	0	0	0	0	111	128	96	0	193	0	0	0	0	0
Ankfy1	29.333333	0	0	0	0	0	0	0	0	0	0	101	210	0	0	124	93	0	0	0
Usp39	29.277778	0	0	0	0	0	0	0	0	0	80	113	103	0	0	0	107	124	0	0
Psmg2	29.277778	0	0	0	0	0	0	0	0	0	175	118	126	0	0	0	0	108	0	0
Disp1	29.277778	0	0	0	0	0	0	0	0	0	122	0	184	102	119	0	0	0	0	0
Cep76	29.277778	0	0	0	0	0	0	0	0	0	175	118	126	0	0	0	0	108	0	0
Cdc42bpa	29.277778	0	0	0	0	0	0	0	0	0	0	110	100	0	119	76	0	0	122	0
0610030E20Rik	29.277778	0	0	0	0	0	0	0	0	0	80	113	103	0	0	0	107	124	0	0
Wasf2	29.222222	0	0	0	0	0	0	0	0	0	0	0	92	69	135	0	151	0	79	0
Tmem145	29.222222	0	0	0	0	0	0	0	0	0	0	0	0	220	148	0	158	0	0	0
Skp2	29.222222	0	0	0	0	0	0	0	0	0	98	110	152	0	91	0	0	0	75	0
Lmbrd2	29.222222	0	0	0	0	0	0	0	0	0	98	110	152	0	91	0	0	0	75	0
Gns	29.222222	0	0	0	0	0	0	0	0	0	67	0	175	0	108	0	176	0	0	0
Atp5g3	29.222222	203	0	0	0	0	0	0	0	0	90	136	97	0	0	0	0	0	0	0
Ube2e2	29.166667	0	0	0	0	0	0	0	0	0	0	116	122	113	0	174	0	0	0	0
Synj1	29.166667	0	0	0	0	0	0	0	0	0	126	81	195	0	123	0	0	0	0	0
Senp5	29.166667	0	0	0	0	0	0	0	0	0	0	0	77	0	0	209	0	125	114	0
Ggact	29.111111	0	0	0	0	0	0	0	0	0	0	121	180	0	0	0	0	118	105	0
Ficd	29.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	184	124	111	105	0	0
Ch25h	29.111111	0	0	0	0	0	0	0	0	0	79	0	119	0	96	123	107	0	0	0
Atf4	29.111111	0	0	0	0	0	0	0	0	0	75	0	90	0	125	111	123	0	0	0
Zfp65	29.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	205	0	128	0
Slc12a2	29.055556	0	0	0	0	0	0	0	0	0	86	126	87	0	0	112	112	0	0	0
Rmc1	29.055556	0	0	0	0	0	0	0	0	0	0	0	0	131	0	152	240	0	0	0
Pmf1	29.055556	0	0	0	0	0	0	0	0	0	0	0	94	0	167	0	105	157	0	0
Ddit4	29.055556	0	0	0	0	0	0	0	0	0	0	72	86	0	145	0	133	87	0	0
Zfp707	29.000000	0	0	0	0	0	0	0	0	0	0	0	109	0	205	120	0	0	88	0
Zdhhc21	29.000000	0	0	0	0	0	0	0	0	0	106	0	151	0	165	0	0	100	0	0
Yeats4	29.000000	137	0	0	0	0	0	0	0	0	0	0	0	0	84	102	124	75	0	0
Swsap1	29.000000	0	0	0	0	0	0	0	0	0	0	0	0	127	108	108	179	0	0	0
Oip5	29.000000	0	0	0	0	0	0	0	0	0	0	99	107	83	0	117	116	0	0	0
Nusap1	29.000000	0	0	0	0	0	0	0	0	0	0	99	107	83	0	117	116	0	0	0
Krcc1	29.000000	0	0	0	0	0	0	0	0	0	107	110	143	0	89	73	0	0	0	0
Stk19	28.944444	0	0	0	0	0	0	0	0	0	0	0	0	128	117	128	148	0	0	0
Ppp1r3f	28.944444	0	0	0	0	0	0	0	0	0	0	0	0	128	96	150	147	0	0	0
Dxo	28.944444	0	0	0	0	0	0	0	0	0	0	0	0	128	117	128	148	0	0	0
Cant1	28.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	172	96	0	129	124	0
Tsnaxip1	28.888889	0	0	0	0	0	0	0	0	0	0	0	107	0	101	0	168	144	0	0
Shroom3	28.888889	0	0	0	0	0	0	0	0	0	120	0	0	0	141	0	0	106	153	0
Ranbp10	28.888889	0	0	0	0	0	0	0	0	0	0	0	107	0	101	0	168	144	0	0
Klhl25	28.888889	0	0	0	0	0	0	0	0	0	92	0	0	123	0	152	153	0	0	0
Itsn2	28.888889	0	0	0	0	0	0	0	0	0	151	111	134	0	0	0	0	124	0	0
Ice1	28.888889	0	0	0	0	0	0	0	0	0	100	0	146	0	0	149	125	0	0	0
Fam171b	28.888889	0	0	0	0	0	0	0	0	0	0	0	310	0	123	0	0	0	87	0
E030030I06Rik	28.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	152	200	168	0	0	0
Dram2	28.888889	0	0	0	0	0	0	0	0	0	208	121	99	0	92	0	0	0	0	0
Cept1	28.888889	0	0	0	0	0	0	0	0	0	208	121	99	0	92	0	0	0	0	0
Hilpda	28.833333	0	0	0	0	0	0	0	0	0	0	0	0	97	193	106	123	0	0	0
Cluh	28.833333	0	0	0	0	0	0	0	0	0	108	86	0	0	88	0	154	83	0	0
Ugp2	28.777778	0	0	0	0	0	0	0	0	0	124	0	125	0	70	0	0	110	89	0
Rpl37	28.777778	0	0	0	0	0	0	0	0	0	80	119	94	0	112	0	113	0	0	0
Gnai1	28.777778	0	0	0	0	0	0	0	0	0	103	126	176	0	113	0	0	0	0	0
Rp9	28.722222	0	0	0	0	0	0	0	0	0	132	98	109	0	73	0	105	0	0	0
Rad54l2	28.722222	0	0	0	0	0	0	0	0	0	0	0	136	0	139	0	141	0	101	0
Mpc1	28.722222	0	0	0	0	0	0	0	0	0	113	91	129	83	101	0	0	0	0	0
Klhl7	28.722222	0	0	0	0	0	0	0	0	0	122	0	0	0	156	123	0	0	116	0
Gm8229	28.722222	0	0	0	0	0	0	0	0	0	0	0	0	218	155	0	144	0	0	0
Tas1r1	28.666667	0	0	0	0	0	0	0	0	0	105	0	0	0	134	132	145	0	0	0
Polr3h	28.666667	0	0	0	0	0	0	0	0	0	0	0	0	134	135	134	113	0	0	0
Nol9	28.666667	0	0	0	0	0	0	0	0	0	105	0	0	0	134	132	145	0	0	0
Arpc2	28.666667	0	0	0	0	0	0	0	0	0	105	0	152	0	97	162	0	0	0	0
Arl6ip5	28.666667	0	0	0	0	0	0	0	0	0	0	0	0	193	132	0	191	0	0	0
Slc35e2	28.611111	0	0	0	0	0	0	0	0	0	86	0	121	0	161	147	0	0	0	0
Postn	28.611111	369	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0
Haus4	28.611111	0	0	0	0	0	0	0	0	0	86	113	105	115	96	0	0	0	0	0
H4bc24	28.611111	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	100	142	153	0
H2bc23	28.611111	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	100	142	153	0
H2ac24	28.611111	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	100	142	153	0
H2ac23	28.611111	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	100	142	153	0
Dync1i2	28.611111	0	0	0	0	0	0	0	0	0	128	192	120	0	75	0	0	0	0	0
Cyb5r3	28.611111	0	0	0	0	0	0	0	0	0	0	0	112	0	159	84	160	0	0	0
Nucb2	28.555556	0	0	0	0	0	0	0	0	0	107	100	125	0	85	97	0	0	0	0
Lonrf1	28.555556	0	0	0	0	0	0	0	0	0	0	0	100	0	100	108	104	102	0	0
Caprin1	28.555556	0	0	0	0	0	0	0	0	0	82	0	155	0	0	0	163	114	0	0
Srpk1	28.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	122	214	0	0
Kri1	28.500000	0	0	0	0	0	0	0	0	0	0	0	0	137	157	83	136	0	0	0
Kif14	28.500000	0	0	0	0	0	0	0	0	0	95	127	108	82	0	0	0	0	101	0
Cdkn2d	28.500000	0	0	0	0	0	0	0	0	0	0	0	0	137	157	83	136	0	0	0
Prcp	28.444444	0	0	0	0	0	0	0	0	0	95	106	0	81	0	79	151	0	0	0
Pnisr	28.444444	0	0	0	0	0	0	0	0	0	91	85	98	138	0	100	0	0	0	0
Kat8	28.444444	0	0	0	0	0	0	0	0	0	164	0	137	93	118	0	0	0	0	0
Ddias	28.444444	0	0	0	0	0	0	0	0	0	95	106	0	81	0	79	151	0	0	0
Farp2	28.388889	0	0	0	0	0	0	0	0	0	82	0	94	0	111	100	0	124	0	0
Zfp639	28.333333	0	0	0	0	0	0	0	0	0	101	0	191	0	100	0	118	0	0	0
Vps13c	28.333333	0	0	0	0	0	0	0	0	0	0	92	73	0	109	162	0	0	74	0
Snrnp27	28.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	128	170	212	0	0	0
Rfxap	28.333333	0	0	0	0	0	0	0	0	0	140	100	86	0	0	0	79	105	0	0
Psmb4	28.333333	0	0	0	0	0	0	0	0	0	0	0	156	137	81	0	136	0	0	0
Mrpl15	28.333333	0	0	0	0	0	0	0	0	0	0	0	142	0	102	116	150	0	0	0
Atp5o	28.333333	0	0	0	0	0	0	0	0	0	0	103	116	0	152	0	139	0	0	0
Vrk1	28.277778	0	0	0	0	0	0	0	0	0	84	0	77	0	0	156	192	0	0	0
Vamp1	28.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	223	149	137	0	0	0
Utp3	28.277778	0	0	0	0	0	0	0	0	0	98	85	0	87	0	104	135	0	0	0
Tmem131l	28.277778	0	0	0	0	0	0	0	0	0	128	73	92	0	98	0	0	118	0	0
Snx4	28.277778	0	0	0	0	0	0	0	0	0	87	121	113	91	0	0	0	0	97	0
Snrpd1	28.277778	0	0	0	0	0	0	0	0	0	114	143	150	0	102	0	0	0	0	0
Rai2	28.277778	0	0	0	0	0	0	0	0	0	100	0	211	0	0	0	0	94	104	0
Man2c1	28.277778	0	0	0	0	0	0	0	0	0	111	115	129	0	0	0	80	0	74	0
Usp31	28.222222	0	0	0	0	0	0	0	0	0	130	0	120	0	79	0	92	87	0	0
Ppp1ccb	28.222222	0	0	0	0	0	0	0	0	0	0	0	117	67	106	128	0	90	0	0
Ppp1cc	28.222222	0	0	0	0	0	0	0	0	0	0	0	117	67	106	128	0	90	0	0
Ost4	28.222222	0	0	0	0	0	0	0	0	0	91	138	89	0	103	87	0	0	0	0
Mtres1	28.222222	0	0	0	0	0	0	0	0	0	94	102	119	0	0	104	0	0	89	0
Mrtfb	28.222222	0	0	0	0	0	0	0	0	0	88	114	117	0	0	105	0	0	84	0
Snrnp25	28.166667	0	0	0	0	0	0	0	0	0	0	0	0	121	151	0	122	0	113	0
Pdcd7	28.166667	0	0	0	0	0	0	0	0	0	80	87	165	0	0	0	0	73	102	0
Parpbp	28.166667	0	0	0	0	0	0	0	0	0	115	121	155	0	0	0	0	0	116	0
Nup37	28.166667	0	0	0	0	0	0	0	0	0	115	121	155	0	0	0	0	0	116	0
Il9r	28.166667	0	0	0	0	0	0	0	0	0	0	0	0	121	151	0	122	0	113	0
Urb1	28.111111	0	0	0	0	0	0	0	0	0	0	0	109	137	0	137	0	123	0	0
Slc35a3	28.111111	0	0	0	0	0	0	0	0	0	148	119	129	0	0	0	110	0	0	0
Prpsap2	28.111111	0	0	0	0	0	0	0	0	0	90	91	109	116	100	0	0	0	0	0
Mei4	28.111111	0	0	0	0	0	0	0	0	0	0	102	140	0	128	0	0	136	0	0
Malsu1	28.111111	0	0	0	0	0	0	0	0	0	117	121	77	0	191	0	0	0	0	0
Etfdh	28.111111	0	0	0	0	0	0	0	0	0	0	87	0	0	210	107	102	0	0	0
Drosha	28.111111	0	0	0	0	0	0	0	0	0	0	77	97	86	102	0	144	0	0	0
Ccdc126	28.111111	0	0	0	0	0	0	0	0	0	0	119	175	0	0	0	100	0	112	0
6030458C11Rik	28.111111	0	0	0	0	0	0	0	0	0	0	77	97	86	102	0	144	0	0	0
4930579G24Rik	28.111111	0	0	0	0	0	0	0	0	0	0	87	0	0	210	107	102	0	0	0
Zfp397	28.055556	0	0	0	0	0	0	0	0	0	118	148	143	96	0	0	0	0	0	0
Vmn1r30	28.055556	0	0	0	0	0	0	0	0	0	0	131	136	0	0	0	0	115	123	0
Srrm1	28.055556	0	0	0	0	0	0	0	0	0	110	97	92	0	0	103	103	0	0	0
Snap47	28.055556	0	0	0	0	0	0	0	0	0	0	0	100	0	0	147	0	161	97	0
Jmjd4	28.055556	0	0	0	0	0	0	0	0	0	0	0	100	0	0	147	0	161	97	0
Dap3	28.055556	0	0	0	0	0	0	0	0	0	181	116	122	0	0	0	86	0	0	0
Cep135	28.055556	0	0	0	0	0	0	0	0	0	149	0	137	0	134	0	0	85	0	0
Pih1d2	28.000000	0	0	0	0	0	0	0	0	0	98	109	181	0	0	0	0	0	116	0
Nkapd1	28.000000	0	0	0	0	0	0	0	0	0	98	109	181	0	0	0	0	0	116	0
Acot6	28.000000	0	0	0	0	0	0	0	0	0	0	120	71	0	112	0	0	85	116	0
Tbc1d14	27.944444	0	0	0	0	0	0	0	0	0	0	0	124	0	87	0	143	149	0	0
Olfr362	27.944444	0	0	0	0	0	0	0	0	0	127	111	129	0	0	0	0	0	136	0
Aurkaip1	27.944444	0	0	0	0	0	0	0	0	0	89	0	147	144	123	0	0	0	0	0
Zfp382	27.888889	0	0	0	0	0	0	0	0	0	0	89	158	150	0	0	0	0	105	0
Stk3	27.888889	0	0	0	0	0	0	0	0	0	118	167	0	0	0	84	0	0	133	0
Ppp4r3b	27.888889	0	0	0	0	0	0	0	0	0	0	106	144	0	167	85	0	0	0	0
Ints3	27.888889	0	0	0	0	0	0	0	0	0	0	145	90	0	105	0	162	0	0	0
Epb41l2	27.888889	0	0	0	0	0	0	0	0	0	0	97	86	100	115	0	104	0	0	0
Dock7	27.888889	0	0	0	0	0	0	0	0	0	93	113	125	0	73	98	0	0	0	0
Arhgef37	27.888889	0	0	0	0	0	0	0	0	0	0	0	113	0	181	0	102	106	0	0
Spice1	27.833333	0	0	0	0	0	0	0	0	0	0	93	120	0	0	116	89	0	83	0
Sec24b	27.833333	0	0	0	0	0	0	0	0	0	99	0	141	0	0	100	0	0	161	0
Rabgap1l	27.833333	0	0	0	0	0	0	0	0	0	118	93	145	0	0	145	0	0	0	0
Psmc2	27.833333	0	0	0	0	0	0	0	0	0	109	0	114	0	183	0	0	0	95	0
Ola1	27.833333	0	0	0	0	0	0	0	0	0	104	0	168	0	0	89	0	140	0	0
Dnajc2	27.833333	0	0	0	0	0	0	0	0	0	109	0	114	0	183	0	0	0	95	0
Atp11b	27.833333	0	0	0	0	0	0	0	0	0	156	79	94	0	0	89	83	0	0	0
Zfp457	27.777778	148	0	0	0	0	0	0	0	0	0	152	0	0	0	200	0	0	0	0
Sirt6	27.777778	0	0	0	0	0	0	0	0	0	0	0	0	166	141	0	193	0	0	0
Fa2h	27.777778	0	0	0	0	0	0	0	0	0	157	114	123	0	0	0	0	0	106	0
Cep57l1	27.777778	0	0	0	0	0	0	0	0	0	136	79	90	0	124	0	0	0	71	0
Slc25a1	27.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	106	146	146	0
Mrpl58	27.722222	0	0	0	0	0	0	0	0	0	0	77	81	0	107	0	117	0	117	0
Krba1	27.722222	0	0	0	0	0	0	0	0	0	0	106	111	0	91	0	0	106	85	0
D2hgdh	27.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	126	94	154	0	125	0
Zfp809	27.666667	0	0	0	0	0	0	0	0	0	0	142	116	0	107	133	0	0	0	0
Slc24a3	27.666667	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	161	144	0
Rsph14	27.666667	0	0	0	0	0	0	0	0	0	93	0	131	0	162	0	112	0	0	0
Rhbdd2	27.666667	0	0	0	0	0	0	0	0	0	0	0	126	0	85	0	195	92	0	0
Rab36	27.666667	0	0	0	0	0	0	0	0	0	93	0	131	0	162	0	112	0	0	0
Prpf40a	27.666667	0	0	0	0	0	0	0	0	0	0	103	98	95	102	0	0	0	100	0
Ppp3cc	27.666667	0	0	0	0	0	0	0	0	0	187	123	84	0	0	0	104	0	0	0
Ppat	27.666667	0	0	0	0	0	0	0	0	0	0	71	107	0	0	92	85	0	143	0
Paics	27.666667	0	0	0	0	0	0	0	0	0	0	71	107	0	0	92	85	0	143	0
Neu1	27.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	130	121	247	0	0	0
Dnajc11	27.666667	0	0	0	0	0	0	0	0	0	95	0	0	125	125	0	0	0	153	0
Dhx35	27.666667	0	0	0	0	0	0	0	0	0	101	91	0	0	0	115	83	0	108	0
Arl6ip6	27.666667	0	0	0	0	0	0	0	0	0	0	103	98	95	102	0	0	0	100	0
Ap1b1	27.666667	0	0	0	0	0	0	0	0	0	77	0	90	0	0	95	99	137	0	0
Zmym4	27.611111	0	0	0	0	0	0	0	0	0	122	0	0	0	0	112	148	0	115	0
Tex2	27.611111	0	0	0	0	0	0	0	0	0	78	0	96	133	119	0	71	0	0	0
Rnf2	27.611111	0	0	0	0	0	0	0	0	0	142	101	94	0	0	0	0	160	0	0
Nufip2	27.611111	0	0	0	0	0	0	0	0	0	93	133	107	0	0	0	77	87	0	0
Knop1	27.611111	0	0	0	0	0	0	0	0	0	102	153	128	0	0	0	0	0	114	0
Iqck	27.611111	0	0	0	0	0	0	0	0	0	102	153	128	0	0	0	0	0	114	0
Hsf5	27.611111	0	0	0	0	0	0	0	0	0	114	76	114	0	102	0	0	0	91	0
Fam169a	27.611111	0	0	0	0	0	0	0	0	0	108	84	112	0	0	0	0	96	97	0
Spata5l1	27.555556	0	0	0	0	0	0	0	0	0	90	113	202	0	0	0	0	0	91	0
Snrnp200	27.555556	0	0	0	0	0	0	0	0	0	0	194	98	76	0	0	128	0	0	0
Rora	27.555556	0	0	0	0	0	0	0	0	0	0	0	93	0	111	155	137	0	0	0
Rars	27.555556	0	0	0	0	0	0	0	0	0	0	95	110	0	0	0	162	0	129	0
Psip1	27.555556	0	0	0	0	0	0	0	0	0	117	109	156	0	114	0	0	0	0	0
Nudt3	27.555556	0	0	0	0	0	0	0	0	0	88	79	132	0	116	0	0	81	0	0
Flvcr1	27.555556	0	0	0	0	0	0	0	0	0	0	0	110	0	123	110	89	64	0	0
1810024B03Rik	27.555556	0	0	0	0	0	0	0	0	0	0	194	98	76	0	0	128	0	0	0
Ubr3	27.500000	0	0	0	0	0	0	0	0	0	106	101	88	0	132	0	0	0	68	0
Clint1	27.500000	0	0	0	0	0	0	0	0	0	124	129	134	0	0	0	0	0	108	0
Tubd1	27.444444	0	0	0	0	0	0	0	0	0	0	0	106	0	149	110	129	0	0	0
Rps6kb1	27.444444	0	0	0	0	0	0	0	0	0	0	0	106	0	149	110	129	0	0	0
Pigw	27.444444	0	0	0	0	0	0	0	0	0	106	112	153	0	0	0	0	123	0	0
Ngdn	27.444444	0	0	0	0	0	0	0	0	0	0	0	0	122	148	120	104	0	0	0
Myo19	27.444444	0	0	0	0	0	0	0	0	0	106	112	153	0	0	0	0	123	0	0
Zfp566	27.388889	0	0	0	0	0	0	0	0	0	0	86	92	0	142	0	173	0	0	0
Zfp260	27.388889	0	0	0	0	0	0	0	0	0	0	86	92	0	142	0	173	0	0	0
Tmem120a	27.388889	0	0	0	0	0	0	0	0	0	0	0	0	108	0	122	140	0	123	0
Timm17a	27.388889	0	0	0	0	0	0	0	0	0	125	137	95	0	136	0	0	0	0	0
Smyd2	27.388889	0	0	0	0	0	0	0	0	0	0	0	0	96	0	116	0	171	110	0
Ap4e1	27.388889	136	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	149	85	0
Snx9	27.333333	147	0	0	0	0	0	0	0	0	100	0	97	0	0	0	0	74	74	0
Nphp3	27.333333	0	0	0	0	0	0	0	0	0	130	87	161	0	0	0	114	0	0	0
Alms1	27.333333	0	0	0	0	0	0	0	0	0	0	128	77	0	0	80	97	110	0	0
2310057M21Rik	27.333333	0	0	0	0	0	0	0	0	0	110	116	107	0	0	81	0	0	78	0
Zfp606	27.277778	0	0	0	0	0	0	0	0	0	130	102	149	0	0	0	110	0	0	0
4930453N24Rik	27.277778	0	0	0	0	0	0	0	0	0	100	152	109	0	0	0	130	0	0	0
Utp25	27.222222	0	0	0	0	0	0	0	0	0	0	80	129	0	109	0	172	0	0	0
Mrps9	27.222222	0	0	0	0	0	0	0	0	0	128	116	141	0	0	0	0	0	105	0
Map1a	27.222222	0	0	0	0	0	0	0	0	0	107	111	131	0	141	0	0	0	0	0
Heatr4	27.222222	0	0	0	0	0	0	0	0	0	97	76	141	0	75	0	0	101	0	0
Gcsh	27.222222	0	0	0	0	0	0	0	0	0	100	134	0	0	93	163	0	0	0	0
Dcakd	27.222222	0	0	0	0	0	0	0	0	0	0	95	0	134	155	0	0	106	0	0
Clec11a	27.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	153	98	96	143	0	0
Arl2	27.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	211	101	0
Acot2	27.222222	0	0	0	0	0	0	0	0	0	97	76	141	0	75	0	0	101	0	0
Tmem43	27.166667	0	0	0	0	0	0	0	0	0	0	87	0	113	96	0	193	0	0	0
Sec23b	27.166667	0	0	0	0	0	0	0	0	0	0	0	0	103	0	158	113	115	0	0
Psmd7	27.166667	0	0	0	0	0	0	0	0	0	166	116	0	0	0	0	111	96	0	0
Prkar2a	27.166667	0	0	0	0	0	0	0	0	0	100	95	114	0	0	0	80	0	100	0
Perp	27.166667	0	0	0	0	0	0	0	0	0	142	99	135	0	0	0	0	113	0	0
Fbxw2	27.166667	0	0	0	0	0	0	0	0	0	185	0	164	0	0	0	0	140	0	0
Ctsd	27.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	171	150	0	0
Chchd4	27.166667	0	0	0	0	0	0	0	0	0	0	87	0	113	96	0	193	0	0	0
Notch2	27.111111	0	0	0	0	0	0	0	0	0	166	0	147	0	95	80	0	0	0	0
Mier1	27.111111	0	0	0	0	0	0	0	0	0	106	125	127	0	130	0	0	0	0	0
Dvl3	27.111111	0	0	0	0	0	0	0	0	0	140	109	145	0	0	0	94	0	0	0
Arhgap19	27.111111	0	0	0	0	0	0	0	0	0	158	0	141	0	92	0	97	0	0	0
Zfp281	27.055556	0	0	0	0	0	0	0	0	0	150	135	89	0	0	0	113	0	0	0
Ube2j2	27.055556	0	0	0	0	0	0	0	0	0	156	74	76	0	0	117	0	64	0	0
Tmed3	27.055556	0	0	0	0	0	0	0	0	0	121	0	110	0	0	109	147	0	0	0
Rbx1	27.055556	0	0	0	0	0	0	0	0	0	0	109	104	0	134	0	0	0	140	0
Nudt16	27.055556	0	0	0	0	0	0	0	0	0	153	111	108	0	0	0	0	115	0	0
Kctd18	27.055556	0	0	0	0	0	0	0	0	0	158	85	0	0	147	0	0	0	97	0
Fbrs	27.055556	162	0	0	0	0	0	0	0	0	0	0	144	0	0	0	181	0	0	0
D230025D16Rik	27.055556	0	0	0	0	0	0	0	0	0	146	139	202	0	0	0	0	0	0	0
4933430I17Rik	27.055556	0	0	0	0	0	0	0	0	0	0	106	128	0	0	118	135	0	0	0
Zfp493	27.000000	260	0	0	0	0	0	0	0	0	0	0	0	87	139	0	0	0	0	0
Ndufa6	27.000000	0	0	0	0	0	0	0	0	0	109	88	109	0	0	0	180	0	0	0
Ccnf	27.000000	0	0	0	0	0	0	0	0	0	0	0	114	0	231	141	0	0	0	0
Ssx2ip	26.944444	0	0	0	0	0	0	0	0	0	80	0	142	0	0	63	0	109	91	0
Mob1a	26.944444	0	0	0	0	0	0	0	0	0	160	0	113	113	0	0	0	0	99	0
Gna11	26.944444	0	0	0	0	0	0	0	0	0	0	0	0	108	108	129	0	140	0	0
Gata2	26.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	167	97	84	137	0	0
Olfr215	26.888889	0	0	0	0	0	0	0	0	0	0	76	177	0	0	0	0	101	130	0
Hibadh	26.888889	0	0	0	0	0	0	0	0	0	127	140	119	0	0	0	98	0	0	0
Ddx55	26.888889	0	0	0	0	0	0	0	0	0	107	0	98	0	143	0	0	136	0	0
Zer1	26.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	112	101	109	0
Fbxl20	26.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	142	128	79	0
Pcnx3	26.777778	156	0	0	0	0	0	0	0	0	0	0	0	125	91	0	0	0	110	0
Map3k11	26.777778	156	0	0	0	0	0	0	0	0	0	0	0	125	91	0	0	0	110	0
Krtap4-9	26.777778	0	0	0	0	0	0	0	0	0	0	102	136	0	0	0	0	138	106	0
Krtap4-8	26.777778	0	0	0	0	0	0	0	0	0	0	102	136	0	0	0	0	138	106	0
Gm10573	26.777778	0	0	0	0	0	0	0	0	0	149	68	155	0	0	0	0	0	110	0
Gga2	26.777778	0	0	0	0	0	0	0	0	0	148	0	0	0	0	199	0	135	0	0
