Target_genes	Elk1|Average	SRX10221012|3T3-L1	SRX10221013|3T3-L1	SRX10221014|3T3-L1	SRX10221015|3T3-L1	SRX9144796|3T3-L1	SRX9144797|3T3-L1	SRX7115524|Corpus_Striatum	SRX7115525|Corpus_Striatum	SRX1462209|MEF	SRX1462210|MEF	SRX1462211|MEF	SRX1462212|MEF	SRX1462213|MEF	SRX1462214|MEF	SRX1462215|MEF	SRX1462216|MEF	SRX1618614|MEF	SRX1618615|MEF-derived_neural_cells	SRX1618616|MEF-derived_neural_cells	SRX1618617|MEF-derived_neural_cells	SRX1618618|MEF-derived_neural_cells	SRX262793|NIH/3T3	SRX262794|NIH/3T3	SRX262795|NIH/3T3	SRX262796|NIH/3T3	STRING
Mllt1	11.560000	0	0	0	0	0	0	144	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3	11.560000	0	0	0	0	0	0	144	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp12	11.560000	0	0	0	0	0	0	181	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac1	11.560000	0	0	0	0	0	172	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec11a	11.560000	0	0	0	0	0	0	204	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpw	11.560000	0	0	0	0	0	169	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn3	11.560000	0	0	0	0	0	0	138	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a1	11.560000	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim3	11.520000	0	0	0	0	0	0	166	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riok2	11.520000	0	0	0	0	0	0	160	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pum1	11.520000	0	0	0	0	0	0	195	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptbp3	11.520000	0	0	0	0	0	0	195	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigf	11.520000	0	0	0	0	89	82	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbx2	11.520000	0	0	0	0	0	0	169	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrde2	11.520000	0	0	0	0	0	0	218	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mospd3	11.520000	0	0	0	0	0	131	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm8	11.520000	0	0	0	0	0	0	139	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpsm3	11.520000	0	0	0	0	0	0	169	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174c	11.520000	0	0	0	0	0	0	126	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cript	11.520000	0	0	0	0	89	82	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cirbp	11.520000	0	0	0	0	0	0	126	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc77	11.520000	0	0	0	0	0	0	144	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp87	11.480000	0	0	0	0	0	0	168	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	11.480000	0	150	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twf1	11.480000	0	0	0	0	0	0	176	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tprn	11.480000	0	0	0	0	0	0	143	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpf2	11.480000	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oga	11.480000	0	0	0	0	0	0	127	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtpap	11.480000	0	0	0	0	0	0	168	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matr3	11.480000	0	0	0	0	0	0	133	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fxr1	11.480000	0	0	0	0	0	0	97	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtwd2	11.480000	0	0	0	0	0	0	154	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crls1	11.480000	0	0	0	0	0	0	168	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot8	11.480000	0	0	0	0	0	85	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clk4	11.480000	0	0	0	0	0	0	169	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chad	11.480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0
BC049762	11.480000	0	0	0	0	0	0	169	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vars	11.440000	0	0	0	0	0	0	168	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a5	11.440000	0	0	0	0	0	0	152	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rngtt	11.440000	0	0	0	0	0	0	160	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Picalm	11.440000	0	0	0	0	0	0	168	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nceh1	11.440000	0	0	0	0	0	0	172	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmachc	11.440000	0	0	0	0	0	0	192	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl2	11.440000	0	0	0	0	0	83	136	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf13	11.440000	0	0	0	0	0	0	161	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2237	11.440000	0	0	0	102	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17H6S56E-5	11.440000	0	0	0	0	0	0	168	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc163	11.440000	0	0	0	0	0	0	192	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc2	11.440000	0	0	0	0	0	0	147	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem116	11.400000	0	0	0	0	0	0	144	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer4c	11.400000	0	140	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a9	11.400000	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh14	11.400000	0	0	0	0	0	0	157	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamtor4	11.400000	0	0	0	0	0	0	169	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klc1	11.400000	0	0	0	0	0	0	176	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam122a	11.400000	0	0	0	0	0	0	131	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erp29	11.400000	0	0	0	0	0	0	144	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cln5	11.400000	0	0	0	0	0	0	164	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp2b2	11.400000	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amotl2	11.400000	0	0	0	0	0	0	112	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190007I07Rik	11.400000	0	0	0	0	0	0	197	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulk2	11.360000	0	0	0	0	0	0	200	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubg2	11.360000	0	0	0	0	0	0	105	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trak1	11.360000	0	0	0	0	0	0	168	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl3	11.360000	0	0	0	0	0	0	165	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siva1	11.360000	0	0	0	0	0	0	124	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigu	11.360000	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufv2	11.360000	0	0	0	0	0	0	172	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd3	11.360000	0	0	0	0	0	97	104	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam76b	11.360000	0	0	0	0	0	0	123	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox19	11.360000	0	0	0	0	0	0	128	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep57	11.360000	0	0	0	0	0	0	123	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp457	11.320000	0	0	0	0	0	0	120	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps26b	11.320000	0	0	0	0	0	0	181	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spopl	11.320000	0	0	0	0	0	0	120	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Specc1l	11.320000	0	0	0	0	0	0	137	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rc3h2	11.320000	0	0	0	0	0	0	170	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2ca	11.320000	0	0	0	0	0	0	173	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm2l1	11.320000	0	0	0	0	0	0	157	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncapd3	11.320000	0	0	0	0	0	0	181	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrig1	11.320000	0	0	0	0	0	0	141	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl3	11.320000	0	0	0	0	0	0	121	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplf	11.320000	0	0	0	0	0	81	137	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp770	11.280000	0	0	0	0	0	0	163	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr5b	11.280000	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem139	11.280000	0	0	0	0	0	0	128	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54c	11.280000	0	0	0	0	0	0	87	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp54b	11.280000	0	0	0	0	0	0	87	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce1	11.280000	0	0	0	0	0	0	187	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30	11.280000	0	0	0	195	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c3	11.280000	0	0	0	0	0	0	141	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f6	11.280000	0	0	0	0	0	0	141	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gapvd1	11.280000	0	0	0	0	0	0	179	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmc1	11.280000	0	0	0	0	0	0	170	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casq1	11.280000	0	0	0	0	0	137	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp2	11.280000	0	0	0	0	0	0	128	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c3	11.240000	0	0	0	0	0	0	147	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3f3a	11.240000	0	0	0	0	0	0	117	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc5	11.240000	0	0	0	0	0	0	138	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr7	11.200000	0	0	0	0	0	0	177	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp37	11.200000	0	0	0	0	0	0	147	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyn1	11.200000	0	0	0	0	0	0	185	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tac4	11.200000	0	0	0	0	0	131	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pibf1	11.200000	0	0	0	0	0	0	170	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manbal	11.200000	0	0	158	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf2bp1	11.200000	0	0	0	0	0	0	157	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c6	11.200000	0	0	0	0	0	0	159	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo25	11.200000	0	0	0	128	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3c	11.200000	0	0	0	112	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1b	11.200000	0	0	0	0	0	0	109	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dis3	11.200000	0	0	0	0	0	0	170	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddr1	11.200000	0	0	0	0	160	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot9	11.200000	0	0	0	0	0	0	147	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccne1	11.200000	0	0	0	0	0	0	185	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad8	11.200000	0	0	0	0	0	0	185	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Washc3	11.160000	0	0	0	0	0	0	144	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uxs1	11.160000	0	0	0	0	0	0	183	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx7	11.160000	0	0	0	0	0	0	151	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shmt1	11.160000	0	0	0	149	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip4k2a	11.160000	0	0	0	0	0	0	114	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	11.160000	0	0	0	0	0	0	178	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzf1	11.160000	0	0	0	0	0	0	186	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxo3	11.160000	0	0	0	0	0	0	183	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox16	11.160000	0	0	0	0	0	0	184	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfc3h1	11.120000	0	0	0	0	0	0	178	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf1	11.120000	0	0	0	0	0	138	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcc3	11.120000	0	0	0	0	0	0	167	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thap2	11.120000	0	0	0	0	0	0	178	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf11	11.120000	0	0	0	0	0	0	150	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrm1	11.120000	0	0	0	0	0	0	171	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a53	11.120000	0	0	0	0	0	0	77	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sap130	11.120000	0	0	0	104	0	64	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfc1	11.120000	0	0	0	0	0	0	116	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob2	11.120000	0	0	0	0	0	0	105	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc40	11.120000	0	0	0	0	0	0	150	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr19	11.120000	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wiz	11.080000	0	0	0	0	0	0	142	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps18	11.080000	0	0	0	0	0	0	136	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab5a	11.080000	0	0	0	0	0	0	183	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khsrp	11.080000	0	0	0	0	0	182	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insig1	11.080000	0	0	101	83	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccsap	11.080000	0	0	0	0	0	0	167	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp784	11.040000	0	0	0	0	0	0	98	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrra1	11.040000	0	0	0	0	0	0	136	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem134	11.040000	0	0	0	0	0	88	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spcs2	11.040000	0	0	0	0	0	0	136	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3l	11.040000	0	0	0	0	0	106	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa12	11.040000	0	0	0	0	0	0	166	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clns1a	11.040000	0	0	0	0	0	0	157	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccng2	11.040000	0	0	0	0	0	0	112	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammecr1l	11.040000	0	0	0	0	0	0	144	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aip	11.040000	0	0	0	0	0	88	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubb	11.000000	0	0	0	0	0	0	138	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb3	11.000000	0	0	0	0	0	0	146	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx21	11.000000	0	0	0	0	0	0	164	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a1	11.000000	0	0	0	0	131	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoc	11.000000	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad23a	11.000000	0	0	0	0	142	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpn1	11.000000	0	0	0	0	0	0	156	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc2	11.000000	0	0	0	0	0	0	180	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nubp2	11.000000	0	0	0	0	0	0	146	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybl1	11.000000	0	0	0	0	150	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hinfp	11.000000	0	0	0	0	0	0	130	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98b	11.000000	0	0	0	0	0	0	128	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus2	11.000000	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx28	11.000000	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed1	10.960000	0	0	0	0	0	0	147	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasal2	10.960000	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdp1	10.960000	0	0	0	0	0	0	133	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa7	10.960000	0	0	0	0	0	200	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtif3	10.960000	0	0	0	0	0	0	142	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k5	10.960000	0	0	0	0	0	0	120	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gss	10.960000	0	0	0	0	0	0	179	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gba	10.960000	0	0	0	0	0	98	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ganab	10.960000	0	0	0	0	0	0	141	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd6	10.920000	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk36	10.920000	0	0	0	0	0	129	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl22l1	10.920000	0	0	0	0	0	0	158	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf25	10.920000	0	0	0	0	0	129	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm48	10.920000	0	0	0	0	0	0	136	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla8	10.920000	0	0	0	0	0	123	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex1	10.920000	0	0	0	0	0	0	136	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc19	10.920000	0	0	0	0	0	0	153	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg2a	10.920000	0	0	0	0	0	0	150	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap2a1	10.920000	0	0	0	0	0	0	153	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym4	10.880000	0	0	0	0	0	0	155	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urod	10.880000	0	0	0	0	0	0	104	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf13	10.880000	0	0	0	0	0	0	127	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp3	10.880000	0	0	0	0	0	0	127	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcid2	10.880000	0	0	0	0	0	0	171	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marchf7	10.880000	0	0	0	0	0	0	161	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk9	10.880000	0	0	0	0	0	0	156	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd3	10.880000	0	0	0	0	0	0	104	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam8a1	10.880000	0	0	0	0	0	0	131	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul4a	10.880000	0	0	0	0	0	0	171	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq9	10.880000	0	0	0	0	0	0	202	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciapin1	10.880000	0	0	0	0	0	0	202	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmt2	10.880000	0	0	0	0	0	162	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aopep	10.880000	0	0	0	0	0	0	144	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zranb3	10.840000	0	0	0	0	0	0	167	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb8os	10.840000	0	0	0	0	0	0	158	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrn1	10.840000	0	0	0	0	0	0	108	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp30	10.840000	0	0	0	0	0	0	144	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl2	10.840000	0	0	0	0	0	73	113	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp4	10.840000	0	0	0	0	0	0	158	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3hdm1	10.840000	0	0	0	0	0	0	167	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigw	10.840000	0	128	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex7	10.840000	0	0	0	0	0	0	98	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo19	10.840000	0	128	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exo5	10.840000	0	0	0	0	0	0	176	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx37	10.840000	0	0	0	0	0	0	152	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn1a	10.840000	0	138	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnyl1	10.840000	0	0	0	0	0	0	133	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abraxas2	10.840000	0	0	0	0	0	0	185	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vipas39	10.800000	0	0	0	0	0	118	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp23	10.800000	0	0	0	0	0	0	142	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
