Target_genes	Tcf3|Average	SRX1568859|B_cells	SRX1568860|B_cells	SRX1568861|B_cells	SRX1568862|B_cells	SRX1568867|B_cells	SRX1568868|B_cells	SRX142528|C2C12	SRX2348473|CD4_CD8_double_positive_cells	SRX1080393|Embryoid_Bodies	SRX9599934|Embryonic_liver	SRX9599937|Embryonic_liver	SRX9599940|Embryonic_liver	SRX9641189|EpiLC	SRX9641190|EpiLC	SRX9641191|EpiLC	SRX9641202|EpiLC	SRX9641203|EpiLC	SRX9641204|EpiLC	SRX9641218|EpiLC	SRX9641219|EpiLC	SRX9641220|EpiLC	SRX003870|ES_cells	SRX003871|ES_cells	SRX1080398|ES_cells	SRX3581842|ES_cells	SRX3581843|ES_cells	SRX9641170|ES_cells	SRX9641171|ES_cells	SRX9641172|ES_cells	SRX1117081|HAFTL	SRX1117082|HAFTL	SRX1117083|HAFTL	SRX1117084|HAFTL	SRX1117085|HAFTL	SRX323583|Hair_follicle_stem_cells	SRX7821127|Hematopoietic_progenitors	SRX7821128|Hematopoietic_progenitors	SRX7821129|Hematopoietic_progenitors	SRX310197|HPC-7	SRX3771849|Liver	SRX3771850|Liver	SRX310199|Mast_Cells	SRX150191|Myoblasts	SRX2348475|Natural_Killer_T-Cells	SRX2254825|Neural_Stem_Cells	SRX3195760|Neural_Stem_Cells	SRX3195761|Neural_Stem_Cells	SRX3195762|Neural_Stem_Cells	SRX3195763|Neural_Stem_Cells	SRX2162538|Pre-B_cells	SRX2162541|Pre-B_cells	SRX2162560|Pre-B_cells	SRX3868861|Pre-B_cells	SRX3868862|Pre-B_cells	SRX021889|Pro-B_cells	SRX021890|Pro-B_cells	SRX082175|Thymocytes	SRX082176|Thymocytes	SRX021893|T_cells	SRX1568863|Unclassified	SRX1568864|Unclassified	SRX1568865|Unclassified	SRX1568866|Unclassified	STRING
Fes	32.301587	453	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	151	0	0	0	134	0	0	0	0	0	0	0	208	0	0	0	250	198	0	0	0	208	0	156	0	0
Dtnb	32.301587	183	0	182	0	0	0	0	117	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	117	0	0	0	0	88	0	0	381	0	0	0	0	0	0	0	0	0	0	155	0	0
Snx32	32.285714	341	0	0	0	116	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	150	99	0	0	0	0	0	0	0	0	362	0	348	102	0
Lrrtm3	32.285714	0	0	0	0	0	0	0	0	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	32.285714	220	0	0	0	0	0	0	210	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	497	0	257	242	0
Bcl9l	32.285714	0	0	0	0	0	0	0	114	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	142	0	0	0	209	0	0	0	109	0	0	0	143	0	212	0	316	455	0	0	0	0	0	0	0	0	0	0	0	0
Sos1	32.269841	0	0	189	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	118	92	0	0	0	0	0	0	0	0	0	174	0	0	0	92	0	0	0	84	0	0	0	241	0	0	0	116	0	0	0	0	0	0	166	0	0
Ppm1m	32.269841	460	0	336	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	164	0	333	0	0
Man2b2	32.269841	213	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	150	494	0	0	0	0	0	0	0	0	130	0	276	0	0
Eif2s1	32.269841	111	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	307	408	0	0	0	0	0	0	0	0	113	0	0	0	136	0	0	0	127	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbs2	32.269841	169	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	199	0	0	0	132	143	135	0	400	0	0	0	0	0	0	0	0	180	0	208	0	0
Atp6v1d	32.269841	111	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	307	408	0	0	0	0	0	0	0	0	113	0	0	0	136	0	0	0	127	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfk	32.222222	242	0	0	0	0	0	148	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	103	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	122	0	0	0	0	0	0	145	265	0	0	0	0	0	0	0	0	157	0	188	0	0
Klhdc2	32.222222	156	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	361	0	0	0	0	96	0	0	759	0	0	0	0	0	0	0	0	0	0	0	0	0
Fign	32.206349	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724	223	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp1	32.206349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	0	0	0	0	0	0	0	0	0	0	0	0
Tgm3	32.190476	0	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relt	32.190476	175	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	149	321	185	192	0	354	0	0	0	0	0	0	0	0	0	0	115	0	0
Tmem51	32.174603	173	0	0	0	0	0	0	846	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	173	128	0	0	0	0	0	0	0	0
Rbm5	32.174603	162	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	375	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	133	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	249	0	242	0	0
Mtap	32.174603	372	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	185	143	87	0	0	0	0	0	0	0	140	0	158	0	0
Grm2	32.174603	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnal4	32.174603	208	0	0	0	0	0	121	229	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	195	0	0	0	115	69	0	0	230	0	0	0	0	0	0	0	0	168	0	227	91	0
Dhodh	32.174603	250	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	114	356	0	0	0	0	0	0	0	0	193	0	235	0	0
Adam10	32.174603	219	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	125	0	0	0	0	0	0	85	513	0	0	0	0	0	0	0	0	156	0	217	0	0
Tagap1	32.158730	172	0	0	0	0	0	167	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	95	0	0	0	429	0	0	0	0	0	0	0	119	0	0	0	178	0	0	0	0	139	0	321	0	0
Naa30	32.158730	207	0	0	0	0	0	0	128	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	102	66	0	135	0	0	0	0	0	0	0	0	135	0	178	0	0
Dhx9	32.158730	0	0	131	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	136	0	0	0	0	0	0	0	454	0	589	170	0	0	0	0	0	0	0	0	0	0
Cfh	32.158730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	1454	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ate1	32.158730	130	0	0	0	0	0	149	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	174	0	0	0	0	83	91	0	612	0	0	0	0	0	0	0	0	92	0	143	0	0
Myof	32.142857	0	0	0	0	0	0	851	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lbhd1	32.142857	294	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	137	441	0	108	0	122	0	0	0	0	112	0	299	0	0
Hlx	32.142857	483	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	164	0	90	0	0	0	0	0	198	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0
Bsn	32.142857	95	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	0	0	108	126	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugcg	32.126984	159	0	0	0	0	0	91	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	255	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	175	0	0	0	0	0	131	176	0	0	0	0	0	0	0	110	0	179	0	0
Tmem139	32.126984	207	0	74	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	191	0	164	0	0
Prnp	32.126984	0	0	0	0	0	0	298	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	310	0	0	0	0	0	0	0	127	265	0	0	0	0	0	0	0	0	0	0	0	0
Prn	32.126984	0	0	0	0	0	0	298	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	310	0	0	0	0	0	0	0	127	265	0	0	0	0	0	0	0	0	0	0	0	0
Midn	32.126984	152	0	0	0	0	0	167	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	131	0	0	0	194	155	85	274	87	0	174	0	0	0	0	0	0	0	0	115	0	0
Casp2	32.126984	207	0	74	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	191	0	164	0	0
Zfp213	32.111111	249	0	0	0	173	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	597	0	0	0	0	0	0	0	0	150	0	332	0	0
Trdmt1	32.111111	0	0	0	0	0	0	114	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	588	0	0	0	94	141	64	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebag9	32.111111	225	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	197	214	154	0	194	0	0	0	0	0	0	0	0	291	0	185	0	0
Dusp14	32.111111	400	0	157	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	213	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	110	0	0	0	0	0	0	0	0	0	0	0	228	0	189	0	0
Zdhhc9	32.095238	267	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	118	0	152	0	0	0	0	0	0	0	0	0	259	0	306	0	0
Vps50	32.095238	429	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	158	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	227	0	376	114	0
Tcim	32.079365	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	503	770	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmvk	32.079365	105	0	0	0	0	0	0	839	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	160	225	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Baz1a	32.079365	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	250	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	103	0	0	132	351	0	0	0	0	0	0	0	0	0	0	0	0
Tk2	32.063492	331	0	225	0	83	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	96	0	0	0	0	294	0	413	0	0
Stk10	32.063492	361	0	152	0	91	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	105	0	0	0	0	0	0	0	0	342	0	325	0	0
Lipt2	32.063492	143	0	0	0	0	0	119	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	250	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	177	0	0	0	0	0	72	0	247	0	0	0	0	0	0	0	0	127	0	180	0	0
Cklf	32.063492	331	0	225	0	83	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	96	0	0	0	0	294	0	413	0	0
Aurkb	32.047619	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	156	0	0	153	0	0	0	0	501	0	0	0	272	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf4	32.031746	252	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	140	195	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	144	0	268	0	0
Adsl	32.031746	161	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	145	0	77	0	0	0	0	0	0	0	0	0	148	0	0	0	0	243	110	0	608	0	0	0	0	0	0	0	0	109	0	159	0	0
Opa3	32.015873	118	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	98	92	0	0	0	0	0	0	0	87	0	0	0	130	0	0	0	150	148	119	0	91	351	0	0	0	0	0	0	0	105	0	98	0	0
Epor	32.015873	0	0	0	0	0	0	181	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Emc9	32.015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	568	119	252	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf8	31.984127	0	0	0	0	0	0	0	0	1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg1	31.984127	0	0	0	0	0	0	235	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	237	248	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	223	0	0	0	157	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif23	31.968254	437	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	121	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	199	0	217	0	0
Golga4	31.968254	224	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	157	0	0	0	158	319	251	0	208	0	0	0	0	0	0	0	0	0	0	223	0	0
Ascl4	31.968254	407	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	167	0	0	0	0	0	0	0	152	0	266	0	0
Selenop	31.952381	373	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	177	253	203	102	0	256	0	0	0	0	0	0	0	91	0	126	0	0
Prcp	31.952381	195	0	227	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	89	152	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	96	0	0	0	0	140	100	0	0	0	0	0	0	0	0	0	0	221	0	252	0	0
Dgcr8	31.952381	228	0	147	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	173	236	141	0	256	0	0	0	0	0	0	0	0	0	0	200	0	0
Ddias	31.952381	195	0	227	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	89	152	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	96	0	0	0	0	140	100	0	0	0	0	0	0	0	0	0	0	221	0	252	0	0
Usp44	31.936508	139	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	280	291	0	257	236	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb5	31.936508	108	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	87	0	0	0	167	0	0	0	242	0	0	0	90	107	118	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl47	31.936508	108	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	87	0	0	0	167	0	0	0	242	0	0	0	90	107	118	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrg2	31.920635	197	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	262	0	0
Nosip	31.920635	197	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	262	0	0
Nkain3	31.920635	201	0	114	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	99	0	115	258	101	0	0	0	0	0	0	0	93	0	0	0	0
Alad	31.920635	173	0	0	0	107	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	183	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	212	0	254	0	0
Stard7	31.904762	230	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	277	201	0	229	166	0	0	0	0	0	0	0	0	0	0	0	0	0	121	129	0	149	0	0	0	0	0	0	146	0	0	0	106	0	0
Pdcd11	31.904762	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	266	148	210	299	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	206	0	0	0	0	0	0	0
Foxd4	31.904762	0	0	0	0	0	0	0	0	1346	0	0	0	0	81	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5md	31.904762	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	266	148	210	299	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	206	0	0	0	0	0	0	0
Rpl11	31.888889	154	0	0	0	174	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	148	0	174	0	0	0	0	0	601	0	0	0	0	0	0	0	0	142	0	220	0	0
Lrrc58	31.888889	114	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	136	0	0	0	0	0	0	0	255	0	411	0	0	0	0	0	0	0	0	126	0	0
Vps54	31.873016	183	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	202	147	109	316	177	0	0	0	101	0	0	0	0	0	0	210	0	0
Psmb7	31.873016	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	149	193	148	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	145	201	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0
Micu2	31.873016	306	0	185	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	154	0	223	0	0
Lrrc3c	31.873016	0	0	0	0	0	0	802	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	180	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Gm45521	31.873016	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	89	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	158	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan10	31.857143	186	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	434	0	0	0	0	0	0	0	390	0	116	0	0	0	0	0	0	0	0	119	0	0
Nsun3	31.857143	197	0	0	0	0	0	50	162	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	102	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0	163	0	177	0	0
Nploc4	31.857143	186	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	434	0	0	0	0	0	0	0	390	0	116	0	0	0	0	0	0	0	0	119	0	0
Mad2l1bp	31.857143	226	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	298	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	125	0	0	0	0	0	0	0	387	0	200	0	0	0	0	0	0	0	0	157	0	0
Lsm6	31.857143	197	0	74	0	79	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	128	0	0	0	167	120	104	0	99	81	0	0	0	0	0	0	0	0	0	198	0	0
Ephb3	31.857143	112	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	200	0	0	0	0	0	0	185	0	0	0	0	138	0	0	0	0	0	187	0	0	0	0	0	0	0	175	0	0	0	165	85	107	0	0	0	0	0	0	0	0	0	0	207	0	172	0	0
Cdkl2	31.857143	138	0	0	0	0	0	111	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	115	0	148	0	0
Tsr1	31.841270	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	294	122	0	351	0	0	0	0	0	0	0	0	0	0	93	0	0
