Target_genes	Stat5b|Average	SRX3067395|CD4+_T_cells	SRX3067396|CD4+_T_cells	SRX3067405|CD4+_T_cells	SRX3067406|CD4+_T_cells	SRX3067407|CD4+_T_cells	SRX3067408|CD4+_T_cells	SRX3067401|CD8+_T_cells	SRX3067402|CD8+_T_cells	SRX041331|Dendritic_Cells	SRX041332|Dendritic_Cells	SRX041333|Dendritic_Cells	SRX187509|Mammary_cells	SRX187514|Mammary_cells	SRX3006598|Spleen	SRX3006599|Spleen	SRX3006600|Spleen	SRX3006601|Spleen	SRX041281|Th1_Cells	SRX191131|Th9	SRX353400|Th9	SRX353401|Th9	SRX353404|Th9	SRX353405|Th9	SRX041284|T_cells	SRX041285|T_cells	SRX132013|T_cells	SRX132016|T_cells	SRX132019|T_cells	SRX132022|T_cells	STRING
Gatad2a	12.241379	0	0	0	106	0	135	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fars2	12.241379	0	0	0	163	0	88	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkz	12.241379	0	0	0	143	0	70	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap97	12.241379	0	0	0	179	0	60	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
Aggf1	12.241379	0	0	0	103	0	126	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk38l	12.206897	0	0	0	145	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf3	12.206897	0	0	0	98	0	83	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lats1	12.206897	0	0	0	249	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1ar	12.206897	0	0	0	116	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Abi2	12.206897	0	0	0	139	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wasf2	12.172414	0	0	0	114	0	107	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a10	12.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0
Rest	12.172414	0	0	0	0	0	0	0	0	0	247	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppia	12.172414	0	232	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pklr	12.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	168	0	0	0
Olr1	12.172414	0	0	0	0	0	0	0	0	0	253	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl23	12.172414	0	0	0	136	0	82	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Klhl8	12.172414	0	0	0	194	0	75	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem2	12.172414	0	0	0	124	0	115	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
Coq10b	12.172414	0	0	0	123	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basp1	12.172414	0	0	0	0	0	0	0	0	0	189	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bahcc1	12.172414	0	0	0	0	0	0	0	0	0	234	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aasdh	12.172414	0	0	0	138	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
Uba6	12.137931	0	0	0	204	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpd52l2	12.137931	0	0	0	114	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slk	12.137931	0	0	0	95	0	100	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl12	12.137931	0	0	0	85	0	95	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rap1gap2	12.137931	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	133	0
Mlh1	12.137931	0	186	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrsam1	12.137931	0	0	0	85	0	95	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iffo2	12.137931	0	0	0	0	0	0	0	0	0	211	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eya2	12.137931	0	0	0	0	0	0	0	0	0	0	0	211	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epm2aip1	12.137931	0	186	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf15	12.103448	0	0	0	187	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggps1	12.103448	0	0	0	0	0	0	0	0	0	247	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryl1	12.103448	0	0	0	140	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid4b	12.103448	0	0	0	0	0	0	0	0	0	247	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc3	12.068966	0	0	128	113	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps14	12.068966	0	0	0	90	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Rpl34-ps1	12.068966	0	0	0	97	0	158	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
Rpl34	12.068966	0	0	0	97	0	158	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
L3hypdh	12.068966	0	0	0	0	179	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jkamp	12.068966	0	0	0	0	179	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flvcr1	12.068966	0	0	0	85	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem115	12.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	183	0	0	0	0	0	0	0
Tacstd2	12.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt6	12.034483	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Gtf2h2	12.034483	0	0	107	118	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdrt4	12.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad12	12.034483	0	0	0	103	0	115	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
3110082I17Rik	12.034483	0	0	0	75	0	179	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
Tbl1x	12.000000	0	152	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scpep1	12.000000	0	0	0	0	0	0	0	0	0	191	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prcp	12.000000	0	0	0	0	0	0	0	0	0	215	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl14	12.000000	0	0	0	159	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddias	12.000000	0	0	0	0	0	0	0	0	0	215	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd22	12.000000	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh2	11.965517	0	0	111	134	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a	11.965517	0	0	0	109	0	0	0	0	0	108	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl17	11.965517	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0
Mmaa	11.965517	0	0	0	112	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Iqcg	11.965517	0	0	0	109	0	0	0	0	0	108	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints4	11.965517	0	0	0	107	137	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
Gucy1a1	11.965517	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Fam222b	11.965517	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam185a	11.965517	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0
Cd5	11.965517	0	0	0	0	0	0	0	0	0	199	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc146	11.965517	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0
Acvr2a	11.965517	0	0	0	97	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr93	11.931034	0	0	0	74	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ushbp1	11.931034	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	120	0	0	0	0	0	0	0	0
Tacc2	11.931034	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigc	11.931034	0	0	0	106	0	127	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex11a	11.931034	0	0	0	74	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx9	11.931034	0	0	0	128	0	132	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspp1	11.931034	0	0	0	216	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops5	11.931034	0	0	0	216	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Babam1	11.931034	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	120	0	0	0	0	0	0	0	0
Alx4	11.931034	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp532	11.896552	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr89	11.896552	0	0	0	0	78	141	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc4	11.896552	0	0	255	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5800	11.896552	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrla	11.896552	0	0	0	0	0	0	0	0	0	235	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan21	11.862069	0	0	0	248	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr2	11.862069	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppa1	11.862069	0	0	0	93	141	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plin2	11.862069	0	0	0	0	0	0	0	0	0	158	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marchf7	11.862069	0	0	0	194	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx4	11.862069	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef10l	11.862069	0	0	0	0	0	0	0	0	0	162	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeb2	11.827586	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2i	11.827586	0	0	0	167	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco5a1	11.827586	0	0	0	0	0	0	0	0	0	209	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nelfa	11.827586	0	0	0	142	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
Kdm6a	11.827586	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi5	11.827586	0	0	0	0	0	0	0	0	0	226	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtd1	11.827586	0	0	0	162	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Anapc1	11.827586	0	0	0	81	133	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c3	11.793103	0	0	0	182	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcp1b	11.793103	0	0	0	187	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep350	11.793103	0	116	0	97	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mien1	11.758621	0	0	0	142	0	71	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Leng9	11.758621	0	219	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbx	11.758621	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adig	11.758621	0	0	0	0	0	0	0	0	0	0	0	182	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase10	11.724138	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh14	11.724138	0	0	0	138	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prepl	11.724138	0	0	101	117	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps35	11.724138	0	0	83	133	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam53b	11.724138	0	0	0	139	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Ezr	11.724138	0	0	0	0	0	0	0	0	0	232	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camkmt	11.724138	0	0	101	117	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp8b4	11.724138	0	0	0	0	0	0	0	0	0	198	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	11.724138	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Trim14	11.689655	0	0	0	166	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napa	11.689655	0	93	0	101	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morc3	11.689655	0	0	0	128	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Med30	11.689655	0	0	0	0	0	157	0	0	0	114	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emc2	11.689655	0	0	0	85	0	0	0	0	0	125	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc73	11.689655	0	0	0	162	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc57	11.689655	0	0	0	257	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbs10	11.689655	0	0	0	131	0	122	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0
Arhgdib	11.689655	0	0	0	0	0	0	0	0	0	238	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm3	11.655172	0	0	0	0	0	0	0	0	0	0	0	160	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rybp	11.655172	0	264	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pld4	11.655172	0	0	0	0	0	0	0	0	0	248	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndfip2	11.655172	0	0	150	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napepld	11.655172	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
Mrpl34	11.655172	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0
Klf3	11.655172	0	115	0	91	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dda1	11.655172	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0
Cpne2	11.655172	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccno	11.655172	0	0	0	113	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0
Abhd8	11.655172	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0
Tspan31	11.620690	0	0	0	0	0	0	0	0	0	229	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsbn1l	11.620690	0	0	0	0	0	0	0	0	0	187	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nip7	11.620690	0	0	0	0	0	0	0	0	0	143	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mansc4	11.620690	0	153	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cog8	11.620690	0	0	0	0	0	0	0	0	0	143	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osgep	11.586207	0	0	0	102	0	132	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14b	11.586207	0	0	0	99	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herpud2	11.586207	0	0	0	216	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gba	11.586207	0	0	0	0	0	0	0	0	0	0	0	213	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apex1	11.586207	0	0	0	102	0	132	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Ago4	11.586207	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan10	11.551724	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp13	11.551724	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veph1	11.551724	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map11	11.551724	0	0	0	0	0	179	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjb1	11.551724	0	0	0	0	0	0	0	0	0	0	0	246	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp382	11.517241	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp319	11.517241	0	0	0	0	222	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usb1	11.517241	0	0	0	0	222	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr7	11.517241	0	0	106	125	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpgs2	11.517241	0	0	0	124	0	98	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex38	11.517241	0	0	0	207	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf5	11.517241	0	0	0	0	0	0	0	0	0	187	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsa2	11.517241	0	0	117	111	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katnbl1	11.517241	0	0	0	226	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gon7	11.517241	0	0	106	125	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20604	11.517241	0	0	106	125	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfm2	11.517241	0	0	117	111	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Far1	11.517241	0	0	0	100	0	128	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f2	11.517241	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atpaf1	11.517241	0	0	0	207	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat1	11.517241	0	0	0	0	0	0	0	0	0	187	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW554918	11.517241	0	0	0	124	0	98	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex264	11.482759	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps27l	11.482759	0	0	0	107	0	111	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab1a	11.482759	0	0	0	164	0	81	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmg1	11.482759	0	0	62	123	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pink1	11.482759	0	0	0	79	0	131	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Mylip	11.482759	0	0	0	237	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm1	11.482759	0	0	0	0	0	0	0	0	0	121	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpf1	11.482759	0	0	0	119	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fh1	11.482759	0	0	0	211	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox20	11.482759	0	0	0	194	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chic2	11.482759	0	0	0	130	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Anapc10	11.482759	0	0	88	148	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abce1	11.482759	0	0	88	148	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp23	11.448276	0	0	0	0	0	0	0	0	0	212	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTO1	11.448276	0	0	162	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
Ifna5	11.448276	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna4	11.448276	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eogt	11.448276	0	0	0	99	0	0	0	0	0	145	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csrp1	11.448276	0	0	0	0	74	0	0	0	0	163	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl22l1	11.413793	0	0	0	186	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpc3	11.413793	0	0	0	206	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab8a	11.413793	0	0	0	204	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigv	11.413793	0	0	0	0	0	0	0	0	0	137	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
