Target_genes	Maf|Average	SRX17133649|Skeletal_muscle	SRX17133650|Skeletal_muscle	SRX187203|Th0	SRX187204|Th17_Cells	SRX187205|Th17_Cells	SRX187206|Th17_Cells	SRX288145|Th17_Cells	SRX288146|Th17_Cells	STRING
Cabp4	41.750000	0	0	0	0	0	0	186	148	0
Bbs4	41.750000	0	0	0	174	160	0	0	0	0
Srsf7	41.625000	0	0	0	153	180	0	0	0	0
Mbd3	41.625000	0	0	0	223	110	0	0	0	0
Lrrc59	41.625000	0	0	0	154	179	0	0	0	0
Dennd4c	41.625000	0	0	0	124	0	0	68	141	0
Vps28	41.500000	0	0	0	147	185	0	0	0	0
Tmem251	41.500000	0	0	0	0	0	0	137	195	0
Taf13	41.500000	0	0	0	163	169	0	0	0	0
Nedd4	41.500000	0	140	0	108	84	0	0	0	0
Moap1	41.500000	0	0	0	0	0	0	137	195	0
Man2a2	41.500000	0	0	0	0	63	0	117	152	0
Cdc42se2	41.500000	0	0	0	188	144	0	0	0	0
Ccnyl1	41.500000	0	0	0	90	242	0	0	0	0
Ahctf1	41.500000	0	0	0	0	141	0	191	0	0
Snx18	41.375000	0	0	0	97	151	0	0	83	0
Megf8	41.375000	0	0	0	91	145	0	95	0	0
Itpripl1	41.375000	0	0	0	167	164	0	0	0	0
Clip2	41.375000	0	0	0	0	117	0	0	214	0
Ndufv2	41.250000	0	0	0	231	99	0	0	0	0
Mdm2	41.250000	0	0	0	92	98	0	140	0	0
Peli2	41.125000	0	0	0	0	0	0	168	161	0
Lsg1	41.125000	0	0	0	81	81	0	167	0	0
Zhx2	41.000000	0	0	0	0	0	0	153	175	0
Scaper	41.000000	0	0	0	0	157	0	171	0	0
Plcd4	41.000000	0	114	0	109	105	0	0	0	0
Cdc42	41.000000	0	0	0	0	84	0	120	124	0
Zfp97	40.875000	0	0	0	182	145	0	0	0	0
Lrrc20	40.875000	0	0	0	0	0	0	173	154	0
Ctf1	40.875000	0	0	0	0	0	0	166	161	0
Bcl7c	40.875000	0	0	0	0	0	0	166	161	0
Xndc1	40.750000	0	100	0	101	125	0	0	0	0
Rnf121	40.750000	0	100	0	101	125	0	0	0	0
Gnpda2	40.750000	0	0	0	0	191	0	135	0	0
Gbe1	40.750000	0	0	0	0	0	0	145	181	0
Cwc25	40.750000	0	0	0	152	174	0	0	0	0
Tmem256	40.625000	0	0	0	156	169	0	0	0	0
Smg9	40.625000	0	0	0	0	0	0	146	179	0
S100a5	40.625000	0	0	0	110	109	0	106	0	0
S100a4	40.625000	0	0	0	110	109	0	106	0	0
Nlgn2	40.625000	0	0	0	156	169	0	0	0	0
Fam120b	40.625000	0	0	0	0	111	0	122	92	0
Dynlrb2	40.625000	0	0	0	75	139	0	111	0	0
Dhx58	40.625000	0	0	0	115	0	0	121	89	0
Cuedc1	40.625000	0	0	0	140	185	0	0	0	0
Zfp81	40.500000	0	0	0	168	156	0	0	0	0
Ubr3	40.500000	0	0	0	121	203	0	0	0	0
Pon2	40.500000	0	0	0	0	0	0	234	90	0
Otud6b	40.500000	0	124	0	0	113	0	0	87	0
Krt12	40.500000	0	0	0	128	0	0	80	116	0
Ipp	40.500000	0	0	0	129	195	0	0	0	0
Fbxo43	40.500000	0	0	0	124	0	0	200	0	0
Ythdf2	40.375000	0	0	0	119	204	0	0	0	0
Saysd1	40.375000	0	0	0	120	122	0	81	0	0
Gm5767	40.375000	0	0	0	147	176	0	0	0	0
Cfap126	40.375000	0	0	0	114	122	0	0	87	0
B3gnt2	40.375000	0	0	0	102	98	0	0	123	0
Bcl2l2	40.250000	0	0	0	117	113	0	92	0	0
Vps51	40.125000	0	0	0	169	152	0	0	0	0
Trim9	40.125000	0	0	0	0	0	0	185	136	0
Sypl	40.125000	0	0	0	124	197	0	0	0	0
Rabac1	40.125000	0	0	0	0	0	0	193	128	0
Pkhd1	40.125000	0	0	0	0	0	0	175	146	0
Osbpl8	40.125000	0	0	0	128	92	0	101	0	0
Tap2	40.000000	0	0	0	147	173	0	0	0	0
Snw1	40.000000	0	0	0	182	138	0	0	0	0
Rab27a	40.000000	0	0	0	144	176	0	0	0	0
Xaf1	39.875000	0	0	0	0	125	0	104	90	0
Ube2o	39.875000	0	0	0	0	0	0	161	158	0
Afmid	39.875000	0	0	0	0	0	0	207	112	0
Ptch1	39.750000	0	0	0	0	151	0	0	167	0
Pet117	39.750000	0	0	0	148	170	0	0	0	0
Nfkbie	39.750000	0	0	0	0	0	0	178	140	0
Kat14	39.750000	0	0	0	148	170	0	0	0	0
Jazf1	39.750000	0	0	0	191	127	0	0	0	0
H2bc13	39.750000	0	0	0	142	176	0	0	0	0
H2ac13	39.750000	0	0	0	142	176	0	0	0	0
Gpsm2	39.750000	0	0	0	130	108	0	80	0	0
Nras	39.625000	0	0	0	175	142	0	0	0	0
Fbxo48	39.625000	0	0	0	137	180	0	0	0	0
Zfp827	39.500000	0	0	0	93	223	0	0	0	0
Usp16	39.500000	0	0	0	119	197	0	0	0	0
Tent4b	39.500000	0	0	0	169	147	0	0	0	0
Pdpn	39.500000	0	0	0	0	0	0	156	160	0
Opa3	39.500000	0	0	0	105	88	0	0	123	0
Nop53	39.500000	0	0	0	77	103	0	0	136	0
Ngly1	39.500000	0	0	0	135	181	0	0	0	0
Atg16l2	39.500000	0	0	0	171	145	0	0	0	0
Zfp280b	39.375000	0	0	0	114	201	0	0	0	0
Trip4	39.375000	0	0	0	122	74	0	119	0	0
Sfpq	39.375000	0	0	0	162	153	0	0	0	0
Rnf19a	39.375000	0	0	0	0	0	0	143	172	0
Ccl27a	39.375000	0	0	0	0	102	0	92	121	0
Zcwpw2	39.250000	0	0	0	102	129	0	83	0	0
Tnfaip1	39.250000	0	0	0	0	0	0	199	115	0
Relch	39.250000	0	0	0	0	140	0	0	174	0
Pxmp2	39.250000	0	0	0	149	165	0	0	0	0
Pole	39.250000	0	0	0	149	165	0	0	0	0
Pign	39.250000	0	0	0	0	140	0	0	174	0
Ift20	39.250000	0	0	0	0	0	0	199	115	0
Hsd17b12	39.250000	0	0	0	135	0	0	0	179	0
Gimap1	39.250000	0	0	0	83	132	0	99	0	0
Azi2	39.250000	0	0	0	102	129	0	83	0	0
Tspyl3	39.125000	0	0	0	0	0	0	142	171	0
Sparcl1	39.125000	0	0	0	128	185	0	0	0	0
Shmt2	39.125000	0	0	0	175	138	0	0	0	0
Fadd	39.125000	0	0	0	0	135	0	65	113	0
Dzip3	39.125000	0	0	0	184	0	0	129	0	0
Cip2a	39.125000	0	0	0	184	0	0	129	0	0
Rnf222	39.000000	0	0	0	0	0	0	173	139	0
Pex3	39.000000	0	0	0	154	0	0	0	158	0
Pelo	39.000000	0	0	0	166	146	0	0	0	0
Nup54	39.000000	0	0	0	123	189	0	0	0	0
Klhl20	39.000000	0	0	0	0	197	0	0	115	0
Ippk	39.000000	0	0	0	0	104	0	208	0	0
Adat2	39.000000	0	0	0	154	0	0	0	158	0
Zfp235	38.875000	0	0	0	0	0	0	116	195	0
Scfd2	38.875000	0	0	0	161	150	0	0	0	0
Prkce	38.875000	0	0	0	146	165	0	0	0	0
Lin54	38.875000	0	0	0	0	105	0	0	206	0
Hsd17b6	38.875000	0	0	0	97	214	0	0	0	0
Fundc2	38.875000	0	0	0	138	173	0	0	0	0
Fip1l1	38.875000	0	0	0	161	150	0	0	0	0
Derl1	38.875000	0	0	0	0	0	0	140	171	0
Adss	38.875000	0	0	0	168	143	0	0	0	0
Wdfy3	38.750000	0	0	0	159	151	0	0	0	0
Txndc5	38.750000	0	195	0	0	115	0	0	0	0
Tmem29	38.750000	0	0	0	0	310	0	0	0	0
Spsb2	38.750000	0	153	0	0	157	0	0	0	0
Sox8	38.750000	0	0	0	146	164	0	0	0	0
Pigt	38.750000	0	0	0	164	146	0	0	0	0
Ms4a4d	38.750000	0	0	0	195	0	0	115	0	0
Gm13283	38.750000	0	0	0	120	190	0	0	0	0
Fam53c	38.750000	0	0	0	116	194	0	0	0	0
Ell3	38.750000	0	0	0	122	188	0	0	0	0
Clpp	38.750000	0	0	0	127	0	0	183	0	0
BC052040	38.750000	0	0	0	134	176	0	0	0	0
Tbc1d10b	38.500000	0	0	0	0	0	0	95	213	0
Stard3	38.500000	0	0	0	0	0	0	167	141	0
Slc23a2	38.500000	0	0	0	220	88	0	0	0	0
Mylpf	38.500000	0	0	0	0	0	0	95	213	0
Lamp1	38.500000	0	0	0	151	157	0	0	0	0
Itpr1	38.500000	0	0	0	162	146	0	0	0	0
Gm13272	38.500000	0	0	0	0	154	0	154	0	0
Ddx5	38.500000	0	0	0	133	175	0	0	0	0
Cep95	38.500000	0	0	0	133	175	0	0	0	0
Spata45	38.375000	0	0	0	82	120	0	105	0	0
Klf6	38.375000	0	0	0	98	117	0	92	0	0
Fbxo46	38.375000	0	0	0	0	0	0	213	94	0
Bhmg1	38.375000	0	0	0	0	0	0	213	94	0
Noc3l	38.250000	0	0	0	178	128	0	0	0	0
Fmnl2	38.250000	0	0	0	0	125	0	181	0	0
Fchsd1	38.250000	0	0	0	160	146	0	0	0	0
Eid3	38.250000	0	0	0	0	0	0	108	198	0
Cdca8	38.250000	0	0	0	0	0	0	115	191	0
9930104L06Rik	38.250000	0	0	0	0	0	0	115	191	0
Hsp90ab1	38.125000	0	0	0	178	127	0	0	0	0
Egln3	38.125000	0	0	0	0	0	0	110	195	0
Tjp1	38.000000	0	0	0	91	213	0	0	0	0
Spata13	38.000000	0	0	0	0	110	0	0	194	0
H4f16	38.000000	0	0	0	104	116	0	84	0	0
H2aj	38.000000	0	0	0	104	116	0	84	0	0
Gm13277	38.000000	0	0	0	158	0	0	0	146	0
Cyb5b	38.000000	0	0	0	0	0	0	132	172	0
Crybb1	38.000000	0	304	0	0	0	0	0	0	0
Cryba4	38.000000	0	304	0	0	0	0	0	0	0
Agbl1	38.000000	0	0	0	0	0	0	132	172	0
Tubb3	37.875000	0	0	0	147	156	0	0	0	0
Ppm1m	37.875000	0	0	0	0	0	0	204	99	0
Mc1r	37.875000	0	0	0	147	156	0	0	0	0
Map3k13	37.875000	0	0	0	98	108	0	97	0	0
Gm13276	37.875000	0	0	0	158	145	0	0	0	0
Gba	37.875000	0	0	0	0	151	0	0	152	0
Actb	37.875000	0	0	0	102	201	0	0	0	0
Slc25a42	37.750000	0	0	0	150	152	0	0	0	0
Pnrc2	37.750000	0	0	0	129	173	0	0	0	0
Drg2	37.750000	0	0	0	88	214	0	0	0	0
Cmip	37.750000	0	0	0	140	0	0	162	0	0
Tbcel	37.625000	0	0	0	0	0	0	140	161	0
Sdhaf1	37.625000	0	0	0	91	110	0	100	0	0
Ptger4	37.625000	0	0	0	0	115	0	0	186	0
Ncoa3	37.625000	0	0	0	147	154	0	0	0	0
1700011L22Rik	37.625000	0	0	0	134	167	0	0	0	0
Sec24a	37.500000	0	0	0	173	127	0	0	0	0
Cops4	37.500000	0	0	0	171	129	0	0	0	0
Acsl4	37.500000	0	0	0	76	113	0	111	0	0
Vps26c	37.375000	0	0	0	142	157	0	0	0	0
Vamp3	37.375000	0	0	0	123	0	0	176	0	0
Taco1	37.375000	0	0	0	0	189	0	110	0	0
Rnf180	37.375000	0	0	0	0	0	0	183	116	0
Erv3	37.375000	0	0	0	0	0	0	129	170	0
Rbm45	37.250000	0	0	0	0	0	0	151	147	0
Pprc1	37.250000	0	0	0	0	0	0	151	147	0
Keap1	37.250000	0	0	0	159	139	0	0	0	0
Ikzf4	37.250000	0	0	0	142	156	0	0	0	0
Hpcal1	37.250000	0	0	0	0	135	0	0	163	0
Cd80	37.250000	0	0	0	0	0	0	157	141	0
Adprh	37.250000	0	0	0	0	0	0	157	141	0
Zfyve21	37.125000	0	171	0	0	126	0	0	0	0
Xrcc3	37.125000	0	171	0	0	126	0	0	0	0
Ugt1a7c	37.125000	0	0	0	0	0	0	125	172	0
Phactr2	37.125000	0	0	0	185	112	0	0	0	0
Pdk3	37.125000	0	0	0	170	127	0	0	0	0
Nfu1	37.125000	0	0	0	152	145	0	0	0	0
Preb	37.000000	0	0	0	95	201	0	0	0	0
Myh9	37.000000	0	0	0	0	142	0	0	154	0
Micalcl	37.000000	0	0	0	0	0	0	115	181	0
Dlx1	37.000000	0	0	0	140	156	0	0	0	0
Bcl2l10	37.000000	0	0	0	0	183	0	113	0	0
Skil	36.875000	0	0	0	0	0	0	135	160	0
Rps7	36.875000	0	0	0	100	0	0	195	0	0
Ppp1r7	36.875000	0	0	0	0	0	0	141	154	0
Pask	36.875000	0	0	0	0	0	0	141	154	0
Nol7	36.875000	0	0	0	179	116	0	0	0	0
Mmrn1	36.875000	0	0	0	98	197	0	0	0	0
Gtf2b	36.875000	0	0	0	103	192	0	0	0	0
Grk6	36.875000	0	0	0	0	0	0	158	137	0
Ddx41	36.875000	0	0	0	141	0	0	154	0	0
Teddm3	36.750000	0	0	0	0	0	0	146	148	0
Srsf3	36.750000	0	0	0	145	149	0	0	0	0
Shfl	36.750000	0	0	0	162	132	0	0	0	0
Shf	36.750000	0	0	0	0	139	0	0	155	0
Olfr750	36.750000	0	0	0	0	0	0	158	136	0
Cep135	36.750000	0	0	0	150	144	0	0	0	0
Twistnb	36.625000	0	0	0	0	0	0	158	135	0
Tmem184b	36.625000	0	0	0	175	118	0	0	0	0
Pip4k2c	36.625000	0	0	0	0	0	0	167	126	0
Med30	36.625000	0	0	0	149	144	0	0	0	0
Ifi208	36.625000	0	0	0	0	97	0	110	86	0
H3c4	36.625000	0	0	0	125	168	0	0	0	0
H2bc8	36.625000	0	0	0	125	168	0	0	0	0
H2bc7	36.625000	0	0	0	125	168	0	0	0	0
H2ac8	36.625000	0	0	0	125	168	0	0	0	0
H2ac7	36.625000	0	0	0	125	168	0	0	0	0
Fndc7	36.625000	0	0	0	192	101	0	0	0	0
Arhgap26	36.625000	0	0	0	0	0	0	208	85	0
Ap1g2	36.625000	0	0	0	0	166	0	127	0	0
Traf6	36.500000	0	0	0	154	138	0	0	0	0
Traf2	36.500000	0	0	0	0	0	0	156	136	0
Slc9a2	36.500000	0	0	0	0	0	0	124	168	0
Ppp3ca	36.500000	0	0	0	149	143	0	0	0	0
Htra2	36.500000	0	0	0	0	152	0	140	0	0
H4c1	36.500000	0	0	0	162	130	0	0	0	0
Erich6b	36.500000	0	0	0	96	196	0	0	0	0
Dqx1	36.500000	0	0	0	0	152	0	140	0	0
Tubgcp5	36.375000	0	0	0	160	131	0	0	0	0
Sele	36.375000	0	0	0	189	102	0	0	0	0
Sde2	36.375000	0	0	0	148	143	0	0	0	0
Sdc4	36.375000	0	0	0	0	0	0	159	132	0
Mrpl48	36.375000	0	0	0	167	124	0	0	0	0
Heatr6	36.375000	0	0	0	0	84	0	98	109	0
Gan	36.375000	0	0	0	0	0	0	120	171	0
Dyrk3	36.375000	0	0	0	164	127	0	0	0	0
Ddx19b	36.375000	0	0	0	136	155	0	0	0	0
Cdh12	36.375000	291	0	0	0	0	0	0	0	0
Bahd1	36.375000	0	88	0	0	203	0	0	0	0
Aars	36.375000	0	0	0	136	155	0	0	0	0
Wdpcp	36.250000	0	0	0	124	0	0	166	0	0
Ube2t	36.250000	0	0	0	175	115	0	0	0	0
Slc17a6	36.250000	0	0	0	187	103	0	0	0	0
Mdh1	36.250000	0	0	0	124	0	0	166	0	0
Mcm5	36.250000	0	0	0	107	183	0	0	0	0
Ddx58	36.250000	0	0	0	0	132	0	158	0	0
Arhgap45	36.250000	0	0	0	162	128	0	0	0	0
Qser1	36.125000	0	0	0	149	140	0	0	0	0
Mtif3	36.125000	0	0	0	138	151	0	0	0	0
Gimap3	36.125000	0	0	0	144	0	0	145	0	0
Cfap54	36.125000	0	0	0	150	139	0	0	0	0
Txnl4b	36.000000	0	0	0	0	115	0	173	0	0
Tars	36.000000	0	0	0	149	139	0	0	0	0
Rabepk	36.000000	0	0	0	0	114	0	174	0	0
Mocs3	36.000000	0	0	0	147	141	0	0	0	0
Ky	36.000000	0	288	0	0	0	0	0	0	0
Hnrnpa1	36.000000	0	0	0	78	210	0	0	0	0
Haus4	36.000000	0	0	0	0	288	0	0	0	0
Echdc1	36.000000	0	0	0	178	110	0	0	0	0
Dpm1	36.000000	0	0	0	147	141	0	0	0	0
Dhx38	36.000000	0	0	0	0	115	0	173	0	0
Cox14	36.000000	0	288	0	0	0	0	0	0	0
Cbx5	36.000000	0	0	0	78	210	0	0	0	0
Cacna1s	36.000000	0	138	0	0	150	0	0	0	0
Ascl5	36.000000	0	138	0	0	150	0	0	0	0
Slc25a4	35.875000	0	0	0	74	213	0	0	0	0
Invs	35.875000	0	0	0	132	0	0	155	0	0
Erp44	35.875000	0	0	0	132	0	0	155	0	0
Ednrb	35.875000	0	0	0	0	0	0	152	135	0
Car13	35.875000	0	0	0	0	0	0	86	201	0
Tafa3	35.750000	0	0	0	147	139	0	0	0	0
Rbm25	35.750000	0	0	0	151	135	0	0	0	0
Ppm1j	35.750000	0	0	0	147	139	0	0	0	0
Lmbrd1	35.750000	0	0	0	73	0	0	213	0	0
Fam220a	35.750000	0	0	0	0	0	0	119	167	0
AI413582	35.750000	0	0	0	0	0	0	125	161	0
Znrf1	35.625000	0	0	0	0	0	0	163	122	0
Tuba4a	35.625000	0	0	0	0	105	0	0	180	0
Spg11	35.625000	0	0	0	134	151	0	0	0	0
Soat2	35.625000	0	0	0	0	0	0	0	285	0
Kat2a	35.625000	0	0	0	0	0	0	153	132	0
Hspb9	35.625000	0	0	0	0	0	0	153	132	0
Hacd4	35.625000	0	0	0	0	104	0	181	0	0
Gpx8	35.625000	0	0	0	0	0	0	285	0	0
Egr1	35.625000	0	0	0	163	122	0	0	0	0
Desi2	35.625000	0	0	0	110	0	0	175	0	0
Cdkn1a	35.625000	0	0	0	110	99	0	76	0	0
Agl	35.625000	0	0	0	157	128	0	0	0	0
Usp45	35.500000	0	0	0	114	0	0	170	0	0
Mrpl11	35.500000	0	0	0	119	71	0	94	0	0
Maneal	35.500000	0	0	0	124	160	0	0	0	0
Igf2bp3	35.500000	0	0	0	159	125	0	0	0	0
E2f5	35.500000	0	0	0	129	0	0	0	155	0
Cxcl9	35.500000	0	0	0	0	0	0	284	0	0
Art3	35.500000	0	0	0	0	0	0	284	0	0
Ap3s2	35.500000	0	0	0	0	126	0	158	0	0
Tulp1	35.375000	0	0	0	129	0	0	154	0	0
Mex3c	35.375000	0	0	0	187	0	0	96	0	0
Actl6b	35.375000	0	0	0	164	119	0	0	0	0
Otud1	35.250000	0	0	0	71	211	0	0	0	0
Arhgap39	35.250000	0	0	0	0	0	0	0	282	0
Zfp180	35.125000	0	0	0	108	173	0	0	0	0
Stk11ip	35.125000	0	0	0	143	138	0	0	0	0
Rexo2	35.125000	0	0	0	93	188	0	0	0	0
Rbl2	35.125000	0	0	0	0	120	0	77	84	0
Cstl1	35.125000	0	0	0	117	0	0	164	0	0
Ankzf1	35.125000	0	0	0	124	157	0	0	0	0
Top2b	35.000000	0	0	0	118	0	0	162	0	0
Serpine1	35.000000	0	0	0	106	0	0	0	174	0
Rgcc	35.000000	0	0	0	118	162	0	0	0	0
Fancf	35.000000	0	0	0	186	94	0	0	0	0
Dynlt1f	35.000000	0	0	0	0	0	0	137	143	0
Dynlt1c	35.000000	0	0	0	0	0	0	137	143	0
Spatc1	34.875000	0	0	0	155	124	0	0	0	0
Setd5	34.875000	0	0	0	0	0	0	154	125	0
Plekhg3	34.875000	0	0	0	0	0	0	0	279	0
Tlcd2	34.750000	0	0	0	104	0	0	0	174	0
Prdx6	34.750000	0	0	0	0	0	0	135	143	0
Cacnb3	34.750000	0	165	0	0	113	0	0	0	0
Actr3	34.750000	0	0	0	0	0	0	181	97	0
Spink10	34.625000	0	0	0	0	0	0	277	0	0
Rasa2	34.625000	0	0	0	0	0	0	156	121	0
Olfm2	34.625000	0	0	0	167	110	0	0	0	0
Fbxo38	34.625000	0	0	0	0	0	0	277	0	0
Commd1	34.625000	0	0	196	81	0	0	0	0	0
Trappc3	34.500000	0	0	0	0	116	0	160	0	0
Primpol	34.500000	0	0	0	0	124	0	0	152	0
Map7d1	34.500000	0	0	0	0	116	0	160	0	0
Lmna	34.500000	0	0	0	0	125	0	151	0	0
Dhx33	34.500000	0	0	0	0	0	0	111	165	0
Casp3	34.500000	0	0	0	0	124	0	0	152	0
Slc10a7	34.375000	0	0	0	0	0	0	124	151	0
Rtp4	34.375000	0	0	0	142	133	0	0	0	0
Rbmxl1	34.375000	0	0	0	0	0	0	124	151	0
Dusp28	34.375000	0	0	0	104	94	0	77	0	0
Ankmy1	34.375000	0	0	0	104	94	0	77	0	0
Mkln1	34.250000	0	0	0	127	147	0	0	0	0
Hykk	34.250000	0	0	0	112	162	0	0	0	0
Hagh	34.250000	0	0	0	0	130	0	144	0	0
Fahd1	34.250000	0	0	0	0	130	0	144	0	0
Cebpb	34.250000	0	0	0	139	135	0	0	0	0
Atp6v1g1	34.250000	0	0	0	0	0	0	274	0	0
6820408C15Rik	34.250000	0	0	0	108	166	0	0	0	0
Trim34a	34.125000	0	0	0	121	152	0	0	0	0
Tmem268	34.125000	0	0	0	0	0	0	106	167	0
Ocrl	34.125000	0	0	0	0	145	0	0	128	0
Ap3m1	34.125000	0	0	0	107	166	0	0	0	0
Adk	34.125000	0	0	0	107	166	0	0	0	0
Tent2	34.000000	0	0	0	0	139	0	133	0	0
Rfx5	34.000000	0	0	0	135	0	0	137	0	0
Plcd1	34.000000	0	0	0	0	0	0	115	157	0
Pbld2	34.000000	0	0	0	0	96	0	176	0	0
Itgb1bp1	34.000000	0	0	0	108	0	0	164	0	0
Hsf2	34.000000	0	0	0	118	0	0	0	154	0
Hnrnph3	34.000000	0	0	0	0	96	0	176	0	0
Gm11541	34.000000	0	0	0	0	0	0	0	272	0
Cpsf3	34.000000	0	0	0	108	0	0	164	0	0
Trim44	33.875000	0	0	0	102	169	0	0	0	0
Sumf2	33.875000	0	0	0	104	167	0	0	0	0
Slc39a2	33.875000	0	0	0	0	0	0	150	121	0
Pdia4	33.875000	0	0	0	145	126	0	0	0	0
Krr1	33.875000	0	0	0	0	112	0	159	0	0
Gmeb2	33.875000	0	0	0	0	0	0	120	151	0
Gdi2	33.875000	0	0	0	183	0	0	88	0	0
Zbtb7a	33.750000	0	0	0	0	121	0	0	149	0
Stx18	33.750000	0	0	0	168	102	0	0	0	0
Slc2a6	33.750000	0	0	0	0	0	0	134	136	0
Ndufs2	33.750000	0	0	0	0	0	0	159	111	0
Imp4	33.750000	0	0	0	144	126	0	0	0	0
Herc6	33.750000	0	0	0	151	119	0	0	0	0
H2-T23	33.750000	0	0	0	126	144	0	0	0	0
Ccdc115	33.750000	0	0	0	144	126	0	0	0	0
Adamts4	33.750000	0	0	0	0	0	0	159	111	0
Tsr1	33.625000	0	0	0	0	82	0	93	94	0
Tgfbr2	33.625000	0	0	0	153	116	0	0	0	0
Sgsm2	33.625000	0	0	0	0	82	0	93	94	0
Rpl21	33.625000	0	0	0	153	116	0	0	0	0
Nat8f4	33.625000	0	0	0	144	125	0	0	0	0
Dock9	33.625000	0	0	0	0	113	0	156	0	0
Dbr1	33.625000	0	0	0	88	181	0	0	0	0
Add2	33.625000	0	0	0	0	128	0	141	0	0
Ube2f	33.500000	0	0	0	0	171	0	97	0	0
Tsen34	33.500000	0	0	0	0	116	0	0	152	0
Sdr39u1	33.500000	0	0	0	137	131	0	0	0	0
Mboat7	33.500000	0	0	0	0	116	0	0	152	0
Gm5431	33.500000	0	0	0	0	0	0	129	139	0
Fgfbp3	33.500000	0	0	0	131	137	0	0	0	0
Anp32a	33.500000	0	0	0	0	167	0	101	0	0
Rad54l2	33.375000	0	0	0	131	136	0	0	0	0
Mocs2	33.375000	0	0	0	127	140	0	0	0	0
Mettl1	33.375000	0	0	0	0	0	0	151	116	0
Fam53b	33.375000	0	0	0	126	0	0	141	0	0
Eef1akmt3	33.375000	0	0	0	0	0	0	151	116	0
Ddr2	33.375000	0	0	0	0	139	0	128	0	0
Cyp27b1	33.375000	0	0	0	0	0	0	151	116	0
Zfp975	33.250000	0	0	0	141	125	0	0	0	0
Siah1a	33.250000	0	0	0	112	154	0	0	0	0
Setd3	33.250000	0	0	0	120	146	0	0	0	0
Pglyrp2	33.250000	0	0	0	0	0	0	150	116	0
Ero1a	33.250000	0	0	0	0	131	0	0	135	0
Epb41l4b	33.250000	0	0	0	0	0	0	0	266	0
Col5a3	33.250000	0	0	0	118	148	0	0	0	0
Ccnk	33.250000	0	0	0	120	146	0	0	0	0
Bace1	33.250000	0	0	0	0	0	0	0	266	0
Tmem229b	33.125000	0	0	0	0	165	0	0	100	0
Nadk2	33.125000	0	0	0	150	115	0	0	0	0
Ammecr1l	33.125000	0	0	0	113	0	0	0	152	0
Tmem242	33.000000	0	0	0	144	120	0	0	0	0
Stxbp4	33.000000	0	0	0	87	177	0	0	0	0
Pga5	33.000000	0	0	0	0	0	0	116	148	0
Mob2	33.000000	0	0	0	0	0	0	128	136	0
Gm13275	33.000000	0	0	0	0	118	0	0	146	0
Cox11	33.000000	0	0	0	87	177	0	0	0	0
Tox4	32.875000	0	120	0	0	143	0	0	0	0
Rab2b	32.875000	0	120	0	0	143	0	0	0	0
Ppp1r8	32.875000	0	0	0	95	168	0	0	0	0
Phf10	32.875000	0	0	0	132	131	0	0	0	0
Ncor2	32.875000	0	0	0	0	0	0	0	263	0
Krt8	32.875000	0	0	0	138	125	0	0	0	0
Guca2b	32.875000	0	0	0	0	110	0	153	0	0
Fbxo39	32.875000	0	0	0	117	146	0	0	0	0
Dlst	32.875000	0	0	0	124	139	0	0	0	0
Cacul1	32.875000	0	0	0	81	182	0	0	0	0
Bcl2a1c	32.875000	0	0	0	0	71	0	192	0	0
Morn3	32.750000	0	262	0	0	0	0	0	0	0
Mettl6	32.750000	0	0	0	130	132	0	0	0	0
Gtpbp2	32.750000	0	0	0	0	0	0	262	0	0
Glce	32.750000	0	0	0	122	140	0	0	0	0
Eaf1	32.750000	0	0	0	130	132	0	0	0	0
D030056L22Rik	32.750000	0	0	0	112	79	0	0	71	0
Cyp51	32.750000	0	0	0	170	92	0	0	0	0
Birc6	32.750000	0	0	0	164	98	0	0	0	0
Yipf4	32.625000	0	0	0	0	0	0	116	145	0
Wbp2	32.625000	0	0	0	0	0	0	171	90	0
Phldb3	32.625000	0	0	0	0	0	0	136	125	0
Ccdc97	32.625000	0	0	0	125	136	0	0	0	0
Btbd3	32.625000	0	0	0	0	107	0	154	0	0
Vps37d	32.500000	0	0	0	76	184	0	0	0	0
Trim12c	32.500000	0	0	0	135	0	0	125	0	0
Thrb	32.500000	0	0	0	108	152	0	0	0	0
Setd7	32.500000	0	0	0	0	88	0	0	172	0
Ppm1g	32.500000	0	0	0	190	70	0	0	0	0
Pgap2	32.500000	0	0	0	0	0	0	260	0	0
Mmaa	32.500000	0	0	0	112	148	0	0	0	0
Ints10	32.500000	0	0	0	101	159	0	0	0	0
Hoxd3	32.500000	0	0	0	106	0	0	154	0	0
Gfi1	32.500000	0	0	0	130	130	0	0	0	0
Capza2	32.500000	0	0	0	131	129	0	0	0	0
Taf4	32.375000	0	0	0	108	151	0	0	0	0
Rps6ka3	32.375000	0	0	0	124	0	0	135	0	0
Rbm27	32.375000	0	0	0	116	143	0	0	0	0
Ppid	32.375000	0	0	0	0	105	0	0	154	0
Nf1	32.375000	0	0	0	101	158	0	0	0	0
Ints6l	32.375000	0	0	0	0	107	0	0	152	0
Il4i1	32.375000	0	259	0	0	0	0	0	0	0
Gne	32.375000	0	0	0	127	132	0	0	0	0
Dpy30	32.375000	0	0	0	157	102	0	0	0	0
Zfp932	32.250000	0	0	0	113	145	0	0	0	0
Zfp69	32.250000	0	0	0	148	110	0	0	0	0
Wdr89	32.250000	0	0	0	0	169	0	89	0	0
