Target_genes	Ppara|Average	SRX7647798|Brown_adipose_tissue	SRX7647799|Brown_adipose_tissue	SRX7647800|Brown_adipose_tissue	SRX7647801|Brown_adipose_tissue	SRX745823|Burst-forming_unit_erythroids	SRX745825|Burst-forming_unit_erythroids	SRX745827|Burst-forming_unit_erythroids	SRX11366178|Liver	SRX11366179|Liver	SRX11366180|Liver	SRX11366181|Liver	SRX11366182|Liver	SRX11366183|Liver	SRX11366184|Liver	SRX11366185|Liver	SRX11366186|Liver	SRX11366187|Liver	SRX11366188|Liver	SRX11366189|Liver	SRX11366190|Liver	SRX11366191|Liver	SRX11366192|Liver	SRX11366193|Liver	SRX118173|Liver	SRX118174|Liver	SRX3582928|Liver	SRX3582929|Liver	SRX3582931|Liver	SRX3582932|Liver	SRX5028158|Liver	SRX5028159|Liver	SRX5028160|Liver	SRX5028161|Liver	SRX5028180|Liver	SRX5028181|Liver	SRX5028182|Liver	SRX5028183|Liver	SRX5028184|Liver	SRX5028185|Liver	SRX5142526|Liver	SRX5142527|Liver	SRX5142528|Liver	SRX5142529|Liver	SRX5142530|Liver	SRX5142531|Liver	SRX8715535|Liver	SRX8715536|Liver	SRX8715537|Liver	SRX8715538|Liver	SRX8715539|Liver	SRX8715540|Liver	SRX18696494|Thymus	SRX305976|Unclassified	SRX305978|Unclassified	SRX305980|Unclassified	SRX305982|Unclassified	STRING
H1f7	44.321429	1468	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eri3	44.321429	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	126	235	244	0	180	178	272	412	481	0	0	0	0	0	0	0	0	0	0	0	0
Cavin2	44.321429	297	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	167	165	252	325	218	523	0	0	0	0	0	0	0	0	0	0	0	0
Sertad2	44.285714	256	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	241	123	123	180	238	0	154	138	170	132	309	0	0	0	0	0	0	0	0	0	0	0	0
R3hcc1l	44.285714	216	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	257	0	194	203	199	0	233	145	211	167	344	0	0	0	0	0	0	0	0	0	0	0	0
Stoml2	44.267857	193	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	146	0	120	170	268	175	252	0	106	345	350	0	0	0	0	0	0	0	0	0	0	0	0
Nup210	44.232143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	256	0	130	165	238	170	120	238	194	226	554	0	0	0	0	0	0	0	0	0	0	0	0
Tssk1	44.214286	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	230	116	155	294	257	0	209	114	154	314	312	0	0	0	0	0	0	0	0	0	0	0	0
Rbl2	44.214286	194	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	118	122	229	153	218	0	139	176	172	240	270	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr2	44.214286	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	230	116	155	294	257	0	209	114	154	314	312	0	0	0	0	0	0	0	0	0	0	0	0
Npr2	44.196429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	146	0	99	0	313	149	189	219	323	366	452	0	0	0	0	0	0	0	0	0	0	0	0
Impdh1	44.196429	426	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	107	0	75	0	173	77	199	166	169	103	233	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l5	44.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	207	107	146	153	177	154	212	160	222	434	336	0	0	0	0	0	0	0	0	0	0	0	0
Irf2bp1	44.160714	141	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	139	116	0	126	191	181	277	273	237	245	317	0	0	0	0	0	0	0	0	0	0	0	0
A130010J15Rik	44.160714	299	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	232	116	0	177	293	435	0	142	0	173	155	203	0	0	0	0	0	0	0	0	0	0	0	0
Stx7	44.142857	172	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	285	0	158	0	224	101	181	219	225	331	195	0	0	0	0	0	0	0	0	0	0	0	0
Prex2	44.142857	568	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	221	0	155	131	277	0	0	0	0	106	196	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa1	44.142857	157	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	281	0	170	128	156	194	243	117	219	173	254	0	0	0	0	0	0	0	0	0	0	0	0
Snx7	44.125000	109	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	223	86	177	137	200	192	120	141	299	216	268	0	0	0	0	0	0	0	0	0	0	0	0
Pheta1	44.125000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	404	130	263	135	188	0	99	0	223	350	341	0	0	0	0	0	0	0	0	0	0	0	0
Gpr25	44.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	257	184	285	90	274	160	102	158	178	196	344	0	0	0	0	0	0	0	0	0	0	0	0
Mycbp2	44.089286	182	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	217	259	157	214	136	258	0	138	179	97	121	237	0	0	0	0	0	0	0	0	0	0	0	0
Abcb10	44.089286	176	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	253	179	146	196	180	0	131	114	165	247	259	0	0	0	0	0	0	0	0	0	0	0	0
Shf	44.071429	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	223	289	154	489	330	651	0	0	0	0	0	0	0	0	0	0	0	0
Cd320	44.071429	152	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	246	0	219	200	312	0	160	114	222	179	292	0	0	0	0	0	0	0	0	0	0	0	0
Bbs4	44.071429	344	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	208	0	202	165	186	155	160	115	0	169	234	0	0	0	0	0	0	0	0	0	0	0	0
Myh14	44.053571	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	96	0	134	240	200	0	207	147	495	227	483	0	0	0	0	0	0	0	0	0	0	0	0
Ergic3	44.035714	166	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	292	140	208	262	337	0	155	0	0	244	304	0	0	0	0	0	0	0	0	0	0	0	0
6430550D23Rik	44.035714	166	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	292	140	208	262	337	0	155	0	0	244	304	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf3	44.017857	197	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	240	91	211	118	208	0	282	144	158	153	266	0	0	0	0	0	0	0	0	0	0	0	0
Mocs1	44.017857	191	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	289	0	322	252	481	0	83	0	129	125	187	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc90b	44.017857	224	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	359	148	270	282	410	0	106	0	0	132	139	0	0	0	0	0	0	0	0	0	0	0	0
Letm2	44.000000	148	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	334	129	261	226	334	0	117	0	0	214	209	0	0	0	0	0	0	0	0	0	0	0	0
Gm33887	44.000000	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	305	519	219	146	292	296	0	0	0	0	201	205	0	0	0	0	0	0	0	0	0	0	0	0
Tmem260	43.982143	262	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	254	169	0	182	156	235	0	155	191	186	161	251	0	0	0	0	0	0	0	0	0	0	0	0
Sptbn4	43.982143	159	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	163	0	366	294	315	0	178	0	123	207	349	0	0	0	0	0	0	0	0	0	0	0	0
Plppr3	43.982143	127	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	308	0	0	484	369	77	93	0	77	251	190	0	0	0	0	0	0	0	0	0	0	0	0
Mrm1	43.964286	173	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	236	174	135	187	234	85	197	0	99	187	292	0	0	0	0	0	0	0	0	0	0	0	0
Aff4	43.964286	259	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	118	0	171	153	218	0	258	127	200	225	259	0	0	0	0	0	0	0	0	0	0	0	0
Them5	43.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	96	0	0	0	0	0	0	0	0	267	379	159	142	332	379	0	81	0	132	211	206	0	0	0	0	0	0	0	0	0	0	0	0
Hint1	43.946429	87	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	260	0	181	121	215	0	128	197	208	358	411	0	0	0	0	0	0	0	0	0	0	0	0
Efnb1	43.946429	154	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	182	0	129	137	245	203	246	185	293	210	243	0	0	0	0	0	0	0	0	0	0	0	0
Cav2	43.946429	802	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	171	0	0	136	0	0	0	0	0	108	140	0	0	0	0	0	0	0	0	0	0	0	0
Tial1	43.928571	233	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	396	165	311	227	236	0	114	0	112	115	102	0	0	0	0	0	0	0	0	0	0	0	0
Riox1	43.928571	85	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	455	0	239	369	402	0	0	0	105	100	205	0	0	0	0	0	0	0	0	0	0	0	0
Ntsr2	43.928571	187	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	186	184	179	160	323	0	0	0	147	327	375	0	0	0	0	0	0	0	0	0	0	0	0
Lgr4	43.892857	146	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	154	120	171	166	262	0	208	155	205	246	322	0	0	0	0	0	0	0	0	0	0	0	0
Ypel3	43.875000	142	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	209	0	78	61	170	168	187	184	232	245	380	0	0	0	0	0	0	0	0	0	0	0	0
Rbx1	43.875000	430	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	119	0	112	125	267	120	0	102	231	214	392	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b3	43.857143	274	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	161	219	0	280	0	153	0	190	123	200	223	279	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka2	43.857143	338	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	82	0	144	144	157	137	192	145	168	205	514	0	0	0	0	0	0	0	0	0	0	0	0
Cog4	43.857143	274	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	161	219	0	280	0	153	0	190	123	200	223	279	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb1	43.839286	94	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	186	0	128	160	272	106	192	0	287	309	424	0	0	0	0	0	0	0	0	0	0	0	0
Ube4a	43.803571	341	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	177	95	171	152	175	0	119	0	190	239	421	0	0	0	0	0	0	0	0	0	0	0	0
Art3	43.785714	373	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	164	0	153	227	280	0	0	140	124	278	245	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	43.785714	247	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	251	97	88	0	152	96	208	114	254	194	268	0	0	0	0	0	0	0	0	0	0	0	0
Nsun3	43.767857	174	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	183	0	148	114	205	91	385	83	177	238	276	0	0	0	0	0	0	0	0	0	0	0	0
Lilra5	43.767857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	115	115	142	247	212	0	133	114	357	260	557	0	0	0	0	0	0	0	0	0	0	0	0
Gsdme	43.767857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	224	184	244	136	288	0	82	88	172	262	462	0	0	0	0	0	0	0	0	0	0	0	0
Hipk1	43.750000	423	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	218	0	163	186	290	0	0	0	164	247	408	0	0	0	0	0	0	0	0	0	0	0	0
Zfr2	43.732143	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	233	0	239	89	179	129	187	175	253	212	513	0	0	0	0	0	0	0	0	0	0	0	0
Klkb1	43.732143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	415	127	234	387	263	0	0	0	126	301	206	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r1	43.732143	248	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	188	0	147	194	236	137	141	0	194	186	302	0	0	0	0	0	0	0	0	98	0	0	0
Ccnd1	43.732143	161	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	148	0	168	124	163	94	130	116	224	255	427	0	0	0	0	0	0	0	0	0	0	0	0
Atcay	43.732143	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	233	0	239	89	179	129	187	175	253	212	513	0	0	0	0	0	0	0	0	0	0	0	0
Wwc1	43.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	194	0	0	173	202	230	276	184	279	217	469	0	0	0	0	0	0	0	0	0	0	0	0
Fat1	43.696429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	117	0	134	0	0	233	257	445	399	715	0	0	0	0	0	0	0	0	0	0	0	0
Gab1	43.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	235	95	107	238	156	145	162	173	232	224	408	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	43.660714	432	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	316	0	221	214	316	0	0	0	105	175	242	0	0	0	0	0	0	0	0	0	0	0	0
Hikeshi	43.660714	238	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	255	185	0	179	106	204	76	91	95	156	181	321	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl17	43.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	410	0	0	312	102	122	109	151	191	307	304	0	0	0	0	0	0	0	0	0	0	0	0
Got1l1	43.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	229	174	0	131	0	173	106	198	142	223	360	568	0	0	0	0	0	0	0	0	0	0	0	0
Rps20	43.607143	195	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	310	0	184	221	288	0	112	0	159	188	206	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r11	43.607143	268	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	127	234	0	113	172	282	0	143	230	134	241	213	0	0	0	0	0	0	0	0	0	0	0	0
Fut1	43.589286	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	139	133	176	303	401	463	0	0	0	0	0	0	0	0	364	0	0	0
Septin2	43.571429	371	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	139	152	176	120	194	0	152	0	217	199	255	0	0	0	0	0	0	0	0	0	0	0	0
Pappa	43.535714	458	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	183	0	413	338	266	0	0	0	0	0	0	0	0	0	0	0	0
Slc18a1	43.517857	381	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	209	0	320	243	260	0	104	0	0	194	149	0	0	0	0	0	0	0	0	0	0	0	0
Rhag	43.517857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	355	321	135	360	218	312	0	0	0	125	261	199	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1b2	43.517857	381	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	209	0	320	243	260	0	104	0	0	194	149	0	0	0	0	0	0	0	0	0	0	0	0
Haspin	43.500000	265	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	361	0	0	125	209	0	0	105	206	300	268	0	0	0	0	0	0	0	0	0	0	0	0
Fos	43.500000	147	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	344	119	149	327	354	0	0	0	153	214	207	0	0	0	0	0	0	0	0	0	0	0	0
Dlg3	43.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	114	115	147	207	227	126	255	109	308	290	350	0	0	0	0	0	0	0	0	0	0	0	0
Tmem79	43.464286	343	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	207	0	174	138	156	0	146	103	175	174	469	0	0	0	0	0	0	0	0	0	0	0	0
Smg5	43.464286	343	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	207	0	174	138	156	0	146	103	175	174	469	0	0	0	0	0	0	0	0	0	0	0	0
Med26	43.464286	204	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	294	98	264	250	386	0	0	0	124	0	263	0	0	0	0	0	0	0	0	0	0	0	0
Tmem175	43.428571	192	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	369	81	137	138	174	96	0	0	203	298	327	0	0	0	0	0	0	0	0	0	0	0	0
Gak	43.428571	192	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	369	81	137	138	174	96	0	0	203	298	327	0	0	0	0	0	0	0	0	0	0	0	0
Cbr4	43.428571	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	238	314	170	278	184	234	0	94	0	132	205	273	0	0	0	0	0	0	0	0	0	0	0	0
Bckdk	43.410714	598	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	163	0	0	194	73	146	178	369	0	0	0	0	0	0	0	0	0	0	0	0
Uqcc3	43.392857	89	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	413	0	278	171	355	0	163	0	143	112	248	0	0	0	0	0	0	0	0	0	0	0	0
Gm13272	43.392857	128	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	275	145	221	291	223	0	118	106	160	145	230	0	0	0	0	0	0	0	0	0	0	0	0
Trap1	43.375000	225	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	404	130	191	218	349	0	144	0	0	88	175	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d12	43.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	409	94	192	222	331	0	0	101	208	262	402	0	0	0	0	0	0	0	0	0	0	0	0
Prss43	43.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	264	0	0	248	322	0	174	128	205	352	441	0	0	0	0	0	0	0	0	0	0	0	0
Akirin2	43.339286	193	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	244	108	187	243	293	0	132	68	161	153	206	0	0	0	0	0	0	0	0	0	0	0	0
Foxn2	43.303571	228	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	198	274	0	186	133	255	0	161	0	161	216	228	0	0	0	0	0	0	0	0	0	0	0	0
Psmd8	43.285714	317	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	175	83	132	93	163	106	163	119	222	119	307	0	0	0	0	0	0	0	0	0	0	0	0
Kif27	43.285714	259	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	234	101	176	148	186	0	166	72	175	261	244	0	0	0	0	0	0	0	0	0	0	0	0
Serping1	43.267857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	275	128	108	277	292	0	136	161	166	229	353	0	0	0	0	0	0	0	0	0	0	0	0
Zfp74	43.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	248	190	73	115	104	193	167	300	101	271	208	365	0	0	0	0	0	0	0	0	0	0	0	0
Rdh16f2	43.232143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	111	0	0	0	0	0	0	0	0	236	359	0	311	182	225	113	0	115	192	172	308	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp35	43.214286	198	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	242	0	0	102	154	178	193	133	225	211	401	0	0	0	0	0	0	0	0	0	0	0	0
Rilpl2	43.214286	198	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	242	0	0	102	154	178	193	133	225	211	401	0	0	0	0	0	0	0	0	0	0	0	0
Abcc2	43.214286	179	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	208	277	0	216	320	232	0	163	0	187	213	233	0	0	0	0	0	0	0	0	0	0	0	0
Ube2v1	43.196429	192	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	162	0	130	150	258	109	180	187	207	142	338	0	0	0	0	0	0	0	0	0	0	0	0
