Target_genes	Gabpa|Average	SRX3041631|CD4+_T_cells	SRX2974920|EML_	SRX5850103|ES_cells	SRX5850104|ES_cells	SRX5850105|ES_cells	SRX5850106|ES_cells	SRX5850107|ES_cells	SRX5850108|ES_cells	SRX5850109|ES_cells	SRX5850110|ES_cells	SRX5850111|ES_cells	SRX5850112|ES_cells	SRX5850113|ES_cells	SRX5850114|ES_cells	SRX2242853|Macrophages	SRX2242855|Macrophages	SRX2242856|Macrophages	SRX12708491|White_adipose_tissue	SRX12708492|White_adipose_tissue	STRING
Wdr77	63.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	377	564	0
Ssh2	63.315789	0	0	0	0	134	126	111	0	0	108	128	291	0	305	0	0	0	0	0	0
Slc37a3	63.315789	112	0	128	0	225	146	0	0	0	0	0	182	0	117	293	0	0	0	0	0
Rab19	63.315789	112	0	128	0	225	146	0	0	0	0	0	182	0	117	293	0	0	0	0	0
Gnb2	63.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	413	551	0
Atp5pb	63.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	377	564	0
Gm11569	63.263158	0	0	118	0	105	172	80	0	152	174	97	119	0	185	0	0	0	0	0	0
Gm11554	63.263158	0	0	118	0	105	172	80	0	152	174	97	119	0	185	0	0	0	0	0	0
Syt3	63.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	795	0
Atad3a	63.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	281	341	0
Zbtb41	63.105263	0	0	0	0	131	169	0	0	0	251	0	243	141	264	0	0	0	0	0	0
Ppp1r12c	63.052632	0	133	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	388	478	0
Rwdd3	63.000000	124	0	0	0	0	113	0	0	0	178	0	371	0	213	198	0	0	0	0	0
Gtpbp2	63.000000	0	0	0	0	97	0	0	0	0	0	0	215	0	111	167	0	0	251	356	0
Nsmce4a	62.947368	343	0	0	0	0	0	0	0	0	0	0	319	0	195	339	0	0	0	0	0
Clpb	62.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	499	455	0
Zfp953	62.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	530	466	0
Rrp8	62.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	473	416	0
Phldb1	62.842105	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	556	0
Ilk	62.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	473	416	0
Trpc4ap	62.789474	0	0	101	0	164	126	0	0	0	87	0	243	0	144	161	0	0	167	0	0
Emilin1	62.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	346	329	0
Synrg	62.473684	357	0	0	0	0	0	0	0	0	0	0	319	0	332	179	0	0	0	0	0
Cdk12	62.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	451	529	0
Tpm4	62.315789	0	0	0	0	100	0	0	0	0	0	0	124	0	113	190	0	0	242	415	0
Fads6	62.315789	0	0	0	93	152	126	0	0	73	174	0	355	0	211	0	0	0	0	0	0
Rab32	62.157895	0	0	0	0	140	0	0	0	0	240	0	257	0	364	180	0	0	0	0	0
Iqgap1	62.157895	0	0	0	0	0	0	0	0	0	0	0	303	0	238	82	0	0	262	296	0
Gins1	62.105263	0	169	0	0	140	0	0	0	0	0	0	290	0	253	168	0	0	0	160	0
Arhgef18	61.947368	0	0	163	0	0	0	0	0	0	0	0	461	0	110	125	0	0	173	145	0
Zfp729a	61.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	493	465	0
Tmem245	61.894737	0	0	0	0	97	0	0	0	0	144	0	191	0	333	255	0	0	156	0	0
1600014C10Rik	61.894737	0	0	0	0	110	120	0	0	0	102	0	309	0	256	279	0	0	0	0	0
Plxdc1	61.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	587	0
Zmat5	61.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	420	416	0
Uqcr10	61.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	420	416	0
Rpl7l1	61.736842	0	0	0	0	0	0	0	0	141	160	135	0	0	0	243	0	0	274	220	0
Mdc1	61.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	322	432	0
Lrpprc	61.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	386	461	0
Large1	61.526316	0	0	0	0	86	161	109	0	0	156	0	138	0	174	90	0	0	124	131	0
Arhgef25	61.526316	0	0	0	90	121	104	0	0	86	189	0	254	0	190	135	0	0	0	0	0
Ulk2	61.421053	0	0	0	132	136	134	0	0	87	159	102	222	0	195	0	0	0	0	0	0
Zfp809	61.368421	0	0	0	0	131	0	0	0	0	0	0	96	0	0	106	0	0	396	437	0
Slfn14	61.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	376	440	0
Atxn7	61.315789	0	0	0	0	0	212	0	0	113	221	0	194	132	293	0	0	0	0	0	0
Arl6	61.315789	135	0	0	0	0	0	0	0	0	0	0	104	0	100	526	0	0	0	300	0
Tonsl	61.210526	0	426	0	0	0	0	0	0	0	0	0	123	0	0	210	0	0	177	227	0
Riok2	61.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	285	311	0
Dnajc11	61.157895	159	0	0	0	0	0	0	0	0	0	0	133	0	0	737	0	0	0	133	0
Xpo1	61.052632	0	0	0	0	0	0	0	0	0	0	0	146	0	144	183	0	0	314	373	0
Syt14	61.052632	0	162	0	0	122	0	0	0	0	122	0	378	0	376	0	0	0	0	0	0
Dbp	61.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	377	435	0
Cdsn	61.052632	0	0	0	0	0	175	0	0	0	110	0	380	134	361	0	0	0	0	0	0
Car11	61.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	377	435	0
Alg14	61.052632	0	0	0	0	0	0	0	0	0	0	0	130	0	0	305	0	0	374	351	0
Opa3	60.947368	0	0	0	0	0	0	0	0	0	0	0	265	0	306	296	0	0	153	138	0
Slc35b4	60.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	404	436	0
Gm11567	60.789474	0	0	0	141	96	169	95	97	113	166	90	88	0	100	0	0	0	0	0	0
Spindoc	60.736842	0	0	138	93	117	139	77	0	125	76	0	271	0	118	0	0	0	0	0	0
Gamt	60.736842	269	0	0	0	0	0	0	0	0	0	0	254	0	185	246	0	0	97	103	0
Ercc4	60.736842	84	0	0	0	72	0	0	0	0	100	0	195	0	0	202	0	0	266	235	0
Dazap1	60.736842	269	0	0	0	0	0	0	0	0	0	0	254	0	185	246	0	0	97	103	0
Wdr43	60.526316	0	0	0	0	0	0	0	0	0	0	0	102	0	206	400	0	0	204	238	0
Wdr44	60.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	417	462	0
Txlna	60.473684	0	0	0	0	0	0	0	0	0	0	0	173	0	187	277	0	0	321	191	0
Pabpc1	60.421053	193	0	0	0	0	0	0	0	0	0	0	208	0	134	443	0	0	0	170	0
Slc25a31	60.368421	0	0	0	177	88	215	0	0	0	237	0	0	212	218	0	0	0	0	0	0
Anapc7	60.368421	0	0	0	0	162	0	0	0	0	0	0	91	0	107	284	0	0	285	218	0
Irs2	60.263158	0	0	0	98	0	133	0	0	0	94	0	335	0	207	278	0	0	0	0	0
Gstp2	60.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	312	599	0
Zfp628	60.157895	0	0	0	0	0	0	0	0	0	0	0	163	0	0	309	0	0	305	366	0
H4c9	60.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	373	559	0
H2bc11	60.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	373	559	0
H2ac11	60.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	373	559	0
Itm2b	60.052632	0	0	0	0	240	118	0	0	0	178	0	308	0	297	0	0	0	0	0	0
Gm2956	60.052632	0	0	0	0	0	182	165	0	213	211	0	164	0	206	0	0	0	0	0	0
Lrrc20	59.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	0	0	0	0
Cblc	59.894737	0	0	147	0	0	112	0	0	0	255	0	392	0	232	0	0	0	0	0	0
Tcta	59.842105	609	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	198	243	0
Rhoa	59.842105	609	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	198	243	0
Map3k6	59.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	584	0
Amacr	59.842105	0	0	0	0	88	0	0	0	0	0	0	217	0	117	324	0	0	184	207	0
Slc31a1	59.789474	0	0	0	0	177	0	0	0	0	0	0	205	0	126	134	0	0	138	356	0
Sdccag8	59.789474	0	0	0	0	0	0	0	0	0	0	0	116	0	126	255	0	0	201	438	0
Nap1l4	59.789474	0	0	0	0	87	0	0	0	0	79	0	91	0	0	173	0	0	324	382	0
Fkbp15	59.789474	0	0	0	0	177	0	0	0	0	0	0	205	0	126	134	0	0	138	356	0
Cep170	59.789474	0	0	0	0	0	0	0	0	0	0	0	116	0	126	255	0	0	201	438	0
Ccdc83	59.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	472	476	0
Ralgapa1	59.578947	0	0	0	0	0	0	0	0	0	0	0	139	0	0	171	0	0	432	390	0
Akap8	59.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	81	167	0	0	529	355	0
Zfp275	59.473684	0	0	0	0	0	0	0	0	0	375	0	425	0	330	0	0	0	0	0	0
Wasf1	59.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	282	274	0
Vps4a	59.473684	0	0	0	0	89	76	0	0	0	58	0	177	0	0	730	0	0	0	0	0
Hrob	59.473684	0	0	0	0	0	0	0	0	0	106	0	320	0	185	120	0	0	256	143	0
Dcps	59.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	194	515	0
Cdc40	59.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	282	274	0
Kif16b	59.315789	171	0	0	0	0	0	0	0	0	188	0	298	0	275	195	0	0	0	0	0
Dynlrb2	59.263158	159	0	0	0	0	0	0	0	0	0	0	137	0	0	262	0	0	247	321	0
Nfyc	59.210526	0	153	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	330	378	0
Serf2	59.157895	0	0	0	0	0	0	0	0	0	134	0	109	0	231	300	0	0	143	207	0
Akr1e1	59.105263	0	0	0	0	0	0	0	0	170	0	0	0	0	163	255	0	0	236	299	0
Tbc1d32	59.052632	0	0	0	0	0	0	0	0	0	0	0	139	0	163	233	0	0	358	229	0
Odf2	59.052632	368	0	0	0	0	0	0	0	81	0	117	163	0	0	393	0	0	0	0	0
H3f3b	59.052632	0	0	0	0	0	150	0	0	70	97	92	148	0	108	132	0	0	136	189	0
Zbed5	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	342	355	0
H4c14	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	509	469	0
Fam222a	59.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	571	0
Ndel1	58.947368	0	0	0	0	84	175	80	0	108	178	0	139	0	198	158	0	0	0	0	0
Tex19.1	58.894737	0	0	0	0	0	248	0	0	193	465	0	0	0	213	0	0	0	0	0	0
Mrps2	58.894737	0	0	0	0	0	0	0	0	123	187	0	264	0	170	375	0	0	0	0	0
1700007K13Rik	58.894737	0	0	0	0	0	0	0	0	123	187	0	264	0	170	375	0	0	0	0	0
Rita1	58.842105	0	0	0	0	0	93	0	0	109	0	0	183	0	118	370	0	0	110	135	0
Ggps1	58.842105	171	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	365	314	0
Ddx54	58.842105	0	0	0	0	0	93	0	0	109	0	0	183	0	118	370	0	0	110	135	0
Arid4b	58.842105	171	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	365	314	0
Map6	58.789474	0	0	123	101	199	0	0	0	0	146	0	443	0	105	0	0	0	0	0	0
Clcn3	58.631579	0	0	0	0	239	96	78	0	104	122	0	294	0	181	0	0	0	0	0	0
Nfkb2	58.578947	208	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	253	393	0
Ldb1	58.526316	499	0	0	0	0	0	0	0	0	174	0	149	0	0	290	0	0	0	0	0
Brpf1	58.526316	0	0	0	0	0	0	0	0	0	0	0	151	0	0	345	0	0	348	268	0
Ank1	58.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	343	238	0
Limk2	58.473684	183	147	0	0	126	0	0	0	0	0	0	192	0	210	126	0	0	0	127	0
Gm35588	58.473684	0	0	0	0	189	167	0	0	104	0	0	344	0	307	0	0	0	0	0	0
Rptor	58.368421	0	0	0	0	0	0	0	0	0	111	0	0	0	0	122	0	0	406	470	0
E2f2	58.315789	0	208	0	0	0	0	0	0	0	0	0	231	0	186	189	0	0	0	294	0
Spred1	58.263158	0	0	0	0	0	125	0	0	91	154	0	264	0	159	187	0	0	0	127	0
Hsp90ab1	58.263158	0	0	0	0	0	165	0	0	0	193	0	360	0	217	172	0	0	0	0	0
Dtd1	58.263158	0	0	0	0	88	122	0	0	0	131	0	371	0	395	0	0	0	0	0	0
Zfp677	58.157895	0	0	0	0	0	0	0	0	0	0	0	96	0	0	345	0	0	323	341	0
Rhbdf1	58.157895	0	0	0	0	0	114	0	0	0	0	0	151	0	258	210	0	0	156	216	0
Mpg	58.157895	0	0	0	0	0	114	0	0	0	0	0	151	0	258	210	0	0	156	216	0
Tnrc18	58.105263	0	0	80	152	0	226	0	159	0	169	149	169	0	0	0	0	0	0	0	0
Slc12a9	58.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	405	312	0
Zfp937	58.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	244	542	0
Ap5s1	57.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	453	348	0
Tmem160	57.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	520	430	0
Ints2	57.842105	0	169	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	146	223	0
Dusp6	57.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	524	306	0
Wdr5	57.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	319	225	0
Capg	57.789474	0	0	0	0	0	0	0	0	0	0	0	185	0	176	166	0	0	258	313	0
Zfp995	57.736842	0	0	0	0	0	0	0	0	0	0	0	148	0	0	512	0	0	117	320	0
Ube2i	57.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	275	209	0
Rbm25	57.684211	0	0	0	0	0	0	0	0	140	0	0	0	0	0	333	0	0	327	296	0
Baz1b	57.684211	0	0	0	0	0	0	0	0	0	0	0	143	0	0	211	0	0	381	361	0
Zfp619	57.578947	143	0	0	0	158	0	0	0	0	0	0	236	0	182	375	0	0	0	0	0
Rpl21	57.578947	0	0	0	0	0	0	0	0	0	0	0	144	0	0	364	0	0	276	310	0
Cit	57.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	139	0	243	229	0
Setd6	57.526316	0	0	0	79	112	0	0	0	0	187	0	377	0	206	132	0	0	0	0	0
F12	57.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	382	413	0
Rffl	57.368421	0	0	0	0	137	125	94	0	101	106	0	132	0	257	138	0	0	0	0	0
Ccnq	57.315789	0	0	0	0	0	0	0	0	84	155	0	288	0	218	344	0	0	0	0	0
Tango2	57.263158	0	0	0	0	190	0	0	0	0	0	0	344	0	325	229	0	0	0	0	0
Bcr	57.263158	124	0	0	0	0	153	0	0	0	130	0	160	0	225	296	0	0	0	0	0
Arvcf	57.263158	0	0	0	0	190	0	0	0	0	0	0	344	0	325	229	0	0	0	0	0
Lpin3	57.210526	0	0	162	0	0	0	0	0	0	0	0	380	0	367	0	0	0	0	178	0
Knl1	57.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	386	611	0
Fbxl4	57.157895	196	0	0	0	63	177	0	0	98	0	0	164	0	92	296	0	0	0	0	0
St3gal2	57.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	98	161	0	0	377	449	0
Taf5	57.052632	0	0	0	0	101	0	0	0	0	0	0	0	0	0	264	0	0	287	432	0
Zfp810	57.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	291	417	0
B3gntl1	56.947368	0	0	0	0	0	0	0	0	0	0	0	115	0	112	374	0	0	223	258	0
Akr1b10	56.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	273	342	0
Zfp1	56.789474	0	0	0	0	0	0	0	0	0	0	0	132	0	88	235	0	0	305	319	0
Slc1a5	56.684211	385	0	0	0	0	0	0	0	0	0	0	172	0	0	124	0	0	156	240	0
Mbd6	56.631579	0	0	0	0	0	0	0	0	0	0	0	307	0	0	408	0	0	174	187	0
Ddit3	56.631579	0	0	0	0	0	0	0	0	0	0	0	307	0	0	408	0	0	174	187	0
Adss	56.631579	135	0	0	0	105	0	0	0	0	131	0	182	0	108	0	0	0	161	254	0
Wasf2	56.578947	0	0	0	0	81	0	0	0	0	96	0	184	0	0	303	0	0	228	183	0
Hdhd5	56.578947	0	0	0	0	0	0	0	0	0	0	0	99	0	0	349	0	0	285	342	0
Tatdn2	56.526316	0	170	0	0	160	0	0	0	0	95	0	445	0	204	0	0	0	0	0	0
Bola3	56.526316	183	0	0	0	144	86	0	0	0	180	0	146	0	149	186	0	0	0	0	0
5730409E04Rik	56.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	254	396	0
Plscr3	56.421053	0	0	0	0	0	0	0	0	0	0	0	135	0	121	443	198	0	0	175	0
Cebpd	56.421053	0	0	0	0	133	0	0	0	83	86	0	0	0	95	150	0	0	330	195	0
Letm1	56.263158	0	0	0	0	127	0	0	0	0	0	0	189	0	126	441	0	0	0	186	0
Prps1	56.210526	80	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	365	351	0
Hvcn1	56.210526	0	191	0	0	0	0	0	0	0	0	0	492	0	385	0	0	0	0	0	0
Ift27	56.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	289	381	0
Eogt	56.052632	0	0	133	0	174	149	111	0	0	159	0	194	0	0	145	0	0	0	0	0
Zfp574	56.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	269	455	0
Grik5	56.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	269	455	0
Snx12	55.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	353	525	0
Dap3	55.947368	0	0	139	0	136	0	0	0	0	128	0	168	0	149	343	0	0	0	0	0
B230307C23Rik	55.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	329	456	0
Setmar	55.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	350	408	0
Tnfsf13	55.789474	159	0	0	0	0	0	0	0	0	0	0	117	0	96	194	0	0	294	200	0
Senp3	55.789474	159	0	0	0	0	0	0	0	0	0	0	117	0	96	194	0	0	294	200	0
Nipa2	55.736842	0	0	0	0	187	0	0	0	0	131	0	96	0	117	180	0	0	188	160	0
Cyb5b	55.736842	0	0	0	0	0	0	0	0	0	0	0	114	0	0	576	0	0	201	168	0
Mios	55.631579	0	0	0	0	73	0	0	0	0	0	0	167	0	117	189	0	0	215	296	0
Itpkb	55.631579	0	328	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	142	275	0
Rpgrip1l	55.578947	0	0	0	0	82	0	0	0	0	0	0	0	0	0	242	0	0	340	392	0
Fto	55.578947	0	0	0	0	82	0	0	0	0	0	0	0	0	0	242	0	0	340	392	0
Wdhd1	55.526316	0	0	108	0	209	117	0	0	0	0	0	310	0	156	155	0	0	0	0	0
Socs4	55.526316	0	0	108	0	209	117	0	0	0	0	0	310	0	156	155	0	0	0	0	0
Donson	55.526316	301	0	0	0	84	0	0	0	0	0	0	161	0	262	247	0	0	0	0	0
Nedd4	55.421053	0	0	108	0	0	0	141	96	207	103	267	131	0	0	0	0	0	0	0	0
Cdt1	55.368421	0	0	0	0	0	0	0	0	0	150	152	108	0	175	145	0	0	187	135	0
Cct4	55.368421	0	0	0	0	193	0	0	0	0	0	0	178	0	203	478	0	0	0	0	0
Ccnd3	55.368421	0	0	0	0	0	0	0	0	0	0	0	185	0	211	218	0	0	204	234	0
Chrac1	55.315789	0	0	0	150	0	104	0	0	0	154	0	300	0	216	127	0	0	0	0	0
Atp9b	55.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	381	508	0
Ext1	55.210526	823	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0
Cbfb	55.210526	196	177	0	0	0	97	0	0	113	124	0	189	0	0	153	0	0	0	0	0
Tnfaip3	55.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	350	213	0
Ing3	55.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	466	336	0
Gm11568	55.105263	0	0	0	119	99	101	76	118	176	143	122	0	0	93	0	0	0	0	0	0
Zfp712	55.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	416	368	0
Numbl	55.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	366	331	0
Coro1c	54.947368	274	0	0	0	0	0	0	0	0	173	0	317	0	280	0	0	0	0	0	0
Zfp981	54.894737	0	0	0	0	0	0	0	0	232	175	0	252	0	384	0	0	0	0	0	0
Rps27a	54.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	350	307	0
Magea5	54.842105	0	0	0	0	0	240	0	0	0	305	0	0	0	497	0	0	0	0	0	0
Lmnb1	54.842105	0	0	0	0	0	0	0	0	0	127	0	239	0	330	346	0	0	0	0	0
Clhc1	54.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	350	307	0
Atp9a	54.842105	0	0	95	0	0	0	0	0	0	0	0	209	0	163	0	0	0	127	448	0
Rsl1	54.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	108	507	0	0	198	228	0
Ptma	54.789474	0	0	0	0	0	0	0	0	0	0	0	125	0	128	225	0	0	335	228	0
Nectin1	54.789474	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	407	465	0
Mtus1	54.789474	0	136	0	0	129	0	0	0	0	0	0	92	0	0	0	0	0	302	382	0
Ctif	54.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	295	442	0
Il1b	54.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	242	264	0
Fgfrl1	54.736842	171	0	0	0	140	0	0	0	0	0	0	420	0	309	0	0	0	0	0	0
Fbxo25	54.736842	0	0	0	105	182	144	89	0	92	176	0	126	0	126	0	0	0	0	0	0
Itgb1	54.684211	0	0	70	0	0	0	0	0	0	0	0	424	0	336	209	0	0	0	0	0
Atr	54.684211	0	0	0	0	155	93	0	0	0	0	0	208	0	184	399	0	0	0	0	0
Actr8	54.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	311	334	0
1700065D16Rik	54.684211	0	0	0	0	155	93	0	0	0	0	0	208	0	184	399	0	0	0	0	0
Rilp	54.631579	0	0	140	0	0	93	0	0	133	0	105	143	0	0	0	0	0	208	216	0
Pwp1	54.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	387	276	0
Naa15	54.578947	343	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	164	0
Gnpda2	54.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	409	283	0
Marchf5	54.473684	101	0	0	0	0	136	0	0	0	0	0	161	0	101	197	0	0	225	114	0
Frrs1	54.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	196	176	0
4933430I17Rik	54.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	415	367	0
1700042G07Rik	54.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	306	462	0
Zfp429	54.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	213	360	0
Mtmr12	54.368421	112	0	90	0	165	0	0	0	0	0	0	317	0	187	162	0	0	0	0	0
Lekr1	54.315789	0	0	0	0	131	0	0	0	0	122	0	287	0	259	233	0	0	0	0	0
Enox2	54.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	415	375	0
Ciao3	54.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	318	416	0
Uso1	54.263158	0	0	81	0	118	139	0	0	0	213	0	226	0	141	113	0	0	0	0	0
Socs5	54.263158	0	0	0	0	97	141	0	0	107	170	0	337	0	179	0	0	0	0	0	0
Gm45927	54.263158	0	0	108	0	104	0	0	134	0	86	105	107	0	0	387	0	0	0	0	0
Clk2	54.263158	0	0	108	0	104	0	0	134	0	86	105	107	0	0	387	0	0	0	0	0
B3galt1	54.263158	0	0	0	0	197	0	0	0	113	0	0	446	0	275	0	0	0	0	0	0
Ppm1b	54.210526	0	0	0	0	80	0	95	0	0	149	0	96	0	0	124	0	0	319	167	0
Myo18a	54.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	173	220	142	0
Hps1	54.210526	0	0	122	0	155	0	0	0	0	0	0	346	0	210	197	0	0	0	0	0
Sgk1	54.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	262	0	0	0	0
Ints8	54.105263	0	0	0	0	0	122	0	0	0	122	0	130	0	0	318	0	0	194	142	0
Ccs	54.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	205	661	0
Ccdc87	54.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	205	661	0
Pcna	54.000000	0	0	0	0	0	0	0	0	0	0	0	118	0	120	206	0	0	243	339	0
Gpn3	54.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	373	424	0
Git1	54.000000	0	0	0	0	0	198	0	0	0	142	100	212	170	204	0	0	0	0	0	0
Fam216a	54.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	373	424	0
Brwd1	54.000000	247	0	0	0	0	114	0	0	0	206	0	293	0	166	0	0	0	0	0	0
Ankrd13b	54.000000	0	0	0	0	0	198	0	0	0	142	100	212	170	204	0	0	0	0	0	0
Mob1b	53.947368	0	0	0	127	0	0	104	0	106	79	0	204	0	0	256	0	0	0	149	0
Entpd7	53.842105	0	0	0	0	95	0	0	0	0	140	0	230	0	133	425	0	0	0	0	0
Hnrnph1	53.789474	0	0	0	0	0	0	160	0	230	173	194	0	159	0	106	0	0	0	0	0
Tsnaxip1	53.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	312	504	0
Ranbp10	53.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	312	504	0
Tigar	53.631579	0	0	0	0	0	0	0	0	0	149	0	376	0	344	150	0	0	0	0	0
Pomk	53.631579	0	0	0	0	185	85	0	0	0	205	0	197	0	205	142	0	0	0	0	0
Mocs1	53.578947	0	0	0	0	104	0	0	0	0	0	0	0	0	0	181	0	0	222	511	0
Mef2a	53.578947	0	0	0	0	0	0	0	0	0	0	0	122	0	0	564	0	0	188	144	0
Nmd3	53.473684	147	0	0	0	124	82	0	0	0	0	0	319	0	344	0	0	0	0	0	0
