Target_genes	Ebf2|Average	SRX11005922|Adipocytes	SRX11005923|Adipocytes	SRX11005924|Adipocytes	SRX11005925|Adipocytes	SRX2676935|Brown_adipose_tissue	SRX2676936|Brown_adipose_tissue	SRX3070368|Brown_adipose_tissue	SRX3070369|Brown_adipose_tissue	SRX1357067|Brown_preadipocytes	SRX1357068|Brown_preadipocytes	SRX1357069|Brown_preadipocytes	SRX1357070|Brown_preadipocytes	SRX4054019|Embryoid_Bodies	SRX4054020|Embryoid_Bodies	SRX1706969|mESCs,_differentiated	SRX1706970|mESCs,_differentiated	SRX4054029|mESCs,_differentiated	SRX4054030|mESCs,_differentiated	STRING
Ksr1	69.500000	0	0	0	0	0	0	0	0	0	105	82	0	195	115	365	132	109	148	0
Tube1	69.444444	145	219	194	249	0	0	0	0	0	0	0	0	0	0	180	179	0	84	0
Triqk	69.444444	80	149	0	0	0	0	0	0	0	0	0	0	119	98	208	179	215	202	0
Stard13	69.444444	251	0	186	113	0	98	0	0	0	0	266	0	81	0	133	122	0	0	0
Frzb	69.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	463	0	0	0
Fam229b	69.444444	145	219	194	249	0	0	0	0	0	0	0	0	0	0	180	179	0	84	0
Decr2	69.444444	0	81	0	133	0	0	0	0	0	0	0	0	0	0	334	350	213	139	0
Aldh3b3	69.444444	0	0	0	0	0	0	0	0	0	0	930	320	0	0	0	0	0	0	0
Rerg	69.388889	0	0	0	0	0	0	0	0	0	0	0	100	277	156	144	217	178	177	0
Gmeb1	69.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	559	0	231	0
Cux2	69.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	556	120	215	0
Exosc3	69.333333	0	63	0	0	0	0	0	0	0	0	0	0	156	0	287	287	175	280	0
Cobll1	69.333333	0	0	0	0	0	111	0	0	0	0	128	0	0	0	398	291	141	179	0
Ski	69.277778	0	0	0	0	0	159	0	0	0	0	461	0	0	0	277	172	0	178	0
Rps15	69.277778	0	0	0	0	0	0	0	0	0	0	135	0	180	0	253	254	187	238	0
Rprd2	69.277778	115	0	114	116	0	0	0	0	0	0	0	0	0	95	171	188	250	198	0
Pmpcb	69.277778	0	0	0	0	0	0	0	0	0	0	123	0	98	0	136	192	397	301	0
Actr3	69.277778	0	0	0	0	0	0	0	0	0	0	109	0	0	0	502	467	0	169	0
Zfp963	69.222222	292	129	119	141	0	0	0	0	0	0	0	0	0	106	148	158	69	84	0
Ush1c	69.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	354	367	322	0
Pcsk1n	69.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	508	172	336	0
Otog	69.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	354	367	322	0
Myo3b	69.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	333	93	164	0
Fst	69.222222	0	0	0	0	0	0	0	0	0	0	445	0	0	0	235	251	132	183	0
Cdkal1	69.222222	149	157	157	179	0	0	0	0	0	0	145	0	0	0	0	150	151	158	0
Sema3g	69.166667	0	0	0	0	0	0	0	0	0	0	0	0	78	132	296	187	201	351	0
Rsrp1	69.166667	103	117	104	143	0	0	0	0	0	0	323	0	0	0	109	184	88	74	0
Rab4a	69.166667	0	0	0	0	0	0	0	0	0	0	169	0	130	0	325	224	212	185	0
Mme	69.166667	0	0	0	0	0	0	0	0	0	0	0	0	124	112	315	299	175	220	0
Il4i1	69.166667	0	0	0	0	0	0	0	0	0	0	213	0	90	0	501	315	0	126	0
Esrrb	69.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	215	0	659	0
Lamtor5	69.111111	0	0	0	0	0	0	0	0	0	0	164	0	137	0	304	298	165	176	0
Igfbp5	69.111111	0	0	0	0	0	0	0	0	0	0	0	0	233	0	452	275	120	164	0
Gne	69.111111	112	0	0	0	0	0	0	0	0	0	153	121	0	0	152	123	176	407	0
Gm5820	69.111111	0	0	0	0	0	0	0	0	0	0	0	146	170	0	628	300	0	0	0
Fgf15	69.055556	0	0	0	0	0	0	0	0	0	0	0	0	134	0	544	399	0	166	0
Cisd3	69.055556	151	169	137	169	0	0	0	0	0	0	172	0	0	0	160	162	123	0	0
Trim27	69.000000	96	141	0	0	0	0	0	0	0	0	263	0	0	0	238	162	137	205	0
Rorc	69.000000	168	0	163	0	0	314	0	0	0	0	348	249	0	0	0	0	0	0	0
Bend4	69.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	233	223	328	0
Rbm15b	68.944444	0	0	0	0	0	0	0	0	99	0	113	126	0	0	201	280	218	204	0
Hprt	68.944444	160	183	0	0	0	0	0	165	0	144	589	0	0	0	0	0	0	0	0
Uck2	68.888889	0	0	0	0	0	0	0	0	0	0	154	0	162	127	157	321	136	183	0
Ptprr	68.888889	0	0	0	0	0	0	0	0	0	0	0	0	222	196	293	0	182	347	0
Hsd11b1	68.888889	132	0	131	147	0	0	0	0	0	0	724	106	0	0	0	0	0	0	0
Eda	68.888889	0	0	0	0	0	0	0	0	0	124	316	0	0	0	237	259	131	173	0
Dusp26	68.888889	0	0	0	0	0	0	0	0	0	0	0	0	153	0	379	292	205	211	0
Crocc2	68.888889	0	0	0	0	0	138	0	0	0	0	194	0	0	0	322	244	145	197	0
Cited2	68.888889	119	0	0	0	161	0	0	0	0	0	183	78	122	0	123	117	120	217	0
Adipor1	68.888889	0	117	0	189	0	0	0	0	0	0	204	0	0	0	561	169	0	0	0
Rpgr	68.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	422	172	307	0
Prima1	68.833333	145	114	0	0	0	266	0	0	0	0	0	0	0	0	158	140	154	262	0
Nfix	68.777778	0	0	0	0	0	0	0	0	0	191	799	0	133	0	0	0	0	115	0
Dclk2	68.777778	0	0	0	0	0	0	0	0	0	0	0	0	124	0	298	258	263	295	0
Wdr35	68.722222	0	0	0	0	0	0	0	0	0	0	0	0	152	89	255	202	161	378	0
Nodal	68.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	355	151	274	0
Hexim1	68.722222	95	0	0	0	0	0	0	0	0	0	111	0	103	0	154	292	218	264	0
Gm13272	68.722222	0	0	0	0	105	128	0	0	127	105	195	170	92	0	112	68	0	135	0
4930590J08Rik	68.722222	0	0	0	0	0	0	0	0	0	0	397	0	130	0	0	105	251	354	0
1810055G02Rik	68.722222	124	0	0	146	0	0	0	0	0	0	73	0	0	103	283	94	179	235	0
Lrrc52	68.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	567	0	170	0
Atp2c2	68.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	455	0	228	0
Procr	68.611111	0	0	0	0	0	0	0	0	0	0	182	0	0	0	272	434	0	347	0
Dexi	68.611111	112	0	135	98	0	0	0	0	0	0	145	0	0	0	315	181	111	138	0
Clec16a	68.611111	112	0	135	98	0	0	0	0	0	0	145	0	0	0	315	181	111	138	0
Gm2102	68.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	419	212	260	0
Cenpb	68.555556	235	201	220	239	0	0	0	0	0	0	112	0	0	0	102	125	0	0	0
Acp5	68.555556	201	0	146	163	0	103	0	0	0	0	0	0	0	0	190	179	0	252	0
Tspyl2	68.500000	0	0	0	0	0	0	0	0	0	0	191	0	0	0	260	324	202	256	0
Srd5a2	68.500000	344	253	191	187	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0
Pdxk	68.500000	0	106	0	73	0	0	0	0	0	0	0	0	168	0	223	219	197	247	0
Pced1b	68.500000	0	0	0	0	0	0	0	0	161	239	244	0	0	0	200	171	94	124	0
Pappa	68.500000	0	0	0	0	0	146	0	0	0	0	445	0	0	0	261	213	0	168	0
Mrpl45	68.500000	0	0	0	0	0	0	0	0	0	0	282	0	0	99	339	317	85	111	0
Dnm1l	68.500000	0	0	0	0	0	0	0	0	0	0	130	0	74	0	413	344	141	131	0
Atox1	68.500000	257	213	216	226	0	0	0	0	0	0	0	0	0	0	114	86	0	121	0
Amigo2	68.500000	0	0	0	0	0	0	0	0	161	239	244	0	0	0	200	171	94	124	0
6330409D20Rik	68.500000	0	0	0	0	0	0	0	0	0	0	0	0	94	0	189	226	237	487	0
Tbc1d10b	68.444444	266	230	228	235	0	0	0	0	0	0	0	0	0	0	0	164	0	109	0
Serpinf2	68.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	359	0	124	0
Rims2	68.444444	0	0	0	0	0	0	0	0	0	0	0	0	154	0	336	305	163	274	0
Mylpf	68.444444	266	230	228	235	0	0	0	0	0	0	0	0	0	0	0	164	0	109	0
Mylk3	68.444444	168	117	0	0	0	0	0	0	0	119	0	0	0	0	180	123	134	391	0
Gria1	68.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	329	0	333	0
Edaradd	68.444444	0	0	0	0	0	0	0	0	0	0	110	0	105	0	482	251	93	191	0
Crybb3	68.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	586	0	0	0
Chst11	68.444444	0	0	0	0	0	0	0	0	0	0	135	0	0	147	237	312	175	226	0
Agxt	68.444444	0	0	0	0	0	0	0	0	278	377	577	0	0	0	0	0	0	0	0
Clns1a	68.388889	0	0	0	0	0	0	0	0	0	0	262	0	0	0	534	435	0	0	0
Vmn1r210	68.333333	0	0	0	0	0	0	0	0	0	267	229	0	0	0	315	294	0	125	0
Odf1	68.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	317	172	228	0
Hjv	68.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	248	0	394	0
Diaph2	68.333333	0	0	0	0	0	213	0	0	0	0	886	131	0	0	0	0	0	0	0
Utp3	68.277778	0	0	113	0	0	0	0	0	153	0	180	127	0	0	230	179	153	94	0
Olfr1287	68.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	774	0	0	0
BC049352	68.277778	208	0	186	146	0	252	0	0	0	0	0	0	0	0	171	141	0	125	0
Nipa2	68.222222	0	0	0	0	0	0	0	0	0	0	0	0	163	0	260	347	189	269	0
Mthfs	68.222222	94	0	0	0	0	0	0	0	0	0	106	0	111	121	137	274	155	230	0
Krtap9-1	68.222222	0	0	0	0	0	0	0	0	84	205	601	0	0	0	338	0	0	0	0
Ddi2	68.222222	0	0	0	0	0	0	0	0	0	0	198	0	0	0	396	338	182	114	0
Cep68	68.222222	0	0	0	0	0	0	0	0	0	0	105	0	0	84	250	354	153	282	0
AW551984	68.222222	0	0	0	0	0	0	0	0	0	0	229	0	178	0	138	147	319	217	0
Tmem196	68.166667	0	0	0	0	0	0	0	0	0	0	0	0	108	0	330	317	121	351	0
Ctso	68.166667	89	0	0	0	0	0	0	0	0	0	144	0	145	0	208	270	151	220	0
Tars	68.111111	145	159	108	131	0	0	0	0	0	0	240	0	0	0	338	105	0	0	0
Spink13	68.111111	0	0	0	0	0	0	0	0	180	150	896	0	0	0	0	0	0	0	0
Raet1d	68.111111	0	0	0	0	0	0	0	0	0	0	213	0	0	0	399	193	219	202	0
Oxt	68.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	405	263	297	0
Klri1	68.111111	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	169	344	488	0
Gm614	68.111111	0	0	0	0	0	0	0	0	0	0	0	0	198	105	283	401	103	136	0
Ggnbp2	68.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	496	0	268	0
Fbln1	68.111111	0	0	0	0	0	0	0	0	0	0	198	0	0	0	352	361	173	142	0
1700102P08Rik	68.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	400	112	322	0
1190007I07Rik	68.111111	122	178	123	146	0	0	0	0	0	0	113	0	0	0	283	261	0	0	0
Gdap1	68.055556	0	0	0	0	0	0	0	0	0	0	0	0	117	0	298	404	181	225	0
Rbis	68.000000	225	178	0	0	0	0	0	0	0	0	96	0	77	0	180	240	103	125	0
Prss22	68.000000	0	0	0	0	0	0	0	0	284	0	99	129	0	0	416	193	0	103	0
Myg1	68.000000	122	156	193	211	0	0	0	0	0	0	99	0	0	0	190	150	103	0	0
Grifin	68.000000	127	0	0	0	0	0	0	0	0	233	453	0	0	0	260	151	0	0	0
Cbl	68.000000	0	0	0	0	0	0	0	0	100	0	411	0	0	0	318	259	0	136	0
Zfp457	67.944444	167	0	79	126	0	0	0	0	0	0	0	0	154	0	144	222	161	170	0
Nagk	67.944444	172	142	115	0	0	0	0	0	0	0	278	0	0	0	109	101	208	98	0
Tgfa	67.888889	0	0	0	0	0	0	0	0	0	0	0	0	84	162	491	292	123	70	0
Spsb3	67.888889	87	0	111	0	0	0	0	0	0	0	0	0	158	0	327	232	116	191	0
S100a2	67.888889	0	0	0	0	0	0	0	124	387	402	309	0	0	0	0	0	0	0	0
Pak6	67.888889	0	0	0	0	0	0	0	0	0	0	0	0	430	160	280	102	0	250	0
Nubp2	67.888889	87	0	111	0	0	0	0	0	0	0	0	0	158	0	327	232	116	191	0
Foxe1	67.888889	0	0	0	0	0	0	0	0	0	0	0	0	116	0	392	416	126	172	0
Vmn2r2	67.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	414	0	0	0
Tspoap1	67.833333	0	0	0	0	0	0	0	0	0	0	0	0	105	0	452	289	185	190	0
Tnfrsf21	67.833333	0	0	0	0	0	0	0	0	0	0	0	0	111	146	336	261	121	246	0
Tal2	67.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	632	0	0	0
Srp54c	67.833333	238	123	158	0	0	131	0	0	0	0	189	0	0	0	200	90	0	92	0
Srp54b	67.833333	238	123	158	0	0	131	0	0	0	0	189	0	0	0	200	90	0	92	0
Cpxm1	67.833333	0	0	0	0	0	0	0	0	0	81	772	0	0	0	117	151	0	100	0
Usp35	67.777778	116	0	0	0	0	0	0	0	0	0	0	0	112	0	257	342	208	185	0
Pi4kb	67.777778	145	0	0	0	0	0	0	0	0	0	153	0	0	0	331	350	93	148	0
Kctd21	67.777778	116	0	0	0	0	0	0	0	0	0	0	0	112	0	257	342	208	185	0
Cnksr2	67.777778	0	0	0	0	0	0	0	0	0	0	0	0	92	77	405	337	140	169	0
Appl1	67.777778	0	0	0	0	0	0	0	0	0	0	0	0	199	133	207	227	165	289	0
Lsm11	67.722222	0	0	0	0	0	0	0	0	102	0	118	125	125	135	134	139	131	210	0
Fndc3c1	67.722222	0	0	0	0	0	0	0	0	0	0	0	0	151	104	161	422	0	381	0
Ang4	67.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	339	121	255	0
2210016L21Rik	67.722222	0	0	0	0	0	0	0	0	0	86	0	0	132	0	309	235	241	216	0
Slc6a1	67.666667	0	0	0	0	0	0	0	0	0	0	0	0	121	153	346	300	129	169	0
Ppp4r2	67.666667	0	0	0	0	0	200	0	0	0	0	358	311	0	0	235	114	0	0	0
Pacc1	67.666667	0	93	146	0	0	0	0	0	0	0	0	0	98	0	295	339	108	139	0
Nipal4	67.666667	0	0	0	0	0	0	0	0	0	0	0	0	403	135	195	191	98	196	0
Cd14	67.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	274	155	311	0
Tdrd3	67.611111	148	153	85	101	0	0	0	0	0	0	148	0	0	0	139	138	142	163	0
Tbc1d2	67.611111	275	129	138	132	0	0	0	0	0	0	0	0	141	0	117	141	0	144	0
Podn	67.611111	0	0	0	0	0	0	0	0	0	0	0	0	188	0	491	331	103	104	0
Hmgcl	67.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	188	305	308	214	202	0
Gm3739	67.611111	0	0	0	0	0	0	0	0	0	0	0	0	205	115	192	142	240	323	0
Ubald1	67.555556	0	0	84	103	0	0	0	0	0	0	0	0	0	0	340	392	113	184	0
Stox1	67.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	507	0	146	0
Plxna2	67.555556	0	0	0	0	0	0	0	0	0	0	115	0	0	0	197	400	132	372	0
Drg2	67.555556	96	123	108	110	0	0	0	0	0	0	229	71	195	0	161	123	0	0	0
Dpep3	67.555556	0	0	0	0	0	0	0	0	0	0	243	0	0	0	529	251	0	193	0
Cend1	67.555556	0	0	0	0	0	0	0	0	0	0	0	0	116	156	131	321	192	300	0
Timm44	67.500000	0	0	0	0	0	0	0	0	0	0	104	0	0	112	304	294	161	240	0
Sra1	67.500000	139	160	124	149	0	0	0	0	0	0	0	0	0	0	134	132	172	205	0
Lage3	67.500000	0	0	0	0	0	0	0	0	0	0	190	0	0	0	319	340	182	184	0
Hyi	67.500000	0	0	0	0	0	0	0	0	0	0	133	0	173	119	278	211	165	136	0
Vinac1	67.444444	235	192	159	153	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttl	67.444444	235	192	159	153	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap1b	67.444444	0	112	131	118	0	0	0	0	0	0	166	117	0	0	171	105	0	294	0
Gtpbp8	67.444444	0	0	0	0	0	0	0	0	0	0	110	0	80	0	505	255	160	104	0
Serinc5	67.388889	137	0	158	136	0	279	0	0	0	0	0	111	0	0	204	188	0	0	0
Prdm8	67.388889	0	0	0	0	0	0	0	0	0	0	181	0	109	0	374	318	96	135	0
Pcdh7	67.388889	0	0	0	0	0	0	0	0	0	0	103	0	0	0	429	339	120	222	0
Nrsn2	67.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	331	242	296	0
Id4	67.388889	0	0	0	0	0	0	0	113	0	0	174	0	0	0	297	246	100	283	0
Ell2	67.388889	160	0	136	0	0	0	0	122	0	0	0	0	0	0	170	236	181	208	0
Trdmt1	67.333333	131	0	122	0	0	0	0	0	0	0	122	0	116	103	241	233	0	144	0
Sytl1	67.333333	158	239	159	207	0	120	0	0	0	0	202	127	0	0	0	0	0	0	0
Prlr	67.333333	0	0	0	0	0	239	0	0	0	0	377	0	0	0	455	141	0	0	0
Pls3	67.333333	0	0	0	0	0	0	0	0	105	126	417	0	130	0	171	123	0	140	0
Hspa12b	67.333333	0	0	0	0	0	0	0	0	0	0	0	0	205	125	316	309	87	170	0
Eef1a1	67.333333	0	89	0	0	0	0	0	0	0	0	176	76	0	0	224	287	134	226	0
Cd83	67.333333	0	0	0	0	0	0	0	0	0	0	142	0	0	0	496	304	152	118	0
Wdr73	67.277778	128	89	135	132	0	0	0	0	0	0	110	0	0	0	283	187	0	147	0
Tcp1	67.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	717	0	148	0
Smg1	67.277778	215	169	136	110	0	0	0	0	0	0	84	0	0	0	111	186	97	103	0
Sgtb	67.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	495	0	200	0
Rps9	67.277778	120	0	127	0	0	0	0	0	0	0	0	0	98	94	126	208	216	222	0
Pou6f1	67.277778	0	0	0	0	0	0	0	0	0	0	0	0	174	132	223	200	246	236	0
Nmb	67.277778	128	89	135	132	0	0	0	0	0	0	110	0	0	0	283	187	0	147	0
Nln	67.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	495	0	200	0
Mrpl18	67.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	717	0	148	0
Klhl7	67.277778	221	0	184	0	0	0	0	0	0	0	72	0	0	0	372	240	0	122	0
Fntb	67.277778	208	183	227	236	0	0	0	0	0	0	115	0	0	0	129	113	0	0	0
Slc25a30	67.222222	70	0	0	108	0	0	0	0	0	0	136	0	102	0	230	140	242	182	0
Dlgap3	67.222222	0	0	0	0	0	0	0	0	0	0	90	0	228	172	205	212	185	118	0
Trp53bp1	67.166667	227	169	187	136	0	0	0	0	0	0	0	0	0	0	213	147	0	130	0
Mybpc3	67.166667	0	0	0	0	0	0	0	0	0	0	152	140	117	0	321	219	150	110	0
Cp	67.166667	208	201	133	114	0	0	0	0	0	0	312	144	0	0	0	97	0	0	0
Yif1b	67.111111	200	199	138	168	0	0	0	0	0	0	0	0	0	0	143	123	112	125	0
Nr3c1	67.111111	0	0	0	0	0	0	0	0	0	0	295	0	0	0	284	194	180	255	0
Hnf1b	67.111111	0	0	0	0	0	0	0	0	0	0	167	0	0	0	611	277	0	153	0
Crtc3	67.111111	0	0	0	0	0	0	0	0	0	0	261	0	92	87	231	256	115	166	0
Cdh15	67.111111	0	0	0	0	0	0	0	0	0	119	585	253	0	0	121	130	0	0	0
Ccl11	67.111111	0	119	208	131	0	110	0	0	0	0	640	0	0	0	0	0	0	0	0
Synpr	67.055556	0	0	0	0	0	0	0	0	0	0	0	0	352	147	295	273	0	140	0
Nav1	67.055556	0	0	0	0	0	0	0	0	0	0	211	0	0	0	482	254	0	260	0
Focad	67.055556	98	142	73	174	0	0	0	0	0	0	0	0	0	0	175	245	160	140	0
Cth	67.055556	0	0	0	0	0	0	0	0	0	0	127	0	0	0	251	328	271	230	0
Atad2	67.055556	0	0	95	0	0	0	0	0	0	0	308	119	0	87	182	112	139	165	0
Tspyl5	67.000000	0	0	0	0	0	0	0	0	0	0	106	0	0	0	384	339	112	265	0
Sap30l	67.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	503	197	153	0
Cox6b2	67.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	377	141	247	0
Ackr1	67.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	337	121	161	0
Zfp787	66.944444	0	0	0	0	0	0	0	0	0	0	0	0	134	117	496	157	122	179	0
Arap2	66.944444	0	0	0	0	0	0	0	0	0	0	0	0	139	0	364	321	136	245	0
Zranb1	66.888889	0	0	0	0	0	0	0	0	0	0	94	0	0	0	516	168	210	216	0
Slc9a7	66.888889	0	0	0	0	0	0	0	0	0	0	0	0	134	0	435	276	195	164	0
Pim1	66.888889	0	0	0	0	0	0	0	0	0	0	205	0	0	0	251	261	178	309	0
Mllt11	66.888889	150	151	108	113	0	0	0	0	0	0	211	95	0	0	142	143	0	91	0
Cdc42se1	66.888889	150	151	108	113	0	0	0	0	0	0	211	95	0	0	142	143	0	91	0
Unc5b	66.833333	0	0	0	0	0	0	0	0	0	88	337	110	0	0	103	141	178	246	0
Tbl1xr1	66.833333	0	0	0	0	0	0	0	0	0	0	241	0	0	0	422	212	155	173	0
Stat2	66.833333	248	121	212	215	0	0	0	0	0	0	0	0	0	0	165	101	0	141	0
Slc24a2	66.833333	0	0	0	0	0	0	0	0	0	0	0	0	135	89	525	244	92	118	0
Ppp2r1b	66.833333	0	0	0	0	0	0	0	0	0	0	86	0	153	0	504	311	0	149	0
Ift74	66.833333	168	126	210	170	0	0	0	0	0	0	245	0	0	0	152	132	0	0	0
Trmt12	66.777778	122	0	0	0	0	0	0	0	93	0	0	0	0	0	632	204	151	0	0
Senp7	66.777778	0	0	0	0	0	0	0	0	0	0	167	0	0	0	484	328	0	223	0
Wasf3	66.722222	0	0	0	0	0	0	0	0	0	0	0	0	121	0	477	279	134	190	0
Sh3tc2	66.722222	0	0	166	0	0	0	0	0	0	0	0	0	0	0	619	310	0	106	0
Mybl2	66.722222	0	0	0	0	0	0	0	0	0	0	153	0	0	0	416	230	185	217	0
Mid1	66.722222	0	0	0	0	0	0	0	0	0	0	316	0	0	0	499	386	0	0	0
Inpp5f	66.722222	240	176	108	0	0	0	0	0	0	0	110	0	0	0	148	169	123	127	0
Grin2d	66.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	310	97	240	0
Fgfr3	66.722222	0	0	0	0	0	0	0	0	0	0	172	0	0	0	408	383	0	238	0
Crppa	66.722222	0	0	0	0	0	0	0	0	0	0	149	0	184	0	203	273	201	191	0
Hecw1	66.666667	0	0	0	0	0	0	0	0	0	0	0	0	192	0	347	187	188	286	0
Sprtn	66.611111	0	0	0	0	0	0	0	0	87	0	0	0	0	0	293	312	182	325	0
Ric8a	66.611111	0	0	0	0	0	0	0	0	0	0	125	0	0	0	436	309	161	168	0
Pkp4	66.611111	139	0	0	188	0	0	0	0	0	0	146	0	92	0	194	173	0	267	0
Nsun4	66.611111	206	80	161	140	0	0	0	0	0	0	129	0	0	0	216	145	0	122	0
Exoc8	66.611111	0	0	0	0	0	0	0	0	87	0	0	0	0	0	293	312	182	325	0
Ccdc148	66.611111	139	0	0	188	0	0	0	0	0	0	146	0	92	0	194	173	0	267	0
Bet1l	66.611111	0	0	0	0	0	0	0	0	0	0	125	0	0	0	436	309	161	168	0
Mtus1	66.555556	0	0	0	0	0	0	0	0	140	0	318	121	176	0	181	0	0	262	0
Serpinb9	66.500000	112	93	126	0	0	0	0	0	0	0	229	0	0	0	272	160	0	205	0
Fbxo48	66.500000	116	0	0	0	0	0	0	0	0	0	449	0	0	0	296	189	0	147	0
Ctif	66.500000	89	0	0	0	0	0	0	0	0	0	0	0	0	0	240	389	183	296	0
B4galnt4	66.500000	0	0	0	0	0	0	0	0	0	0	0	0	127	107	233	265	158	307	0
Olfr531	66.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	686	0
Klf6	66.444444	0	0	0	0	0	0	0	0	0	0	189	0	85	0	191	199	218	314	0
Slc14a2	66.388889	0	0	0	0	0	0	0	0	0	0	0	0	195	0	171	160	285	384	0
Kiz	66.388889	171	94	0	0	0	0	0	0	0	0	149	100	0	0	188	150	196	147	0
Fam189a2	66.388889	0	0	0	0	0	0	0	0	0	0	0	0	157	87	265	305	187	194	0
Prrt3	66.333333	0	0	0	0	0	0	0	0	0	0	0	0	109	0	276	326	164	319	0
Kbtbd7	66.333333	157	0	137	117	0	0	0	0	0	0	0	0	112	0	200	123	141	207	0
Vash2	66.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	392	108	159	0
Tbc1d5	66.277778	0	0	0	0	0	0	0	0	0	0	141	0	153	0	257	299	210	133	0
Zbtb12	66.222222	0	0	0	0	0	0	0	0	0	0	122	0	0	0	299	258	192	321	0
Zadh2	66.222222	0	0	0	0	0	0	0	0	0	0	442	128	0	0	193	263	0	166	0
Tshz1	66.222222	0	0	0	0	0	0	0	0	0	0	442	128	0	0	193	263	0	166	0
Spata5	66.222222	193	124	0	193	0	0	0	0	0	0	143	0	0	0	325	214	0	0	0
Poglut2	66.222222	0	0	0	0	0	0	0	0	0	0	380	0	0	0	292	368	0	152	0
Pmfbp1	66.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	458	0	0	0
Pigo	66.222222	296	167	241	131	0	0	0	0	0	0	239	0	0	0	118	0	0	0	0
Nufip2	66.222222	161	0	140	193	0	0	0	0	0	0	492	0	0	0	120	86	0	0	0
Nudt6	66.222222	193	124	0	193	0	0	0	0	0	0	143	0	0	0	325	214	0	0	0
Nomo1	66.222222	0	0	0	0	0	0	0	0	127	0	138	84	0	0	288	280	83	192	0
Mcc	66.222222	0	0	0	0	0	0	0	0	0	0	94	0	152	0	316	339	134	157	0
Hhipl1	66.222222	0	0	0	0	0	0	0	0	0	0	434	238	0	0	204	144	0	172	0
Cox4i2	66.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	134	360	261	167	270	0
Cntn5	66.222222	0	0	0	0	0	0	0	0	0	0	0	0	174	0	455	219	151	193	0
Bivm	66.222222	0	0	0	0	0	0	0	0	0	0	380	0	0	0	292	368	0	152	0
Adora2a	66.222222	0	0	0	0	0	0	0	0	0	0	224	0	0	0	279	193	156	340	0
Abcc6	66.222222	0	0	0	0	0	0	0	0	127	0	138	84	0	0	288	280	83	192	0
Yipf2	66.166667	87	0	92	89	0	0	0	0	196	123	129	0	0	0	167	109	93	106	0
Msl3	66.166667	0	0	0	0	0	0	0	0	0	0	109	0	0	0	352	358	167	205	0
Mgst3	66.166667	145	122	169	131	0	0	0	0	0	0	80	0	0	0	164	125	90	165	0
Kdelr1	66.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	310	97	230	0
