Target_genes	Elf5|Average	SRX1425169|Mammary_glands	SRX1672019|Mammary_glands	SRX1672020|Mammary_glands	SRX1672031|Mammary_glands	SRX1672032|Mammary_glands	SRX1672061|Mammary_glands	SRX1672063|Mammary_glands	SRX1672064|Mammary_glands	SRX204144|Trophoblast_stem_cells	SRX204145|Trophoblast_stem_cells	SRX3730223|Trophoblast_stem_cells	SRX3730273|Trophoblast_stem_cells	STRING
Usp34	49.416667	126	0	0	125	0	0	164	0	0	0	178	0	0
Tatdn3	49.416667	0	0	0	0	0	0	133	0	0	0	460	0	0
Sdad1	49.416667	126	0	0	126	0	0	108	0	0	0	233	0	0
Nsl1	49.416667	0	0	0	0	0	0	133	0	0	0	460	0	0
Fam107a	49.416667	227	0	0	224	0	0	142	0	0	0	0	0	0
Exoc3	49.416667	90	0	0	90	0	0	107	0	0	0	306	0	0
Efr3b	49.416667	0	90	0	0	0	180	323	0	0	0	0	0	0
Ddx10	49.416667	147	0	0	147	0	0	125	0	0	0	174	0	0
Atp6v1c1	49.416667	81	0	0	81	0	71	0	0	0	0	360	0	0
Zfp457	49.333333	90	0	0	90	0	0	254	0	0	0	158	0	0
Slc44a3	49.333333	148	0	0	148	0	0	97	0	0	0	199	0	0
Rd3l	49.333333	0	0	0	0	0	0	592	0	0	0	0	0	0
Map3k8	49.333333	141	0	0	141	0	0	126	0	0	0	184	0	0
Kif20a	49.333333	90	0	0	90	0	0	170	0	0	0	242	0	0
Gle1	49.333333	0	0	0	0	0	0	218	0	0	0	374	0	0
Fgfbp3	49.333333	0	0	0	0	0	0	592	0	0	0	0	0	0
Brd8	49.333333	90	0	0	90	0	0	170	0	0	0	242	0	0
Vps45	49.250000	75	0	0	75	0	0	361	0	0	0	80	0	0
Srpr	49.250000	87	0	0	87	0	0	109	0	0	0	308	0	0
Sgta	49.250000	188	0	0	188	0	0	0	0	0	0	215	0	0
Rab1b	49.250000	0	0	0	0	0	132	306	0	0	0	153	0	0
Foxred1	49.250000	87	0	0	87	0	0	109	0	0	0	308	0	0
Fcho2	49.250000	219	0	0	220	0	0	152	0	0	0	0	0	0
Fam131a	49.250000	191	0	0	190	0	0	105	0	0	0	105	0	0
Ybey	49.166667	0	0	0	0	0	0	159	0	0	0	431	0	0
Wwp1	49.166667	138	0	0	138	0	0	165	0	0	0	149	0	0
Txndc17	49.166667	0	0	0	0	0	0	419	0	0	0	171	0	0
Nipbl	49.166667	88	0	0	88	0	0	414	0	0	0	0	0	0
Mylip	49.166667	136	0	0	136	0	136	182	0	0	0	0	0	0
Mcm3ap	49.166667	0	0	0	0	0	0	159	0	0	0	431	0	0
Il1rap	49.166667	0	0	0	0	0	222	368	0	0	0	0	0	0
Hes1	49.166667	295	0	0	295	0	0	0	0	0	0	0	0	0
Grk6	49.166667	295	0	0	295	0	0	0	0	0	0	0	0	0
Dipk1b	49.166667	0	0	0	0	0	0	590	0	0	0	0	0	0
Chrdl2	49.166667	170	0	0	170	0	0	250	0	0	0	0	0	0
4933427D14Rik	49.166667	0	0	0	0	0	0	419	0	0	0	171	0	0
Ylpm1	49.083333	133	0	0	133	0	0	142	0	0	0	181	0	0
Vcp	49.083333	138	0	0	139	0	0	167	0	0	0	145	0	0
Ttc5	49.083333	106	0	0	88	0	141	139	0	0	0	115	0	0
Spdef	49.083333	134	0	0	132	0	0	323	0	0	0	0	0	0
A630076J17Rik	49.083333	147	0	0	147	0	0	164	0	0	0	131	0	0
Stx5a	49.000000	75	0	0	75	0	0	114	0	0	0	324	0	0
Slc29a3	49.000000	95	0	0	95	0	0	108	0	0	0	290	0	0
Rtp1	49.000000	0	0	0	0	0	0	286	0	0	0	302	0	0
Rplp2	49.000000	119	0	0	121	0	0	115	0	0	0	233	0	0
Pidd1	49.000000	119	0	0	121	0	0	115	0	0	0	233	0	0
Pdk2	49.000000	130	0	0	130	0	0	0	0	0	0	328	0	0
Mynn	49.000000	83	0	0	82	0	177	246	0	0	0	0	0	0
Gpn3	49.000000	167	0	0	168	0	113	0	0	0	0	140	0	0
Fam216a	49.000000	167	0	0	168	0	113	0	0	0	0	140	0	0
Actrt3	49.000000	83	0	0	82	0	177	246	0	0	0	0	0	0
1700092M07Rik	49.000000	75	0	0	75	0	0	114	0	0	0	324	0	0
Sptbn4	48.916667	66	0	0	66	0	0	298	0	0	0	157	0	0
Setd7	48.916667	0	0	0	0	0	0	476	0	0	0	111	0	0
Sec24b	48.916667	0	0	0	0	0	0	208	0	0	0	379	0	0
Rpl10a	48.916667	72	0	0	71	0	0	174	0	0	0	270	0	0
Nubp1	48.916667	191	0	0	191	0	0	0	0	0	0	205	0	0
Mycn	48.916667	199	0	0	199	0	0	189	0	0	0	0	0	0
Limch1	48.916667	294	0	0	293	0	0	0	0	0	0	0	0	0
Knstrn	48.916667	133	0	0	134	0	0	83	0	0	0	237	0	0
Eif3g	48.916667	0	0	0	0	0	0	319	165	0	0	103	0	0
Blvrb	48.916667	66	0	0	66	0	0	298	0	0	0	157	0	0
Ythdf3	48.833333	0	0	0	0	0	0	382	0	0	0	204	0	0
Trpc4ap	48.833333	116	0	0	115	0	0	0	0	0	0	355	0	0
Rab28	48.833333	178	0	0	178	0	122	108	0	0	0	0	0	0
Mocs3	48.833333	84	0	0	84	0	0	184	0	0	0	234	0	0
Efna3	48.833333	0	0	0	0	0	0	0	0	0	0	586	0	0
Dpm1	48.833333	84	0	0	84	0	0	184	0	0	0	234	0	0
3830406C13Rik	48.833333	0	0	0	0	0	0	214	0	0	0	372	0	0
Tprkb	48.750000	97	0	0	94	0	0	255	0	0	0	139	0	0
Primpol	48.750000	0	0	0	0	0	196	389	0	0	0	0	0	0
Ppil2	48.750000	139	0	0	139	0	0	149	0	0	0	158	0	0
Nfib	48.750000	164	0	0	164	0	0	257	0	0	0	0	0	0
Nat8f1	48.750000	97	0	0	94	0	0	255	0	0	0	139	0	0
Lgals3bp	48.750000	138	0	0	138	0	0	125	0	0	0	184	0	0
Kifap3	48.750000	146	0	0	144	0	0	0	0	0	0	295	0	0
Derl1	48.750000	162	0	0	160	0	80	0	0	0	0	183	0	0
Cox20	48.750000	0	123	0	0	0	102	182	0	0	0	178	0	0
Cd1d1	48.750000	137	0	0	134	0	105	209	0	0	0	0	0	0
Casp3	48.750000	0	0	0	0	0	196	389	0	0	0	0	0	0
Atp5g3	48.750000	0	0	0	0	0	0	211	0	0	0	374	0	0
Ackr4	48.750000	127	0	0	127	0	0	142	0	0	0	189	0	0
Sdcbp2	48.666667	123	0	0	123	0	0	338	0	0	0	0	0	0
Ypel3	48.583333	147	0	0	147	0	0	0	0	0	0	289	0	0
Vps11	48.583333	144	0	0	140	0	0	179	0	0	0	120	0	0
Tbx6	48.583333	147	0	0	147	0	0	0	0	0	0	289	0	0
Lmna	48.583333	99	0	0	98	0	0	241	0	0	0	145	0	0
Hspbp1	48.583333	138	0	0	138	0	87	0	0	0	0	220	0	0
Fcgbp	48.583333	169	0	0	170	0	0	244	0	0	0	0	0	0
Fam187a	48.583333	0	0	0	0	0	97	264	0	0	0	222	0	0
Cybc1	48.583333	101	0	0	102	0	0	103	0	0	0	277	0	0
Cep170b	48.583333	121	0	0	121	0	0	160	0	0	0	181	0	0
Card14	48.583333	206	0	0	206	0	0	171	0	0	0	0	0	0
Trmt10a	48.500000	192	0	0	192	0	0	71	0	0	0	127	0	0
Tnfrsf18	48.500000	147	0	0	147	0	0	288	0	0	0	0	0	0
Sf3b3	48.500000	0	0	0	0	0	110	351	0	0	0	121	0	0
Mttp	48.500000	192	0	0	192	0	0	71	0	0	0	127	0	0
Cog4	48.500000	0	0	0	0	0	110	351	0	0	0	121	0	0
Cacna1b	48.500000	0	0	0	0	0	170	412	0	0	0	0	0	0
Zfp787	48.416667	144	0	0	144	0	0	0	0	0	0	293	0	0
Ttc8	48.416667	137	0	0	135	0	0	309	0	0	0	0	0	0
Tm4sf1	48.416667	125	0	0	125	0	0	331	0	0	0	0	0	0
Tcea2	48.416667	101	0	0	101	0	0	122	0	0	0	257	0	0
Sh3glb2	48.416667	106	0	0	106	0	141	228	0	0	0	0	0	0
Mpp6	48.416667	0	0	0	0	0	180	401	0	0	0	0	0	0
Kcnj15	48.416667	0	0	0	0	0	255	205	121	0	0	0	0	0
Gipc1	48.416667	209	0	0	208	0	0	0	0	0	0	164	0	0
Gapvd1	48.416667	81	0	0	81	0	0	0	0	0	0	419	0	0
Eif1b	48.416667	162	0	0	161	0	0	0	0	0	0	258	0	0
Drosha	48.416667	153	0	0	152	0	0	0	0	0	0	276	0	0
Dennd5a	48.416667	196	0	0	196	0	0	189	0	0	0	0	0	0
Ddc	48.416667	0	0	0	0	0	0	0	0	0	0	581	0	0
Ctsd	48.416667	222	0	0	222	0	0	137	0	0	0	0	0	0
6030458C11Rik	48.416667	153	0	0	152	0	0	0	0	0	0	276	0	0
Slx4ip	48.333333	108	0	0	108	0	0	87	0	0	0	277	0	0
Rnf103	48.333333	196	0	0	196	0	0	188	0	0	0	0	0	0
Pigc	48.333333	76	0	0	76	0	0	76	0	0	0	352	0	0
Mkks	48.333333	108	0	0	108	0	0	87	0	0	0	277	0	0
Cobl	48.333333	150	0	0	150	0	0	280	0	0	0	0	0	0
Alyref2	48.333333	114	0	0	114	0	0	102	0	0	0	250	0	0
Man1b1	48.250000	103	0	0	102	0	0	142	0	0	0	232	0	0
Kat2a	48.250000	0	0	0	0	0	0	155	0	0	0	424	0	0
Hspb9	48.250000	0	0	0	0	0	0	155	0	0	0	424	0	0
Dcp2	48.250000	99	0	0	100	0	0	0	0	0	0	380	0	0
Abcg2	48.250000	0	0	0	0	0	0	101	0	0	0	478	0	0
Ubd	48.166667	0	0	0	0	0	0	0	0	137	0	441	0	0
Slirp	48.166667	152	0	0	151	0	0	88	0	0	0	187	0	0
Sf3b6	48.166667	86	0	0	87	0	0	171	0	0	0	234	0	0
Nrp	48.166667	152	0	0	151	0	0	88	0	0	0	187	0	0
Dnajb1	48.166667	92	0	0	91	0	65	105	0	0	0	225	0	0
Arhgap39	48.166667	0	0	0	0	0	0	324	0	0	0	254	0	0
Alkbh1	48.166667	152	0	0	151	0	0	88	0	0	0	187	0	0
Wipi2	48.083333	127	0	0	126	0	0	180	0	0	0	144	0	0
Snx29	48.083333	122	0	0	123	0	96	108	0	0	0	128	0	0
Scgb1b27	48.083333	120	0	0	118	0	0	174	0	0	0	165	0	0
Rps27l	48.083333	0	0	0	0	0	0	0	0	0	0	577	0	0
Lrig3	48.083333	77	0	0	77	0	0	273	0	0	0	150	0	0
Fam168a	48.083333	129	0	0	129	0	0	103	0	0	0	216	0	0
Fam107b	48.083333	203	0	0	204	0	0	170	0	0	0	0	0	0
Eif4enif1	48.083333	73	0	0	73	0	184	124	0	0	0	123	0	0
Zfp955a	48.000000	98	0	0	72	0	0	142	0	0	0	264	0	0
Ticrr	48.000000	103	0	0	103	0	0	0	0	0	0	370	0	0
Mageh1	48.000000	0	0	0	0	0	180	228	0	0	0	168	0	0
Ankrd46	48.000000	103	0	0	103	0	0	370	0	0	0	0	0	0
Adam15	48.000000	184	0	0	184	0	0	208	0	0	0	0	0	0
Ythdc1	47.916667	174	0	0	173	0	0	228	0	0	0	0	0	0
Mms22l	47.916667	0	0	0	0	0	0	0	0	0	0	575	0	0
Mcts1	47.916667	99	0	0	99	0	0	228	0	0	0	149	0	0
Gpatch8	47.916667	123	0	0	123	0	0	0	0	0	0	329	0	0
Fbxw4	47.916667	0	0	0	0	0	122	217	0	0	0	236	0	0
Ccdc142	47.916667	134	0	0	134	0	0	0	0	0	0	307	0	0
Tctex1d4	47.833333	0	0	0	0	0	0	147	0	0	0	427	0	0
Marchf7	47.833333	107	0	0	107	0	0	136	0	0	0	224	0	0
Dpy19l1	47.833333	194	0	0	194	0	0	0	0	0	0	186	0	0
Zfp595	47.750000	81	0	0	81	0	0	189	0	0	0	222	0	0
Slc44a4	47.750000	0	0	0	0	0	0	0	0	0	0	573	0	0
Cstb	47.750000	205	0	0	203	0	0	0	0	0	0	0	165	0
Apoe	47.750000	0	0	0	0	0	0	277	0	0	0	296	0	0
Yrdc	47.666667	158	0	0	159	0	0	0	0	0	0	255	0	0
Gm3667	47.666667	0	0	0	0	0	0	0	0	0	0	572	0	0
Cast	47.666667	0	0	0	0	0	0	334	0	0	0	238	0	0
Atxn1l	47.666667	0	0	0	0	0	0	0	0	0	0	572	0	0
1110065P20Rik	47.666667	158	0	0	159	0	0	0	0	0	0	255	0	0
Zfp934	47.583333	0	0	0	0	0	0	118	0	0	0	453	0	0
Unc45b	47.583333	72	0	0	72	0	0	133	0	0	0	294	0	0
Rdh7	47.583333	0	0	0	0	0	0	437	0	0	0	134	0	0
Nle1	47.583333	72	0	0	72	0	0	133	0	0	0	294	0	0
Mfap1b	47.583333	151	0	0	155	0	0	125	0	0	0	140	0	0
Lpl	47.500000	129	0	0	130	0	0	311	0	0	0	0	0	0
H4c12	47.500000	109	0	0	108	0	0	118	0	0	0	235	0	0
H2bc15	47.500000	109	0	0	108	0	0	118	0	0	0	235	0	0
H2ac15	47.500000	109	0	0	108	0	0	118	0	0	0	235	0	0
H2-T10	47.500000	234	0	0	230	0	0	106	0	0	0	0	0	0
Emid1	47.500000	285	0	0	285	0	0	0	0	0	0	0	0	0
Cipc	47.500000	148	0	0	149	0	0	0	0	0	0	273	0	0
Cd300lf	47.500000	0	0	0	0	0	258	312	0	0	0	0	0	0
C1galt1	47.500000	0	0	0	0	0	96	474	0	0	0	0	0	0
Axdnd1	47.500000	90	0	0	90	0	0	248	0	0	0	142	0	0
Atoh8	47.500000	0	0	0	0	0	0	268	0	0	0	302	0	0
Agfg1	47.500000	94	0	0	95	0	0	170	0	0	0	211	0	0
Tmprss2	47.416667	104	0	0	105	0	179	181	0	0	0	0	0	0
Bag6	47.416667	143	0	0	143	0	0	97	0	0	0	186	0	0
Apom	47.416667	143	0	0	143	0	0	97	0	0	0	186	0	0
Usp48	47.333333	81	0	0	82	0	0	95	0	0	0	310	0	0
Pbrm1	47.333333	216	0	0	216	0	0	136	0	0	0	0	0	0
Notch2	47.333333	123	0	0	122	0	0	0	0	0	0	323	0	0
Lrig2	47.333333	90	0	0	91	0	0	0	0	0	0	387	0	0
Lcor	47.333333	116	0	0	115	0	0	134	0	0	0	203	0	0
Adgre5	47.333333	0	0	0	0	0	0	0	0	0	0	568	0	0
Zfp273	47.250000	114	0	0	114	0	0	179	0	0	0	160	0	0
Tmem19	47.250000	87	0	0	87	0	0	189	0	0	0	204	0	0
Sap30bp	47.250000	144	0	0	144	0	0	108	0	0	0	171	0	0
Recql5	47.250000	144	0	0	144	0	0	108	0	0	0	171	0	0
Ptprs	47.250000	125	0	0	125	0	120	197	0	0	0	0	0	0
Psma2	47.250000	0	0	0	0	0	0	290	0	0	0	277	0	0
Nqo1	47.250000	199	0	0	200	0	0	168	0	0	0	0	0	0
Mrpl32	47.250000	0	0	0	0	0	0	290	0	0	0	277	0	0
LTO1	47.250000	97	0	0	98	0	0	194	0	0	0	178	0	0
Iqsec2	47.250000	144	0	0	143	0	0	280	0	0	0	0	0	0
Hmox2	47.250000	215	0	0	216	0	0	136	0	0	0	0	0	0
Gsk3a	47.250000	0	0	0	0	0	130	144	0	0	0	293	0	0
Frg2f1	47.250000	209	0	0	206	0	0	0	0	0	0	152	0	0
Foxj3	47.250000	209	0	0	206	0	0	0	0	0	0	152	0	0
Eps15	47.250000	132	0	0	132	0	0	0	0	0	0	303	0	0
Comt	47.250000	191	0	0	190	0	0	186	0	0	0	0	0	0
Atox1	47.250000	0	0	0	0	0	118	103	0	0	0	346	0	0
1700094D03Rik	47.250000	82	0	0	83	0	0	267	0	0	0	135	0	0
Zfp991	47.166667	114	0	0	115	0	0	214	0	0	0	123	0	0
Zfp687	47.166667	87	0	0	87	0	0	0	0	0	0	392	0	0
Zfp160	47.166667	116	0	0	117	0	0	132	0	0	0	201	0	0
Zadh2	47.166667	146	0	0	146	0	0	109	0	0	0	165	0	0
Tshz1	47.166667	146	0	0	146	0	0	109	0	0	0	165	0	0
Tmed6	47.166667	0	0	0	0	0	0	170	0	0	0	396	0	0
Rab4b	47.166667	0	0	0	0	0	0	151	0	0	0	415	0	0
Psen2	47.166667	155	0	0	155	0	0	0	0	0	0	256	0	0
P2rx1	47.166667	283	0	0	283	0	0	0	0	0	0	0	0	0
Mia	47.166667	0	0	0	0	0	0	151	0	0	0	415	0	0
Mdh1b	47.166667	0	0	0	0	0	0	170	0	0	0	396	0	0
Fastkd2	47.166667	0	0	0	0	0	0	170	0	0	0	396	0	0
Coro2b	47.166667	196	0	0	195	0	0	175	0	0	0	0	0	0
Acat2	47.166667	88	0	0	89	0	0	217	0	0	0	172	0	0
Txlng	47.083333	0	0	0	0	0	0	0	0	0	0	565	0	0
Tlcd3b	47.083333	0	0	0	0	0	176	179	0	0	0	210	0	0
Stoml3	47.083333	175	0	0	174	0	0	216	0	0	0	0	0	0
Ppm1h	47.083333	0	0	0	0	0	0	231	0	0	0	334	0	0
Pla2g2e	47.083333	0	0	0	0	0	210	355	0	0	0	0	0	0
Isoc2b	47.083333	114	0	0	115	0	103	95	0	0	0	138	0	0
Gm13030	47.083333	0	0	0	0	0	210	355	0	0	0	0	0	0
Copb1	47.083333	96	0	0	95	0	0	244	0	0	0	130	0	0
Tmppe	47.000000	152	0	0	153	0	0	0	0	0	0	259	0	0
Sel1l	47.000000	0	0	0	0	0	0	163	0	0	0	401	0	0
Pik3cb	47.000000	0	0	0	0	0	0	211	0	0	0	353	0	0
Insig1	47.000000	124	0	0	125	0	0	185	0	0	0	130	0	0
Gdf9	47.000000	0	0	0	0	0	0	298	0	0	0	266	0	0
Ccpg1os	47.000000	96	0	0	98	0	0	0	0	0	0	370	0	0
Ccpg1	47.000000	96	0	0	98	0	0	0	0	0	0	370	0	0
Bloc1s4	47.000000	121	0	0	122	0	0	162	0	0	0	159	0	0
Atad2b	47.000000	0	0	0	0	0	117	183	0	0	0	264	0	0
Ajuba	47.000000	115	0	0	115	0	0	121	0	0	0	213	0	0
Tubgcp3	46.916667	0	0	0	0	0	0	0	0	0	0	563	0	0
Gpd1l	46.916667	178	0	0	180	0	0	205	0	0	0	0	0	0
Defa6	46.916667	0	0	0	0	0	0	0	0	0	0	563	0	0
Defa24	46.916667	0	0	0	0	0	0	0	0	0	0	563	0	0
Zbtb6	46.833333	102	0	0	102	0	0	189	0	0	0	169	0	0
Uri1	46.833333	0	0	0	0	0	0	352	0	0	0	210	0	0
Trim35	46.833333	0	0	0	0	0	0	0	0	0	0	562	0	0
Slk	46.833333	124	0	0	125	0	0	107	0	0	0	206	0	0
Slc46a1	46.833333	103	0	0	103	0	0	0	0	0	0	356	0	0
Sharpin	46.833333	123	0	0	123	0	0	0	0	0	0	316	0	0
Prtn3	46.833333	79	0	0	79	0	184	220	0	0	0	0	0	0
Plppr3	46.833333	79	0	0	79	0	184	220	0	0	0	0	0	0
Plekha1	46.833333	66	0	0	66	0	0	159	0	0	0	271	0	0
Maf1	46.833333	123	0	0	123	0	0	0	0	0	0	316	0	0
Gm35339	46.833333	123	0	0	123	0	0	0	0	0	0	316	0	0
Fbxo31	46.833333	0	0	0	99	0	0	223	0	0	0	240	0	0
Ccdc85c	46.833333	197	0	0	197	0	0	168	0	0	0	0	0	0
Septin7	46.750000	0	0	141	0	0	115	213	0	0	0	92	0	0
Scn5a	46.750000	195	0	0	195	0	0	171	0	0	0	0	0	0
Rad21	46.750000	0	0	0	0	0	0	112	0	0	0	449	0	0
Pls3	46.750000	214	0	0	214	0	0	133	0	0	0	0	0	0
Oma1	46.750000	172	0	0	172	0	0	133	0	0	0	84	0	0
Fgd4	46.750000	0	0	0	0	0	0	107	0	0	0	454	0	0
Cpt1b	46.750000	139	0	0	138	0	114	0	0	0	0	170	0	0
Chkb	46.750000	139	0	0	138	0	114	0	0	0	0	170	0	0
Btc	46.750000	232	0	0	232	0	0	97	0	0	0	0	0	0
Bcl10	46.750000	98	0	0	98	0	0	142	0	0	0	223	0	0
Prr3	46.666667	74	0	0	74	0	0	0	0	0	0	412	0	0
Max	46.666667	110	0	0	110	0	118	222	0	0	0	0	0	0
Imp4	46.666667	80	0	0	80	0	86	185	0	0	0	129	0	0
Gnl1	46.666667	74	0	0	74	0	0	0	0	0	0	412	0	0
Cdk20	46.666667	137	0	0	137	0	0	0	0	0	0	286	0	0
Ccdc115	46.666667	80	0	0	80	0	86	185	0	0	0	129	0	0
Brd4	46.666667	94	0	0	94	0	0	173	0	0	0	199	0	0
Atp6v0e	46.666667	0	0	0	0	0	0	137	0	0	0	423	0	0
Ube2m	46.583333	117	0	0	117	0	0	101	0	0	0	224	0	0
Tnip3	46.583333	184	0	0	184	0	0	191	0	0	0	0	0	0
Tbcel	46.583333	108	0	0	108	0	0	218	0	0	0	125	0	0
Pimreg	46.583333	178	0	0	178	0	0	0	0	0	0	203	0	0
H2-T24	46.583333	123	0	0	124	0	0	312	0	0	0	0	0	0
Eif3l	46.583333	156	0	0	159	0	0	0	0	0	0	244	0	0
Duxbl3	46.583333	234	0	0	192	0	0	133	0	0	0	0	0	0
Duxbl2	46.583333	234	0	0	192	0	0	133	0	0	0	0	0	0
Duxbl1	46.583333	234	0	0	192	0	0	133	0	0	0	0	0	0
Clasp1	46.583333	168	0	0	168	0	0	81	0	0	0	142	0	0
Chmp2a	46.583333	117	0	0	117	0	0	101	0	0	0	224	0	0
Arhgef16	46.583333	163	0	0	166	0	0	0	0	0	0	230	0	0
Aipl1	46.583333	178	0	0	178	0	0	0	0	0	0	203	0	0
Timm8b	46.500000	0	0	0	0	0	64	397	0	0	0	97	0	0
Stx6	46.500000	203	0	0	204	0	0	151	0	0	0	0	0	0
Sdhd	46.500000	0	0	0	0	0	64	397	0	0	0	97	0	0
Ptx4	46.500000	88	0	0	87	0	0	163	0	0	0	220	0	0
Lpgat1	46.500000	117	0	0	117	0	0	207	0	0	0	117	0	0
Itgb8	46.500000	152	0	0	152	0	0	254	0	0	0	0	0	0
Eloa	46.500000	0	0	0	0	0	0	321	0	0	0	237	0	0
Asah1	46.500000	0	0	0	0	0	177	381	0	0	0	0	0	0
Pik3r5	46.416667	170	0	0	169	0	0	218	0	0	0	0	0	0
Nup205	46.416667	81	0	0	0	0	170	306	0	0	0	0	0	0
Mapkapk3	46.416667	107	0	0	107	0	0	167	0	0	0	176	0	0
Irf8	46.416667	138	0	0	139	0	0	280	0	0	0	0	0	0
Gtf3a	46.416667	102	0	0	102	0	0	0	0	0	0	353	0	0
Abhd16a	46.416667	0	0	0	0	0	134	423	0	0	0	0	0	0
Srrt	46.333333	138	0	0	139	0	0	109	0	0	0	170	0	0
Ptrhd1	46.333333	134	0	0	133	0	0	180	0	0	0	109	0	0
Prokr2	46.333333	278	0	0	278	0	0	0	0	0	0	0	0	0
P4hb	46.333333	92	0	0	90	0	0	0	0	0	0	374	0	0
Elk4	46.333333	0	0	0	0	0	0	278	0	0	0	278	0	0
Cenpo	46.333333	134	0	0	133	0	0	180	0	0	0	109	0	0
Zbtb26	46.250000	170	0	0	170	0	0	0	0	0	0	215	0	0
Wfdc15a	46.250000	160	0	0	160	0	86	149	0	0	0	0	0	0
Syt12	46.250000	0	0	0	0	0	144	411	0	0	0	0	0	0
Slc13a1	46.250000	178	0	0	178	0	0	199	0	0	0	0	0	0
Rabgap1	46.250000	170	0	0	170	0	0	0	0	0	0	215	0	0
Pde8a	46.250000	94	0	0	94	0	112	116	0	0	0	139	0	0
Mettl27	46.250000	0	0	0	0	0	0	371	0	0	0	184	0	0
Lcn8	46.250000	117	0	0	117	0	0	0	0	0	0	321	0	0
Lcn5	46.250000	117	0	0	117	0	0	0	0	0	0	321	0	0
Gpr31b	46.250000	179	0	0	178	0	0	198	0	0	0	0	0	0
Galnt3	46.250000	99	0	0	100	0	0	223	0	0	0	133	0	0
Efemp2	46.250000	0	0	0	0	0	145	0	0	0	0	410	0	0
Zkscan6	46.166667	0	0	0	0	0	0	149	0	0	0	405	0	0
Tmem164	46.166667	111	0	0	119	0	0	324	0	0	0	0	0	0
Retnlb	46.166667	0	0	0	0	0	218	336	0	0	0	0	0	0
Psca	46.166667	277	0	0	277	0	0	0	0	0	0	0	0	0
Plpp4	46.166667	137	0	0	137	0	0	280	0	0	0	0	0	0
Iba57	46.166667	97	0	0	97	0	0	192	0	0	0	168	0	0
Dnajc21	46.166667	0	0	0	0	0	148	179	0	0	0	227	0	0
Col9a2	46.166667	207	0	0	210	0	0	137	0	0	0	0	0	0
Ccnb2	46.166667	0	0	0	0	0	0	238	0	0	0	316	0	0
Cbfa2t2	46.166667	0	0	0	0	0	0	313	0	0	0	241	0	0
Tmem109	46.083333	135	0	0	135	0	0	119	0	0	0	164	0	0
Slc15a4	46.083333	124	0	0	123	0	79	108	0	0	0	119	0	0
Scgb3a1	46.083333	96	0	0	96	0	0	179	0	0	0	182	0	0
Rusc1	46.083333	105	0	0	104	0	0	152	0	0	0	192	0	0
Med31	46.083333	0	0	0	0	0	0	419	0	0	0	134	0	0
Lrif1	46.083333	0	0	0	0	0	0	196	0	0	0	357	0	0
Eloc	46.083333	124	0	0	125	0	0	0	0	0	0	304	0	0
Dnpep	46.083333	231	0	0	231	0	0	0	0	0	0	91	0	0
Cdyl2	46.083333	89	0	0	88	0	0	272	0	0	0	104	0	0
Bnc2	46.083333	210	0	0	210	0	0	133	0	0	0	0	0	0
Atp6v0d1	46.083333	109	0	0	111	0	0	218	0	0	0	115	0	0
Anxa1	46.083333	172	0	0	171	0	0	210	0	0	0	0	0	0
Abl1	46.083333	106	0	0	105	0	0	196	0	0	0	146	0	0
4930563E22Rik	46.083333	0	0	0	0	0	0	419	0	0	0	134	0	0
Zkscan8	46.000000	117	0	0	117	0	0	0	0	0	0	318	0	0
Zfp263	46.000000	0	0	0	0	0	132	420	0	0	0	0	0	0
Twistnb	46.000000	0	0	0	0	0	0	425	0	0	0	127	0	0
Slc12a4	46.000000	0	0	0	0	0	0	0	0	0	0	552	0	0
Mob3a	46.000000	79	0	0	80	0	0	0	0	0	0	393	0	0
Map4k2	46.000000	0	0	0	0	0	100	301	0	0	0	151	0	0
Izumo4	46.000000	79	0	0	80	0	0	0	0	0	0	393	0	0
H2ac4	46.000000	0	0	0	0	0	0	436	116	0	0	0	0	0
Gpat4	46.000000	0	0	0	0	0	124	428	0	0	0	0	0	0
Gm7592	46.000000	121	0	0	170	0	0	261	0	0	0	0	0	0
Cyp2s1	46.000000	276	0	0	276	0	0	0	0	0	0	0	0	0
Tnc	45.916667	194	0	0	195	0	0	162	0	0	0	0	0	0
Pdha1	45.916667	102	0	0	102	0	94	253	0	0	0	0	0	0
Marcksl1	45.916667	0	0	0	0	0	0	431	120	0	0	0	0	0
Hif1an	45.916667	183	0	0	183	0	0	0	0	0	0	185	0	0
Entpd7	45.916667	133	0	0	136	0	0	0	0	0	0	282	0	0
Btbd35f26	45.916667	0	0	0	0	0	0	0	0	106	0	445	0	0
Btbd35f16	45.916667	0	0	0	0	0	0	0	0	106	0	445	0	0
Btbd35f11	45.916667	0	0	0	0	0	0	0	0	106	0	445	0	0
Btbd35f10	45.916667	0	0	0	0	0	0	0	0	106	0	445	0	0
Arf4	45.916667	105	0	0	104	0	0	161	0	0	0	181	0	0
Ube2r2	45.833333	0	0	160	0	0	0	278	0	0	0	112	0	0
Trim31	45.833333	137	0	0	137	0	0	276	0	0	0	0	0	0
Rasl11b	45.833333	275	0	0	275	0	0	0	0	0	0	0	0	0
Mob2	45.833333	149	0	0	150	0	0	133	0	0	0	118	0	0
Kyat1	45.833333	169	0	0	169	0	0	212	0	0	0	0	0	0
Krt39	45.833333	181	0	0	181	0	0	188	0	0	0	0	0	0
