Target_genes	Hmga2|Average	SRX14833490|ES_cells	SRX9213050|ES_cells	SRX9213052|ES_cells	SRX796317|MEF	SRX796321|MEF	DRX411715|Monoulcear_cells	DRX411716|Monoulcear_cells	DRX411717|Monoulcear_cells	DRX411718|Monoulcear_cells	SRX2140476|Neural_progenitor_cells	DRX174618|Unclassified	DRX174620|Unclassified	STRING
Gpr22	12.750000	0	0	0	0	0	0	0	0	0	153	0	0	0
Gpm6b	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Gm15319	12.750000	0	0	0	0	0	0	0	0	0	153	0	0	0
Ggta1	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Fnd3c2	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
Erh	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Dip2a	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Dennd1a	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Degs1	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Cst9	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
Cox16	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
Clgn	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Capsl	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
Ahr	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Abhd2	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
AI429214	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Ptov1	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Pcdh17	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Olfr1160	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Olfr1124	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Olfr1028	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Nhsl2	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Mta3	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Mael	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Lgalsl	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Kmt2e	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Klra5	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Gnb4	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Esp5	12.666667	0	0	0	0	0	0	0	0	0	152	0	0	0
Stra8	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Sgce	12.583333	0	0	0	0	0	0	0	0	0	151	0	0	0
Ptpmt1	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Plekha8	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Peg10	12.583333	0	0	0	0	0	0	0	0	0	151	0	0	0
Pate13	12.583333	0	0	0	0	0	0	0	0	0	151	0	0	0
Olfr597	12.583333	0	0	0	0	0	0	0	0	0	151	0	0	0
Olfr308	12.583333	0	0	0	0	0	0	0	0	0	151	0	0	0
Ocrl	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Lipo3	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Larp6	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Kcnb2	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Gpam	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Gm1979	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Fkbp14	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Dclk2	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Atp2b3	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Vmn2r81	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Vmn1r39	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Tmem184a	12.500000	0	0	0	0	0	0	0	150	0	0	0	0	0
Tex47	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Slf1	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Scn5a	12.500000	0	0	0	0	0	0	0	0	150	0	0	0	0
Ppp4r3b	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Papolb	12.500000	0	0	0	0	0	0	0	150	0	0	0	0	0
Olfr1206	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Med13	12.500000	0	0	0	0	0	0	0	150	0	0	0	0	0
Impact	12.500000	0	150	0	0	0	0	0	0	0	0	0	0	0
Cntnap2	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Akap14	12.500000	0	0	0	0	0	150	0	0	0	0	0	0	0
2210408I21Rik	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Znrf3	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Zfp846	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Zfp811	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Zdhhc5	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Wif1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Vps35	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Vmn2r10	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Vmn1r185	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Ucp2	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Togaram1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Tnfsf18	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Themis3	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Tbr1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Stap1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Srp72	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Spata48	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Slco6d1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Siah3	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Selenov	12.416667	0	0	0	0	0	0	0	149	0	0	0	0	0
Rorb	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Rhox4g	12.416667	0	0	0	0	0	149	0	0	0	0	0	0	0
Rfx7	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Rc3h1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Rbm4	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Psmd1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Prrt4	12.416667	0	0	0	0	0	0	0	149	0	0	0	0	0
Phf11c	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Orc6	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Omd	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Olfr704	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Olfr478	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Olfr1444	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Olfr127	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Olfr1121	12.416667	0	0	149	0	0	0	0	0	0	0	0	0	0
Olfr1099	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Olfr1058	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Ogn	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Ncapd3	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Mns1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Mlip	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Mettl7a1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Mef2a	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Lyg2	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Lrmda	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Lce1c	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Las1l	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Klhl28	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Kctd4	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Intu	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Inpp4a	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Hopx	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Hecw1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Hars2	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Hars	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Hapln1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
H2-T10	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Gm7030	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Gbx2	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Etv1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Eps15	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Entpd7	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Drd2	12.416667	0	0	0	0	0	0	0	149	0	0	0	0	0
Crlf3	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Cmtm1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Cldn24	12.416667	0	0	149	0	0	0	0	0	0	0	0	0	0
Cldn22	12.416667	0	0	149	0	0	0	0	0	0	0	0	0	0
Calr4	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Bpifa6	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Blmh	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Ankrd7	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Ankrd36	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Amelx	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Aldh1a1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Akr1a1	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Agrp	12.416667	0	0	0	0	0	0	0	0	0	149	0	0	0
Vmn2r84	12.333333	0	0	0	0	0	0	0	0	0	148	0	0	0
Tmf1	12.333333	0	0	0	0	0	0	0	0	0	148	0	0	0
Tab2	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Rnf212b	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Olfr1500	12.333333	0	0	0	0	0	0	0	0	0	148	0	0	0
Gxylt2	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Bche	12.333333	0	0	0	0	0	0	0	0	0	148	0	0	0
Vmn2r30	12.250000	0	0	0	0	0	0	0	0	0	147	0	0	0
Uhrf1	12.250000	0	0	147	0	0	0	0	0	0	0	0	0	0
Ube2o	12.250000	0	0	147	0	0	0	0	0	0	0	0	0	0
Spo11	12.250000	0	0	0	0	0	0	0	147	0	0	0	0	0
Sgsm2	12.250000	0	0	0	0	0	0	0	147	0	0	0	0	0
Klhl36	12.250000	0	0	147	0	0	0	0	0	0	0	0	0	0
Kif26b	12.250000	0	0	147	0	0	0	0	0	0	0	0	0	0
Dsg4	12.250000	0	0	147	0	0	0	0	0	0	0	0	0	0
Arx	12.250000	0	0	0	0	0	0	0	147	0	0	0	0	0
Arrdc5	12.250000	0	0	147	0	0	0	0	0	0	0	0	0	0
Yeats2	12.166667	0	0	0	0	0	0	0	146	0	0	0	0	0
Txlng	12.166667	0	0	0	0	0	0	0	146	0	0	0	0	0
Panx3	12.166667	0	0	0	0	0	0	0	0	0	146	0	0	0
Olfr860	12.166667	0	0	0	0	0	0	0	0	0	146	0	0	0
Olfr73	12.166667	0	0	0	0	0	0	0	0	0	146	0	0	0
Olfr1242	12.166667	0	0	0	0	0	0	0	0	0	146	0	0	0
Cdk6	12.166667	0	0	0	0	0	0	0	0	0	146	0	0	0
Ccdc93	12.166667	0	0	0	0	0	0	0	146	0	0	0	0	0
Pex5l	12.083333	0	0	0	0	0	0	0	145	0	0	0	0	0
Olfr215	12.083333	0	0	0	0	0	0	0	145	0	0	0	0	0
Gm17330	12.083333	0	0	0	0	0	0	0	145	0	0	0	0	0
Vmn2r63	12.000000	0	0	0	0	0	0	0	0	0	144	0	0	0
Rpl29	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Rasgef1c	12.000000	0	0	0	0	0	0	0	144	0	0	0	0	0
Olfr935	12.000000	0	0	0	0	0	0	0	0	0	144	0	0	0
Olfr670	12.000000	0	0	0	0	0	0	0	0	0	144	0	0	0
Morc4	12.000000	0	0	0	0	0	0	0	144	0	0	0	0	0
Kctd6	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Gucy1a2	12.000000	0	0	144	0	0	0	0	0	0	0	0	0	0
Gm13030	12.000000	0	0	0	0	0	0	0	144	0	0	0	0	0
Esp18	12.000000	0	0	0	0	0	0	0	0	0	144	0	0	0
Ap3b1	12.000000	0	0	144	0	0	0	0	0	0	0	0	0	0
1700057G04Rik	12.000000	0	0	0	0	0	0	0	0	0	144	0	0	0
Zfp708	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Xcl1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Vim	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ulk2	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ube2k	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ttc6	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Tm4sf19	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Tm4sf1	11.916667	0	0	143	0	0	0	0	0	0	0	0	0	0
Thrap3	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Tead4	11.916667	0	0	0	0	0	0	0	143	0	0	0	0	0
Tas2r123	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Smim14	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Smc5	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Slitrk1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Serpinb3d	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Seh1l	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Sec1	11.916667	0	0	0	0	0	0	0	143	0	0	0	0	0
Scaper	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
S100a11	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Rttn	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Reg3g	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Rd3l	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Rab3gap1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Pcdh15	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Pate3	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr811	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr566	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr494	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr480	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr341	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr132	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr1278	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr1136	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Nme8	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ndufb4c	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ncapd2	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Mttp	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Msx1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ms4a20	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Mrpl51	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Mon1a	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Metrn	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Matn3	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Marcks	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Kcnj16	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ifna6	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Ifit1bl1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Iars	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Hpdl	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
H2-Eb1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Grxcr1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Fbxw21	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Fbxl18	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Epb41l4a	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Dok6	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Dnah1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Depdc7	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Cxcl2	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Chodl	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Cers5	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Cdadc1	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Cd6	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Atl3	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Amz2	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Abca8b	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
3830406C13Rik	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
1810055G02Rik	11.916667	0	0	0	0	0	0	0	0	0	143	0	0	0
Znrf2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Zfp984	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Uox	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Tmem87a	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Thoc2l	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Tcf7l2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Ptchd4	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Prelid3a	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Ppp1r14b	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Parp11	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Pard6g	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Otp	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Olfr66	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Olfr50	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Olfr27	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Olfr1295	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Olfr1183	11.833333	0	0	142	0	0	0	0	0	0	0	0	0	0
Nudt2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Nudt16	11.833333	0	0	0	0	0	142	0	0	0	0	0	0	0
Nuak1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Mtx2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Micall1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Mcm5	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Map7	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Lin54	11.833333	0	0	0	0	0	142	0	0	0	0	0	0	0
Krtap19-1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Klk1b21	11.833333	0	0	0	0	0	142	0	0	0	0	0	0	0
Klhl13	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Kif24	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Il1rapl2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Ikzf2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Gpr63	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Gli3	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Gje1	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Gjb1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Ganc	11.833333	0	0	0	0	0	0	0	0	0	142	0	0	0
Fkbp2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Fam71a	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Dsg2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Dido1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Dicer1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Ctnna2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Cldnd2	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Bves	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
BC004004	11.833333	0	0	0	0	0	142	0	0	0	0	0	0	0
Alpk3	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
2310009B15Rik	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Utp14b	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Prkg2	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Olfr967	11.750000	0	0	0	0	0	0	0	0	0	141	0	0	0
Olfr1213	11.750000	0	0	0	0	0	0	0	0	0	141	0	0	0
Numb	11.750000	0	0	0	0	0	0	0	0	0	141	0	0	0
Mecp2	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Gm8773	11.750000	0	0	0	0	0	0	0	0	0	141	0	0	0
Glipr1l2	11.750000	0	0	0	0	0	0	0	0	0	141	0	0	0
Fign	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Adgra3	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Acsl3	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Zup1	11.666667	0	0	0	0	0	0	0	0	0	140	0	0	0
Zfp64	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc17	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Wbp4	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Vmn2r49	11.666667	0	0	0	0	0	0	0	0	0	140	0	0	0
Tcf24	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Sucnr1	11.666667	0	0	0	0	0	0	0	0	0	140	0	0	0
Srp9	11.666667	0	0	0	0	0	0	0	0	140	0	0	0	0
Sos2	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Prr23a1	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Olfr802	11.666667	0	0	0	0	0	0	0	0	0	140	0	0	0
Olfr38	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Elf1	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Dynll2	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Cltb	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Vmn2r79	11.583333	0	0	0	0	0	0	0	0	0	139	0	0	0
Vmn2r28	11.583333	0	0	0	0	0	0	0	0	0	139	0	0	0
Twf2	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Tdrd5	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Ppm1m	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Pja1	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Olfr912	11.583333	0	0	0	0	0	0	0	0	0	139	0	0	0
Olfr1176	11.583333	0	0	0	0	0	0	0	0	0	139	0	0	0
Mei1	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Lrrc19	11.583333	0	139	0	0	0	0	0	0	0	0	0	0	0
Gabrg1	11.583333	0	0	0	0	0	0	0	0	0	139	0	0	0
Cecr2	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
4930402H24Rik	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Ush1g	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Tnxb	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Tango2	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Spinkl	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Slc6a16	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Sfxn1	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Pdxdc1	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Otop2	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Olfr705	11.500000	0	0	0	0	0	0	0	0	0	138	0	0	0
Olfr699	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Olfr1459	11.500000	0	0	0	0	0	0	0	0	0	138	0	0	0
Olfr1283	11.500000	0	0	0	0	0	0	0	0	0	138	0	0	0
Olfr1101	11.500000	0	0	0	0	0	0	0	0	0	138	0	0	0
Nfib	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Mpv17l	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Fcrl6	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Dynlt1a	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Col1a2	11.500000	0	138	0	0	0	0	0	0	0	0	0	0	0
Cd37	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Ccdc102a	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Arvcf	11.500000	0	0	138	0	0	0	0	0	0	0	0	0	0
Zswim2	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Zfp418	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Zbtb25	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Yars	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Wrnip1	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Vmn2r18	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Vmn1r86	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Vmn1r84	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Ttc28	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Tspan8	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Tox	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Tas2r120	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Supt4a	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Sult2a6	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Speer4f2	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Smyd3	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Sil1	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Sf3a1	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Sat2	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
S100pbp	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Rrp12	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
Rfc5	11.416667	0	0	0	0	0	0	0	0	0	137	0	0	0
