Target_genes	Irf3|Average	SRX3380959|Dendritic_Cells	SRX3380960|Dendritic_Cells	SRX3380961|Dendritic_Cells	SRX145327|Macrophages	SRX145328|Macrophages	SRX20734189|Macrophages	SRX20734190|Macrophages	SRX20734191|Macrophages	SRX20734192|Macrophages	SRX20734193|Macrophages	SRX20734194|Macrophages	SRX20734195|Macrophages	SRX20734196|Macrophages	SRX20734201|Macrophages	SRX20734202|Macrophages	SRX20734203|Macrophages	SRX20734205|Macrophages	SRX2991446|Macrophages	SRX2991447|Macrophages	SRX2991448|Macrophages	SRX2991449|Macrophages	STRING
Suco	14.571429	0	219	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud1	14.571429	0	0	0	123	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggt1	14.571429	0	0	0	145	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata4	14.571429	0	209	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb13	14.571429	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acin1	14.571429	0	0	0	125	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf11	14.523810	0	0	0	137	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybpc3	14.523810	0	0	0	117	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc40	14.523810	0	0	0	137	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap53	14.523810	129	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taok3	14.476190	0	0	0	166	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rars2	14.476190	0	0	0	113	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc3	14.476190	0	0	0	113	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln2	14.476190	0	0	0	0	134	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Eif4b	14.476190	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdhr2	14.476190	158	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpt1	14.428571	0	0	0	125	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm2	14.428571	0	0	0	97	128	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
Psmc1	14.428571	136	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup93	14.428571	0	169	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ksr1	14.428571	0	187	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
Gpr35	14.428571	0	158	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coro7	14.428571	0	133	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cap1	14.428571	0	0	0	113	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap5b1	14.428571	0	0	0	163	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adnp	14.428571	0	0	0	110	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3ca	14.380952	0	0	0	88	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdxk	14.380952	0	154	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osgep	14.380952	0	0	0	83	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsr	14.380952	0	171	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd2	14.380952	109	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golph3	14.380952	0	132	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam187b	14.380952	0	171	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5h	14.380952	109	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apex1	14.380952	0	0	0	83	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx11	14.333333	0	184	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siglece	14.333333	0	0	0	153	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdm4	14.333333	0	186	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbce	14.285714	0	131	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2	14.285714	0	0	0	98	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paip1	14.285714	0	0	0	185	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtfr2	14.285714	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyls1	14.285714	176	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd6	14.285714	0	206	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l2	14.285714	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff4	14.285714	0	0	0	105	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcwpw1	14.238095	0	0	0	167	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnl4a	14.238095	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mepce	14.238095	0	0	0	167	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f5	14.238095	0	0	0	135	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16286	14.238095	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb44	14.190476	0	0	0	139	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1x	14.190476	0	0	0	204	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4f	14.190476	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plet1	14.190476	125	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morf4l1b	14.190476	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lck	14.190476	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	14.190476	0	0	0	89	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	14.190476	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2g1	14.142857	0	0	0	130	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm2d1	14.142857	0	0	0	103	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdf	14.142857	0	0	0	82	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maf	14.142857	0	0	0	141	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl5	14.142857	0	140	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c4	14.142857	0	0	0	139	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx31	14.142857	0	0	0	139	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aig1	14.142857	0	0	0	0	172	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Adgb	14.142857	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcea1	14.095238	0	0	0	131	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcan1	14.095238	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0
Nt5m	14.095238	0	194	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam174a	14.095238	0	0	0	101	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eogt	14.095238	178	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc126	14.095238	0	0	0	113	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugp1	14.047619	0	0	0	130	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sipa1l2	14.047619	148	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf5	14.047619	0	141	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naip7	14.047619	0	171	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naip6	14.047619	0	171	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mau2	14.047619	0	0	0	130	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx47	14.047619	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciart	14.047619	0	0	0	159	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avl9	14.047619	0	209	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo6	14.000000	0	132	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trap1	14.000000	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdha	14.000000	0	0	0	113	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt7	14.000000	0	0	0	83	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lman1	14.000000	0	0	0	148	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpb	14.000000	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc127	14.000000	0	0	0	113	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5e	14.000000	0	0	0	156	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp38	13.952381	0	201	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tespa1	13.952381	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r138	13.952381	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sesn3	13.952381	0	131	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Mcm4	13.952381	0	0	0	139	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl9	13.952381	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fau	13.952381	0	131	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rp2	13.904762	168	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf8	13.904762	0	160	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Abraxas2	13.904762	0	136	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	13.904762	0	0	0	111	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem267	13.857143	0	0	0	108	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx30	13.857143	0	91	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	13.857143	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml4	13.857143	0	200	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn3	13.857143	155	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd8	13.809524	0	107	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Zfp821	13.809524	0	0	0	96	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps27a	13.809524	0	0	0	145	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdp2	13.809524	0	152	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ist1	13.809524	0	0	0	96	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clhc1	13.809524	0	0	0	145	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc6	13.809524	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx6	13.809524	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0
Wdr81	13.761905	141	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Mmp28	13.761905	132	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonp1	13.761905	163	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catsperd	13.761905	163	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt1	13.714286	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ublcp1	13.714286	0	0	0	84	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf6	13.714286	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prtn3	13.714286	169	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plppr3	13.714286	169	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfat5	13.714286	0	0	0	96	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gphn	13.714286	0	0	0	107	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghitm	13.714286	0	0	0	115	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam19	13.714286	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruvbl2	13.666667	149	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasd1	13.666667	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmc6	13.666667	0	0	0	142	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals3bp	13.666667	0	0	0	184	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lce1m	13.666667	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herpud2	13.666667	0	0	0	91	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gys1	13.666667	149	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatk	13.666667	0	0	0	0	161	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Stau2	13.619048	0	0	0	105	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpa3	13.619048	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grap	13.619048	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggnbp2	13.619048	0	0	0	72	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcakd	13.619048	0	0	0	146	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh18a1	13.619048	113	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yeats4	13.571429	0	0	0	118	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr231	13.571429	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15319	13.571429	0	0	0	140	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gal3st3	13.571429	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt4-ece2	13.571429	0	0	0	150	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt4	13.571429	0	0	0	150	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42se2	13.571429	0	0	0	130	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg3	13.571429	0	0	0	150	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actl6a	13.571429	0	0	0	97	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znrd1	13.523810	0	0	0	139	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc8	13.523810	0	0	0	118	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed7	13.523810	0	182	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma5	13.523810	0	161	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogt	13.523810	0	0	0	130	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1a	13.523810	0	182	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdh2	13.523810	109	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhx2	13.476190	0	0	0	0	134	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Xbp1	13.476190	0	162	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem144	13.476190	0	173	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc5	13.428571	0	0	0	113	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc12	13.428571	0	0	0	113	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem175	13.428571	0	0	0	107	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131	13.428571	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc18	13.428571	0	0	0	91	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gak	13.428571	0	0	0	107	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Focad	13.428571	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd2bp2	13.428571	0	0	0	0	121	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Tmem128	13.380952	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcta	13.380952	0	0	0	122	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps11	13.380952	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13a	13.380952	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpepl1	13.380952	0	137	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoa	13.380952	0	0	0	122	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm5	13.380952	0	160	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga7	13.380952	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw7	13.380952	0	0	0	105	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp28	13.380952	0	137	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnd1	13.380952	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0
Psmb8	13.333333	0	0	0	158	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr6a1	13.333333	0	170	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitf	13.333333	0	0	0	148	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk7	13.333333	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt2	13.333333	0	142	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Eif4ebp1	13.333333	0	0	0	108	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc88b	13.333333	134	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn1	13.285714	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc37a4	13.285714	0	137	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Slamf1	13.285714	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptger4	13.285714	0	0	0	102	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxnb2	13.285714	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnmb4	13.285714	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xiap	13.238095	0	184	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trir	13.238095	0	0	0	99	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qpct	13.238095	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppip5k2	13.238095	0	115	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl1	13.238095	0	0	0	112	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gin1	13.238095	0	115	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Get3	13.238095	0	0	0	99	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd4a	13.238095	0	0	0	117	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccno	13.238095	99	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uprt	13.190476	140	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp3	13.190476	0	0	0	80	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6r1	13.190476	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnp	13.190476	0	0	0	108	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl48	13.190476	148	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl22	13.190476	0	0	0	80	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem1	13.190476	0	174	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnph1	13.190476	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diablo	13.190476	0	164	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d4	13.142857	121	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp68	13.142857	0	0	0	124	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a5	13.142857	105	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnd1	13.142857	0	0	0	143	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol10	13.142857	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl17	13.142857	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f39	13.142857	0	0	0	113	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd19	13.142857	121	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp3	13.095238	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim30d	13.095238	0	116	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenm2	13.095238	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7	13.095238	0	0	0	112	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh10	13.095238	0	0	0	112	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3cc	13.095238	0	178	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19345	13.095238	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	13.095238	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap28	13.095238	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Tmx3	13.047619	0	155	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Saa4	13.047619	0	0	0	86	97	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Pus10	13.047619	0	0	0	122	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-T23	13.047619	0	0	0	109	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bid	13.047619	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030468B19Rik	13.047619	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc17	13.000000	0	0	0	120	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romo1	13.000000	0	0	0	96	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfs1	13.000000	0	0	0	96	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl42	13.000000	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mag	13.000000	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc57	13.000000	0	0	0	200	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iapp	13.000000	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus2	13.000000	0	0	0	200	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam214a	13.000000	0	128	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dguok	13.000000	0	0	0	117	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul3	13.000000	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad3a	13.000000	0	0	0	123	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid2	13.000000	0	0	0	81	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427D14Rik	13.000000	0	0	0	120	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
