Target_genes	Foxo3|Average	SRX15124402|4T1	SRX2845374|C2C12	SRX2845375|C2C12	SRX23264976|ES_cells	SRX23264977|ES_cells	SRX23264978|ES_cells	SRX23264979|ES_cells	SRX23264980|ES_cells	SRX23264981|ES_cells	SRX23264982|ES_cells	SRX23264983|ES_cells	SRX125261|Macrophages	SRX315275|Neural_progenitor_cells	STRING
Col3a1	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Ccnc	12.000000	0	0	0	0	0	0	0	0	0	0	0	0	156	0
Bnip5	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Vps13d	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Sirt4	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Serpinb9d	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Sct	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Rrm1	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Rbm48	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Pex1	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Nsmce3	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Mettl6	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Med17	11.923077	0	0	60	0	0	0	0	0	0	0	0	0	95	0
Eaf1	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Dagla	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Clptm1	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Cdhr5	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Carhsp1	11.923077	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Asxl2	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Znrf3	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Vps28	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Tpst2	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Serpinb9f	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Pick1	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Nup205	11.846154	0	0	0	0	0	0	0	0	0	0	0	154	0	0
Ndrg2	11.846154	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Guca2b	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Gpd1l	11.846154	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Fosl1	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Fbxo40	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Dysf	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Cry1	11.846154	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Crebrf	11.846154	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Celf4	11.846154	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Tspyl1	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Slc35f5	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Sgce	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Psmd7	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Psmd3	11.769231	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Peg10	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Haus1	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Frat2	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Fbxo43	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Depdc1b	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Ccdc66	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Atg5	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Arhgef37	11.769231	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Wdr73	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Spata5l1	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
S100a5	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
S100a4	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
S100a3	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Rhbdf2	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Rad54l	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Prmt7	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Ppfia4	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Pcnx3	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Nnt	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Nmb	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Musk	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Morf4l1	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Map3k11	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Klf13	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Jak2	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Elmod2	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Clip3	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Camk1g	11.692308	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Zranb1	11.615385	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Ybey	11.615385	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Tanc2	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Tacc2	11.615385	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Myl4	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Mcm3ap	11.615385	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Csnk1g2	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Camk2g	11.615385	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Vpreb3	11.538462	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Trir	11.538462	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Trim2	11.538462	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Sec61b	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Prr13	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Pdhb	11.538462	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Pacs2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Nmt1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Hdhd3	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Gm867	11.538462	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Get3	11.538462	0	0	0	0	0	0	0	0	0	0	0	150	0	0
Frat1	11.538462	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Dnajc5b	11.538462	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Alg2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Zfp941	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Zfp773	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Zdbf2	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Vmn1r61	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Vmn1r178	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Tmsb15l	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Tmsb15b1	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Sparcl1	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Sh3bgr	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
S100a2	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Rrp12	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Polr3e	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Phc3	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Pcca	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Ncald	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Mymk	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Mycbp	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Mpv17	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Kat6b	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Ffar4	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Dux	11.461538	0	0	0	0	0	0	0	0	0	149	0	0	0	0
Angpt2	11.461538	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Ado	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Zfp81	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Zfp36	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Trim16	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Taf6l	11.384615	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Plod2	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Pisd	11.384615	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Olfr624	11.384615	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Limk1	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Igfn1	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Flrt3	11.384615	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Fem1a	11.384615	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Cst6	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Stap1	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Pdc	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Otos	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Osbp	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Nr4a2	11.307692	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Mast2	11.307692	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Jade2	11.307692	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Iqub	11.307692	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Il21r	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Dyrk2	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Dact1	11.307692	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Ctsd	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Cep295nl	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Cenpc1	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Arrdc4	11.307692	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Ackr3	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Trp53inp1	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Trmt1	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Tarbp2	11.230769	0	0	0	0	0	0	0	0	0	0	0	146	0	0
Sema6d	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Rfx7	11.230769	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Pccb	11.230769	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Nuak1	11.230769	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Nacc1	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Mcts2	11.230769	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Map3k12	11.230769	0	0	0	0	0	0	0	0	0	0	0	146	0	0
Kifc5b	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Dnajb9	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Cfap126	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Akap9	11.230769	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Zfp84	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Usp53	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ttyh3	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Tmem106b	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Tmco6	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Tdrd1	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Slc4a2	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Slc25a36	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Rtf2	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Mrtfa	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Mnt	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Lsm14a	11.153846	0	0	64	0	0	0	0	0	0	0	0	81	0	0
Lrrc49	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Itgb5	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Hoxb13	11.153846	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Gm3776	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Enpp2	11.153846	0	0	0	0	0	0	0	0	0	145	0	0	0	0
Cnbp	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Cdk5	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Cdk1	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Cd1d1	11.153846	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Acat3	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Stx1a	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Rhoq	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ppp1r14b	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Pld1	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Pde12	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Mex3b	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Mcrip1	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
LOC114841036	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Irak3	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Fkbp2	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Eif2b2	11.076923	0	0	0	0	0	0	0	0	0	0	0	0	144	0
4921504E06Rik	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Zfp189	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tmem151b	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Serinc5	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Nfkbie	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Mrpl50	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Mkrn1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Id1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gtf2b	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Fktn	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Fam118a	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ccdc141	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Cap2	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
3300002I08Rik	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
2610044O15Rik8	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tmed4	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Stx11	10.923077	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Sap130	10.923077	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Rpp38	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Nr1h4	10.923077	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Grk6	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Ddi2	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Dbndd1	10.923077	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Cd82	10.923077	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Ccdc187	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Acvr2b	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Acbd7	10.923077	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Acad12	10.923077	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Zmym2	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Zfp647	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Zfp639	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Yipf2	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Wbp11	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Timm29	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Synpo2l	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Slc6a6	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Slc35c1	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Sema4f	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Scel	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Rpia	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Relb	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Ppp1cb	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Lrrc30	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Eaf2	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Cops6	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Chchd1	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Bend7	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
BC049715	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Arhgap35	10.846154	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Aldh3b1	10.846154	0	0	141	0	0	0	0	0	0	0	0	0	0	0
Zyx	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Zbtb7c	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Tjp3	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Sytl3	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Rbm25	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Rad51d	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Pip5k1c	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Pdia4	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Nprl3	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Maoa	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Isca1	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Fndc8	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Elk4	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Dgat1	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Cyc1	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Ckap2	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Cep135	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Celsr3	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Ccr7	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Ccdc182	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Arl4a	10.769231	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Adi1	10.769231	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Zmiz1	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Upf2	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Txndc11	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Sf3a3	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Serpinb9e	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Plaat3	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Piezo1	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Pappa	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Ndufs1	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Mns1	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Maged1	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Fgfbp3	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Eef1b2	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Dtx4	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Cpt1b	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Chkb	10.692308	0	0	139	0	0	0	0	0	0	0	0	0	0	0
1700017B05Rik	10.692308	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Zfp512	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Twf2	10.615385	0	0	138	0	0	0	0	0	0	0	0	0	0	0
Snx33	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Rgs9bp	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Polr2j	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Plp2	10.615385	0	0	138	0	0	0	0	0	0	0	0	0	0	0
Pheta1	10.615385	0	0	138	0	0	0	0	0	0	0	0	0	0	0
Mrpl11	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Mbtps2	10.615385	0	0	138	0	0	0	0	0	0	0	0	0	0	0
Ckap4	10.615385	0	0	138	0	0	0	0	0	0	0	0	0	0	0
Ccdc162	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Ankrd27	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Aicda	10.615385	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Nos3	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	611
Zfp354c	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Vstm2l	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Tma16	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Ptprf	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Prok1	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Pbld1	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Palm3	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Pafah2	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Nog	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Nat8f2	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Mtmr9	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Mrpl24	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Mmadhc	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Marchf5	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Lrrc58	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Itgb2	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Irgc1	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Ints4	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Ifi205	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Iffo2	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Hint3	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Haus6	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Gm11837	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Dhx58	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Ctbp1	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Crim1	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Cpeb3	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Cmtr2	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Cit	10.538462	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Cdcp1	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
Catsper1	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	10.538462	0	0	137	0	0	0	0	0	0	0	0	0	0	0
2610528J11Rik	10.538462	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Zw10	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Zfp386	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Zfp362	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Vps51	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Ubtf	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Tmem89	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Tmem115	10.461538	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Spz1	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Serpind1	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Ppid	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Pgam2	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Osbpl11	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Lmnb2	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Llph	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Il33	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
H1f2	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Efna4	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Dnajc18	10.461538	0	0	136	0	0	0	0	0	0	0	0	0	0	0
Cox20	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
1110004F10Rik	10.461538	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Wbp1	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Unc119	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Septin9	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Sema5a	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Selenow	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Rsu1	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Rsad2	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Pla2g6	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Nxn	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
