Target_genes	Hoxc6|Average	SRX7416176|Embryoid_Bodies	SRX7416177|Embryoid_Bodies	SRX7416192|Embryoid_Bodies	SRX7416193|Embryoid_Bodies	SRX7416201|Embryoid_Bodies	SRX7416202|Embryoid_Bodies	SRX6755620|ES_cells	STRING
Mrpl50	47.857143	0	0	141	194	0	0	0	0
Mark1	47.857143	0	0	0	0	134	201	0	0
Il1rapl1	47.857143	0	0	0	0	126	209	0	0
Caprin1	47.857143	0	0	178	157	0	0	0	0
Zfp119b	47.714286	0	0	0	0	334	0	0	0
Ube2q1	47.714286	0	0	217	117	0	0	0	0
Tmem167b	47.714286	89	0	166	79	0	0	0	0
Tafa3	47.714286	0	0	0	0	147	187	0	0
Stx16	47.714286	0	0	167	167	0	0	0	0
Rps6ka3	47.714286	0	0	0	0	161	173	0	0
Ppm1j	47.714286	0	0	0	0	147	187	0	0
Mid1	47.714286	0	0	134	200	0	0	0	0
Ebi3	47.714286	0	0	0	0	334	0	0	0
Usp1	47.428571	0	0	115	217	0	0	0	0
Ncoa7	47.428571	0	0	0	144	188	0	0	0
Fgf3	47.428571	0	0	145	0	93	94	0	0
Ddx60	47.428571	0	0	0	0	150	182	0	0
C1ql1	47.428571	0	0	161	171	0	0	0	0
Zup1	47.285714	0	0	176	155	0	0	0	0
Zfp882	47.285714	0	0	0	0	158	173	0	0
Wls	47.285714	0	0	0	0	212	119	0	0
St3gal1	47.285714	0	0	0	0	161	170	0	0
Rfx7	47.285714	0	0	0	125	0	206	0	0
Msra	47.285714	0	0	175	156	0	0	0	0
Csk	47.285714	0	0	157	174	0	0	0	0
Auh	47.285714	0	0	0	0	238	93	0	0
Zranb1	47.142857	0	0	0	0	150	180	0	0
Rab43	47.142857	0	0	0	0	176	154	0	0
Olfr549	47.142857	163	167	0	0	0	0	0	0
Urgcp	47.000000	0	0	0	0	329	0	0	0
Tmem132b	47.000000	0	0	0	0	160	169	0	0
Nbn	47.000000	99	0	230	0	0	0	0	0
Fndc7	47.000000	0	0	193	136	0	0	0	0
S100a2	46.857143	0	0	0	0	0	0	328	0
Por	46.857143	0	0	0	0	194	134	0	0
Ly96	46.857143	0	0	0	0	0	328	0	0
Hdac1	46.857143	0	0	206	122	0	0	0	0
Cass4	46.857143	0	0	0	0	163	165	0	0
Adh4	46.857143	0	0	184	144	0	0	0	0
Zfp939	46.714286	0	0	0	0	143	184	0	0
Sdk1	46.714286	0	0	0	0	146	181	0	0
Nup35	46.714286	0	0	0	0	195	132	0	0
Zfp804a	46.571429	0	0	154	0	172	0	0	0
Qsox1	46.571429	0	0	188	138	0	0	0	0
Gpatch1	46.571429	0	0	0	0	116	210	0	0
Mppe1	46.428571	0	0	193	132	0	0	0	0
Lrrc3b	46.428571	0	0	181	144	0	0	0	0
Lrrc23	46.428571	0	0	0	0	172	153	0	0
Hormad2	46.428571	0	0	126	199	0	0	0	0
En1	46.428571	0	0	134	104	0	87	0	0
Dusp11	46.428571	0	0	145	0	180	0	0	0
Creb3l1	46.428571	0	0	325	0	0	0	0	0
Pdzph1	46.285714	0	0	169	155	0	0	0	0
Gypa	46.285714	0	0	169	0	0	155	0	0
Gjb3	46.285714	0	0	0	0	140	184	0	0
Fam151a	46.285714	0	0	134	190	0	0	0	0
Dlgap1	46.285714	0	0	134	190	0	0	0	0
Camk2n1	46.285714	0	0	198	0	126	0	0	0
Accs	46.285714	0	0	100	0	224	0	0	0
Zfp275	46.142857	0	0	0	0	0	323	0	0
Uqcc2	46.142857	0	0	0	0	0	323	0	0
Rps23	46.142857	0	0	143	180	0	0	0	0
Prdm11	46.142857	0	0	136	187	0	0	0	0
Oprd1	46.142857	0	0	0	0	202	121	0	0
Clec4b2	46.142857	0	0	0	0	117	206	0	0
Cdhr5	46.142857	0	0	172	151	0	0	0	0
Rrs1	46.000000	149	0	0	0	173	0	0	0
Ppm1l	46.000000	124	0	198	0	0	0	0	0
Phf21a	46.000000	0	0	193	0	129	0	0	0
Cep41	46.000000	0	0	0	184	138	0	0	0
Adhfe1	46.000000	149	0	0	0	173	0	0	0
Usp37	45.857143	0	0	0	0	115	206	0	0
Tra2a	45.857143	0	0	0	0	0	321	0	0
Sntb2	45.857143	0	0	107	136	78	0	0	0
Rel	45.857143	0	0	0	0	236	85	0	0
Pyroxd1	45.857143	0	0	90	0	113	118	0	0
Plcd4	45.857143	0	0	0	0	115	206	0	0
Pip4k2a	45.857143	194	0	127	0	0	0	0	0
Hoxd3	45.857143	0	0	181	0	140	0	0	0
Cnbp	45.857143	118	0	203	0	0	0	0	0
Wdr63	45.714286	0	0	0	0	149	171	0	0
Tnrc6b	45.714286	0	0	112	208	0	0	0	0
Snx13	45.714286	0	0	0	0	0	320	0	0
Pla2g12b	45.714286	0	0	0	0	177	143	0	0
Htr2b	45.714286	0	0	132	188	0	0	0	0
Gpr25	45.714286	0	0	0	0	0	320	0	0
Filip1l	45.714286	0	0	142	178	0	0	0	0
Ahctf1	45.714286	0	0	127	0	193	0	0	0
Zfyve9	45.571429	0	0	179	140	0	0	0	0
Zfp987	45.571429	0	0	0	0	319	0	0	0
Olfr150	45.571429	0	0	0	0	207	112	0	0
Mapk8ip2	45.571429	0	0	0	0	157	162	0	0
Mapk1	45.571429	0	0	186	133	0	0	0	0
Hspa9	45.571429	0	0	0	82	123	114	0	0
Epha2	45.571429	0	0	0	0	174	145	0	0
Dlg4	45.571429	0	0	135	184	0	0	0	0
Cxadr	45.571429	0	0	0	0	188	131	0	0
Cds2	45.571429	0	0	0	201	118	0	0	0
Cdc45	45.571429	0	0	127	0	89	103	0	0
Klf15	45.428571	0	0	0	0	165	153	0	0
H2bc4	45.428571	0	0	0	0	152	166	0	0
H2ac6	45.428571	0	0	0	0	152	166	0	0
Suz12	45.285714	0	0	173	144	0	0	0	0
Efcab2	45.285714	0	0	204	113	0	0	0	0
Ski	45.142857	175	0	141	0	0	0	0	0
Sav1	45.142857	0	0	161	155	0	0	0	0
Rbm39	45.142857	0	0	219	0	97	0	0	0
Dnajc13	45.142857	0	0	0	0	200	116	0	0
Tia1	45.000000	0	0	157	158	0	0	0	0
Sprtn	45.000000	73	75	167	0	0	0	0	0
Exoc8	45.000000	73	75	167	0	0	0	0	0
Crkl	45.000000	158	0	157	0	0	0	0	0
Zmym2	44.857143	0	0	179	135	0	0	0	0
Mob3a	44.857143	0	0	0	0	0	314	0	0
Klf6	44.857143	0	0	0	0	123	191	0	0
Izumo4	44.857143	0	0	0	0	0	314	0	0
Ugt1a5	44.714286	0	0	0	0	150	163	0	0
Tff2	44.714286	0	0	0	0	107	206	0	0
Olfr1251	44.714286	0	0	0	0	107	206	0	0
H1f0	44.714286	0	0	0	157	0	156	0	0
Gcat	44.714286	0	0	0	157	0	156	0	0
Comt	44.714286	0	0	169	144	0	0	0	0
Usp5	44.571429	0	0	0	0	129	183	0	0
Trim41	44.571429	0	94	0	0	0	218	0	0
Samd5	44.571429	0	0	134	178	0	0	0	0
Pdxp	44.571429	0	0	195	0	0	117	0	0
Mtmr11	44.571429	0	0	0	0	154	158	0	0
Dapp1	44.571429	0	0	0	0	151	161	0	0
Cdca3	44.571429	0	0	0	0	129	183	0	0
Adra2a	44.571429	0	0	106	206	0	0	0	0
Zdhhc20	44.428571	0	0	156	155	0	0	0	0
Vmn1r77	44.428571	0	0	0	0	0	311	0	0
Sostdc1	44.428571	0	0	0	0	140	171	0	0
Mta3	44.428571	0	0	145	166	0	0	0	0
Lactb	44.428571	0	0	203	108	0	0	0	0
Kdm3a	44.428571	0	0	0	0	155	156	0	0
Xrcc6	44.285714	0	84	0	0	226	0	0	0
Tmem60	44.285714	0	0	116	194	0	0	0	0
Phtf2	44.285714	0	0	116	194	0	0	0	0
Ntng2	44.285714	0	0	227	83	0	0	0	0
Hivep1	44.285714	0	0	0	0	310	0	0	0
Desi1	44.285714	0	84	0	0	226	0	0	0
Zfp607a	44.142857	0	0	0	0	133	176	0	0
Tspan12	44.142857	0	0	0	0	120	189	0	0
Hes1	44.142857	0	0	309	0	0	0	0	0
Fmn1	44.142857	0	0	0	0	187	122	0	0
Dclk3	44.142857	140	0	169	0	0	0	0	0
BC048403	44.142857	94	93	122	0	0	0	0	0
Reep2	44.000000	0	0	201	0	107	0	0	0
Ldlrad3	44.000000	0	0	142	166	0	0	0	0
Cyth3	44.000000	0	0	131	177	0	0	0	0
Apcdd1	44.000000	135	0	0	173	0	0	0	0
Grb2	43.857143	0	0	145	162	0	0	0	0
Gm8369	43.857143	0	0	0	0	307	0	0	0
Ccdc28b	43.857143	0	0	145	162	0	0	0	0
Zpld1	43.714286	0	0	122	0	184	0	0	0
Rab44	43.714286	0	0	0	0	184	122	0	0
Mthfd2l	43.714286	0	0	195	111	0	0	0	0
Zfp955a	43.571429	0	0	0	0	163	142	0	0
Tmx3	43.571429	0	0	161	144	0	0	0	0
Timm8b	43.571429	0	0	214	91	0	0	0	0
Sdhd	43.571429	0	0	214	91	0	0	0	0
Gm614	43.571429	0	0	0	178	127	0	0	0
Chgb	43.571429	0	0	0	0	158	147	0	0
Ppp1r14a	43.428571	72	0	141	0	91	0	0	0
Nploc4	43.428571	0	0	0	0	0	304	0	0
Hip1	43.428571	0	0	122	182	0	0	0	0
Epb41l1	43.428571	0	0	0	0	137	167	0	0
Arid4a	43.428571	0	0	107	0	197	0	0	0
2610528J11Rik	43.428571	0	0	0	0	170	134	0	0
Zbtb8a	43.285714	0	0	0	0	141	162	0	0
H1f5	43.285714	0	0	159	0	0	144	0	0
Gramd4	43.285714	0	0	0	0	0	303	0	0
Spred3	43.142857	0	0	0	190	0	112	0	0
Prdm6	43.142857	0	0	149	153	0	0	0	0
Ggn	43.142857	0	0	0	190	0	112	0	0
Atp2b1	43.142857	0	0	0	0	144	158	0	0
Psmc5	43.000000	0	0	0	0	0	301	0	0
Hgd	43.000000	0	0	0	0	167	134	0	0
Gpx3	43.000000	0	0	169	132	0	0	0	0
Ftsj3	43.000000	0	0	0	0	0	301	0	0
Fcgbp	43.000000	0	0	0	0	128	173	0	0
Fam135b	43.000000	0	0	169	132	0	0	0	0
Dvl3	43.000000	0	0	0	0	129	172	0	0
Trp53rkb	42.857143	0	0	161	139	0	0	0	0
Nedd4	42.857143	0	0	134	166	0	0	0	0
Mnt	42.857143	0	0	0	0	122	178	0	0
Cnot1	42.857143	0	0	139	0	161	0	0	0
Bcas1	42.857143	0	0	134	166	0	0	0	0
Stxbp1	42.714286	0	0	156	143	0	0	0	0
Sncg	42.714286	0	0	210	89	0	0	0	0
Mmrn2	42.714286	0	0	210	89	0	0	0	0
Il12a	42.714286	0	0	0	0	0	299	0	0
Erp27	42.714286	0	0	0	0	144	155	0	0
Adamts3	42.714286	150	0	149	0	0	0	0	0
4930505A04Rik	42.714286	0	0	153	146	0	0	0	0
Ednrb	42.571429	0	0	169	0	0	129	0	0
Upf1	42.428571	0	0	0	0	0	297	0	0
Actr2	42.428571	0	0	0	0	0	297	0	0
9530003J23Rik	42.428571	0	0	297	0	0	0	0	0
Hip1r	42.285714	0	0	145	151	0	0	0	0
Bend7	42.285714	0	0	0	296	0	0	0	0
Olfr358	42.142857	0	0	0	0	0	0	295	0
0610010F05Rik	42.142857	0	0	184	111	0	0	0	0
Tex55	42.000000	0	0	0	0	130	164	0	0
Stac	42.000000	0	0	0	144	150	0	0	0
Rras2	42.000000	0	0	151	143	0	0	0	0
Rnf185	42.000000	0	0	130	0	164	0	0	0
Prom1	42.000000	0	0	142	152	0	0	0	0
Glipr1l3	42.000000	0	0	156	138	0	0	0	0
Fam227a	42.000000	0	0	0	71	97	126	0	0
Chodl	42.000000	0	0	193	101	0	0	0	0
Cby1	42.000000	0	0	0	71	97	126	0	0
Caps2	42.000000	0	0	156	138	0	0	0	0
C1qtnf1	42.000000	0	0	294	0	0	0	0	0
Tmem88	41.857143	0	0	161	132	0	0	0	0
Naa38	41.857143	0	0	161	132	0	0	0	0
Mrpl17	41.857143	100	103	90	0	0	0	0	0
Lyg2	41.857143	0	0	0	0	161	132	0	0
Gdf15	41.857143	135	158	0	0	0	0	0	0
Cyb5d1	41.857143	0	0	161	132	0	0	0	0
Enah	41.714286	0	0	139	153	0	0	0	0
Ebp	41.714286	0	0	0	0	180	112	0	0
Cacna1a	41.714286	0	0	0	178	114	0	0	0
Acot9	41.714286	0	0	0	0	97	195	0	0
Ubqln4	41.571429	0	0	152	139	0	0	0	0
Slc26a5	41.571429	0	0	0	0	139	152	0	0
Slc16a5	41.571429	0	0	0	122	169	0	0	0
Rab25	41.571429	0	0	152	139	0	0	0	0
Lamtor2	41.571429	0	0	152	139	0	0	0	0
Frrs1l	41.571429	0	0	0	0	164	127	0	0
Tbcb	41.428571	0	0	149	0	141	0	0	0
Polr2i	41.428571	0	0	149	0	141	0	0	0
Ovol3	41.428571	0	0	149	0	141	0	0	0
Gtf2a1	41.428571	0	0	156	134	0	0	0	0
Gpr89	41.428571	0	0	0	0	0	290	0	0
Flacc1	41.428571	0	0	0	0	170	120	0	0
Egr4	41.428571	0	0	0	290	0	0	0	0
Sh3gl2	41.285714	0	0	0	0	169	120	0	0
Sfrp5	41.285714	0	0	178	111	0	0	0	0
Rpusd1	41.285714	0	0	134	155	0	0	0	0
Rela	41.285714	0	0	0	0	289	0	0	0
Pcolce2	41.285714	0	0	145	0	0	144	0	0
Pbdc1	41.285714	0	0	134	155	0	0	0	0
Mybphl	41.285714	0	0	145	144	0	0	0	0
Mprip	41.285714	155	0	134	0	0	0	0	0
Miip	41.285714	0	0	145	144	0	0	0	0
Mex3b	41.285714	0	0	174	0	0	115	0	0
Hspb1	41.285714	0	0	0	0	145	144	0	0
Fv1	41.285714	0	0	145	144	0	0	0	0
Ercc6l2	41.285714	0	0	289	0	0	0	0	0
Chtf18	41.285714	0	0	134	155	0	0	0	0
Zc3h10	41.142857	0	0	130	158	0	0	0	0
Sdhaf4	41.142857	0	0	169	119	0	0	0	0
Rpl41	41.142857	0	0	130	158	0	0	0	0
Olfr1337	41.142857	0	0	122	166	0	0	0	0
Fam161a	41.142857	0	0	200	0	88	0	0	0
Efna3	41.142857	0	0	173	115	0	0	0	0
Ankfn1	41.142857	0	0	122	166	0	0	0	0
Srrd	41.000000	0	0	90	0	197	0	0	0
Nras	41.000000	0	0	165	122	0	0	0	0
Hps4	41.000000	0	0	90	0	197	0	0	0
Gpr182	41.000000	0	0	0	0	177	110	0	0
Gpa33	41.000000	0	0	0	0	287	0	0	0
Dusp27	41.000000	0	0	0	0	287	0	0	0
Dcaf12	41.000000	0	0	101	71	115	0	0	0
Casd1	41.000000	0	0	155	132	0	0	0	0
Stmn4	40.857143	0	0	108	178	0	0	0	0
Nup205	40.857143	123	0	0	163	0	0	0	0
Mlst8	40.857143	0	0	126	160	0	0	0	0
Gm1096	40.857143	0	0	0	0	286	0	0	0
Acin1	40.857143	68	104	0	0	114	0	0	0
1700123O20Rik	40.857143	68	104	0	0	114	0	0	0
Rln1	40.714286	0	0	152	0	133	0	0	0
Pdia3	40.714286	0	0	191	0	94	0	0	0
Naa15	40.714286	0	0	143	142	0	0	0	0
H1f10	40.714286	0	0	0	0	193	92	0	0
Gramd3	40.714286	0	0	0	0	285	0	0	0
Gm11565	40.714286	0	0	0	0	159	126	0	0
Catsper2	40.714286	0	0	191	0	94	0	0	0
Bend6	40.714286	0	0	201	0	84	0	0	0
Wdr7	40.571429	0	0	94	190	0	0	0	0
Psme4	40.571429	0	0	144	140	0	0	0	0
Noct	40.571429	0	0	215	69	0	0	0	0
Gpr65	40.571429	0	0	110	174	0	0	0	0
Gm7579	40.571429	0	0	0	0	190	94	0	0
Gbp3	40.571429	0	0	0	0	0	284	0	0
Smim6	40.428571	0	0	0	0	150	133	0	0
Edem3	40.428571	0	0	0	0	128	155	0	0
6330403K07Rik	40.428571	0	0	149	134	0	0	0	0
Ptbp2	40.285714	0	0	147	0	135	0	0	0
Gbp6	40.285714	0	0	0	0	282	0	0	0
Zfp36l2	40.142857	0	0	0	0	0	281	0	0
D630045J12Rik	40.142857	0	0	116	165	0	0	0	0
Cd59a	40.142857	0	0	0	0	0	281	0	0
Vangl2	40.000000	0	0	0	0	0	280	0	0
Plcd3	40.000000	0	0	169	111	0	0	0	0
Phactr2	40.000000	0	0	191	0	0	89	0	0
Nrbp1	40.000000	0	0	0	0	138	142	0	0
Lgr4	40.000000	0	0	0	0	135	145	0	0
Irf2	40.000000	0	0	146	134	0	0	0	0
Hs3st3b1	40.000000	0	0	207	73	0	0	0	0
Hilpda	40.000000	0	0	0	0	193	0	87	0
Cacng3	40.000000	0	0	0	0	141	139	0	0
Bcor	40.000000	0	0	121	159	0	0	0	0
Anks1b	40.000000	0	0	0	0	280	0	0	0
Acyp2	40.000000	97	0	183	0	0	0	0	0
Acbd4	40.000000	0	0	169	111	0	0	0	0
Rap2a	39.857143	0	0	129	150	0	0	0	0
Psap	39.857143	69	0	0	210	0	0	0	0
Lhx4	39.857143	0	0	0	143	136	0	0	0
Fbxo38	39.857143	0	0	157	122	0	0	0	0
Fam3b	39.857143	0	0	0	0	0	0	279	0
Chst8	39.857143	0	0	146	133	0	0	0	0
Prdm10	39.714286	0	0	132	146	0	0	0	0
Ntf3	39.714286	0	0	134	144	0	0	0	0
Lin7a	39.714286	0	0	101	177	0	0	0	0
BC048507	39.714286	0	0	0	0	147	131	0	0
Ankrd35	39.714286	0	0	0	0	278	0	0	0
Zic3	39.571429	0	0	0	0	0	277	0	0
Reps1	39.571429	0	0	0	0	0	277	0	0
Orm3	39.571429	0	0	145	132	0	0	0	0
Orm2	39.571429	0	0	145	132	0	0	0	0
Kctd9	39.571429	0	0	0	95	182	0	0	0
Hephl1	39.571429	0	0	122	155	0	0	0	0
Grp	39.571429	0	0	145	132	0	0	0	0
Gabrb1	39.571429	0	0	0	0	277	0	0	0
Gabra4	39.571429	0	0	0	0	277	0	0	0
Dpys	39.571429	0	0	0	0	166	111	0	0
Dlec1	39.571429	0	0	0	277	0	0	0	0
Cdca2	39.571429	0	0	0	95	182	0	0	0
Adnp	39.571429	0	0	0	0	178	99	0	0
Defb46	39.428571	0	0	0	0	276	0	0	0
Samt3	39.285714	0	0	0	0	0	275	0	0
Plxnc1	39.285714	0	0	123	152	0	0	0	0
Olfr1166	39.285714	0	0	0	0	0	275	0	0
Cplane2	39.285714	0	0	0	0	0	275	0	0
Stat2	39.142857	0	0	0	0	0	274	0	0
Rad51	39.142857	0	0	0	0	274	0	0	0
E230025N22Rik	39.142857	0	0	0	0	274	0	0	0
Apof	39.142857	0	0	0	0	0	274	0	0
Zfp532	39.000000	0	0	0	0	273	0	0	0
Tstd1	39.000000	0	0	0	0	158	115	0	0
Tfip11	39.000000	0	0	0	0	159	114	0	0
Hexim2	39.000000	0	0	0	85	0	188	0	0
Clic5	39.000000	0	0	0	0	161	112	0	0
Washc2	38.857143	0	0	0	0	0	272	0	0
Shoc2	38.857143	0	0	166	0	106	0	0	0
Kat2a	38.857143	0	0	128	144	0	0	0	0
Hspb9	38.857143	0	0	128	144	0	0	0	0
Gprc5b	38.857143	0	0	0	0	161	111	0	0
Brpf3	38.857143	0	0	189	83	0	0	0	0
Bbip1	38.857143	0	0	166	0	106	0	0	0
Camsap2	38.714286	0	0	115	0	156	0	0	0
Utp14b	38.571429	0	0	168	0	0	102	0	0
Olfr1036	38.571429	0	0	148	122	0	0	0	0
Inf2	38.571429	0	0	0	0	270	0	0	0
H3c3	38.571429	0	0	0	0	0	270	0	0
H2bc3	38.571429	0	0	0	0	0	270	0	0
Gm5795	38.571429	0	0	145	125	0	0	0	0
Fam89a	38.571429	0	0	135	135	0	0	0	0
Cyp2c40	38.571429	0	0	0	0	270	0	0	0
Cox5b	38.571429	0	0	138	132	0	0	0	0
Bpifa5	38.571429	0	0	0	0	138	132	0	0
Agtpbp1	38.571429	0	81	189	0	0	0	0	0
Acsl3	38.571429	0	0	168	0	0	102	0	0
Tnfrsf8	38.428571	0	0	0	0	150	119	0	0
Ssr3	38.428571	0	0	136	0	0	133	0	0
Rhbdl3	38.428571	0	0	0	125	0	144	0	0
Gja10	38.428571	184	0	0	0	85	0	0	0
Dnaja1	38.428571	103	72	0	0	94	0	0	0
Shf	38.285714	0	0	0	0	132	136	0	0
Rtl5	38.285714	0	0	90	178	0	0	0	0
Jun	38.285714	0	0	0	0	0	268	0	0
Cyb5r3	38.285714	0	0	0	0	268	0	0	0
Adam5	38.285714	0	0	0	0	184	84	0	0
Puf60	38.142857	0	0	108	159	0	0	0	0
Pdap1	38.142857	106	0	0	161	0	0	0	0
Lztr1	38.142857	0	0	98	169	0	0	0	0
Bud31	38.142857	106	0	0	161	0	0	0	0
Vmn1r210	38.000000	0	0	0	0	117	149	0	0
Tmem33	38.000000	0	0	0	0	0	266	0	0
H3c7	38.000000	0	0	158	108	0	0	0	0
Dnajb5	38.000000	0	0	171	95	0	0	0	0
4921524J17Rik	38.000000	0	0	0	0	117	149	0	0
Ube2h	37.857143	0	0	125	0	0	140	0	0
Taar2	37.857143	99	0	166	0	0	0	0	0
Pan2	37.857143	0	0	0	0	0	265	0	0
Olfr523	37.857143	0	0	0	0	150	115	0	0
Mrpl22	37.857143	138	0	127	0	0	0	0	0
Il23a	37.857143	0	0	0	0	0	265	0	0
Gemin5	37.857143	138	0	127	0	0	0	0	0
Fam174b	37.857143	0	0	112	153	0	0	0	0
Cyp51	37.857143	0	0	0	0	92	173	0	0
Ano7	37.857143	0	0	111	0	0	154	0	0
Ankrd53	37.857143	0	0	145	0	0	120	0	0
Ubb	37.714286	0	0	104	160	0	0	0	0
Tax1bp3	37.714286	0	0	0	138	0	126	0	0
Sult2b1	37.714286	0	0	0	0	0	264	0	0
Slc25a17	37.714286	0	0	0	0	120	144	0	0
Mecp2	37.714286	0	0	0	132	0	132	0	0
Gm53057	37.714286	0	0	0	0	152	112	0	0
Gm3325	37.714286	0	0	157	0	107	0	0	0
Fxr2	37.714286	0	0	129	135	0	0	0	0
Fbn1	37.714286	0	0	0	0	0	264	0	0
Emc6	37.714286	0	0	0	138	0	126	0	0
Arhgap21	37.714286	0	0	150	114	0	0	0	0
Zfp788	37.571429	0	0	160	0	103	0	0	0
Smr3a	37.571429	0	0	0	0	0	263	0	0
Odf1	37.571429	116	147	0	0	0	0	0	0
Ctdspl	37.571429	0	0	0	0	0	0	263	0
Clec12a	37.571429	0	0	0	0	263	0	0	0
Alpk3	37.571429	0	0	0	190	0	73	0	0
Wasf1	37.428571	150	0	0	112	0	0	0	0
Npc2	37.428571	0	0	128	134	0	0	0	0
Jmjd1c	37.428571	0	0	193	0	0	69	0	0
Isca2	37.428571	0	0	128	134	0	0	0	0
Cdc40	37.428571	150	0	0	112	0	0	0	0
Zranb2	37.285714	119	0	0	0	142	0	0	0
Zfp760	37.285714	0	0	0	0	0	261	0	0
Zfp280b	37.285714	0	0	0	0	261	0	0	0
Unc93a2	37.285714	0	0	90	171	0	0	0	0
Rpl23	37.285714	0	0	114	147	0	0	0	0
Pou2f3	37.285714	0	0	0	0	146	115	0	0
Piwil4	37.285714	0	0	156	105	0	0	0	0
Mfap5	37.285714	0	0	0	0	0	261	0	0
Wbp2nl	37.142857	0	0	0	0	144	116	0	0
Tox3	37.142857	0	0	0	0	0	260	0	0
Rad54l	37.142857	0	0	0	0	151	109	0	0
Foxn2	37.142857	0	0	0	101	77	82	0	0
Dmtn	37.142857	123	0	0	0	0	137	0	0
Csrp2	37.142857	0	0	0	0	0	260	0	0
Nfib	37.000000	0	0	125	134	0	0	0	0
Ccsap	37.000000	0	0	0	0	259	0	0	0
Calca	37.000000	0	0	0	0	259	0	0	0
Atg9b	37.000000	0	0	0	0	160	99	0	0
Abcb8	37.000000	0	0	0	0	160	99	0	0
Thsd1	36.857143	0	0	0	0	258	0	0	0
Ssbp3	36.857143	0	0	0	128	130	0	0	0
Samd1	36.857143	0	0	0	0	0	258	0	0
Pheta1	36.857143	0	0	258	0	0	0	0	0
Olfr859	36.857143	0	0	0	0	0	0	258	0
Cit	36.857143	0	0	0	0	97	161	0	0
5730409E04Rik	36.857143	0	0	0	0	127	131	0	0
Tssc4	36.714286	0	0	126	131	0	0	0	0
Prorp	36.714286	0	0	0	0	118	139	0	0
Poglut2	36.714286	0	0	0	0	145	112	0	0
Krt77	36.714286	0	0	257	0	0	0	0	0
Kera	36.714286	0	0	0	0	257	0	0	0
Bivm	36.714286	0	0	0	0	145	112	0	0
Atic	36.714286	0	0	157	100	0	0	0	0
Ankrd26	36.714286	0	0	257	0	0	0	0	0
4930402H24Rik	36.714286	0	0	108	149	0	0	0	0
Ube2r2	36.571429	0	0	0	0	0	256	0	0
Spag4	36.571429	0	144	0	0	112	0	0	0
Sap30l	36.571429	0	0	145	111	0	0	0	0
Ndufa12	36.571429	0	0	0	0	104	152	0	0
Mettl7a1	36.571429	0	0	130	0	126	0	0	0
Lrat	36.571429	0	0	0	0	0	256	0	0
H3c15	36.571429	0	0	0	0	130	126	0	0
H3c14	36.571429	0	0	0	0	130	126	0	0
H2ac19	36.571429	0	0	0	0	130	126	0	0
H2ac18	36.571429	0	0	0	0	130	126	0	0
Grip2	36.571429	0	0	101	71	84	0	0	0
Fmc1	36.571429	0	0	0	140	0	116	0	0
Eif2b2	36.571429	0	0	134	122	0	0	0	0
Csnk1g3	36.571429	0	0	141	115	0	0	0	0
Cfap54	36.571429	0	0	160	96	0	0	0	0
Zscan22	36.428571	62	0	193	0	0	0	0	0
Stub1	36.428571	0	0	255	0	0	0	0	0
Slc12a4	36.428571	0	0	0	0	255	0	0	0
Rraga	36.428571	0	0	0	0	119	136	0	0
Pigl	36.428571	0	0	0	0	0	255	0	0
Mybl1	36.428571	0	0	0	137	118	0	0	0
Jam3	36.428571	0	0	0	133	122	0	0	0
Gm12248	36.428571	0	0	0	0	0	255	0	0
Cpt1b	36.428571	0	0	182	73	0	0	0	0
Cnot8	36.428571	0	0	0	0	0	255	0	0
Chkb	36.428571	0	0	182	73	0	0	0	0
Ano3	36.428571	0	0	133	122	0	0	0	0
Acmsd	36.428571	0	0	0	0	128	127	0	0
Zscan30	36.285714	0	0	0	0	0	254	0	0
Zfp809	36.285714	0	0	0	94	160	0	0	0
Zfp35	36.285714	0	0	0	0	0	254	0	0
Sult2a3	36.285714	0	0	0	0	122	132	0	0
Rnf7	36.285714	131	123	0	0	0	0	0	0
Rcc2	36.285714	0	0	0	0	175	79	0	0
Ncdn	36.285714	106	0	148	0	0	0	0	0
Helt	36.285714	0	0	0	101	153	0	0	0
H3f3b	36.285714	92	0	0	0	0	162	0	0
Gtpbp4	36.285714	0	0	151	0	103	0	0	0
Fsd2	36.285714	0	0	140	114	0	0	0	0
Adm2	36.285714	0	0	101	153	0	0	0	0
AU040320	36.285714	106	0	148	0	0	0	0	0
Supt16	36.142857	0	0	176	0	77	0	0	0
Smyd4	36.142857	0	0	0	0	0	253	0	0
Scaf8	36.142857	0	0	155	98	0	0	0	0
Rpa1	36.142857	0	0	0	0	0	253	0	0
Ptprr	36.142857	0	0	0	0	0	253	0	0
Mthfr	36.142857	0	0	0	0	130	123	0	0
Ivl	36.142857	0	0	253	0	0	0	0	0
Hhex	36.142857	0	0	0	0	135	118	0	0
Colec11	36.142857	0	0	0	0	97	156	0	0
Cog3	36.142857	0	0	113	140	0	0	0	0
Clcn6	36.142857	0	0	0	0	130	123	0	0
Cers6	36.142857	0	0	164	89	0	0	0	0
Ufc1	36.000000	0	0	130	122	0	0	0	0
Tmx4	36.000000	0	0	0	102	150	0	0	0
Rock2	36.000000	0	0	111	0	0	141	0	0
Olfr813	36.000000	0	0	0	0	252	0	0	0
Glce	36.000000	0	0	0	0	89	163	0	0
Dgkb	36.000000	0	0	0	0	90	162	0	0
Agr2	36.000000	0	0	111	141	0	0	0	0
