Target_genes	Foxc2|Average	SRX4309875|Kidney_Glomerulus	SRX17535190|Podocytes	SRX17535191|Podocytes	SRX17535192|Podocytes	SRX17535193|Podocytes	SRX17535194|Podocytes	SRX17535195|Podocytes	STRING
Erg28	102.285714	0	190	174	154	0	121	77	0
Cbll1	102.285714	0	243	199	190	0	84	0	0
Rnf170	102.142857	0	191	168	139	0	104	113	0
Ppme1	102.142857	0	129	132	113	150	113	78	0
Hook3	102.142857	0	191	168	139	0	104	113	0
Efhd2	102.142857	0	245	282	188	0	0	0	0
C2cd3	102.142857	0	129	132	113	150	113	78	0
Rhbdd2	102.000000	0	164	299	123	0	128	0	0
Map4	102.000000	0	225	184	94	0	113	98	0
Lamc1	102.000000	0	247	218	159	0	90	0	0
Cdk12	102.000000	0	190	174	157	70	123	0	0
Cacng3	102.000000	0	263	281	170	0	0	0	0
Zfp326	101.857143	0	201	251	150	0	111	0	0
Tbl1x	101.857143	0	119	240	233	0	121	0	0
Slc50a1	101.857143	0	237	322	154	0	0	0	0
Sel1l	101.857143	0	163	149	136	0	165	100	0
Ciao2b	101.857143	0	178	173	0	201	161	0	0
Sipa1l2	101.714286	0	210	279	0	0	223	0	0
Rwdd3	101.714286	0	205	92	131	0	149	135	0
Mynn	101.714286	0	278	136	108	0	114	76	0
Asb10	101.714286	0	259	267	186	0	0	0	0
Actrt3	101.714286	0	278	136	108	0	114	76	0
Ptger4	101.571429	0	237	300	174	0	0	0	0
Iffo2	101.571429	0	302	208	201	0	0	0	0
Rbm33	101.428571	0	213	132	0	80	131	154	0
Etv5	101.428571	0	216	126	110	0	132	126	0
Slc38a9	101.285714	0	216	235	128	0	130	0	0
Nrip2	101.285714	0	335	190	184	0	0	0	0
Net1	101.285714	0	291	262	156	0	0	0	0
Rfx3	101.142857	0	121	128	168	137	154	0	0
Kifap3	101.142857	0	179	194	0	95	129	111	0
Arl14ep	101.142857	0	163	177	89	0	164	115	0
Rbm8a	101.000000	0	242	123	98	119	0	125	0
Nup188	101.000000	0	165	163	0	167	212	0	0
Ifnz	101.000000	0	234	188	0	135	150	0	0
Dolk	101.000000	0	165	163	0	167	212	0	0
Gabpb2	100.857143	0	279	262	165	0	0	0	0
Agmat	100.857143	0	207	284	215	0	0	0	0
Sfmbt2	100.714286	0	274	109	108	84	130	0	0
Mill2	100.714286	0	234	198	170	0	103	0	0
Klf15	100.714286	0	261	272	172	0	0	0	0
Pias3	100.571429	0	225	268	88	0	123	0	0
Mis18bp1	100.571429	0	128	221	222	0	133	0	0
Adgrg6	100.571429	0	118	138	0	105	203	140	0
1810010H24Rik	100.571429	0	0	114	0	234	155	201	0
Wdr25	100.428571	0	146	191	0	138	121	107	0
Wars	100.428571	0	146	191	0	138	121	107	0
Vars	100.428571	0	253	153	194	0	103	0	0
D17H6S56E-5	100.428571	0	253	153	194	0	103	0	0
Kxd1	100.285714	0	241	203	170	0	88	0	0
Ipo9	100.285714	0	162	257	169	114	0	0	0
Fkbp8	100.285714	0	241	203	170	0	88	0	0
Fam78a	100.285714	0	246	307	149	0	0	0	0
Ddx46	100.285714	0	214	214	115	0	0	159	0
C2cd2	100.285714	0	269	235	0	0	98	100	0
Rtl5	100.142857	0	163	146	121	0	187	84	0
Hspb1	100.142857	0	201	279	0	0	221	0	0
Herpud1	100.142857	0	199	228	139	135	0	0	0
Dsel	100.142857	0	241	216	244	0	0	0	0
Zc3h6	100.000000	0	141	141	106	126	96	90	0
Zbtb44	100.000000	0	134	238	111	0	149	68	0
Wdr45b	100.000000	0	245	207	0	0	153	95	0
Nradd	100.000000	0	271	271	158	0	0	0	0
Zfp799	99.857143	0	199	392	108	0	0	0	0
Six5	99.857143	0	174	229	203	0	93	0	0
Serpinb6a	99.857143	0	205	161	123	0	151	59	0
Ripk1	99.857143	0	205	161	123	0	151	59	0
Pomt2	99.857143	0	194	153	115	0	143	94	0
Gstz1	99.857143	0	194	153	115	0	143	94	0
Ago1	99.857143	0	184	184	118	0	131	82	0
Mccc1	99.714286	0	168	245	119	0	84	82	0
Kcnd3	99.714286	0	98	215	0	0	204	181	0
Clcf1	99.714286	0	254	266	178	0	0	0	0
Cic	99.714286	0	289	173	150	0	86	0	0
Yme1l1	99.571429	0	208	264	135	0	0	90	0
Mastl	99.571429	0	208	264	135	0	0	90	0
Sycp3	99.428571	0	374	189	133	0	0	0	0
Sil1	99.428571	0	193	174	114	135	80	0	0
Naga	99.428571	0	108	174	0	0	193	221	0
Tsen15	99.285714	0	261	207	108	0	119	0	0
Psmb2	99.285714	0	218	212	124	0	141	0	0
Garnl3	99.285714	0	163	235	214	0	0	83	0
Camkk1	99.285714	0	394	188	0	0	0	113	0
Bnip1	99.285714	0	207	168	147	0	173	0	0
Mark3	99.142857	0	193	250	0	0	148	103	0
Fgf16	99.142857	0	209	126	0	0	156	203	0
Exoc2	99.142857	0	148	196	207	0	143	0	0
Asb8	99.142857	0	273	262	159	0	0	0	0
Tmem50a	99.000000	0	127	167	125	0	144	130	0
Rab14	99.000000	0	199	241	156	0	0	97	0
Gpcpd1	99.000000	0	250	224	219	0	0	0	0
Fkbp3	99.000000	0	166	287	146	0	0	94	0
Fancm	99.000000	0	166	287	146	0	0	94	0
Dhx33	99.000000	0	242	141	90	91	129	0	0
Crk	99.000000	0	195	265	82	0	151	0	0
Zfp882	98.857143	0	176	201	126	89	100	0	0
Tsr1	98.857143	0	242	191	144	0	115	0	0
Sgsm2	98.857143	0	242	191	144	0	115	0	0
Snx7	98.714286	0	206	196	167	0	122	0	0
Dyrk2	98.714286	0	229	260	202	0	0	0	0
St6gal1	98.571429	0	245	234	116	0	0	95	0
Rpap2	98.571429	0	212	234	0	134	110	0	0
Pygl	98.571429	0	277	267	146	0	0	0	0
Glmn	98.571429	0	212	234	0	134	110	0	0
Stk19	98.428571	0	288	117	86	119	0	79	0
Pdzd2	98.428571	0	228	260	120	0	0	81	0
Dxo	98.428571	0	288	117	86	119	0	79	0
Clec11a	98.428571	0	214	201	162	0	0	112	0
Zmat2	98.285714	0	162	124	116	130	156	0	0
Tgfb1	98.285714	0	310	149	110	119	0	0	0
Rarb	98.285714	0	245	192	251	0	0	0	0
Pex10	98.285714	0	185	149	122	0	126	106	0
Pdgfd	98.285714	0	189	146	0	190	163	0	0
Gtf2ird1	98.285714	0	187	223	129	0	149	0	0
Tfeb	98.142857	0	242	266	179	0	0	0	0
Hexim2	98.000000	0	180	140	114	101	0	151	0
Cers2	98.000000	0	230	239	217	0	0	0	0
Zbtb37	97.857143	0	225	158	147	0	155	0	0
Ywhaq	97.857143	0	182	231	137	0	135	0	0
Wdr82	97.857143	0	179	189	228	89	0	0	0
Tmx2	97.857143	0	224	301	160	0	0	0	0
Med19	97.857143	0	224	301	160	0	0	0	0
Fzd8	97.857143	0	241	127	0	202	115	0	0
Tex261	97.714286	0	222	210	113	0	139	0	0
Snx3	97.714286	0	184	254	131	0	115	0	0
Lsm11	97.714286	0	167	125	150	0	134	108	0
Lgals8	97.714286	0	303	208	173	0	0	0	0
Hsf4	97.714286	0	282	402	0	0	0	0	0
Calm1	97.714286	0	227	287	170	0	0	0	0
B4galt5	97.714286	0	149	0	0	246	178	111	0
Zmynd12	97.571429	0	254	135	121	0	173	0	0
Wdsub1	97.571429	0	252	278	153	0	0	0	0
Rexo4	97.571429	0	215	231	146	0	0	91	0
Ppcs	97.571429	0	254	135	121	0	173	0	0
Nectin3	97.571429	0	264	237	106	0	0	76	0
Cep295nl	97.571429	0	323	231	129	0	0	0	0
Samd4b	97.428571	0	158	286	99	0	139	0	0
Npc1	97.428571	0	188	194	87	112	101	0	0
Gmfg	97.428571	0	158	286	99	0	139	0	0
Bcl2l11	97.428571	0	271	192	114	105	0	0	0
Atad1	97.428571	0	141	125	0	0	201	215	0
Spns1	97.285714	0	240	177	148	0	116	0	0
Pspn	97.285714	0	240	233	97	0	111	0	0
Leng1	97.285714	0	137	200	101	83	160	0	0
Kri1	97.285714	0	170	175	119	0	120	97	0
Haus6	97.285714	0	233	227	107	0	0	114	0
Cdkn2d	97.285714	0	170	175	119	0	120	97	0
Alkbh7	97.285714	0	240	233	97	0	111	0	0
Txnrd1	97.142857	0	190	138	160	92	0	100	0
Serac1	97.142857	0	213	321	146	0	0	0	0
Rundc1	97.142857	0	305	199	94	0	82	0	0
Ptges3l	97.142857	0	305	199	94	0	82	0	0
Gtf2h5	97.142857	0	213	321	146	0	0	0	0
Col4a6	97.142857	0	176	240	150	0	0	114	0
Col4a5	97.142857	0	176	240	150	0	0	114	0
Cdc25a	97.142857	0	221	215	142	0	102	0	0
Nynrin	97.000000	0	215	186	140	0	138	0	0
Ndfip2	97.000000	0	181	210	95	0	95	98	0
Myo7a	97.000000	0	215	185	137	142	0	0	0
Eef1akmt2	97.000000	0	187	178	0	0	154	160	0
Ccnh	97.000000	0	287	199	86	107	0	0	0
Arsg	97.000000	0	128	122	0	155	147	127	0
Rab40c	96.857143	0	161	242	180	0	95	0	0
Lypla2	96.857143	0	314	216	0	148	0	0	0
Irak2	96.857143	0	224	225	104	0	125	0	0
Etnk1	96.857143	0	0	0	0	245	146	287	0
Cep43	96.857143	0	98	147	103	143	97	90	0
Zfp719	96.714286	0	190	326	161	0	0	0	0
Rfc4	96.714286	0	201	223	100	0	153	0	0
Prune2	96.714286	0	0	0	0	272	258	147	0
Kiz	96.714286	0	219	354	104	0	0	0	0
Dusp11	96.714286	0	230	224	223	0	0	0	0
Spire2	96.571429	0	269	255	152	0	0	0	0
Hlf	96.571429	0	177	340	159	0	0	0	0
Vps13a	96.428571	0	228	337	0	0	0	110	0
Magoh	96.428571	0	211	194	123	0	0	147	0
Madd	96.428571	0	187	175	196	0	117	0	0
Kcnh3	96.428571	0	222	281	172	0	0	0	0
U2surp	96.285714	0	290	128	92	84	80	0	0
Syngap1	96.285714	0	227	342	105	0	0	0	0
Sbsn	96.285714	0	0	93	0	205	220	156	0
Rcn2	96.285714	0	251	299	124	0	0	0	0
Papolg	96.285714	0	299	274	101	0	0	0	0
Man1c1	96.285714	0	174	215	198	0	87	0	0
Gamt	96.285714	0	129	220	129	87	0	109	0
Dazap1	96.285714	0	129	220	129	87	0	109	0
Cuta	96.285714	0	227	342	105	0	0	0	0
Paqr8	96.142857	0	315	201	157	0	0	0	0
Hspa1b	96.142857	0	200	173	120	83	97	0	0
Fbrs	96.142857	0	141	187	159	83	0	103	0
Txndc17	96.000000	0	193	329	150	0	0	0	0
Nap1l1	96.000000	0	263	316	93	0	0	0	0
Mtmr10	96.000000	0	249	256	167	0	0	0	0
Gja3	96.000000	0	309	239	124	0	0	0	0
4933427D14Rik	96.000000	0	193	329	150	0	0	0	0
Uvssa	95.857143	0	146	183	89	148	105	0	0
Gfpt1	95.857143	0	264	143	153	111	0	0	0
Zbtb38	95.714286	0	302	203	165	0	0	0	0
Trak2	95.714286	0	204	180	111	0	83	92	0
Rhoc	95.714286	0	235	196	149	0	0	90	0
Ppp1r3e	95.714286	0	212	190	107	0	0	161	0
Fjx1	95.714286	0	182	165	0	0	195	128	0
Fmnl2	95.571429	0	386	283	0	0	0	0	0
Ar	95.571429	0	150	138	0	152	118	111	0
Zfp593	95.428571	0	202	224	135	0	107	0	0
Wrap53	95.428571	0	220	135	195	0	118	0	0
Tsc22d3	95.428571	0	285	224	159	0	0	0	0
Trp53	95.428571	0	220	135	195	0	118	0	0
Lrrc61	95.428571	0	248	195	127	0	0	98	0
Gm30191	95.428571	0	202	224	135	0	107	0	0
Akirin2	95.428571	0	176	188	164	0	140	0	0
Zhx1	95.142857	0	210	204	172	0	80	0	0
Usp15	95.142857	0	0	666	0	0	0	0	0
Smarca5	95.142857	0	117	156	144	0	76	173	0
Odc1	95.000000	0	165	254	246	0	0	0	0
Stat3	94.857143	0	184	261	110	0	109	0	0
Ptdss2	94.857143	0	235	293	0	0	136	0	0
Nmnat3	94.857143	0	199	222	88	0	155	0	0
Hint3	94.857143	0	279	194	97	0	94	0	0
Gabarapl2	94.857143	0	170	150	132	83	129	0	0
Zfp871	94.714286	0	212	236	97	118	0	0	0
Ubxn2a	94.714286	0	0	0	0	187	266	210	0
Slc7a6	94.714286	0	298	199	166	0	0	0	0
Rab21	94.714286	0	290	204	169	0	0	0	0
Cyren	94.714286	0	193	0	71	142	111	146	0
Zfp330	94.571429	0	272	217	0	0	173	0	0
Tmem165	94.571429	0	189	231	140	0	0	102	0
Tmem144	94.571429	0	0	0	0	189	225	248	0
Slc33a1	94.571429	0	151	310	127	74	0	0	0
Kyat3	94.571429	0	245	194	0	123	0	100	0
Bahcc1	94.571429	0	193	128	188	0	153	0	0
1700066B19Rik	94.571429	0	196	145	98	0	223	0	0
Tspyl1	94.428571	0	259	172	140	0	90	0	0
Pithd1	94.428571	0	273	289	99	0	0	0	0
Met	94.428571	0	139	232	159	0	131	0	0
H4c4	94.428571	0	0	167	133	117	88	156	0
Dnpep	94.428571	0	197	232	154	0	78	0	0
Cspp1	94.428571	0	210	145	114	90	0	102	0
Cops5	94.428571	0	210	145	114	90	0	102	0
Cdc42	94.428571	0	209	249	0	0	123	80	0
Ccdc149	94.428571	0	194	217	124	0	126	0	0
Caprin2	94.428571	0	138	182	0	124	91	126	0
Snai1	94.285714	0	238	0	0	179	140	103	0
Pop7	94.285714	0	135	166	86	104	89	80	0
Naglu	94.285714	0	200	201	131	0	0	128	0
Atad3a	94.285714	0	102	285	151	0	0	122	0
Wipi2	94.142857	0	210	178	125	0	146	0	0
Trerf1	94.142857	0	180	72	85	0	195	127	0
Rrnad1	94.142857	0	185	211	122	0	0	141	0
Rangap1	94.142857	0	263	174	118	104	0	0	0
Isg20l2	94.142857	0	185	211	122	0	0	141	0
Ing4	94.142857	0	193	160	118	88	100	0	0
Gm9222	94.142857	0	197	125	89	110	138	0	0
Csf3	94.142857	0	167	271	221	0	0	0	0
Clybl	94.142857	0	221	215	139	0	84	0	0
Twnk	94.000000	0	235	280	143	0	0	0	0
Lzts2	94.000000	0	235	280	143	0	0	0	0
Dus4l	94.000000	0	205	102	107	0	99	145	0
Dram2	94.000000	0	104	174	0	99	154	127	0
Cog5	94.000000	0	205	102	107	0	99	145	0
Cept1	94.000000	0	104	174	0	99	154	127	0
Tmem102	93.857143	0	188	296	173	0	0	0	0
Nek11	93.857143	0	153	184	89	0	117	114	0
Hmgn2	93.857143	0	267	243	147	0	0	0	0
Fgf11	93.857143	0	188	296	173	0	0	0	0
Capzb	93.857143	0	175	247	104	0	131	0	0
Aste1	93.857143	0	153	184	89	0	117	114	0
Adh5	93.857143	0	173	208	171	0	105	0	0
Rpia	93.714286	0	195	222	110	0	0	129	0
Psmd5	93.714286	0	189	239	124	0	104	0	0
Ppa2	93.714286	0	203	161	0	0	187	105	0
Nhlrc1	93.714286	0	190	241	130	0	95	0	0
Cutal	93.714286	0	189	239	124	0	104	0	0
B3gnt9	93.714286	0	238	287	131	0	0	0	0
Atp2c1	93.714286	0	279	228	149	0	0	0	0
Atp10d	93.714286	0	223	178	175	0	80	0	0
Tmem209	93.571429	0	108	218	86	0	166	77	0
Tex22	93.571429	0	203	299	153	0	0	0	0
Ssmem1	93.571429	0	108	218	86	0	166	77	0
Scpep1	93.571429	0	234	191	98	0	132	0	0
Mapkbp1	93.571429	0	197	184	184	0	90	0	0
Krt4	93.571429	0	198	218	178	0	0	61	0
Zfp623	93.428571	0	176	180	0	0	196	102	0
Sftpc	93.428571	0	342	312	0	0	0	0	0
Nme1	93.428571	0	112	190	128	105	119	0	0
Lgi3	93.428571	0	342	312	0	0	0	0	0
Gtpbp2	93.428571	0	292	220	142	0	0	0	0
Gpr19	93.428571	0	212	164	153	125	0	0	0
Stambp	93.285714	0	238	290	125	0	0	0	0
Slc35d2	93.285714	0	240	159	99	0	155	0	0
Ppil4	93.285714	0	184	123	98	0	248	0	0
Ost4	93.285714	0	273	271	109	0	0	0	0
Fbl	93.285714	0	279	250	0	0	124	0	0
Gsta3	93.142857	0	237	270	145	0	0	0	0
Caprin1	93.142857	0	254	217	181	0	0	0	0
Tubb2a	93.000000	0	252	163	134	0	102	0	0
Med4	93.000000	0	139	168	159	0	0	185	0
Cldn20	93.000000	0	181	290	180	0	0	0	0
Tnfsf13	92.857143	0	232	116	147	155	0	0	0
Stip1	92.857143	0	196	157	198	0	99	0	0
Senp3	92.857143	0	232	116	147	155	0	0	0
Tbc1d23	92.714286	0	166	190	0	122	0	171	0
Smu1	92.714286	0	212	214	92	0	131	0	0
Iqce	92.714286	0	237	168	140	0	0	104	0
Cldnd2	92.714286	0	180	200	0	0	176	93	0
Brat1	92.714286	0	237	168	140	0	0	104	0
Ss18l1	92.571429	0	297	230	121	0	0	0	0
Srsf10	92.571429	0	197	276	79	0	96	0	0
Sgf29	92.571429	0	279	272	97	0	0	0	0
Rassf9	92.571429	0	177	210	159	102	0	0	0
Psma7	92.571429	0	297	230	121	0	0	0	0
Mrpl9	92.571429	0	279	183	186	0	0	0	0
Il6ra	92.571429	0	211	273	164	0	0	0	0
Mapk11	92.428571	0	280	171	196	0	0	0	0
Gfap	92.428571	0	336	212	0	0	0	99	0
Tmbim4	92.285714	0	176	229	127	114	0	0	0
Cachd1	92.285714	0	207	162	135	0	0	142	0
Xaf1	92.142857	0	111	217	165	0	0	152	0
Nbas	92.142857	0	232	264	149	0	0	0	0
Fadd	92.142857	0	185	240	113	0	107	0	0
Cmc1	92.142857	0	154	213	141	0	137	0	0
Bard1	92.142857	0	308	210	0	127	0	0	0
Arrdc3	92.142857	0	244	170	140	0	0	91	0
Scel	92.000000	0	228	293	123	0	0	0	0
Sbf1	92.000000	0	192	206	121	0	0	125	0
Nfatc1	92.000000	0	155	132	0	0	134	223	0
Neu3	92.000000	0	175	193	169	0	107	0	0
Ndufb7	92.000000	0	239	233	172	0	0	0	0
Mx2	92.000000	0	224	154	0	118	148	0	0
Exosc5	92.000000	0	251	201	121	0	71	0	0
Bckdha	92.000000	0	251	201	121	0	71	0	0
Adss	92.000000	0	226	214	102	0	102	0	0
Sharpin	91.857143	0	188	149	200	0	106	0	0
Maf1	91.857143	0	188	149	200	0	106	0	0
Hccs	91.857143	0	185	299	159	0	0	0	0
Gm35339	91.857143	0	188	149	200	0	106	0	0
Gm15246	91.857143	0	185	299	159	0	0	0	0
Ccnc	91.857143	0	250	198	104	0	91	0	0
Nr6a1	91.714286	0	200	229	213	0	0	0	0
Ddit4	91.714286	0	139	231	108	0	164	0	0
Ankrd50	91.714286	0	204	195	108	0	135	0	0
Tgfbi	91.571429	0	117	143	102	130	149	0	0
Myof	91.571429	0	258	231	152	0	0	0	0
Atxn7l2	91.571429	0	142	227	140	0	132	0	0
Rpa2	91.428571	0	266	238	136	0	0	0	0
Polr2e	91.428571	0	201	312	127	0	0	0	0
Nol12	91.428571	0	151	251	114	0	0	124	0
Hebp1	91.428571	0	223	313	104	0	0	0	0
Fut7	91.428571	0	290	203	147	0	0	0	0
Chst15	91.428571	0	111	0	0	156	239	134	0
Bcap31	91.428571	0	198	194	0	0	128	120	0
Abcd1	91.428571	0	198	194	0	0	128	120	0
Abca2	91.428571	0	290	203	147	0	0	0	0
Cops3	91.285714	0	207	152	162	118	0	0	0
Zfp119a	91.142857	0	168	202	144	0	124	0	0
Mrgbp	91.142857	0	175	107	102	0	126	128	0
Epor	91.142857	0	0	93	0	148	198	199	0
Eml4	91.142857	0	173	195	110	160	0	0	0
Cisd2	91.142857	0	244	283	111	0	0	0	0
Chd8	91.142857	0	187	211	138	0	102	0	0
Zmynd19	91.000000	0	258	379	0	0	0	0	0
Trip6	91.000000	0	195	145	86	112	99	0	0
Syne2	90.857143	0	166	281	100	0	89	0	0
Pdlim7	90.857143	0	203	159	158	0	116	0	0
Pde8a	90.857143	0	241	235	0	0	101	59	0
Lrp1	90.857143	0	166	165	119	0	116	70	0
Hax1	90.857143	0	198	170	0	108	0	160	0
Camk2g	90.857143	0	183	276	177	0	0	0	0
Wfs1	90.714286	0	167	272	114	0	82	0	0
Wdr1	90.714286	0	163	386	0	0	86	0	0
Hhipl1	90.714286	0	99	0	0	224	138	174	0
Fstl3	90.714286	0	281	230	124	0	0	0	0
Alg6	90.714286	0	113	248	155	0	119	0	0
Tgfb2	90.571429	0	264	222	148	0	0	0	0
Pop5	90.571429	0	201	102	140	0	122	69	0
Iyd	90.571429	0	226	216	192	0	0	0	0
Cfl1	90.571429	0	203	291	140	0	0	0	0
Prelid2	90.428571	0	132	256	78	0	100	67	0
Phlda3	90.428571	0	285	102	141	0	105	0	0
Thumpd1	90.285714	0	128	199	0	131	0	174	0
Rspo1	90.285714	0	237	292	0	103	0	0	0
Myl6b	90.285714	0	176	323	133	0	0	0	0
L3mbtl4	90.285714	0	194	209	0	96	133	0	0
Ing1	90.285714	0	202	169	126	0	0	135	0
Exoc4	90.285714	0	325	141	166	0	0	0	0
Ebag9	90.285714	0	179	117	123	122	0	91	0
Sf3a3	90.142857	0	241	191	0	0	93	106	0
Hmgxb3	90.142857	0	195	175	159	0	102	0	0
Fbxw2	90.142857	0	110	302	219	0	0	0	0
Upp2	90.000000	0	245	248	137	0	0	0	0
Mzt2	90.000000	0	157	227	0	0	122	124	0
Gm1070	90.000000	0	316	314	0	0	0	0	0
Egr2	90.000000	0	144	182	185	119	0	0	0
Ctsd	90.000000	0	197	177	106	0	0	150	0
Clcn3	90.000000	0	177	333	120	0	0	0	0
Acvr1	90.000000	0	245	248	137	0	0	0	0
Zw10	89.857143	0	629	0	0	0	0	0	0
Pelp1	89.857143	0	198	232	100	0	99	0	0
Arhgap39	89.857143	0	210	183	108	0	128	0	0
Mia	89.714286	0	116	171	116	144	81	0	0
Pgm2l1	89.571429	0	207	169	104	0	147	0	0
Bin3	89.571429	0	139	0	0	178	152	158	0
L3hypdh	89.428571	0	187	232	102	0	105	0	0
Jkamp	89.428571	0	187	232	102	0	105	0	0
Cox7a2	89.428571	0	211	123	163	0	0	129	0
Plekho1	89.285714	0	157	101	105	117	0	145	0
Gtf2i	89.285714	0	182	121	82	0	127	113	0
Frmd4b	89.285714	0	184	316	125	0	0	0	0
Dlec1	89.285714	0	210	231	184	0	0	0	0
Shld2	89.142857	0	243	231	0	0	0	150	0
Glud1	89.142857	0	243	231	0	0	0	150	0
Edf1	89.142857	0	189	265	170	0	0	0	0
Dag1	89.142857	0	117	138	110	0	140	119	0
Agfg1	89.142857	0	309	216	99	0	0	0	0
Aasdh	89.142857	0	227	252	145	0	0	0	0
Mgat4b	89.000000	0	153	153	194	0	123	0	0
Dbn1	89.000000	0	112	124	0	194	193	0	0
Pde1b	88.857143	0	212	214	196	0	0	0	0
Mrpl23	88.857143	0	181	148	0	0	189	104	0
Bdh1	88.857143	0	134	170	0	97	97	124	0
Taf3	88.714286	0	178	139	0	0	158	146	0
Ankle2	88.714286	0	211	174	72	0	164	0	0
Psmd11	88.571429	0	155	252	102	0	111	0	0
Helb	88.571429	0	192	205	105	118	0	0	0
Xpot	88.428571	0	209	215	111	0	84	0	0
Tmem219	88.428571	0	209	171	101	0	138	0	0
Snrpe	88.428571	0	155	224	119	0	121	0	0
Ssb	88.285714	0	228	172	80	0	138	0	0
Specc1l	88.285714	0	199	227	192	0	0	0	0
Rfx1	88.285714	0	136	167	194	0	121	0	0
Mtap	88.285714	0	155	151	0	158	154	0	0
Hacd2	88.285714	0	280	235	0	0	103	0	0
Zfp112	88.142857	0	127	227	127	61	75	0	0
Tsc2	88.142857	0	209	266	142	0	0	0	0
Rps14	88.142857	0	162	185	130	0	140	0	0
Nthl1	88.142857	0	209	266	142	0	0	0	0
Erlec1	88.142857	0	209	151	0	127	130	0	0
Asb3	88.142857	0	209	151	0	127	130	0	0
Myorg	88.000000	0	228	133	109	0	0	146	0
Gpr155	88.000000	0	212	144	188	0	0	72	0
B3gntl1	88.000000	0	160	132	98	0	108	118	0
1110017D15Rik	88.000000	0	228	133	109	0	0	146	0
Zdhhc21	87.857143	0	287	126	0	0	0	202	0
Srp72	87.857143	0	245	211	67	0	92	0	0
Gpr18	87.857143	0	257	230	128	0	0	0	0
Nup85	87.714286	0	201	144	164	0	0	105	0
Vsig10l	87.571429	0	211	261	141	0	0	0	0
Taf12	87.571429	0	145	187	155	0	126	0	0
Shank1	87.571429	0	214	201	86	0	0	112	0
Trim27	87.428571	0	138	122	126	107	0	119	0
Tom1l1	87.428571	0	157	158	101	117	79	0	0
Pabpc4	87.428571	0	172	209	134	0	0	97	0
Npas4	87.428571	0	0	0	0	222	191	199	0
Lbr	87.428571	0	123	201	0	120	168	0	0
Elmo1	87.428571	0	238	237	137	0	0	0	0
Akirin1	87.428571	0	213	229	170	0	0	0	0
Smyd4	87.285714	0	214	174	105	0	118	0	0
Rpa1	87.285714	0	214	174	105	0	118	0	0
Mrps21	87.285714	0	154	175	162	0	120	0	0
Leprotl1	87.285714	0	222	169	130	0	90	0	0
Ints10	87.285714	0	192	181	0	100	138	0	0
Gm51425	87.285714	0	112	131	144	0	129	95	0
Ddx23	87.285714	0	207	157	126	0	0	121	0
Copz1	87.285714	0	199	215	197	0	0	0	0
Unc5b	87.142857	0	219	161	230	0	0	0	0
Mrps7	87.142857	0	156	162	139	0	153	0	0
Gga3	87.142857	0	156	162	139	0	153	0	0
Fam98a	87.142857	0	183	258	169	0	0	0	0
Birc2	87.142857	0	182	179	132	0	117	0	0
Aopep	87.142857	0	203	258	149	0	0	0	0
Rin1	87.000000	0	0	0	0	129	232	248	0
Mgp	87.000000	0	107	105	0	139	152	106	0
Lef1	87.000000	0	151	134	171	0	153	0	0
Lyn	86.857143	0	225	0	0	152	116	115	0
Enpp4	86.857143	0	161	253	194	0	0	0	0
Zswim7	86.714286	0	226	157	108	0	0	116	0
Zfp959	86.714286	0	139	199	137	0	132	0	0
Ttc19	86.714286	0	226	157	108	0	0	116	0
Rab25	86.714286	0	211	180	130	86	0	0	0
Impact	86.714286	0	188	189	144	0	0	86	0
Hpcal4	86.714286	0	252	235	0	0	120	0	0
Gbx1	86.714286	0	308	172	127	0	0	0	0
Sbno1	86.571429	0	131	222	141	0	112	0	0
Prmt5	86.571429	0	148	158	0	83	139	78	0
Txnrd2	86.428571	0	169	199	141	0	96	0	0
Thap7	86.428571	0	186	175	131	0	0	113	0
Sfr1	86.428571	0	206	179	141	0	79	0	0
Lrrk1	86.428571	0	197	178	0	121	109	0	0
Celsr2	86.428571	0	227	164	214	0	0	0	0
A530016L24Rik	86.428571	0	0	101	107	143	80	174	0
Serinc3	86.285714	0	234	161	128	0	81	0	0
Sec61a2	86.285714	0	199	160	109	0	136	0	0
Klhl5	86.285714	0	221	118	0	0	121	144	0
Jade1	86.285714	0	175	152	186	91	0	0	0
Gna11	86.285714	0	336	268	0	0	0	0	0
Gm13288	86.285714	0	167	177	0	117	143	0	0
Fam234a	86.285714	0	239	225	140	0	0	0	0
Niban3	86.142857	0	603	0	0	0	0	0	0
Plppr1	86.000000	0	150	172	0	156	0	124	0
Nipsnap2	86.000000	0	85	179	0	103	99	136	0
Smchd1	85.857143	0	171	0	137	0	113	180	0
Rufy3	85.857143	0	217	257	127	0	0	0	0
Fxr1	85.857143	0	256	222	123	0	0	0	0
Tchp	85.714286	0	208	172	138	0	82	0	0
Rasa1	85.714286	0	151	209	132	0	108	0	0
Ebpl	85.714286	0	178	164	128	0	130	0	0
Zranb3	85.571429	0	139	78	0	130	113	139	0
Trmt5	85.571429	0	291	170	138	0	0	0	0
Spata18	85.571429	0	261	208	130	0	0	0	0
Slc39a14	85.571429	0	252	260	0	0	87	0	0
Slc38a6	85.571429	0	291	170	138	0	0	0	0
Sgcb	85.571429	0	261	208	130	0	0	0	0
Sec22c	85.571429	0	172	222	0	205	0	0	0
Rab3gap1	85.571429	0	128	222	0	0	172	77	0
R3hdm1	85.571429	0	139	78	0	130	113	139	0
