Target_genes	Irf8|Average	SRX1091122|B_cells	SRX1091123|B_cells	SRX1091124|B_cells	SRX8994281|B_cells	SRX8994282|B_cells	SRX8994283|B_cells	SRX8994284|B_cells	SRX172328|CD4+_T_cells	SRX172329|CD4+_T_cells	DRX026000|Common_dendritic_cell_progenitor	DRX049475|Common_dendritic_cell_progenitor	DRX025997|Common_monocyte_progenitors	SRX14466997|Dendritic_Cells	SRX3380965|Dendritic_Cells	SRX3380966|Dendritic_Cells	SRX3380967|Dendritic_Cells	SRX3380968|Dendritic_Cells	SRX3380969|Dendritic_Cells	SRX3380970|Dendritic_Cells	SRX391769|Dendritic_Cells	SRX391770|Dendritic_Cells	SRX391771|Dendritic_Cells	SRX742830|Dendritic_Cells	SRX8241994|Dendritic_Cells	SRX8241995|Dendritic_Cells	SRX956767|Dendritic_Cells	DRX025996|Granulocytic-monocytic_progenitors	SRX5056008|Hematopoietic_progenitors	SRX5056009|Hematopoietic_progenitors	DRX025998|Macrophage-dendritic_cell_progenitor	DRX083360|Macrophage-dendritic_cell_progenitor	DRX083361|Macrophage-dendritic_cell_progenitor	DRX111908|Macrophages	SRX1072349|Macrophages	SRX1583880|Macrophages	SRX1583881|Macrophages	SRX1583882|Macrophages	SRX498816|Macrophages	SRX498817|Macrophages	SRX498818|Macrophages	SRX498819|Macrophages	SRX498820|Macrophages	SRX498821|Macrophages	SRX8241996|Monocytes	SRX8241997|Monocytes	SRX14466989|Plasmacytoid_dendritic_cells	SRX742831|Plasmacytoid_dendritic_cells	SRX956775|Plasmacytoid_dendritic_cells	SRX5507840|Spleen_and_lymph_nodes	SRX5507841|Spleen_and_lymph_nodes	SRX2359705|Thymic_epithelial_cells	SRX2359706|Thymic_epithelial_cells	SRX155383|Tot2	DRX025999|Unclassified	DRX049470|Unclassified	DRX049471|Unclassified	STRING
Pvr	20.267857	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	157	0	121	0	260	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo45	20.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	245	250	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Zfp54	20.232143	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	118	0	197	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0
Pradc1	20.214286	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	161	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	154	368	0	0	0	0	0	0	0
N4bp2l2	20.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	119	174	132	216	246	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Cct7	20.214286	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	161	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	154	368	0	0	0	0	0	0	0
Ubac2	20.178571	0	0	0	0	0	0	0	0	0	0	0	0	211	142	0	173	107	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	231	0	0	0	0	0	0	0
Tcf12	20.178571	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	197	441	0	0	0	0	0	0	0
Noc2l	20.178571	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0
Klhl17	20.178571	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0
Il22ra2	20.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	163	156	403	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlnrd1	20.160714	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	173	0	186	0	317	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn3	20.160714	0	0	0	0	0	0	0	0	0	0	0	0	0	161	211	213	125	251	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvr1	20.160714	0	0	0	0	0	0	0	0	0	0	0	0	447	125	145	153	0	155	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msh4	20.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	237	175	141	128	212	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut8	20.125000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	214	112	188	207	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
Faf1	20.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	246	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	84	0	82	198	0	0	0	0	0	0	0
Tubd1	20.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	117	264	128	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0
Rps6kb1	20.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	117	264	128	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0
Minpp1	20.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	142	137	162	184	169	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0
Med1	20.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	124	211	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	126	382	0	0	0	0	0	0	0
Klhdc4	20.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	195	0	0	0	0	0	0	0
Dmbx1	20.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	216	127	135	218	182	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps15	20.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	212	682	0	0	0	0	0	0	0
Apc2	20.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	212	682	0	0	0	0	0	0	0
Rusc1	20.071429	0	0	0	0	0	0	0	0	0	0	0	0	121	171	99	187	131	216	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcor1	20.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	153	186	118	249	242	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
App	20.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	301	141	163	192	167	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa13	20.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	206	137	91	155	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcm2	20.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	178	235	0	162	355	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx30	20.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	172	0	220	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	111	227	0	0	0	0	0	0	0
Cym	20.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	171	220	150	107	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf3	20.035714	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	161	166	123	188	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Gpr183	20.035714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	171	183	0	327	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b2	20.017857	0	0	0	0	0	0	0	0	0	0	0	0	271	236	0	0	271	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atl2	20.017857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	188	614	0	0	0	0	0	0	0
Cirbp	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	160	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	152	351	0	0	0	0	0	0	0
Tas1r1	19.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	231	140	243	106	218	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol9	19.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	231	140	243	106	218	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl33	19.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	128	115	109	149	314	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0
8030462N17Rik	19.982143	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	282	0	0	0	0	0	0	0
Lamc2	19.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	216	277	253	210	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf8	19.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	147	124	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	315	0	0	0	0	0	0	0
Cd177	19.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	207	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl39	19.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	167	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	425	0	0	0	0	0	0	0
Adh5	19.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	143	199	188	125	226	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Trpc4ap	19.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	211	0	275	136	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0
Mybl2	19.910714	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	169	152	201	112	109	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp1	19.892857	0	0	0	0	0	0	0	0	0	0	0	0	0	203	136	172	213	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp959	19.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	82	89	128	96	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	378	0	0	0	0	0	0	0
Klhl25	19.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	132	97	153	181	201	134	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Farp2	19.857143	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	103	316	120	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Bbs5	19.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	244	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp7	19.839286	0	0	0	0	0	0	0	0	0	0	0	0	0	187	140	245	0	210	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
Dnmbp	19.839286	0	0	0	0	0	0	0	0	0	0	0	0	245	176	0	0	0	225	0	318	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl5	19.821429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	113	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	116	494	0	0	0	0	0	0	0
Rpl3	19.821429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	599	0	0	0	0	0	0	0
Gxylt1	19.821429	0	0	0	0	0	0	0	0	0	0	0	0	164	0	114	0	0	141	0	199	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	203	0	0	0	0	0	0	0
1700008O03Rik	19.821429	0	0	0	0	0	0	0	0	0	0	0	0	482	116	100	134	105	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vhl	19.803571	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	188	0	269	150	168	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gins4	19.803571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	304	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	382	0	0	0	0	0	0	0
Dcdc2c	19.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	172	171	240	120	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gps2	19.767857	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	144	113	0	0	204	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Tnfrsf1a	19.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	149	151	156	180	255	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulk1	19.732143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	707	0	0	0	0	0	0	0
Ubtd2	19.732143	0	0	0	0	0	0	0	0	0	0	0	0	0	187	155	186	176	217	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpr1	19.714286	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	97	0	176	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	112	0	0	0	0	0	0	0
Slc49a4	19.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	144	149	94	0	175	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	196	0	0	0	0	0	0	0	0	0
Klhl33	19.714286	0	0	0	0	0	0	0	0	0	0	0	0	180	216	0	0	0	249	145	133	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pum2	19.696429	0	0	0	0	0	0	0	0	0	0	0	0	81	173	176	113	198	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Zfp229	19.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	120	125	0	0	246	0	208	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0
Tspan32	19.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	235	127	175	0	224	227	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcan2	19.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	144	0	270	255	139	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp6	19.678571	0	0	0	0	0	0	0	0	0	0	0	0	0	107	203	107	168	371	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiam1	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	173	163	180	138	223	122	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfb2m	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	190	0	0	0	0	0	0	0
Itpkc	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	121	108	314	118	95	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Coq8b	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	121	108	314	118	95	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Cenpi	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	133	245	253	210	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpc1	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	160	206	100	121	153	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Adcy4	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	133	164	193	207	215	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp6	19.660714	0	0	0	0	0	0	0	0	0	0	0	0	0	215	129	160	223	201	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb1	19.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	190	105	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	113	217	0	0	0	0	0	0	0
Olfr640	19.625000	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	190	121	0	385	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm4	19.607143	0	0	0	0	0	0	0	0	0	0	0	0	123	245	160	0	0	209	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Knstrn	19.607143	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	117	143	278	182	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa4	19.607143	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	267	233	0	0	153	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg10b	19.607143	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	634	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Smarcal1	19.589286	0	0	0	0	0	0	0	0	0	0	0	0	0	183	194	117	160	216	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0
Wdr82	19.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	132	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	225	0	0	0	0	0	0	0	0	95	198	0	0	0	0	0	0	0
Ptcd3	19.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	133	163	136	196	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
Polr1a	19.553571	0	0	0	0	0	0	0	0	0	0	0	0	0	133	163	136	196	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
Plac8	19.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	147	129	149	159	221	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0
Fam187a	19.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	152	240	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	234	0	0	0	0	0	0	0
Blm	19.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	272	249	0	0	247	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Zfp384	19.517857	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	112	0	248	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
Efhb	19.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	153	210	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd1	19.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	263	0	231	214	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst7	19.482143	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	126	0	0	0	240	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl14ep	19.482143	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	184	0	162	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0
Serpine1	19.464286	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	105	0	0	0	161	0	129	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps2	19.446429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	717	0	0	0	0	0	0	0
Rnf151	19.446429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	717	0	0	0	0	0	0	0
Ndufb10	19.446429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	717	0	0	0	0	0	0	0
