Target_genes	Gata3|Average	SRX018103|CD4+_T_cells	SRX092582|CD4+_T_cells	SRX092583|CD4+_T_cells	SRX1144904|CD4+_T_cells	SRX1144905|CD4+_T_cells	SRX018101|CD4_CD8_double_negative_cells	SRX091676|CD4_CD8_double_negative_cells	SRX091677|CD4_CD8_double_negative_cells	SRX018102|CD4_CD8_double_positive_cells	SRX077028|CD4_CD8_double_positive_cells	SRX091678|CD4_CD8_double_positive_cells	SRX018104|CD8+_T_cells	SRX077029|CD8+_T_cells	SRX7821124|Hematopoietic_progenitors	SRX7821125|Hematopoietic_progenitors	SRX7821126|Hematopoietic_progenitors	SRX8858058|Hematopoietic_progenitors	SRX8858059|Hematopoietic_progenitors	SRX1115327|ILC2	SRX13185577|ILC2	SRX13185578|ILC2	SRX13185579|ILC2	SRX21547797|ILC2	SRX21547798|ILC2	SRX15046828|Induced_trophoblast_stem_cells	SRX15046829|Induced_trophoblast_stem_cells	SRX1115326|Innate_lymphoid_cells	SRX4677000|Innate_lymphoid_cells	SRX4677001|Innate_lymphoid_cells	SRX4677005|Innate_lymphoid_cells	SRX4677006|Innate_lymphoid_cells	SRX15046860|MEF	SRX15046861|MEF	SRX15046870|MEF	SRX15046871|MEF	SRX018111|Natural_Killer_T-Cells	SRX2499766|Scid.adh.2c2	SRX2499767|Scid.adh.2c2	SRX2499768|Scid.adh.2c2	SRX2499769|Scid.adh.2c2	SRX018108|Th17_Cells	SRX018105|Th1_Cells	DRX012366|Th2_Cells	DRX012367|Th2_Cells	SRX018106|Th2_Cells	SRX077030|Th2_Cells	SRX1115328|Th2_Cells	SRX18113530|Th2_Cells	SRX18113531|Th2_Cells	SRX18275247|Th2_Cells	SRX18275248|Th2_Cells	SRX18275249|Th2_Cells	SRX18275250|Th2_Cells	SRX19650900|Th2_Cells	SRX19650901|Th2_Cells	SRX018110|Treg	SRX2416654|Trophoblast_stem_cells	SRX018109|T_cells	STRING
Usp29	45.327586	0	0	0	144	223	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	538	0	0	0	0	0	0	156	137	168	0	0	0	0	0	0	0	0	0	0	0	0	109	0	109	0	124	196	0	0	0	0	0	0
Poli	45.327586	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	126	146	0	0	0	370	582	325	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf20l1	45.327586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	651	565	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peg3	45.327586	0	0	0	144	223	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	538	0	0	0	0	0	0	156	137	168	0	0	0	0	0	0	0	0	0	0	0	0	109	0	109	0	124	196	0	0	0	0	0	0
Armc5	45.327586	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	584	554	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130023H24Rik	45.327586	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	584	554	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pole2	45.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	104	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	186	562	525	0	134	334	118	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlxip	45.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	525	625	537	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif5a	45.310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	480	456	590	0	0	0	0	0	0	0	87	0	87	0	166	289	0	0	0	0	0	0
Hccs	45.310345	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	188	0	0	0	0	129	0	0	0	0	0	335	257	240	353	0	0	0	0	0	0	0	139	129	139	0	160	202	0	0	0	0	0	0
Gm15246	45.310345	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	188	0	0	0	0	129	0	0	0	0	0	335	257	240	353	0	0	0	0	0	0	0	139	129	139	0	160	202	0	0	0	0	0	0
Ap1ar	45.310345	0	0	0	0	131	0	0	0	0	0	0	0	0	92	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	605	422	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zup1	45.293103	0	0	0	114	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	360	693	501	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb3bp	45.293103	0	0	0	137	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	138	262	0	0	0	0	0	0	0	0	0	0	207	486	193	518	0	0	0	0	0	0	0	114	0	114	0	194	166	0	0	0	0	0	0
Gsg1	45.293103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	484	0	0	0	0	0	357	388	447	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab7	45.293103	0	0	0	137	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	138	262	0	0	0	0	0	0	0	0	0	0	207	486	193	518	0	0	0	0	0	0	0	114	0	114	0	194	166	0	0	0	0	0	0
Cckar	45.293103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	629	645	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard5	45.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	271	331	266	224	0	324	344	389	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints7	45.275862	0	0	0	0	101	0	0	0	0	0	0	0	0	0	270	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	139	0	0	0	320	540	392	440	0	0	0	0	0	0	0	0	0	0	0	75	84	0	0	0	0	0	0
Dtl	45.275862	0	0	0	0	101	0	0	0	0	0	0	0	0	0	270	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	139	0	0	0	320	540	392	440	0	0	0	0	0	0	0	0	0	0	0	75	84	0	0	0	0	0	0
Bsg	45.275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	118	0	0	0	0	0	0	0	0	0	0	537	402	789	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Szrd1	45.258621	0	0	0	131	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	285	0	0	0	0	85	0	0	0	0	0	331	360	340	481	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0
Cxcr6	45.258621	0	0	0	181	200	0	0	0	0	0	0	158	0	0	0	0	0	0	242	0	0	0	0	106	209	269	0	0	0	0	0	0	0	0	0	0	0	318	0	223	0	154	0	0	0	0	478	0	0	0	0	0	87	0	0	0	0	0	0
Cstf2	45.258621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	119	0	0	0	440	739	522	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk18	45.258621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204	1241	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cab39l	45.258621	0	0	0	264	0	0	0	0	0	0	0	109	0	113	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	168	199	145	143	0	145	296	195	225	0	0	0	0	0	0	0	91	0	90	0	211	172	0	0	0	0	0	0
Prdm9	45.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	419	531	318	253	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	247	190	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc3	45.241379	0	0	0	0	132	0	0	0	0	0	0	0	0	153	215	116	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	480	396	360	0	0	0	0	0	0	0	102	0	102	0	63	177	0	0	0	0	0	0
Blk	45.241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	925	0	0	0	0	0	0	0	312	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt8a	45.206897	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	688	0	0	0	0	0	0	0	0	0	0	148	242	134	0	0	0	0	0	0	0	0	102	0	102	0	130	160	0	0	0	0	0	0
Uba2	45.206897	0	0	0	283	0	0	0	0	0	0	0	0	0	121	177	109	0	0	0	0	0	0	0	0	0	0	0	0	0	328	189	0	0	0	0	0	138	232	233	275	0	0	0	0	0	0	0	130	0	129	0	92	186	0	0	0	0	0	0
Nbea	45.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	138	0	0	0	0	0	0	514	671	582	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3d1	45.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	582	518	727	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actb	45.206897	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	163	250	0	0	0	0	0	0	0	0	0	0	508	342	447	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf5	45.189655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	155	217	160	0	0	238	453	335	536	0	0	0	0	0	0	0	99	0	100	0	128	132	0	0	0	0	0	0
Map2k4	45.189655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	160	138	124	0	0	0	0	0	147	254	220	0	0	346	353	368	354	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
Esf1	45.189655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	155	217	160	0	0	238	453	335	536	0	0	0	0	0	0	0	99	0	100	0	128	132	0	0	0	0	0	0
AA414768	45.189655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	602	420	540	0	0	101	116	249	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Tmem69	45.172414	0	0	0	0	152	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	236	228	305	237	0	0	0	0	0	0	202	182	0	180	122	247	285	0	0	0	0	0	0
Pus1	45.172414	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	142	0	250	608	292	595	0	0	0	0	0	0	0	0	0	0	0	113	275	0	0	0	0	0	0
Gpbp1l1	45.172414	0	0	0	0	152	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	236	228	305	237	0	0	0	0	0	0	202	182	0	180	122	247	285	0	0	0	0	0	0
Gale	45.172414	0	0	0	0	0	0	0	0	0	0	0	0	0	163	195	176	221	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	389	279	606	0	0	0	0	0	0	0	0	0	0	0	57	111	0	0	0	0	0	0
Tasor2	45.155172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	652	619	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pparg	45.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	71	0	0	167	438	0	112	0	329	280	277	189	0	128	0	0	0	0	196	0	88	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Dhodh	45.137931	0	0	0	0	0	0	0	0	0	0	0	0	0	132	178	114	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	410	608	422	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdhx	45.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	88	0	0	0	0	0	359	421	238	306	0	207	283	287	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apip	45.120690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	88	0	0	0	0	0	359	421	238	306	0	207	283	287	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdsub1	45.103448	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	264	0	0	0	0	0	0	0	0	0	0	390	429	291	401	0	0	0	0	0	0	0	87	0	87	0	125	168	0	0	0	0	0	0
Was	45.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	110	146	0	0	155	186	0	0	0	130	163	203	371	0	0	0	0	0	0	240	108	0	108	0	102	413	0	0	0	0	0	0
Entpd5	45.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	185	277	368	0	312	387	334	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp14	45.103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	407	329	325	0	0	260	176	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il22ra2	45.086207	294	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	895	183	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dag1	45.086207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	901	0	0	0	0	0	0	0	0	0	0	284	145	202	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef1	45.086207	0	0	0	137	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	301	0	0	0	0	0	0	0	0	0	0	192	437	439	520	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0
Rab4b	45.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	115	247	0	0	0	0	0	324	530	365	551	0	0	0	0	0	0	128	0	0	0	0	86	115	0	0	0	0	0	0
Mia	45.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	115	247	0	0	0	0	0	324	530	365	551	0	0	0	0	0	0	128	0	0	0	0	86	115	0	0	0	0	0	0
Alg1	45.068966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	300	290	0	277	418	317	529	0	0	0	0	0	0	0	0	0	0	0	152	104	0	0	0	0	0	0
Tmem38b	45.034483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	68	0	0	0	0	0	497	399	381	323	0	0	0	0	157	0	0	0	0	0	0	0	160	0	159	90	159	122	0	0	0	0	0	0
Guca2b	45.017241	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	327	0	0	0	0	0	476	452	473	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0
Cep295	45.017241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	233	245	0	408	440	411	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl28	45.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	247	312	198	306	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	167	486	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt10c	44.982759	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	167	177	0	0	0	0	0	0	0	0	0	0	421	488	382	632	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0
Tmem33	44.982759	0	0	0	0	120	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	465	587	832	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0
Ttll5	44.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	389	508	404	519	0	0	0	0	0	0	0	141	0	141	0	141	219	0	0	0	0	0	0
Tmem87a	44.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	250	146	277	398	0	142	312	416	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ganc	44.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	250	146	277	398	0	142	312	416	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erg28	44.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	389	508	404	519	0	0	0	0	0	0	0	141	0	141	0	141	219	0	0	0	0	0	0
9330182O14Rik	44.965517	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	86	0	0	0	0	0	164	0	0	0	0	0	0	228	884	116	316	0	0	0	0	0	0	174	76	0	76	0	0	192	0	0	0	0	0	0
Wdr93	44.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	127	155	0	0	0	130	0	0	0	0	0	0	319	390	227	282	0	0	0	0	0	0	0	152	0	152	0	178	349	0	0	0	0	0	0
Rab14	44.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	476	513	657	0	0	0	0	0	0	0	102	0	102	0	138	122	0	0	0	0	0	0
Pex11a	44.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	127	155	0	0	0	130	0	0	0	0	0	0	319	390	227	282	0	0	0	0	0	0	0	152	0	152	0	178	349	0	0	0	0	0	0
Irf6	44.948276	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	157	366	223	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	190	228	99	228	119	329	273	0	0	0	0	0	0
Iltifb	44.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	587	590	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	113	0	0	0	0	0	0
Arrdc4	44.948276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	181	188	0	0	0	0	0	510	491	242	205	0	0	0	0	0	0	0	0	0	0	0	0	149	0	158	0	100	288	0	0	0	0	0	0
Nkain1	44.913793	0	0	0	381	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	104	0	0	0	0	0	0
Dele1	44.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	178	161	179	192	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	164	0	217	394	259	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap27	44.913793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	93	0	0	0	0	0	0	80	778	653	0	0	0	0	0	0	0	0	0	0	154	195	147	302	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
Sprr2a3	44.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	235	0	0	259	251	0	0	0	0	0	494	457	311	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox8a	44.896552	0	0	0	0	0	0	0	0	0	0	0	0	0	79	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	266	274	0	299	300	521	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr49	44.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	222	0	0	0	0	0	186	305	160	224	0	0	0	0	0	0	0	0	0	0	0	0	182	0	184	0	235	544	0	0	0	0	0	0
Emc7	44.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	143	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	426	679	312	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baz2b	44.879310	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	552	506	362	0	0	284	0	195	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Tab1	44.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	161	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	389	575	548	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pspn	44.862069	0	0	0	113	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	146	0	0	0	349	459	481	534	0	0	0	0	0	0	0	0	0	0	0	90	117	0	0	0	0	0	0
Nbr1	44.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	156	216	341	0	403	441	385	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brca1	44.862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	156	216	341	0	403	441	385	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals3	44.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	591	674	571	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2i	44.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	555	548	0	0	0	0	0	0	0	0	0	0	266	353	349	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4d	44.844828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	843	0	0	0	0	0	0	0	0	0	0	204	138	137	102	0	0	0	0	0	0	0	0	0	0	0	114	124	0	0	0	0	0	0
Tmem238	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	247	312	198	306	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	157	486	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol12	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	757	520	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfs	44.827586	0	0	0	311	370	0	0	0	0	0	0	0	0	139	66	0	0	0	0	0	0	0	0	0	169	128	0	0	0	0	0	73	102	112	153	0	0	136	151	121	0	0	0	0	0	0	0	109	0	126	0	117	217	0	0	0	0	0	0
Kansl1	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	194	298	172	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	230	266	235	0	198	133	192	189	0	0	0	0	0	0	0	0	0	0	0	81	124	0	0	0	0	0	0
Gatd3a	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	151	133	0	518	504	657	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dph6	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	149	148	145	0	202	512	234	602	0	0	0	0	0	0	0	0	0	0	0	206	175	0	0	0	0	0	0
Cyp27a1	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	516	641	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb2	44.827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	738	664	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem170	44.793103	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	114	0	0	0	0	0	0	0	0	0	0	0	199	285	389	308	0	0	0	0	0	0	147	173	98	175	0	118	300	0	0	0	0	0	0
Poc1b	44.793103	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	167	0	0	0	0	0	0	0	0	0	0	207	809	294	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt4	44.793103	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	167	0	0	0	0	0	0	0	0	0	0	207	809	294	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asic4	44.793103	0	0	0	194	230	0	0	0	0	0	0	0	0	185	0	0	0	0	160	0	0	0	0	180	107	137	0	0	0	149	0	0	0	0	0	0	0	545	0	129	0	0	0	0	0	0	230	71	0	71	0	90	120	0	0	0	0	0	0
