Target_genes	Usf1|Average	SRX142512|C2C12	SRX142513|C2C12	SRX6784089|CH12	SRX6784090|CH12	SRX5027410|ES_cells	SRX6784044|MEL	SRX6784045|MEL	STRING
Rnf7	89.857143	0	0	0	151	0	191	287	0
Pex3	89.857143	0	0	0	121	360	0	148	0
Pcgf1	89.857143	0	0	0	70	0	158	401	0
Gja4	89.857143	252	188	0	0	189	0	0	0
Adat2	89.857143	0	0	0	121	360	0	148	0
Them6	89.714286	227	0	0	0	177	123	101	0
Ppp1r12b	89.714286	0	0	0	139	0	216	273	0
Klhdc4	89.714286	0	0	0	257	0	159	212	0
Havcr2	89.714286	0	0	0	0	0	144	484	0
Dok7	89.714286	152	288	0	0	0	0	188	0
Slc3a2	89.571429	0	145	0	0	0	157	325	0
Lsm5	89.428571	130	0	148	0	0	163	185	0
Lancl3	89.428571	152	474	0	0	0	0	0	0
Pcgf5	89.285714	0	0	295	330	0	0	0	0
Lrp4	89.285714	136	0	0	0	0	121	368	0
Atp9b	89.285714	0	0	0	0	419	0	206	0
Rpl3	89.000000	307	146	0	0	0	98	72	0
Klhdc8b	89.000000	0	0	0	98	0	178	347	0
Gxylt2	89.000000	217	406	0	0	0	0	0	0
Diras1	89.000000	410	213	0	0	0	0	0	0
Cnp	89.000000	0	0	189	334	0	0	100	0
Ccdc71	89.000000	0	0	0	98	0	178	347	0
Ccdc107	89.000000	0	0	113	189	0	163	158	0
Stau1	88.857143	0	0	145	0	0	213	264	0
Plekhf2	88.857143	0	142	134	0	0	219	127	0
Nucks1	88.857143	0	0	153	146	0	127	196	0
Irf5	88.857143	0	0	234	388	0	0	0	0
Fkbp1a	88.857143	0	185	0	146	291	0	0	0
Asb8	88.857143	361	0	0	0	0	126	135	0
A530021J07Rik	88.857143	0	191	182	128	0	0	121	0
Xrcc4	88.714286	206	162	0	0	0	90	163	0
Tns1	88.714286	280	341	0	0	0	0	0	0
Tmem167	88.714286	206	162	0	0	0	90	163	0
Rufy4	88.714286	280	341	0	0	0	0	0	0
Chst15	88.714286	0	0	0	0	0	123	498	0
Zfp819	88.571429	0	200	0	0	420	0	0	0
Usp1	88.571429	0	187	144	0	0	0	289	0
Rnf180	88.571429	0	0	0	0	0	167	453	0
Pdf	88.571429	162	169	0	129	0	0	160	0
Kif26b	88.571429	271	349	0	0	0	0	0	0
Cers5	88.571429	0	0	246	139	117	0	118	0
Cep128	88.571429	112	0	0	167	0	141	200	0
Ackr3	88.571429	169	451	0	0	0	0	0	0
9930111J21Rik1	88.571429	0	80	0	131	0	122	287	0
Gle1	88.428571	0	0	98	124	0	203	194	0
Brinp2	88.428571	0	0	254	365	0	0	0	0
Astn1	88.428571	0	0	254	365	0	0	0	0
Hint1	88.285714	0	169	0	154	0	161	134	0
Me2	88.142857	0	0	0	0	0	208	409	0
Cln8	88.142857	0	0	0	0	0	192	425	0
Ceacam10	88.142857	0	0	0	0	278	169	170	0
Bpifb4	88.142857	182	435	0	0	0	0	0	0
Pttg1	88.000000	0	0	347	269	0	0	0	0
Ets2	88.000000	163	163	115	175	0	0	0	0
Sprr2b	87.714286	206	408	0	0	0	0	0	0
Lsg1	87.571429	140	0	0	142	0	108	223	0
Hs3st3a1	87.571429	236	377	0	0	0	0	0	0
Gm20939	87.571429	0	0	180	137	0	95	201	0
Cenpu	87.571429	0	0	142	136	0	160	175	0
Bmper	87.571429	202	411	0	0	0	0	0	0
Mfsd2a	87.428571	0	0	0	213	0	72	327	0
Grhl3	87.428571	0	0	173	162	277	0	0	0
Tex14	87.285714	0	0	83	174	0	130	224	0
Fam13a	87.285714	0	0	240	371	0	0	0	0
Steap2	87.142857	188	422	0	0	0	0	0	0
Psrc1	87.142857	0	114	0	176	0	122	198	0
Mycbp	87.142857	0	0	93	171	0	160	186	0
Asph	87.142857	0	157	137	129	0	187	0	0
Meiob	87.000000	0	0	0	168	0	164	277	0
Cfh	87.000000	325	0	0	0	284	0	0	0
Pomk	86.857143	0	206	0	0	402	0	0	0
Mrgbp	86.857143	0	0	253	155	0	0	200	0
Jam2	86.857143	150	458	0	0	0	0	0	0
Jade3	86.857143	0	0	150	0	0	259	199	0
Xpo4	86.714286	182	231	0	0	0	0	194	0
Frrs1l	86.714286	0	0	0	0	0	342	265	0
Ero1b	86.714286	0	0	0	0	0	276	331	0
Atp2a1	86.714286	294	313	0	0	0	0	0	0
Arl15	86.714286	0	0	0	94	0	124	389	0
Shc3	86.571429	130	476	0	0	0	0	0	0
Zmym2	86.428571	0	0	0	212	0	171	222	0
Tubb4a	86.428571	0	0	0	0	0	173	432	0
Pcdh8	86.285714	0	150	0	0	454	0	0	0
Slc38a9	86.142857	0	0	109	129	0	121	244	0
Rhog	86.142857	196	163	0	0	0	0	244	0
Fmnl3	86.142857	283	320	0	0	0	0	0	0
Trp53rkb	86.000000	0	0	0	156	0	228	218	0
Limd1	86.000000	73	175	153	201	0	0	0	0
Frg1	86.000000	0	0	0	159	0	211	232	0
Esyt2	86.000000	0	0	0	0	0	303	299	0
Celsr3	86.000000	156	309	0	0	0	0	137	0
Aurkaip1	86.000000	0	0	106	250	0	106	140	0
Ttc27	85.857143	0	0	120	163	0	157	161	0
Smg8	85.857143	163	0	0	135	0	127	176	0
Samm50	85.857143	147	0	103	0	0	0	351	0
Prss22	85.857143	117	0	0	0	0	163	321	0
Dnajb6	85.857143	0	0	0	129	0	181	291	0
Cox18	85.857143	0	115	0	0	0	201	285	0
Mutyh	85.714286	169	0	0	0	0	145	286	0
Usp20	85.571429	0	0	177	143	0	111	168	0
Polr3h	85.571429	0	238	0	239	0	122	0	0
Mrpl54	85.571429	145	0	0	136	0	115	203	0
Bub3	85.571429	0	0	0	0	441	0	158	0
BC005624	85.571429	0	0	177	143	0	111	168	0
Apba3	85.571429	145	0	0	136	0	115	203	0
Tmem183a	85.428571	177	200	0	0	0	0	221	0
Ndufb5	85.428571	0	138	0	142	0	131	187	0
Mrpl47	85.428571	0	138	0	142	0	131	187	0
Zfp651	85.285714	178	272	0	0	147	0	0	0
Rad51c	85.285714	0	0	83	174	0	116	224	0
Pif1	85.285714	0	0	0	0	270	122	205	0
Lrrc2	85.285714	0	0	0	0	158	0	439	0
Dync1li1	85.285714	271	326	0	0	0	0	0	0
Yju2	85.142857	0	126	0	0	0	204	266	0
Txndc11	85.142857	142	0	197	257	0	0	0	0
Ly6g5b	85.142857	0	0	0	153	0	294	149	0
Gspt1	85.142857	0	0	136	136	0	193	131	0
Crtap	85.000000	0	0	0	0	595	0	0	0
Tcf4	84.857143	192	134	0	149	0	0	119	0
Hes7	84.857143	208	0	0	0	0	215	171	0
Kmt2c	84.714286	0	0	116	0	0	221	256	0
Clpx	84.714286	0	0	0	0	0	215	378	0
Apoe	84.571429	0	0	0	0	0	193	399	0
Apoc1	84.571429	0	0	0	0	0	193	399	0
Zbtb32	84.428571	0	0	203	111	0	158	119	0
Man1a	84.428571	0	0	247	344	0	0	0	0
Kmt2b	84.428571	0	0	203	111	0	158	119	0
Dlg4	84.428571	0	0	83	128	0	152	228	0
Ddx58	84.428571	0	0	310	281	0	0	0	0
Adamts2	84.428571	233	0	0	0	358	0	0	0
Znhit3	84.285714	0	0	0	156	0	163	271	0
Rgs2	84.285714	0	0	134	0	0	238	218	0
Pcbp2	84.285714	0	0	0	204	0	162	224	0
Ermp1	84.285714	0	0	0	0	0	280	310	0
Eid1	84.285714	0	0	0	0	0	290	300	0
Ciita	84.285714	0	0	305	285	0	0	0	0
Birc6	84.285714	0	125	128	0	0	134	203	0
Rnf11	84.142857	314	180	0	0	0	0	95	0
Car6	84.142857	382	0	0	0	0	0	207	0
Vps25	84.000000	0	0	0	170	0	269	149	0
Rsph9	84.000000	0	0	0	0	0	204	384	0
Ndufs8	84.000000	92	0	0	130	0	126	240	0
Dppa2	84.000000	0	0	0	0	588	0	0	0
Tmod3	83.857143	0	0	0	179	0	138	270	0
Nudt13	83.857143	61	0	0	163	0	142	221	0
Cacna1b	83.857143	0	0	0	0	587	0	0	0
Thap4	83.714286	0	0	0	0	417	0	169	0
Slc35a4	83.714286	0	0	0	125	0	291	170	0
Ifit3b	83.714286	141	136	0	0	0	153	156	0
Cep295nl	83.714286	281	305	0	0	0	0	0	0
Atg4b	83.714286	0	0	0	0	417	0	169	0
Apbb3	83.714286	0	0	0	125	0	291	170	0
Reep6	83.571429	0	0	0	0	0	90	495	0
Pcsk4	83.571429	0	0	0	0	0	90	495	0
Hgfac	83.571429	0	240	0	0	0	0	345	0
Ctnnbip1	83.571429	0	0	223	244	118	0	0	0
Car9	83.571429	0	0	0	0	0	216	369	0
Arhgef39	83.571429	0	0	0	0	0	216	369	0
Tm9sf2	83.428571	0	0	0	0	0	226	358	0
Rasip1	83.428571	0	0	0	192	0	239	153	0
Nvl	83.428571	0	0	0	129	0	163	292	0
Izumo1	83.428571	0	0	0	192	0	239	153	0
Osbpl6	83.285714	0	358	0	0	0	0	225	0
Lrrc8b	83.285714	197	386	0	0	0	0	0	0
G3bp1	83.285714	0	0	0	0	203	152	228	0
Bzw2	83.285714	264	319	0	0	0	0	0	0
Ankrd28	83.285714	0	192	0	0	242	0	149	0
Ankmy2	83.285714	264	319	0	0	0	0	0	0
1700042G07Rik	83.285714	247	336	0	0	0	0	0	0
Tyk2	83.142857	0	248	0	0	0	186	148	0
Rbfox3	83.142857	0	0	0	153	0	177	252	0
Rftn2	83.000000	216	365	0	0	0	0	0	0
Mcl1	83.000000	0	0	0	0	0	209	372	0
Clpb	83.000000	0	0	0	112	0	244	225	0
Ube2l6	82.857143	0	0	0	0	0	118	462	0
Twf1	82.857143	0	0	0	137	183	125	135	0
Mea1	82.857143	0	0	0	75	171	164	170	0
Klhdc3	82.857143	0	0	0	75	171	164	170	0
Ddc	82.857143	0	0	0	0	0	151	429	0
Zfp781	82.714286	130	188	115	146	0	0	0	0
Mamstr	82.714286	143	0	0	0	436	0	0	0
H3c15	82.714286	0	0	80	89	0	239	171	0
H3c14	82.714286	0	0	80	89	0	239	171	0
H2ac19	82.714286	0	0	80	89	0	239	171	0
H2ac18	82.714286	0	0	80	89	0	239	171	0
Gm3055	82.714286	130	188	115	146	0	0	0	0
Actr3b	82.714286	143	0	138	162	0	136	0	0
Sel1l	82.571429	0	0	0	0	0	204	374	0
Ost4	82.571429	0	0	82	0	0	208	288	0
Kif17	82.571429	0	233	162	0	183	0	0	0
Gpr68	82.571429	0	0	269	309	0	0	0	0
Dll4	82.571429	0	0	0	0	578	0	0	0
Arl6ip5	82.571429	184	246	0	0	0	0	148	0
Rptor	82.428571	0	0	0	274	0	101	202	0
Pdlim2	82.428571	0	0	196	0	0	140	241	0
Car13	82.428571	0	577	0	0	0	0	0	0
Gpr89	82.285714	169	140	0	0	0	112	155	0
Qsox1	82.142857	0	0	0	0	0	250	325	0
Med18	82.142857	0	0	0	0	0	240	335	0
Atxn7	82.142857	0	0	0	0	0	0	575	0
Spr	82.000000	0	0	0	0	0	171	403	0
Ctc1	82.000000	0	0	0	121	265	85	103	0
Amhr2	82.000000	0	0	0	0	0	221	353	0
Tspan33	81.857143	0	0	0	0	0	197	376	0
Ppp2r1b	81.857143	0	0	0	169	0	237	167	0
Orc5	81.857143	0	0	96	0	0	245	232	0
Ndufs7	81.857143	92	0	0	106	0	117	258	0
Kndc1	81.857143	118	126	199	130	0	0	0	0
Dhx8	81.857143	0	0	0	193	0	203	177	0
Car8	81.857143	0	0	260	313	0	0	0	0
Ankrd11	81.714286	0	0	145	0	0	130	297	0
Cox7a2	81.571429	0	0	0	144	0	233	194	0
Zfp653	81.428571	0	0	0	0	0	325	245	0
Slfn10-ps	81.428571	0	0	250	320	0	0	0	0
Rfx7	81.428571	0	0	0	170	0	162	238	0
Pycr1	81.428571	0	0	0	136	0	198	236	0
Ndufaf4	81.428571	0	0	0	166	0	215	189	0
Myadml2	81.428571	0	0	0	136	0	198	236	0
Mfsd6l	81.428571	0	0	0	0	0	161	409	0
Btbd11	81.428571	266	304	0	0	0	0	0	0
Snx14	81.285714	0	138	0	0	0	252	179	0
Pdhb	81.285714	0	0	0	0	267	116	186	0
Snrnp27	81.142857	0	0	0	147	0	182	239	0
Pmel	81.142857	0	0	0	0	0	283	285	0
Dact2	81.142857	0	151	0	0	417	0	0	0
Cops4	81.142857	0	0	0	119	0	215	234	0
Acadvl	81.142857	0	0	83	128	0	152	205	0
Aadacl2fm1	81.142857	0	0	268	300	0	0	0	0
Tbc1d10a	81.000000	0	0	141	107	0	159	160	0
Ebf1	81.000000	0	0	317	250	0	0	0	0
Abcg3	81.000000	0	174	0	0	0	0	393	0
Veph1	80.857143	0	150	0	0	416	0	0	0
Tubd1	80.857143	0	0	0	150	0	248	168	0
Tmem247	80.857143	0	143	0	128	0	146	149	0
Rps6kb1	80.857143	0	0	0	150	0	248	168	0
Lair1	80.857143	0	126	149	0	0	0	291	0
Sema3f	80.714286	0	126	0	0	0	136	303	0
Rpl12	80.714286	0	234	0	0	0	104	227	0
Phlpp1	80.714286	251	0	0	0	0	116	198	0
Lrsam1	80.714286	0	234	0	0	0	104	227	0
Klhl8	80.714286	0	0	0	154	0	171	240	0
Eloa	80.714286	0	0	0	136	0	169	260	0
Abi1	80.714286	0	0	0	190	0	132	243	0
Sf3a2	80.571429	171	207	0	0	0	0	186	0
Plekhj1	80.571429	171	207	0	0	0	0	186	0
Mettl9	80.571429	0	0	0	0	0	220	344	0
Rab33b	80.428571	0	0	83	167	0	115	198	0
Mcoln3	80.428571	0	0	209	354	0	0	0	0
Map1s	80.428571	0	0	0	108	0	209	246	0
Sycn	80.285714	0	0	0	0	562	0	0	0
Prkd2	80.285714	0	0	253	309	0	0	0	0
Nccrp1	80.285714	0	0	0	0	562	0	0	0
Cst7	80.285714	0	0	0	0	0	165	397	0
2310011J03Rik	80.285714	173	0	0	0	0	137	252	0
Spp1	80.000000	0	249	0	0	0	137	174	426
Wdfy2	80.000000	0	0	0	98	0	196	266	0
Ldhal6b	80.000000	0	0	0	0	560	0	0	0
Bnip2	80.000000	0	0	0	0	0	170	390	0
Xpo7	79.857143	0	0	0	0	559	0	0	0
Shcbp1l	79.857143	0	0	0	0	0	213	346	0
Nxpe4	79.857143	0	0	0	0	0	172	387	0
Gp1bb	79.857143	0	0	194	157	0	116	92	0
Ubl5	79.714286	0	0	0	0	129	183	246	0
Fbxl12	79.714286	0	0	0	0	129	183	246	0
Cyth1	79.714286	0	0	156	196	0	0	206	0
Vps45	79.571429	0	0	0	137	0	202	218	0
Polr1b	79.571429	0	0	0	187	0	176	194	0
Pin1	79.571429	0	0	0	0	0	197	360	0
Cela2a	79.571429	0	0	268	140	0	0	149	0
Tspan4	79.428571	0	301	0	0	0	0	255	0
Polr2l	79.428571	0	301	0	0	0	0	255	0
Pacsin2	79.428571	0	0	269	226	0	0	61	0
Nol4	79.428571	343	213	0	0	0	0	0	0
Cfap299	79.428571	0	227	161	168	0	0	0	0
Tdpoz4	79.285714	0	196	0	0	0	0	359	0
Rps23	79.285714	0	198	0	0	0	98	259	0
Hyou1	79.285714	0	0	0	94	0	242	219	0
Abcg1	79.285714	0	0	0	0	0	209	346	0
Usp4	79.142857	0	0	0	251	0	168	135	0
Kcnk5	79.142857	0	0	0	193	0	144	217	0
Hsp90aa1	79.142857	0	0	201	137	0	0	216	0
Gpat4	79.142857	0	0	0	149	0	150	255	0
Cd53	79.142857	132	264	0	158	0	0	0	0
Lrrc51	79.000000	0	0	0	186	0	155	212	0
BC107364	79.000000	0	0	0	123	0	90	340	0
Aanat	79.000000	0	0	0	0	0	286	267	0
Ybx3	78.857143	252	180	0	0	120	0	0	0
Synpo	78.857143	186	366	0	0	0	0	0	0
P4hb	78.857143	0	0	136	160	0	104	152	0
Tmx2	78.714286	0	0	0	0	0	248	303	0
Med19	78.714286	0	0	0	0	0	248	303	0
Fam71f2	78.714286	0	0	155	0	308	88	0	0
Mynn	78.571429	0	0	0	148	0	168	234	0
Mpdu1	78.571429	0	0	0	139	0	144	267	0
Hpf1	78.571429	0	0	0	0	0	223	327	0
Cdc42ep4	78.571429	0	0	0	0	0	228	322	0
Actrt3	78.571429	0	0	0	148	0	168	234	0
Acp2	78.571429	124	0	0	127	0	134	165	0
Zfp790	78.428571	0	0	0	166	0	223	160	0
Ola1	78.428571	96	0	206	110	0	0	137	0
4930522H14Rik	78.428571	0	175	146	228	0	0	0	0
Stoml2	78.285714	0	0	0	193	0	232	123	0
Nfe2l2	78.285714	0	0	143	220	0	0	185	0
Gm867	78.285714	139	0	0	0	311	0	98	0
Dpy30	78.285714	0	0	0	0	0	188	360	0
Arnt	78.285714	0	0	0	0	0	213	335	0
Serbp1	78.142857	0	0	0	87	0	167	293	0
Btbd19	78.142857	0	304	0	0	0	145	98	0
Alox5ap	78.142857	0	0	0	0	171	173	203	0
Mterf1a	78.000000	0	0	0	109	0	253	184	0
Lrrc49	78.000000	199	347	0	0	0	0	0	0
Gm13290	78.000000	0	0	0	0	0	291	255	0
Gm13289	78.000000	0	0	0	0	0	291	255	0
Gm13285	78.000000	0	0	0	0	0	291	255	0
Gata5	78.000000	0	0	0	0	546	0	0	0
Dnajc11	78.000000	0	0	137	125	0	183	101	0
Casp4	78.000000	0	0	255	138	0	0	153	0
Abcc2	78.000000	0	0	0	0	0	162	384	0
Eda2r	77.857143	382	163	0	0	0	0	0	0
Pipox	77.571429	0	102	0	0	281	0	160	0
Lrrn4cl	77.571429	259	284	0	0	0	0	0	0
Fstl3	77.571429	0	126	0	0	0	166	251	0
Esr1	77.571429	0	0	265	278	0	0	0	0
Rhobtb1	77.428571	296	246	0	0	0	0	0	0
Rasal2	77.428571	0	0	0	104	0	184	254	0
Dlgap4	77.428571	542	0	0	0	0	0	0	0
Cdk11b	77.428571	0	0	0	93	0	193	256	0
Angptl2	77.428571	270	272	0	0	0	0	0	0
A930033H14Rik	77.428571	296	246	0	0	0	0	0	0
Zfp428	77.285714	208	213	0	0	0	0	120	0
Zbtb43	77.285714	210	0	0	84	0	0	247	0
Thoc1	77.285714	89	0	0	0	344	0	108	0
Parn	77.285714	0	0	101	113	0	149	178	0
H2az2	77.285714	0	124	173	0	0	98	146	0
Bfar	77.285714	0	0	101	113	0	149	178	0
Wwc2	77.142857	106	135	0	0	153	0	146	0
Proca1	77.142857	218	322	0	0	0	0	0	0
Ttc4	77.000000	0	0	0	174	0	191	174	0
Kifc1	77.000000	0	0	0	111	0	191	237	0
Ccdc97	77.000000	0	0	0	193	0	185	161	0
Sla2	76.857143	0	0	0	0	0	181	357	0
Rps27rt	76.857143	0	0	0	0	0	136	402	0
Rab13	76.857143	0	0	0	0	0	136	402	0
Ints4	76.857143	0	0	0	0	0	254	284	0
Bace1	76.857143	0	0	0	0	538	0	0	0
Aifm1	76.857143	0	0	0	0	0	148	390	0
Abca3	76.857143	0	0	114	0	0	266	158	0
Abca17	76.857143	0	0	114	0	0	266	158	0
Homer2	76.714286	0	0	0	0	0	218	319	0
BC024139	76.714286	308	229	0	0	0	0	0	0
Stom	76.571429	0	0	0	162	0	178	196	0
Pfas	76.571429	0	0	165	0	0	168	203	0
Farsa	76.571429	0	0	0	174	0	160	202	0
Dnah12	76.571429	0	536	0	0	0	0	0	0
Bcl2a1a	76.571429	0	0	251	285	0	0	0	0
Opa3	76.428571	0	0	134	144	0	123	134	0
Get1	76.428571	0	0	0	212	0	108	215	0
Avpr1b	76.428571	0	0	230	305	0	0	0	0
Zfp870	76.285714	0	0	251	283	0	0	0	0
Ndufaf2	76.285714	0	138	135	0	0	136	125	0
Slc38a5	76.142857	0	0	0	0	0	167	366	0
Mrps9	76.142857	0	182	157	0	0	0	194	0
Mrps23	76.142857	0	0	0	193	0	125	215	0
Fam104a	76.142857	158	0	0	0	194	0	181	0
Emilin1	76.142857	0	0	0	0	0	207	326	0
D11Wsu47e	76.142857	158	0	0	0	194	0	181	0
Ccdc77	76.142857	0	0	0	209	0	145	179	0
C130050O18Rik	76.142857	295	238	0	0	0	0	0	0
Atp6v1e2	76.142857	306	227	0	0	0	0	0	0
Ubash3a	76.000000	0	0	0	0	0	248	284	0
Tln1	76.000000	194	0	0	0	0	0	338	0
Rabif	76.000000	0	0	0	0	0	0	532	0
Nr1h4	76.000000	0	0	0	0	0	297	235	0
Creb3	76.000000	194	0	0	0	0	0	338	0
Clk3	76.000000	0	0	0	143	0	145	244	0
Sgca	75.714286	0	0	0	139	0	194	197	0
Adamts3	75.714286	0	0	0	0	0	262	268	0
Psmb2	75.571429	0	0	0	163	0	153	213	0
Plgrkt	75.571429	0	0	0	142	0	155	232	0
Bcl2	75.571429	0	138	0	0	0	174	217	0
Iqgap2	75.428571	0	112	271	145	0	0	0	0
Hsd3b7	75.428571	0	0	0	0	0	167	361	0
Cnn1	75.428571	0	262	0	0	0	0	266	0
Spred2	75.285714	0	0	0	0	0	162	365	0
Pnldc1	75.285714	0	0	0	0	527	0	0	0
Epcam	75.285714	0	0	0	0	527	0	0	0
S1pr4	75.142857	0	0	0	119	0	147	260	0
Ncln	75.142857	0	0	0	119	0	147	260	0
Prune2	75.000000	161	364	0	0	0	0	0	0
Isoc2b	75.000000	0	0	108	0	0	223	194	0
Asb2	75.000000	158	367	0	0	0	0	0	0
Zfp407	74.857143	0	0	0	0	524	0	0	0
Rrp1	74.857143	0	0	0	137	0	168	219	0
Baz1a	74.857143	0	0	0	0	0	0	524	0
Usp6nl	74.714286	0	0	0	0	0	151	372	0
R3hcc1l	74.714286	0	0	90	0	0	201	232	0
Psmd11	74.714286	0	0	0	168	0	217	138	0
Kctd6	74.714286	0	0	0	0	0	175	348	0
Gng3	74.714286	0	0	186	337	0	0	0	0
Engase	74.714286	0	0	159	0	0	117	247	0
Bscl2	74.714286	0	0	186	337	0	0	0	0
Trim40	74.571429	0	0	175	347	0	0	0	0
Sap25	74.571429	0	0	0	0	522	0	0	0
Grhl1	74.571429	0	0	0	104	138	125	155	0
Gm3636	74.571429	170	0	187	165	0	0	0	0
Cdc42ep1	74.571429	114	408	0	0	0	0	0	0
Bet1	74.571429	0	0	0	139	0	163	220	0
Anxa11	74.571429	0	0	0	0	0	161	361	0
Wfdc6a	74.428571	0	179	0	250	0	0	92	0
Ptgdr2	74.428571	0	0	0	0	521	0	0	0
Angpt1	74.428571	232	289	0	0	0	0	0	0
Tars2	74.285714	0	0	0	0	0	261	259	0
Lgals1	74.285714	0	246	0	0	0	0	274	0
Gnb5	74.285714	0	0	0	79	252	0	189	0
Foxk1	74.285714	0	0	0	131	0	149	240	0
Dppa1	74.285714	0	0	0	0	165	218	137	0
Card19	74.285714	94	157	0	0	0	0	269	0
Apln	74.285714	182	338	0	0	0	0	0	0
Tk1	74.142857	0	149	0	0	229	0	141	0
Lrp1	74.142857	185	334	0	0	0	0	0	0
Gm7762	74.142857	0	0	0	0	519	0	0	0
Dtd1	74.142857	0	0	0	133	0	187	199	0
Dnttip2	74.142857	0	0	0	139	0	204	176	0
Afmid	74.142857	0	149	0	0	229	0	141	0
Plpp2	74.000000	156	0	0	0	0	131	231	0
Pde7a	74.000000	518	0	0	0	0	0	0	0
Mcm10	74.000000	0	0	110	153	0	0	255	0
Epha4	74.000000	130	0	162	226	0	0	0	0
Clcn3	74.000000	0	0	82	138	0	112	186	0
Zfp692	73.857143	0	0	0	114	0	201	202	0
Tph1	73.857143	0	0	0	0	0	148	369	0
Prpf38a	73.857143	0	0	0	70	0	224	223	0
Orc1	73.857143	0	0	0	70	0	224	223	0
Gabpb2	73.857143	0	0	0	0	0	211	306	0
Atp6ap1l	73.857143	0	240	0	0	0	119	158	0
Xrcc1	73.714286	0	115	132	126	0	143	0	0
Tmed1	73.714286	0	0	0	0	0	245	271	0
Srebf2	73.714286	0	0	186	101	0	0	229	0
Saxo1	73.714286	0	0	0	0	0	240	276	0
Rbpj	73.714286	516	0	0	0	0	0	0	0
Pinlyp	73.714286	0	115	132	126	0	143	0	0
Nmd3	73.714286	0	153	0	0	0	134	229	0
Naa16	73.714286	126	199	0	0	0	0	191	0
Abl1	73.714286	79	192	0	0	0	113	132	0
Znrf4	73.571429	0	138	0	0	229	0	148	0
Unc5cl	73.571429	0	0	0	0	0	272	243	0
Tspo2	73.571429	0	0	0	0	0	272	243	0
Kcnj4	73.571429	0	262	0	0	253	0	0	0
Hspg2	73.571429	0	156	0	110	0	100	149	0
Cdx1	73.571429	0	207	0	0	308	0	0	0
St3gal2	73.428571	0	0	0	0	0	187	327	0
Chd1l	73.428571	0	213	0	0	0	211	90	0
Slc35f3	73.285714	0	0	309	204	0	0	0	0
Fads6	73.285714	142	115	155	101	0	0	0	0
Brd4	73.285714	122	391	0	0	0	0	0	0
Amz2	73.285714	0	0	134	185	0	0	194	0
Tgfb2	73.142857	0	0	295	217	0	0	0	0
Rps3a1	73.142857	0	162	0	136	0	91	123	0
Rassf3	73.142857	0	0	0	0	0	191	321	0
Cyp11a1	73.142857	0	0	242	270	0	0	0	0
Slc26a1	73.000000	0	0	0	0	0	240	271	0
Plcxd1	73.000000	0	117	0	0	394	0	0	0
Rangap1	72.857143	0	69	0	105	0	162	174	0
Plxnb2	72.857143	134	0	160	0	216	0	0	0
Pakap	72.857143	260	250	0	0	0	0	0	0
Dus4l	72.857143	0	126	0	115	0	122	147	0
Cog5	72.857143	0	126	0	115	0	122	147	0
Asb6	72.857143	0	0	0	193	0	129	188	0
Ttc21b	72.714286	181	328	0	0	0	0	0	0
Taf15	72.714286	0	0	113	137	0	102	157	0
Slc12a8	72.714286	0	200	0	0	309	0	0	0
Rab18	72.714286	0	0	0	106	0	205	198	0
Pyy	72.714286	0	0	0	0	0	0	509	0
Pitpnb	72.714286	0	0	0	155	0	146	208	0
Nxf2	72.714286	0	0	0	0	0	0	509	0
Ywhae	72.571429	0	0	0	0	0	288	220	0
Tpd52	72.571429	0	0	247	261	0	0	0	0
Rer1	72.571429	0	0	0	100	0	176	232	0
Mterf1b	72.571429	0	0	0	123	0	183	202	0
Mrpl4	72.571429	0	0	0	0	0	207	301	0
Morn1	72.571429	0	0	0	100	0	176	232	0
Ipcef1	72.571429	272	236	0	0	0	0	0	0
Btrc	72.571429	0	0	0	130	0	182	196	0
Birc5	72.571429	0	0	102	0	0	200	206	0
B4galt6	72.571429	0	0	139	162	0	0	207	0
Ncam2	72.428571	143	227	0	0	0	0	137	0
Cyp4f13	72.428571	0	0	173	0	0	0	334	0
Aif1l	72.428571	231	276	0	0	0	0	0	0
Rps20	72.285714	0	0	0	74	0	193	239	0
Prcc	72.285714	0	0	0	0	0	217	289	0
Fbxo31	72.142857	0	0	0	173	0	112	220	0
Cd52	72.142857	0	0	204	301	0	0	0	0
Aurkb	72.142857	116	155	0	0	0	100	134	0
Tchp	72.000000	0	0	0	0	0	245	259	0
Stard3	72.000000	0	165	0	0	0	163	176	0
Msl3	72.000000	0	0	0	0	0	197	307	0
Foxo6	72.000000	150	0	0	113	0	0	241	0
Cyb5r3	72.000000	151	208	0	0	145	0	0	0
Zfpm1	71.857143	173	213	0	0	0	117	0	0
Ppib	71.857143	0	0	139	79	0	141	144	0
Mdm2	71.857143	0	155	0	186	0	0	162	0
Kbtbd7	71.857143	0	0	0	0	0	223	280	0
Adrm1	71.857143	0	0	0	140	0	181	182	0
Syk	71.714286	0	0	183	182	0	0	137	0
Ifi35	71.714286	0	0	179	147	0	0	176	0
Coa4	71.714286	0	0	129	90	0	0	283	0
Adamts17	71.714286	187	0	0	140	0	175	0	0
Zfp667	71.571429	0	0	0	0	0	138	363	0
Wfdc16	71.571429	0	0	0	0	0	208	293	0
Tfb2m	71.571429	0	0	0	170	110	99	122	0
Pcdhgb7	71.571429	0	0	0	0	501	0	0	0
Pcdhga10	71.571429	0	0	0	0	501	0	0	0
Idh2	71.571429	0	0	0	0	501	0	0	0
