Target_genes	Relb|Average	SRX122464|Dendritic_Cells	SRX122465|Dendritic_Cells	SRX122466|Dendritic_Cells	SRX122467|Dendritic_Cells	SRX122576|Dendritic_Cells	SRX122577|Dendritic_Cells	SRX20904785|Dendritic_Cells	SRX20904786|Dendritic_Cells	SRX20904788|Dendritic_Cells	SRX20904789|Dendritic_Cells	SRX4680244|MEF	SRX4680245|MEF	SRX4680246|MEF	SRX4680247|MEF	STRING
Mex3b	75.857143	0	0	0	0	0	0	517	545	0	0	0	0	0	0	0
Lalba	75.857143	0	0	0	0	0	0	623	439	0	0	0	0	0	0	0
Erich1	75.857143	0	0	0	0	0	0	640	422	0	0	0	0	0	0	0
Dhrs11	75.857143	0	0	0	0	0	0	584	392	86	0	0	0	0	0	0
1110065P20Rik	75.857143	0	0	0	0	0	0	425	535	102	0	0	0	0	0	0
Wwp1	75.785714	0	0	0	0	0	0	479	582	0	0	0	0	0	0	0
Trmt2a	75.785714	0	0	0	0	0	0	587	474	0	0	0	0	0	0	0
Rps23	75.785714	0	0	0	0	0	0	508	553	0	0	0	0	0	0	0
Rec8	75.785714	0	0	0	0	0	0	145	410	0	506	0	0	0	0	0
Ranbp1	75.785714	0	0	0	0	0	0	587	474	0	0	0	0	0	0	0
Ppp1cb	75.785714	0	0	0	0	0	0	530	531	0	0	0	0	0	0	0
Mical1	75.785714	0	0	0	0	0	0	560	501	0	0	0	0	0	0	0
Cenpb	75.785714	0	0	0	0	0	0	503	470	88	0	0	0	0	0	0
Zfp608	75.714286	0	0	0	0	0	0	614	446	0	0	0	0	0	0	0
Pus7l	75.714286	0	0	0	0	0	0	557	423	80	0	0	0	0	0	0
Klrb1c	75.714286	0	0	0	0	0	0	598	462	0	0	0	0	0	0	0
Irak4	75.714286	0	0	0	0	0	0	557	423	80	0	0	0	0	0	0
Ccin	75.714286	0	0	0	0	0	0	548	512	0	0	0	0	0	0	0
Zc3h15	75.642857	0	0	0	0	0	0	577	482	0	0	0	0	0	0	0
Slc2a3	75.642857	0	0	0	0	0	0	552	507	0	0	0	0	0	0	0
Rnf44	75.642857	0	0	0	0	0	0	469	590	0	0	0	0	0	0	0
Rnaseh2b	75.642857	0	0	0	0	0	0	509	550	0	0	0	0	0	0	0
Jmjd1c	75.642857	0	0	0	0	0	0	526	533	0	0	0	0	0	0	0
Dnm3	75.642857	0	0	0	0	0	0	583	476	0	0	0	0	0	0	0
Actr2	75.642857	0	0	0	0	0	0	481	578	0	0	0	0	0	0	0
Tas1r1	75.571429	0	0	0	0	0	0	516	542	0	0	0	0	0	0	0
Stk38l	75.571429	0	0	0	0	0	0	520	538	0	0	0	0	0	0	0
Pdxdc1	75.571429	0	0	0	0	0	0	517	438	103	0	0	0	0	0	0
Nol9	75.571429	0	0	0	0	0	0	516	542	0	0	0	0	0	0	0
Mpv17l	75.571429	0	0	0	0	0	0	517	438	103	0	0	0	0	0	0
Mfsd8	75.571429	0	0	0	0	0	0	459	475	124	0	0	0	0	0	0
Hint1	75.571429	0	0	0	0	0	0	476	582	0	0	0	0	0	0	0
1700017B05Rik	75.571429	0	0	0	0	0	0	570	488	0	0	0	0	0	0	0
Zfp219	75.500000	0	0	0	0	0	0	551	506	0	0	0	0	0	0	0
Usp20	75.500000	0	0	0	0	0	0	422	635	0	0	0	0	0	0	0
Stx18	75.500000	0	0	0	0	0	0	495	562	0	0	0	0	0	0	0
S1pr4	75.500000	0	0	0	0	0	0	595	462	0	0	0	0	0	0	0
Olfr694	75.500000	0	0	0	0	0	0	535	522	0	0	0	0	0	0	0
Ncln	75.500000	0	0	0	0	0	0	595	462	0	0	0	0	0	0	0
BC005624	75.500000	0	0	0	0	0	0	422	635	0	0	0	0	0	0	0
Zscan30	75.428571	0	0	0	0	0	0	570	486	0	0	0	0	0	0	0
Zfp35	75.428571	0	0	0	0	0	0	570	486	0	0	0	0	0	0	0
Wdr46	75.428571	0	0	0	0	0	0	444	612	0	0	0	0	0	0	0
Pkn2	75.428571	0	0	0	0	0	0	536	397	123	0	0	0	0	0	0
Pfdn6	75.428571	0	0	0	0	0	0	444	612	0	0	0	0	0	0	0
Gmfb	75.428571	0	0	0	0	0	0	453	603	0	0	0	0	0	0	0
Ddx59	75.428571	0	0	0	0	0	0	452	525	79	0	0	0	0	0	0
Brd1	75.428571	0	0	0	0	0	0	552	504	0	0	0	0	0	0	0
Bnip3l	75.428571	0	0	0	0	0	0	458	598	0	0	0	0	0	0	0
Accs	75.428571	0	0	0	0	0	0	588	468	0	0	0	0	0	0	0
Abcg3	75.428571	0	0	0	0	0	0	585	471	0	0	0	0	0	0	0
Zc3h18	75.357143	0	0	0	0	0	0	496	434	125	0	0	0	0	0	0
Slc10a5	75.357143	0	0	0	0	0	0	515	540	0	0	0	0	0	0	0
Rexo2	75.357143	0	0	0	0	0	0	607	448	0	0	0	0	0	0	0
Nrf1	75.357143	0	0	0	0	0	0	436	619	0	0	0	0	0	0	0
Impa1	75.357143	0	0	0	0	0	0	515	540	0	0	0	0	0	0	0
Dnajb12	75.357143	0	0	0	0	0	0	463	592	0	0	0	0	0	0	0
Ap5b1	75.357143	0	0	0	0	0	0	522	442	91	0	0	0	0	0	0
Stab1	75.285714	0	0	0	0	0	0	558	496	0	0	0	0	0	0	0
Serpina3k	75.285714	0	0	0	0	0	0	539	515	0	0	0	0	0	0	0
Eva1b	75.285714	0	0	0	0	0	0	506	466	82	0	0	0	0	0	0
Arg2	75.285714	0	0	0	0	0	0	505	549	0	0	0	0	0	0	0
Acsl1	75.285714	0	0	0	0	0	0	451	603	0	0	0	0	0	0	0
Zswim9	75.214286	0	0	0	0	0	0	581	472	0	0	0	0	0	0	0
Zfp667	75.214286	0	0	0	0	0	0	634	419	0	0	0	0	0	0	0
Setd2	75.214286	0	0	0	0	0	0	490	473	90	0	0	0	0	0	0
Lig1	75.214286	0	0	0	0	0	0	581	472	0	0	0	0	0	0	0
Rap1gap2	75.142857	0	0	0	0	0	0	432	620	0	0	0	0	0	0	0
Plrg1	75.142857	0	0	0	0	0	0	528	425	99	0	0	0	0	0	0
Nhlh1	75.142857	0	0	0	0	0	0	350	702	0	0	0	0	0	0	0
Mthfd2l	75.142857	0	0	0	0	0	0	531	521	0	0	0	0	0	0	0
Tspan8	75.071429	0	0	0	0	0	0	345	706	0	0	0	0	0	0	0
Trip12	75.071429	0	0	0	0	0	0	482	468	101	0	0	0	0	0	0
Trem2	75.071429	0	0	0	0	0	0	568	483	0	0	0	0	0	0	0
Srpr	75.071429	0	0	0	0	0	0	553	362	136	0	0	0	0	0	0
Klhl15	75.071429	0	0	0	0	0	0	514	537	0	0	0	0	0	0	0
Kif20b	75.071429	0	0	0	0	0	0	511	540	0	0	0	0	0	0	0
Ints8	75.071429	0	0	0	0	0	0	493	558	0	0	0	0	0	0	0
Foxred1	75.071429	0	0	0	0	0	0	553	362	136	0	0	0	0	0	0
Fbxo36	75.071429	0	0	0	0	0	0	482	468	101	0	0	0	0	0	0
Arfip1	75.071429	0	0	0	0	0	0	531	520	0	0	0	0	0	0	0
Xylt2	75.000000	0	0	0	0	0	0	593	457	0	0	0	0	0	0	0
Tha1	75.000000	0	0	0	0	0	0	230	820	0	0	0	0	0	0	0
Scyl2	75.000000	0	0	0	0	0	0	540	510	0	0	0	0	0	0	0
Scap	75.000000	0	0	0	0	0	0	502	548	0	0	0	0	0	0	0
Rab10	75.000000	0	0	0	0	0	0	439	611	0	0	0	0	0	0	0
Nip7	75.000000	0	0	0	0	0	0	598	452	0	0	0	0	0	0	0
Dusp16	75.000000	0	0	0	0	0	0	364	686	0	0	0	0	0	0	0
Cog8	75.000000	0	0	0	0	0	0	598	452	0	0	0	0	0	0	0
Angel2	75.000000	0	0	0	0	0	0	513	433	104	0	0	0	0	0	0
Adap1	75.000000	0	0	0	0	0	0	591	459	0	0	0	0	0	0	0
Wnk1	74.928571	0	0	0	0	0	0	611	438	0	0	0	0	0	0	0
Tmprss11e	74.928571	0	0	0	0	0	0	215	182	0	652	0	0	0	0	0
Siah2	74.928571	0	0	0	0	0	0	547	502	0	0	0	0	0	0	0
Pdp1	74.928571	0	0	0	0	0	0	523	526	0	0	0	0	0	0	0
Olfr593	74.928571	0	0	0	0	0	0	259	225	0	565	0	0	0	0	0
Nek7	74.928571	0	0	0	0	0	0	540	509	0	0	0	0	0	0	0
Nbr1	74.928571	0	0	0	0	0	0	467	582	0	0	0	0	0	0	0
Brca1	74.928571	0	0	0	0	0	0	467	582	0	0	0	0	0	0	0
Zfp654	74.857143	0	0	0	0	0	0	526	522	0	0	0	0	0	0	0
Tm2d3	74.857143	0	0	0	0	0	0	511	537	0	0	0	0	0	0	0
Pcm1	74.857143	0	0	0	0	0	0	477	571	0	0	0	0	0	0	0
Nme3	74.857143	0	0	0	0	0	0	568	480	0	0	0	0	0	0	0
Mrps34	74.857143	0	0	0	0	0	0	568	480	0	0	0	0	0	0	0
Eme2	74.857143	0	0	0	0	0	0	568	480	0	0	0	0	0	0	0
Cggbp1	74.857143	0	0	0	0	0	0	526	522	0	0	0	0	0	0	0
Bcl2l2	74.857143	0	0	0	0	0	0	436	612	0	0	0	0	0	0	0
Tbrg1	74.785714	0	0	0	0	0	0	482	565	0	0	0	0	0	0	0
Phf6	74.785714	0	0	0	0	0	0	256	312	0	479	0	0	0	0	0
Nkx2-4	74.785714	0	0	0	0	0	0	691	356	0	0	0	0	0	0	0
Mt4	74.785714	0	0	0	0	0	0	633	414	0	0	0	0	0	0	0
Traf3ip2	74.714286	0	0	0	0	0	0	448	598	0	0	0	0	0	0	0
Rer1	74.714286	0	0	0	0	0	0	648	398	0	0	0	0	0	0	0
Pus10	74.714286	0	0	0	0	0	0	346	700	0	0	0	0	0	0	0
Pik3r6	74.714286	0	0	0	0	0	0	429	617	0	0	0	0	0	0	0
Morn1	74.714286	0	0	0	0	0	0	648	398	0	0	0	0	0	0	0
Memo1	74.714286	0	0	0	0	0	0	487	559	0	0	0	0	0	0	0
Ly6g5b	74.714286	0	0	0	0	0	0	507	425	114	0	0	0	0	0	0
Ints14	74.714286	0	0	0	0	0	0	455	591	0	0	0	0	0	0	0
Iars2	74.714286	0	0	0	0	0	0	662	384	0	0	0	0	0	0	0
Gpank1	74.714286	0	0	0	0	0	0	507	425	114	0	0	0	0	0	0
D17H6S53E	74.714286	0	0	0	0	0	0	507	425	114	0	0	0	0	0	0
Csnk2b	74.714286	0	0	0	0	0	0	507	425	114	0	0	0	0	0	0
Bpnt1	74.714286	0	0	0	0	0	0	662	384	0	0	0	0	0	0	0
1700025G04Rik	74.714286	0	0	0	0	0	0	492	554	0	0	0	0	0	0	0
Rock2	74.642857	0	0	0	0	0	0	392	653	0	0	0	0	0	0	0
Rnf216	74.642857	0	0	0	0	0	0	461	335	0	249	0	0	0	0	0
Psmd8	74.642857	0	0	0	0	0	0	510	535	0	0	0	0	0	0	0
Fam133b	74.642857	0	0	0	0	0	0	343	702	0	0	0	0	0	0	0
F9	74.642857	0	0	0	0	0	0	615	430	0	0	0	0	0	0	0
Spaca9	74.571429	0	0	0	0	0	0	564	480	0	0	0	0	0	0	0
Shf	74.571429	0	0	0	0	0	0	447	597	0	0	0	0	0	0	0
Nrros	74.571429	0	0	0	0	0	0	433	611	0	0	0	0	0	0	0
Naa30	74.571429	0	0	0	0	0	0	528	516	0	0	0	0	0	0	0
Ak8	74.571429	0	0	0	0	0	0	564	480	0	0	0	0	0	0	0
Vps52	74.500000	0	0	0	0	0	0	461	582	0	0	0	0	0	0	0
Top2b	74.500000	0	0	0	0	0	0	400	643	0	0	0	0	0	0	0
Sgf29	74.500000	0	0	0	0	0	0	376	353	0	314	0	0	0	0	0
Rps18	74.500000	0	0	0	0	0	0	461	582	0	0	0	0	0	0	0
Kctd12b	74.500000	0	0	0	0	0	0	477	566	0	0	0	0	0	0	0
Hint3	74.500000	0	0	0	0	0	0	469	437	137	0	0	0	0	0	0
Tk2	74.428571	0	0	0	0	0	0	394	648	0	0	0	0	0	0	0
Rnf103	74.428571	0	0	0	0	0	0	440	602	0	0	0	0	0	0	0
Recql4	74.428571	0	0	0	0	0	0	493	452	97	0	0	0	0	0	0
Lrrc14	74.428571	0	0	0	0	0	0	493	452	97	0	0	0	0	0	0
Jag1	74.428571	0	0	0	0	0	0	405	637	0	0	0	0	0	0	0
Fam219b	74.428571	0	0	0	0	0	0	730	312	0	0	0	0	0	0	0
Clptm1	74.428571	0	0	0	0	0	0	485	420	137	0	0	0	0	0	0
Cklf	74.428571	0	0	0	0	0	0	394	648	0	0	0	0	0	0	0
Pik3ap1	74.357143	0	0	0	0	0	0	420	621	0	0	0	0	0	0	0
Mtdh	74.357143	0	0	0	0	0	0	548	493	0	0	0	0	0	0	0
Gsk3b	74.357143	0	0	0	0	0	0	640	401	0	0	0	0	0	0	0
Cpsf6	74.357143	0	0	0	0	0	0	552	411	78	0	0	0	0	0	0
Arl6ip5	74.357143	0	0	0	0	0	0	561	480	0	0	0	0	0	0	0
Wnt11	74.285714	0	0	0	0	0	0	307	508	0	225	0	0	0	0	0
Tmem214	74.285714	0	0	0	0	0	0	660	380	0	0	0	0	0	0	0
Rab37	74.285714	0	0	0	0	0	0	517	523	0	0	0	0	0	0	0
Phf23	74.285714	0	0	0	0	0	0	463	451	126	0	0	0	0	0	0
Gabarap	74.285714	0	0	0	0	0	0	463	451	126	0	0	0	0	0	0
Uxs1	74.214286	0	0	0	0	0	0	465	486	88	0	0	0	0	0	0
Tirap	74.214286	0	0	0	0	0	0	412	627	0	0	0	0	0	0	0
Slc35e3	74.214286	0	0	0	0	0	0	487	552	0	0	0	0	0	0	0
Nutm1	74.214286	0	0	0	0	0	0	542	497	0	0	0	0	0	0	0
Kcnk5	74.214286	0	0	0	0	0	0	392	647	0	0	0	0	0	0	0
Gtf2e2	74.214286	0	0	0	0	0	0	542	497	0	0	0	0	0	0	0
Ccdc194	74.214286	0	0	0	0	0	0	572	467	0	0	0	0	0	0	0
Rnf20	74.142857	0	0	0	0	0	0	445	593	0	0	0	0	0	0	0
Rnf138	74.142857	0	0	0	0	0	0	427	273	0	338	0	0	0	0	0
Rnaseh2c	74.142857	0	0	0	0	0	0	242	208	0	588	0	0	0	0	0
Prkab1	74.142857	0	0	0	0	0	0	486	552	0	0	0	0	0	0	0
Prep	74.142857	0	0	0	0	0	0	473	565	0	0	0	0	0	0	0
Mdm2	74.142857	0	0	0	0	0	0	527	511	0	0	0	0	0	0	0
Eid1	74.142857	0	0	0	0	0	0	457	581	0	0	0	0	0	0	0
Echs1	74.142857	0	0	0	0	0	0	550	488	0	0	0	0	0	0	0
Clec3b	74.142857	0	0	0	0	0	0	154	884	0	0	0	0	0	0	0
Acy1	74.142857	0	0	0	0	0	0	540	498	0	0	0	0	0	0	0
Timmdc1	74.071429	0	0	0	0	0	0	525	512	0	0	0	0	0	0	0
Sms	74.071429	0	0	0	0	0	0	494	543	0	0	0	0	0	0	0
Slc4a7	74.071429	0	0	0	0	0	0	511	526	0	0	0	0	0	0	0
Sin3a	74.071429	0	0	0	0	0	0	505	532	0	0	0	0	0	0	0
Optn	74.071429	0	0	0	0	0	0	488	549	0	0	0	0	0	0	0
Ing3	74.071429	0	0	0	0	0	0	386	651	0	0	0	0	0	0	0
Dgcr8	74.071429	0	0	0	0	0	0	555	482	0	0	0	0	0	0	0
Mcpt1	74.000000	0	0	0	0	0	0	495	541	0	0	0	0	0	0	0
L1cam	74.000000	0	0	0	0	0	0	563	473	0	0	0	0	0	0	0
Kcnh4	74.000000	0	0	0	0	0	0	595	441	0	0	0	0	0	0	0
Hcrt	74.000000	0	0	0	0	0	0	595	441	0	0	0	0	0	0	0
H2bc22	74.000000	0	0	0	0	0	0	301	735	0	0	0	0	0	0	0
H2ac22	74.000000	0	0	0	0	0	0	301	735	0	0	0	0	0	0	0
Ccdc9	74.000000	0	0	0	0	0	0	509	416	111	0	0	0	0	0	0
Agbl3	74.000000	0	0	0	0	0	0	614	312	110	0	0	0	0	0	0
A530064D06Rik	74.000000	0	0	0	0	0	0	595	441	0	0	0	0	0	0	0
Zbtb7a	73.928571	0	0	0	0	0	0	428	607	0	0	0	0	0	0	0
Xrcc4	73.928571	0	0	0	0	0	0	373	662	0	0	0	0	0	0	0
Tmem167	73.928571	0	0	0	0	0	0	373	662	0	0	0	0	0	0	0
Stard7	73.928571	0	0	0	0	0	0	208	827	0	0	0	0	0	0	0
Rpl37	73.928571	0	0	0	0	0	0	524	511	0	0	0	0	0	0	0
Rexo1	73.928571	0	0	0	0	0	0	432	603	0	0	0	0	0	0	0
Mex3d	73.857143	0	0	0	0	0	0	527	507	0	0	0	0	0	0	0
Mapre2	73.857143	0	0	0	0	0	0	454	580	0	0	0	0	0	0	0
Lamp2	73.857143	0	0	0	0	0	0	534	500	0	0	0	0	0	0	0
Toe1	73.785714	0	0	0	0	0	0	642	391	0	0	0	0	0	0	0
Mylip	73.785714	0	0	0	0	0	0	678	355	0	0	0	0	0	0	0
Mutyh	73.785714	0	0	0	0	0	0	642	391	0	0	0	0	0	0	0
Lekr1	73.785714	0	0	0	0	0	0	539	494	0	0	0	0	0	0	0
Gna11	73.785714	0	0	0	0	0	0	522	426	85	0	0	0	0	0	0
Eri1	73.785714	0	0	0	0	0	0	519	514	0	0	0	0	0	0	0
Adipor2	73.785714	0	0	0	0	0	0	559	383	91	0	0	0	0	0	0
Tent4a	73.714286	0	0	0	0	0	0	507	525	0	0	0	0	0	0	0
Mphosph10	73.714286	0	0	0	0	0	0	411	510	111	0	0	0	0	0	0
Mcee	73.714286	0	0	0	0	0	0	411	510	111	0	0	0	0	0	0
Dagla	73.714286	0	0	0	0	0	0	528	504	0	0	0	0	0	0	0
Ctbp2	73.714286	0	0	0	0	0	0	589	443	0	0	0	0	0	0	0
Ccl12	73.714286	0	0	0	0	0	0	353	679	0	0	0	0	0	0	0
Ank1	73.714286	0	0	0	0	0	0	603	429	0	0	0	0	0	0	0
S1pr1	73.642857	0	0	0	0	0	0	392	639	0	0	0	0	0	0	0
Nudt8	73.642857	0	0	0	0	0	0	679	352	0	0	0	0	0	0	0
Ndnf	73.642857	0	0	0	0	0	0	566	465	0	0	0	0	0	0	0
Map2k6	73.642857	0	0	0	0	0	0	394	428	0	209	0	0	0	0	0
Got1	73.642857	0	0	0	0	0	0	632	399	0	0	0	0	0	0	0
Exd2	73.642857	0	0	0	0	0	0	487	544	0	0	0	0	0	0	0
Doc2g	73.642857	0	0	0	0	0	0	679	352	0	0	0	0	0	0	0
Chst14	73.642857	0	0	0	0	0	0	604	427	0	0	0	0	0	0	0
Aph1b	73.642857	0	0	0	0	0	0	463	568	0	0	0	0	0	0	0
Rgs9	73.571429	0	0	0	0	0	0	485	545	0	0	0	0	0	0	0
Kcng2	73.571429	0	0	0	0	0	0	507	523	0	0	0	0	0	0	0
Det1	73.571429	0	0	0	0	0	0	458	572	0	0	0	0	0	0	0
Arhgap10	73.571429	0	0	0	0	0	0	454	576	0	0	0	0	0	0	0
Zfp1	73.500000	0	0	0	0	0	0	463	566	0	0	0	0	0	0	0
Sec1	73.500000	0	0	0	0	0	0	667	362	0	0	0	0	0	0	0
Klhl7	73.500000	0	0	0	0	0	0	493	536	0	0	0	0	0	0	0
Bcdin3d	73.500000	0	0	0	0	0	0	481	548	0	0	0	0	0	0	0
Akirin1	73.500000	0	0	0	0	0	0	479	404	146	0	0	0	0	0	0
Zfp574	73.428571	0	0	0	0	0	0	484	544	0	0	0	0	0	0	0
Tle1	73.428571	0	0	0	0	0	0	504	369	155	0	0	0	0	0	0
Ssh2	73.428571	0	0	0	0	0	0	608	420	0	0	0	0	0	0	0
Spag7	73.428571	0	0	0	0	0	0	468	560	0	0	0	0	0	0	0
Ppil1	73.428571	0	0	0	0	0	0	400	527	101	0	0	0	0	0	0
Grik5	73.428571	0	0	0	0	0	0	484	544	0	0	0	0	0	0	0
Ctla2b	73.428571	0	0	0	0	0	0	514	514	0	0	0	0	0	0	0
BC004004	73.428571	0	0	0	0	0	0	400	527	101	0	0	0	0	0	0
Zfp37	73.357143	0	0	0	0	0	0	400	627	0	0	0	0	0	0	0
Zbtb7b	73.357143	0	0	0	0	0	0	429	598	0	0	0	0	0	0	0
Slc12a4	73.357143	0	0	0	0	0	0	431	596	0	0	0	0	0	0	0
Septin6	73.357143	0	0	0	0	0	0	367	660	0	0	0	0	0	0	0
Ptgs1	73.357143	0	0	0	0	0	0	369	658	0	0	0	0	0	0	0
Phf7	73.357143	0	0	0	0	0	0	548	479	0	0	0	0	0	0	0
Metap1	73.357143	0	0	0	0	0	0	517	510	0	0	0	0	0	0	0
Fam53b	73.357143	0	0	0	0	0	0	478	549	0	0	0	0	0	0	0
Bap1	73.357143	0	0	0	0	0	0	548	479	0	0	0	0	0	0	0
Oaz1	73.285714	0	0	0	0	0	0	679	347	0	0	0	0	0	0	0
Ccdc177	73.285714	0	0	0	0	0	0	174	852	0	0	0	0	0	0	0
Cacna1g	73.285714	0	0	0	0	0	0	210	816	0	0	0	0	0	0	0
Parp4	73.214286	0	0	0	0	0	0	441	584	0	0	0	0	0	0	0
Med13l	73.214286	0	0	0	0	0	0	527	498	0	0	0	0	0	0	0
Cenpj	73.214286	0	0	0	0	0	0	441	584	0	0	0	0	0	0	0
Guf1	73.142857	0	0	0	0	0	0	584	440	0	0	0	0	0	0	0
Arid4a	73.142857	0	0	0	0	0	0	453	490	81	0	0	0	0	0	0
Slc4a2	73.071429	0	0	0	0	0	0	391	632	0	0	0	0	0	0	0
Cdk5	73.071429	0	0	0	0	0	0	391	632	0	0	0	0	0	0	0
Aplp2	73.071429	0	0	0	0	0	0	600	423	0	0	0	0	0	0	0
Ttc39b	73.000000	0	0	0	0	0	0	509	513	0	0	0	0	0	0	0
Trp53rkb	73.000000	0	0	0	0	0	0	637	385	0	0	0	0	0	0	0
Tbc1d10b	73.000000	0	0	0	0	0	0	431	446	145	0	0	0	0	0	0
Sec23b	73.000000	0	0	0	0	0	0	343	565	114	0	0	0	0	0	0
Rps4x	73.000000	0	0	0	0	0	0	613	409	0	0	0	0	0	0	0
Rab1a	73.000000	0	0	0	0	0	0	464	464	94	0	0	0	0	0	0
Mylpf	73.000000	0	0	0	0	0	0	431	446	145	0	0	0	0	0	0
Kctd2	73.000000	0	0	0	0	0	0	341	681	0	0	0	0	0	0	0
Irf2bpl	73.000000	0	0	0	0	0	0	436	586	0	0	0	0	0	0	0
Atp5h	73.000000	0	0	0	0	0	0	341	681	0	0	0	0	0	0	0
Arf3	73.000000	0	0	0	0	0	0	412	610	0	0	0	0	0	0	0
Ubn2	72.928571	0	0	0	0	0	0	588	433	0	0	0	0	0	0	0
Trappc10	72.928571	0	0	0	0	0	0	515	506	0	0	0	0	0	0	0
Tgoln2	72.928571	0	0	0	0	0	0	531	490	0	0	0	0	0	0	0
Tgoln1	72.928571	0	0	0	0	0	0	531	490	0	0	0	0	0	0	0
Pdgfa	72.928571	0	0	0	0	0	0	589	432	0	0	0	0	0	0	0
Meis1	72.928571	0	0	0	0	0	0	728	293	0	0	0	0	0	0	0
Mcm7	72.928571	0	0	0	0	0	0	447	426	148	0	0	0	0	0	0
Kmt2a	72.928571	0	0	0	0	0	0	476	411	134	0	0	0	0	0	0
Cox16	72.928571	0	0	0	0	0	0	391	630	0	0	0	0	0	0	0
Chac2	72.928571	0	0	0	0	0	0	580	441	0	0	0	0	0	0	0
Ap4m1	72.928571	0	0	0	0	0	0	447	426	148	0	0	0	0	0	0
Vps13d	72.857143	0	0	0	0	0	0	439	581	0	0	0	0	0	0	0
Ugdh	72.857143	0	0	0	0	0	0	353	667	0	0	0	0	0	0	0
Rnf135	72.857143	0	0	0	0	0	0	354	666	0	0	0	0	0	0	0
Gm4841	72.857143	0	0	0	0	0	0	423	597	0	0	0	0	0	0	0
Ecm1	72.857143	0	0	0	0	0	0	388	632	0	0	0	0	0	0	0
Dusp3	72.857143	0	0	0	0	0	0	439	581	0	0	0	0	0	0	0
Diaph2	72.857143	0	0	0	0	0	0	356	664	0	0	0	0	0	0	0
Cnga4	72.857143	0	0	0	0	0	0	820	200	0	0	0	0	0	0	0
Cfap97d1	72.857143	0	0	0	0	0	0	439	581	0	0	0	0	0	0	0
Cd177	72.857143	0	0	0	0	0	0	596	424	0	0	0	0	0	0	0
Ptgs2	72.785714	0	0	0	0	0	0	389	630	0	0	0	0	0	0	0
Olfr1509	72.785714	0	0	0	0	0	0	562	457	0	0	0	0	0	0	0
Fastk	72.785714	0	0	0	0	0	0	493	526	0	0	0	0	0	0	0
Adnp	72.785714	0	0	0	0	0	0	452	567	0	0	0	0	0	0	0
Pola2	72.714286	0	0	0	0	0	0	569	449	0	0	0	0	0	0	0
Unk	72.642857	0	0	0	0	0	0	359	658	0	0	0	0	0	0	0
Tram2	72.642857	0	0	0	0	0	0	498	519	0	0	0	0	0	0	0
Samm50	72.642857	0	0	0	0	0	0	448	569	0	0	0	0	0	0	0
Olfr976	72.642857	0	0	0	0	0	0	612	405	0	0	0	0	0	0	0
Blm	72.642857	0	0	0	0	0	0	663	354	0	0	0	0	0	0	0
Bcar3	72.642857	0	0	0	0	0	0	611	406	0	0	0	0	0	0	0
Trim3	72.571429	0	0	0	0	0	0	515	501	0	0	0	0	0	0	0
Nlrp1a	72.571429	0	0	0	0	0	0	575	441	0	0	0	0	0	0	0
Map3k10	72.571429	0	0	0	0	0	0	405	611	0	0	0	0	0	0	0
Cat	72.571429	0	0	0	0	0	0	527	424	65	0	0	0	0	0	0
Zfp335	72.500000	0	0	0	0	0	0	495	520	0	0	0	0	0	0	0
Zfp3	72.500000	0	0	0	0	0	0	556	459	0	0	0	0	0	0	0
Tprgl	72.500000	0	0	0	0	0	0	556	459	0	0	0	0	0	0	0
Tbc1d9b	72.500000	0	0	0	0	0	0	429	586	0	0	0	0	0	0	0
Lrrc24	72.500000	0	0	0	0	0	0	601	414	0	0	0	0	0	0	0
Kat7	72.500000	0	0	0	0	0	0	650	365	0	0	0	0	0	0	0
Gm10130	72.500000	0	0	0	0	0	0	391	624	0	0	0	0	0	0	0
Dok3	72.500000	0	0	0	0	0	0	293	722	0	0	0	0	0	0	0
C030006K11Rik	72.500000	0	0	0	0	0	0	601	414	0	0	0	0	0	0	0
Ap2a2	72.500000	0	0	0	0	0	0	461	454	100	0	0	0	0	0	0
Zfp408	72.428571	0	0	0	0	0	0	601	413	0	0	0	0	0	0	0
Upp2	72.428571	0	0	0	0	0	0	579	435	0	0	0	0	0	0	0
Nufip1	72.428571	0	0	0	0	0	0	606	408	0	0	0	0	0	0	0
Myd88	72.428571	0	0	0	0	0	0	497	517	0	0	0	0	0	0	0
Ikzf2	72.428571	0	0	0	0	0	0	536	478	0	0	0	0	0	0	0
Gpalpp1	72.428571	0	0	0	0	0	0	606	408	0	0	0	0	0	0	0
Fam43a	72.428571	0	0	0	0	0	0	360	654	0	0	0	0	0	0	0
Dipk1a	72.428571	0	0	0	0	0	0	347	667	0	0	0	0	0	0	0
Dad1	72.428571	0	0	0	0	0	0	562	452	0	0	0	0	0	0	0
Cd1d1	72.428571	0	0	0	0	0	0	486	528	0	0	0	0	0	0	0
Casp7	72.428571	0	0	0	0	0	0	532	482	0	0	0	0	0	0	0
Arhgef11	72.428571	0	0	0	0	0	0	544	470	0	0	0	0	0	0	0
Arhgap1	72.428571	0	0	0	0	0	0	601	413	0	0	0	0	0	0	0
Acvr1	72.428571	0	0	0	0	0	0	579	435	0	0	0	0	0	0	0
Acaa1a	72.428571	0	0	0	0	0	0	497	517	0	0	0	0	0	0	0
Abhd4	72.428571	0	0	0	0	0	0	562	452	0	0	0	0	0	0	0
Vwf	72.357143	0	0	0	0	0	0	627	386	0	0	0	0	0	0	0
