Target_genes	Pbx1|Average	SRX520199|3T3-L1	SRX1482287|C2C12	SRX1482288|C2C12	SRX1557407|C2C12	SRX1557408|C2C12	SRX9088764|Embryoid_Bodies	SRX9088765|Embryoid_Bodies	SRX1602947|Embryonic_brains	SRX1602948|Embryonic_brains	SRX1629941|Embryonic_brains	SRX1629942|Embryonic_brains	SRX170716|Embryonic_trunk	SRX6879007|ES_cells	SRX14359346|Hindlimb	SRX14359347|Hindlimb	SRX319742|Myeloid_leukemia	SRX319743|Myeloid_leukemia	SRX1824751|P19	SRX25508382|Spinal_Cord	STRING
Adgrv1	31.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	234	356	0	0	0	0	0
Tango6	31.000000	0	0	0	167	0	110	0	0	0	0	0	0	0	150	162	0	0	0	0	0
Sec63	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	280	309	0	0	0	0	0
Pdpr	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	246	343	0	0	0	0	0
Nipal2	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	229	360	0	0	0	0	0
Mcl1	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	68	257	264	0	0	0	0	0
Lmo2	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	331	258	0	0	0	0	0
Dsn1	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	199	390	0	0	0	0	0
Calhm2	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	420	169	0	0	0	0	0	0
B4galnt1	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	368	0	0	0	0	0
Txndc5	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	163	425	0	0	0	0	0
Tmem214	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	178	410	0	0	0	0	0
Syp	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	329	259	0	0	0	0	0
Sap18b	30.947368	0	0	0	0	354	0	0	0	0	0	0	0	88	0	146	0	0	0	0	0
Sap18	30.947368	0	0	0	0	354	0	0	0	0	0	0	0	88	0	146	0	0	0	0	0
S100a2	30.947368	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	202	182	0	0	0
Mtres1	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	140	265	183	0	0	0	0
Lamb1	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	227	191	170	0	0	0	0	0
Dennd6b	30.947368	0	0	0	0	0	134	0	0	0	0	0	0	0	166	288	0	0	0	0	0
Dennd5a	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	211	377	0	0	0	0	0
Sema3e	30.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	338	249	0	0	0	0	0
Pla2g5	30.894737	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	0	0	0
Havcr2	30.894737	0	0	0	157	0	0	0	0	0	0	0	0	0	202	0	228	0	0	0	0
Cyp2d22	30.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	271	316	0	0	0	0	0
Cox6c	30.894737	0	0	0	251	213	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Zfyve16	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	202	384	0	0	0	0	0
Zfp457	30.842105	0	0	0	243	195	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Trp53bp2	30.842105	148	0	0	0	0	0	0	0	0	0	0	0	0	185	253	0	0	0	0	0
St3gal1	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	239	347	0	0	0	0	0
Neurl2	30.842105	0	0	0	0	154	0	0	0	0	0	0	0	143	173	116	0	0	0	0	0
Msantd2	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	184	402	0	0	0	0	0
Lrp2bp	30.842105	319	0	0	0	0	0	0	0	0	0	0	0	63	204	0	0	0	0	0	0
Enkd1	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	249	93	244	0	0	0	0	0
Depdc5	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	211	375	0	0	0	0	0
Dazl	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	213	373	0	0	0	0	0
Ctsa	30.842105	0	0	0	0	154	0	0	0	0	0	0	0	143	173	116	0	0	0	0	0
Bmp7	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	211	172	0	0	97	106	0
4933405L10Rik	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	249	93	244	0	0	0	0	0
Zfp292	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	165	420	0	0	0	0	0
Pde8b	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	159	214	212	0	0	0	0	0
Nrg2	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	118	199	105	163	0	0	0
Lgals3	30.789474	0	0	0	247	156	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0
Itpa	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	273	187	0	0	125	0	0
Icam2	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0
Erbin	30.789474	353	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0
Ddrgk1	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	273	187	0	0	125	0	0
Cdt1	30.789474	0	0	0	180	0	0	0	0	0	0	0	0	99	174	132	0	0	0	0	0
Bmpr1b	30.789474	0	0	0	98	0	0	0	0	0	0	0	0	0	189	298	0	0	0	0	0
Abhd16b	30.789474	0	141	0	0	220	0	0	0	0	0	0	0	0	98	126	0	0	0	0	0
Pabpc5	30.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	244	340	0	0	0	0	0
Lats1	30.736842	0	0	0	0	0	0	0	0	0	0	0	0	189	142	253	0	0	0	0	0
Cct5	30.736842	0	0	0	0	522	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0
Atpsckmt	30.736842	0	0	0	0	522	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0
T2	30.684211	0	0	0	0	0	0	0	0	0	0	0	0	197	235	151	0	0	0	0	0
Sf3b6	30.684211	0	0	0	98	296	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0
Rbck1	30.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	277	306	0	0	0	0	0
Rab11fip5	30.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	225	267	0	0	0	91	0
Uggt1	30.631579	0	0	0	0	137	0	0	0	0	0	0	0	0	148	297	0	0	0	0	0
Slc44a5	30.631579	0	0	0	294	0	0	0	0	0	128	0	0	0	0	160	0	0	0	0	0
Sirpa	30.631579	0	0	0	0	0	0	0	0	0	0	0	0	95	0	142	0	345	0	0	0
Sgtb	30.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	252	330	0	0	0	0	0
Rttn	30.631579	0	0	0	122	0	0	0	0	0	0	0	0	0	271	189	0	0	0	0	0
Prpsap1	30.631579	0	0	0	0	94	0	0	0	0	0	0	0	0	176	142	0	0	0	170	0
Nln	30.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	252	330	0	0	0	0	0
Myl7	30.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	345	237	0	0	0	0	0
Kif27	30.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	168	414	0	0	0	0	0
Ina	30.631579	0	0	0	0	0	0	0	0	0	0	0	0	417	0	165	0	0	0	0	0
Hdac2	30.631579	0	0	0	0	0	99	0	0	0	0	0	0	0	197	286	0	0	0	0	0
Cxcr6	30.631579	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbfa2t3	30.631579	0	0	0	0	261	0	0	0	0	0	0	0	0	0	187	0	0	0	134	0
Alg14	30.631579	0	0	0	0	146	0	0	0	0	0	0	0	93	213	130	0	0	0	0	0
Zc3hav1l	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	233	348	0	0	0	0	0
Stpg2	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	266	216	0	0	0	99	0
Reep3	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	130	118	333	0	0	0	0	0
Pm20d1	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	471	0	110	0	0	0	0	0
Plce1	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0
Pif1	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	294	181	106	0	0	0	0	0
Ift52	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	108	265	208	0	0	0	0	0
Gm5148	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	352	0	0	0
Baz2a	30.578947	0	0	0	0	159	0	0	0	0	0	0	0	0	212	210	0	0	0	0	0
Aspn	30.578947	0	0	0	190	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ago2	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	103	177	301	0	0	0	0	0
Wt1	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	454	126	0	0	0	0	0
Slc9a2	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	204	98	278	0	0	0	0	0
Sh2b2	30.526316	206	0	0	0	0	0	0	0	0	0	0	0	0	0	126	248	0	0	0	0
Runx2	30.526316	0	0	0	180	0	0	0	0	0	0	0	0	0	169	231	0	0	0	0	0
Rbm22	30.526316	0	0	0	0	0	135	0	0	0	0	0	0	0	156	289	0	0	0	0	0
Pomp	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	201	131	248	0	0	0	0	0
Pgap1	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	131	190	259	0	0	0	0	0
Nim1k	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	274	306	0	0	0	0	0
Mcpt8	30.526316	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch2	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	286	294	0	0	0	0	0
Ids	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	340	240	0	0	0	0	0
Hcar2	30.526316	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	238	0	0	0
Gm614	30.526316	0	0	0	0	368	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0
Bbs10	30.526316	0	0	0	0	261	0	0	0	0	0	0	0	0	140	179	0	0	0	0	0
Zfp777	30.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	286	293	0	0	0	0	0
Zfp422	30.473684	0	0	0	217	0	0	0	0	0	0	0	0	0	0	247	0	0	0	115	0
Syn2	30.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	157	287	0	0	0	135	0
Snrpd1	30.473684	0	0	129	203	0	0	0	0	0	0	0	0	133	0	114	0	0	0	0	0
Dhrs4	30.473684	0	0	0	425	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Cep68	30.473684	114	0	0	0	0	0	0	0	0	0	0	0	0	174	201	0	0	0	90	0
Ankrd12	30.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	180	399	0	0	0	0	0
Susd1	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	225	353	0	0	0	0	0
Ror1	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	232	346	0	0	0	0	0
Rabep2	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	99	191	288	0	0	0	0	0
Mcm6	30.421053	0	0	0	0	152	0	0	0	0	0	0	0	50	158	218	0	0	0	0	0
Lurap1l	30.421053	0	0	0	161	119	0	0	0	0	0	0	0	90	0	208	0	0	0	0	0
Lekr1	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	351	227	0	0	0	0	0
Klk14	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0
Gpa33	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	423	155	0	0	0	0	0	0
Fgf7	30.421053	156	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp27	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	423	155	0	0	0	0	0	0
Dlg5	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	123	148	206	0	0	0	101	0
Bhlhe40	30.421053	0	0	0	472	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
Spry2	30.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	227	350	0	0	0	0	0
Rnf149	30.368421	97	0	0	0	0	0	0	0	0	0	0	0	0	175	305	0	0	0	0	0
Ndnf	30.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	161	184	0	0	0	232	0
Lhx1	30.368421	0	0	0	0	0	0	0	0	0	0	0	0	231	172	174	0	0	0	0	0
Fam43a	30.368421	0	0	0	0	0	0	0	0	0	0	0	0	258	220	99	0	0	0	0	0
Bloc1s2	30.368421	0	0	0	0	0	92	0	0	0	0	0	0	316	0	169	0	0	0	0	0
Srbd1	30.315789	0	0	0	151	126	0	0	0	0	0	0	0	0	112	187	0	0	0	0	0
Rgs4	30.315789	0	0	0	78	0	0	0	0	0	0	0	0	0	329	169	0	0	0	0	0
Rbm28	30.315789	0	0	0	169	188	0	0	0	0	0	0	0	0	112	107	0	0	0	0	0
Prr14l	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	232	243	0	0	0	101	0
Klf13	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	210	366	0	0	0	0	0
Isl1	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	207	369	0	0	0	0	0
Bbof1	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	159	269	0	0	0	148	0
Zfp839	30.263158	0	0	0	123	0	0	0	0	0	0	0	0	0	148	109	195	0	0	0	0
Xrcc4	30.263158	0	0	0	0	158	0	0	0	0	0	0	0	0	114	303	0	0	0	0	0
Tmem167	30.263158	0	0	0	0	158	0	0	0	0	0	0	0	0	114	303	0	0	0	0	0
Srr	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	207	368	0	0	0	0	0
Smg6	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	207	368	0	0	0	0	0
Slc5a3	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	85	168	322	0	0	0	0	0
Rragb	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	109	148	150	0	0	0	168	0
Rbm12	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	121	325	0	0	0	129	0
Pola1	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	224	351	0	0	0	0	0
P2rx4	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	139	260	176	0	0	0	0
Neil1	30.263158	0	0	0	111	264	0	0	0	0	0	0	0	78	122	0	0	0	0	0	0
Mrps6	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	85	168	322	0	0	0	0	0
Garnl3	30.263158	0	0	0	0	123	0	0	0	0	0	0	0	0	258	194	0	0	0	0	0
Cstf1	30.263158	0	0	0	0	78	134	0	0	0	0	0	0	105	0	101	0	157	0	0	0
Cpne1	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	121	325	0	0	0	129	0
Aurka	30.263158	0	0	0	0	78	134	0	0	0	0	0	0	105	0	101	0	157	0	0	0
Slc35b2	30.210526	0	0	0	0	0	0	0	0	0	0	0	0	112	162	300	0	0	0	0	0
Slc16a11	30.210526	105	0	0	381	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0
Sec23b	30.210526	0	0	0	0	228	0	0	0	0	0	0	0	0	129	217	0	0	0	0	0
Nmnat1	30.210526	0	0	0	175	0	0	0	0	0	0	0	0	0	131	268	0	0	0	0	0
Lzic	30.210526	0	0	0	175	0	0	0	0	0	0	0	0	0	131	268	0	0	0	0	0
Fam186b	30.210526	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	285	184	0	0	0
Dpep1	30.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	376	198	0	0	0	0	0
Cdc37l1	30.210526	0	0	0	0	139	0	0	0	0	0	0	0	82	154	199	0	0	0	0	0
Tmem14c	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	204	369	0	0	0	0	0
Tmem141	30.157895	0	0	0	0	149	0	0	0	0	0	0	0	0	211	213	0	0	0	0	0
Tlcd1	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	193	380	0	0	0	0	0
Sphkap	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	133	200	240	0	0	0	0	0
Sgce	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	203	241	0	0	129	0	0
Rph3al	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	465	0	108	0	0	0	0	0
Peg10	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	203	241	0	0	129	0	0
Nek8	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	193	380	0	0	0	0	0
Kif19a	30.157895	0	0	0	0	0	0	0	0	0	0	0	0	59	203	311	0	0	0	0	0
Ccdc183	30.157895	0	0	0	0	149	0	0	0	0	0	0	0	0	211	213	0	0	0	0	0
Ubox5	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	112	178	175	0	107	0	0	0
Sptssb	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	447	125	0	0	0	0	0
Spen	30.105263	141	0	0	0	0	0	0	0	0	0	0	0	0	110	201	0	0	0	120	0
Nme7	30.105263	0	0	0	0	272	0	0	0	0	0	0	0	0	195	105	0	0	0	0	0
Mkrn3	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	209	185	178	0	0	0	0	0
Lrp6	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	246	326	0	0	0	0	0
Gpt2	30.105263	0	0	0	0	148	0	0	0	0	0	0	0	0	142	282	0	0	0	0	0
Fastkd5	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	112	178	175	0	107	0	0	0
Dse	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	142	323	0	0	0	107	0
Cdh13	30.105263	0	225	0	0	0	0	0	0	0	0	0	0	0	186	161	0	0	0	0	0
Blzf1	30.105263	0	0	0	0	272	0	0	0	0	0	0	0	0	195	105	0	0	0	0	0
Artn	30.105263	0	0	0	100	0	0	0	0	0	0	0	0	233	90	149	0	0	0	0	0
Adamts1	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	272	300	0	0	0	0	0
Tnfsf11	30.052632	0	0	0	0	0	0	0	0	0	0	0	0	119	122	330	0	0	0	0	0
Srrm4	30.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	212	153	0	0	0	206	0
Sned1	30.052632	0	0	0	0	184	0	0	0	0	0	0	0	0	147	240	0	0	0	0	0
Ncor2	30.052632	0	0	0	276	0	0	0	0	0	0	0	0	0	105	80	0	110	0	0	0
Mettl26	30.052632	0	0	0	101	114	115	0	0	0	0	0	0	0	110	131	0	0	0	0	0
Glis3	30.052632	109	0	0	0	0	0	0	0	0	0	0	0	0	215	247	0	0	0	0	0
Exoc3	30.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	176	294	0	0	0	101	0
Dapp1	30.052632	0	0	0	0	0	0	0	0	0	0	0	0	395	176	0	0	0	0	0	0
Cop1	30.052632	0	0	0	0	113	0	0	0	0	0	0	0	0	214	244	0	0	0	0	0
Ccdc113	30.052632	0	0	0	0	0	0	0	0	0	0	0	0	169	211	191	0	0	0	0	0
Zfp57	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	216	130	224	0	0	0	0	0
Zar1	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	199	371	0	0	0	0	0
Tmem98	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	211	359	0	0	0	0	0
Slc2a13	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	235	335	0	0	0	0	0
Prr23a3	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	371	0	199	0	0	0	0	0
Prkrip1	30.000000	0	0	0	0	242	112	0	0	0	0	0	0	0	0	0	0	0	0	216	0
Pilrb1	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	321	0	0	0
Gm3500	30.000000	0	0	0	0	0	0	168	0	0	0	0	0	192	0	210	0	0	0	0	0
Dbx2	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	237	333	0	0	0	0	0
Atg4c	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	228	240	0	0	0	102	0
Zfp426	29.947368	85	0	0	0	0	0	0	0	0	0	0	0	0	140	250	0	94	0	0	0
Rit1	29.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	234	335	0	0	0	0	0
Rarres1	29.947368	0	0	0	0	0	0	0	0	0	0	0	0	133	170	266	0	0	0	0	0
Pycr1	29.947368	0	0	0	0	146	0	0	0	0	0	0	0	149	274	0	0	0	0	0	0
Ppp2r2a	29.947368	0	0	104	0	0	0	0	0	0	0	0	0	0	231	234	0	0	0	0	0
Pgghg	29.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	291	278	0	0	0	0	0
Nup214	29.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	176	393	0	0	0	0	0
Gm2102	29.947368	0	0	0	185	0	0	0	0	0	0	0	0	0	160	224	0	0	0	0	0
Fmr1	29.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	263	306	0	0	0	0	0
Dtna	29.947368	0	0	0	185	270	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
Dleu7	29.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	262	307	0	0	0	0	0
Clp1	29.947368	0	0	0	0	216	0	0	0	0	0	0	0	81	131	141	0	0	0	0	0
Btla	29.947368	0	0	0	243	0	0	0	0	0	0	0	0	185	0	0	141	0	0	0	0
Yeats4	29.894737	137	0	0	0	0	0	0	0	0	0	0	0	71	0	205	0	0	0	155	0
Ntpcr	29.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	199	369	0	0	0	0	0
Mast2	29.894737	0	0	0	273	116	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Hps1	29.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	172	177	0	0	0	219	0
Gm13271	29.894737	0	0	0	0	0	0	0	0	0	0	0	0	226	156	186	0	0	0	0	0
Fancl	29.894737	0	0	0	0	0	185	0	0	0	0	0	0	0	176	123	0	0	0	84	0
Fam90a1b	29.894737	0	0	0	0	158	0	0	0	0	0	0	0	0	234	176	0	0	0	0	0
Efcab14	29.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	270	298	0	0	0	0	0
Apoo	29.894737	0	0	0	0	158	0	0	0	0	0	0	0	0	234	176	0	0	0	0	0
Tfdp2	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	151	214	202	0	0	0	0	0
Sft2d2	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	244	323	0	0	0	0	0
Prkx	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	176	391	0	0	0	0	0
Pogz	29.842105	0	0	0	0	258	0	0	0	0	0	0	0	0	122	187	0	0	0	0	0
Lgals8	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	262	305	0	0	0	0	0
Ints14	29.842105	0	0	0	140	0	0	0	0	0	0	0	0	0	120	191	0	0	0	116	0
Igsf21	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0
Csnk2a1	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	228	339	0	0	0	0	0
Abl2	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	197	232	0	0	0	138	0
Smchd1	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	166	400	0	0	0	0	0
Rpl26	29.789474	0	0	0	146	245	0	0	0	0	0	0	0	0	0	78	0	0	0	97	0
Resf1	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	167	399	0	0	0	0	0
Pdzph1	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	434	132	0	0	0	0	0
P4ha2	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	282	284	0	0	0	0	0
Mogs	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	384	182	0	0	0	0	0
Mb	29.789474	0	0	0	0	265	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0
Hoxa13	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	98	140	0
Ero1b	29.789474	0	0	0	0	131	0	0	0	0	0	0	0	0	261	174	0	0	0	0	0
Dnaaf3	29.789474	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0
1810009A15Rik	29.789474	0	0	0	0	167	0	0	0	0	0	0	0	80	192	0	0	0	0	127	0
Zfp593	29.736842	0	0	0	0	233	0	0	0	0	0	0	0	0	140	192	0	0	0	0	0
Sltm	29.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	164	401	0	0	0	0	0
P3h1	29.736842	0	0	0	0	175	0	0	0	0	0	0	0	0	0	265	0	0	0	125	0
Nhsl1	29.736842	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	222	0
Gm30191	29.736842	0	0	0	0	233	0	0	0	0	0	0	0	0	140	192	0	0	0	0	0
Foxe3	29.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	106	292	0	0	167	0	0
Fgf15	29.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	426	0
AU022252	29.736842	0	0	0	0	175	0	0	0	0	0	0	0	0	0	265	0	0	0	125	0
Zfp507	29.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	224	220	0	0	120	0	0
Zfp189	29.684211	0	0	0	98	286	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0
Slc25a23	29.684211	0	0	0	0	136	0	0	0	0	0	0	0	0	135	210	0	0	0	83	0
Ppa1	29.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	206	358	0	0	0	0	0
Mrpl50	29.684211	0	0	0	98	286	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0
Mndal	29.684211	183	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdsr	29.684211	0	0	0	111	0	0	0	0	0	0	0	0	0	204	249	0	0	0	0	0
Crb3	29.684211	0	0	0	0	136	0	0	0	0	0	0	0	0	135	210	0	0	0	83	0
Ap5b1	29.684211	0	0	0	347	0	0	0	0	0	0	0	0	0	95	122	0	0	0	0	0
A930018P22Rik	29.684211	285	0	0	0	0	0	0	0	0	0	0	0	0	122	157	0	0	0	0	0
Zdhhc8	29.631579	0	0	0	163	0	0	0	0	0	0	0	0	0	234	166	0	0	0	0	0
Ube2v2	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	167	396	0	0	0	0	0
Tmx3	29.631579	0	0	0	0	374	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0
Tmem126a	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	188	153	0	0	0	222	0
Sgms2	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	254	237	0	0	72	0	0
Ren2	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0
Ren1	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0
Qsox1	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	188	375	0	0	0	0	0
Pex11b	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	233	330	0	0	0	0	0
Naa15	29.631579	0	0	0	0	162	0	0	0	0	0	0	0	0	165	236	0	0	0	0	0
Myt1l	29.631579	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	460	0
Ap2s1	29.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	234	329	0	0	0	0	0
Aldh3a2	29.631579	0	0	0	0	195	0	0	0	0	0	0	0	0	140	123	0	0	0	105	0
