Target_genes	Cebpd|Average	SRX047644|3T3-L1	SRX047645|3T3-L1	SRX10965268|4T1	SRX10965269|4T1	SRX10965270|4T1	SRX10965271|4T1	SRX10965272|4T1	SRX10965273|4T1	SRX2901280|Macrophages	SRX2901281|Macrophages	SRX2901282|Macrophages	SRX2901283|Macrophages	SRX2901284|Macrophages	STRING
Poldip3	67.076923	261	230	137	66	100	78	0	0	0	0	0	0	0	0
Sgms2	67.000000	0	0	263	229	198	181	0	0	0	0	0	0	0	0
P2rx6	67.000000	0	0	236	283	184	168	0	0	0	0	0	0	0	0
Lrrc74b	67.000000	0	0	236	283	184	168	0	0	0	0	0	0	0	0
Ptgfr	66.923077	172	698	0	0	0	0	0	0	0	0	0	0	0	0
Myo18a	66.846154	0	0	0	0	0	0	0	0	0	217	131	149	372	0
Adamts14	66.846154	0	0	267	240	167	195	0	0	0	0	0	0	0	0
Nktr	66.769231	0	0	274	288	191	0	0	0	0	0	0	115	0	0
Rorc	66.615385	0	0	185	179	184	162	0	156	0	0	0	0	0	0
Endov	66.615385	0	0	209	178	203	163	0	0	0	0	0	0	113	0
Eef1akmt2	66.615385	0	0	181	249	0	0	0	0	0	0	0	220	216	0
Tmem120b	66.538462	0	0	169	149	200	168	0	0	0	0	0	0	179	0
Fam219a	66.538462	0	0	0	0	0	0	0	0	0	206	251	193	215	0
Dnaic1	66.538462	0	0	0	0	0	0	0	0	0	206	251	193	215	0
Apcdd1	66.538462	0	0	385	320	160	0	0	0	0	0	0	0	0	0
Txlna	66.461538	0	0	266	222	214	162	0	0	0	0	0	0	0	0
Cd300ld	66.461538	0	0	0	0	0	0	0	0	0	197	198	271	198	0
Angpt4	66.461538	0	0	207	149	267	241	0	0	0	0	0	0	0	0
Pias3	66.384615	0	0	236	255	173	199	0	0	0	0	0	0	0	0
Ltbp1	66.384615	0	0	222	201	120	139	0	0	0	0	0	0	181	0
Zfp865	66.307692	0	0	432	0	213	217	0	0	0	0	0	0	0	0
Zfand2b	66.230769	0	266	0	174	151	82	0	0	0	0	0	113	75	0
Slc12a6	66.230769	0	0	105	0	0	0	0	0	0	0	112	183	461	0
Gm13285	66.153846	0	0	143	227	0	180	141	169	0	0	0	0	0	0
Gdpgp1	66.153846	0	0	95	0	0	0	0	0	0	134	149	238	244	0
Cib1	66.153846	0	0	95	0	0	0	0	0	0	134	149	238	244	0
Ccdc91	66.153846	0	0	346	228	137	149	0	0	0	0	0	0	0	0
Abca7	66.153846	0	0	0	93	0	0	0	0	0	154	0	185	428	0
Cdca3	66.076923	0	0	227	210	0	197	0	0	0	0	0	76	149	0
Tmem115	66.000000	0	0	331	214	132	181	0	0	0	0	0	0	0	0
Tfap4	66.000000	0	0	224	308	152	174	0	0	0	0	0	0	0	0
Ndufs8	66.000000	0	0	248	265	149	196	0	0	0	0	0	0	0	0
Cnpy2	66.000000	0	0	409	282	167	0	0	0	0	0	0	0	0	0
Nsf	65.923077	0	0	0	0	0	0	0	0	0	154	238	213	252	0
Calhm6	65.923077	0	0	0	0	0	0	0	0	0	111	0	167	579	0
Cabyr	65.846154	0	220	196	197	0	0	0	0	0	0	0	0	243	0
Syngr2	65.769231	0	0	194	294	111	111	0	0	0	0	0	0	145	0
Mad1l1	65.692308	0	0	223	214	185	232	0	0	0	0	0	0	0	0
Ivd	65.692308	0	638	72	0	0	0	0	0	0	0	0	0	144	0
F2rl1	65.692308	0	0	189	150	197	155	0	0	0	0	0	0	163	0
Dclk1	65.692308	0	209	185	179	126	155	0	0	0	0	0	0	0	0
Crebzf	65.692308	0	106	186	192	106	106	0	0	0	0	0	0	158	0
Scarb1	65.615385	0	153	0	0	0	0	0	0	136	0	136	199	229	0
Mis12	65.615385	0	301	199	148	0	0	0	0	0	0	0	0	205	0
Marchf6	65.615385	0	0	97	133	0	79	0	0	0	0	183	172	189	0
Derl2	65.615385	0	301	199	148	0	0	0	0	0	0	0	0	205	0
Arrb2	65.615385	0	0	82	135	0	98	0	0	0	0	97	248	193	0
Vps33a	65.538462	0	0	243	330	152	127	0	0	0	0	0	0	0	0
Tedc2	65.538462	0	177	186	185	93	79	0	0	0	0	0	0	132	0
Ptdss1	65.538462	0	0	131	181	93	103	0	0	0	0	0	149	195	0
Nrp2	65.538462	227	389	0	0	0	0	0	0	0	0	0	0	236	0
Mterf3	65.538462	0	0	131	181	93	103	0	0	0	0	0	149	195	0
Tdrd7	65.461538	0	0	0	0	0	0	0	0	0	124	159	206	362	0
Kcnab2	65.461538	0	0	148	214	131	176	0	0	0	0	0	0	182	0
Sufu	65.384615	0	0	335	265	0	165	85	0	0	0	0	0	0	0
Rhpn2	65.384615	0	0	161	253	0	0	0	0	0	0	135	157	144	0
Cobl	65.384615	0	0	241	300	140	169	0	0	0	0	0	0	0	0
Ccm2	65.384615	0	0	82	0	0	0	0	0	0	121	170	203	274	0
Actr1a	65.384615	0	0	335	265	0	165	85	0	0	0	0	0	0	0
Meaf6	65.307692	0	0	207	322	213	107	0	0	0	0	0	0	0	0
Lgals8	65.307692	0	140	0	0	0	0	0	0	0	0	144	151	414	0
Efnb2	65.307692	0	0	299	169	181	200	0	0	0	0	0	0	0	0
Lrrc49	65.230769	0	0	275	184	166	223	0	0	0	0	0	0	0	0
Itgb2	65.153846	0	0	245	216	130	112	0	144	0	0	0	0	0	0
Gnl2	65.153846	0	261	205	219	0	162	0	0	0	0	0	0	0	0
Rnps1	65.076923	0	0	254	235	197	160	0	0	0	0	0	0	0	0
Mx2	65.076923	0	0	133	0	115	0	0	0	0	0	0	95	503	0
Dlg4	65.000000	0	0	247	222	153	143	0	0	0	0	0	80	0	0
Tmem11	64.923077	0	0	275	185	92	112	0	0	0	0	0	0	180	0
Tlr6	64.923077	0	0	0	0	0	0	0	0	100	140	165	128	311	0
Rab11b	64.923077	0	0	200	247	116	105	0	0	0	0	0	0	176	0
Map3k14	64.923077	0	0	207	141	0	138	0	0	0	152	0	0	206	0
Chic2	64.923077	0	0	295	179	0	119	0	0	0	0	0	0	251	0
Prnp	64.846154	0	0	0	0	0	0	0	0	0	0	0	181	662	0
Prn	64.846154	0	0	0	0	0	0	0	0	0	0	0	181	662	0
Nudt1	64.846154	0	0	317	209	202	115	0	0	0	0	0	0	0	0
Mrm2	64.846154	0	0	317	209	202	115	0	0	0	0	0	0	0	0
Akr1b8	64.769231	0	0	277	220	0	0	0	0	0	0	0	132	213	0
Dennd2d	64.692308	0	0	0	0	0	0	0	0	0	118	179	88	456	0
Cacna1s	64.692308	0	0	309	263	112	157	0	0	0	0	0	0	0	0
Ascl5	64.692308	0	0	309	263	112	157	0	0	0	0	0	0	0	0
Vdac2	64.615385	0	0	311	303	124	102	0	0	0	0	0	0	0	0
Tle4	64.615385	0	323	137	152	126	102	0	0	0	0	0	0	0	0
Ssx2ip	64.615385	0	0	183	210	158	118	0	0	0	0	0	0	171	0
Pcx	64.615385	0	0	230	259	116	113	0	0	0	0	0	0	122	0
Vmn2r4	64.538462	0	0	0	0	0	0	0	0	195	251	193	200	0	0
L3hypdh	64.538462	0	0	301	231	138	169	0	0	0	0	0	0	0	0
Jkamp	64.538462	0	0	301	231	138	169	0	0	0	0	0	0	0	0
Ppm1b	64.461538	0	0	249	94	146	109	0	0	0	0	0	0	240	0
Crybg1	64.461538	0	146	191	282	102	117	0	0	0	0	0	0	0	0
Smndc1	64.384615	0	0	225	221	0	97	0	0	0	0	0	144	150	0
Slc36a4	64.384615	0	0	0	0	0	0	0	0	0	154	255	205	223	0
Rassf6	64.384615	0	0	281	247	116	193	0	0	0	0	0	0	0	0
Mfsd13a	64.384615	0	0	184	134	0	187	0	0	0	0	0	129	203	0
Atp6v1g1	64.384615	0	0	248	198	0	102	0	0	0	0	0	0	289	0
Mrpl10	64.307692	0	0	131	155	0	113	0	0	0	0	0	203	234	0
Lrrc46	64.307692	0	0	131	155	0	113	0	0	0	0	0	203	234	0
Dusp4	64.307692	0	135	0	0	0	0	0	0	0	0	103	212	386	0
Rprd2	64.230769	0	0	184	204	160	159	0	0	0	0	128	0	0	0
Rnf14	64.230769	0	0	119	0	0	0	0	0	0	140	0	239	337	0
Vps13b	64.153846	0	0	223	118	126	118	0	0	0	0	0	0	249	0
Slc31a2	64.153846	0	0	0	0	0	0	0	0	0	0	179	223	432	0
Lactb	64.153846	0	0	0	68	0	0	0	0	0	0	184	303	279	0
Htra2	64.076923	0	666	0	0	0	0	0	0	0	0	0	0	167	0
Tmem175	64.000000	0	0	211	200	164	145	0	0	0	0	0	0	112	0
Reep3	64.000000	0	0	354	204	113	161	0	0	0	0	0	0	0	0
Ifi47	64.000000	0	0	0	0	0	0	0	0	0	0	161	225	446	0
Gak	64.000000	0	0	211	200	164	145	0	0	0	0	0	0	112	0
Cd300lf	64.000000	0	0	0	0	0	0	0	0	0	0	278	167	387	0
Zmynd11	63.923077	0	0	0	0	0	0	0	0	0	0	116	364	351	0
Itgb5	63.923077	0	0	308	160	228	135	0	0	0	0	0	0	0	0
Ddx59	63.923077	0	0	321	303	87	120	0	0	0	0	0	0	0	0
Tmem214	63.846154	0	0	292	340	0	198	0	0	0	0	0	0	0	0
Timm13	63.846154	0	0	137	138	0	0	0	0	0	0	153	241	161	0
Skint1	63.846154	0	0	232	297	164	137	0	0	0	0	0	0	0	0
Pram1	63.846154	0	0	0	0	0	0	0	0	0	223	158	196	253	0
Lxn	63.846154	0	0	287	251	131	161	0	0	0	0	0	0	0	0
Il7r	63.769231	0	0	0	0	0	0	0	0	0	135	270	218	206	0
Tmem40	63.692308	0	0	203	207	165	253	0	0	0	0	0	0	0	0
Myl6b	63.692308	0	0	200	277	0	226	0	0	0	0	0	0	125	0
Zfp712	63.615385	0	0	230	316	163	118	0	0	0	0	0	0	0	0
S100a13	63.461538	0	0	147	187	140	104	0	0	0	138	0	0	109	0
S100a1	63.461538	0	0	147	187	140	104	0	0	0	138	0	0	109	0
Fam71f1	63.461538	0	123	160	142	154	138	0	0	0	0	0	0	108	0
Chtop	63.461538	0	0	147	187	140	104	0	0	0	138	0	0	109	0
Actr3	63.461538	0	0	0	0	0	0	0	0	0	176	124	216	309	0
Wdr91	63.384615	0	0	306	157	138	146	0	77	0	0	0	0	0	0
Emd	63.230769	0	195	171	96	116	106	0	0	0	0	0	0	138	0
Atad3a	63.230769	0	0	219	363	98	142	0	0	0	0	0	0	0	0
Rp9	63.153846	0	0	242	230	125	224	0	0	0	0	0	0	0	0
Flacc1	63.153846	0	0	291	193	157	180	0	0	0	0	0	0	0	0
Castor1	63.153846	0	0	277	284	141	119	0	0	0	0	0	0	0	0
Ap1g1	63.153846	0	0	197	276	253	95	0	0	0	0	0	0	0	0
Macc1	63.076923	0	0	253	197	0	160	0	0	0	0	0	0	210	0
Gabpb2	63.076923	0	0	255	236	99	155	0	0	0	0	0	75	0	0
Dolpp1	63.076923	0	0	0	0	0	0	0	0	0	154	255	210	201	0
Stk35	63.000000	0	0	175	177	0	128	0	0	0	0	0	141	198	0
Borcs6	63.000000	0	0	179	288	0	0	0	0	0	0	0	213	139	0
Rftn1	62.923077	0	0	0	0	0	0	0	0	0	144	226	203	245	0
Ppif	62.846154	0	0	236	280	143	158	0	0	0	0	0	0	0	0
Gimap8	62.846154	0	0	297	227	142	151	0	0	0	0	0	0	0	0
Med25	62.769231	0	122	207	156	189	142	0	0	0	0	0	0	0	0
Slc30a3	62.615385	0	178	222	122	0	0	0	0	0	0	0	151	141	0
Nfyb	62.615385	0	0	282	303	138	91	0	0	0	0	0	0	0	0
Mrpl12	62.615385	0	0	269	161	92	133	0	0	0	0	0	0	159	0
Gm13278	62.615385	0	0	97	227	0	180	141	169	0	0	0	0	0	0
Ccdc174	62.615385	0	0	196	233	89	145	0	0	0	0	0	0	151	0
Tbkbp1	62.538462	0	0	135	147	131	0	0	0	0	0	0	86	314	0
Srsf11	62.538462	0	0	227	175	229	182	0	0	0	0	0	0	0	0
Lrrc40	62.538462	0	0	227	175	229	182	0	0	0	0	0	0	0	0
Arhgap21	62.384615	0	0	276	235	144	156	0	0	0	0	0	0	0	0
Zbtb37	62.230769	260	215	189	145	0	0	0	0	0	0	0	0	0	0
Zfp639	62.153846	0	0	189	182	154	144	0	0	0	0	0	0	139	0
Ptpn1	62.153846	0	0	257	274	128	149	0	0	0	0	0	0	0	0
Pdp1	62.076923	0	438	102	133	0	0	0	0	0	0	0	0	134	0
Arg1	62.076923	0	0	0	0	0	0	0	0	0	0	190	229	388	0
Sfxn2	62.000000	0	0	208	279	195	124	0	0	0	0	0	0	0	0
Prtg	62.000000	0	368	0	129	0	0	0	0	0	0	107	0	202	0
Mettl18	62.000000	0	0	320	238	174	74	0	0	0	0	0	0	0	0
Lsm14a	62.000000	0	389	0	0	0	0	0	0	0	0	0	108	309	0
BC055324	62.000000	0	0	320	238	174	74	0	0	0	0	0	0	0	0
Arl3	62.000000	0	0	208	279	195	124	0	0	0	0	0	0	0	0
Runx3	61.923077	0	0	380	260	0	165	0	0	0	0	0	0	0	0
Cmss1	61.923077	0	0	203	229	153	220	0	0	0	0	0	0	0	0
Chpt1	61.923077	0	146	0	0	0	0	0	0	0	0	107	150	402	0
Wipf1	61.846154	0	154	0	0	0	0	0	0	0	0	163	233	254	0
Acyp1	61.846154	0	0	277	278	107	142	0	0	0	0	0	0	0	0
Piezo1	61.769231	0	0	259	172	77	0	0	0	0	0	0	136	159	0
Fer	61.769231	0	0	255	252	155	141	0	0	0	0	0	0	0	0
E230025N22Rik	61.769231	0	0	0	102	0	0	0	0	0	206	84	217	194	0
Cryba1	61.769231	0	116	172	180	162	173	0	0	0	0	0	0	0	0
Smarca5	61.692308	0	0	189	198	71	229	0	0	0	0	0	0	115	0
Pelp1	61.692308	0	0	274	283	114	131	0	0	0	0	0	0	0	0
Immp1l	61.615385	0	0	164	186	89	105	0	0	0	0	0	106	151	0
Elp4	61.615385	0	0	164	186	89	105	0	0	0	0	0	106	151	0
Dlst	61.615385	0	247	0	0	0	0	0	0	90	0	0	189	275	0
Sugt1	61.461538	0	0	153	284	127	235	0	0	0	0	0	0	0	0
Rasef	61.461538	0	0	221	249	172	157	0	0	0	0	0	0	0	0
Pcnp	61.461538	0	154	136	116	172	104	0	0	0	0	0	0	117	0
Edrf1	61.461538	0	0	236	254	155	154	0	0	0	0	0	0	0	0
Ccnt1	61.461538	0	156	178	222	168	75	0	0	0	0	0	0	0	0
4930415O20Rik	61.461538	0	156	178	222	168	75	0	0	0	0	0	0	0	0
Cav2	61.384615	0	602	91	105	0	0	0	0	0	0	0	0	0	0
Morc4	61.307692	0	0	214	251	126	206	0	0	0	0	0	0	0	0
Clk3	61.230769	0	0	270	250	157	119	0	0	0	0	0	0	0	0
Spsb1	61.153846	0	0	180	113	0	0	0	0	0	154	0	161	187	0
Agpat2	61.153846	0	0	275	268	127	125	0	0	0	0	0	0	0	0
Ralgapb	61.076923	0	0	194	298	125	177	0	0	0	0	0	0	0	0
Hnrnpul1	61.076923	0	0	284	229	136	145	0	0	0	0	0	0	0	0
Cst6	61.076923	0	0	193	304	189	108	0	0	0	0	0	0	0	0
Insig2	61.000000	0	0	268	177	196	152	0	0	0	0	0	0	0	0
Gas8	61.000000	0	214	183	261	0	135	0	0	0	0	0	0	0	0
Dbndd1	61.000000	0	214	183	261	0	135	0	0	0	0	0	0	0	0
Plekhm3	60.923077	0	0	0	0	0	0	0	0	0	0	203	216	373	0
Lyzl6	60.923077	0	0	168	306	126	192	0	0	0	0	0	0	0	0
Insig1	60.923077	0	0	287	239	142	124	0	0	0	0	0	0	0	0
Trabd	60.846154	0	0	219	204	0	142	0	0	0	0	0	0	226	0
Prkn	60.846154	0	0	146	270	244	131	0	0	0	0	0	0	0	0
Pacrg	60.846154	0	0	146	270	244	131	0	0	0	0	0	0	0	0
Nsmaf	60.846154	0	0	245	236	140	170	0	0	0	0	0	0	0	0
Ube3a	60.769231	0	0	158	238	123	173	0	0	0	0	0	0	98	0
Rrp15	60.769231	0	219	160	234	177	0	0	0	0	0	0	0	0	0
Psat1	60.769231	0	300	138	233	0	0	0	0	0	0	0	119	0	0
Mthfsd	60.769231	0	0	236	273	129	152	0	0	0	0	0	0	0	0
Ccl6	60.769231	0	139	199	161	0	151	0	0	0	0	0	0	140	0
Top1mt	60.692308	0	0	213	187	173	103	0	113	0	0	0	0	0	0
Olfr1390	60.692308	0	0	269	186	200	134	0	0	0	0	0	0	0	0
Cnot8	60.692308	0	0	0	80	0	0	0	0	0	0	0	299	410	0
Casp8	60.692308	0	0	183	151	138	219	0	98	0	0	0	0	0	0
Arhgap35	60.615385	0	0	150	205	0	0	0	0	0	140	0	116	177	0
Adgrf4	60.615385	0	0	217	173	140	258	0	0	0	0	0	0	0	0
Slc6a4	60.538462	0	0	0	0	0	0	0	0	0	0	166	224	397	0
Ncoa4	60.538462	0	659	0	128	0	0	0	0	0	0	0	0	0	0
Kctd20	60.538462	0	0	165	198	147	92	0	0	0	0	0	0	185	0
Arfgap1	60.538462	0	166	283	176	0	162	0	0	0	0	0	0	0	0
Krt16	60.461538	0	0	355	259	172	0	0	0	0	0	0	0	0	0
Chrac1	60.461538	0	0	209	168	155	104	0	150	0	0	0	0	0	0
Spr	60.384615	0	0	195	231	124	151	84	0	0	0	0	0	0	0
Dusp7	60.384615	0	0	0	0	0	0	0	0	108	174	193	113	197	0
Serf2	60.307692	0	0	225	245	125	103	0	86	0	0	0	0	0	0
Rpn1	60.307692	0	0	310	273	0	133	0	0	0	0	0	0	68	0
Pvr	60.307692	0	0	144	185	101	177	0	0	0	0	0	0	177	0
Gtf2i	60.307692	0	0	109	110	0	0	0	0	0	192	0	289	84	0
Tnfrsf14	60.230769	0	0	0	0	0	0	0	0	0	0	207	198	378	0
Il15ra	60.230769	0	0	0	0	0	0	0	0	116	0	86	130	451	0
Ube2b	60.153846	0	0	231	262	180	109	0	0	0	0	0	0	0	0
Cdkl3	60.153846	0	0	231	262	180	109	0	0	0	0	0	0	0	0
Atp6v0e	60.153846	0	0	281	178	162	161	0	0	0	0	0	0	0	0
Mbnl1	60.076923	0	0	0	0	0	0	0	0	0	110	148	226	297	0
Mns1	60.000000	0	0	278	359	0	143	0	0	0	0	0	0	0	0
Lonrf3	60.000000	0	0	0	0	0	0	0	0	0	96	135	255	294	0
Dpy19l1	60.000000	0	0	0	0	0	0	0	0	0	0	112	188	480	0
Thbs1	59.923077	0	0	224	181	176	111	0	0	0	0	0	0	87	0
Qtrt1	59.923077	0	0	305	229	104	141	0	0	0	0	0	0	0	0
Gm11563	59.923077	0	0	245	273	99	162	0	0	0	0	0	0	0	0
Edem1	59.923077	0	0	0	0	0	0	0	0	0	149	233	218	179	0
Rbbp7	59.846154	0	0	274	240	142	122	0	0	0	0	0	0	0	0
Prkcd	59.846154	0	391	0	0	0	0	0	0	0	0	0	165	222	0
Fam149b	59.846154	0	0	177	214	206	181	0	0	0	0	0	0	0	0
Ecd	59.846154	0	0	177	214	206	181	0	0	0	0	0	0	0	0
Lgals9	59.692308	0	78	0	145	0	0	0	0	0	164	0	102	287	0
Ipo5	59.692308	0	0	249	273	176	78	0	0	0	0	0	0	0	0
Evi2b	59.615385	0	0	0	0	0	0	0	0	0	121	112	185	357	0
Coa4	59.615385	0	0	0	0	0	0	0	0	0	115	183	203	274	0
Camta2	59.615385	0	0	0	0	0	0	0	0	0	211	280	139	145	0
Ubqln1	59.538462	0	0	273	220	186	95	0	0	0	0	0	0	0	0
Rtca	59.538462	0	568	0	0	0	0	0	0	0	0	0	0	206	0
Psmd9	59.538462	0	0	180	0	0	169	0	0	0	0	0	136	289	0
Kash5	59.538462	0	0	218	223	102	231	0	0	0	0	0	0	0	0
Dkkl1	59.538462	0	0	218	223	102	231	0	0	0	0	0	0	0	0
Dbt	59.538462	0	568	0	0	0	0	0	0	0	0	0	0	206	0
Mrto4	59.461538	0	0	230	256	123	164	0	0	0	0	0	0	0	0
Emc1	59.461538	0	0	230	256	123	164	0	0	0	0	0	0	0	0
Aunip	59.384615	0	0	302	154	189	127	0	0	0	0	0	0	0	0
Spryd4	59.307692	0	279	276	136	0	80	0	0	0	0	0	0	0	0
Phf10	59.307692	0	0	277	283	113	98	0	0	0	0	0	0	0	0
Tut4	59.230769	0	0	0	0	0	0	0	0	0	174	143	122	331	0
Gemin8	59.230769	0	0	300	150	118	202	0	0	0	0	0	0	0	0
Lect2	59.076923	0	0	182	229	164	193	0	0	0	0	0	0	0	0
Spag9	59.000000	0	0	253	174	126	0	0	0	0	0	0	122	92	0
Zfp688	58.923077	0	0	145	264	124	103	0	0	0	0	0	0	130	0
Zfp36	58.923077	0	0	0	123	0	0	0	0	0	0	151	227	265	0
Ddhd1	58.923077	0	0	223	240	121	182	0	0	0	0	0	0	0	0
Amn1	58.923077	0	109	112	117	93	0	0	0	0	0	0	0	335	0
1700022I11Rik	58.923077	0	0	0	0	0	0	0	0	0	0	166	251	349	0
Tm6sf1	58.692308	0	0	0	0	0	0	0	0	0	166	184	178	235	0
Gde1	58.692308	0	0	0	0	0	0	0	0	0	0	211	208	344	0
Cryga	58.692308	0	0	0	0	0	0	0	0	137	0	235	202	189	0
Scarb2	58.615385	0	0	0	0	0	0	0	0	136	154	149	107	216	0
Ccdc112	58.615385	0	0	0	0	0	0	0	0	0	192	135	180	255	0
Actr8	58.615385	0	0	242	230	111	179	0	0	0	0	0	0	0	0
Rasl12	58.538462	0	0	282	278	201	0	0	0	0	0	0	0	0	0
Gm4952	58.461538	0	0	138	267	120	132	0	0	0	0	0	0	103	0
Xcr1	58.384615	0	0	0	0	0	0	0	0	0	0	131	210	418	0
Ebna1bp2	58.384615	0	0	188	209	0	0	0	0	0	0	0	132	230	0
Cfap57	58.384615	0	0	188	209	0	0	0	0	0	0	0	132	230	0
Zfand3	58.307692	0	259	124	0	0	0	0	0	0	0	0	178	197	0
Tctn1	58.307692	0	0	220	283	116	139	0	0	0	0	0	0	0	0
Efemp2	58.307692	0	175	254	193	136	0	0	0	0	0	0	0	0	0
Rhno1	58.230769	0	0	239	212	157	149	0	0	0	0	0	0	0	0
Pard6a	58.230769	0	0	250	250	0	257	0	0	0	0	0	0	0	0
Foxm1	58.230769	0	0	239	212	157	149	0	0	0	0	0	0	0	0
Dclre1b	58.230769	0	256	98	0	0	0	0	0	0	0	0	0	403	0
Ap4b1	58.230769	0	256	98	0	0	0	0	0	0	0	0	0	403	0
Acd	58.230769	0	0	250	250	0	257	0	0	0	0	0	0	0	0
Thy1	58.153846	0	0	235	231	137	153	0	0	0	0	0	0	0	0
Sft2d3	58.153846	0	0	222	186	173	175	0	0	0	0	0	0	0	0
Prss12	58.153846	0	0	230	215	191	120	0	0	0	0	0	0	0	0
Epn1	58.153846	0	0	217	163	146	120	0	0	0	0	0	0	110	0
Ltf	58.076923	0	0	206	187	220	142	0	0	0	0	0	0	0	0
Gsdma	58.076923	0	0	0	0	0	0	0	0	0	134	173	170	278	0
Frg2f1	58.076923	0	0	0	0	0	0	0	0	0	123	138	217	277	0
Foxj3	58.076923	0	0	0	0	0	0	0	0	0	123	138	217	277	0
Calr3	58.076923	0	0	176	266	226	87	0	0	0	0	0	0	0	0
Bcl2a1a	58.076923	0	0	0	0	0	0	0	0	0	0	0	201	554	0
1700030K09Rik	58.076923	0	0	176	266	226	87	0	0	0	0	0	0	0	0
Pik3cg	58.000000	0	0	0	0	0	0	0	0	0	131	145	256	222	0
Tfg	57.923077	0	0	138	102	0	155	0	0	0	0	0	131	227	0
Stard7	57.923077	0	0	0	0	0	0	0	0	0	0	185	151	417	0
Sertad3	57.923077	0	0	173	303	139	138	0	0	0	0	0	0	0	0
Fzr1	57.923077	0	0	233	276	132	112	0	0	0	0	0	0	0	0
Fmc1	57.923077	0	0	135	117	128	116	0	0	0	0	0	257	0	0
Rbp7	57.846154	0	384	170	122	0	76	0	0	0	0	0	0	0	0
Eif4e2	57.846154	0	0	136	313	153	150	0	0	0	0	0	0	0	0
Tpbg	57.769231	0	0	223	197	106	58	0	0	0	0	0	0	167	0
Exosc5	57.769231	0	0	255	180	111	106	0	0	0	0	99	0	0	0
Bckdha	57.769231	0	0	255	180	111	106	0	0	0	0	99	0	0	0
Siglecf	57.692308	0	0	0	0	0	0	0	0	0	115	125	221	289	0
Vps37a	57.615385	0	0	194	189	137	143	0	86	0	0	0	0	0	0
Mthfd2l	57.615385	0	266	149	204	130	0	0	0	0	0	0	0	0	0
Cnot7	57.615385	0	0	194	189	137	143	0	86	0	0	0	0	0	0
Cd180	57.538462	0	0	0	0	0	0	0	0	0	115	151	183	299	0
Strn3	57.461538	0	374	153	136	0	0	0	0	0	0	0	0	84	0
Slc25a19	57.461538	0	0	0	0	0	0	0	0	0	0	140	291	316	0
Inhba	57.461538	0	0	291	173	148	135	0	0	0	0	0	0	0	0
Igfbp4	57.461538	0	0	192	263	154	138	0	0	0	0	0	0	0	0
Cd101	57.461538	0	309	0	0	0	0	0	0	0	0	125	0	313	0
Tmem181a	57.384615	0	0	0	0	0	0	0	0	0	0	135	250	361	0
Adh5	57.384615	0	0	243	201	104	91	0	0	0	0	0	0	107	0
Ube3c	57.307692	0	0	218	159	165	203	0	0	0	0	0	0	0	0
Spin4	57.307692	0	0	305	215	86	139	0	0	0	0	0	0	0	0
Ptch2	57.307692	205	540	0	0	0	0	0	0	0	0	0	0	0	0
Anxa2	57.307692	0	0	245	197	102	201	0	0	0	0	0	0	0	0
Lzts2	57.230769	0	0	219	157	173	195	0	0	0	0	0	0	0	0
Ift140	57.230769	0	0	228	160	218	138	0	0	0	0	0	0	0	0
H3c4	57.230769	0	0	202	303	118	121	0	0	0	0	0	0	0	0
H2bc8	57.230769	0	0	202	303	118	121	0	0	0	0	0	0	0	0
H2bc7	57.230769	0	0	202	303	118	121	0	0	0	0	0	0	0	0
H2ac8	57.230769	0	0	202	303	118	121	0	0	0	0	0	0	0	0
H2ac7	57.230769	0	0	202	303	118	121	0	0	0	0	0	0	0	0
Ddx3x	57.230769	0	111	205	233	94	101	0	0	0	0	0	0	0	0
Cramp1l	57.230769	0	0	228	160	218	138	0	0	0	0	0	0	0	0
Tbc1d7	57.153846	0	0	249	197	182	115	0	0	0	0	0	0	0	0
Olfr145	57.153846	0	0	244	173	168	158	0	0	0	0	0	0	0	0
Ncald	57.153846	0	309	0	119	134	0	0	0	0	0	0	0	181	0
Gskip	57.153846	0	147	167	185	0	0	0	0	0	0	0	0	244	0
Bend6	57.153846	0	0	0	0	0	0	0	0	0	125	148	258	212	0
Atg2b	57.153846	0	147	167	185	0	0	0	0	0	0	0	0	244	0
Tmem164	57.076923	0	0	0	0	0	0	0	0	0	174	163	176	229	0
Samd11	57.076923	0	0	0	0	0	0	0	0	0	164	213	142	223	0
Rbpj	57.076923	0	0	250	215	0	101	0	0	0	0	0	176	0	0
Mrps28	57.076923	0	0	182	197	0	0	0	0	0	0	0	174	189	0
Lsm4	57.076923	0	0	177	97	142	0	0	0	0	0	0	151	175	0
Irgm2	57.076923	0	0	148	123	0	176	0	0	0	0	0	0	295	0
Inf2	57.076923	0	0	160	241	170	171	0	0	0	0	0	0	0	0
Gsr	57.076923	0	0	97	105	0	0	0	0	0	0	0	191	349	0
Fkbp3	57.076923	0	0	189	263	139	151	0	0	0	0	0	0	0	0
Fancm	57.076923	0	0	189	263	139	151	0	0	0	0	0	0	0	0
Usp34	57.000000	0	0	231	221	153	136	0	0	0	0	0	0	0	0
Efna1	57.000000	0	0	247	213	198	83	0	0	0	0	0	0	0	0
Zfp566	56.923077	0	126	169	223	89	133	0	0	0	0	0	0	0	0
Zfp260	56.923077	0	126	169	223	89	133	0	0	0	0	0	0	0	0
Smim8	56.923077	0	0	302	136	0	79	0	0	0	0	0	0	223	0
Tcp10b	56.846154	0	0	0	0	0	0	0	0	0	154	130	120	335	0
