Target_genes	Myb|Average	SRX8737398|Bone_Marrow_Cells	SRX3889819|Embryonic_liver	SRX3889820|Embryonic_liver	SRX140366|MEL	SRX884094|MLL-AF9_leukemic_cell	SRX884095|MLL-AF9_leukemic_cell	STRING
Pcbd2	34.500000	81	0	0	126	0	0	0
Khdrbs1	34.500000	0	0	0	207	0	0	0
Eral1	34.500000	0	0	0	207	0	0	0
Dus2	34.500000	0	0	0	0	207	0	0
Ddx28	34.500000	0	0	0	0	207	0	0
Ulk2	34.333333	0	0	0	79	127	0	0
Tuba1c	34.333333	0	0	0	206	0	0	0
Rnf187	34.333333	102	0	0	0	104	0	0
Pm20d1	34.333333	0	0	0	0	0	206	0
Nsun3	34.333333	0	0	0	206	0	0	0
Elac2	34.333333	0	0	0	113	93	0	0
Eefsec	34.333333	0	0	0	0	206	0	0
Dph2	34.333333	0	0	0	0	206	0	0
Chmp6	34.333333	0	0	0	120	86	0	0
Tyw3	34.166667	0	0	0	0	205	0	0
Tspyl3	34.166667	0	0	0	205	0	0	0
Tsc22d4	34.166667	0	0	0	205	0	0	0
Tmem139	34.166667	91	0	0	114	0	0	0
Tfb2m	34.166667	64	0	0	141	0	0	0
Olfr825	34.166667	0	0	0	205	0	0	0
Olfr1418	34.166667	0	0	0	205	0	0	0
Nyap1	34.166667	0	0	0	205	0	0	0
Nfatc4	34.166667	0	0	0	103	102	0	0
Mef2d	34.166667	0	0	0	119	86	0	0
Gna13	34.166667	0	0	0	205	0	0	0
Gja6	34.166667	0	0	0	205	0	0	0
Cyth2	34.166667	0	0	0	122	83	0	0
Cryz	34.166667	0	0	0	0	205	0	0
Atp6v0d1	34.166667	0	0	0	107	98	0	0
Agrp	34.166667	0	0	0	107	98	0	0
Actn1	34.166667	0	0	0	205	0	0	0
A430005L14Rik	34.166667	0	0	0	89	116	0	0
Zfp955b	34.000000	0	0	0	113	91	0	0
Traf5	34.000000	0	0	0	0	204	0	0
Tex30	34.000000	101	0	0	103	0	0	0
Spa17	34.000000	0	0	0	204	0	0	0
Siae	34.000000	0	0	0	204	0	0	0
Sdhaf4	34.000000	0	0	0	204	0	0	0
Ppp3cb	34.000000	0	0	0	204	0	0	0
Pnp	34.000000	92	0	0	112	0	0	0
Hmgxb4	34.000000	0	0	0	0	204	0	0
H2-DMa	34.000000	0	0	0	0	0	204	0
Gm20594	34.000000	0	0	0	204	0	0	0
Dnajc24	34.000000	0	0	0	137	67	0	0
Cd276	34.000000	204	0	0	0	0	0	0
Brd2	34.000000	0	0	0	0	0	204	0
Spc24	33.833333	0	0	0	203	0	0	0
Rpl30	33.833333	0	0	0	134	69	0	0
Rab22a	33.833333	0	0	0	203	0	0	0
Prss45	33.833333	0	0	0	0	0	203	0
Prss43	33.833333	0	0	0	0	0	203	0
Lrp11	33.833333	0	0	0	0	203	0	0
Letm1	33.833333	0	0	0	104	99	0	0
Fndc7	33.833333	0	0	0	203	0	0	0
Chmp1b	33.833333	0	0	0	0	203	0	0
C2cd4b	33.833333	0	0	0	0	203	0	0
Alox8	33.833333	0	0	0	0	203	0	0
Aatk	33.833333	0	0	0	0	203	0	0
Zfp292	33.666667	0	0	0	202	0	0	0
Ywhag	33.666667	0	0	0	99	103	0	0
Skiv2l	33.666667	0	0	0	90	112	0	0
Rrn3	33.666667	0	0	0	91	111	0	0
Rpusd2	33.666667	0	0	0	0	202	0	0
Nelfe	33.666667	0	0	0	90	112	0	0
Mdh1b	33.666667	0	0	0	0	202	0	0
Mapkapk5	33.666667	0	0	0	0	202	0	0
Kxd1	33.666667	0	0	0	111	91	0	0
Gpr174	33.666667	0	0	0	202	0	0	0
Gm6657	33.666667	0	0	0	202	0	0	0
Fktn	33.666667	0	0	0	202	0	0	0
Fkbp8	33.666667	0	0	0	111	91	0	0
Fastkd2	33.666667	0	0	0	0	202	0	0
Eif4a1	33.666667	0	0	0	100	102	0	0
Cflar	33.666667	0	0	0	202	0	0	0
Acy1	33.666667	0	0	0	0	0	202	0
Uqcc3	33.500000	0	0	0	106	95	0	0
Nol10	33.500000	0	0	0	0	201	0	0
Mtif3	33.500000	0	0	0	108	93	0	0
Lbhd1	33.500000	0	0	0	106	95	0	0
Kras	33.500000	0	0	0	0	201	0	0
Fam131b	33.500000	0	0	0	201	0	0	0
Cemip2	33.500000	0	0	0	0	0	201	0
Bfsp1	33.500000	0	0	0	0	201	0	0
Aspm	33.500000	0	0	0	201	0	0	0
Tra2a	33.333333	0	0	0	82	118	0	0
Taf6	33.333333	0	0	0	71	129	0	0
Rgs14	33.333333	0	0	0	125	75	0	0
Rai1	33.333333	0	0	0	200	0	0	0
Map3k1	33.333333	79	0	0	121	0	0	0
Gp5	33.333333	0	0	0	200	0	0	0
Cnpy4	33.333333	0	0	0	71	129	0	0
Camk2g	33.333333	0	0	0	0	200	0	0
Snx16	33.166667	0	0	0	0	199	0	0
Slc27a4	33.166667	0	0	0	0	199	0	0
Rnf14	33.166667	98	0	0	0	101	0	0
Nrgn	33.166667	0	0	0	199	0	0	0
Irak3	33.166667	199	0	0	0	0	0	0
Gm13277	33.166667	0	0	0	121	78	0	0
Cga	33.166667	0	0	0	199	0	0	0
Ap3m1	33.166667	87	0	0	0	112	0	0
Zfp90	33.000000	0	0	0	0	198	0	0
Trak1	33.000000	0	0	0	198	0	0	0
Tmem30a	33.000000	0	0	0	198	0	0	0
Setd4	33.000000	0	0	0	198	0	0	0
Rtbdn	33.000000	0	0	0	0	198	0	0
Rbm22	33.000000	0	0	0	0	198	0	0
Odc1	33.000000	0	0	0	0	198	0	0
Larp4	33.000000	0	0	0	198	0	0	0
Gm6370	33.000000	0	0	0	0	0	198	0
Cphx3	33.000000	0	0	0	0	0	198	0
Cphx2	33.000000	0	0	0	0	0	198	0
Cphx1	33.000000	0	0	0	0	0	198	0
Cbr1	33.000000	0	0	0	198	0	0	0
Atp12a	33.000000	0	0	0	0	0	198	0
Ubash3b	32.833333	0	0	0	197	0	0	0
Ndfip1	32.833333	0	0	0	0	0	197	0
Mks1	32.833333	0	0	0	101	96	0	0
Creld2	32.833333	0	0	0	123	74	0	0
Copg1	32.833333	76	0	0	0	121	0	0
Cep72	32.833333	197	0	0	0	0	0	0
Alg12	32.833333	0	0	0	123	74	0	0
1810030O07Rik	32.833333	0	0	0	197	0	0	0
Zfp691	32.666667	0	0	0	0	196	0	0
Zfp142	32.666667	114	0	0	0	82	0	0
Unc13a	32.666667	0	0	0	0	196	0	0
Rnf40	32.666667	0	0	0	0	196	0	0
Rhog	32.666667	0	0	0	196	0	0	0
Rcc2	32.666667	66	0	0	130	0	0	0
Plec	32.666667	0	0	0	0	196	0	0
Myo1d	32.666667	0	0	0	196	0	0	0
Jak3	32.666667	0	0	0	0	196	0	0
Chd3	32.666667	0	0	0	196	0	0	0
Ccdc189	32.666667	0	0	0	0	196	0	0
Bcs1l	32.666667	114	0	0	0	82	0	0
Akap10	32.666667	0	0	0	196	0	0	0
Rce1	32.500000	0	0	0	0	195	0	0
Rad18	32.500000	81	0	0	114	0	0	0
Ogfod2	32.500000	105	0	0	0	90	0	0
Kcnab2	32.500000	0	0	0	95	100	0	0
Inpp5d	32.500000	0	0	0	104	91	0	0
Gstz1	32.500000	0	0	0	195	0	0	0
Fam204a	32.500000	0	0	0	195	0	0	0
Eif2b5	32.500000	0	0	0	125	70	0	0
Arrb1	32.500000	0	0	0	195	0	0	0
Arl6ip4	32.500000	105	0	0	0	90	0	0
Tifa	32.333333	0	0	0	194	0	0	0
Srsf10	32.333333	0	0	0	0	194	0	0
Pygl	32.333333	0	0	0	194	0	0	0
Proser3	32.333333	89	0	0	105	0	0	0
Pgam1	32.333333	0	0	0	0	0	194	0
Ndufaf7	32.333333	0	0	0	134	60	0	0
Mustn1	32.333333	0	0	0	0	194	0	0
Hspb6	32.333333	89	0	0	105	0	0	0
Gstm1	32.333333	0	0	0	0	194	0	0
Gchfr	32.333333	0	0	0	194	0	0	0
Flywch1	32.333333	0	0	0	0	194	0	0
Dync1li2	32.333333	0	0	0	96	98	0	0
Cebpz	32.333333	0	0	0	134	60	0	0
Akap7	32.333333	0	0	0	194	0	0	0
Zmat2	32.166667	0	0	0	193	0	0	0
Tspyl1	32.166667	0	0	0	84	109	0	0
Tsga8	32.166667	0	0	0	193	0	0	0
Trpm8	32.166667	0	0	0	193	0	0	0
Rhod	32.166667	0	0	0	193	0	0	0
Ppt1	32.166667	0	0	0	84	109	0	0
Mfap5	32.166667	0	0	0	193	0	0	0
Mbp	32.166667	0	0	0	193	0	0	0
Lipt1	32.166667	0	0	0	83	110	0	0
Gnai2	32.166667	0	0	0	193	0	0	0
Fut10	32.166667	0	0	0	193	0	0	0
Fundc2	32.166667	0	0	0	193	0	0	0
F8	32.166667	0	0	0	193	0	0	0
Eef2kmt	32.166667	0	0	0	0	193	0	0
Dap3	32.166667	0	0	0	193	0	0	0
Aicda	32.166667	0	0	0	193	0	0	0
Acox3	32.166667	0	0	0	111	82	0	0
4930404N11Rik	32.166667	0	0	0	193	0	0	0
Xkr7	32.000000	0	0	0	0	192	0	0
Vmn2r4	32.000000	0	0	0	0	192	0	0
Ube2g2	32.000000	0	0	0	81	111	0	0
Scrn3	32.000000	111	0	0	81	0	0	0
Rgs3	32.000000	0	0	0	0	192	0	0
Rbl2	32.000000	0	0	0	0	192	0	0
Pdzd2	32.000000	0	0	0	192	0	0	0
Nr4a2	32.000000	0	0	0	192	0	0	0
Noc3l	32.000000	0	192	0	0	0	0	0
Klhl15	32.000000	0	0	0	192	0	0	0
H2al1m	32.000000	0	0	0	192	0	0	0
Gmppa	32.000000	0	0	0	0	192	0	0
Glipr1l3	32.000000	0	0	0	0	192	0	0
Cyp1b1	32.000000	0	0	0	0	192	0	0
Cir1	32.000000	111	0	0	81	0	0	0
Cd180	32.000000	0	0	0	192	0	0	0
Caps2	32.000000	0	0	0	0	192	0	0
Agrn	32.000000	0	0	0	192	0	0	0
Zfp712	31.833333	0	0	0	74	117	0	0
Taf15	31.833333	91	0	0	0	100	0	0
Srr	31.833333	0	0	0	191	0	0	0
Spice1	31.833333	0	0	0	191	0	0	0
Smg6	31.833333	0	0	0	191	0	0	0
Mrpl23	31.833333	0	0	0	0	0	191	0
Ints6l	31.833333	0	0	0	191	0	0	0
Hax1	31.833333	0	0	0	191	0	0	0
Fam53b	31.833333	0	191	0	0	0	0	0
Drc1	31.833333	0	0	0	0	0	191	0
Ccdc80	31.833333	0	0	0	0	191	0	0
Brdt	31.833333	0	0	0	191	0	0	0
Atg16l1	31.833333	0	0	0	80	111	0	0
Zcchc14	31.666667	190	0	0	0	0	0	0
Spink10	31.666667	0	0	0	0	190	0	0
Sap30l	31.666667	0	0	0	190	0	0	0
Rpl19	31.666667	0	0	0	113	77	0	0
Rccd1	31.666667	95	0	0	0	95	0	0
Plekhg3	31.666667	93	0	0	97	0	0	0
Oga	31.666667	0	0	0	83	107	0	0
Meis1	31.666667	0	0	0	85	105	0	0
Lyrm7	31.666667	57	0	0	133	0	0	0
Fbxo38	31.666667	0	0	0	0	190	0	0
Faap20	31.666667	0	0	0	0	190	0	0
Cst7	31.666667	0	0	0	190	0	0	0
Abhd17a	31.666667	0	0	0	0	190	0	0
Tsacc	31.500000	0	0	0	189	0	0	0
Sord	31.500000	0	0	0	189	0	0	0
Snap47	31.500000	0	0	0	105	84	0	0
Repin1	31.500000	88	0	0	0	101	0	0
Phactr4	31.500000	0	0	0	0	189	0	0
Pdpk1	31.500000	70	0	0	119	0	0	0
Ogfod3	31.500000	0	0	0	0	189	0	0
Nt5dc2	31.500000	0	0	0	0	189	0	0
Nabp1	31.500000	0	0	0	0	189	0	0
Mxd3	31.500000	79	0	0	0	110	0	0
Klhdc10	31.500000	0	0	0	0	189	0	0
Jmjd4	31.500000	0	0	0	105	84	0	0
Ifit1bl1	31.500000	0	0	0	189	0	0	0
Hexdc	31.500000	0	0	0	0	189	0	0
Gm5111	31.500000	88	0	0	0	101	0	0
Ero1a	31.500000	0	0	0	189	0	0	0
Cct3	31.500000	0	0	0	189	0	0	0
Zhx1	31.333333	0	0	0	188	0	0	0
Zfp664	31.333333	0	0	0	188	0	0	0
Uqcrh	31.333333	89	0	0	0	99	0	0
Tbc1d22a	31.333333	0	0	0	118	70	0	0
Synrg	31.333333	0	0	0	188	0	0	0
Stat4	31.333333	0	0	0	0	188	0	0
Spata17	31.333333	0	0	0	188	0	0	0
Snx3	31.333333	0	0	0	188	0	0	0
Slc22a3	31.333333	0	0	0	188	0	0	0
Rtn2	31.333333	0	0	0	0	188	0	0
Ltbp2	31.333333	0	0	0	0	188	0	0
Lrrc41	31.333333	89	0	0	0	99	0	0
Iqch	31.333333	0	0	0	0	188	0	0
Gpatch2	31.333333	0	0	0	188	0	0	0
Gm12250	31.333333	0	0	0	0	188	0	0
Ggt5	31.333333	0	0	0	0	188	0	0
Faah	31.333333	0	0	0	188	0	0	0
Ehbp1l1	31.333333	0	0	0	188	0	0	0
Ccdc92	31.333333	0	0	0	188	0	0	0
Cap1	31.333333	79	0	0	109	0	0	0
Aagab	31.333333	0	0	0	0	188	0	0
Smad7	31.166667	0	0	0	0	187	0	0
Rsu1	31.166667	0	0	0	187	0	0	0
Rrs1	31.166667	0	0	0	100	87	0	0
Rgs9bp	31.166667	0	0	0	187	0	0	0
Rassf5	31.166667	107	0	0	80	0	0	0
Ranbp9	31.166667	0	0	0	187	0	0	0
Prnp	31.166667	0	0	0	187	0	0	0
Prn	31.166667	0	0	0	187	0	0	0
Fbxo39	31.166667	0	0	0	187	0	0	0
Eps8	31.166667	0	0	0	0	0	187	0
Ddx17	31.166667	0	0	0	0	187	0	0
Ankrd27	31.166667	0	0	0	187	0	0	0
Adhfe1	31.166667	0	0	0	100	87	0	0
Zdhhc13	31.000000	0	0	0	186	0	0	0
Shcbp1l	31.000000	0	0	0	186	0	0	0
Pced1b	31.000000	186	0	0	0	0	0	0
Pank4	31.000000	0	0	0	186	0	0	0
Osbp	31.000000	0	0	0	0	186	0	0
Hes5	31.000000	0	0	0	186	0	0	0
Ddx52	31.000000	0	0	0	97	89	0	0
Amigo2	31.000000	186	0	0	0	0	0	0
Adgrg5	31.000000	0	75	0	0	111	0	0
Washc2	30.833333	0	0	0	0	185	0	0
Tfg	30.833333	0	0	0	79	106	0	0
Rrnad1	30.833333	0	0	0	0	185	0	0
Piwil4	30.833333	0	0	0	185	0	0	0
Mgl2	30.833333	0	0	0	0	185	0	0
Isg20l2	30.833333	0	0	0	0	185	0	0
Gan	30.833333	0	0	0	0	185	0	0
Dnajb2	30.833333	71	0	114	0	0	0	0
Cnnm2	30.833333	0	0	0	185	0	0	0
Cldn10	30.833333	0	0	0	0	0	185	0
Cdkn1a	30.833333	0	0	0	107	78	0	0
Azin1	30.833333	77	0	0	108	0	0	0
Atp6v0c	30.833333	0	0	0	84	101	0	0
A530021J07Rik	30.833333	0	0	0	185	0	0	0
1700016C15Rik	30.833333	0	0	0	185	0	0	0
Wtap	30.666667	0	0	0	184	0	0	0
Ucp2	30.666667	0	0	0	184	0	0	0
Ubash3a	30.666667	0	0	0	184	0	0	0
Tssk4	30.666667	0	0	0	0	0	184	0
Tmem268	30.666667	103	0	0	0	81	0	0
Rcor1	30.666667	0	0	0	184	0	0	0
Pdap1	30.666667	0	0	0	0	184	0	0
Olfr272	30.666667	0	0	0	0	184	0	0
Midn	30.666667	76	0	0	108	0	0	0
Bud31	30.666667	0	0	0	0	184	0	0
Atmin	30.666667	0	0	0	184	0	0	0
Aanat	30.666667	0	0	0	184	0	0	0
Zfp367	30.500000	0	0	0	183	0	0	0
Zbtb10	30.500000	0	0	0	0	0	183	0
Vgll4	30.500000	0	0	0	183	0	0	0
Tom1l1	30.500000	0	0	0	183	0	0	0
Shld1	30.500000	0	0	0	183	0	0	0
Senp6	30.500000	0	0	0	183	0	0	0
Sec14l2	30.500000	0	0	0	183	0	0	0
Pqlc3	30.500000	183	0	0	0	0	0	0
Ndufa4l2	30.500000	0	0	0	0	183	0	0
Arhgap4	30.500000	0	0	0	183	0	0	0
Zfp869	30.333333	77	0	0	105	0	0	0
Tmem182	30.333333	0	0	0	182	0	0	0
Slc30a5	30.333333	0	0	0	182	0	0	0
Rbm17	30.333333	0	0	0	0	182	0	0
Mxd1	30.333333	0	0	0	0	182	0	0
Il21r	30.333333	0	0	0	0	0	182	0
Hkdc1	30.333333	0	0	0	182	0	0	0
Hipk2	30.333333	0	0	0	182	0	0	0
H2-M5	30.333333	0	0	0	182	0	0	0
Gpr19	30.333333	0	0	0	182	0	0	0
Gm1966	30.333333	0	0	0	182	0	0	0
Fam241a	30.333333	0	0	0	182	0	0	0
Eif3b	30.333333	91	0	0	0	91	0	0
Cab39	30.333333	0	0	0	0	182	0	0
Ap2a1	30.333333	0	0	0	83	99	0	0
Zbtb46	30.166667	95	86	0	0	0	0	0
Timm50	30.166667	0	0	0	0	181	0	0
Smim12	30.166667	0	0	0	181	0	0	0
Scnn1g	30.166667	0	0	0	0	181	0	0
Scd4	30.166667	0	0	0	181	0	0	0
Rab5c	30.166667	0	0	0	100	81	0	0
Ppp1r7	30.166667	0	0	0	87	94	0	0
Pask	30.166667	0	0	0	87	94	0	0
Pank1	30.166667	0	0	0	181	0	0	0
P2rx4	30.166667	0	0	0	181	0	0	0
Olfr202	30.166667	0	0	0	181	0	0	0
Nedd9	30.166667	181	0	0	0	0	0	0
Dnm1	30.166667	0	0	0	0	181	0	0
Creb1	30.166667	0	0	0	0	181	0	0
Coro2a	30.166667	0	0	0	104	77	0	0
C5ar2	30.166667	0	0	0	181	0	0	0
Blcap	30.166667	0	0	0	94	87	0	0
Becn1	30.166667	0	0	0	0	181	0	0
Zfp65	30.000000	0	0	0	0	180	0	0
Zfc3h1	30.000000	0	0	0	79	101	0	0
Zbtb20	30.000000	0	0	0	180	0	0	0
Tonsl	30.000000	0	0	0	0	180	0	0
Thap2	30.000000	0	0	0	79	101	0	0
Shc1	30.000000	0	0	0	180	0	0	0
Rasl2-9	30.000000	0	0	0	0	180	0	0
Pip4k2a	30.000000	0	0	0	180	0	0	0
Obox5	30.000000	0	0	0	0	0	180	0
Nme3	30.000000	0	0	0	0	180	0	0
Mrps34	30.000000	0	0	0	0	180	0	0
Gtpbp3	30.000000	0	0	0	0	180	0	0
Gm10318	30.000000	0	0	0	0	0	180	0
Gipc1	30.000000	0	0	0	103	77	0	0
Eme2	30.000000	0	0	0	0	180	0	0
Dmxl1	30.000000	0	0	0	180	0	0	0
Cldn11	30.000000	0	0	0	0	180	0	0
Cks1b	30.000000	0	0	0	180	0	0	0
Ccdc60	30.000000	0	0	0	0	0	180	0
Ano8	30.000000	0	0	0	0	180	0	0
Ackr1	30.000000	0	0	0	180	0	0	0
Ubald1	29.833333	0	0	0	179	0	0	0
Tas2r140	29.833333	0	0	0	0	0	179	0
Supt5	29.833333	0	0	0	0	179	0	0
Prr22	29.833333	0	0	0	0	179	0	0
Mrpl28	29.833333	0	0	0	0	179	0	0
Metap2	29.833333	0	0	0	179	0	0	0
Jak2	29.833333	0	0	0	179	0	0	0
Ipp	29.833333	0	0	0	89	90	0	0
Hook2	29.833333	0	0	0	0	179	0	0
Fbrs	29.833333	0	0	0	179	0	0	0
Cnot4	29.833333	72	0	0	107	0	0	0
Ttc32	29.666667	97	0	0	0	81	0	0
Trpv2	29.666667	0	0	0	178	0	0	0
Timmdc1	29.666667	0	0	0	93	85	0	0
Serpinb6b	29.666667	0	178	0	0	0	0	0
Ninj1	29.666667	86	0	0	0	92	0	0
Mtpn	29.666667	0	0	0	178	0	0	0
Lrrc10	29.666667	0	0	0	178	0	0	0
Lmbrd1	29.666667	0	0	0	0	178	0	0
Hopx	29.666667	0	0	0	178	0	0	0
Dimt1	29.666667	0	0	0	0	178	0	0
Cyb5r4	29.666667	0	0	0	81	97	0	0
Crk	29.666667	0	0	0	62	116	0	0
Clec4n	29.666667	104	0	0	0	74	0	0
Capn10	29.666667	0	0	0	178	0	0	0
Canx	29.666667	0	0	0	178	0	0	0
Arid5a	29.666667	178	0	0	0	0	0	0
Ahnak	29.666667	0	0	0	178	0	0	0
Zfp959	29.500000	0	0	0	0	177	0	0
Traip	29.500000	0	0	0	177	0	0	0
Tex26	29.500000	0	0	0	177	0	0	0
Rps14	29.500000	91	0	0	0	86	0	0
Ninl	29.500000	0	0	0	177	0	0	0
Man2b2	29.500000	0	0	0	177	0	0	0
Dnph1	29.500000	0	0	0	177	0	0	0
Scfd1	29.333333	0	0	0	176	0	0	0
Rpn2	29.333333	176	0	0	0	0	0	0
Rfx1	29.333333	0	0	0	76	100	0	0
Ost4	29.333333	78	0	0	98	0	0	0
Nrde2	29.333333	0	0	0	73	103	0	0
Mroh8	29.333333	176	0	0	0	0	0	0
Klhl7	29.333333	0	0	0	176	0	0	0
Fcgr1	29.333333	0	0	0	176	0	0	0
Baiap2	29.333333	0	0	0	176	0	0	0
Angptl8	29.333333	0	0	0	0	176	0	0
Acsl5	29.333333	0	0	0	176	0	0	0
Zfp52	29.166667	0	0	0	0	175	0	0
Tmf1	29.166667	0	0	0	175	0	0	0
Prune1	29.166667	0	0	0	175	0	0	0
Pramel12	29.166667	175	0	0	0	0	0	0
Mindy1	29.166667	0	0	0	175	0	0	0
Foxs1	29.166667	0	0	0	0	175	0	0
Ccdc9b	29.166667	0	0	0	0	175	0	0
4932438H23Rik	29.166667	0	0	0	0	175	0	0
4931428F04Rik	29.166667	0	0	0	0	175	0	0
Slc5a5	29.000000	0	0	0	174	0	0	0
Rpl18a	29.000000	0	0	0	174	0	0	0
Prdx3	29.000000	0	0	0	174	0	0	0
Pard6a	29.000000	93	0	0	0	81	0	0
Impdh2	29.000000	0	0	0	0	174	0	0
Hsd17b4	29.000000	0	0	0	174	0	0	0
Homer1	29.000000	0	0	0	174	0	0	0
Hnrnpl	29.000000	0	0	0	174	0	0	0
H2bc1	29.000000	174	0	0	0	0	0	0
H2ac1	29.000000	174	0	0	0	0	0	0
Fam76b	29.000000	0	0	0	174	0	0	0
Dusp3	29.000000	0	0	0	174	0	0	0
Csf3	29.000000	0	0	0	0	174	0	0
Cfap97d1	29.000000	0	0	0	174	0	0	0
Cep57	29.000000	0	0	0	174	0	0	0
Acd	29.000000	93	0	0	0	81	0	0
Tspan13	28.833333	0	0	0	173	0	0	0
Tmem150b	28.833333	0	0	0	173	0	0	0
Nucks1	28.833333	0	0	0	173	0	0	0
Mylip	28.833333	58	0	0	115	0	0	0
Mrpl22	28.833333	0	0	0	173	0	0	0
H2-T24	28.833333	0	0	0	173	0	0	0
Gemin5	28.833333	0	0	0	173	0	0	0
Dedd	28.833333	0	0	0	109	64	0	0
Tpm3	28.666667	0	0	0	172	0	0	0
Sharpin	28.666667	0	0	0	0	172	0	0
Sertad3	28.666667	0	0	0	93	79	0	0
Rpain	28.666667	0	0	0	172	0	0	0
Rnf150	28.666667	0	0	0	172	0	0	0
Prepl	28.666667	0	0	0	106	66	0	0
Maf1	28.666667	0	0	0	0	172	0	0
Gm35339	28.666667	0	0	0	0	172	0	0
Dcp1b	28.666667	0	0	0	0	172	0	0
Ceacam9	28.666667	0	0	0	0	0	172	0
Camkmt	28.666667	0	0	0	106	66	0	0
Acsbg3	28.666667	0	0	0	172	0	0	0
Acsbg2	28.666667	0	0	0	172	0	0	0
A3galt2	28.666667	0	0	0	172	0	0	0
Trmu	28.500000	0	0	0	0	171	0	0
Tomm5	28.500000	0	0	0	171	0	0	0
Terf2	28.500000	0	0	0	171	0	0	0
Stk10	28.500000	0	0	0	171	0	0	0
Slco3a1	28.500000	0	0	0	171	0	0	0
Rpl24	28.500000	0	0	0	0	171	0	0
Rad50	28.500000	0	0	0	88	83	0	0
Plekha3	28.500000	0	0	0	171	0	0	0
Mgst3	28.500000	0	0	0	171	0	0	0
Gpc1	28.500000	0	0	0	0	171	0	0
Gnas	28.500000	0	0	0	0	171	0	0
Fkbp7	28.500000	0	0	0	171	0	0	0
Atf4	28.500000	79	0	0	92	0	0	0
Snrnp25	28.333333	0	0	0	170	0	0	0
Rps24	28.333333	0	0	0	0	170	0	0
Prpf38a	28.333333	0	0	0	103	67	0	0
Prok1	28.333333	0	0	0	0	170	0	0
Polr3a	28.333333	0	0	0	0	170	0	0
Pdia3	28.333333	0	0	0	0	0	170	0
Orc1	28.333333	0	0	0	103	67	0	0
Olfr222	28.333333	0	0	0	0	170	0	0
Nlrp12	28.333333	0	0	0	0	170	0	0
Il9r	28.333333	0	0	0	170	0	0	0
Gprc5b	28.333333	0	0	0	0	170	0	0
Cmip	28.333333	0	0	0	170	0	0	0
Catsper2	28.333333	0	0	0	0	0	170	0
Bbs1	28.333333	0	0	0	0	170	0	0
A630076J17Rik	28.333333	0	0	0	0	170	0	0
Tnfaip6	28.166667	0	0	0	0	169	0	0
Tbc1d23	28.166667	0	0	0	169	0	0	0
Smn1	28.166667	0	0	0	0	169	0	0
Ptma	28.166667	0	0	0	169	0	0	0
Patl1	28.166667	0	0	0	169	0	0	0
Olfr1226	28.166667	0	0	0	93	76	0	0
Klf13	28.166667	0	0	0	169	0	0	0
Eif2ak2	28.166667	0	0	0	169	0	0	0
C1qtnf12	28.166667	0	0	0	0	169	0	0
C1d	28.166667	0	0	0	0	169	0	0
Arhgap42	28.166667	0	0	0	0	0	169	0
T2	28.000000	87	0	0	0	81	0	0
Slx1b	28.000000	0	0	0	0	168	0	0
Slc30a1	28.000000	0	0	0	168	0	0	0
Khdc4	28.000000	0	0	0	168	0	0	0
Kat2a	28.000000	0	0	0	168	0	0	0
Hspb9	28.000000	0	0	0	168	0	0	0
Fem1b	28.000000	0	0	0	0	168	0	0
Cx3cr1	28.000000	0	0	0	0	168	0	0
Coq10b	28.000000	0	0	0	0	168	0	0
Bola2	28.000000	0	0	0	0	168	0	0
Bbs10	28.000000	0	0	0	0	168	0	0
Uba52	27.833333	0	0	0	167	0	0	0
Ttc26	27.833333	0	0	0	0	167	0	0
Timm10b	27.833333	0	0	0	0	167	0	0
Tfcp2	27.833333	0	0	0	167	0	0	0
Sp1	27.833333	0	0	0	94	73	0	0
Rps6	27.833333	0	0	0	0	167	0	0
Rgs10	27.833333	0	167	0	0	0	0	0
Gmds	27.833333	0	0	0	167	0	0	0
Fyb	27.833333	0	0	0	167	0	0	0
Fam234a	27.833333	0	0	0	167	0	0	0
Echdc3	27.833333	0	0	0	167	0	0	0
Arfip2	27.833333	0	0	0	0	167	0	0
Ankrd63	27.833333	0	0	0	167	0	0	0
Ankle2	27.833333	0	0	0	103	64	0	0
Zfp707	27.666667	0	0	0	166	0	0	0
Ubxn11	27.666667	0	0	0	166	0	0	0
Tle2	27.666667	0	0	0	0	166	0	0
Spred2	27.666667	66	0	0	100	0	0	0
Puf60	27.666667	85	0	0	0	81	0	0
Psmd1	27.666667	0	0	0	0	166	0	0
Prorsd1	27.666667	0	0	0	166	0	0	0
Mrpl33	27.666667	0	0	0	166	0	0	0
Meaf6	27.666667	0	0	0	89	77	0	0
Ikbke	27.666667	0	0	0	166	0	0	0
Eml6	27.666667	0	0	0	166	0	0	0
Arhgap45	27.666667	0	0	0	0	166	0	0
Rev3l	27.500000	0	0	0	0	165	0	0
Irf2bp1	27.500000	0	0	0	0	165	0	0
Hnrnpa1	27.500000	0	0	0	0	0	165	0
Flna	27.500000	0	0	0	165	0	0	0
D030056L22Rik	27.500000	0	0	0	165	0	0	0
Cutc	27.500000	0	0	0	165	0	0	0
Cox15	27.500000	0	0	0	165	0	0	0
Cbx5	27.500000	0	0	0	0	0	165	0
Abl1	27.500000	0	0	0	165	0	0	0
Tspan2	27.333333	164	0	0	0	0	0	0
Tmem79	27.333333	0	0	0	164	0	0	0
Thumpd2	27.333333	0	0	0	164	0	0	0
Smg5	27.333333	0	0	0	164	0	0	0
