Target_genes	Clock|Average	SRX1098141|Beta-TC-6	SRX7525068|Gastrocnemius_muscle	SRX7525069|Gastrocnemius_muscle	DRX011942|Liver	DRX011943|Liver	DRX011944|Liver	DRX011945|Liver	DRX011946|Liver	DRX011947|Liver	DRX011948|Liver	DRX011949|Liver	DRX011950|Liver	DRX011951|Liver	DRX011952|Liver	DRX011953|Liver	DRX011954|Liver	DRX011955|Liver	DRX011956|Liver	DRX011957|Liver	DRX011958|Liver	DRX011959|Liver	DRX011960|Liver	DRX011961|Liver	SRX131982|Liver	SRX285121|Liver	SRX285122|Liver	SRX285123|Liver	SRX285124|Liver	SRX285125|Liver	SRX285126|Liver	SRX285127|Liver	SRX285128|Liver	SRX285129|Liver	SRX285130|Liver	SRX285131|Liver	SRX285132|Liver	SRX414999|Liver	SRX415000|Liver	SRX4416878|Liver	SRX4416879|Liver	SRX4416880|Liver	SRX4416881|Liver	SRX4416892|Liver	SRX4416894|Liver	SRX4416896|Liver	SRX4416898|Liver	SRX710452|Liver	SRX710446|NIH/3T3	SRX710447|NIH/3T3	SRX710448|NIH/3T3	SRX710449|NIH/3T3	SRX710450|NIH/3T3	SRX710451|NIH/3T3	STRING
Plpp1	18.245283	0	139	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc57	18.245283	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus2	18.245283	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnaq	18.245283	0	107	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	84	0	154	0	110	169	0	0	0	0	0	0	0	0	0
Dhx15	18.245283	0	75	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	170	200	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve19	18.226415	0	93	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98c	18.226415	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	178	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0
Dnajc17	18.226415	0	93	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	18.226415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	147	139	0	191	0	118	195	0	0	0	0	0	0	0	0	0
Atg16l1	18.226415	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdyhv1	18.207547	0	200	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpgs2	18.207547	0	257	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	100	0	0	117	0	0	0	0	0	0	0	0	0
Tmem238	18.207547	0	115	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	172	0	121	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Tfg	18.207547	0	168	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	148	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdp2	18.207547	0	138	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl28	18.207547	0	115	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	172	0	121	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Pwp1	18.207547	0	232	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	174	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
Mlip	18.207547	0	336	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn5	18.207547	0	133	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	93	123	144	0	129	0	0	0	0	0	0	0	0	0	0
Acot13	18.207547	0	138	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW554918	18.207547	0	257	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	100	0	0	117	0	0	0	0	0	0	0	0	0
Wrn	18.169811	0	225	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Purg	18.169811	0	225	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitx3	18.169811	0	191	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	76	85	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Gbf1	18.169811	0	191	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	76	85	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Tnnc2	18.150943	0	421	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setmar	18.150943	0	243	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf40	18.150943	0	369	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f14	18.150943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc189	18.150943	0	369	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thsd1	18.132075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	134	104	0	192	0	168	118	0	0	0	0	0	0	0	0	0
Syngr2	18.132075	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	163	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpab	18.113208	0	212	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4a	18.113208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam13a	18.113208	0	237	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b3	18.094340	0	114	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk9	18.094340	0	224	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cog4	18.094340	0	114	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmtr1	18.094340	0	96	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciz1	18.094340	0	306	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	91	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
Selenop	18.075472	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarnp	18.075472	0	298	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ormdl2	18.075472	0	298	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc41a2	18.056604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	177	187	132	225	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	18.056604	0	221	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2d	18.056604	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510002D24Rik	18.056604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	217	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
Tomm20l	18.037736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	123	0	0	182	0	184	193	0	0	0	0	0	0	0	0	0
Set	18.037736	0	145	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	105	101	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Dtna	18.037736	0	371	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap32	18.037736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	129	155	0	213	0	133	0	0	0	0	0	0	0	0	0	0
Prrc2c	18.018868	0	181	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27021	18.018868	0	206	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emc8	18.018868	0	206	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox4i1	18.018868	0	206	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp9	18.018868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	242	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Tfcp2l1	18.000000	0	109	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	130	0	148	145	0	0	0	0	0	0	0	0	0
Sec61a2	18.000000	0	249	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	146	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Garre1	18.000000	0	199	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrm1	17.981132	0	122	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	199	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0
Pex19	17.981132	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme3	17.981132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps34	17.981132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itpr1	17.981132	0	166	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eme2	17.981132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp15	17.962264	0	194	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psma2	17.962264	0	210	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigyl	17.962264	0	175	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl32	17.962264	0	210	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem204	17.943396	0	213	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem39b	17.924528	0	237	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strn4	17.924528	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	232	0	0	250	0	0	145	0	0	0	0	0	0	0	0	0
Srf	17.924528	0	249	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdx	17.924528	0	85	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansl3	17.924528	0	172	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkrp	17.924528	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	232	0	0	250	0	0	145	0	0	0	0	0	0	0	0	0
Fer1l5	17.924528	0	172	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp784	17.905660	0	334	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	17.905660	0	261	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssh2	17.905660	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcmf1	17.905660	0	81	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14322	17.905660	0	268	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcs1l	17.905660	0	261	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd54	17.905660	0	262	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp38	17.886792	0	207	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa20	17.886792	0	200	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k3	17.886792	0	288	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam124a	17.886792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	122	0	136	0	120	0	0	148	0	0	0	0	0	0	0	0	0
Wnt9a	17.867925	0	169	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Scx	17.867925	0	366	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan25	17.849057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm22	17.849057	0	225	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd8	17.849057	0	236	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2f2	17.849057	0	141	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	76	0	0	172	0	138	0	0	0	0	0	0	0	0	0	0
Cep72	17.849057	0	279	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2aipnl	17.849057	0	185	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akirin1	17.849057	0	141	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp513	17.830189	0	247	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d3	17.830189	0	153	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5f	17.830189	0	187	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgat1	17.830189	0	221	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	103	0	0	0	107	0	101	0	0	0	0	0	0	0	0	0	0
Coq5	17.830189	0	190	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp48	17.811321	0	110	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	130	0	139	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Rab5c	17.811321	0	126	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehbp1	17.811321	0	149	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpd52	17.792453	0	101	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	79	96	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Nuak1	17.792453	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	17.792453	0	316	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rell2	17.773585	0	89	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	117	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Isg15	17.773585	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	252	188	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Hdac3	17.773585	0	89	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	117	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Gars	17.773585	0	117	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	157	0	0	109	0	0	135	0	0	0	0	0	0	0	0	0
