Target_genes	Nfix|Average	SRX7895562|Cerebellum_neural_progenitors	SRX7895563|Cerebellum_neural_progenitors	SRX10118211|HPC5	SRX10118213|HPC5	SRX10118215|HPC5	SRX10118216|HPC5	STRING
Mapkbp1	24.500000	0	147	0	0	0	0	0
Mal	24.500000	0	0	147	0	0	0	0
Lonp2	24.500000	0	0	147	0	0	0	0
Iffo1	24.500000	0	0	0	0	147	0	0
Gnptg	24.500000	0	0	75	0	72	0	0
Fsd2	24.500000	0	0	147	0	0	0	0
Fkbp4	24.500000	0	0	0	147	0	0	0
Dolk	24.500000	0	0	147	0	0	0	0
Decr2	24.500000	0	0	147	0	0	0	0
Cuta	24.500000	0	147	0	0	0	0	0
Cox14	24.500000	0	0	147	0	0	0	0
Ccnl2	24.500000	0	0	147	0	0	0	0
Ccdc126	24.500000	0	0	147	0	0	0	0
Atoh8	24.500000	0	147	0	0	0	0	0
Ankrd13c	24.500000	0	69	0	0	78	0	0
Zfp872	24.333333	0	146	0	0	0	0	0
Zdhhc11	24.333333	0	0	0	146	0	0	0
Wdr92	24.333333	0	146	0	0	0	0	0
Tgfb2	24.333333	0	146	0	0	0	0	0
Rock1	24.333333	0	0	146	0	0	0	0
Rbl1	24.333333	0	0	146	0	0	0	0
Pno1	24.333333	0	146	0	0	0	0	0
Pak6	24.333333	0	146	0	0	0	0	0
Mlx	24.333333	0	146	0	0	0	0	0
Mllt6	24.333333	0	146	0	0	0	0	0
Lsr	24.333333	0	0	146	0	0	0	0
Igsf10	24.333333	0	146	0	0	0	0	0
Hsd17b1	24.333333	0	146	0	0	0	0	0
Fam187b	24.333333	0	0	146	0	0	0	0
Dusp18	24.333333	0	0	0	0	146	0	0
Cxxc1	24.333333	0	146	0	0	0	0	0
Coasy	24.333333	0	146	0	0	0	0	0
Adnp2	24.333333	0	0	146	0	0	0	0
Acin1	24.333333	0	0	0	0	146	0	0
4921536K21Rik	24.333333	0	0	0	0	146	0	0
Tmem156	24.166667	0	145	0	0	0	0	0
Tmc3	24.166667	0	145	0	0	0	0	0
Smad9	24.166667	0	145	0	0	0	0	0
Porcn	24.166667	0	145	0	0	0	0	0
Olfr437	24.166667	0	145	0	0	0	0	0
Nav2	24.166667	0	145	0	0	0	0	0
Mrps33	24.166667	0	0	145	0	0	0	0
Mdm2	24.166667	0	0	145	0	0	0	0
Jcad	24.166667	0	0	0	0	145	0	0
Inppl1	24.166667	0	0	145	0	0	0	0
Fut10	24.166667	0	145	0	0	0	0	0
Fam160b1	24.166667	0	145	0	0	0	0	0
Edc3	24.166667	0	0	145	0	0	0	0
Ctsz	24.166667	0	0	145	0	0	0	0
Csnk1g2	24.166667	0	145	0	0	0	0	0
Creld2	24.166667	0	145	0	0	0	0	0
Clec4g	24.166667	0	145	0	0	0	0	0
Chodl	24.166667	145	0	0	0	0	0	0
Cd209d	24.166667	0	145	0	0	0	0	0
Ccl1	24.166667	0	145	0	0	0	0	0
Capza2	24.166667	0	0	145	0	0	0	0
Atg4d	24.166667	0	145	0	0	0	0	0
Asb1	24.166667	0	0	145	0	0	0	0
Ano2	24.166667	0	145	0	0	0	0	0
Alg12	24.166667	0	145	0	0	0	0	0
Utp15	24.000000	0	0	144	0	0	0	0
Tmed1	24.000000	0	144	0	0	0	0	0
Th	24.000000	0	144	0	0	0	0	0
Tbc1d10b	24.000000	0	0	144	0	0	0	0
Stat1	24.000000	0	0	144	0	0	0	0
Shc3	24.000000	0	144	0	0	0	0	0
Rpp25l	24.000000	0	0	144	0	0	0	0
Rmnd1	24.000000	0	144	0	0	0	0	0
Psmd6	24.000000	0	144	0	0	0	0	0
Prelid3a	24.000000	0	0	0	0	144	0	0
Polr2c	24.000000	0	144	0	0	0	0	0
Mylpf	24.000000	0	0	144	0	0	0	0
Myh8	24.000000	0	144	0	0	0	0	0
Mrps26	24.000000	0	0	144	0	0	0	0
Lyrm7	24.000000	0	144	0	0	0	0	0
Leng1	24.000000	0	144	0	0	0	0	0
Gm45915	24.000000	0	0	0	0	144	0	0
Gemin6	24.000000	0	0	144	0	0	0	0
Ctcf	24.000000	0	0	0	0	144	0	0
Ccdc62	24.000000	0	0	144	0	0	0	0
Armt1	24.000000	0	144	0	0	0	0	0
Ankra2	24.000000	0	0	144	0	0	0	0
Adck5	24.000000	0	0	144	0	0	0	0
Zfp869	23.833333	0	0	143	0	0	0	0
Trip12	23.833333	0	0	143	0	0	0	0
Tmem165	23.833333	0	0	0	0	143	0	0
Tcf25	23.833333	0	143	0	0	0	0	0
Srsf7	23.833333	0	0	143	0	0	0	0
Rps7	23.833333	0	143	0	0	0	0	0
Rhbdf1	23.833333	0	143	0	0	0	0	0
Phf5a	23.833333	0	143	0	0	0	0	0
Nmral1	23.833333	0	143	0	0	0	0	0
Ndufa9	23.833333	0	143	0	0	0	0	0
Myoc	23.833333	0	143	0	0	0	0	0
Mpg	23.833333	0	143	0	0	0	0	0
Kbtbd12	23.833333	0	143	0	0	0	0	0
Hgh1	23.833333	0	0	143	0	0	0	0
Gpd1l	23.833333	0	143	0	0	0	0	0
Got1	23.833333	0	143	0	0	0	0	0
Ffar2	23.833333	0	0	143	0	0	0	0
Fbxo36	23.833333	0	0	143	0	0	0	0
Emsy	23.833333	0	143	0	0	0	0	0
Cyb5a	23.833333	0	143	0	0	0	0	0
Cfap126	23.833333	0	143	0	0	0	0	0
Akap3	23.833333	0	143	0	0	0	0	0
Ahnak2	23.833333	0	0	143	0	0	0	0
Adcy3	23.833333	0	143	0	0	0	0	0
Aco2	23.833333	0	143	0	0	0	0	0
Vps4a	23.666667	0	142	0	0	0	0	0
Tsg101	23.666667	0	0	0	142	0	0	0
Tmod2	23.666667	0	142	0	0	0	0	0
Tmem40	23.666667	0	0	142	0	0	0	0
Rnls	23.666667	0	0	142	0	0	0	0
Ppl	23.666667	0	142	0	0	0	0	0
Phf14	23.666667	0	142	0	0	0	0	0
Osbp2	23.666667	0	142	0	0	0	0	0
Nphp1	23.666667	0	142	0	0	0	0	0
Nol12	23.666667	0	142	0	0	0	0	0
Ndufa4	23.666667	0	142	0	0	0	0	0
Ncoa2	23.666667	0	0	142	0	0	0	0
Mtmr14	23.666667	0	142	0	0	0	0	0
Mtln	23.666667	0	142	0	0	0	0	0
Mcub	23.666667	0	142	0	0	0	0	0
Maff	23.666667	0	0	142	0	0	0	0
Lancl2	23.666667	0	142	0	0	0	0	0
Gpr160	23.666667	0	0	0	0	142	0	0
Gm4791	23.666667	0	142	0	0	0	0	0
Cyth2	23.666667	0	0	142	0	0	0	0
Cyp11a1	23.666667	0	142	0	0	0	0	0
Uqcrfs1	23.500000	0	0	141	0	0	0	0
Unc5d	23.500000	0	141	0	0	0	0	0
Trmt61a	23.500000	0	141	0	0	0	0	0
Slc17a6	23.500000	0	141	0	0	0	0	0
Scg5	23.500000	0	141	0	0	0	0	0
Ptch1	23.500000	0	0	141	0	0	0	0
Otud4	23.500000	0	141	0	0	0	0	0
Nudt8	23.500000	0	0	0	0	141	0	0
Nrsn2	23.500000	0	0	141	0	0	0	0
Hyou1	23.500000	0	141	0	0	0	0	0
Doc2g	23.500000	0	0	0	0	141	0	0
Dap	23.500000	0	141	0	0	0	0	0
Coq9	23.500000	0	0	0	0	141	0	0
Ciapin1	23.500000	0	0	0	0	141	0	0
Arhgap23	23.500000	0	141	0	0	0	0	0
4932438H23Rik	23.500000	0	141	0	0	0	0	0
Zcchc14	23.333333	0	140	0	0	0	0	0
Zbtb22	23.333333	0	0	0	0	140	0	0
Trappc8	23.333333	0	140	0	0	0	0	0
Tradd	23.333333	0	0	140	0	0	0	0
Tdp2	23.333333	0	140	0	0	0	0	0
Tapbp	23.333333	0	0	0	0	140	0	0
Stx4a	23.333333	0	0	140	0	0	0	0
Smim18	23.333333	0	140	0	0	0	0	0
Sipa1	23.333333	0	0	140	0	0	0	0
Scarf1	23.333333	0	140	0	0	0	0	0
Rps21	23.333333	0	0	0	0	140	0	0
Rilp	23.333333	0	140	0	0	0	0	0
Rgs14	23.333333	0	0	140	0	0	0	0
Rbpms2	23.333333	0	0	0	0	140	0	0
Rbfa	23.333333	0	0	0	0	140	0	0
Nipsnap3a	23.333333	0	140	0	0	0	0	0
Mta3	23.333333	0	0	140	0	0	0	0
Lrp5	23.333333	0	140	0	0	0	0	0
Lmo1	23.333333	0	0	0	0	140	0	0
Hhatl	23.333333	0	140	0	0	0	0	0
Fbxl8	23.333333	0	0	140	0	0	0	0
Eps15	23.333333	0	0	140	0	0	0	0
Eola1	23.333333	0	0	140	0	0	0	0
Dlgap3	23.333333	0	140	0	0	0	0	0
C2cd5	23.333333	0	140	0	0	0	0	0
Acot13	23.333333	0	140	0	0	0	0	0
Ticrr	23.166667	0	139	0	0	0	0	0
St6gal1	23.166667	0	139	0	0	0	0	0
Slc35f3	23.166667	0	139	0	0	0	0	0
Pld5	23.166667	0	139	0	0	0	0	0
Pias1	23.166667	0	0	139	0	0	0	0
Phyhip	23.166667	0	139	0	0	0	0	0
Npm1	23.166667	0	0	0	0	139	0	0
Naca	23.166667	0	139	0	0	0	0	0
Mcat	23.166667	0	0	139	0	0	0	0
Krtap13-1	23.166667	0	139	0	0	0	0	0
Krt80	23.166667	0	0	139	0	0	0	0
Klf7	23.166667	0	139	0	0	0	0	0
Khsrp	23.166667	0	0	139	0	0	0	0
Hltf	23.166667	0	0	139	0	0	0	0
Ghr	23.166667	0	139	0	0	0	0	0
Gdpd2	23.166667	0	0	139	0	0	0	0
Enho	23.166667	0	139	0	0	0	0	0
Dstyk	23.166667	0	139	0	0	0	0	0
Dnajc21	23.166667	0	139	0	0	0	0	0
Celf3	23.166667	0	0	139	0	0	0	0
Ccdc43	23.166667	0	0	0	0	139	0	0
Ammecr1l	23.166667	0	139	0	0	0	0	0
Zbtb16	23.000000	0	0	0	0	138	0	0
Vat1l	23.000000	0	138	0	0	0	0	0
Usp4	23.000000	0	138	0	0	0	0	0
Ubl5	23.000000	0	138	0	0	0	0	0
Tril	23.000000	0	138	0	0	0	0	0
Slco1a4	23.000000	0	138	0	0	0	0	0
Rpl29	23.000000	0	0	0	0	138	0	0
Rhobtb2	23.000000	0	138	0	0	0	0	0
Pvalb	23.000000	0	138	0	0	0	0	0
Pts	23.000000	0	0	138	0	0	0	0
Phgr1	23.000000	0	138	0	0	0	0	0
Parp8	23.000000	0	0	0	0	138	0	0
Mindy4	23.000000	0	138	0	0	0	0	0
Malsu1	23.000000	0	0	138	0	0	0	0
Limch1	23.000000	0	138	0	0	0	0	0
Gpr3	23.000000	0	138	0	0	0	0	0
Fbxl12	23.000000	0	138	0	0	0	0	0
Fam174a	23.000000	0	0	138	0	0	0	0
Disp2	23.000000	0	138	0	0	0	0	0
Atxn7l2	23.000000	0	0	138	0	0	0	0
Ankrd11	23.000000	0	0	138	0	0	0	0
Adam12	23.000000	0	138	0	0	0	0	0
Abhd17c	23.000000	0	0	138	0	0	0	0
Yipf5	22.833333	0	0	137	0	0	0	0
Xkr8	22.833333	0	0	0	0	137	0	0
Vwc2l	22.833333	0	137	0	0	0	0	0
Usp30	22.833333	0	0	137	0	0	0	0
Upk3a	22.833333	0	137	0	0	0	0	0
Triap1	22.833333	0	137	0	0	0	0	0
Tmem87b	22.833333	0	137	0	0	0	0	0
Tbxas1	22.833333	0	137	0	0	0	0	0
Srsf9	22.833333	0	0	137	0	0	0	0
Rnf170	22.833333	0	137	0	0	0	0	0
Recql4	22.833333	0	137	0	0	0	0	0
Ociad1	22.833333	0	137	0	0	0	0	0
Lrrc14	22.833333	0	137	0	0	0	0	0
Hook3	22.833333	0	137	0	0	0	0	0
Gatc	22.833333	0	137	0	0	0	0	0
Dynlt1b	22.833333	0	0	137	0	0	0	0
Colgalt1	22.833333	0	0	137	0	0	0	0
Cenpw	22.833333	0	0	137	0	0	0	0
Ccdc9	22.833333	0	0	137	0	0	0	0
Canx	22.833333	0	0	137	0	0	0	0
Cadm2	22.833333	0	137	0	0	0	0	0
Atp5b	22.833333	0	0	137	0	0	0	0
Apba2	22.833333	0	137	0	0	0	0	0
Alg1	22.833333	0	0	137	0	0	0	0
Zfp141	22.666667	0	0	136	0	0	0	0
Zfp131	22.666667	0	0	0	0	136	0	0
Tpp1	22.666667	0	0	136	0	0	0	0
Stxbp3	22.666667	0	0	136	0	0	0	0
Rpl31	22.666667	0	0	136	0	0	0	0
Pef1	22.666667	0	0	136	0	0	0	0
Nfib	22.666667	0	136	0	0	0	0	0
Ndufab1	22.666667	0	136	0	0	0	0	0
Mks1	22.666667	0	0	136	0	0	0	0
Irak1bp1	22.666667	0	0	0	0	136	0	0
Frs2	22.666667	0	136	0	0	0	0	0
Flt3	22.666667	0	0	0	0	136	0	0
D16Ertd472e	22.666667	0	0	136	0	0	0	0
Ctnna2	22.666667	0	136	0	0	0	0	0
Cdc20b	22.666667	0	136	0	0	0	0	0
Cacnb4	22.666667	0	136	0	0	0	0	0
Arhgef10l	22.666667	0	136	0	0	0	0	0
Ucp2	22.500000	0	0	0	0	135	0	0
Tcta	22.500000	0	0	0	0	135	0	0
Taf4b	22.500000	0	0	0	0	135	0	0
Syt8	22.500000	0	135	0	0	0	0	0
Ssr1	22.500000	0	135	0	0	0	0	0
Sod2	22.500000	0	135	0	0	0	0	0
Slc35a3	22.500000	0	0	135	0	0	0	0
Rint1	22.500000	0	135	0	0	0	0	0
Rhoa	22.500000	0	0	0	0	135	0	0
Rag1	22.500000	0	135	0	0	0	0	0
Rab11fip3	22.500000	0	0	0	0	135	0	0
Pus7	22.500000	0	135	0	0	0	0	0
Psma1	22.500000	0	135	0	0	0	0	0
Msto1	22.500000	0	0	135	0	0	0	0
Mphosph10	22.500000	0	135	0	0	0	0	0
Med18	22.500000	0	135	0	0	0	0	0
Mcee	22.500000	0	135	0	0	0	0	0
Ldha	22.500000	0	0	0	0	135	0	0
Kctd7	22.500000	0	0	0	0	135	0	0
Hnrnpr	22.500000	0	0	135	0	0	0	0
Grin2b	22.500000	0	135	0	0	0	0	0
Furin	22.500000	0	135	0	0	0	0	0
Flcn	22.500000	0	0	135	0	0	0	0
Etv5	22.500000	0	135	0	0	0	0	0
Cyp2j9	22.500000	0	0	0	135	0	0	0
Bola3	22.500000	0	0	135	0	0	0	0
Bloc1s6	22.500000	0	0	135	0	0	0	0
Bdh1	22.500000	0	135	0	0	0	0	0
Zfp944	22.333333	0	134	0	0	0	0	0
Zfp938	22.333333	0	134	0	0	0	0	0
Zfp758	22.333333	0	134	0	0	0	0	0
Wnt8a	22.333333	0	134	0	0	0	0	0
Wdr18	22.333333	0	134	0	0	0	0	0
Usp1	22.333333	0	134	0	0	0	0	0
Ubr4	22.333333	0	134	0	0	0	0	0
Tmem191c	22.333333	0	0	0	0	134	0	0
Tamm41	22.333333	0	134	0	0	0	0	0
Slc36a2	22.333333	0	134	0	0	0	0	0
Slc25a11	22.333333	0	134	0	0	0	0	0
Sec61a2	22.333333	0	0	134	0	0	0	0
Rnf7	22.333333	0	134	0	0	0	0	0
Rnf167	22.333333	0	134	0	0	0	0	0
Pcdh10	22.333333	0	134	0	0	0	0	0
Nudt5	22.333333	0	134	0	0	0	0	0
Nek9	22.333333	0	0	134	0	0	0	0
Mettl21a	22.333333	0	0	134	0	0	0	0
Metap2	22.333333	0	0	0	0	134	0	0
Las1l	22.333333	0	134	0	0	0	0	0
Kctd6	22.333333	0	134	0	0	0	0	0
Ipo8	22.333333	0	134	0	0	0	0	0
Hdx	22.333333	0	134	0	0	0	0	0
Gab1	22.333333	0	134	0	0	0	0	0
Det1	22.333333	0	134	0	0	0	0	0
Cst7	22.333333	0	134	0	0	0	0	0
Cdc123	22.333333	0	134	0	0	0	0	0
Ccdc124	22.333333	0	0	134	0	0	0	0
Cc2d2b	22.333333	0	134	0	0	0	0	0
Bak1	22.333333	0	0	134	0	0	0	0
Actc1	22.333333	0	134	0	0	0	0	0
Aco1	22.333333	0	0	0	0	134	0	0
1810037I17Rik	22.333333	0	0	134	0	0	0	0
Zfp87	22.166667	0	0	133	0	0	0	0
Yars	22.166667	0	0	133	0	0	0	0
Unc5a	22.166667	0	133	0	0	0	0	0
Txndc11	22.166667	0	133	0	0	0	0	0
Tatdn2	22.166667	0	0	0	0	133	0	0
S100pbp	22.166667	0	0	133	0	0	0	0
Rom1	22.166667	0	0	133	0	0	0	0
Rhof	22.166667	0	0	133	0	0	0	0
P2rx1	22.166667	0	0	133	0	0	0	0
Oser1	22.166667	0	0	133	0	0	0	0
Nxn	22.166667	0	133	0	0	0	0	0
Ncf2	22.166667	0	0	0	0	133	0	0
Mtss2	22.166667	0	133	0	0	0	0	0
Mon2	22.166667	0	0	133	0	0	0	0
Mlec	22.166667	0	133	0	0	0	0	0
Map1a	22.166667	0	133	0	0	0	0	0
Kank2	22.166667	0	0	133	0	0	0	0
Hivep3	22.166667	0	133	0	0	0	0	0
Eml3	22.166667	0	0	133	0	0	0	0
Dicer1	22.166667	0	133	0	0	0	0	0
Crtc3	22.166667	0	133	0	0	0	0	0
Asns	22.166667	0	0	0	0	133	0	0
Ano5	22.166667	0	133	0	0	0	0	0
9130401M01Rik	22.166667	0	0	133	0	0	0	0
Zfp438	22.000000	0	0	132	0	0	0	0
Zc3h18	22.000000	0	0	132	0	0	0	0
Tob1	22.000000	0	0	132	0	0	0	0
Tnk2	22.000000	0	132	0	0	0	0	0
Tm7sf3	22.000000	0	132	0	0	0	0	0
Tcf12	22.000000	0	0	132	0	0	0	0
Tbl1x	22.000000	0	0	132	0	0	0	0
Smco4	22.000000	0	0	0	0	132	0	0
Slc18a1	22.000000	0	0	0	0	132	0	0
Sipa1l1	22.000000	0	132	0	0	0	0	0
Sgpp1	22.000000	0	132	0	0	0	0	0
Plxnb2	22.000000	0	132	0	0	0	0	0
Plaa	22.000000	0	0	132	0	0	0	0
Osbpl8	22.000000	0	132	0	0	0	0	0
Nkd1	22.000000	0	132	0	0	0	0	0
Mymx	22.000000	0	132	0	0	0	0	0
H2bc6	22.000000	0	0	132	0	0	0	0
H1f4	22.000000	0	0	132	0	0	0	0
Dnttip2	22.000000	0	132	0	0	0	0	0
Cd72	22.000000	0	0	132	0	0	0	0
Axin2	22.000000	0	132	0	0	0	0	0
Atp6v1b2	22.000000	0	0	0	0	132	0	0
Zfp526	21.833333	0	0	0	0	131	0	0
Zfp180	21.833333	0	0	131	0	0	0	0
Wtap	21.833333	0	0	131	0	0	0	0
Usp12	21.833333	0	131	0	0	0	0	0
Tysnd1	21.833333	0	131	0	0	0	0	0
Trappc9	21.833333	0	0	131	0	0	0	0
Samd8	21.833333	0	131	0	0	0	0	0
Rybp	21.833333	0	0	0	0	131	0	0
Rpp40	21.833333	0	131	0	0	0	0	0
Nipbl	21.833333	0	131	0	0	0	0	0
Myo18a	21.833333	0	0	131	0	0	0	0
Mrpl11	21.833333	0	0	0	0	131	0	0
Hspg2	21.833333	0	131	0	0	0	0	0
Hmgxb4	21.833333	0	0	131	0	0	0	0
Gm13889	21.833333	0	131	0	0	0	0	0
Foxk1	21.833333	0	0	131	0	0	0	0
Fgd4	21.833333	0	0	0	0	131	0	0
Epsti1	21.833333	0	0	131	0	0	0	0
Dusp13	21.833333	0	131	0	0	0	0	0
Dedd2	21.833333	0	0	0	0	131	0	0
Cux1	21.833333	0	0	0	0	131	0	0
Clpx	21.833333	0	0	131	0	0	0	0
Asb13	21.833333	0	0	0	0	131	0	0
Adgrl3	21.833333	0	131	0	0	0	0	0
4930578I06Rik	21.833333	0	131	0	0	0	0	0
Vps13b	21.666667	0	130	0	0	0	0	0
Tti2	21.666667	0	0	130	0	0	0	0
Tead4	21.666667	0	130	0	0	0	0	0
Slc38a10	21.666667	0	0	130	0	0	0	0
Sez6l	21.666667	0	130	0	0	0	0	0
Rora	21.666667	0	130	0	0	0	0	0
Retnlb	21.666667	0	0	130	0	0	0	0
Rab14	21.666667	0	0	130	0	0	0	0
Plk3	21.666667	0	130	0	0	0	0	0
Nacc2	21.666667	0	130	0	0	0	0	0
Mpp7	21.666667	0	130	0	0	0	0	0
Mob1b	21.666667	0	130	0	0	0	0	0
Mapk1ip1l	21.666667	0	0	130	0	0	0	0
Maml3	21.666667	0	0	130	0	0	0	0
Kcnj4	21.666667	0	130	0	0	0	0	0
Gabrb3	21.666667	0	130	0	0	0	0	0
Fnip2	21.666667	0	0	0	0	130	0	0
Cd2ap	21.666667	0	0	130	0	0	0	0
Cavin3	21.666667	0	0	130	0	0	0	0
Cald1	21.666667	0	130	0	0	0	0	0
Cabp1	21.666667	0	130	0	0	0	0	0
Brsk2	21.666667	0	130	0	0	0	0	0
Brd1	21.666667	0	0	0	0	130	0	0
Xkr7	21.500000	0	0	129	0	0	0	0
Wrap53	21.500000	0	0	0	0	129	0	0
Vsig10l	21.500000	0	0	129	0	0	0	0
Vav2	21.500000	0	0	129	0	0	0	0
Ube2ql1	21.500000	0	129	0	0	0	0	0
Tspan9	21.500000	0	129	0	0	0	0	0
Trp53	21.500000	0	0	0	0	129	0	0
Tmtc2	21.500000	0	129	0	0	0	0	0
Syne1	21.500000	0	129	0	0	0	0	0
Ssbp1	21.500000	0	129	0	0	0	0	0
Setdb1	21.500000	0	0	129	0	0	0	0
Scoc	21.500000	0	0	129	0	0	0	0
Rpl11	21.500000	0	0	0	0	129	0	0
Rnf180	21.500000	0	129	0	0	0	0	0
Rbm38	21.500000	0	129	0	0	0	0	0
Pkig	21.500000	0	0	0	0	129	0	0
Osgin1	21.500000	0	0	129	0	0	0	0
Mtif3	21.500000	0	129	0	0	0	0	0
Magi1	21.500000	0	129	0	0	0	0	0
Lrriq3	21.500000	0	0	0	0	129	0	0
Hnrnpm	21.500000	0	0	129	0	0	0	0
Fra10ac1	21.500000	0	129	0	0	0	0	0
Fpgt	21.500000	0	0	0	0	129	0	0
Card19	21.500000	0	0	129	0	0	0	0
Angptl6	21.500000	0	0	129	0	0	0	0
4921504E06Rik	21.500000	0	129	0	0	0	0	0
Zfyve16	21.333333	0	0	128	0	0	0	0
Zfp335	21.333333	0	0	128	0	0	0	0
Zfp142	21.333333	0	128	0	0	0	0	0
Vipr1	21.333333	0	128	0	0	0	0	0
Tgfb1	21.333333	0	0	0	0	128	0	0
St6galnac3	21.333333	0	0	0	0	128	0	0
Ssh2	21.333333	0	0	128	0	0	0	0
Srebf2	21.333333	0	0	128	0	0	0	0
Sorbs2	21.333333	0	128	0	0	0	0	0
Slc5a10	21.333333	0	0	128	0	0	0	0
Rnf141	21.333333	0	128	0	0	0	0	0
Ptgds	21.333333	0	128	0	0	0	0	0
Ppp3cc	21.333333	0	0	128	0	0	0	0
Plek	21.333333	0	0	128	0	0	0	0
Plbd2	21.333333	0	0	128	0	0	0	0
Panx1	21.333333	0	0	0	0	128	0	0
Nucks1	21.333333	0	128	0	0	0	0	0
Npvf	21.333333	0	128	0	0	0	0	0
Mtres1	21.333333	0	0	128	0	0	0	0
Mapk13	21.333333	0	0	128	0	0	0	0
Lyzl4	21.333333	0	128	0	0	0	0	0
Klhl7	21.333333	0	128	0	0	0	0	0
Klf13	21.333333	0	0	128	0	0	0	0
Gm11541	21.333333	0	128	0	0	0	0	0
Fam78b	21.333333	0	128	0	0	0	0	0
Dus4l	21.333333	0	128	0	0	0	0	0
Dimt1	21.333333	0	128	0	0	0	0	0
Crhr1	21.333333	0	128	0	0	0	0	0
Cog5	21.333333	0	128	0	0	0	0	0
Bcs1l	21.333333	0	128	0	0	0	0	0
Appbp2	21.333333	0	0	128	0	0	0	0
Akr1c13	21.333333	0	0	128	0	0	0	0
Zfp119b	21.166667	0	0	127	0	0	0	0
Vps37c	21.166667	0	127	0	0	0	0	0
Tbrg4	21.166667	0	0	127	0	0	0	0
Slc3a2	21.166667	0	0	127	0	0	0	0
Senp7	21.166667	0	0	127	0	0	0	0
Rabggtb	21.166667	0	0	127	0	0	0	0
Pink1	21.166667	0	0	127	0	0	0	0
Paqr3	21.166667	0	127	0	0	0	0	0
Mcts2	21.166667	0	127	0	0	0	0	0
Mafk	21.166667	0	0	0	0	127	0	0
Lnx1	21.166667	0	127	0	0	0	0	0
Hs6st3	21.166667	0	127	0	0	0	0	0
Fut9	21.166667	0	127	0	0	0	0	0
Foxp1	21.166667	0	127	0	0	0	0	0
Eogt	21.166667	0	0	127	0	0	0	0
Ddx24	21.166667	0	0	127	0	0	0	0
Dcx	21.166667	0	127	0	0	0	0	0
Crybb1	21.166667	0	0	127	0	0	0	0
Cryba4	21.166667	0	0	127	0	0	0	0
Crmp1	21.166667	0	127	0	0	0	0	0
Cep135	21.166667	0	0	127	0	0	0	0
Ccdc171	21.166667	0	127	0	0	0	0	0
Akap11	21.166667	0	0	127	0	0	0	0
A830018L16Rik	21.166667	0	127	0	0	0	0	0
Zbtb6	21.000000	0	0	126	0	0	0	0
Tbata	21.000000	0	126	0	0	0	0	0
Stk25	21.000000	0	126	0	0	0	0	0
Slain2	21.000000	0	126	0	0	0	0	0
Rpl37	21.000000	0	126	0	0	0	0	0
Rhob	21.000000	0	0	126	0	0	0	0
Rcor1	21.000000	0	0	126	0	0	0	0
Raver1	21.000000	0	0	126	0	0	0	0
Pyroxd1	21.000000	0	0	126	0	0	0	0
Pgbd5	21.000000	0	126	0	0	0	0	0
Pdgfra	21.000000	0	126	0	0	0	0	0
Pde1b	21.000000	0	126	0	0	0	0	0
Ndufb4c	21.000000	0	126	0	0	0	0	0
Inpp4b	21.000000	0	126	0	0	0	0	0
Hsf1	21.000000	0	0	126	0	0	0	0
Ebag9	21.000000	0	126	0	0	0	0	0
Carmil3	21.000000	0	126	0	0	0	0	0
Bop1	21.000000	0	0	126	0	0	0	0
Ankrd23	21.000000	0	126	0	0	0	0	0
Actr10	21.000000	0	0	126	0	0	0	0
Zfp212	20.833333	0	125	0	0	0	0	0
Zc3h7a	20.833333	0	0	125	0	0	0	0
Virma	20.833333	0	125	0	0	0	0	0
Tpgs2	20.833333	0	125	0	0	0	0	0
Tbp	20.833333	0	125	0	0	0	0	0
Sptlc2	20.833333	0	0	125	0	0	0	0
Snx11	20.833333	0	125	0	0	0	0	0
Slfn8	20.833333	0	0	125	0	0	0	0
Scyl1	20.833333	0	0	125	0	0	0	0
Rnaseh2a	20.833333	0	125	0	0	0	0	0
Rfc5	20.833333	0	0	125	0	0	0	0
Recql	20.833333	0	0	125	0	0	0	0
Rbks	20.833333	0	0	125	0	0	0	0
Rasa1	20.833333	0	125	0	0	0	0	0
Rad54l2	20.833333	0	0	125	0	0	0	0
Psmb1	20.833333	0	125	0	0	0	0	0
Prdx2	20.833333	0	125	0	0	0	0	0
Ppp2r5e	20.833333	0	0	125	0	0	0	0
Pdpn	20.833333	0	125	0	0	0	0	0
Olfr600	20.833333	0	0	0	125	0	0	0
N6amt1	20.833333	0	0	125	0	0	0	0
Llgl1	20.833333	0	0	125	0	0	0	0
Lgals12	20.833333	0	125	0	0	0	0	0
Kif21b	20.833333	0	0	125	0	0	0	0
H3c13	20.833333	0	0	125	0	0	0	0
H2bc18	20.833333	0	0	125	0	0	0	0
H13	20.833333	0	0	0	0	125	0	0
Golt1b	20.833333	0	0	125	0	0	0	0
Gga1	20.833333	0	0	125	0	0	0	0
Fgf3	20.833333	0	0	0	0	125	0	0
Dolpp1	20.833333	0	0	0	0	125	0	0
Cntn1	20.833333	0	125	0	0	0	0	0
Babam2	20.833333	0	0	125	0	0	0	0
Atp6v1fnb	20.833333	0	0	0	0	125	0	0
Atp6v1f	20.833333	0	0	0	0	125	0	0
Arl4d	20.833333	0	0	125	0	0	0	0
Arfgef2	20.833333	0	0	0	0	125	0	0
AW554918	20.833333	0	125	0	0	0	0	0
1700019D03Rik	20.833333	0	0	125	0	0	0	0
Zfp707	20.666667	0	0	124	0	0	0	0
Zfp2	20.666667	0	124	0	0	0	0	0
