Target_genes	Foxp3|Average	SRX8769868|CD4+_T_cells	SRX8769869|CD4+_T_cells	SRX8769870|CD4+_T_cells	SRX495631|EL4	SRX1162501|iTreg	SRX1162502|iTreg	SRX495632|iTreg	SRX5689481|nTreg	SRX5689486|nTreg	SRX5689487|nTreg	SRX5689489|nTreg	SRX5689492|nTreg	SRX5689495|nTreg	SRX5689498|nTreg	SRX8123998|nTreg	SRX8123999|nTreg	SRX8124000|nTreg	SRX8124001|nTreg	SRX179486|Tconv	SRX179487|Tconv	SRX14474049|Treg	SRX14474050|Treg	SRX14474052|Treg	SRX14474053|Treg	SRX14590893|Treg	SRX14590894|Treg	SRX14590895|Treg	SRX14590896|Treg	SRX14590897|Treg	SRX14590898|Treg	SRX14743588|Treg	SRX14743589|Treg	SRX14743590|Treg	SRX14743594|Treg	SRX14743595|Treg	SRX14743596|Treg	SRX184860|Treg	SRX184861|Treg	SRX184863|Treg	SRX2341414|Treg	SRX2341415|Treg	SRX2341416|Treg	SRX2341417|Treg	SRX2341418|Treg	SRX2341419|Treg	SRX3829343|Treg	SRX3829344|Treg	SRX4814119|Treg	SRX4814120|Treg	SRX4814134|Treg	SRX4814135|Treg	SRX484252|Treg	SRX484253|Treg	SRX484254|Treg	SRX484255|Treg	SRX484256|Treg	STRING
Dlg1	23.607143	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	132	0	130	0	0	0	0	0	0	0	0	0	288	0	0	268	0	0	110	165	0	0	0	0	0	0	0	0	0	0
Nhlrc1	23.589286	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	97	105	0	0	0	101	97	123	0	0	0	0	0	0	0	0	0	0	240	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmds	23.589286	0	0	0	0	0	0	0	137	136	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	413	0	0	0	159	0	0	0	0	0	0	0	0	0	0
Gm10509	23.589286	0	105	95	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	92	150	167	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alms1	23.589286	0	0	0	0	0	0	0	98	162	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	168	0	0	529	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a	23.571429	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	205	0	114	0	115	0	0	144	0	0	0	0	0	0	0	0	0	107	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfng	23.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	630	233	0	0	191	0	0	0	0	0	0	0	0	0	0
Pros1	23.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	387	321	146	0	94	0	0	0	0	0	0	0	0	0	0
Nectin2	23.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	279	178	112	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	196	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gps1	23.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	630	233	0	0	191	0	0	0	0	0	0	0	0	0	0
Klhl7	23.553571	0	173	82	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	330	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilvbl	23.553571	0	0	117	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	194	0	0	312	150	0	102	78	0	0	0	0	0	0	0	0	0	0
Gimap1	23.553571	0	0	0	0	0	0	0	109	98	0	0	0	0	0	131	155	0	0	0	0	0	0	0	0	0	0	127	0	0	95	0	0	0	0	0	0	0	0	0	131	0	0	150	231	0	0	0	0	0	0	0	0	0	0	0	92	0
Selenoo	23.517857	0	0	0	0	0	0	0	86	333	164	0	0	0	0	0	0	0	0	0	0	0	80	136	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinx1	23.517857	0	185	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	401	111	165	0	0	0	0	0	0	0	0	0	0	0	0
Zfp456	23.500000	0	0	0	0	0	0	0	161	103	0	0	0	0	0	0	90	0	0	0	0	149	192	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	227	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark3	23.500000	0	90	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	98	0	0	88	0	0	0	0	0	0	0	0	0	241	0	0	372	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx2	23.482143	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	488	232	177	0	0	0	0	0	0	0	0	0	0	0	0
Traf3ip1	23.464286	0	112	90	0	0	0	0	155	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	222	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab1b	23.464286	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	144	149	117	171	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	286	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wsb1	23.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	91	145	0	0	0	98	0	0	0	0	0	0	77	78	0	0	0	0	203	0	0	319	122	0	0	127	0	0	0	0	0	0	0	0	0	0
Ero1b	23.428571	0	0	0	0	0	0	0	76	113	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	88	0	0	68	0	0	0	66	0	0	0	0	0	247	0	73	348	98	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3a1	23.410714	97	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	99	0	81	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	376	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Grin2d	23.410714	0	0	0	0	0	0	0	0	344	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	170	0	0	470	113	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51573	23.410714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	189	292	110	321	0	0	0	171	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc157	23.410714	97	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	99	0	81	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	376	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Appl1	23.410714	0	197	82	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	125	0	0	99	0	0	0	0	0	0	0	0	0	177	0	0	189	0	0	139	145	0	0	0	0	0	0	0	0	0	0
Rdh12	23.392857	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	153	146	137	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	340	139	0	0	0	0	0	0	0	0	0	0	0	0	0
Nenf	23.392857	0	88	89	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	152	0	99	0	0	0	0	0	0	0	0	0	236	0	0	309	0	0	0	167	0	0	0	0	0	0	0	0	0	0
Xbp1	23.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	194	113	0	0	0	90	0	0	127	0	0	0	0	0	0	0	0	0	179	0	0	296	0	87	100	0	0	0	0	0	0	0	0	0	0	0
N4bp3	23.357143	119	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	109	98	0	0	0	0	0	0	0	0	0	0	0	215	0	0	310	102	0	0	139	0	0	0	0	0	0	0	0	0	0
Ino80e	23.357143	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	134	130	98	119	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hirip3	23.357143	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	134	130	98	119	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab37	23.339286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	280	293	0	0	244	0	0	0	156	208	0	0	0	0	0	0	0	0	0
Gsr	23.339286	0	83	0	0	0	0	0	0	107	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	628	0	0	0	100	0	0	0	0	0	0	0	0	0	0
Mcub	23.321429	0	0	0	0	0	0	0	82	216	0	0	0	0	0	118	0	0	0	0	0	0	74	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	221	0	92	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc9	23.321429	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	229	0	0	412	207	150	0	0	0	0	0	0	0	0	0	0	0	0
E2f2	23.321429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	101	0	0	0	0	0	0	81	148	243	401	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps36	23.303571	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	145	0	0	79	0	0	0	0	0	0	0	176	0	242	0	0	258	0	0	0	148	0	0	0	0	0	0	0	0	0	0
Huwe1	23.303571	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	135	124	192	148	0	0	78	0	84	102	0	0	0	0	0	0	0	0	0	72	0	0	185	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Zfp141	23.285714	0	0	104	0	0	0	0	157	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	412	0	0	276	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a24	23.285714	0	0	0	0	0	0	0	129	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	148	0	0	0	0	0	0	0	0	163	149	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Grhl1	23.285714	0	0	111	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	553	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Got1l1	23.285714	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	176	165	208	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0
Cct4	23.285714	0	0	0	0	0	0	0	117	118	0	0	0	0	0	0	0	0	0	0	0	0	77	110	87	0	0	100	0	0	0	0	0	0	82	0	0	0	0	0	244	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnpda1	23.267857	0	98	0	0	0	0	0	138	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	467	0	0	0	0	0	0	0	0	99	98	0	0	0	0
Piga	23.250000	0	0	0	0	0	0	0	0	99	0	0	0	0	96	0	0	0	0	0	0	158	251	154	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clk4	23.250000	0	0	0	0	0	0	0	196	0	0	0	0	0	97	0	0	0	0	0	0	194	0	0	0	0	0	87	0	0	81	0	0	0	0	0	0	0	0	0	208	0	0	266	0	0	0	173	0	0	0	0	0	0	0	0	0	0
BC049762	23.250000	0	0	0	0	0	0	0	196	0	0	0	0	0	97	0	0	0	0	0	0	194	0	0	0	0	0	87	0	0	81	0	0	0	0	0	0	0	0	0	208	0	0	266	0	0	0	173	0	0	0	0	0	0	0	0	0	0
Aga	23.250000	0	0	0	0	0	0	0	87	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	537	72	163	0	0	79	0	0	0	0	0	0	0	0	0
Isg20	23.232143	0	0	0	0	0	0	0	153	100	0	0	0	0	0	0	0	0	0	0	0	0	154	127	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	312	151	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi35	23.232143	0	0	0	0	0	0	0	130	147	0	0	0	0	0	0	92	0	0	0	0	144	100	124	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb39	23.196429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	497	167	0	0	169	0	0	0	0	0	0	0	0	0	0
Rnf181	23.196429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	259	232	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	140	105	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem181a	23.178571	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	110	0	104	0	0	0	0	0	0	0	0	0	225	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1b	23.178571	0	0	0	0	0	0	0	0	127	0	125	0	0	127	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	322	240	0	0	0	0	0	0	132	0
Gatad1	23.178571	106	120	99	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	123	0	0	0	126	0	0	0	0	0	190	0	0	147	0	0	0	122	0	0	0	0	0	0	0	0	0	0
Tpd52l2	23.160714	0	0	0	0	0	0	0	119	127	0	0	0	0	142	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	358	141	0	0	0	0	0	0	0	0	0	0	0	0	0
Tom1	23.160714	0	77	107	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	90	102	0	0	0	0	0	0	0	0	0	232	0	0	407	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a4	23.160714	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	180	123	0	0	0	135	0	0	134	0	0	0	0	0	0	0	0	0	231	0	0	310	78	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd16b	23.160714	0	0	0	0	0	0	0	119	127	0	0	0	0	142	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	358	141	0	0	0	0	0	0	0	0	0	0	0	0	0
Vdac3	23.142857	0	136	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	85	0	144	0	0	0	0	0	0	0	0	0	203	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmaip1	23.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	84	0	0	0	88	0	0	0	0	0	262	0	0	397	0	76	0	0	0	0	0	0	0	0	0	0	0	0
Styx	23.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	109	0	0	0	0	0	0	0	0	0	275	0	0	575	76	0	0	132	0	0	0	0	0	0	0	0	0	0
Ythdf1	23.107143	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	92	0	76	0	0	0	0	0	0	0	0	0	315	0	0	361	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimate	23.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	214	0	0	0	0	0	0	0	0	0	222	0	0	597	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Aars	23.107143	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	126	0	0	0	0	67	112	229	132	0	0	0	0	0	125	0	0	0	79	0	0	0	0	0	205	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13a	23.071429	0	0	0	0	0	0	0	100	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	135	0	0	0	116	0	0	0	0	0	223	0	0	309	0	0	118	95	0	0	0	0	0	0	0	0	0	0
Rpap3	23.071429	0	0	0	0	0	0	0	0	200	116	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	129	126	0	0	0	0	0	0	0	0	0	0	0	216	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep6	23.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	282	361	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk4	23.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	282	361	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip2	23.071429	135	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	85	0	0	0	0	0	0	0	0	0	353	0	0	363	131	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt2	23.071429	0	115	0	0	0	0	0	103	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	339	111	0	98	152	0	0	0	0	0	0	0	0	0	0
Atp2a3	23.071429	0	120	0	0	0	0	0	109	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	268	0	0	407	0	0	0	99	0	0	0	0	0	0	0	0	0	0
Ppm1d	23.053571	0	81	98	0	0	0	0	100	141	0	0	0	0	0	0	0	0	0	0	0	0	96	143	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k2	23.053571	0	76	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	440	0	0	84	0	0	0	0	0	0	0	0	0	0	0
Adnp2	23.035714	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	78	144	83	0	0	103	0	0	126	0	0	0	0	0	0	0	0	0	141	0	0	349	0	0	0	96	0	0	0	0	0	0	0	0	0	0
Ccnd2	23.017857	0	0	0	0	185	0	107	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	194	0	0	146	143	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	23.017857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	123	103	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	245	0	0	270	143	139	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4a	23.000000	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	186	209	234	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgat2	23.000000	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	138	145	0	0	0	111	0	0	127	0	0	0	0	0	0	0	0	0	232	0	0	360	0	0	0	107	0	0	0	0	0	0	0	0	0	0
Znrd2	22.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	186	228	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	262	0	0	0	0	0	0	141	0	0	0	0	0	0	0
Mad2l2	22.982143	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	89	115	150	115	0	122	0	0	0	0	0	0	0	0	0	207	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap17	22.982143	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	157	175	0	93	0	128	0	0	86	0	0	0	0	0	0	0	0	0	177	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	22.982143	0	0	0	0	0	0	0	139	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	67	0	0	0	0	0	166	0	0	323	0	0	172	133	0	0	0	0	0	0	0	0	0	0
Larp1	22.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	118	0	0	0	0	0	0	107	0	0	0	0	334	0	0	481	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a29	22.946429	128	90	119	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	394	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1f	22.928571	0	0	0	0	0	0	0	156	88	0	0	0	0	0	0	0	0	0	0	0	110	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif15	22.928571	0	98	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	129	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110059G10Rik	22.928571	0	98	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	129	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc2	22.910714	0	0	0	0	0	0	0	156	155	0	0	0	0	0	0	0	0	0	0	0	0	0	146	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	363	100	0	0	87	0	0	0	0	0	0	0	0	0	0
Supt6	22.892857	0	0	0	0	0	0	0	0	162	75	0	0	0	0	68	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	235	0	117	0	118	0	0	0	0	86	0	0	0	0	0
Srsf12	22.892857	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	146	0	0	191	0	0	0	0	0	0	0	0	0	177	0	0	187	0	0	0	0	0	0	0	0	161	160	0	0	0	0
Sdf2	22.892857	0	0	0	0	0	0	0	0	162	75	0	0	0	0	68	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	235	0	117	0	118	0	0	0	0	86	0	0	0	0	0
Mkrn2os	22.892857	0	0	0	0	0	0	0	0	198	74	0	0	0	126	90	0	0	0	0	0	185	104	190	191	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wars2	22.875000	0	90	0	0	0	0	0	110	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	291	0	0	169	76	0	156	161	0	0	0	0	0	0	0	0	0	0
Uck1	22.875000	0	0	0	0	0	0	0	112	168	0	0	0	0	0	0	0	0	0	0	0	0	132	118	150	0	0	188	0	0	86	0	0	0	0	0	0	0	0	0	172	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg20	22.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	433	0	142	409	0	0	0	88	0	0	0	0	0	0	0	0	0	0
Cmpk1	22.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	71	0	0	0	126	0	0	0	0	0	268	0	0	443	169	0	0	96	0	0	0	0	0	0	0	0	0	0
Tmie	22.857143	0	144	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	90	0	0	0	0	0	0	0	0	0	0	0	234	0	0	420	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm8b	22.857143	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	98	0	0	0	0	0	0	124	0	0	0	0	0	443	0	0	285	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Snrk	22.857143	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	142	0	0	0	0	0	0	0	0	0	305	0	0	428	0	0	0	165	0	0	0	0	0	0	0	0	0	0
Sdhd	22.857143	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	98	0	0	0	0	0	0	124	0	0	0	0	0	443	0	0	285	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Itm2c	22.857143	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	518	185	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnd1	22.857143	0	0	0	0	0	0	0	0	254	0	0	0	0	124	0	0	0	0	0	0	0	0	0	112	0	0	0	88	0	101	0	0	0	0	0	0	0	0	0	144	0	0	362	95	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd18	22.857143	0	0	0	0	0	0	0	0	254	0	0	0	0	124	0	0	0	0	0	0	0	0	0	112	0	0	0	88	0	101	0	0	0	0	0	0	0	0	0	144	0	0	362	95	0	0	0	0	0	0	0	0	0	0	0	0	0
