Target_genes	Bcl11a|Average	SRX8030787|Acute_myeloid_leukemia	ERX2242378|Breast_cells	ERX200399|Mammary_epithelial_cells	ERX200403|Mammary_epithelial_cells	ERX200408|Mammary_epithelial_cells	ERX200412|Mammary_epithelial_cells	ERX200417|Mammary_epithelial_cells	ERX200421|Mammary_epithelial_cells	ERX200426|Mammary_epithelial_cells	ERX200430|Mammary_epithelial_cells	ERX200435|Mammary_epithelial_cells	ERX200439|Mammary_epithelial_cells	STRING
Tsen2	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Tmem39a	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Spry1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Seh1l	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Scd4	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka5	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Rnf10	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Rbsn	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Pstk	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Nod2	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Mtfp1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Med14	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Mbip	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Hfe	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Gm8300	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Gm20594	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl2	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Edem2	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Dip2b	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Crisp1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Cops8	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Clcn3	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Chst12	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Cercam	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Cep43	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Cass4	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Atrnl1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Atf6	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Arsa	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Ap1ar	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Angptl6	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
9430038I01Rik	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Wdr76	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Utp25	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ugdh	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ttc4	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Slc24a3	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Rnf19b	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ptprf	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Prmt9	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r21	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r15a	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1a	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Ppif	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Pold2	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Plrg1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Plekha4	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Pex3	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Mfap1a	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Magoh	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Lgals7	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Jak1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Gpr55	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Gpcpd1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Gar1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Frrs1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Fkbpl	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Cutc	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Cuedc2	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Cox15	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Cep78	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Cct4	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Camk2d	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Becn1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Akap10	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Add3	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Adat2	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Zranb1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Zfp748	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Trappc1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131l	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Stim2	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Smarca5	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Six5	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Sil1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Rnf169	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Rel	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Pik3r4	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Msrb3	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Mrps28	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Mettl15	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Lsp1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Kif18a	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Kcnab3	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Hdgf	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2i	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Grb2	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Fdxr	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Fbrsl1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Epc1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Elac2	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b2	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
E130308A19Rik	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Cntrob	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc138	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Btbd2	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Appbp2	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd26	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Alg8	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Zar1l	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc4	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Taf9	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Taf5	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Spn	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Socs1	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Sap18b	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Sap18	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdd1	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Rad17	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Prss57	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla8	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Pet117	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
P4ha1	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Nfyc	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Larp4b	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Kat14	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Gfod2	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Gbp6	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Gamt	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Fchsd2	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc13	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Dlx4	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Ddx39b	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Dazap1	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Cse1l	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Cand1	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Brca2	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Atxn2l	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Atp8a2	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Arrb1	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Ak6	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Agps	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Zfand5	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb37	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ube2n	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tspan31	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Trim30a	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Trak2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tpx2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tmed2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Timm10b	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tfb1m	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tbce	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tbcc	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tal1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Stk3	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Sptbn4	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Saal1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Saa3	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Rspry1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Rps24	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Rpn1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ralb	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ptprs	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Psme3ip1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Psmb7	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Polr3a	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Pknox1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Pikfyve	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Mrps18a	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Mbd4	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ltbr	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Itm2b	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ints9	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ift122	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Hmbox1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Glmp	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Gbe1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Frmd6	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Frg1	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Eif5	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk1a	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Dph2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc25	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf6	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2aip	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc134	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Blvrb	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
B4galt7	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
B4galt2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0b	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Arl2bp	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Arfip2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd35	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Agap2	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Adcy10	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Usp14	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Uqcr11	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Twf2	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d24	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Slmap	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a9	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Scaf1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Rras	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Rpe	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Relt	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Rbm12	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Rad23a	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Rab1b	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1m	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Nxf1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Ntn3	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Mlxip	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Lsm5	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
I830077J02Rik	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Helb	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Gm32856	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Gbp7	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Eif4h	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Dmac1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Cpne1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Cdt1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Cbfa2t2	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
1110002E22Rik	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Zmiz2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Zfp457	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h14	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Vegfa	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Ttc25	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Trp53i13	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip1	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Syngap1	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Specc1l	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Selenof	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Rnf7	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Rabif	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Prrc2a	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Mrfap1	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Mmut	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Lemd2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Ldha	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Kifap3	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Itga6	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Hs2st1	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Homer3	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Hmbs	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Ero1a	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Cyren	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Cuta	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Ctsh	13.416667	0	0	0	0	0	0	0	0	0	161	0	0	0
Crlf2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Cers5	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Cenpq	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Cds2	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Cbl	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Asxl1	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Akap13	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Abhd15	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Zyx	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Znrf3	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Umad1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Ulbp1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Trit1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Tmem69	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Tmc8	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Tmc6	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Tceanc	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Spag9	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Spaca9	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Rpa3	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Ric8b	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Pomt1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Mto1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq5	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Imp3	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Hvcn1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Gpbp1l1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Gcdh	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Ctcf	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Cnep1r1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Cgas	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Banp	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1c1	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap33	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Ak8	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Aifm2	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Actl6a	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Abcb9	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
9430069I07Rik	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Ubl7	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Tspoap1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Trmt10a	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Tonsl	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Sppl2b	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Spdya	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Snx1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f6	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Rps5	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Ripk2	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Psmc3	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Pnrc1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Naxd	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Nagk	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Mttp	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Msh3	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Mdm4	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Lsm7	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc57	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Haus2	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Harbi1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Gigyf2	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Dhfr	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Depdc1b	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Ddx42	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf4	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Cstb	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Clpp	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Ciao2a	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc47	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Bbc3	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Atg13	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Arcn1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Ap2m1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Zfp866	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Tomm40	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Sult6b2	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Rpl6	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Psmc6	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Phlda1	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Pgpep1	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Nyx	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ndufv3	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Mybbp1a	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr4	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Map3k2	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
M6pr	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Klf11	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Itpkb	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ino80e	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Hirip3	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ercc6l	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Elob	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Copg2	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ccrl2	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd22	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Aebp2	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17c	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Aars2	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Zfp12	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Wdhd1	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Uxs1	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Ubxn6	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Tmem170	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Tcf25	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
St8sia4	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
St6galnac3	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Socs4	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a3r2	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Slc35e1	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b2	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Sephs2	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Sat1	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Rrp9	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Rora	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Rnf2	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Rcc2	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r16a	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Pim3	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Pilrb1	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
